energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-6.00000000,9.49532986,0.01990999,1.17886101,1.60896775,0.50579872,8.86607879,5.11529187,2.20523363,0.00000000
-5.99399700,9.63859680,0.02001270,1.19373303,1.63243479,0.51471811,8.96796143,5.20412497,2.23326899,0.00000000
-5.98799400,9.77452609,0.02012052,1.20755809,1.65734959,0.52378180,9.06228786,5.28733010,2.26162150,0.00000000
-5.98199100,9.90040356,0.02022874,1.22002570,1.68316895,0.53286803,9.14712874,5.36324226,2.28975473,0.00000000
-5.97598799,10.01379008,0.02033323,1.23085781,1.70937609,0.54186236,9.22080790,5.43036574,2.31717653,0.00000000
-5.96998499,10.11257535,0.02043049,1.23981622,1.73549046,0.55065975,9.28194453,5.48740826,2.34344711,0.00000000
-5.96398199,10.19502179,0.02051777,1.24670878,1.76107609,0.55916622,9.32948424,5.53330953,2.36818498,0.00000000
-5.95797899,10.25979723,0.02059304,1.25139409,1.78574822,0.56730004,9.36271823,5.56726344,2.39107109,0.00000000
-5.95197599,10.30599592,0.02065505,1.25378477,1.80917817,0.57499259,9.38129032,5.58873331,2.41185083,0.00000000
-5.94597299,10.33314743,0.02070327,1.25384895,1.83109653,0.58218865,9.38519211,5.59745998,2.43033435,0.00000000
-5.93996998,10.34121351,0.02073786,1.25161014,1.85129451,0.58884636,9.37474684,5.59346241,2.44639499,0.00000000
-5.93396698,10.33057324,0.02075962,1.24714542,1.86962372,0.59493677,9.35058324,5.57703084,2.45996628,0.00000000
-5.92796398,10.30199725,0.02076985,1.24058196,1.88599430,0.60044302,9.31360046,5.54871297,2.47103751,0.00000000
-5.92196098,10.25661189,0.02077027,1.23209220,1.90037161,0.60535929,9.26492609,5.50929329,2.47964807,0.00000000
-5.91595798,10.19585470,0.02076294,1.22188756,1.91277169,0.60968947,9.20586878,5.45976658,2.48588099,0.00000000
-5.90995498,10.12142281,0.02075009,1.21021118,1.92325558,0.61344567,9.13786773,5.40130619,2.48985570,0.00000000
-5.90395198,10.03521585,0.02073404,1.19732976,1.93192283,0.61664668,9.06244084,5.33522821,2.49172039,0.00000000
-5.89794897,9.93927553,0.02071705,1.18352486,1.93890446,0.61931639,8.98113358,5.26295274,2.49164436,0.00000000
-5.89194597,9.83572369,0.02070128,1.16908385,1.94435554,0.62148225,8.89547042,5.18596348,2.48981032,0.00000000
-5.88594297,9.72670111,0.02068861,1.15429102,1.94844777,0.62317397,8.80691045,5.10576700,2.48640736,0.00000000
-5.87993997,9.61430892,0.02068063,1.13941894,1.95136230,0.62442226,8.71680873,5.02385297,2.48162444,0.00000000
-5.87393697,9.50055465,0.02067856,1.12472046,1.95328303,0.62525797,8.62638429,4.94165667,2.47564484,0.00000000
-5.86793397,9.38730440,0.02068318,1.11042167,1.95439057,0.62571142,8.53669585,4.86052496,2.46864170,0.00000000
-5.86193097,9.27624267,0.02069485,1.09671596,1.95485719,0.62581202,8.44862545,4.78168666,2.46077472,0.00000000
-5.85592796,9.16884077,0.02071349,1.08375940,1.95484260,0.62558828,8.36287011,4.70622819,2.45218813,0.00000000
-5.84992496,9.06633439,0.02073857,1.07166767,1.95449096,0.62506793,8.27994123,4.63507502,2.44300975,0.00000000
-5.84392196,8.96971062,0.02076919,1.06051445,1.95392880,0.62427834,8.20017104,4.56897923,2.43335126,0.00000000
-5.83791896,8.87970397,0.02080407,1.05033140,1.95326399,0.62324711,8.12372502,4.50851315,2.42330923,0.00000000
-5.83191596,8.79680103,0.02084166,1.04110966,1.95258552,0.62200263,8.05061924,4.45406907,2.41296693,0.00000000
-5.82591296,8.72125247,0.02088019,1.03280277,1.95196402,0.62057467,7.98074106,4.40586421,2.40239643,0.00000000
-5.81990995,8.65309136,0.02091773,1.02533073,1.95145265,0.61899489,7.91387188,4.36395064,2.39166087,0.00000000
-5.81390695,8.59215618,0.02095227,1.01858518,1.95108833,0.61729707,7.84971031,4.32822910,2.38081651,0.00000000
-5.80790395,8.53811713,0.02098181,1.01243522,1.95089290,0.61551718,7.78789455,4.29846595,2.36991434,0.00000000
-5.80190095,8.49050395,0.02100441,1.00673385,1.95087423,0.61369308,7.72802268,4.27431215,2.35900097,0.00000000
-5.79589795,8.44873410,0.02101828,1.00132444,1.95102679,0.61186392,7.66966994,4.25532347,2.34811886,0.00000000
-5.78989495,8.41213967,0.02102179,0.99604726,1.95133192,0.61006919,7.61240234,4.24098091,2.33730548,0.00000000
-5.78389195,8.37999228,0.02101357,0.99074557,1.95175749,0.60834753,7.55578622,4.23071061,2.32659176,0.00000000
-5.77788894,8.35152484,0.02099248,0.98527110,1.95225701,0.60673524,7.49939380,4.22390248,2.31599977,0.00000000
-5.77188594,8.32595007,0.02095767,0.97948885,1.95276836,0.60526465,7.44280492,4.21992718,2.30553971,0.00000000
-5.76588294,8.30247518,0.02090859,0.97328079,1.95321212,0.60396248,7.38560561,4.21815095,2.29520670,0.00000000
-5.75987994,8.28031315,0.02084494,0.96654868,1.95348982,0.60284812,7.32738426,4.21794822,2.28497745,0.00000000
