energy_ev,total_up,Bi_p_up,Bi_d_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up
-6.00000000,3.82499596,1.39873217,0.01401731,1.13391123,1.64605025,0.04513339,0.42537712
-5.99399700,3.73376246,1.37806923,0.01392444,1.12253813,1.60145565,0.04601103,0.40758669
-5.98799400,3.65215072,1.35823517,0.01383185,1.11222371,1.56156470,0.04713893,0.39324365
-5.98199100,3.58005176,1.33910721,0.01373670,1.10291532,1.52635187,0.04854317,0.38233702
-5.97598799,3.51729237,1.32055808,0.01363627,1.09456922,1.49575325,0.05025197,0.37483629
-5.96998499,3.46367477,1.30247033,0.01352816,1.08716111,1.46968388,0.05229579,0.37069714
-5.96398199,3.41901274,1.28474988,0.01341036,1.08069548,1.44805373,0.05470717,0.36986619
-5.95797899,3.38316188,1.26733792,0.01328142,1.07521318,1.43078129,0.05752042,0.37228451
-5.95197599,3.35604201,1.25022047,0.01314048,1.07079645,1.41780389,0.06077105,0.37788947
-5.94597299,3.33765009,1.23343498,0.01298735,1.06757102,1.40908421,0.06449486,0.38661505
-5.93996998,3.32806288,1.21707338,0.01282254,1.06570494,1.40461245,0.06872681,0.39839051
-5.93396698,3.32742880,1.20128144,0.01264723,1.06540382,1.40440405,0.07349963,0.41313747
-5.92796398,3.33594945,1.18625417,0.01246321,1.06690273,1.40849309,0.07884211,0.43076570
-5.92196098,3.35385170,1.17222760,0.01227281,1.07045480,1.41692184,0.08477734,0.45116796
-5.91595798,3.38135207,1.15946712,0.01207879,1.07631712,1.42972696,0.09132065,0.47421408
-5.90995498,3.41861526,1.14825312,0.01188419,1.08473446,1.44692342,0.09847776,0.49974504
-5.90395198,3.46570984,1.13886448,0.01169223,1.09592180,1.46848704,0.10624281,0.52756724
-5.89794897,3.52256351,1.13156091,0.01150607,1.11004642,1.49433694,0.11459673,0.55744760
-5.89194597,3.58892125,1.12656516,0.01132874,1.12721066,1.52431900,0.12350588,0.58910996
-5.88594297,3.66430917,1.12404595,0.01116295,1.14743649,1.55819164,0.13292111,0.62223318
