energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.05152576,2.13098097,0.00551472,0.28766232,0.54945867,0.01579720,1.19846747,0.50193140,0.39720532
-5.04552276,2.12824323,0.00519351,0.29154687,0.55579031,0.01531732,1.19318092,0.49412467,0.40084264
-5.03951976,2.12469504,0.00487681,0.29508749,0.56270502,0.01479080,1.18773387,0.48566050,0.40455219
-5.03351676,2.12039896,0.00456847,0.29822501,0.57020811,0.01422650,1.18222469,0.47671584,0.40824547
-5.02751376,2.11530302,0.00427167,0.30089701,0.57824068,0.01363375,1.17667170,0.46744975,0.41181043
-5.02151076,2.10924854,0.00398885,0.30304075,0.58667970,0.01302233,1.17101558,0.45800029,0.41511623
-5.01550775,2.10198443,0.00372175,0.30459655,0.59534142,0.01240233,1.16512605,0.44848263,0.41801911
-5.00950475,2.09318723,0.00347145,0.30551141,0.60398776,0.01178414,1.15881231,0.43898860,0.42036924
-5.00350175,2.08248584,0.00323841,0.30574280,0.61233540,0.01117840,1.15183694,0.42958747,0.42201818
-4.99749875,2.06948991,0.00302256,0.30526238,0.62006731,0.01059595,1.14393230,0.42032803,0.42282656
-4.99149575,2.05382016,0.00282339,0.30405947,0.62684593,0.01004787,1.13481874,0.41124160,0.42267179
-4.98549275,2.03513932,0.00264007,0.30214416,0.63232754,0.00954543,1.12422371,0.40234598,0.42145522
-4.97948974,2.01318194,0.00247153,0.29954978,0.63617703,0.00910016,1.11190066,0.39364985,0.41910856
-4.97348674,1.98778159,0.00231657,0.29633469,0.63808236,0.00872381,1.09764698,0.38515764,0.41559914
-4.96748374,1.95889392,0.00217395,0.29258308,0.63776803,0.00842840,1.08131985,0.37687429,0.41093371
-4.96148074,1.92661434,0.00204251,0.28840488,0.63500700,0.00822617,1.06284943,0.36880989,0.40516067
-4.95547774,1.89118932,0.00192117,0.28393445,0.62963043,0.00812960,1.04224862,0.36098370,0.39837043
-4.94947474,1.85302054,0.00180904,0.27932828,0.62153489,0.00815131,1.01961887,0.35342749,0.39069394
-4.94347174,1.81266152,0.00170541,0.27476149,0.61068684,0.00830399,0.99515191,0.34618793,0.38229942
-4.93746873,1.77080675,0.00160982,0.27042332,0.59712407,0.00860022,0.96912708,0.33932780,0.37338724
-4.93146573,1.72827351,0.00152202,0.26651164,0.58095437,0.00905232,0.94190470,0.33292611,0.36418341
-4.92546273,1.68597716,0.00144195,0.26322672,0.56235142,0.00967204,0.91391541,0.32707687,0.35493163
-4.91945973,1.64490092,0.00136976,0.26076436,0.54154831,0.01047024,0.88564631,0.32188672,0.34588453
-4.91345673,1.60606119,0.00130575,0.25930872,0.51882900,0.01145655,0.85762434,0.31747145,0.33729423
-4.90745373,1.57047010,0.00125032,0.25902500,0.49451833,0.01263893,0.83039772,0.31395150,0.32940275
-4.90145073,1.53909684,0.00120395,0.26005241,0.46897093,0.01402320,0.80451629,0.31144677,0.32243273
-4.89544772,1.51282941,0.00116714,0.26249755,0.44255978,0.01561255,0.78051163,0.31007098,0.31657871
-4.88944472,1.49243861,0.00114038,0.26642870,0.41566478,0.01740707,0.75887789,0.30992578,0.31199953
-4.88344172,1.47854584,0.00112409,0.27187106,0.38866198,0.01940329,0.74005411,0.31109507,0.30881205
-4.87743872,1.47159632,0.00111862,0.27880347,0.36191375,0.02159375,0.72440888,0.31363976,0.30708660
-4.87143572,1.47183887,0.00112420,0.28715654,0.33576040,0.02396670,0.71222800,0.31759341,0.30684427
-4.86543272,1.47931347,0.00114092,0.29681253,0.31051343,0.02650585,0.70370566,0.32295882,0.30805625
-4.85942971,1.49384713,0.00116875,0.30760708,0.28645055,0.02919031,0.69893960,0.32970611,0.31064518
-4.85342671,1.51505862,0.00120753,0.31933265,0.26381262,0.03199461,0.69793028,0.33777218,0.31448855
-4.84742371,1.54237178,0.00125693,0.33174376,0.24280244,0.03488901,0.70058439,0.34706188,0.31942402
-4.84142071,1.57503720,0.00131655,0.34456386,0.22358515,0.03783984,0.70672214,0.35745075,0.32525633
-4.83541771,1.61216129,0.00138589,0.35749364,0.20629024,0.04081012,0.71608835,0.36878943,0.33176567
-4.82941471,1.65274175,0.00146438,0.37022038,0.19101475,0.04376036,0.72836652,0.38090931,0.33871701
-4.82341171,1.69570765,0.00155141,0.38242822,0.17782733,0.04664940,0.74319540,0.39362954,0.34587011
-4.81740870,1.73996276,0.00164640,0.39380876,0.16677295,0.04943549,0.76018713,0.40676467,0.35298971
-4.81140570,1.78442981,0.00174875,0.40407168,0.15787775,0.05207735,0.77894616,0.42013290,0.35985547
-4.80540270,1.82809401,0.00185795,0.41295494,0.15115379,0.05453536,0.79908788,0.43356418,0.36627123
-4.79939970,1.87004353,0.00197355,0.42023413,0.14660330,0.05677262,0.82025619,0.44690798,0.37207322
-4.79339670,1.90950527,0.00209516,0.42573058,0.14422219,0.05875606,0.84213894,0.46004008,0.37713679
-4.78739370,1.94587398,0.00222252,0.42931786,0.14400263,0.06045734,0.86448056,0.47286807,0.38138141
-4.78139070,1.97873351,0.00235542,0.43092650,0.14593441,0.06185369,0.88709113,0.48533512,0.38477378
-4.77538769,2.00786897,0.00249373,0.43054654,0.15000510,0.06292845,0.90985139,0.49742181,0.38732875
-4.76938469,2.03326933,0.00263736,0.42822797,0.15619897,0.06367145,0.93271342,0.50914572,0.38910824
-4.76338169,2.05512015,0.00278625,0.42407904,0.16449471,0.06407918,0.95569690,0.52055890,0.39021800
-4.75737869,2.07378687,0.00294030,0.41826231,0.17486209,0.06415462,0.97888104,0.53174302,0.39080257
-4.75137569,2.08978943,0.00309932,0.41098894,0.18725775,0.06390696,1.00239265,0.54280261,0.39103848
-4.74537269,2.10376949,0.00326305,0.40251120,0.20162047,0.06335102,1.02639090,0.55385662,0.39112620
-4.73936968,2.11645178,0.00343102,0.39311369,0.21786612,0.06250651,1.05104953,0.56502864,0.39128103
-4.73336668,2.12860171,0.00360259,0.38310359,0.23588272,0.06139723,1.07653756,0.57643640,0.39172349
-4.72736368,2.14098108,0.00377688,0.37280041,0.25552598,0.06005005,1.10299934,0.58818117,0.39266961
-4.72136068,2.15430438,0.00395272,0.36252559,0.27661559,0.05849395,1.13053526,0.60033746,0.39432148
-4.71535768,2.16919774,0.00412870,0.35259249,0.29893280,0.05675906,1.15918402,0.61294385,0.39685857
-4.70935468,2.18616254,0.00430311,0.34329715,0.32221927,0.05487564,1.18890759,0.62599550,0.40043022
-4.70335168,2.20554570,0.00447398,0.33491004,0.34617782,0.05287335,1.21957967,0.63943865,0.40514950
-4.69734867,2.22751785,0.00463913,0.32766936,0.37047488,0.05078043,1.25097849,0.65316781,0.41108884
-4.69134567,2.25206070,0.00479616,0.32177579,0.39474493,0.04862317,1.28278433,0.66702563,0.41827750
-4.68534267,2.27896393,0.00494259,0.31738917,0.41859683,0.04642546,1.31458219,0.68080575,0.42670101
-4.67933967,2.30783201,0.00507585,0.31462681,0.44162184,0.04420856,1.34586945,0.69425848,0.43630251
-4.67333667,2.33810013,0.00519341,0.31356359,0.46340320,0.04199091,1.37606849,0.70709918,0.44698597
-4.66733367,2.36905876,0.00529287,0.31423370,0.48352685,0.03978819,1.40454361,0.71901882,0.45862097
-4.66133067,2.39988511,0.00537201,0.31663367,0.50159289,0.03761346,1.43062163,0.72969639,0.47104888
-4.65532766,2.42968013,0.00542891,0.32072656,0.51722732,0.03547732,1.45361520,0.73881237,0.48408996
-4.64932466,2.45750887,0.00546202,0.32644688,0.53009358,0.03338823,1.47284790,0.74606267,0.49755114
-4.64332166,2.48244222,0.00547024,0.33370588,0.53990327,0.03135281,1.48767979,0.75117227,0.51123396
-4.63731866,2.50359779,0.00545297,0.34239691,0.54642566,0.02937616,1.49753241,0.75390772,0.52494218
-4.63131566,2.52017791,0.00541016,0.35240046,0.54949545,0.02746218,1.50191198,0.75408806,0.53848881
-4.62531266,2.53150279,0.00534235,0.36358850,0.54901852,0.02561385,1.50042978,0.75159330,0.55170211
-4.61930965,2.53703731,0.00525068,0.37582805,0.54497519,0.02383350,1.49281879,0.74637025,0.56443020
-4.61330665,2.53641010,0.00513686,0.38898352,0.53742106,0.02212298,1.47894575,0.73843521,0.57654414
-4.60730365,2.52942429,0.00500318,0.40291809,0.52648523,0.02048384,1.45881824,0.72787351,0.58793936
-4.60130065,2.51605936,0.00485242,0.41749378,0.51236600,0.01891742,1.43258642,0.71483588,0.59853530
-4.59529765,2.49646458,0.00468786,0.43257059,0.49532427,0.01742491,1.40053939,0.69953202,0.60827357
-4.58929465,2.47094442,0.00451312,0.44800473,0.47567503,0.01600738,1.36309641,0.68222151,0.61711455
-4.58329165,2.43993714,0.00433214,0.46364633,0.45377711,0.01466576,1.32079350,0.66320287,0.62503302
-4.57728864,2.40398802,0.00414907,0.47933687,0.43002192,0.01340080,1.27426587,0.64280114,0.63201291
-4.57128564,2.36371880,0.00396813,0.49490673,0.40482149,0.01221303,1.22422734,0.62135487,0.63804180
-4.56528264,2.31979529,0.00379356,0.51017322,0.37859640,0.01110271,1.17144736,0.59920303,0.64310547
-4.55927964,2.27289504,0.00362946,0.52493951,0.35176408,0.01006979,1.11672690,0.57667263,0.64718306
-4.55327664,2.22367677,0.00347970,0.53899460,0.32472789,0.00911381,1.06087416,0.55406765,0.65024312
-4.54727364,2.17275333,0.00334785,0.55211468,0.29786744,0.00823393,1.00468109,0.53165967,0.65224097
-4.54127064,2.12066953,0.00323703,0.56406600,0.27153038,0.00742883,0.94890174,0.50968073,0.65311759
-4.53526763,2.06788575,0.00314985,0.57460917,0.24602592,0.00669679,0.89423310,0.48831859,0.65280019
-4.52926463,2.01476805,0.00308834,0.58350487,0.22162016,0.00603560,0.84129927,0.46771442,0.65120442
-4.52326163,1.96158499,0.00305387,0.59052077,0.19853334,0.00544263,0.79063924,0.44796306,0.64823818
-4.51725863,1.90851085,0.00304713,0.59543927,0.17693878,0.00491486,0.74269869,0.42911539,0.64380684
-4.51125563,1.85563479,0.00306808,0.59806574,0.15696362,0.00444892,0.69782582,0.41118286,0.63781942
-4.50525263,1.80297497,0.00311592,0.59823675,0.13869091,0.00404113,0.65627119,0.39414346,0.63019555
-4.49924962,1.75049655,0.00318917,0.59582797,0.12216296,0.00368761,0.61819124,0.37794898,0.62087252
-4.49324662,1.69813224,0.00328563,0.59076102,0.10738569,0.00338430,0.58365511,0.36253293,0.60981218
