energy_ev,total_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up,Zn_p_up,Zn_d_up
-5.63981991,0.50133206,0.00105524,0.12671031,0.13593704,0.00040578,0.13924986,0.06602992
-5.63381691,0.50209166,0.00125509,0.12906559,0.12942082,0.00043931,0.14063552,0.06642596
-5.62781391,0.50365671,0.00148389,0.13118839,0.12329974,0.00047750,0.14223838,0.06675598
-5.62181091,0.50621855,0.00174356,0.13307356,0.11769687,0.00052080,0.14412186,0.06702325
-5.61580790,0.50993345,0.00203569,0.13471385,0.11272005,0.00056958,0.14634179,0.06722855
-5.60980490,0.51491773,0.00236142,0.13610013,0.10845935,0.00062415,0.14894459,0.06737022
-5.60380190,0.52124426,0.00272134,0.13722195,0.10498500,0.00068468,0.15196573,0.06744435
-5.59779890,0.52894040,0.00311542,0.13806835,0.10234588,0.00075125,0.15542870,0.06744517
-5.59179590,0.53798737,0.00354286,0.13862897,0.10056863,0.00082376,0.15934434,0.06736559
-5.58579290,0.54832104,0.00400206,0.13889531,0.09965738,0.00090197,0.16371067,0.06719779
-5.57978989,0.55983421,0.00449052,0.13886205,0.09959403,0.00098545,0.16851314,0.06693390
-5.57378689,0.57238001,0.00500480,0.13852833,0.10033929,0.00107362,0.17372529,0.06656670
-5.56778389,0.58577654,0.00554053,0.13789897,0.10183419,0.00116571,0.17930979,0.06609025
-5.56178089,0.59981249,0.00609241,0.13698540,0.10400225,0.00126076,0.18521990,0.06550054
-5.55577789,0.61425352,0.00665426,0.13580631,0.10675214,0.00135770,0.19140113,0.06479593
-5.54977489,0.62884931,0.00721910,0.13438792,0.10998077,0.00145528,0.19779316,0.06397749
-5.54377189,0.64334106,0.00777931,0.13276390,0.11357677,0.00155217,0.20433200,0.06304923
-5.53776888,0.65746919,0.00832673,0.13097480,0.11742422,0.00164695,0.21095218,0.06201809
-5.53176588,0.67098113,0.00885290,0.12906717,0.12140659,0.00173816,0.21758903,0.06089383
-5.52576288,0.68363885,0.00934923,0.12709222,0.12541062,0.00182435,0.22418091,0.05968877
-5.51975988,0.69522611,0.00980725,0.12510426,0.12933024,0.00190410,0.23067137,0.05841732
-5.51375688,0.70555500,0.01021885,0.12315890,0.13307010,0.00197610,0.23701106,0.05709554
-5.50775388,0.71447178,0.01057649,0.12131116,0.13654887,0.00203917,0.24315949,0.05574052
-5.50175088,0.72186160,0.01087346,0.11961350,0.13970200,0.00209228,0.24908639,0.05436978
-5.49574787,0.72765206,0.01110407,0.11811394,0.14248387,0.00213464,0.25477272,0.05300065
-5.48974487,0.73181546,0.01126383,0.11685438,0.14486926,0.00216568,0.26021123,0.05164971
-5.48374187,0.73436942,0.01134962,0.11586913,0.14685397,0.00218512,0.26540651,0.05033221
-5.47773887,0.73537608,0.01135973,0.11518370,0.14845474,0.00219292,0.27037456,0.04906166
-5.47173587,0.73493950,0.01129401,0.11481399,0.14970818,0.00218935,0.27514178,0.04784947
-5.46573287,0.73320162,0.01115377,0.11476583,0.15066899,0.00217494,0.27974343,0.04670466
-5.45972986,0.73033662,0.01094181,0.11503484,0.15140732,0.00215047,0.28422161,0.04563374
-5.45372686,0.72654395,0.01066232,0.11560671,0.15200548,0.00211697,0.28862277,0.04464063
-5.44772386,0.72204020,0.01032070,0.11645770,0.15255408,0.00207564,0.29299487,0.04372671
-5.44172086,0.71705017,0.00992343,0.11755556,0.15314773,0.00202784,0.29738423,0.04289092
-5.43571786,0.71179739,0.00947785,0.11886048,0.15388050,0.00197503,0.30183226,0.04212995
-5.42971486,0.70649452,0.00899195,0.12032641,0.15484133,0.00191873,0.30637215,0.04143849
-5.42371186,0.70133400,0.00847412,0.12190232,0.15610953,0.00186044,0.31102576,0.04080946
-5.41770885,0.69647941,0.00793291,0.12353361,0.15775068,0.00180163,0.31580070,0.04023433
-5.41170585,0.69205783,0.00737683,0.12516352,0.15981299,0.00174363,0.32068798,0.03970343
-5.40570285,0.68815372,0.00681410,0.12673445,0.16232440,0.00168763,0.32566016,0.03920624
-5.39969985,0.68480450,0.00625250,0.12818928,0.16529049,0.00163465,0.33067027,0.03873166
-5.39369685,0.68199815,0.00569918,0.12947255,0.16869335,0.00158546,0.33565155,0.03826837
-5.38769385,0.67967291,0.00516053,0.13053156,0.17249149,0.00154063,0.34051804,0.03780502
-5.38169085,0.67771926,0.00464210,0.13131733,0.17662073,0.00150044,0.34516618,0.03733057
-5.37568784,0.67598404,0.00414856,0.13178547,0.18099622,0.00146495,0.34947722,0.03683445
-5.36968484,0.67427662,0.00368362,0.13189688,0.18551528,0.00143397,0.35332057,0.03630681
-5.36368184,0.67237682,0.00325011,0.13161844,0.19006119,0.00140712,0.35655784,0.03573875
-5.35767884,0.67004436,0.00284994,0.13092347,0.19450755,0.00138380,0.35904754,0.03512247
-5.35167584,0.66702928,0.00248424,0.12979214,0.19872315,0.00136328,0.36065015,0.03445144
-5.34567284,0.66308293,0.00215338,0.12821182,0.20257713,0.00134471,0.36123345,0.03372054
-5.33966983,0.65796915,0.00185709,0.12617722,0.20594407,0.00132718,0.36067780,0.03292620
-5.33366683,0.65147483,0.00159458,0.12369054,0.20870893,0.00130977,0.35888120,0.03206645
-5.32766383,0.64341970,0.00136462,0.12076137,0.21077147,0.00129155,0.35576378,0.03114098
-5.32166083,0.63366465,0.00116568,0.11740663,0.21205008,0.00127168,0.35127168,0.03015120
-5.31565783,0.62211831,0.00099599,0.11365021,0.21248471,0.00124942,0.34537998,0.02910015
-5.30965483,0.60874165,0.00085373,0.10952259,0.21203888,0.00122415,0.33809456,0.02799249
-5.30365183,0.59355029,0.00073706,0.10506031,0.21070068,0.00119539,0.32945287,0.02683437
-5.29764882,0.57661454,0.00064424,0.10030523,0.20848264,0.00116287,0.31952353,0.02563328
-5.29164582,0.55805732,0.00057373,0.09530380,0.20542068,0.00112646,0.30840474,0.02439786
-5.28564282,0.53804987,0.00052426,0.09010607,0.20157204,0.00108621,0.29622162,0.02313770
-5.27963982,0.51680586,0.00049493,0.08476476,0.19701249,0.00104238,0.28312262,0.02186307
-5.27363682,0.49457392,0.00048526,0.07933419,0.19183286,0.00099533,0.26927515,0.02058468
-5.26763382,0.47162934,0.00049532,0.07386919,0.18613521,0.00094561,0.25486068,0.01931339
-5.26163082,0.44826510,0.00052578,0.06842411,0.18002874,0.00089384,0.24006947,0.01805998
-5.25562781,0.42478287,0.00057801,0.06305179,0.17362574,0.00084078,0.22509526,0.01683485
-5.24962481,0.40148444,0.00065417,0.05780269,0.16703778,0.00078721,0.21013011,0.01564786
-5.24362181,0.37866378,0.00075732,0.05272414,0.16037219,0.00073397,0.19535958,0.01450810
-5.23761881,0.35660029,0.00089153,0.04785976,0.15372917,0.00068191,0.18095853,0.01342376
-5.23161581,0.33555334,0.00106197,0.04324905,0.14719948,0.00063185,0.16708754,0.01240202
-5.22561281,0.31575825,0.00127503,0.03892719,0.14086281,0.00058460,0.15389022,0.01144904
-5.21960980,0.29742385,0.00153845,0.03492507,0.13478689,0.00054090,0.14149133,0.01056993
-5.21360680,0.28073150,0.00186139,0.03126950,0.12902722,0.00050144,0.12999576,0.00976880
-5.20760380,0.26583541,0.00225451,0.02798358,0.12362740,0.00046683,0.11948838,0.00904889
-5.20160080,0.25286428,0.00273007,0.02508728,0.11862002,0.00043759,0.11003457,0.00841266
-5.19559780,0.24192361,0.00330191,0.02259810,0.11402782,0.00041418,0.10168144,0.00786195
-5.18959480,0.23309888,0.00398545,0.02053180,0.10986520,0.00039697,0.09445957,0.00739819
-5.18359180,0.22645889,0.00479760,0.01890322,0.10613982,0.00038624,0.08838503,0.00702252
-5.17758879,0.22205921,0.00575668,0.01772699,0.10285418,0.00038222,0.08346176,0.00673600
-5.17158579,0.21994541,0.00688211,0.01701826,0.10000708,0.00038505,0.07968385,0.00653977
-5.16558279,0.22015574,0.00819421,0.01679322,0.09759499,0.00039484,0.07703795,0.00643517
-5.15957979,0.22272325,0.00971377,0.01706950,0.09561299,0.00041163,0.07550534,0.00642382
-5.15357679,0.22767707,0.01146161,0.01786634,0.09405562,0.00043541,0.07506387,0.00650774
-5.14757379,0.23504270,0.01345800,0.01920450,0.09291724,0.00046616,0.07568942,0.00668932
-5.14157079,0.24484154,0.01572210,0.02110592,0.09219226,0.00050380,0.07735706,0.00697129
-5.13556778,0.25708940,0.01827124,0.02359313,0.09187497,0.00054824,0.08004173,0.00735669
-5.12956478,0.27179412,0.02112024,0.02668829,0.09195926,0.00059935,0.08371850,0.00784873
-5.12356178,0.28895260,0.02428069,0.03041208,0.09243807,0.00065698,0.08836231,0.00845062
-5.11755878,0.30854714,0.02776027,0.03478234,0.09330278,0.00072092,0.09394744,0.00916539
-5.11155578,0.33054133,0.03156214,0.03981252,0.09454253,0.00079095,0.10044648,0.00999568
-5.10555278,0.35487592,0.03568444,0.04551005,0.09614348,0.00086679,0.10782908,0.01094349
-5.09954977,0.38146457,0.04011990,0.05187474,0.09808815,0.00094811,0.11606046,0.01200993
-5.09354677,0.41019003,0.04485569,0.05889721,0.10035481,0.00103450,0.12509977,0.01319502
-5.08754377,0.44090085,0.04987343,0.06655751,0.10291696,0.00112549,0.13489843,0.01449747
-5.08154077,0.47340901,0.05514946,0.07482406,0.10574299,0.00122050,0.14539862,0.01591447
-5.07553777,0.50748860,0.06065535,0.08365293,0.10879601,0.00131887,0.15653190,0.01744162
-5.06953477,0.54287595,0.06635866,0.09298766,0.11203380,0.00141983,0.16821827,0.01907284
-5.06353177,0.57927136,0.07222388,0.10275959,0.11540908,0.00152250,0.18036560,0.02080039
-5.05752876,0.61634249,0.07821359,0.11288878,0.11886994,0.00162590,0.19286975,0.02261499
-5.05152576,0.65372969,0.08428971,0.12328567,0.12236056,0.00172895,0.20561523,0.02450599
-5.04552276,0.69105305,0.09041484,0.13385321,0.12582214,0.00183046,0.21847668,0.02646164
-5.03951976,0.72792130,0.09655353,0.14448972,0.12919419,0.00192920,0.23132108,0.02846944
-5.03351676,0.76394208,0.10267351,0.15509215,0.13241595,0.00202387,0.24401069,0.03051659
-5.02751376,0.79873354,0.10874662,0.16555977,0.13542809,0.00211317,0.25640665,0.03259043
-5.02151076,0.83193669,0.11474955,0.17579807,0.13817464,0.00219579,0.26837314,0.03467894
-5.01550775,0.86322791,0.12066416,0.18572271,0.14060501,0.00227051,0.27978201,0.03677129
-5.00950475,0.89233128,0.12647749,0.19526329,0.14267604,0.00233619,0.29051748,0.03885826
-5.00350175,0.91902988,0.13218123,0.20436682,0.14435416,0.00239183,0.30048095,0.04093268
-4.99749875,0.94317550,0.13777082,0.21300056,0.14561728,0.00243662,0.30959540,0.04298976
-4.99149575,0.96469624,0.14324424,0.22115412,0.14645658,0.00246996,0.31780932,0.04502732
-4.98549275,0.98360133,0.14860034,0.22884068,0.14687793,0.00249150,0.32509981,0.04704584
-4.97948974,0.99998294,0.15383705,0.23609712,0.14690294,0.00250119,0.33147465,0.04904842
-4.97348674,1.01401455,0.15894944,0.24298309,0.14656943,0.00249923,0.33697319,0.05104053
-4.96748374,1.02594586,0.16392787,0.24957897,0.14593140,0.00248615,0.34166588,0.05302962
-4.96148074,1.03609446,0.16875632,0.25598269,0.14505832,0.00246274,0.34565243,0.05502460
-4.95547774,1.04483427,0.17341098,0.26230572,0.14403390,0.00243009,0.34905860,0.05703518
-4.94947474,1.05258151,0.17785948,0.26866817,0.14295408,0.00238950,0.35203175,0.05907116
-4.94347174,1.05977862,0.18206055,0.27519335,0.14192461,0.00234250,0.35473520,0.06114161
-4.93746873,1.06687703,0.18596443,0.28200208,0.14105801,0.00229076,0.35734184,0.06325409
-4.93146573,1.07431948,0.18951401,0.28920684,0.14047028,0.00223605,0.36002707,0.06541387
-4.92546273,1.08252281,0.19264659,0.29690632,0.14027725,0.00218019,0.36296147,0.06762332
-4.91945973,1.09186208,0.19529639,0.30518044,0.14059086,0.00212498,0.36630364,0.06988129
-4.91345673,1.10265675,0.19739750,0.31408611,0.14151552,0.00207217,0.37019334,0.07218279
-4.90745373,1.11515953,0.19888735,0.32365412,0.14314461,0.00202334,0.37474545,0.07451877
-4.90145073,1.12954842,0.19971028,0.33388711,0.14555731,0.00197994,0.38004486,0.07687611
-4.89544772,1.14592225,0.19982122,0.34475886,0.14881595,0.00194318,0.38614270,0.07923791
-4.88944472,1.16429975,0.19918918,0.35621489,0.15296385,0.00191404,0.39305383,0.08158384
-4.88344172,1.18462215,0.19780025,0.36817431,0.15802377,0.00189320,0.40075594,0.08389081
-4.87743872,1.20675884,0.19566012,0.38053288,0.16399710,0.00188111,0.40919005,0.08613370
-4.87143572,1.23051579,0.19279574,0.39316707,0.17086358,0.00187791,0.41826253,0.08828622
-4.86543272,1.25564605,0.18925612,0.40593887,0.17858173,0.00188349,0.42784839,0.09032190
-4.85942971,1.28186170,0.18511218,0.41870127,0.18708989,0.00189747,0.43779573,0.09221504
-4.85342671,1.30884638,0.18045548,0.43130385,0.19630764,0.00191927,0.44793116,0.09394163
-4.84742371,1.33626788,0.17539610,0.44359851,0.20613773,0.00194810,0.45806583,0.09548024
-4.84142071,1.36378994,0.17005946,0.45544478,0.21646829,0.00198301,0.46800193,0.09681277
-4.83541771,1.39108280,0.16458244,0.46671467,0.22717523,0.00202291,0.47753926,0.09792504
-4.82941471,1.41783188,0.15910879,0.47729675,0.23812481,0.00206665,0.48648176,0.09880722
-4.82341171,1.44374449,0.15378414,0.48709920,0.24917620,0.00211299,0.49464359,0.09945408
-4.81740870,1.46855416,0.14875073,0.49605192,0.26018406,0.00216068,0.50185465,0.09986502
-4.81140570,1.49202279,0.14414218,0.50410740,0.27100101,0.00220847,0.50796540,0.10004391
-4.80540270,1.51394064,0.14007847,0.51124051,0.28148008,0.00225512,0.51285063,0.09999876
-4.79939970,1.53412444,0.13666128,0.51744718,0.29147698,0.00229945,0.51641240,0.09974124
-4.79339670,1.55241415,0.13397011,0.52274216,0.30085228,0.00234034,0.51858180,0.09928610
-4.78739370,1.56866857,0.13205901,0.52715584,0.30947358,0.00237674,0.51931967,0.09865041
-4.78139070,1.58276052,0.13095443,0.53073051,0.31721741,0.00240769,0.51861629,0.09785284
-4.77538769,1.59457195,0.13065395,0.53351622,0.32397125,0.00243232,0.51649013,0.09691289
-4.76938469,1.60398953,0.13112615,0.53556635,0.32963534,0.00244987,0.51298559,0.09585007
-4.76338169,1.61090103,0.13231159,0.53693335,0.33412437,0.00245967,0.50817013,0.09468325
-4.75737869,1.61519289,0.13412476,0.53766460,0.33736914,0.00246120,0.50213067,0.09342998
-4.75137569,1.61674918,0.13645711,0.53779889,0.33931795,0.00245403,0.49496960,0.09210595
-4.74537269,1.61545205,0.13918084,0.53736344,0.33993783,0.00243787,0.48680049,0.09072458
-4.73936968,1.61118359,0.14215344,0.53637176,0.33921538,0.00241256,0.47774366,0.08929668
-4.73336668,1.60382919,0.14522280,0.53482241,0.33715743,0.00237808,0.46792192,0.08783031
-4.72736368,1.59328197,0.14823258,0.53269869,0.33379113,0.00233457,0.45745645,0.08633073
-4.72136068,1.57944820,0.15102774,0.52996923,0.32916366,0.00228227,0.44646314,0.08480046
-4.71535768,1.56225329,0.15345998,0.52658957,0.32334154,0.00222162,0.43504946,0.08323951
-4.70935468,1.54164800,0.15539287,0.52250453,0.31640934,0.00215316,0.42331198,0.08164566
-4.70335168,1.51761463,0.15670645,0.51765125,0.30846805,0.00207760,0.41133462,0.08001484
-4.69734867,1.49017266,0.15730123,0.51196278,0.29963299,0.00199575,0.39918765,0.07834159
-4.69134567,1.45938379,0.15710125,0.50537215,0.29003145,0.00190857,0.38692757,0.07661956
-4.68534267,1.42535592,0.15605637,0.49781645,0.27980004,0.00181711,0.37459763,0.07484202
-4.67933967,1.38824598,0.15414340,0.48924106,0.26908202,0.00172249,0.36222915,0.07300244
-4.67333667,1.34826143,0.15136640,0.47960357,0.25802444,0.00162594,0.34984342,0.07109499
-4.66733367,1.30566043,0.14775581,0.46887737,0.24677561,0.00152869,0.33745408,0.06911503
-4.66133067,1.26075047,0.14336681,0.45705467,0.23548251,0.00143203,0.32506985,0.06705958
-4.65532766,1.21388574,0.13827676,0.44414885,0.22428869,0.00133723,0.31269736,0.06492772
-4.64932466,1.16546306,0.13258202,0.43019605,0.21333230,0.00124556,0.30034411,0.06272086
-4.64332166,1.11591657,0.12639420,0.41525584,0.20274463,0.00115823,0.28802110,0.06044302
-4.63731866,1.06571128,0.11983607,0.39941106,0.19264879,0.00107640,0.27574525,0.05810088
-4.63131566,1.01533561,0.11303729,0.38276677,0.18315888,0.00100116,0.26354126,0.05570387
-4.62531266,0.96529306,0.10613016,0.36544836,0.17437929,0.00093349,0.25144298,0.05326400
-4.61930965,0.91609316,0.09924548,0.34759884,0.16640421,0.00087429,0.23949399,0.05079572
-4.61330665,0.86824190,0.09250874,0.32937562,0.15931722,0.00082433,0.22774766,0.04831557
-4.60730365,0.82223186,0.08603675,0.31094660,0.15319095,0.00078426,0.21626633,0.04584183
-4.60130065,0.77853222,0.07993474,0.29248600,0.14808668,0.00075460,0.20512005,0.04339399
-4.59529765,0.73757897,0.07429406,0.27417000,0.14405384,0.00073575,0.19438463,0.04099225
-4.58929465,0.69976552,0.06919045,0.25617231,0.14112941,0.00072795,0.18413928,0.03865694
-4.58329165,0.66543404,0.06468298,0.23865994,0.13933729,0.00073134,0.17446406,0.03640791
-4.57728864,0.63486788,0.06081355,0.22178923,0.13868758,0.00074588,0.16543711,0.03426397
-4.57128564,0.60828526,0.05760689,0.20570247,0.13917583,0.00077145,0.15713196,0.03224235
-4.56528264,0.58583464,0.05507121,0.19052493,0.14078252,0.00080776,0.14961510,0.03035817
-4.55927964,0.56759202,0.05319909,0.17636277,0.14347263,0.00085443,0.14294384,0.02862409
-4.55327664,0.55356028,0.05196893,0.16330159,0.14719561,0.00091096,0.13716477,0.02704993
-4.54727364,0.54367082,0.05134654,0.15140581,0.15188580,0.00097676,0.13231272,0.02564257
-4.54127064,0.53778747,0.05128702,0.14071883,0.15746323,0.00105116,0.12841044,0.02440577
-4.53526763,0.53571275,0.05173678,0.13126391,0.16383519,0.00113343,0.12546889,0.02334029
-4.52926463,0.53719610,0.05263557,0.12304576,0.17089823,0.00122280,0.12348827,0.02244403
-4.52326163,0.54194403,0.05391857,0.11605263,0.17854082,0.00131848,0.12245951,0.02171229
-4.51725863,0.54963174,0.05551839,0.11025891,0.18664653,0.00141968,0.12236626,0.02113815
-4.51125563,0.55991562,0.05736698,0.10562794,0.19509752,0.00152566,0.12318727,0.02071291
-4.50525263,0.57244626,0.05939732,0.10211502,0.20377841,0.00163571,0.12489883,0.02042652
-4.49924962,0.58688121,0.06154498,0.09967035,0.21258008,0.00174920,0.12747728,0.02026816
-4.49324662,0.60289697,0.06374936,0.09824182,0.22140345,0.00186557,0.13090123,0.02022665
-4.48724362,0.62019955,0.06595471,0.09777750,0.23016280,0.00198438,0.13515349,0.02029097
-4.48124062,0.63853305,0.06811087,0.09822764,0.23878859,0.00210528,0.14022246,0.02045063
-4.47523762,0.65768590,0.07017373,0.09954626,0.24722957,0.00222802,0.14610286,0.02069600
-4.46923462,0.67749434,0.07210539,0.10169204,0.25545390,0.00235245,0.15279578,0.02101853
-4.46323162,0.69784294,0.07387408,0.10462867,0.26344946,0.00247849,0.16030798,0.02141092
-4.45722861,0.71866234,0.07545386,0.10832459,0.27122294,0.00260613,0.16865041,0.02186707
-4.45122561,0.73992414,0.07682416,0.11275212,0.27879819,0.00273538,0.17783614,0.02238208
-4.44522261,0.76163341,0.07796915,0.11788619,0.28621348,0.00286627,0.18787768,0.02295202
-4.43921961,0.78381933,0.07887702,0.12370254,0.29351815,0.00299881,0.19878396,0.02357371
-4.43321661,0.80652437,0.07953932,0.13017579,0.30076866,0.00313294,0.21055699,0.02424438
-4.42721361,0.82979292,0.07995021,0.13727723,0.30802438,0.00326854,0.22318865,0.02496138
-4.42121061,0.85365989,0.08010592,0.14497266,0.31534331,0.00340539,0.23665756,0.02572176
-4.41520760,0.87814007,0.08000418,0.15322040,0.32277797,0.00354318,0.25092639,0.02652196
-4.40920460,0.90321890,0.07964397,0.16196952,0.33037181,0.00368146,0.26593982,0.02735749
-4.40320160,0.92884512,0.07902528,0.17115841,0.33815614,0.00381968,0.28162309,0.02822267
-4.39719860,0.95492582,0.07814916,0.18071394,0.34614792,0.00395719,0.29788156,0.02911048
-4.39119560,0.98132405,0.07701783,0.19055112,0.35434844,0.00409327,0.31460098,0.03001242
-4.38519260,1.00785909,0.07563500,0.20057331,0.36274282,0.00422714,0.33164887,0.03091854
-4.37918959,1.03430943,0.07400628,0.21067316,0.37130043,0.00435800,0.34887654,0.03181751
-4.37318659,1.06041797,0.07213959,0.22073401,0.37997610,0.00448504,0.36612198,0.03269683
-4.36718359,1.08589935,0.07004565,0.23063198,0.38871192,0.00460752,0.38321335,0.03354307
-4.36118059,1.11044872,0.06773843,0.24023847,0.39743950,0.00472476,0.39997288,0.03434224
-4.35517759,1.13375156,0.06523549,0.24942302,0.40608255,0.00483615,0.41622103,0.03508011
-4.34917459,1.15549387,0.06255830,0.25805656,0.41455943,0.00494123,0.43178070,0.03574271
-4.34317159,1.17537241,0.05973231,0.26601471,0.42278570,0.00503962,0.44648137,0.03631670
-4.33716858,1.19310425,0.05678700,0.27318124,0.43067639,0.00513106,0.46016294,0.03678982
-4.33116558,1.20843545,0.05375572,0.27945131,0.43814794,0.00521540,0.47267916,0.03715132
-4.32516258,1.22114856,0.05067538,0.28473467,0.44511975,0.00529258,0.48390065,0.03739228
-4.31915958,1.23106869,0.04758611,0.28895842,0.45151536,0.00536257,0.49371731,0.03750595
-4.31315658,1.23806823,0.04453072,0.29206951,0.45726333,0.00542539,0.50204032,0.03748799
-4.30715358,1.24207015,0.04155418,0.29403668,0.46229782,0.00548105,0.50880353,0.03733663
