energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-5.15357679,2.82102903,0.01027197,0.03941460,1.02484425,1.90035476,1.64637369,0.00000000,0.40693364,0.21796622
-5.14757379,2.75804209,0.00944000,0.03855946,1.01328351,1.84722965,1.61489965,0.00000000,0.40005060,0.21404431
-5.14157079,2.69071845,0.00866541,0.03754094,0.99819043,1.79324125,1.57943941,0.00000000,0.39244369,0.20949454
-5.13556778,2.62042089,0.00794794,0.03638578,0.98017145,1.73914151,1.54083066,0.00000000,0.38431260,0.20445726
-5.12956478,2.54864547,0.00728723,0.03512416,0.95991342,1.68572942,1.50000814,0.00000000,0.37588476,0.19908866
-5.12356178,2.47698624,0.00668303,0.03378876,0.93816291,1.63383626,1.45797925,0.00000000,0.36740944,0.19355644
-5.11755878,2.40709467,0.00613537,0.03241389,0.91570332,1.58430788,1.41579657,0.00000000,0.35915066,0.18803507
-5.11155578,2.34063537,0.00564471,0.03103443,0.89333088,1.53798454,1.37452846,0.00000000,0.35137953,0.18270071
-5.10555278,2.27923988,0.00521208,0.02968491,0.87183046,1.49567910,1.33522905,0.00000000,0.34436624,0.17772603
-5.09954977,2.22446045,0.00483910,0.02839849,0.85195222,1.45815462,1.29890860,0.00000000,0.33837211,0.17327524
-5.09354677,2.17772558,0.00452813,0.02720611,0.83438993,1.42610217,1.26650560,0.00000000,0.33364209,0.16949932
-5.08754377,2.14029910,0.00428228,0.02613569,0.81976186,1.40011985,1.23886160,0.00000000,0.33039806,0.16653171
-5.08154077,2.11324420,0.00410540,0.02521146,0.80859479,1.38069394,1.21669948,0.00000000,0.32883316,0.16448467
-5.07553777,2.09739378,0.00400215,0.02445344,0.80131167,1.36818282,1.20060603,0.00000000,0.32910735,0.16344621
-5.06953477,2.09332797,0.00397797,0.02387707,0.79822322,1.36280454,1.19101919,0.00000000,0.33134444,0.16347790
-5.06353177,2.10135956,0.00403904,0.02349293,0.79952352,1.36462834,1.18822019,0.00000000,0.33563042,0.16461346
-5.05752876,2.12152756,0.00419226,0.02330674,0.80528960,1.37357057,1.19233068,0.00000000,0.34201331,0.16685813
-5.05152576,2.15359899,0.00444517,0.02331935,0.81548468,1.38939522,1.20331459,0.00000000,0.35050424,0.17018895
-5.04552276,2.19707856,0.00480585,0.02352697,0.82996483,1.41171903,1.22098451,0.00000000,0.36107960,0.17455577
-5.03951976,2.25122570,0.00528277,0.02392146,0.84848842,1.44002099,1.24501202,0.00000000,0.37368415,0.17988297
-5.03351676,2.31507819,0.00588464,0.02449077,0.87072787,1.47365608,1.27494145,0.00000000,0.38823469,0.18607190
-5.02751376,2.38748148,0.00662015,0.02521935,0.89628304,1.51187262,1.31020638,0.00000000,0.40462408,0.19300381
-5.02151076,2.46712237,0.00749768,0.02608874,0.92469575,1.55383273,1.35014821,0.00000000,0.42272540,0.20054328
-5.01550775,2.55256616,0.00852501,0.02707812,0.95546453,1.59863532,1.39403606,0.00000000,0.44239575,0.20854199
-5.00950475,2.64229563,0.00970887,0.02816493,0.98805932,1.64534055,1.44108729,0.00000000,0.46347982,0.21684276
-5.00350175,2.73475076,0.01105458,0.02932539,1.02193543,1.69299525,1.49048786,0.00000000,0.48581267,0.22528370
-4.99749875,2.82836768,0.01256552,0.03053516,1.05654624,1.74065812,1.54141208,0.00000000,0.50922186,0.23370232
-4.99149575,2.92161566,0.01424270,0.03176981,1.09135449,1.78742393,1.59304085,0.00000000,0.53352877,0.24193959
-4.98549275,3.01303093,0.01608423,0.03300539,1.12584168,1.83244589,1.64457823,0.00000000,0.55854905,0.24984372
-4.97948974,3.10124619,0.01808490,0.03421880,1.15951564,1.87495522,1.69526554,0.00000000,0.58409234,0.25727361
-4.97348674,3.18501508,0.02023577,0.03538825,1.19191598,1.91427735,1.74439302,0.00000000,0.60996143,0.26410185
-4.96748374,3.26323068,0.02252378,0.03649354,1.22261779,1.94984404,1.79130857,0.00000000,0.63595088,0.27021721
-4.96148074,3.33493804,0.02493160,0.03751635,1.25123347,1.98120114,1.83542362,0.00000000,0.66184553,0.27552647
-4.95547774,3.39934014,0.02743748,0.03844042,1.27741314,2.00801169,1.87621621,0.00000000,0.68741895,0.27995566
-4.94947474,3.45579784,0.03001530,0.03925165,1.30084379,2.03005435,1.91323132,0.00000000,0.71243233,0.28345057
-4.94347174,3.50382411,0.03263484,0.03993820,1.32124767,2.04721749,1.94607893,0.00000000,0.73663377,0.28597668
-4.93746873,3.54307329,0.03526210,0.04049052,1.33838018,2.05948931,1.97443002,0.00000000,0.75975861,0.28751834
-4.93146573,3.57332633,0.03785997,0.04090127,1.35202763,2.06694474,1.99801124,0.00000000,0.78153052,0.28807743
-4.92546273,3.59447340,0.04038894,0.04116525,1.36200542,2.06972982,2.01659858,0.00000000,0.80166398,0.28767157
-4.91945973,3.60649475,0.04280801,0.04127934,1.36815657,2.06804459,2.03001079,0.00000000,0.81986782,0.28633187
-4.91345673,3.60944158,0.04507577,0.04124235,1.37035118,2.06212552,2.03810312,0.00000000,0.83585007,0.28410045
-4.90745373,3.60341788,0.04715149,0.04105486,1.36848674,2.05222844,2.04076178,0.00000000,0.84932388,0.28102787
-4.90145073,3.58856455,0.04899638,0.04071914,1.36248934,2.03861290,2.03789978,0.00000000,0.86001442,0.27717048
-4.89544772,3.56504668,0.05057471,0.04023893,1.35231581,2.02152888,2.02945431,0.00000000,0.86766652,0.27258802
-4.88944472,3.53304462,0.05185500,0.03961939,1.33795653,2.00120637,2.01538601,0.00000000,0.87205260,0.26734136
-4.88344172,3.49274938,0.05281108,0.03886689,1.31943873,1.97784838,1.99568005,0.00000000,0.87298072,0.26149069
-4.87743872,3.44436210,0.05342295,0.03798895,1.29682983,1.95162746,1.97034897,0.00000000,0.87030223,0.25509399
-4.87143572,3.38809749,0.05367755,0.03699410,1.27024073,1.92268571,1.93943707,0.00000000,0.86391864,0.24820612
-4.86543272,3.32419061,0.05356918,0.03589177,1.23982838,1.89113800,1.90302579,0.00000000,0.85378747,0.24087821
-4.85942971,3.25290593,0.05309981,0.03469220,1.20579749,1.85707776,1.86123980,0.00000000,0.83992651,0.23315760
-4.85342671,3.17454792,0.05227905,0.03340631,1.16840100,1.82058483,1.81425297,0.00000000,0.82241648,0.22508811
-4.84742371,3.08947172,0.05112387,0.03204563,1.12793904,1.78173440,1.76229389,0.00000000,0.80140172,0.21671062
-4.84142071,2.99809297,0.04965808,0.03062213,1.08475632,1.74060635,1.70565011,0.00000000,0.77708895,0.20806392
-4.83541771,2.90089558,0.04791165,0.02914813,1.03923781,1.69729404,1.64467085,0.00000000,0.74974400,0.19918564
-4.82941471,2.79843664,0.04591978,0.02763614,0.99180285,1.65191186,1.57976749,0.00000000,0.71968669,0.19011325
-4.82341171,2.69134770,0.04372185,0.02609872,0.94289786,1.60460107,1.51141179,0.00000000,0.68728403,0.18088490
-4.81740870,2.58033217,0.04136029,0.02454832,0.89298775,1.55553323,1.44013160,0.00000000,0.65294200,0.17154023
-4.81140570,2.46615856,0.03887944,0.02299710,0.84254670,1.50491129,1.36650412,0.00000000,0.61709627,0.16212089
-4.80540270,2.34965001,0.03632434,0.02145679,0.79204835,1.45296826,1.29114685,0.00000000,0.58020219,0.15267077
-4.79939970,2.23167044,0.03373966,0.01993851,0.74195604,1.39996353,1.21470669,0.00000000,0.54272451,0.14323601
-4.79339670,2.11310814,0.03116867,0.01845263,0.69271352,1.34617744,1.13784750,0.00000000,0.50512715,0.13386470
-4.78739370,1.99485767,0.02865238,0.01700864,0.64473637,1.29190455,1.06123674,0.00000000,0.46786342,0.12460633
-4.78139070,1.87780119,0.02622873,0.01561501,0.59840465,1.23744610,0.98553172,0.00000000,0.43136696,0.11551099
-4.77538769,1.76279006,0.02393209,0.01427913,0.55405690,1.18310259,0.91136614,0.00000000,0.39604372,0.10662846
-4.76938469,1.65062795,0.02179275,0.01300726,0.51198582,1.12916682,0.83933738,0.00000000,0.36226513,0.09800716
-4.76338169,1.54205608,0.01983671,0.01180447,0.47243556,1.07591816,0.76999514,0.00000000,0.33036253,0.08969311
-4.75737869,1.43774147,0.01808550,0.01067466,0.43560074,1.02361844,0.70383169,0.00000000,0.30062303,0.08172892
-4.75137569,1.33826854,0.01655620,0.00962063,0.40162698,0.97250966,0.64127429,0.00000000,0.27328659,0.07415283
-4.74537269,1.24413438,0.01526148,0.00864410,0.37061294,0.92281389,0.58267968,0.00000000,0.24854442,0.06699801
-4.73936968,1.15574761,0.01420973,0.00774582,0.34261342,0.87473505,0.52833089,0.00000000,0.22653847,0.06029193
-4.73336668,1.07343074,0.01340532,0.00692572,0.31764347,0.82846259,0.47843621,0.00000000,0.20736181,0.05405603
-4.72736368,0.99742544,0.01284871,0.00618297,0.29568301,0.78417670,0.43313028,0.00000000,0.19105993,0.04830556
-4.72136068,0.92790022,0.01253675,0.00551617,0.27668185,0.74205441,0.39247691,0.00000000,0.17763252,0.04304967
-4.71535768,0.86495997,0.01246283,0.00492351,0.26056473,0.70227641,0.35647348,0.00000000,0.16703583,0.03829167
-4.70935468,0.80865641,0.01261707,0.00440284,0.24723618,0.66503366,0.32505646,0.00000000,0.15918531,0.03402946
-4.70335168,0.75899897,0.01298654,0.00395187,0.23658507,0.63053356,0.29810790,0.00000000,0.15395852,0.03025613
-4.69734867,0.71596525,0.01355538,0.00356825,0.22848856,0.59900481,0.27546233,0.00000000,0.15119824,0.02696061
-4.69134567,0.67951061,0.01430497,0.00324970,0.22281562,0.57070090,0.25691398,0.00000000,0.15071575,0.02412838
-4.68534267,0.64957633,0.01521411,0.00299407,0.21942987,0.54590153,0.24222398,0.00000000,0.15229428,0.02174223
-4.67933967,0.62609599,0.01625923,0.00279943,0.21819184,0.52491186,0.23112734,0.00000000,0.15569270,0.01978296
-4.67333667,0.60900002,0.01741464,0.00266410,0.21896082,0.50805949,0.22333957,0.00000000,0.16064945,0.01823004
-4.66733367,0.59821809,0.01865279,0.00258665,0.22159622,0.49568899,0.21856298,0.00000000,0.16688676,0.01706221
-4.66133067,0.59367960,0.01994468,0.00256598,0.22595857,0.48815424,0.21649236,0.00000000,0.17411526,0.01625798
-4.65532766,0.59531231,0.02126029,0.00260120,0.23191036,0.48580876,0.21682029,0.00000000,0.18203892,0.01579605
-4.64932466,0.60303943,0.02256909,0.00269171,0.23931670,0.48899423,0.21924197,0.00000000,0.19036033,0.01565560
-4.64332166,0.61677536,0.02384062,0.00283708,0.24804587,0.49802775,0.22345963,0.00000000,0.19878624,0.01581656
