energy_ev,total_up,C_s_up,C_p_up,Ni_p_up,Ni_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.43779305,0.02728977,0.00756022,0.44458353,0.68011694,0.81449747,0.00000000,0.44722916,0.10399526
-5.99399700,1.50744920,0.02833519,0.00733046,0.46478368,0.71853633,0.85280864,0.00000000,0.47467983,0.10728215
-5.98799400,1.58544798,0.02954315,0.00719236,0.48752641,0.76151557,0.89575190,0.00000000,0.50396078,0.11121923
-5.98199100,1.67049951,0.03087949,0.00714244,0.51237648,0.80848383,0.94259373,0.00000000,0.53459395,0.11572705
-5.97598799,1.76115286,0.03230986,0.00717624,0.53884840,0.85879525,0.99250590,0.00000000,0.56606282,0.12071180
-5.96998499,1.85583430,0.03380067,0.00728856,0.56641875,0.91174470,1.04458738,0.00000000,0.59782588,0.12606797
-5.96398199,1.95288982,0.03531990,0.00747354,0.59453995,0.96658559,1.09788884,0.00000000,0.62933112,0.13168142
-5.95797899,2.05063072,0.03683796,0.00772488,0.62265490,1.02254927,1.15143891,0.00000000,0.66003116,0.13743271
-5.95197599,2.14738044,0.03832843,0.00803602,0.65021211,1.07886523,1.20427128,0.00000000,0.68939852,0.14320048
-5.94597299,2.24152094,0.03976859,0.00840026,0.67668073,1.13478139,1.25545167,0.00000000,0.71694026,0.14886495
-5.93996998,2.33153691,0.04113994,0.00881093,0.70156484,1.18958371,1.30410357,0.00000000,0.74221146,0.15431124
-5.93396698,2.41605588,0.04242840,0.00926155,0.72441657,1.24261419,1.34943182,0.00000000,0.76482704,0.15943242
-5.92796398,2.49388277,0.04362442,0.00974587,0.74484749,1.29328662,1.39074297,0.00000000,0.78447125,0.16413234
-5.92196098,2.56402738,0.04472284,0.01025806,0.76253776,1.34109927,1.42746179,0.00000000,0.80090453,0.16832787
-5.91595798,2.62572372,0.04572255,0.01079266,0.77724271,1.38564410,1.45914312,0.00000000,0.81396746,0.17195077
-5.90995498,2.67844046,0.04662595,0.01134471,0.78879663,1.42661190,1.48547864,0.00000000,0.82358160,0.17494887
-5.90395198,2.72188225,0.04743832,0.01190970,0.79711364,1.46379331,1.50629854,0.00000000,0.82974718,0.17728674
-5.89794897,2.75598190,0.04816696,0.01248360,0.80218561,1.49707572,1.52156786,0.00000000,0.83253800,0.17894573
-5.89194597,2.78088424,0.04882035,0.01306280,0.80407732,1.52643611,1.53137805,0.00000000,0.83209367,0.17992346
-5.88594297,2.79692248,0.04940717,0.01364405,0.80291925,1.55193052,1.53593415,0.00000000,0.82860970,0.18023277
-5.87993997,2.80458857,0.04993546,0.01422446,0.79889826,1.57368062,1.53553852,0.00000000,0.82232602,0.17990028
-5.87393697,2.80449929,0.05041176,0.01480138,0.79224679,1.59185824,1.53057177,0.00000000,0.81351458,0.17896451
-5.86793397,2.79735987,0.05084036,0.01537233,0.78323113,1.60666874,1.52147229,0.00000000,0.80246663,0.17747391
-5.86193097,2.78392722,0.05122285,0.01593503,0.77213938,1.61833429,1.50871522,0.00000000,0.78948036,0.17548463
-5.85592796,2.76497465,0.05155765,0.01648727,0.75926976,1.62707800,1.49279203,0.00000000,0.77484955,0.17305834
-5.84992496,2.74125996,0.05183997,0.01702694,0.74491968,1.63310975,1.47419181,0.00000000,0.75885374,0.17026013
-5.84392196,2.71349834,0.05206186,0.01755202,0.72937634,1.63661467,1.45338497,0.00000000,0.74175029,0.16715658
-5.83791896,2.68234144,0.05221254,0.01806063,0.71290894,1.63774482,1.43081023,0.00000000,0.72376872,0.16381411
-5.83191596,2.64836320,0.05227892,0.01855106,0.69576310,1.63661452,1.40686517,0.00000000,0.70510736,0.16029758
-5.82591296,2.61205286,0.05224628,0.01902184,0.67815727,1.63329947,1.38190073,0.00000000,0.68593241,0.15666926
-5.81990995,2.57381504,0.05209914,0.01947188,0.66028143,1.62783968,1.35621946,0.00000000,0.66637910,0.15298813
-5.81390695,2.53397612,0.05182216,0.01990050,0.64229774,1.62024579,1.33007725,0.00000000,0.64655483,0.14930941
-5.80790395,2.49279606,0.05140107,0.02030758,0.62434291,1.61050825,1.30368808,0.00000000,0.62654382,0.14568441
-5.80190095,2.45048425,0.05082368,0.02069361,0.60653194,1.59860865,1.27723107,0.00000000,0.60641277,0.14216055
-5.79589795,2.40721785,0.05008069,0.02105981,0.58896278,1.58453228,1.25085891,0.00000000,0.58621714,0.13878148
-5.78989495,2.36316098,0.04916649,0.02140811,0.57172139,1.56828098,1.22470704,0.00000000,0.56600743,0.13558724
-5.78389195,2.31848303,0.04807972,0.02174117,0.55488681,1.54988524,1.19890236,0.00000000,0.54583506,0.13261444
-5.77788894,2.27337466,0.04682373,0.02206235,0.53853567,1.52941468,1.17357098,0.00000000,0.52575740,0.12989626
-5.77188594,2.22806011,0.04540679,0.02237558,0.52274586,1.50698614,1.14884418,0.00000000,0.50584159,0.12746238
-5.76588294,2.18280486,0.04384206,0.02268520,0.50759897,1.48276865,1.12486203,0.00000000,0.48616697,0.12533869
-5.75987994,2.13791798,0.04214744,0.02299581,0.49318140,1.45698487,1.10177449,0.00000000,0.46682602,0.12354686
-5.75387694,2.09374910,0.04034514,0.02331200,0.47958399,1.42990894,1.07973980,0.00000000,0.44792366,0.12210366
-5.74787394,2.05068006,0.03846111,0.02363807,0.46690029,1.40186060,1.05892030,0.00000000,0.42957516,0.12102026
-5.74187094,2.00911195,0.03652437,0.02397777,0.45522349,1.37319614,1.03947608,0.00000000,0.41190287,0.12030139
-5.73586793,1.96944841,0.03456616,0.02433400,0.44464242,1.34429645,1.02155693,0.00000000,0.39503189,0.11994445
-5.72986493,1.93207647,0.03261907,0.02470854,0.43523684,1.31555305,1.00529320,0.00000000,0.37908516,0.11993880
-5.72386193,1.89734631,0.03071613,0.02510183,0.42707245,1.28735284,0.99078643,0.00000000,0.36417825,0.12026509
-5.71785893,1.86555122,0.02888990,0.02551278,0.42019598,1.26006249,0.97810032,0.00000000,0.35041432,0.12089494
-5.71185593,1.83690943,0.02717160,0.02593864,0.41463074,1.23401339,0.96725296,0.00000000,0.33787944,0.12179078
-5.70585293,1.81154890,0.02559034,0.02637498,0.41037310,1.20948796,0.95821085,0.00000000,0.32663869,0.12290618
-5.69984992,1.78949625,0.02417236,0.02681576,0.40739004,1.18670808,0.95088528,0.00000000,0.31673332,0.12418650
-5.69384692,1.77067054,0.02294050,0.02725340,0.40561810,1.16582632,0.94513144,0.00000000,0.30817900,0.12556993
-5.68784392,1.75488248,0.02191367,0.02767910,0.40496385,1.14692029,0.94075043,0.00000000,0.30096540,0.12698892
-5.68184092,1.74183910,0.02110658,0.02808305,0.40530589,1.12999040,0.93749419,0.00000000,0.29505707,0.12837200
-5.67583792,1.73115370,0.02052948,0.02845488,0.40649830,1.11496107,0.93507311,0.00000000,0.29039549,0.12964581
-5.66983492,1.72236063,0.02018813,0.02878402,0.40837551,1.10168523,0.93316606,0.00000000,0.28690230,0.13073739
-5.66383192,1.71493388,0.02008384,0.02906020,0.41075810,1.08995180,0.93143215,0.00000000,0.28448335,0.13157650
-5.65782891,1.70830874,0.02021366,0.02927392,0.41345955,1.07949566,0.92952383,0.00000000,0.28303344,0.13209801
-5.65182591,1.70190513,0.02057065,0.02941685,0.41629324,1.07000961,0.92710040,0.00000000,0.28244143,0.13224412
-5.64582291,1.69515150,0.02114424,0.02948227,0.41907966,1.06115772,0.92384149,0.00000000,0.28259544,0.13196639
-5.63981991,1.68750802,0.02192071,0.02946541,0.42165311,1.05258928,0.91945952,0.00000000,0.28338784,0.13122745
-5.63381691,1.67848792,0.02288369,0.02936374,0.42386786,1.04395291,0.91371077,0.00000000,0.28471974,0.13000226
-5.62781391,1.66767595,0.02401467,0.02917709,0.42560317,1.03491010,0.90640436,0.00000000,0.28650484,0.12827899
-5.62181091,1.65474311,0.02529359,0.02890776,0.42676701,1.02514771,0.89740879,0.00000000,0.28867222,0.12605935
-5.61580790,1.63945713,0.02669941,0.02856044,0.42729841,1.01438894,0.88665571,0.00000000,0.29116820,0.12335840
-5.60980490,1.62168815,0.02821061,0.02814208,0.42716802,1.00240247,0.87414087,0.00000000,0.29395692,0.12020392
-5.60380190,1.60140969,0.02980572,0.02766157,0.42637720,0.98900953,0.85992216,0.00000000,0.29701981,0.11663519
-5.59779890,1.57869487,0.03146374,0.02712944,0.42495548,0.97408859,0.84411505,0.00000000,0.30035383,0.11270153
-5.59179590,1.55370840,0.03316448,0.02655736,0.42295661,0.95757796,0.82688559,0.00000000,0.30396869,0.10846035
-5.58579290,1.52669469,0.03488886,0.02595769,0.42045345,0.93947596,0.80844144,0.00000000,0.30788313,0.10397506
-5.57978989,1.49796301,0.03661905,0.02534296,0.41753193,0.91983906,0.78902151,0.00000000,0.31212052,0.09931277
-5.57378689,1.46787050,0.03833856,0.02472530,0.41428455,0.89877810,0.76888461,0.00000000,0.31670400,0.09454202
-5.56778389,1.43680383,0.04003223,0.02411597,0.41080361,0.87645282,0.74829776,0.00000000,0.32165134,0.08973048
-5.56178089,1.40516063,0.04168611,0.02352488,0.40717471,0.85306517,0.72752488,0.00000000,0.32697008,0.08494289
-5.55577789,1.37333165,0.04328729,0.02296020,0.40347082,0.82885153,0.70681612,0.00000000,0.33265286,0.08023918
-5.54977489,1.34168440,0.04482368,0.02242806,0.39974726,0.80407443,0.68639862,0.00000000,0.33867364,0.07567293
-5.54377189,1.31054925,0.04628378,0.02193236,0.39603784,0.77901413,0.66646898,0.00000000,0.34498471,0.07129016
-5.53776888,1.28020847,0.04765642,0.02147466,0.39235252,0.75396035,0.64718775,0.00000000,0.35151490,0.06712854
-5.53176588,1.25088896,0.04893059,0.02105424,0.38867652,0.72920462,0.62867621,0.00000000,0.35816913,0.06321699
-5.52576288,1.22275867,0.05009526,0.02066822,0.38497109,0.70503366,0.61101554,0.00000000,0.36482937,0.05957564
-5.51975988,1.19592717,0.05113935,0.02031183,0.38117586,0.68172390,0.59424831,0.00000000,0.37135700,0.05621626
-5.51375688,1.17044996,0.05205170,0.01997871,0.37721256,0.65953748,0.57838212,0.00000000,0.37759657,0.05314290
-5.50775388,1.14633642,0.05282131,0.01966136,0.37299007,0.63871988,0.56339533,0.00000000,0.38338084,0.05035291
-5.50175088,1.12356086,0.05343751,0.01935157,0.36841030,0.61949916,0.54924422,0.00000000,0.38853683,0.04783809
-5.49574787,1.10207600,0.05389033,0.01904093,0.36337479,0.60208677,0.53587144,0.00000000,0.39289268,0.04558608
-5.48974487,1.08182805,0.05417098,0.01872126,0.35779149,0.58667977,0.52321517,0.00000000,0.39628498,0.04358175
-5.48374187,1.06277263,0.05427229,0.01838512,0.35158150,0.57346429,0.51121838,0.00000000,0.39856618,0.04180860
-5.47773887,1.04489042,0.05418929,0.01802621,0.34468520,0.56261968,0.49983789,0.00000000,0.39961178,0.04025015
-5.47173587,1.02820178,0.05391967,0.01763968,0.33706772,0.55432322,0.48905252,0.00000000,0.39932687,0.03889116
-5.46573287,1.01277928,0.05346435,0.01722242,0.32872321,0.54875468,0.47887009,0.00000000,0.39765171,0.03771868
-5.45972986,0.99875750,0.05282779,0.01677324,0.31967780,0.54610041,0.46933265,0.00000000,0.39456595,0.03672293
-5.45372686,0.98633924,0.05201830,0.01629291,0.30999117,0.54655648,0.46051994,0.00000000,0.39009148,0.03589789
-5.44772386,0.97579792,0.05104818,0.01578419,0.29975655,0.55033032,0.45255060,0.00000000,0.38429340,0.03524168
-5.44172086,0.96747559,0.04993369,0.01525167,0.28909929,0.55764073,0.44558131,0.00000000,0.37727930,0.03475666
-5.43571786,0.96177674,0.04869479,0.01470163,0.27817404,0.56871575,0.43980361,0.00000000,0.36919673,0.03444933
-5.42971486,0.95915789,0.04735478,0.01414177,0.26716072,0.58378846,0.43543884,0.00000000,0.36022897,0.03432998
-5.42371186,0.96011347,0.04593971,0.01358091,0.25625957,0.60309053,0.43273122,0.00000000,0.35058923,0.03441213
-5.41770885,0.96515845,0.04447763,0.01302868,0.24568552,0.62684381,0.43193947,0.00000000,0.34051363,0.03471192
-5.41170585,0.97480859,0.04299775,0.01249520,0.23566219,0.65525014,0.43332745,0.00000000,0.33025319,0.03524728
-5.40570285,0.98955926,0.04152945,0.01199071,0.22641585,0.68847982,0.43715415,0.00000000,0.32006522,0.03603713
-5.39969985,1.00986361,0.04010133,0.01152534,0.21816961,0.72665925,0.44366363,0.00000000,0.31020449,0.03710053
-5.39369685,1.03611142,0.03874016,0.01110880,0.21113816,0.76985853,0.45307532,0.00000000,0.30091466,0.03845592
-5.38769385,1.06860952,0.03746993,0.01075017,0.20552326,0.81807939,0.46557522,0.00000000,0.29242021,0.04012035
-5.38169085,1.10756477,0.03631099,0.01045777,0.20151008,0.87124454,0.48130839,0.00000000,0.28491931,0.04210891
-5.37568784,1.15307056,0.03527931,0.01023904,0.19926469,0.92918887,0.50037308,0.00000000,0.27857801,0.04443425
-5.36968484,1.20509748,0.03438593,0.01010051,0.19893250,0.99165326,0.52281677,0.00000000,0.27352582,0.04710629
-5.36368184,1.26348864,0.03363656,0.01004779,0.20063780,1.05828153,0.54863433,0.00000000,0.26985295,0.05013206
-5.35767884,1.32796004,0.03303144,0.01008560,0.20448412,1.12862090,0.57776825,0.00000000,0.26760929,0.05351567
-5.35167584,1.39810584,0.03256542,0.01021789,0.21055543,1.20212622,0.61011098,0.00000000,0.26680506,0.05725851
-5.34567284,1.47340834,0.03222827,0.01044785,0.21891781,1.27816798,0.64550905,0.00000000,0.26741309,0.06135940
-5.33966983,1.55325225,0.03200512,0.01077809,0.22962133,1.35604393,0.68376879,0.00000000,0.26937248,0.06581495
-5.33366683,1.63694224,0.03187719,0.01121064,0.24270196,1.43499394,0.72466311,0.00000000,0.27259344,0.07061982
-5.32766383,1.72372303,0.03182258,0.01174702,0.25818311,1.51421746,0.76793890,0.00000000,0.27696303,0.07576700
-5.32166083,1.81280087,0.03181724,0.01238829,0.27607657,1.59289290,0.81332464,0.00000000,0.28235127,0.08124802
-5.31565783,1.90336501,0.03183595,0.01313494,0.29638258,1.67019800,0.86053739,0.00000000,0.28861757,0.08705296
-5.30965483,1.99460827,0.03185335,0.01398687,0.31908893,1.74533023,0.90928896,0.00000000,0.29561674,0.09317031
-5.30365183,2.08574525,0.03184494,0.01494324,0.34416888,1.81752629,0.95929060,0.00000000,0.30320459,0.09958668
-5.29764882,2.17602747,0.03178796,0.01600225,0.37157800,1.88607964,1.01025594,0.00000000,0.31124256,0.10628626
-5.29164582,2.26475448,0.03166227,0.01716097,0.40124987,1.95035543,1.06190194,0.00000000,0.31960132,0.11325003
-5.28564282,2.35128051,0.03145095,0.01841503,0.43309102,2.00980197,1.11394788,0.00000000,0.32816310,0.12045491
-5.27963982,2.43501661,0.03114083,0.01975841,0.46697532,2.06395831,1.16611241,0.00000000,0.33682274,0.12787270
-5.27363682,2.51542831,0.03072278,0.02118314,0.50273811,2.11245784,1.21810905,0.00000000,0.34548753,0.13546899
-5.26763382,2.59202954,0.03019186,0.02267911,0.54017080,2.15502782,1.26964056,0.00000000,0.35407579,0.14320216
-5.26163082,2.66437350,0.02954724,0.02423388,0.57901619,2.19148514,1.32039284,0.00000000,0.36251470,0.15102249
-5.25562781,2.73204174,0.02879196,0.02583258,0.61896522,2.22172898,1.37002908,0.00000000,0.37073735,0.15887145
-5.24962481,2.79463267,0.02793257,0.02745789,0.65965555,2.24573101,1.41818487,0.00000000,0.37867957,0.16668148
-5.24362181,2.85175103,0.02697861,0.02909020,0.70067258,2.26352407,1.46446509,0.00000000,0.38627671,0.17437608
-5.23761881,2.90299945,0.02594203,0.03070776,0.74155303,2.27519029,1.50844323,0.00000000,0.39346090,0.18187050
-5.23161581,2.94797360,0.02483658,0.03228711,0.78179159,2.28084963,1.54966378,0.00000000,0.40015892,0.18907297
-5.22561281,2.98626176,0.02367710,0.03380351,0.82085042,2.28064984,1.58764797,0.00000000,0.40629110,0.19588650
-5.21960980,3.01744950,0.02247892,0.03523155,0.85817164,2.27475842,1.62190308,0.00000000,0.41177133,0.20221130
-5.21360680,3.04112983,0.02125727,0.03654585,0.89319227,2.26335744,1.65193523,0.00000000,0.41650837,0.20794765
-5.20760380,3.05691847,0.02002672,0.03772183,0.92536133,2.24664125,1.67726520,0.00000000,0.42040841,0.21299921
-5.20160080,3.06447388,0.01880082,0.03873649,0.95415827,2.22481746,1.69744683,0.00000000,0.42337871,0.21727664
-5.19559780,3.06352075,0.01759171,0.03956930,0.97911205,2.19811070,1.71208692,0.00000000,0.42533232,0.22070129
-5.18959480,3.05387589,0.01640994,0.04020292,0.99981998,2.16676898,1.72086581,0.00000000,0.42619335,0.22320889
-5.18359180,3.03547463,0.01526432,0.04062397,1.01596522,2.13107180,1.72355741,0.00000000,0.42590267,0.22475300
-5.17758879,3.00839607,0.01416196,0.04082363,1.02733228,2.09133921,1.72004753,0.00000000,0.42442354,0.22530796
-5.17158579,2.97288538,0.01310828,0.04079815,1.03381946,2.04794097,1.71034927,0.00000000,0.42174671,0.22487141
-5.16558279,2.92937145,0.01210718,0.04054915,1.03544757,2.00130479,1.69461461,0.00000000,0.41789482,0.22346585
-5.15957979,2.87847826,0.01116125,0.04008376,1.03236434,1.95192269,1.67314118,0.00000000,0.41292560,0.22113951
