energy_ev,total_up,Au_p_up,Au_d_up,B_p_up,B_d_up,S_s_up,S_p_up
-5.71785893,5.18877679,1.57532179,3.99027495,0.33146633,0.00000000,0.01034114,0.48954423
-5.71185593,5.07352740,1.52698021,3.91770841,0.31130728,0.00000000,0.01009700,0.47490766
-5.70585293,4.97465051,1.48355409,3.85733318,0.29273276,0.00000000,0.00985336,0.46230991
-5.69984992,4.89271859,1.44531343,3.80956420,0.27581114,0.00000000,0.00961134,0.45177716
-5.69384692,4.82803365,1.41240885,3.77463325,0.26057355,0.00000000,0.00937211,0.44330318
-5.68784392,4.78061106,1.38487063,3.75257183,0.24701613,0.00000000,0.00913679,0.43684879
-5.68184092,4.75016616,1.36260980,3.74319555,0.23510270,0.00000000,0.00890642,0.43234163
-5.67583792,4.73610524,1.34542155,3.74609171,0.22476786,0.00000000,0.00868188,0.42967641
-5.66983492,4.73752267,1.33299089,3.76061162,0.21592037,0.00000000,0.00846379,0.42871589
-5.66383192,4.75320584,1.32490089,3.78586939,0.20844678,0.00000000,0.00825249,0.42929249
-5.65782891,4.78164939,1.32064328,3.82074847,0.20221527,0.00000000,0.00804799,0.43121079
-5.65182591,4.82107972,1.31963170,3.86391702,0.19707958,0.00000000,0.00784992,0.43425088
-5.64582291,4.86949038,1.32121713,3.91385269,0.19288313,0.00000000,0.00765759,0.43817254
-5.63981991,4.92468808,1.32470546,3.96887674,0.18946311,0.00000000,0.00746994,0.44272035
-5.63381691,4.98434861,1.32937660,4.02719698,0.18665465,0.00000000,0.00728563,0.44762947
-5.62781391,5.04608108,1.33450472,4.08695821,0.18429500,0.00000000,0.00710307,0.45263205
-5.62181091,5.10749827,1.33937899,4.14629845,0.18222747,0.00000000,0.00692053,0.45746397
-5.61580790,5.16629044,1.34332395,4.20340863,0.18030529,0.00000000,0.00673617,0.46187185
-5.60980490,5.22029924,1.34571888,4.25659304,0.17839512,0.00000000,0.00654819,0.46561987
-5.60380190,5.26758860,1.34601544,4.30432774,0.17638020,0.00000000,0.00635489,0.46849630
-5.59779890,5.30650902,1.34375277,4.34531394,0.17416299,0.00000000,0.00615477,0.47031934
-5.59179590,5.33575203,1.33856952,4.37852369,0.17166716,0.00000000,0.00594660,0.47094217
-5.58579290,5.35439225,1.33021233,4.40323530,0.16883905,0.00000000,0.00572951,0.47025683
-5.57978989,5.36191450,1.31854046,4.41905660,0.16564831,0.00000000,0.00550300,0.46819695
-5.57378689,5.35822473,1.30352644,4.42593474,0.16208776,0.00000000,0.00526702,0.46473908
-5.56778389,5.34364394,1.28525278,4.42415163,0.15817261,0.00000000,0.00502195,0.45990259
-5.56178089,5.31888531,1.26390506,4.41430544,0.15393887,0.00000000,0.00476858,0.45374826
-5.55577789,5.28501556,1.23976167,4.39727853,0.14944112,0.00000000,0.00450813,0.44637548
-5.54977489,5.24340225,1.21318086,4.37419368,0.14474974,0.00000000,0.00424214,0.43791824
-5.54377189,5.19564965,1.18458565,4.34636034,0.13994767,0.00000000,0.00397246,0.42854017
-5.53776888,5.14352589,1.15444729,4.31521359,0.13512682,0.00000000,0.00370115,0.41842859
-5.53176588,5.08888487,1.12326800,4.28224863,0.13038433,0.00000000,0.00343043,0.40778810
-5.52576288,5.03358630,1.09156355,4.24895358,0.12581876,0.00000000,0.00316255,0.39683361
-5.51975988,4.97941725,1.05984642,4.21674376,0.12152637,0.00000000,0.00289977,0.38578338
-5.51375688,4.92801840,1.02860997,4.18690015,0.11759760,0.00000000,0.00264425,0.37485196
-5.50775388,4.88081797,0.99831409,4.16051447,0.11411387,0.00000000,0.00239797,0.36424353
-5.50175088,4.83897547,0.96937264,4.13844308,0.11114479,0.00000000,0.00216274,0.35414564
-5.49574787,4.80333753,0.94214294,4.12127134,0.10874588,0.00000000,0.00194005,0.34472359
-5.48974487,4.77440667,0.91691731,4.10928949,0.10695672,0.00000000,0.00173115,0.33611563
-5.48374187,4.75232412,0.89391699,4.10248084,0.10579974,0.00000000,0.00153696,0.32842901
-5.47773887,4.73686670,0.87328805,4.10052217,0.10527952,0.00000000,0.00135807,0.32173706
-5.47173587,4.72745748,0.85509963,4.10279629,0.10538266,0.00000000,0.00119479,0.31607732
-5.46573287,4.72318943,0.83934408,4.10841577,0.10607820,0.00000000,0.00104711,0.31145083
-5.45972986,4.72286104,0.82593921,4.11625688,0.10731849,0.00000000,0.00091477,0.30782245
-5.45372686,4.72502238,0.81473227,4.12500245,0.10904060,0.00000000,0.00079727,0.30512244
-5.44772386,4.72802988,0.80550578,4.13319179,0.11116810,0.00000000,0.00069392,0.30324906
-5.44172086,4.73010814,0.79798487,4.13927631,0.11361325,0.00000000,0.00060385,0.30207219
-5.43571786,4.72941653,0.79184628,4.14167851,0.11627949,0.00000000,0.00052609,0.30143794
-5.42971486,4.72411865,0.78672848,4.13885288,0.11906419,0.00000000,0.00045957,0.30117403
-5.42371186,4.71245242,0.78224314,4.12934636,0.12186159,0.00000000,0.00040320,0.30109586
-5.41770885,4.69279857,0.77798738,4.11185666,0.12456588,0.00000000,0.00035587,0.30101300
-5.41170585,4.66374545,0.77355674,4.08528642,0.12707429,0.00000000,0.00031650,0.30073596
-5.40570285,4.62414797,0.76855845,4.04879148,0.12929011,0.00000000,0.00028406,0.30008303
-5.39969985,4.57317877,0.76262467,4.00182152,0.13112563,0.00000000,0.00025758,0.29888683
-5.39369685,4.51036968,0.75542531,3.94415170,0.13250483,0.00000000,0.00023620,0.29700046
-5.38769385,4.43564201,0.74668000,3.87590392,0.13336570,0.00000000,0.00021918,0.29430298
-5.38169085,4.34932432,0.73616879,3.79755692,0.13366224,0.00000000,0.00020587,0.29070403
-5.37568784,4.25215680,0.72374121,3.70994444,0.13336594,0.00000000,0.00019577,0.28614729
-5.36968484,4.14528188,0.70932323,3.61424132,0.13246679,0.00000000,0.00018851,0.28061293
-5.36368184,4.03022085,0.69292201,3.51193780,0.13097358,0.00000000,0.00018387,0.27411862
-5.35767884,3.90883735,0.67462802,3.40480241,0.12891379,0.00000000,0.00018175,0.26671934
-5.35167584,3.78328847,0.65461451,3.29483487,0.12633276,0.00000000,0.00018222,0.25850590
-5.34567284,3.65596521,0.63313428,3.18421014,0.12329235,0.00000000,0.00018547,0.24960221
-5.33966983,3.52942408,0.61051384,3.07521570,0.11986905,0.00000000,0.00019184,0.24016154
-5.33366683,3.40631240,0.58714514,2.97018408,0.11615167,0.00000000,0.00020178,0.23036175
-5.32766383,3.28928973,0.56347507,2.87142307,0.11223863,0.00000000,0.00021588,0.22039992
-5.32166083,3.18094833,0.53999316,2.78114607,0.10823501,0.00000000,0.00023486,0.21048630
-5.31565783,3.08373540,0.51721785,2.70140505,0.10424937,0.00000000,0.00025953,0.20083807
-5.30965483,2.99987986,0.49568170,2.63402849,0.10039059,0.00000000,0.00029079,0.19167292
-5.30365183,2.93132611,0.47591607,2.58056652,0.09676468,0.00000000,0.00032961,0.18320280
-5.29764882,2.87967706,0.45843564,2.54224509,0.09347177,0.00000000,0.00037702,0.17562781
-5.29164582,2.84614803,0.44372325,2.51993061,0.09060326,0.00000000,0.00043407,0.16913071
-5.28564282,2.83153301,0.43221546,2.51410618,0.08823935,0.00000000,0.00050179,0.16387181
-5.27963982,2.83618382,0.42428911,2.52485982,0.08644690,0.00000000,0.00058116,0.15998462
-5.27363682,2.86000255,0.42024935,2.55188486,0.08527761,0.00000000,0.00067310,0.15757216
-5.26763382,2.90244699,0.42031927,2.59449199,0.08476676,0.00000000,0.00077837,0.15670414
-5.26163082,2.96254825,0.42463149,2.65163218,0.08493232,0.00000000,0.00089756,0.15741481
-5.25562781,3.03893959,0.43322191,2.72192917,0.08577448,0.00000000,0.00103105,0.15970179
-5.24962481,3.12989481,0.44602577,2.80372002,0.08727577,0.00000000,0.00117891,0.16352560
-5.24362181,3.23337479,0.46287617,2.89510208,0.08940145,0.00000000,0.00134094,0.16881012
-5.23761881,3.34708028,0.48350528,2.99398442,0.09210042,0.00000000,0.00151654,0.17544388
-5.23161581,3.46850906,0.50754814,3.09814191,0.09530657,0.00000000,0.00170474,0.18328208
-5.22561281,3.59501586,0.53454924,3.20527020,0.09894038,0.00000000,0.00190415,0.19214960
-5.21960980,3.72387323,0.56397171,3.31303988,0.10291094,0.00000000,0.00211298,0.20184458
-5.21360680,3.85233181,0.59520916,3.41914838,0.10711830,0.00000000,0.00232900,0.21214292
-5.20760380,3.97767880,0.62759982,3.52136829,0.11145598,0.00000000,0.00254962,0.22280335
-5.20160080,4.09729322,0.66044270,3.61759129,0.11581374,0.00000000,0.00277185,0.23357311
-5.19559780,4.20869719,0.69301556,3.70586675,0.12008050,0.00000000,0.00299244,0.24419408
-5.18959480,4.30960221,0.72459387,3.78443456,0.12414719,0.00000000,0.00320791,0.25440928
-5.18359180,4.39794993,0.75447046,3.85175202,0.12790974,0.00000000,0.00341461,0.26396942
-5.17758879,4.47194674,0.78197504,3.90651454,0.13127183,0.00000000,0.00360888,0.27263947
-5.17158579,4.53009189,0.80649292,3.94767028,0.13414747,0.00000000,0.00378710,0.28020491
-5.16558279,4.57119864,0.82748218,3.97442893,0.13646326,0.00000000,0.00394583,0.28647751
-5.15957979,4.59440843,0.84448870,3.98626489,0.13816029,0.00000000,0.00408191,0.29130037
-5.15357679,4.59919779,0.85715822,3.98291522,0.13919555,0.00000000,0.00419256,0.29455204
-5.14757379,4.58537811,0.86524511,3.96437264,0.13954280,0.00000000,0.00427550,0.29614957
-5.14157079,4.55308827,0.86861730,3.93087427,0.13919288,0.00000000,0.00432898,0.29605029
-5.13556778,4.50278063,0.86725725,3.88288627,0.13815345,0.00000000,0.00435191,0.29425233
-5.12956478,4.43520058,0.86125879,3.82108520,0.13644817,0.00000000,0.00434382,0.29079373
-5.12356178,4.35136049,0.85082020,3.74633637,0.13411524,0.00000000,0.00430497,0.28575033
-5.11755878,4.25250869,0.83623368,3.65967003,0.13120560,0.00000000,0.00423624,0.27923236
-5.11155578,4.14009452,0.81787176,3.56225572,0.12778065,0.00000000,0.00413921,0.27138002
-5.10555278,4.01573045,0.79617147,3.45537568,0.12390973,0.00000000,0.00401600,0.26235825
-5.09954977,3.88115243,0.77161688,3.34039767,0.11966735,0.00000000,0.00386929,0.25235074
-5.09354677,3.73817968,0.74472083,3.21874804,0.11513054,0.00000000,0.00370215,0.24155372
-5.08754377,3.58867504,0.71600683,3.09188544,0.11037611,0.00000000,0.00351801,0.23016954
-5.08154077,3.43450691,0.68599187,2.96127574,0.10547821,0.00000000,0.00332050,0.21840049
-5.07553777,3.27751386,0.65517074,2.82836855,0.10050618,0.00000000,0.00311335,0.20644301
-5.06953477,3.11947251,0.62400262,2.69457570,0.09552276,0.00000000,0.00290031,0.19448246
-5.06353177,2.96206928,0.59290035,2.56125175,0.09058276,0.00000000,0.00268500,0.18268873
-5.05752876,2.80687645,0.56222255,2.42967677,0.08573219,0.00000000,0.00247084,0.17121274
-5.05152576,2.65533252,0.53226879,2.30104133,0.08100786,0.00000000,0.00226097,0.16018383
-5.04552276,2.50872675,0.50327773,2.17643360,0.07643746,0.00000000,0.00205820,0.14970817
-5.03951976,2.36818786,0.47542793,2.05682839,0.07204003,0.00000000,0.00186491,0.13986812
-5.03351676,2.23467624,0.44884110,1.94307807,0.06782670,0.00000000,0.00168307,0.13072241
-5.02751376,2.10897943,0.42358721,1.83590514,0.06380184,0.00000000,0.00151420,0.12230707
-5.02151076,1.99171043,0.39969107,1.73589633,0.05996422,0.00000000,0.00135938,0.11463700
-5.01550775,1.88330827,0.37713982,1.64349823,0.05630838,0.00000000,0.00121925,0.10770803
-5.00950475,1.78404081,0.35589080,1.55901443,0.05282590,0.00000000,0.00109407,0.10149931
-5.00350175,1.69400925,0.33587940,1.48260434,0.04950669,0.00000000,0.00098370,0.09597589
-4.99749875,1.61315447,0.31702637,1.41428378,0.04634010,0.00000000,0.00088771,0.09109143
-4.99149575,1.54126508,0.29924450,1.35392767,0.04331578,0.00000000,0.00080538,0.08679086
-4.98549275,1.47798743,0.28244427,1.30127515,0.04042451,0.00000000,0.00073578,0.08301290
-4.97948974,1.42283753,0.26653835,1.25593722,0.03765858,0.00000000,0.00067780,0.07969253
-4.97348674,1.37521521,0.25144515,1.21740737,0.03501216,0.00000000,0.00063022,0.07676315
-4.96748374,1.33442068,0.23709112,1.18507519,0.03248132,0.00000000,0.00059176,0.07415855
-4.96148074,1.29967339,0.22341227,1.15824308,0.03006395,0.00000000,0.00056113,0.07181467
-4.95547774,1.27013335,0.21035478,1.13614588,0.02775956,0.00000000,0.00053703,0.06967109
-4.94947474,1.24492452,0.19787498,1.11797326,0.02556892,0.00000000,0.00051827,0.06767231
-4.94347174,1.22316011,0.18593898,1.10289430,0.02349373,0.00000000,0.00050371,0.06576883
-4.93746873,1.20396907,0.17452192,1.09008375,0.02153619,0.00000000,0.00049238,0.06391798
-4.93146573,1.18652324,0.16360715,1.07874909,0.01969868,0.00000000,0.00048343,0.06208462
-4.92546273,1.17006428,0.15318541,1.06815762,0.01798341,0.00000000,0.00047617,0.06024161
-4.91945973,1.15392953,0.14325403,1.05766264,0.01639222,0.00000000,0.00047014,0.05837007
-4.91345673,1.13757578,0.13381632,1.04672757,0.01492640,0.00000000,0.00046504,0.05645953
-4.90745373,1.12060007,0.12488107,1.03494727,0.01358659,0.00000000,0.00046080,0.05450784
-4.90145073,1.10275673,0.11646219,1.02206555,0.01237283,0.00000000,0.00045756,0.05252090
-4.89544772,1.08396966,0.10857842,1.00798808,0.01128460,0.00000000,0.00045567,0.05051224
-4.88944472,1.06433946,0.10125308,0.99279024,0.01032101,0.00000000,0.00045573,0.04850237
-4.88344172,1.04414489,0.09451389,0.97671928,0.00948091,0.00000000,0.00045857,0.04651802
-4.87743872,1.02383835,0.08839258,0.96019070,0.00876315,0.00000000,0.00046521,0.04459118
-4.87143572,1.00403554,0.08292451,0.94377890,0.00816673,0.00000000,0.00047695,0.04275801
-4.86543272,0.98549933,0.07814805,0.92820212,0.00769105,0.00000000,0.00049527,0.04105766
-4.85942971,0.96911834,0.07410377,0.91430224,0.00733598,0.00000000,0.00052189,0.03953099
-4.85342671,0.95588080,0.07083344,0.90301995,0.00710203,0.00000000,0.00055872,0.03821919
-4.84742371,0.94684447,0.06837885,0.89536610,0.00699037,0.00000000,0.00060787,0.03716246
-4.84142071,0.94310345,0.06678036,0.89238999,0.00700285,0.00000000,0.00067162,0.03639861
-4.83541771,0.94575295,0.06607531,0.89514566,0.00714187,0.00000000,0.00075240,0.03596180
-4.82941471,0.95585299,0.06629637,0.90465717,0.00741030,0.00000000,0.00085271,0.03588125
-4.82341171,0.97439227,0.06746967,0.92188402,0.00781121,0.00000000,0.00097517,0.03618012
-4.81740870,1.00225314,0.06961306,0.94768761,0.00834770,0.00000000,0.00112239,0.03687456
-4.81140570,1.04017904,0.07273432,0.98280005,0.00902253,0.00000000,0.00129692,0.03797287
-4.80540270,1.08874521,0.07682951,1.02779617,0.00983784,0.00000000,0.00150124,0.03947489
-4.79939970,1.14833392,0.08188151,1.08306976,0.01079480,0.00000000,0.00173762,0.04137160
-4.79339670,1.21911497,0.08785879,1.14881489,0.01189328,0.00000000,0.00200810,0.04364494
-4.78739370,1.30103230,0.09471457,1.22501308,0.01313152,0.00000000,0.00231438,0.04626795
-4.78139070,1.39379745,0.10238627,1.31142691,0.01450584,0.00000000,0.00265781,0.04920508
-4.77538769,1.49689021,0.11079551,1.40760050,0.01601046,0.00000000,0.00303924,0.05241283
-4.76938469,1.60956672,0.11984850,1.51286700,0.01763728,0.00000000,0.00345907,0.05584061
-4.76338169,1.73087509,0.12943699,1.62636319,0.01937588,0.00000000,0.00391717,0.05943188
-4.75737869,1.85967813,0.13943971,1.74705080,0.02121348,0.00000000,0.00441292,0.06312547
-4.75137569,1.99468284,0.14972438,1.87374398,0.02313515,0.00000000,0.00494521,0.06685708
-4.74537269,2.13447545,0.16015009,2.00514222,0.02512400,0.00000000,0.00551253,0.07056102
-4.73936968,2.27756121,0.17057019,2.13986741,0.02716159,0.00000000,0.00611308,0.07417190
-4.73336668,2.42240725,0.18083550,2.27650381,0.02922840,0.00000000,0.00674487,0.07762648
-4.72736368,2.56748699,0.19079770,2.41363939,0.03130436,0.00000000,0.00740592,0.08086543
-4.72136068,2.71132424,0.20031294,2.54990672,0.03336957,0.00000000,0.00809443,0.08383502
-4.71535768,2.85253507,0.20924537,2.68402171,0.03540495,0.00000000,0.00880901,0.08648864
-4.70935468,2.98986567,0.21747058,2.81481849,0.03739298,0.00000000,0.00954888,0.08878810
-4.70335168,3.12222432,0.22487870,2.94127864,0.03931843,0.00000000,0.01031409,0.09070471
-4.69734867,3.24870588,0.23137720,3.06255346,0.04116901,0.00000000,0.01110569,0.09221993
-4.69134567,3.36860772,0.23689302,3.17797809,0.04293596,0.00000000,0.01192586,0.09332576
-4.68534267,3.48143595,0.24137422,3.28707669,0.04461453,0.00000000,0.01277805,0.09402472
-4.67933967,3.58690192,0.24479080,3.38955847,0.04620421,0.00000000,0.01366694,0.09432945
-4.67333667,3.68490876,0.24713490,3.48530464,0.04770893,0.00000000,0.01459842,0.09426190
-4.66733367,3.77552900,0.24842014,3.57434706,0.04913689,0.00000000,0.01557942,0.09385231
-4.66133067,3.85897414,0.24868032,3.65683972,0.05050025,0.00000000,0.01661764,0.09313777
-4.65532766,3.93555814,0.24796747,3.73302475,0.05181462,0.00000000,0.01772127,0.09216059
-4.64932466,4.00565671,0.24634920,3.80319477,0.05309830,0.00000000,0.01889850,0.09096661
-4.64332166,4.06966482,0.24390580,3.86765405,0.05437136,0.00000000,0.02015707,0.08960323
-4.63731866,4.12795504,0.24072685,3.92668062,0.05565458,0.00000000,0.02150373,0.08811769
-4.63131566,4.18083905,0.23690781,3.98049178,0.05696830,0.00000000,0.02294368,0.08655520
-4.62531266,4.22853484,0.23254656,4.02921523,0.05833130,0.00000000,0.02448006,0.08495741
-4.61930965,4.27114169,0.22774007,4.07286766,0.05975959,0.00000000,0.02611344,0.08336100
-4.61330665,4.30862448,0.22258147,4.11134225,0.06126543,0.00000000,0.02784143,0.08179663
-4.60730365,4.34080860,0.21715749,4.14440621,0.06285650,0.00000000,0.02965843,0.08028816
-4.60130065,4.36738590,0.21154643,4.17170853,0.06453522,0.00000000,0.03155548,0.07885225
-4.59529765,4.38793161,0.20581678,4.19279796,0.06629840,0.00000000,0.03352034,0.07749834
-4.58929465,4.40193153,0.20002642,4.20715030,0.06813726,0.00000000,0.03553774,0.07622893
-4.58329165,4.40881799,0.19422251,4.21420360,0.07003767,0.00000000,0.03758981,0.07504026
-4.57728864,4.40801296,0.18844196,4.21339962,0.07198075,0.00000000,0.03965674,0.07392320
-4.57128564,4.39897585,0.18271242,4.20422920,0.07394385,0.00000000,0.04171757,0.07286443
-4.56528264,4.38125356,0.17705381,4.18627930,0.07590166,0.00000000,0.04375114,0.07184776
-4.55927964,4.35453017,0.17148008,4.15927913,0.07782763,0.00000000,0.04573717,0.07085557
-4.55327664,4.31867362,0.16600130,4.12314292,0.07969552,0.00000000,0.04765727,0.06987025
-4.54727364,4.27377683,0.16062582,4.07800726,0.08148090,0.00000000,0.04949612,0.06887565
-4.54127064,4.22019144,0.15536236,4.02426093,0.08316275,0.00000000,0.05124238,0.06785842
-4.53526763,4.15855209,0.15022209,3.96256573,0.08472484,0.00000000,0.05288962,0.06680913
-4.52926463,4.08979027,0.14522029,3.89386743,0.08615693,0.00000000,0.05443700,0.06572329
-4.52326163,4.01513683,0.14037787,3.81939594,0.08745570,0.00000000,0.05588970,0.06460207
-4.51725863,3.93611314,0.13572238,3.74065498,0.08862533,0.00000000,0.05725908,0.06345273
-4.51125563,3.85451098,0.13128859,3.65940144,0.08967774,0.00000000,0.05856263,0.06228886
-4.50525263,3.77236211,0.12711868,3.57761513,0.09063235,0.00000000,0.05982344,0.06113029
-4.49924962,3.69189851,0.12326193,3.49746029,0.09151554,0.00000000,0.06106959,0.06000271
-4.49324662,3.61550469,0.11977392,3.42123987,0.09235968,0.00000000,0.06233307,0.05893714
-4.48724362,3.54566363,0.11671544,3.35134436,0.09320188,0.00000000,0.06364862,0.05796908
-4.48124062,3.48489820,0.11415090,3.29019649,0.09408240,0.00000000,0.06505227,0.05713753
-4.47523762,3.43570944,0.11214653,3.24019351,0.09504294,0.00000000,0.06657984,0.05648385
-4.46923462,3.40051369,0.11076834,3.20364845,0.09612480,0.00000000,0.06826533,0.05605050
-4.46323162,3.38157995,0.11007983,3.18273180,0.09736694,0.00000000,0.07013936,0.05587966
-4.45722861,3.38096899,0.11013972,3.17941496,0.09880419,0.00000000,0.07222766,0.05601192
-4.45122561,3.40047562,0.11099957,3.19541655,0.10046556,0.00000000,0.07454968,0.05648485
-4.44522261,3.44157534,0.11270152,3.23215275,0.10237270,0.00000000,0.07711749,0.05733165
-4.43921961,3.50537647,0.11527616,3.29069272,0.10453872,0.00000000,0.07993483,0.05857993
-4.43321661,3.59257908,0.11874061,3.37172003,0.10696725,0.00000000,0.08299646,0.06025049
-4.42721361,3.70344143,0.12309689,3.47550111,0.10965187,0.00000000,0.08628784,0.06235636
-4.42121061,3.83775531,0.12833069,3.60186162,0.11257589,0.00000000,0.08978515,0.06490193
-4.41520760,3.99483091,0.13441055,3.75017167,0.11571252,0.00000000,0.09345553,0.06788234
-4.40920460,4.17349225,0.14128750,3.91934074,0.11902538,0.00000000,0.09725773,0.07128310
-4.40320160,4.37208389,0.14889529,4.10782298,0.12246931,0.00000000,0.10114302,0.07508000
-4.39719860,4.58848946,0.15715112,4.31363364,0.12599155,0.00000000,0.10505629,0.07923926
-4.39119560,4.82016237,0.16595697,4.53437680,0.12953310,0.00000000,0.10893748,0.08371805
-4.38519260,5.06416863,0.17520150,4.76728471,0.13303038,0.00000000,0.11272311,0.08846522
-4.37918959,5.31724156,0.18476241,5.00926819,0.13641695,0.00000000,0.11634800,0.09342242
-4.37318659,5.57584734,0.19450928,5.25697764,0.13962540,0.00000000,0.11974702,0.09852540
-4.36718359,5.83626029,0.20430679,5.50687340,0.14258928,0.00000000,0.12285690,0.10370563
-4.36118059,6.09464620,0.21401815,5.75530378,0.14524494,0.00000000,0.12561804,0.10889201
-4.35517759,6.34715121,0.22350871,5.99858903,0.14753337,0.00000000,0.12797617,0.11401279
-4.34917459,6.58999403,0.23264944,6.23310844,0.14940186,0.00000000,0.12988397,0.11899749
-4.34317159,6.81955841,0.24132037,6.45538825,0.15080545,0.00000000,0.13130240,0.12377888
-4.33716858,7.03248291,0.24941359,6.66218740,0.15170818,0.00000000,0.13220187,0.12829476
-4.33116558,7.22574498,0.25683588,6.85057816,0.15208401,0.00000000,0.13256310,0.13248969
-4.32516258,7.39673641,0.26351070,7.01801901,0.15191748,0.00000000,0.13237764,0.13631640
-4.31915958,7.54332750,0.26937961,7.16241721,0.15120397,0.00000000,0.13164811,0.13973697
-4.31315658,7.66391791,0.27440287,7.28217892,0.14994968,0.00000000,0.13038804,0.14272365
-4.30715358,7.75747227,0.27855945,7.37624524,0.14817122,0.00000000,0.12862140,0.14525934
