energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.56778389,1.31389778,0.40615572,0.10938545,0.04480133,0.02689772,0.02320331,0.40416875,0.10889117,0.41074029
-5.56178089,1.33748325,0.41378041,0.11463337,0.04661476,0.02512824,0.02446392,0.41354091,0.10605226,0.41516296
-5.55577789,1.36160288,0.42078951,0.12098152,0.04825472,0.02359010,0.02570470,0.42330395,0.10362444,0.41910700
-5.54977489,1.38583990,0.42699620,0.12854038,0.04969272,0.02226952,0.02691954,0.43337762,0.10155733,0.42236691
-5.54377189,1.40981644,0.43222612,0.13741826,0.05090350,0.02115043,0.02810391,0.44369156,0.09979764,0.42475529
-5.53776888,1.43320295,0.43632229,0.14771728,0.05186563,0.02021511,0.02925496,0.45418726,0.09829166,0.42610757
-5.53176588,1.45572510,0.43914981,0.15952888,0.05256199,0.01944501,0.03037153,0.46481917,0.09698779,0.42628586
-5.52576288,1.47716809,0.44060013,0.17292870,0.05298025,0.01882144,0.03145403,0.47555515,0.09583900,0.42518214
-5.51975988,1.49737821,0.44059485,0.18797128,0.05311309,0.01832635,0.03250426,0.48637617,0.09480510,0.42272046
-5.51375688,1.51626184,0.43908882,0.20468470,0.05295835,0.01794300,0.03352509,0.49727526,0.09385487,0.41885826
-5.50775388,1.53378201,0.43607258,0.22306531,0.05251912,0.01765662,0.03452009,0.50825592,0.09296777,0.41358677
-5.50175088,1.54995293,0.43157397,0.24307313,0.05180350,0.01745498,0.03549313,0.51933001,0.09213537,0.40693051
-5.49574787,1.56483287,0.42565870,0.26462785,0.05082448,0.01732885,0.03644788,0.53051536,0.09136241,0.39894593
-5.48974487,1.57851584,0.41843013,0.28760605,0.04959947,0.01727239,0.03738734,0.54183313,0.09066728,0.38971928
-5.48374187,1.59112256,0.41002787,0.31183970,0.04814990,0.01728332,0.03831347,0.55330528,0.09008219,0.37936372
-5.47773887,1.60279133,0.40062541,0.33711622,0.04650060,0.01736307,0.03922671,0.56495205,0.08965275,0.36801586
-5.47173587,1.61366918,0.39042677,0.36318028,0.04467920,0.01751668,0.04012577,0.57678989,0.08943710,0.35583180
-5.46573287,1.62390382,0.37966206,0.38973745,0.04271542,0.01775265,0.04100738,0.58882966,0.08950463,0.34298276
-5.45972986,1.63363654,0.36858227,0.41645958,0.04064033,0.01808255,0.04186625,0.60107538,0.08993410,0.32965052
-5.45372686,1.64299647,0.35745316,0.44299193,0.03848565,0.01852057,0.04269512,0.61352335,0.09081147,0.31602267
-5.44772386,1.65209617,0.34654858,0.46896174,0.03628297,0.01908290,0.04348490,0.62616184,0.09222727,0.30228791
-5.44172086,1.66102856,0.33614321,0.49398803,0.03406312,0.01978702,0.04422501,0.63897105,0.09427361,0.28863149
-5.43571786,1.66986496,0.32650505,0.51769215,0.03185543,0.02065083,0.04490380,0.65192335,0.09704096,0.27523089
-5.42971486,1.67865412,0.31788778,0.53970875,0.02968724,0.02169182,0.04550893,0.66498370,0.10061460,0.26225175
-5.42371186,1.68742186,0.31052326,0.55969655,0.02758334,0.02292607,0.04602802,0.67810993,0.10507106,0.24984439
-5.41770885,1.69617101,0.30461428,0.57734857,0.02556557,0.02436728,0.04644908,0.69125295,0.11047440,0.23814071
-5.41170585,1.70488136,0.30032801,0.59240117,0.02365251,0.02602584,0.04676111,0.70435666,0.11687263,0.22725169
-5.40570285,1.71350943,0.29779014,0.60464166,0.02185927,0.02790791,0.04695457,0.71735749,0.12429422,0.21726549
-5.39969985,1.72198786,0.29708009,0.61391400,0.02019738,0.03001456,0.04702176,0.73018366,0.13274507,0.20824620
-5.39369685,1.73022437,0.29822747,0.62012241,0.01867482,0.03234110,0.04695718,0.74275407,0.14220575,0.20023325
-5.38769385,1.73810060,0.30120990,0.62323279,0.01729608,0.03487654,0.04675774,0.75497708,0.15262951,0.19324147
-5.38169085,1.74547088,0.30595239,0.62327183,0.01606239,0.03760317,0.04642284,0.76674933,0.16394091,0.18726178
-5.37568784,1.75216141,0.31232839,0.62032414,0.01497202,0.04049651,0.04595438,0.77795472,0.17603533,0.18226259
-5.36968484,1.75797032,0.32016259,0.61452741,0.01402056,0.04352539,0.04535669,0.78846410,0.18877954,0.17819172
-5.36368184,1.76266907,0.32923535,0.60606615,0.01320143,0.04665229,0.04463627,0.79813554,0.20201314,0.17497897
-5.35767884,1.76600572,0.33928887,0.59516427,0.01250628,0.04983407,0.04380161,0.80681588,0.21555126,0.17253912
-5.35167584,1.76771037,0.35003482,0.58207702,0.01192551,0.05302279,0.04286285,0.81434334,0.22918824,0.17077545
-5.34567284,1.76750322,0.36116334,0.56708272,0.01144874,0.05616692,0.04183149,0.82055164,0.24270237,0.16958354
-5.33966983,1.76510514,0.37235304,0.55047473,0.01106539,0.05921270,0.04072010,0.82527550,0.25586150,0.16885533
-5.33366683,1.76025082,0.38328181,0.53255408,0.01076510,0.06210564,0.03954201,0.82835739,0.26842949,0.16848337
-5.32766383,1.75270390,0.39363786,0.51362295,0.01053824,0.06479219,0.03831107,0.82965546,0.28017306,0.16836494
-5.32166083,1.74227370,0.40313084,0.49397941,0.01037628,0.06722144,0.03704148,0.82905216,0.29086911,0.16840617
-5.31565783,1.72883260,0.41150232,0.47391327,0.01027217,0.06934681,0.03574760,0.82646329,0.30031184,0.16852573
-5.30965483,1.71233309,0.41853540,0.45370333,0.01022063,0.07112759,0.03444390,0.82184679,0.30831971,0.16865815
-5.30365183,1.69282341,0.42406295,0.43361566,0.01021832,0.07253042,0.03314485,0.81521079,0.31474171,0.16875651
-5.29764882,1.67046066,0.42797407,0.41390300,0.01026396,0.07353046,0.03186488,0.80662045,0.31946271,0.16879445
-5.29164582,1.64552024,0.43021854,0.39480482,0.01035835,0.07411228,0.03061835,0.79620284,0.32240773,0.16876727
-5.28564282,1.61840067,0.43080893,0.37654793,0.01050431,0.07427047,0.02941954,0.78414954,0.32354470,0.16869221
-5.27963982,1.58962309,0.42982029,0.35934722,0.01070644,0.07400981,0.02828250,0.77071661,0.32288573,0.16860768
-5.27363682,1.55982485,0.42738742,0.34340636,0.01097093,0.07334509,0.02722105,0.75622154,0.32048682,0.16857160
-5.26763382,1.52974712,0.42369968,0.32891818,0.01130513,0.07230063,0.02624855,0.74103735,0.31644580,0.16865877
-5.26163082,1.50021665,0.41899368,0.31606451,0.01171718,0.07090930,0.02537776,0.72558374,0.31089887,0.16895735
-5.25562781,1.47212220,0.41354403,0.30501542,0.01221551,0.06921136,0.02462058,0.71031564,0.30401557,0.16956475
-5.24962481,1.44638655,0.40765258,0.29592770,0.01280831,0.06725300,0.02398778,0.69570957,0.29599275,0.17058281
-5.24362181,1.42393521,0.40163660,0.28894281,0.01350300,0.06508465,0.02348870,0.68224845,0.28704743,0.17211266
-5.23761881,1.40566310,0.39581645,0.28418407,0.01430569,0.06275928,0.02313093,0.67040531,0.27740923,0.17424954
-5.23161581,1.39240095,0.39050310,0.28175364,0.01522064,0.06033054,0.02292002,0.66062688,0.26731245,0.17707754
-5.22561281,1.38488276,0.38598632,0.28172908,0.01624986,0.05785103,0.02285921,0.65331761,0.25698824,0.18066484
-5.21960980,1.38371598,0.38252371,0.28416005,0.01739265,0.05537068,0.02294918,0.64882493,0.24665726,0.18505936
-5.21360680,1.38935581,0.38033133,0.28906516,0.01864535,0.05293527,0.02318792,0.64742642,0.23652296,0.19028534
-5.20760380,1.40208495,0.37957601,0.29642928,0.02000115,0.05058522,0.02357063,0.64931938,0.22676595,0.19634075
-5.20160080,1.42199953,0.38036989,0.30620156,0.02145001,0.04835466,0.02408977,0.65461343,0.21753944,0.20319586
-5.19559780,1.44900212,0.38276721,0.31829426,0.02297875,0.04627075,0.02473515,0.66332612,0.20896606,0.21079295
-5.18959480,1.48280200,0.38676347,0.33258247,0.02457125,0.04435340,0.02549417,0.67538206,0.20113600,0.21904725
-5.18359180,1.52292256,0.39229698,0.34890491,0.02620883,0.04261520,0.02635208,0.69061524,0.19410654,0.22784906
-5.17758879,1.56871562,0.39925258,0.36706574,0.02787068,0.04106165,0.02729246,0.70877453,0.18790288,0.23706697
-5.17158579,1.61938175,0.40746738,0.38683736,0.02953446,0.03969170,0.02829759,0.72953203,0.18252013,0.24655200
-5.16558279,1.67399575,0.41673818,0.40796407,0.03117698,0.03849840,0.02934898,0.75249379,0.17792629,0.25614259
-5.15957979,1.73153605,0.42683020,0.43016655,0.03277489,0.03746977,0.03042793,0.77721244,0.17406602,0.26567008
-5.15357679,1.79091672,0.43748675,0.45314692,0.03430547,0.03658978,0.03151602,0.80320117,0.17086498,0.27496450
-5.14757379,1.85102069,0.44843939,0.47659425,0.03574738,0.03583931,0.03259559,0.82994851,0.16823454,0.28386047
-5.14157079,1.91073298,0.45941811,0.50019038,0.03708138,0.03519721,0.03365025,0.85693320,0.16607650,0.29220282
-5.13556778,1.96897250,0.47016130,0.52361574,0.03829096,0.03464123,0.03466526,0.88363890,0.16428784,0.29985173
-5.12956478,2.02472150,0.48042491,0.54655526,0.03936290,0.03414901,0.03562781,0.90956800,0.16276507,0.30668731
-5.12356178,2.07705161,0.48999076,0.56870396,0.04028773,0.03369876,0.03652729,0.93425436,0.16140818,0.31261321
-5.11755878,2.12514606,0.49867352,0.58977233,0.04105998,0.03327006,0.03735539,0.95727454,0.16012414,0.31755932
-5.11155578,2.16831733,0.50632636,0.60949138,0.04167834,0.03284433,0.03810621,0.97825750,0.15882959,0.32148342
-5.10555278,2.20602039,0.51284514,0.62761717,0.04214565,0.03240524,0.03877612,0.99689247,0.15745307,0.32437173
-5.09954977,2.23786129,0.51817103,0.64393496,0.04246869,0.03193903,0.03936375,1.01293510,0.15593649,0.32623843
-5.09354677,2.26360153,0.52229171,0.65826292,0.04265795,0.03143464,0.03986973,1.02621189,0.15423599,0.32712426
-5.08754377,2.28315838,0.52524111,0.67045528,0.04272711,0.03088375,0.04029653,1.03662294,0.15232225,0.32709423
-5.08154077,2.29660174,0.52709794,0.68040497,0.04269261,0.03028077,0.04064813,1.04414310,0.15018029,0.32623476
-5.07553777,2.30414792,0.52798303,0.68804582,0.04257296,0.02962264,0.04092981,1.04882171,0.14780882,0.32465017
-5.06953477,2.30615083,0.52805566,0.69335402,0.04238816,0.02890874,0.04114783,1.05078091,0.14521924,0.32245898
-5.06353177,2.30309101,0.52750914,0.69634907,0.04215905,0.02814063,0.04130920,1.05021263,0.14243443,0.31979000
-5.05752876,2.29556272,0.52656557,0.69709387,0.04190662,0.02732179,0.04142139,1.04737430,0.13948730,0.31677846
-5.05152576,2.28425948,0.52547014,0.69569410,0.04165148,0.02645735,0.04149215,1.04258326,0.13641915,0.31356224
-5.04552276,2.26995808,0.52448484,0.69229662,0.04141325,0.02555386,0.04152930,1.03620989,0.13327807,0.31027839
-5.03951976,2.25350118,0.52388184,0.68708687,0.04121013,0.02461897,0.04154057,1.02866943,0.13011716,0.30705993
-5.03351676,2.23577844,0.52393655,0.68028526,0.04105850,0.02366119,0.04153347,1.02041242,0.12699286,0.30403307
-5.02751376,2.21770625,0.52492030,0.67214237,0.04097255,0.02268961,0.04151517,1.01191387,0.12396314,0.30131468
-5.02151076,2.20020603,0.52709292,0.66293314,0.04096412,0.02171365,0.04149239,1.00366113,0.12108584,0.29901015
-5.01550775,2.18418125,0.53069510,0.65295001,0.04104247,0.02074283,0.04147134,0.99614068,0.11841700,0.29721156
-5.00950475,2.17049323,0.53594067,0.64249510,0.04121419,0.01978653,0.04145756,0.98982393,0.11600915,0.29599604
-5.00350175,2.15993628,0.54300899,0.63187173,0.04148312,0.01885378,0.04145587,0.98515241,0.11390981,0.29542435
-4.99749875,2.15321250,0.55203753,0.62137545,0.04185034,0.01795305,0.04147024,0.98252274,0.11215997,0.29553965
-4.99149575,2.15090713,0.56311489,0.61128490,0.04231416,0.01709213,0.04150366,0.98227183,0.11079275,0.29636633
-4.98549275,2.15346509,0.57627447,0.60185287,0.04287012,0.01627789,0.04155800,0.98466287,0.10983219,0.29790908
-4.97948974,2.16116988,0.59148912,0.59329794,0.04351105,0.01551627,0.04163389,0.98987276,0.10929225,0.30015201
-4.97348674,2.17412594,0.60866704,0.58579707,0.04422714,0.01481214,0.04173055,0.99798160,0.10917610,0.30305809
-4.96748374,2.19224548,0.62764928,0.57947962,0.04500595,0.01416928,0.04184571,1.00896487,0.10947565,0.30656878
-4.96148074,2.21524095,0.64820907,0.57442301,0.04583258,0.01359043,0.04197546,1.02268897,0.11017150,0.31060417
-4.95547774,2.24262415,0.67005340,0.57065047,0.04668978,0.01307731,0.04211423,1.03891048,0.11123326,0.31506345
-4.94947474,2.27371277,0.69282690,0.56813100,0.04755816,0.01263076,0.04225475,1.05727973,0.11262031,0.31982602
-4.94347174,2.30764476,0.71611824,0.56678176,0.04841645,0.01225093,0.04238810,1.07734869,0.11428296,0.32475332
-4.93746873,2.34340085,0.73946905,0.56647281,0.04924185,0.01193748,0.04250386,1.09858341,0.11616412,0.32969119
-4.93146573,2.37983488,0.76238531,0.56703419,0.05001040,0.01168986,0.04259027,1.12038061,0.11820136,0.33447318
-4.92546273,2.41571129,0.78435089,0.56826508,0.05069753,0.01150760,0.04263452,1.14208820,0.12032931,0.33892436
-4.91945973,2.44974878,0.80484296,0.56994468,0.05127857,0.01139065,0.04262310,1.16302895,0.12248240,0.34286593
-4.91345673,2.48066846,0.82334867,0.57184446,0.05172941,0.01133973,0.04254221,1.18252650,0.12459776,0.34612026
-4.90745373,2.50724483,0.83938263,0.57374112,0.05202718,0.01135662,0.04237824,1.19993278,0.12661827,0.34851631
-4.90145073,2.52835731,0.85250439,0.57542978,0.05215090,0.01144453,0.04211826,1.21465548,0.12849547,0.34989528
-4.89544772,2.54304005,0.86233514,0.57673674,0.05208223,0.01160830,0.04175057,1.22618453,0.13019237,0.35011604
-4.88944472,2.55052771,0.86857293,0.57753115,0.05180605,0.01185466,0.04126515,1.23411624,0.13168588,0.34906039
-4.88344172,2.55029473,0.87100564,0.57773503,0.05131110,0.01219236,0.04065421,1.23817392,0.13296878,0.34663767
-4.87743872,2.54208625,0.86952100,0.57733107,0.05059040,0.01263214,0.03991253,1.23822389,0.13405104,0.34278849
-4.87143572,2.52593860,0.86411308,0.57636785,0.04964164,0.01318668,0.03903782,1.23428596,0.13496054,0.33748760
-4.86543272,2.50218835,0.85488487,0.57496205,0.04846736,0.01387040,0.03803094,1.22653780,0.13574285,0.33074541
-4.85942971,2.47146886,0.84204671,0.57329748,0.04707500,0.01469909,0.03689600,1.21531271,0.13646025,0.32260830
-4.85342671,2.43469423,0.82591048,0.57162098,0.04547674,0.01568940,0.03564035,1.20109077,0.13718989,0.31315757
-4.84742371,2.39303109,0.80687973,0.57023515,0.04368920,0.01685831,0.03427439,1.18448360,0.13802113,0.30250703
-4.84142071,2.34785908,0.78543621,0.56948829,0.04173296,0.01822231,0.03281134,1.16621328,0.13905203,0.29079945
-4.83541771,2.30072177,0.76212315,0.56976182,0.03963200,0.01979663,0.03126680,1.14708621,0.14038537,0.27820183
-4.82941471,2.25326982,0.73752621,0.57145580,0.03741292,0.02159432,0.02965830,1.12796313,0.14212404,0.26489987
-4.82341171,2.20719899,0.71225273,0.57497295,0.03510420,0.02362532,0.02800473,1.10972632,0.14436621,0.25109182
-4.81740870,2.16418557,0.68691035,0.58070204,0.03273533,0.02589552,0.02632572,1.09324566,0.14720037,0.23698196
-4.81140570,2.12582190,0.66208578,0.58900110,0.03033594,0.02840587,0.02464103,1.07934475,0.15070050,0.22277408
-4.80540270,2.09355492,0.63832476,0.60018124,0.02793504,0.03115158,0.02296994,1.06876863,0.15492163,0.20866513
-4.79939970,2.06863017,0.61611389,0.61449176,0.02556022,0.03412148,0.02133063,1.06215450,0.15989593,0.19483943
-4.79339670,2.05204358,0.59586524,0.63210696,0.02323700,0.03729753,0.01973975,1.06000644,0.16562958,0.18146357
-4.78739370,2.04450306,0.57790423,0.65311538,0.02098826,0.04065456,0.01821189,1.06267540,0.17210066,0.16868223
-4.78139070,2.04640116,0.56246115,0.67751168,0.01883383,0.04416030,0.01675931,1.07034498,0.17925798,0.15661504
-4.77538769,2.05779998,0.54966673,0.70519162,0.01679020,0.04777565,0.01539169,1.08302364,0.18702122,0.14535457
-4.76938469,2.07842846,0.53955161,0.73595026,0.01487038,0.05145526,0.01411604,1.10054345,0.19528218,0.13496541
-4.76338169,2.10769215,0.53204976,0.76948347,0.01308383,0.05514835,0.01293664,1.12256543,0.20390723,0.12548440
-4.75737869,2.14469473,0.52700543,0.80539276,0.01143663,0.05879989,0.01185520,1.14859100,0.21274085,0.11692186
-4.75137569,2.18827003,0.52418320,0.84319321,0.00993162,0.06235189,0.01087100,1.17797909,0.22161015,0.10926367
-4.74537269,2.23702333,0.52328067,0.88232434,0.00856872,0.06574499,0.00998119,1.20996802,0.23033013,0.10247411
-4.73936968,2.28937990,0.52394298,0.92216355,0.00734528,0.06892010,0.00918108,1.24370133,0.23870956,0.09649926
-4.73336668,2.34363881,0.52577859,0.96204166,0.00625644,0.07182013,0.00846454,1.27825631,0.24655711,0.09127079
-4.72736368,2.39802996,0.52837558,1.00126027,0.00529559,0.07439173,0.00782435,1.31267427,0.25368761,0.08670984
-4.72136068,2.45077199,0.53131774,1.03911005,0.00445474,0.07658693,0.00725258,1.34599139,0.25992805,0.08273102
-4.71535768,2.50012912,0.53419991,1.07488983,0.00372495,0.07836462,0.00674102,1.37726884,0.26512313,0.07924619
-4.70935468,2.54446473,0.53664187,1.10792549,0.00309668,0.07969183,0.00628142,1.40562137,0.26914015,0.07616796
-4.70335168,2.58229020,0.53830051,1.13758835,0.00256015,0.08054473,0.00586590,1.43024334,0.27187303,0.07341280
-4.69734867,2.61230728,0.53887983,1.16331231,0.00210561,0.08090931,0.00548711,1.45043135,0.27324535,0.07090365
-4.69134567,2.63344287,0.53813849,1.18460926,0.00172359,0.08078180,0.00513849,1.46560293,0.27321224,0.06857202
-4.68534267,2.64487556,0.53589505,1.20108225,0.00140508,0.08016861,0.00481439,1.47531078,0.27176125,0.06635952
-4.67933967,2.64605314,0.53203062,1.21243598,0.00114172,0.07908610,0.00451016,1.47925245,0.26891202,0.06421883
-4.67333667,2.63670128,0.52648929,1.21848434,0.00092586,0.07755994,0.00422219,1.47727514,0.26471502,0.06211418
-4.66733367,2.61682336,0.51927641,1.21915458,0.00075063,0.07562424,0.00394793,1.46937598,0.25924938,0.06002131
-4.66133067,2.58669203,0.51045506,1.21448826,0.00061001,0.07332046,0.00368581,1.45569786,0.25261996,0.05792707
-4.65532766,2.54683335,0.50014102,1.20463868,0.00049878,0.07069621,0.00343521,1.43652131,0.24495383,0.05582864
-4.64932466,2.49800431,0.48849653,1.18986514,0.00041257,0.06780391,0.00319631,1.41225289,0.23639648,0.05373249
-4.64332166,2.44116512,0.47572335,1.17052408,0.00034777,0.06469942,0.00297006,1.38341066,0.22710778,0.05165320
