energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-5.54377189,1.22576438,0.00094068,0.02041730,0.47883843,0.28383567,0.01062257,0.81671369,0.26530331,0.06770163
-5.53776888,1.29281252,0.00100688,0.02154473,0.49889291,0.30438257,0.01155100,0.85991818,0.27277718,0.07058026
-5.53176588,1.36136550,0.00107761,0.02266040,0.51926253,0.32545686,0.01254130,0.90406483,0.28055407,0.07352324
-5.52576288,1.43042689,0.00115210,0.02374479,0.53962040,0.34681565,0.01358099,0.94850369,0.28849184,0.07647279
-5.51975988,1.49898174,0.00122977,0.02477788,0.55963934,0.36820445,0.01465616,0.99257689,0.29644570,0.07937094
-5.51375688,1.56602412,0.00131025,0.02573972,0.57900249,0.38936349,0.01575160,1.03563692,0.30427312,0.08216108
-5.50775388,1.63058607,0.00139341,0.02661099,0.59741404,0.41003481,0.01685109,1.07706581,0.31183896,0.08478954
-5.50175088,1.69176665,0.00147936,0.02737359,0.61460968,0.42996951,0.01793763,1.11629404,0.31902067,0.08720723
-5.49574787,1.74875943,0.00156851,0.02801116,0.63036593,0.44893521,0.01899387,1.15281816,0.32571299,0.08937108
-5.48974487,1.80087691,0.00166152,0.02850968,0.64450781,0.46672295,0.02000249,1.18621617,0.33183200,0.09124535
-5.48374187,1.84757053,0.00175935,0.02885784,0.65691444,0.48315344,0.02094662,1.21615966,0.33731815,0.09280261
-5.47773887,1.88844497,0.00186320,0.02904746,0.66752189,0.49808224,0.02181031,1.24242197,0.34213800,0.09402444
-5.47173587,1.92326590,0.00197453,0.02907373,0.67632332,0.51140357,0.02257903,1.26488187,0.34628458,0.09490179
-5.46573287,1.95196071,0.00209499,0.02893533,0.68336620,0.52305250,0.02324003,1.28352237,0.34977627,0.09543483
-5.45972986,1.97461192,0.00222637,0.02863447,0.68874660,0.53300548,0.02378277,1.29842482,0.35265426,0.09563254
-5.45372686,1.99144382,0.00237056,0.02817676,0.69260120,0.54127907,0.02419925,1.30975841,0.35497866,0.09551188
-5.44772386,2.00280284,0.00252943,0.02757101,0.69509702,0.54792689,0.02448422,1.31776576,0.35682356,0.09509661
-5.44172086,2.00913293,0.00270480,0.02682885,0.69641992,0.55303506,0.02463537,1.32274544,0.35827130,0.09441593
-5.43571786,2.01094721,0.00289826,0.02596436,0.69676220,0.55671622,0.02465337,1.32503235,0.35940627,0.09350292
-5.42971486,2.00879755,0.00311115,0.02499356,0.69631032,0.55910250,0.02454178,1.32497709,0.36030872,0.09239289
-5.42371186,2.00324391,0.00334442,0.02393387,0.69523340,0.56033786,0.02430692,1.32292571,0.36104883,0.09112178
-5.41770885,1.99482506,0.00359851,0.02280357,0.69367318,0.56057011,0.02395759,1.31920082,0.36168161,0.08972465
-5.41170585,1.98403248,0.00387331,0.02162127,0.69173616,0.55994307,0.02350469,1.31408525,0.36224277,0.08823438
-5.40570285,1.97128879,0.00416803,0.02040534,0.68948834,0.55858936,0.02296084,1.30780933,0.36274591,0.08668065
-5.39969985,1.95693186,0.00448117,0.01917350,0.68695294,0.55662413,0.02233987,1.30054218,0.36318129,0.08508919
-5.39369685,1.94120555,0.00481047,0.01794238,0.68411109,0.55414000,0.02165631,1.29238786,0.36351611,0.08348144
-5.38769385,1.92425729,0.00515292,0.01672718,0.68090570,0.55120371,0.02092491,1.28338620,0.36369643,0.08187452
-5.38169085,1.90614253,0.00550474,0.01554142,0.67724794,0.54785427,0.02016009,1.27351834,0.36365049,0.08028160
-5.37568784,1.88683569,0.00586144,0.01439680,0.67302613,0.54410312,0.01937558,1.26271655,0.36329337,0.07871246
-5.36968484,1.86624661,0.00621794,0.01330308,0.66811636,0.53993580,0.01858394,1.25087752,0.36253259,0.07717444
-5.36368184,1.84424138,0.00656860,0.01226809,0.66239423,0.53531541,0.01779629,1.23787835,0.36127436,0.07567346
-5.35767884,1.82066625,0.00690745,0.01129780,0.65574683,0.53018737,0.01702209,1.22359404,0.35943017,0.07421516
-5.35167584,1.79537288,0.00722825,0.01039644,0.64808446,0.52448526,0.01626899,1.20791554,0.35692313,0.07280607
-5.34567284,1.76824327,0.00752476,0.00956665,0.63935105,0.51813740,0.01554280,1.19076697,0.35369397,0.07145463
-5.33966983,1.73921303,0.00779087,0.00880971,0.62953297,0.51107374,0.01484754,1.17212108,0.34970614,0.07017215
-5.33366683,1.70829120,0.00802083,0.00812571,0.61866535,0.50323270,0.01418555,1.15201198,0.34494972,0.06897340
-5.32766383,1.67557555,0.00820941,0.00751381,0.60683588,0.49456748,0.01355770,1.13054415,0.33944412,0.06787706
-5.32166083,1.64126253,0.00835209,0.00697243,0.59418555,0.48505156,0.01296362,1.10789743,0.33323915,0.06690571
-5.31565783,1.60565090,0.00844522,0.00649944,0.58090652,0.47468307,0.01240196,1.08432749,0.32641468,0.06608557
-5.30965483,1.56913924,0.00848615,0.00609234,0.56723704,0.46348772,0.01187071,1.06016175,0.31907862,0.06544584
-5.30365183,1.53221712,0.00847332,0.00574837,0.55345387,0.45152025,0.01136744,1.03579096,0.31136371,0.06501778
-5.29764882,1.49545059,0.00840631,0.00546467,0.53986250,0.43886425,0.01088958,1.01165699,0.30342284,0.06483350
-5.29164582,1.45946279,0.00828587,0.00523828,0.52678573,0.42563048,0.01043464,0.98823729,0.29542366,0.06492451
-5.28564282,1.42491070,0.00811389,0.00506625,0.51455119,0.41195362,0.01000041,0.96602703,0.28754228,0.06532020
-5.27963982,1.39245938,0.00789335,0.00494559,0.50347850,0.39798796,0.00958507,0.94551979,0.27995675,0.06604623
-5.27363682,1.36275495,0.00762818,0.00487333,0.49386664,0.38390190,0.00918727,0.92718787,0.27284045,0.06712297
-5.26763382,1.33639797,0.00732317,0.00484641,0.48598217,0.36987198,0.00880623,0.91146309,0.26635577,0.06856410
-5.26163082,1.31391837,0.00698377,0.00486174,0.48004891,0.35607634,0.00844162,0.89871926,0.26064828,0.07037534
-5.25562781,1.29575333,0.00661596,0.00491610,0.47623940,0.34268841,0.00809361,0.88925698,0.25584185,0.07255356
-5.24962481,1.28222921,0.00622600,0.00500613,0.47466869,0.32987070,0.00776272,0.88329157,0.25203461,0.07508617
-5.24362181,1.27354813,0.00582031,0.00512830,0.47539042,0.31776938,0.00744974,0.88094464,0.24929619,0.07795086
-5.23761881,1.26978008,0.00540521,0.00527892,0.47839551,0.30650960,0.00715564,0.88223953,0.24766603,0.08111587
-5.23161581,1.27086048,0.00498684,0.00545413,0.48361327,0.29619185,0.00688139,0.88710087,0.24715302,0.08454047
-5.22561281,1.27659322,0.00457091,0.00564994,0.49091479,0.28688959,0.00662792,0.89535786,0.24773621,0.08817600
-5.21960980,1.28665887,0.00416264,0.00586226,0.50011840,0.27864788,0.00639597,0.90675126,0.24936654,0.09196708
-5.21360680,1.30062735,0.00376666,0.00608696,0.51099664,0.27148341,0.00618605,0.92094324,0.25196951,0.09585324
-5.20760380,1.31797413,0.00338690,0.00631999,0.52328453,0.26538542,0.00599836,0.93752981,0.25544847,0.09977061
-5.20160080,1.33809927,0.00302657,0.00655740,0.53668860,0.26031770,0.00583279,0.95605474,0.25968841,0.10365387
-5.19559780,1.36034785,0.00268817,0.00679551,0.55089608,0.25622136,0.00568888,0.97602457,0.26455999,0.10743807
-5.18959480,1.38403111,0.00237346,0.00703095,0.56558407,0.25301815,0.00556588,0.99692363,0.26992365,0.11106054
-5.18359180,1.40844707,0.00208352,0.00726079,0.58042806,0.25061421,0.00546275,1.01822868,0.27563358,0.11446257
-5.17758879,1.43289986,0.00181884,0.00748263,0.59510972,0.24890401,0.00537822,1.03942238,0.28154140,0.11759092
-5.17158579,1.45671713,0.00157931,0.00769470,0.60932348,0.24777428,0.00531088,1.06000529,0.28749950,0.12039909
-5.16558279,1.47926498,0.00136437,0.00789589,0.62278210,0.24710786,0.00525922,1.07950605,0.29336392,0.12284826
-5.15957979,1.49996026,0.00117306,0.00808585,0.63522088,0.24678726,0.00522174,1.09748963,0.29899675,0.12490792
-5.15357679,1.51828016,0.00100409,0.00826504,0.64640084,0.24669791,0.00519699,1.11356370,0.30426813,0.12655628
-5.14757379,1.53376932,0.00085599,0.00843470,0.65611089,0.24673113,0.00518364,1.12738327,0.30905785,0.12778031
-5.14157079,1.54604465,0.00072709,0.00859692,0.66416915,0.24678658,0.00518059,1.13865392,0.31325666,0.12857555
-5.13556778,1.55479843,0.00061567,0.00875459,0.67042377,0.24677451,0.00518698,1.14713383,0.31676729,0.12894573
-5.12956478,1.55980012,0.00051998,0.00891142,0.67475337,0.24661761,0.00520224,1.15263511,0.31950547,0.12890228
-5.12356178,1.56089721,0.00043830,0.00907181,0.67706736,0.24625259,0.00522614,1.15502470,0.32140077,0.12846361
-5.11755878,1.55801566,0.00036898,0.00924087,0.67730627,0.24563153,0.00525879,1.15422501,0.32239752,0.12765452
-5.11155578,1.55116011,0.00031049,0.00942425,0.67544225,0.24472302,0.00530068,1.15021469,0.32245575,0.12650538
-5.10555278,1.54041401,0.00026140,0.00962812,0.67147972,0.24351308,0.00535261,1.14302944,0.32155209,0.12505153
-5.09954977,1.52593962,0.00022041,0.00985893,0.66545611,0.24200587,0.00541575,1.13276280,0.31968071,0.12333255
-5.09354677,1.50797786,0.00018640,0.01012333,0.65744270,0.24022421,0.00549154,1.11956694,0.31685415,0.12139163
-5.08754377,1.48684754,0.00015836,0.01042795,0.64754522,0.23820971,0.00558164,1.10365301,0.31310395,0.11927498
-5.08154077,1.46294375,0.00013544,0.01077922,0.63590421,0.23602273,0.00568792,1.08529087,0.30848102,0.11703122
-5.07553777,1.43673497,0.00011691,0.01118311,0.62269471,0.23374186,0.00581234,1.06480782,0.30305554,0.11471075
-5.06953477,1.40875846,0.00010218,0.01164493,0.60812527,0.23146293,0.00595687,1.04258600,0.29691645,0.11236515
-5.06353177,1.37961370,0.00009078,0.01216903,0.59243595,0.22929766,0.00612339,1.01905823,0.29017027,0.11004645
-5.05752876,1.34995358,0.00008232,0.01275860,0.57589531,0.22737171,0.00631363,0.99470209,0.28293937,0.10780642
-5.05152576,1.32047331,0.00007652,0.01341542,0.55879620,0.22582226,0.00652901,0.97003209,0.27535954,0.10569575
-5.04552276,1.29189709,0.00007318,0.01413959,0.54145051,0.22479509,0.00677061,0.94559016,0.26757695,0.10376317
-5.03951976,1.26496286,0.00007216,0.01492943,0.52418284,0.22444128,0.00703905,0.92193443,0.25974466,0.10205451
-5.03351676,1.24040547,0.00007338,0.01578129,0.50732339,0.22491349,0.00733441,0.89962675,0.25201854,0.10061187
-5.02751376,1.21893888,0.00007684,0.01668945,0.49120018,0.22636206,0.00765624,0.87921929,0.24455305,0.09947258
-5.02151076,1.20123802,0.00008252,0.01764619,0.47613102,0.22893096,0.00800344,0.86124073,0.23749685,0.09866850
-5.01550775,1.18792097,0.00009048,0.01864180,0.46241539,0.23275373,0.00837433,0.84618260,0.23098841,0.09822517
-5.00950475,1.17953227,0.00010078,0.01966475,0.45032673,0.23794962,0.00876665,0.83448621,0.22515190,0.09816128
-5.00350175,1.17652792,0.00011348,0.02070197,0.44010526,0.24462004,0.00917757,0.82653087,0.22009352,0.09848821
-4.99749875,1.17926284,0.00012864,0.02173910,0.43195175,0.25284534,0.00960383,0.82262368,0.21589832,0.09920987
-4.99149575,1.18798109,0.00014634,0.02276096,0.42602246,0.26268229,0.01004175,0.82299140,0.21262770,0.10032265
-4.98549275,1.20280940,0.00016659,0.02375195,0.42242530,0.27416216,0.01048738,0.82777472,0.21031774,0.10181569
-4.97948974,1.22375411,0.00018941,0.02469660,0.42121752,0.28728948,0.01093660,0.83702496,0.20897828,0.10367131
-4.97348674,1.25070167,0.00021476,0.02558003,0.42240478,0.30204176,0.01138521,0.85070350,0.20859290,0.10586562
-4.96748374,1.28342259,0.00024256,0.02638856,0.42594177,0.31836993,0.01182904,0.86868369,0.20911966,0.10836937
-4.96148074,1.32157867,0.00027267,0.02711012,0.43173420,0.33619971,0.01226406,0.89075536,0.21049270,0.11114884
-4.95547774,1.36473328,0.00030488,0.02773478,0.43964206,0.35543378,0.01268638,0.91663149,0.21262445,0.11416687
-4.94947474,1.41236421,0.00033895,0.02825510,0.44948404,0.37595479,0.01309238,0.94595704,0.21540850,0.11738388
-4.94347174,1.46387872,0.00037453,0.02866648,0.46104298,0.39762904,0.01347867,0.97831934,0.21872294,0.12075900
-4.93746873,1.51863028,0.00041123,0.02896729,0.47407198,0.42031080,0.01384210,1.01325999,0.22243408,0.12425104
-4.93146573,1.57593648,0.00044860,0.02915909,0.48830122,0.44384704,0.01417975,1.05028760,0.22640041,0.12781948
-4.92546273,1.63509755,0.00048613,0.02924649,0.50344505,0.46808259,0.01448886,1.08889122,0.23047665,0.13142534
-4.91945973,1.69541494,0.00052326,0.02923711,0.51920932,0.49286519,0.01476682,1.12855388,0.23451785,0.13503196
-4.91345673,1.75620934,0.00055941,0.02914133,0.53529860,0.51805063,0.01501107,1.16876592,0.23838333,0.13860562
-4.90745373,1.81683761,0.00059395,0.02897191,0.55142327,0.54350740,0.01521906,1.20903766,0.24194033,0.14211610
-4.90145073,1.87670802,0.00062629,0.02874364,0.56730603,0.56912074,0.01538826,1.24891090,0.24506744,0.14553698
-4.89544772,1.93529323,0.00065583,0.02847280,0.58268794,0.59479589,0.01551606,1.28796915,0.24765750,0.14884594
-4.88944472,1.99214056,0.00068200,0.02817666,0.59733356,0.62046022,0.01559988,1.32584579,0.24962004,0.15202482
-4.88344172,2.04687901,0.00070430,0.02787287,0.61103529,0.64606412,0.01563710,1.36223026,0.25088313,0.15505956
-4.87743872,2.09922287,0.00072230,0.02757893,0.62361649,0.67158049,0.01562522,1.39687176,0.25139463,0.15794002
-4.87143572,2.14897142,0.00073563,0.02731158,0.63493362,0.69700272,0.01556189,1.42958042,0.25112277,0.16065962
-4.86543272,2.19600499,0.00074405,0.02708630,0.64487708,0.72234134,0.01544506,1.46022580,0.25005616,0.16321487
-4.85942971,2.24027729,0.00074741,0.02691673,0.65337088,0.74761912,0.01527308,1.48873291,0.24820303,0.16560479
-4.85342671,2.28180435,0.00074569,0.02681432,0.66037124,0.77286521,0.01504487,1.51507581,0.24559003,0.16783020
-4.84742371,2.32065078,0.00073899,0.02678786,0.66586406,0.79810831,0.01476001,1.53926924,0.24226041,0.16989291
-4.84142071,2.35691388,0.00072754,0.02684326,0.66986158,0.82336936,0.01441888,1.56135872,0.23827179,0.17179496
-4.83541771,2.39070663,0.00071169,0.02698330,0.67239839,0.84865419,0.01402278,1.58140966,0.23369357,0.17353772
-4.82941471,2.42214055,0.00069189,0.02720753,0.67352695,0.87394661,0.01357392,1.59949621,0.22860418,0.17512112
-4.82341171,2.45130948,0.00066871,0.02751226,0.67331311,0.89920233,0.01307553,1.61569057,0.22308817,0.17654296
-4.81740870,2.47827547,0.00064282,0.02789068,0.67183164,0.92434437,0.01253178,1.63005338,0.21723341,0.17779836
-4.81140570,2.50305766,0.00061494,0.02833303,0.66916226,0.94926014,0.01194777,1.64262606,0.21112837,0.17887936
-4.80540270,2.52562511,0.00058590,0.02882694,0.66538629,0.97380067,0.01132938,1.65342537,0.20485975,0.17977485
-4.79939970,2.54589409,0.00055655,0.02935778,0.66058419,0.99778208,0.01068319,1.66244086,0.19851047,0.18047067
-4.79339670,2.56373013,0.00052777,0.02990920,0.65483400,1.02098944,0.01001628,1.66963535,0.19215803,0.18095007
-4.78739370,2.57895494,0.00050050,0.03046363,0.64821088,1.04318271,0.00933602,1.67494832,0.18587340,0.18119439
-4.78139070,2.59135763,0.00047563,0.03100294,0.64078760,1.06410482,0.00864995,1.67830221,0.17972041,0.18118404
-4.77538769,2.60070964,0.00045407,0.03150906,0.63263587,1.08349107,0.00796547,1.67961096,0.17375548,0.18089969
-4.76938469,2.60678231,0.00043672,0.03196464,0.62382839,1.10107972,0.00728975,1.67879036,0.16802787,0.18032357
-4.76338169,2.60936587,0.00042441,0.03235367,0.61444123,1.11662285,0.00662947,1.67576921,0.16258016,0.17944090
-4.75737869,2.60828831,0.00041795,0.03266209,0.60455643,1.12989690,0.00599070,1.67050051,0.15744900,0.17824122
-4.75137569,2.60343285,0.00041807,0.03287831,0.59426426,1.14071236,0.00537877,1.66297179,0.15266586,0.17671970
-4.74537269,2.59475256,0.00042545,0.03299364,0.58366502,1.14892177,0.00479817,1.65321356,0.14825792,0.17487814
-4.73936968,2.58228078,0.00044065,0.03300260,0.57287002,1.15442568,0.00425249,1.64130516,0.14424872,0.17272577
-4.73336668,2.56613656,0.00046414,0.03290311,0.56200143,1.15717609,0.00374440,1.62737747,0.14065867,0.17027962
-4.72736368,2.54652451,0.00049630,0.03269650,0.55119107,1.15717720,0.00327567,1.61161199,0.13750523,0.16756448
-4.72136068,2.52372874,0.00053735,0.03238742,0.54057783,1.15448342,0.00284719,1.59423615,0.13480283,0.16461250
-4.71535768,2.49810120,0.00058737,0.03198360,0.53030393,1.14919477,0.00245905,1.57551523,0.13256245,0.16146223
-4.70935468,2.47004518,0.00064627,0.03149545,0.52051011,1.14145005,0.00211061,1.55574094,0.13079087,0.15815742
-4.70335168,2.43999476,0.00071381,0.03093555,0.51133003,1.13141823,0.00180060,1.53521770,0.12948972,0.15474539
-4.69734867,2.40839177,0.00078954,0.03031809,0.50288416,1.11928865,0.00152727,1.51424720,0.12865433,0.15127519
-4.69134567,2.37566159,0.00087282,0.02965823,0.49527349,1.10526068,0.00128841,1.49311244,0.12827256,0.14779560
-4.68534267,2.34218965,0.00096280,0.02897140,0.48857367,1.08953364,0.00108155,1.47206216,0.12832364,0.14435318
-4.67933967,2.30829993,0.00105844,0.02827266,0.48282973,1.07229747,0.00090401,1.45129686,0.12877725,0.14099031
-4.67333667,2.27423721,0.00115850,0.02757608,0.47805192,1.05372489,0.00075300,1.43095721,0.12959279,0.13774348
-4.66733367,2.24015411,0.00126156,0.02689417,0.47421307,1.03396539,0.00062572,1.41111582,0.13071920,0.13464192
-4.66133067,2.20610383,0.00136604,0.02623748,0.47124749,1.01314142,0.00051943,1.39177284,0.13209510,0.13170652
-4.65532766,2.17203916,0.00147024,0.02561419,0.46905177,0.99134699,0.00043146,1.37285576,0.13364956,0.12894930
-4.64932466,2.13781771,0.00157234,0.02502995,0.46748748,0.96864855,0.00035933,1.35422352,0.13530337,0.12637320
-4.64332166,2.10321313,0.00167049,0.02448780,0.46638556,0.94508802,0.00030071,1.33567462,0.13697085,0.12397244
