energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-5.59779890,4.25233745,-3.99860795,0.01115330,-0.02498389,0.52135859,-0.42505158,3.06968368,-1.08503916,0.55820926,-0.40435624,0.74375168,-0.48723189,0.00000000,-0.00000000,0.03605356,-0.12003698,1.74793123,-1.85675310
-5.59179590,4.39538534,-4.03064916,0.01146838,-0.02471476,0.54311325,-0.43923423,3.22550000,-1.11764790,0.57590254,-0.41417599,0.77604850,-0.48688310,0.00000000,-0.00000000,0.03499281,-0.11977999,1.80524213,-1.85824995
-5.58579290,4.54312715,-4.06202543,0.01194416,-0.02451835,0.56514173,-0.45281002,3.37646499,-1.15215698,0.59503926,-0.42349531,0.80749382,-0.48772048,0.00000000,-0.00000000,0.03438233,-0.11920322,1.86473618,-1.86022055
-5.57978989,4.69333362,-4.09146455,0.01257587,-0.02438221,0.58710138,-0.46563512,3.52059539,-1.18848515,0.61535795,-0.43212433,0.83781323,-0.48951863,0.00000000,-0.00000000,0.03418105,-0.11830106,1.92559352,-1.86208998
-5.57378689,4.84379669,-4.11774066,0.01335747,-0.02429230,0.60865664,-0.47758848,3.65598543,-1.22659420,0.63660144,-0.43988411,0.86674979,-0.49203576,0.00000000,-0.00000000,0.03434439,-0.11707049,1.98699291,-1.86328195
-5.56778389,4.99237509,-4.13974351,0.01428173,-0.02423375,0.62948810,-0.48857888,3.78085346,-1.26650545,0.65852349,-0.44661500,0.89406664,-0.49502788,0.00000000,-0.00000000,0.03482540,-0.11551171,2.04812506,-1.86325155
-5.56178089,5.13703617,-4.15654467,0.01534042,-0.02419156,0.64930094,-0.49855128,3.89358624,-1.30831389,0.68089464,-0.45218471,0.91954923,-0.49826290,0.00000000,-0.00000000,0.03557577,-0.11362880,2.10820491,-1.86151719
-5.55577789,5.27589303,-4.16745776,0.01652439,-0.02415138,0.66783245,-0.50749203,3.99277934,-1.35219907,0.70350685,-0.45649558,0.94300730,-0.50153407,0.00000000,-0.00000000,0.03654690,-0.11143021,2.16648286,-1.85769023
-5.54977489,5.40723595,-4.17208959,0.01782378,-0.02410014,0.68485835,-0.51543257,4.07727197,-1.39843170,0.72617698,-0.45949075,0.96427635,-0.50467207,0.00000000,-0.00000000,0.03769067,-0.10892929,2.22225464,-1.85150110
-5.54377189,5.52955756,-4.17037983,0.01922808,-0.02402669,0.70019765,-0.52245144,4.14617518,-1.44737526,0.74874877,-0.46115897,0.98321882,-0.50755546,0.00000000,-0.00000000,0.03896032,-0.10614453,2.27486988,-1.84282070
-5.53776888,5.64157100,-4.16262692,0.02072630,-0.02392232,0.71371584,-0.52867425,4.19889203,-1.49948181,0.77109340,-0.46153767,0.99972467,-0.51011874,0.00000000,-0.00000000,0.04031110,-0.10309976,2.32373917,-1.83167597
-5.53176588,5.74222112,-4.14949857,0.02230702,-0.02378117,0.72532645,-0.53427158,4.23512932,-1.55528185,0.79310861,-0.46071413,1.01371164,-0.51235791,0.00000000,-0.00000000,0.04170088,-0.09982404,2.36833966,-1.81825894
-5.52576288,5.83068835,-4.13202585,0.02395852,-0.02360051,0.73499077,-0.53945463,4.25490009,-1.61536803,0.81471629,-0.45882464,1.02512494,-0.51433315,0.00000000,-0.00000000,0.04309071,-0.09635143,2.40821922,-1.80292857
-5.51975988,5.90638581,-4.11158051,0.02566882,-0.02338087,0.74271588,-0.54446877,4.25851723,-1.68037298,0.83585887,-0.45605153,1.03393657,-0.51616853,0.00000000,-0.00000000,0.04444518,-0.09272056,2.44299901,-1.78620534
-5.51375688,5.96894985,-4.08983605,0.02742570,-0.02312607,0.74855106,-0.54958516,4.24657832,-1.75094193,0.85649455,-0.45261822,1.04014414,-0.51804863,0.00000000,-0.00000000,0.04573287,-0.08897389,2.47237472,-1.76875829
-5.50775388,6.01822494,-4.06871359,0.02921674,-0.02284307,0.75258280,-0.55509056,4.21994246,-1.82770096,0.87659169,-0.44878230,1.04376939,-0.52021239,0.00000000,-0.00000000,0.04692653,-0.08515693,2.49611632,-1.75138528
-5.50175088,6.05424367,-4.05031440,0.03102928,-0.02254169,0.75492863,-0.56127592,4.17970022,-1.91122213,0.89612270,-0.44482703,1.04485642,-0.52294410,0.00000000,-0.00000000,0.04800330,-0.08131720,2.51406665,-1.73498680
-5.49574787,6.07720328,-4.03684178,0.03285042,-0.02223424,0.75573015,-0.56842397,4.12713791,-2.00198687,0.91505768,-0.44105139,1.04346958,-0.52656224,0.00000000,-0.00000000,0.04894478,-0.07750315,2.52613891,-1.72053446
-5.48974487,6.08743970,-4.03051498,0.03466700,-0.02193499,0.75514547,-0.57679645,4.06369778,-2.10034947,0.93335840,-0.43775920,1.03969138,-0.53140618,0.00000000,-0.00000000,0.04973709,-0.07376289,2.53231317,-1.70903528
-5.48374187,6.08540082,-4.03347892,0.03646556,-0.02165958,0.75334164,-0.58662152,3.99093577,-2.20650215,0.95097284,-0.43524764,1.03362023,-0.53782167,0.00000000,-0.00000000,0.05037074,-0.07014300,2.53263233,-1.70149313
-5.47773887,6.07162028,-4.04771311,0.03823232,-0.02142436,0.75048727,-0.59808180,3.91047857,-2.32044371,0.96783084,-0.43379567,1.02536835,-0.54614534,0.00000000,-0.00000000,0.05084053,-0.06668729,2.52719765,-1.69886878
-5.47173587,6.04669340,-4.07494355,0.03995324,-0.02124571,0.74674581,-0.61130371,3.82398163,-2.44195322,0.98384119,-0.43365280,1.01505972,-0.55668899,0.00000000,-0.00000000,0.05114532,-0.06343561,2.51616411,-1.70204022
-5.46573287,6.01125641,-4.11656127,0.04161405,-0.02113929,0.74226982,-0.62634857,3.73308977,-2.57057047,0.99889050,-0.43502869,1.00282843,-0.56972429,0.00000000,-0.00000000,0.05128781,-0.06042283,2.49973613,-1.71176462
-5.45972986,5.96597049,-4.17355084,0.04320044,-0.02111936,0.73719650,-0.64320585,3.63940187,-2.70558428,1.01284407,-0.43808392,0.98881724,-0.58546839,0.00000000,-0.00000000,0.05127417,-0.05767782,2.47816364,-1.72864350
-5.45372686,5.91151123,-4.24643171,0.04469821,-0.02119808,0.73164479,-0.66178901,3.54444068,-2.84602958,1.02554901,-0.44292241,0.97317662,-0.60407109,0.00000000,-0.00000000,0.05111380,-0.05522279,2.45173897,-1.75309246
-5.44772386,5.84856437,-4.33521507,0.04609355,-0.02138495,0.72571400,-0.68193407,3.44962889,-2.99069402,1.03683953,-0.44958574,0.95606420,-0.62560399,0.00000000,-0.00000000,0.05081894,-0.05307268,2.42079468,-1.78531657
-5.44172086,5.77782799,-4.43937774,0.04737344,-0.02168627,0.71948424,-0.70340115,3.35627188,-3.13813395,1.04654437,-0.45804966,0.93764472,-0.65005219,0.00000000,-0.00000000,0.05040436,-0.05123483,2.38570242,-1.82529244
-5.43571786,5.70002084,-4.55785454,0.04852605,-0.02210471,0.71301848,-0.72587893,3.26554757,-3.28669974,1.05449609,-0.46822281,0.91809036,-0.67730872,0.00000000,-0.00000000,0.04988705,-0.04970886,2.34687292,-1.87275758
-5.42971486,5.61589628,-4.68904936,0.04954123,-0.02263908,0.70636611,-0.74899191,3.17850315,-3.43456958,1.06054183,-0.47994792,0.89758150,-0.70717211,0.00000000,-0.00000000,0.04928596,-0.04848682,2.30475697,-1.92720765
-5.42371186,5.52626068,-4.83086488,0.05041106,-0.02328413,0.69956775,-0.77231020,3.09605832,-3.57979079,1.06455505,-0.49300527,0.87630777,-0.73934706,0.00000000,-0.00000000,0.04862171,-0.04755350,2.25984712,-1.98790155
-5.41770885,5.43199467,-4.98074985,0.05113037,-0.02403056,0.69266099,-0.79536167,3.01901433,-3.72032721,1.06644762,-0.50711840,0.85446929,-0.77344844,0.00000000,-0.00000000,0.04791640,-0.04688702,2.21267995,-2.05387449
-5.41170585,5.33407560,-5.13576248,0.05169733,-0.02486517,0.68568672,-0.81764577,2.94806762,-3.85411091,1.06618149,-0.52196184,0.83227792,-0.80900830,0.00000000,-0.00000000,0.04719344,-0.04645951,2.16383829,-2.12395850
-5.40570285,5.23359881,-5.29264787,0.05211389,-0.02577116,0.67869541,-0.83864871,2.88382696,-3.97909667,1.06377927,-0.53717062,0.80995841,-0.84548600,0.00000000,-0.00000000,0.04647733,-0.04623809,2.11395304,-2.19680989
-5.39969985,5.13179573,-5.44792676,0.05238621,-0.02672856,0.67175312,-0.85785942,2.82683248,-4.09331700,1.05933298,-0.55235123,0.78774917,-0.88228084,0.00000000,-0.00000000,0.04579357,-0.04618586,2.06370390,-2.27094278
-5.39369685,5.03004646,-5.59799296,0.05252493,-0.02771478,0.66494655,-0.87478558,2.77757503,-4.19493598,1.05301021,-0.56709357,0.76590265,-0.91874708,0.00000000,-0.00000000,0.04516842,-0.04626308,2.01381854,-2.34476779
-5.38769385,4.92988487,-5.73921599,0.05254532,-0.02870530,0.65838683,-0.88896935,2.73651440,-4.28230006,1.04505711,-0.58098363,0.74468488,-0.95421072,0.00000000,-0.00000000,0.04462871,-0.04642834,1.96506958,-2.41663464
-5.38169085,4.83299445,-5.86804591,0.05246719,-0.02967444,0.65221158,-0.90000206,2.70409462,-4.35398416,1.03579782,-0.59361640,0.72437432,-0.98798763,0.00000000,-0.00000000,0.04420163,-0.04663984,1.91826897,-2.48487738
-5.37568784,4.74119356,-5.98111683,0.05231468,-0.03059620,0.64658506,-0.90753749,2.68075522,-4.40883164,1.02562998,-0.60460853,0.70525971,-1.01940236,0.00000000,-0.00000000,0.04391438,-0.04685664,1.87425939,-2.54786099
-5.36968484,4.65640953,-6.07534601,0.05211579,-0.03144517,0.64169608,-0.91130318,2.66693705,-4.44598694,1.01501631,-0.61361045,0.68763679,-1.04780712,0.00000000,-0.00000000,0.04379378,-0.04703981,1.83390244,-2.60402784
-5.36368184,4.58064139,-6.14802535,0.05190174,-0.03219738,0.63775379,-0.91110955,2.66308189,-4.46492030,1.00447227,-0.62031750,0.67180411,-1.07260030,0.00000000,-0.00000000,0.04386585,-0.04715357,1.79806358,-2.65194266
-5.35767884,4.51591190,-6.19690273,0.05170606,-0.03283119,0.63498128,-0.90685649,2.66962535,-4.46544379,0.99455042,-0.62447971,0.65805766,-1.09324384,0.00000000,-0.00000000,0.04415519,-0.04716636,1.76759414,-2.69033454
-5.35167584,4.46421023,-6.22025070,0.05156367,-0.03332815,0.63360729,-0.89853725,2.68698293,-4.44771869,0.98582170,-0.62591000,0.64668466,-1.10927911,0.00000000,-0.00000000,0.04468447,-0.04705165,1.74331054,-2.71813492
-5.34567284,4.42742726,-6.21692052,0.05150965,-0.03367370,0.63385636,-0.88623967,2.71552959,-4.41225445,0.97885471,-0.62449053,0.63795646,-1.12034058,0.00000000,-0.00000000,0.04547366,-0.04678873,1.72597158,-2.73451015
