energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Mg_p_up,Mg_p_down,Mg_d_up,Mg_d_down,S_s_up,S_s_down,S_p_up,S_p_down
-6.00000000,3.33730621,-6.23529440,0.03378701,-0.08027856,0.10635981,-0.27329454,1.33204939,-1.99887183,0.29582438,-0.51511945,0.39152241,-0.85789797,0.00000000,-0.00000000,0.05651881,-0.12420809,1.68581932,-3.12684983
-5.99399700,3.19142612,-6.15964958,0.03195141,-0.07585463,0.10406413,-0.26756927,1.27573299,-1.98254017,0.28168800,-0.50510973,0.37493767,-0.85789161,0.00000000,-0.00000000,0.05341346,-0.12075095,1.61061565,-3.09948131
-5.98799400,3.05367083,-6.07743318,0.03019605,-0.07157976,0.10258848,-0.26211518,1.21897910,-1.96353127,0.26926391,-0.49487264,0.35898517,-0.85654238,0.00000000,-0.00000000,0.05041325,-0.11725009,1.53863265,-3.06757167
-5.98199100,2.92674117,-5.98559562,0.02854630,-0.06744790,0.10201977,-0.25677012,1.16286422,-1.94098661,0.25878650,-0.48417374,0.34403776,-0.85331894,0.00000000,-0.00000000,0.04756919,-0.11367234,1.47126733,-3.02956925
-5.97598799,2.81318460,-5.88155079,0.02702725,-0.06345177,0.10244322,-0.25138587,1.10845592,-1.91415483,0.25047718,-0.47281051,0.33046398,-0.84775908,0.00000000,-0.00000000,0.04493234,-0.10998982,1.40983142,-2.98417639
-5.96998499,2.71532357,-5.76326435,0.02566287,-0.05958404,0.10393969,-0.24583276,1.05677998,-1.88241890,0.24453867,-0.46062004,0.31861695,-0.83948480,0.00000000,-0.00000000,0.04255267,-0.10618107,1.35551515,-2.93039329
-5.96398199,2.63519160,-5.62931925,0.02447526,-0.05583824,0.10658299,-0.24000333,1.00878976,-1.84531851,0.24114955,-0.44748470,0.30882332,-0.82821414,0.00000000,-0.00000000,0.04047806,-0.10223196,1.30935536,-2.86755003
-5.95797899,2.57447869,-5.47895665,0.02348386,-0.05220954,0.11043723,-0.23381513,0.96533876,-1.80256696,0.24045934,-0.43333569,0.30137289,-0.81376952,0.00000000,-0.00000000,0.03875338,-0.09813625,1.27220885,-2.79532604
-5.95197599,2.53448763,-5.31209181,0.02270485,-0.04869537,0.11555431,-0.22721233,0.92715754,-1.75406180,0.24258405,-0.41815447,0.29650891,-0.79608241,0.00000000,-0.00000000,0.03741967,-0.09389580,1.24473157,-2.71375651
-5.94597299,2.51610205,-5.12930536,0.02215063,-0.04529566,0.12197159,-0.22016652,0.89483531,-1.69988902,0.24760239,-0.40197215,0.29441957,-0.77519414,0.00000000,-0.00000000,0.03651350,-0.08952050,1.22736411,-2.62322632
-5.93996998,2.51976683,-4.93181146,0.02182939,-0.04201305,0.12970988,-0.21267634,0.86880689,-1.64032062,0.25555266,-0.38486695,0.29523081,-0.75125316,0.00000000,-0.00000000,0.03606637,-0.08502784,1.22032372,-2.52445183
-5.93396698,2.54548089,-4.72140496,0.02174482,-0.03885281,0.13877176,-0.20476637,0.84934505,-1.57580570,0.26643040,-0.36696005,0.29900061,-0.72450881,0.00000000,-0.00000000,0.03610433,-0.08044227,1.22360282,-2.41845209
-5.92796398,2.59280223,-4.50039085,0.02189593,-0.03582260,0.14914027,-0.19648518,0.83655831,-1.50695561,0.28018695,-0.34841000,0.30571516,-0.69530211,0.00000000,-0.00000000,0.03664768,-0.07579434,1.23697374,-2.30651080
-5.92196098,2.66086449,-4.27149941,0.02227704,-0.03293215,0.16077805,-0.18790262,0.83039378,-1.43452381,0.29672875,-0.32940619,0.31528686,-0.66405398,0.00000000,-0.00000000,0.03771075,-0.07111961,1.25999935,-2.19013099
-5.91595798,2.74840408,-4.03779101,0.02287784,-0.03019284,0.17362702,-0.17910675,0.83064481,-1.35938128,0.31591769,-0.31016157,0.32755432,-0.63125149,0.00000000,-0.00000000,0.03930176,-0.06645751,1.29204898,-2.07098446
-5.90995498,2.85379673,-3.80255466,0.02368362,-0.02761716,0.18760846,-0.17020016,0.83696271,-1.28248866,0.33757236,-0.29090504,0.34228452,-0.59743265,0.00000000,-0.00000000,0.04142286,-0.06185013,1.33231885,-1.95085807
-5.90395198,2.97510191,-3.56920428,0.02467560,-0.02521822,0.20262372,-0.16129623,0.84887198,-1.20486615,0.36147019,-0.27187376,0.35917705,-0.56317043,0.00000000,-0.00000000,0.04407004,-0.05734094,1.37985634,-1.83159892
-5.89794897,3.11011366,-3.34117633,0.02583137,-0.02300924,0.21855528,-0.15251513,0.86578824,-1.12756246,0.38735058,-0.25330586,0.37787041,-0.52905654,0.00000000,-0.00000000,0.04723328,-0.05297366,1.43358710,-1.71506044
-5.89194597,3.25641591,-3.12183230,0.02712548,-0.02100306,0.23526840,-0.14397993,0.88703821,-1.05162394,0.41491891,-0.23543347,0.39795031,-0.49568546,0.00000000,-0.00000000,0.05089654,-0.04879114,1.49234408,-1.60305108
-5.88594297,3.41144063,-2.91436867,0.02853002,-0.01921165,0.25261318,-0.13581281,0.91188091,-0.97806505,0.44385133,-0.21847656,0.41895975,-0.46363927,0.00000000,-0.00000000,0.05503786,-0.04483435,1.55489762,-1.49728697
-5.87993997,3.57252694,-2.72173669,0.03001534,-0.01764575,0.27042689,-0.12813150,0.93952938,-0.90784106,0.47380024,-0.20263758,0.44041076,-0.43347356,0.00000000,-0.00000000,0.05962948,-0.04114159,1.61998545,-1.39934987
-5.87393697,3.73697939,-2.54657353,0.03155078,-0.01631450,0.28853675,-0.12104610,0.96917228,-0.84182388,0.50440042,-0.18809701,0.46179725,-0.40570471,0.00000000,-0.00000000,0.06463786,-0.03774775,1.68634197,-1.31065103
-5.86793397,3.90212384,-2.39114576,0.03310542,-0.01522513,0.30676278,-0.11465622,0.99999479,-0.78078163,0.53527542,-0.17500978,0.48260890,-0.38079877,0.00000000,-0.00000000,0.07002375,-0.03468381,1.75272579,-1.23240154
-5.86193097,4.06535933,-2.25730560,0.03464882,-0.01438275,0.32492087,-0.10904860,1.03119830,-0.72536232,0.56604435,-0.16350277,0.50234543,-0.35916198,0.00000000,-0.00000000,0.07574232,-0.03197649,1.81794483,-1.16558948
-5.85592796,4.22420482,-2.14645999,0.03615173,-0.01379010,0.34282586,-0.10429524,1.06201847,-0.67608199,0.59632854,-0.15367300,0.52053087,-0.34113301,0.00000000,-0.00000000,0.08174318,-0.02964799,1.88087843,-1.11096358
-5.84992496,4.37633959,-2.05955191,0.03758670,-0.01344739,0.36029454,-0.10045198,1.09174147,-0.63331719,0.62575818,-0.14558680,0.53672738,-0.32697686,0.00000000,-0.00000000,0.08797050,-0.02771592,1.94049604,-1.06902340
-5.84392196,4.51963695,-1.99705340,0.03892871,-0.01335216,0.37714857,-0.09755761,1.11971794,-0.59730187,0.65397847,-0.13927963,0.55054805,-0.31688033,0.00000000,-0.00000000,0.09436320,-0.02619327,1.99587212,-1.04001558
-5.83791896,4.65219049,-1.95896941,0.04015555,-0.01349915,0.39321716,-0.09563346,1.14537494,-0.56812827,0.68065537,-0.13475659,0.56166821,-0.31094908,0.00000000,-0.00000000,0.10085520,-0.02508856,2.04619718,-1.02393562
-5.83191596,4.77233332,-1.94485141,0.04124816,-0.01388023,0.40833953,-0.09468349,1.16822546,-0.54575158,0.70548062,-0.13199348,0.56983498,-0.30920616,0.00000000,-0.00000000,0.10737572,-0.02440591,2.09078503,-1.02053485
-5.82591296,4.87865033,-1.95381996,0.04219090,-0.01448429,0.42236716,-0.09469485,1.18787586,-0.52999782,0.72817604,-0.13093834,0.57487443,-0.31159192,0.00000000,-0.00000000,0.11384982,-0.02414533,2.12907647,-1.02933201
-5.81990995,4.96998425,-1.98459528,0.04297158,-0.01529722,0.43516563,-0.09563891,1.20403125,-0.52057464,0.74849705,-0.13151348,0.57669640,-0.31796530,0.00000000,-0.00000000,0.12019902,-0.02430286,2.16063979,-1.04962905
-5.81390695,5.04543643,-2.03553487,0.04358142,-0.01630197,0.44661638,-0.09747259,1.21649890,-0.51708429,0.76623528,-0.13361789,0.57529654,-0.32810658,0.00000000,-0.00000000,0.12634211,-0.02487084,2.18516855,-1.08053060
-5.80790395,5.10436338,-2.10467748,0.04401494,-0.01747851,0.45661809,-0.10014021,1.22519002,-0.51903865,0.78122051,-0.13712989,0.57075578,-0.34172148,0.00000000,-0.00000000,0.13219626,-0.02583812,2.20247720,-1.12096690
-5.80190095,5.14637020,-2.18979254,0.04426970,-0.01880407,0.46508799,-0.10357551,1.23012008,-0.52587541,0.79332188,-0.14191029,0.56323702,-0.35844677,0.00000000,-0.00000000,0.13767819,-0.02719030,2.21249520,-1.16971968
-5.79589795,5.17130217,-2.28843428,0.04434600,-0.02025326,0.47196296,-0.10770406,1.23140782,-0.53697539,0.80244840,-0.14780565,0.55297954,-0.37785726,0.00000000,-0.00000000,0.14270563,-0.02890996,2.21526021,-1.22545069
-5.78989495,5.17923547,-2.39799979,0.04424652,-0.02179841,0.47720059,-0.11244580,1.22927327,-0.55168023,0.80854910,-0.15465194,0.54029107,-0.39947445,0.00000000,-0.00000000,0.14719896,-0.03097685,2.21091082,-1.28673233
-5.78389195,5.17046791,-2.51578988,0.04397597,-0.02340995,0.48078019,-0.11771777,1.22403483,-0.56931027,0.81161271,-0.16227835,0.52553815,-0.42277648,0.00000000,-0.00000000,0.15108295,-0.03336819,2.19967944,-1.35208014
-5.77788894,5.14551032,-2.63907180,0.04354070,-0.02505688,0.48270371,-0.12343689,1.21610557,-0.58918215,0.81166714,-0.17051131,0.50913511,-0.44720961,0.00000000,-0.00000000,0.15428865,-0.03605883,2.18188544,-1.41998642
-5.77188594,5.10507882,-2.76514260,0.04294838,-0.02670738,0.48299670,-0.12952275,1.20598884,-0.61062585,0.80877869,-0.17917862,0.49153199,-0.47220088,0.00000000,-0.00000000,0.15675523,-0.03902158,2.15792902,-1.48895438
-5.76588294,5.05008806,-2.89139163,0.04220771,-0.02832941,0.48170922,-0.13590028,1.19427310,-0.63300069,0.80305123,-0.18811361,0.47320213,-0.49717179,0.00000000,-0.00000000,0.15843183,-0.04222744,2.12828552,-1.55753213
-5.75987994,4.98164490,-3.01536080,0.04132817,-0.02989148,0.47891654,-0.14250232,1.18162609,-0.65571023,0.79462518,-0.19715925,0.45462971,-0.52155263,0.00000000,-0.00000000,0.15927930,-0.04564597,2.09350034,-1.62434570
-5.75387694,4.90104205,-3.13480091,0.04031983,-0.03136341,0.47471977,-0.14927187,1.16878796,-0.67821542,0.78367637,-0.20617211,0.43629761,-0.54479723,0.00000000,-0.00000000,0.15927168,-0.04924558,2.05418404,-1.68813010
-5.74787394,4.80975075,-3.24772237,0.03919327,-0.03271706,0.46924615,-0.15616398,1.15656362,-0.70004609,0.77041471,-0.21502596,0.41867619,-0.56639742,0.00000000,-0.00000000,0.15839742,-0.05299391,2.01100745,-1.74775774
-5.74187094,4.70941146,-3.35243881,0.03795951,-0.03392716,0.46264898,-0.16314736,1.14581371,-0.72081018,0.75508248,-0.22361502,0.40221303,-0.58589688,0.00000000,-0.00000000,0.15666026,-0.05685824,1.96469622,-1.80226298
-5.73586793,4.60182172,-3.44760197,0.03663001,-0.03497196,0.45510697,-0.17020530,1.13744444,-0.74020079,0.73795231,-0.23185663,0.38732407,-0.60290383,0.00000000,-0.00000000,0.15407958,-0.06080587,1.91602464,-1.85086235
-5.72986493,4.48892008,-3.53222659,0.03521666,-0.03583391,0.44682305,-0.17733628,1.13239583,-0.75800061,0.71932458,-0.23969322,0.37438614,-0.61710192,0.00000000,-0.00000000,0.15069048,-0.06480453,1.86580821,-1.89296934
-5.72386193,4.37276550,-3.60570440,0.03373189,-0.03650011,0.43802240,-0.18455380,1.13162845,-0.77408391,0.69952414,-0.24709350,0.36373107,-0.62825899,0.00000000,-0.00000000,0.14654317,-0.06882279,1.81489474,-1.92820350
-5.71785893,4.25551169,-3.66780632,0.03218866,-0.03696277,0.42894975,-0.19188573,1.13610847,-0.78841572,0.67889642,-0.25405279,0.35564132,-0.63623319,0.00000000,-0.00000000,0.14170202,-0.07283040,1.76415393,-1.95639318
-5.71185593,4.13937640,-3.71867289,0.03060054,-0.03721936,0.41986578,-0.19937301,1.14679110,-0.80104849,0.65780272,-0.26059244,0.35034715,-0.64097612,0.00000000,-0.00000000,0.13624410,-0.07679866,1.71446517,-1.97757193
-5.70585293,4.02660568,-3.75879285,0.02898168,-0.03727267,0.41104274,-0.20706773,1.16460242,-0.81211621,0.63661477,-0.26675822,0.34802513,-0.64253289,0.00000000,-0.00000000,0.13025728,-0.08070067,1.66670401,-1.99196849
-5.69984992,3.91943403,-3.78897062,0.02734684,-0.03713064,0.40275928,-0.21503071,1.19041982,-0.82182617,0.61570864,-0.27261784,0.34879792,-0.64103888,0.00000000,-0.00000000,0.12383811,-0.08451154,1.62172722,-1.99999081
-5.69384692,3.82004115,-3.81028379,0.02571126,-0.03680609,0.39529458,-0.22332853,1.22505129,-0.83044866,0.59545802,-0.27825751,0.35273517,-0.63671349,0.00000000,-0.00000000,0.11708927,-0.08820857,1.58035720,-2.00220452
-5.68784392,3.73050677,-3.82403187,0.02409058,-0.03631618,0.38892197,-0.23203017,1.26921390,-0.83830492,0.57622720,-0.28377777,0.35985531,-0.62985081,0.00000000,-0.00000000,0.11011706,-0.09177126,1.54336594,-1.99930667
-5.68184092,3.65276500,-3.83167839,0.02250071,-0.03568177,0.38390215,-0.24120333,1.32351193,-0.84575374,0.55836375,-0.28928853,0.37012810,-0.62080783,0.00000000,-0.00000000,0.10302863,-0.09518131,1.51145927,-1.99209575
-5.67583792,3.58855984,-3.83478818,0.02095759,-0.03492668,0.38047626,-0.25091057,1.38841517,-0.85317720,0.54219135,-0.29490377,0.38347779,-0.60999055,0.00000000,-0.00000000,0.09592948,-0.09842249,1.48526200,-1.98143891
-5.66983492,3.53940347,-3.83496225,0.01947701,-0.03407680,0.37885903,-0.26120535,1.46423801,-0.86096602,0.52800287,-0.30073572,0.39978667,-0.59783845,0.00000000,-0.00000000,0.08892089,-0.10148050,1.46530445,-1.96823781
-5.66383192,3.50653907,-3.83377265,0.01807439,-0.03315921,0.37923229,-0.27212830,1.55112009,-0.86950504,0.51605408,-0.30688911,0.41889894,-0.58480818,0.00000000,-0.00000000,0.08209776,-0.10434268,1.45201097,-1.95339423
-5.65782891,3.49090954,-3.83269965,0.01676447,-0.03220120,0.38173903,-0.28370361,1.64900907,-0.87915946,0.50655816,-0.31345546,0.44062474,-0.57135689,0.00000000,-0.00000000,0.07554663,-0.10699771,1.44569086,-1.93777656
-5.65182591,3.49313334,-3.83307368,0.01556116,-0.03122938,0.38647831,-0.29593598,1.75764646,-0.89026230,0.49968133,-0.32050774,0.46474432,-0.55792610,0.00000000,-0.00000000,0.06934409,-0.10943532,1.44653207,-1.92218874
-5.64582291,3.51348844,-3.83602416,0.01447724,-0.03026880,0.39350125,-0.30880811,1.87655726,-0.90310363,0.49553966,-0.32809567,0.49101221,-0.54492656,0.00000000,-0.00000000,0.06355563,-0.11164591,1.45459782,-1.90734234
-5.63981991,3.55190501,-3.84243720,0.01352424,-0.02934218,0.40280821,-0.32227899,2.00504398,-0.91792213,0.49419732,-0.33624182,0.51916129,-0.53272481,0.00000000,-0.00000000,0.05823482,-0.11362027,1.46982627,-1.89383313
-5.63381691,3.60796702,-3.85292379,0.01271218,-0.02846925,0.41434747,-0.33628311,2.14218596,-0.93489923,0.49566631,-0.34493875,0.54890698,-0.52163193,0.00000000,-0.00000000,0.05342289,-0.11534928,1.49203315,-1.88212273
-5.62781391,3.68092284,-3.86779988,0.01204953,-0.02766619,0.42801533,-0.35073073,2.28684436,-0.95415639,0.49990764,-0.35414733,0.57995113,-0.51189486,0.00000000,-0.00000000,0.04914874,-0.11682368,1.52091719,-1.87252610
-5.62181091,3.76970432,-3.88707909,0.01154306,-0.02694526,0.44365780,-0.36550920,2.43767325,-0.97575560,0.50683399,-0.36379646,0.61198598,-0.50369067,0.00000000,-0.00000000,0.04542923,-0.11803398,1.55606808,-1.86520524
-5.61580790,3.87295371,-3.91047858,0.01119780,-0.02631461,0.46107392,-0.38048550,2.59313718,-0.99970321,0.51631376,-0.37378407,0.64469800,-0.49712378,0.00000000,-0.00000000,0.04226980,-0.11897040,1.59697659,-1.86016937
-5.60980490,3.98905749,-3.93743801,0.01101702,-0.02577820,0.48002047,-0.39551000,2.75153494,-1.02595719,0.52817625,-0.38397973,0.67777153,-0.49222644,0.00000000,-0.00000000,0.03966527,-0.11962295,1.64304652,-1.85728152
-5.60380190,4.11618598,-3.96715097,0.01100225,-0.02533593,0.50021808,-0.41042119,2.91102954,-1.05443748,0.54221790,-0.39422850,0.71089245,-0.48896213,0.00000000,-0.00000000,0.03760092,-0.11998168,1.69360790,-1.85627126
