energy_ev,total_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,Si_p_up,Si_d_up
-6.00000000,1.90369228,1.11883470,0.42637924,0.07160497,0.33692723,0.43823945,0.00000000
-5.99399700,1.95847594,1.16507006,0.43851943,0.07237923,0.35781761,0.44157462,0.00000000
-5.98799400,2.00792364,1.20766984,0.44960248,0.07320051,0.37771910,0.44339588,0.00000000
-5.98199100,2.05131884,1.24586445,0.45946878,0.07409237,0.39629787,0.44368857,0.00000000
-5.97598799,2.08804360,1.27893160,0.46798280,0.07508648,0.41323631,0.44245860,0.00000000
-5.96998499,2.11759795,1.30621745,0.47503714,0.07622154,0.42824282,0.43973247,0.00000000
-5.96398199,2.13961751,1.32715715,0.48055609,0.07754215,0.44106111,0.43555713,0.00000000
-5.95797899,2.15388812,1.34129380,0.48449843,0.07909723,0.45147860,0.42999970,0.00000000
-5.95197599,2.16035640,1.34829475,0.48685925,0.08093839,0.45933361,0.42314679,0.00000000
-5.94597299,2.15913521,1.34796449,0.48767059,0.08311793,0.46452081,0.41510347,0.00000000
-5.93996998,2.15050316,1.34025322,0.48700064,0.08568678,0.46699476,0.40599181,0.00000000
-5.93396698,2.13489779,1.32526064,0.48495153,0.08869224,0.46677121,0.39594876,0.00000000
-5.92796398,2.11290229,1.30323444,0.48165564,0.09217568,0.46392629,0.38512361,0.00000000
-5.92196098,2.08522595,1.27456369,0.47727057,0.09617028,0.45859329,0.37367478,0.00000000
-5.91595798,2.05267913,1.23976701,0.47197285,0.10069882,0.45095751,0.36176616,0.00000000
-5.90995498,2.01614379,1.19947631,0.46595083,0.10577174,0.44124919,0.34956311,0.00000000
-5.90395198,1.97654091,1.15441658,0.45939697,0.11138549,0.42973495,0.33722815,0.00000000
-5.89794897,1.93479637,1.10538279,0.45249991,0.11752124,0.41670822,0.32491666,0.00000000
-5.89194597,1.89180713,1.05321492,0.44543682,0.12414420,0.40247893,0.31277269,0.00000000
-5.88594297,1.84840930,0.99877225,0.43836637,0.13120340,0.38736318,0.30092513,0.00000000
-5.87993997,1.80534980,0.94290803,0.43142273,0.13863212,0.37167316,0.28948439,0.00000000
-5.87393697,1.76326292,0.88644574,0.42471086,0.14634899,0.35570786,0.27853988,0.00000000
-5.86793397,1.72265304,0.83015769,0.41830343,0.15425967,0.33974486,0.26815824,0.00000000
-5.86193097,1.68388398,0.77474692,0.41223938,0.16225909,0.32403355,0.25838256,0.00000000
-5.85592796,1.64717548,0.72083295,0.40652425,0.17023418,0.30878994,0.24923255,0.00000000
-5.84992496,1.61260651,0.66894158,0.40113213,0.17806698,0.29419315,0.24070563,0.00000000
-5.84392196,1.58012497,0.61949904,0.39600914,0.18563799,0.28038359,0.23277894,0.00000000
-5.83791896,1.54956280,0.57283018,0.39107816,0.19282954,0.26746274,0.22541196,0.00000000
-5.83191596,1.52065541,0.52916059,0.38624434,0.19952912,0.25549434,0.21854983,0.00000000
-5.82591296,1.49306392,0.48862191,0.38140132,0.20563251,0.24450685,0.21212690,0.00000000
-5.81990995,1.46639899,0.45125994,0.37643753,0.21104643,0.23449685,0.20607058,0.00000000
-5.81390695,1.44024460,0.41704482,0.37124228,0.21569077,0.22543309,0.20030502,0.00000000
-5.80790395,1.41418066,0.38588246,0.36571140,0.21950023,0.21726103,0.19475467,0.00000000
-5.80190095,1.38780321,0.35762677,0.35975201,0.22242532,0.20990751,0.18934738,0.00000000
-5.79589795,1.36074151,0.33209185,0.35328640,0.22443272,0.20328537,0.18401701,0.00000000
-5.78989495,1.33267140,0.30906376,0.34625466,0.22550502,0.19729791,0.17870553,0.00000000
-5.78389195,1.30332460,0.28831137,0.33861632,0.22563995,0.19184288,0.17336434,0.00000000
-5.77788894,1.27249424,0.26959601,0.33035077,0.22484912,0.18681616,0.16795512,0.00000000
-5.77188594,1.24003665,0.25267970,0.32145674,0.22315645,0.18211486,0.16245003,0.00000000
-5.76588294,1.20587008,0.23733192,0.31195090,0.22059637,0.17763998,0.15683139,0.00000000
-5.75987994,1.16997087,0.22333481,0.30186581,0.21721198,0.17329859,0.15109101,0.00000000
-5.75387694,1.13236797,0.21048708,0.29124750,0.21305318,0.16900558,0.14522917,0.00000000
-5.74787394,1.09313616,0.19860657,0.28015274,0.20817497,0.16468500,0.13925343,0.00000000
-5.74187094,1.05238901,0.18753173,0.26864631,0.20263596,0.16027113,0.13317734,0.00000000
-5.73586793,1.01027187,0.17712216,0.25679841,0.19649714,0.15570917,0.12701917,0.00000000
-5.72986493,0.96695536,0.16725850,0.24468236,0.18982094,0.15095579,0.12080070,0.00000000
-5.72386193,0.92262974,0.15784167,0.23237254,0.18267052,0.14597931,0.11454614,0.00000000
-5.71785893,0.87750010,0.14879178,0.21994284,0.17510939,0.14075978,0.10828125,0.00000000
-5.71185593,0.83178253,0.14004674,0.20746541,0.16720107,0.13528883,0.10203259,0.00000000
-5.70585293,0.78570104,0.13156069,0.19500984,0.15900906,0.12956920,0.09582696,0.00000000
-5.69984992,0.73948515,0.12330237,0.18264254,0.15059674,0.12361422,0.08969098,0.00000000
-5.69384692,0.69336785,0.11525342,0.17042646,0.14202726,0.11744693,0.08365084,0.00000000
-5.68784392,0.64758371,0.10740670,0.15842089,0.13336348,0.11109908,0.07773205,0.00000000
-5.68184092,0.60236702,0.09976463,0.14668141,0.12466768,0.10460991,0.07195936,0.00000000
-5.67583792,0.55794972,0.09233759,0.13525977,0.11600121,0.09802474,0.06635667,0.00000000
-5.66983492,0.51455915,0.08514244,0.12420388,0.10742397,0.09139350,0.06094693,0.00000000
-5.66383192,0.47241552,0.07820107,0.11355762,0.09899380,0.08476910,0.05575214,0.00000000
-5.65782891,0.43172921,0.07153916,0.10336070,0.09076576,0.07820587,0.05079325,0.00000000
-5.65182591,0.39269807,0.06518498,0.09364844,0.08279135,0.07175795,0.04609018,0.00000000
-5.64582291,0.35550477,0.05916855,0.08445150,0.07511770,0.06547785,0.04166178,0.00000000
-5.63981991,0.32031454,0.05352082,0.07579565,0.06778688,0.05941515,0.03752590,0.00000000
-5.63381691,0.28727334,0.04827320,0.06770163,0.06083523,0.05361534,0.03369945,0.00000000
-5.62781391,0.25650670,0.04345730,0.06018499,0.05429289,0.04811904,0.03019864,0.00000000
-5.62181091,0.22811941,0.03910488,0.05325616,0.04818343,0.04296137,0.02703915,0.00000000
-5.61580790,0.20219599,0.03524814,0.04692059,0.04252380,0.03817163,0.02423655,0.00000000
-5.60980490,0.17880214,0.03192011,0.04117905,0.03732433,0.03377332,0.02180665,0.00000000
-5.60380190,0.15798687,0.02915529,0.03602813,0.03258910,0.02978433,0.01976604,0.00000000
-5.59779890,0.13978554,0.02699041,0.03146082,0.02831640,0.02621746,0.01813259,0.00000000
-5.59179590,0.12422327,0.02546527,0.02746723,0.02449932,0.02308104,0.01692598,0.00000000
-5.58579290,0.11131881,0.02462356,0.02403542,0.02112659,0.02037972,0.01616825,0.00000000
-5.57978989,0.10108841,0.02451363,0.02115223,0.01818342,0.01811545,0.01588417,0.00000000
-5.57378689,0.09354958,0.02518906,0.01880412,0.01565238,0.01628831,0.01610158,0.00000000
-5.56778389,0.08872434,0.02670904,0.01697801,0.01351431,0.01489750,0.01685154,0.00000000
-5.56178089,0.08664185,0.02913837,0.01566194,0.01174924,0.01394219,0.01816817,0.00000000
-5.55577789,0.08734005,0.03254711,0.01484571,0.01033711,0.01342226,0.02008836,0.00000000
-5.54977489,0.09086625,0.03700983,0.01452125,0.00925852,0.01333895,0.02265106,0.00000000
-5.54377189,0.09727652,0.04260429,0.01468287,0.00849530,0.01369530,0.02589636,0.00000000
-5.53776888,0.10663374,0.04940976,0.01532730,0.00803093,0.01449648,0.02986415,0.00000000
-5.53176588,0.11900453,0.05750488,0.01645352,0.00785085,0.01574990,0.03459253,0.00000000
-5.52576288,0.13445489,0.06696507,0.01806237,0.00794262,0.01746516,0.04011598,0.00000000
-5.51975988,0.15304498,0.07785973,0.02015601,0.00829593,0.01965389,0.04646326,0.00000000
-5.51375688,0.17482312,0.09024924,0.02273725,0.00890252,0.02232946,0.05365525,0.00000000
-5.50775388,0.19981937,0.10418192,0.02580876,0.00975598,0.02550655,0.06170266,0.00000000
-5.50175088,0.22803913,0.11969121,0.02937216,0.01085146,0.02920077,0.07060397,0.00000000
-5.49574787,0.25945710,0.13679316,0.03342723,0.01218537,0.03342815,0.08034346,0.00000000
-5.48974487,0.29401196,0.15548453,0.03797106,0.01375495,0.03820481,0.09088973,0.00000000
-5.48374187,0.33160243,0.17574151,0.04299735,0.01555793,0.04354653,0.10219456,0.00000000
-5.47773887,0.37208481,0.19751956,0.04849589,0.01759215,0.04946859,0.11419256,0.00000000
-5.47173587,0.41527255,0.22075412,0.05445220,0.01985522,0.05598558,0.12680143,0.00000000
-5.46573287,0.46093801,0.24536261,0.06084749,0.02234418,0.06311143,0.13992308,0.00000000
-5.45972986,0.50881659,0.27124753,0.06765877,0.02505530,0.07085957,0.15344564,0.00000000
-5.45372686,0.55861321,0.29830079,0.07485939,0.02798387,0.07924318,0.16724627,0.00000000
-5.44772386,0.61001106,0.32640902,0.08241971,0.03112405,0.08827556,0.18119483,0.00000000
-5.44172086,0.66268242,0.35545983,0.09030815,0.03446886,0.09797057,0.19515827,0.00000000
-5.43571786,0.71630108,0.38534859,0.09849240,0.03801013,0.10834308,0.20900561,0.00000000
-5.42971486,0.77055591,0.41598561,0.10694074,0.04173858,0.11940939,0.22261323,0.00000000
-5.42371186,0.82516499,0.44730319,0.11562360,0.04564388,0.13118758,0.23587044,0.00000000
-5.41770885,0.87988966,0.47926233,0.12451507,0.04971480,0.14369779,0.24868490,0.00000000
-5.41170585,0.93454783,0.51185852,0.13359433,0.05393935,0.15696225,0.26098762,0.00000000
