energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.39938929,0.00580895,0.19123417,0.25858395,0.71901248,0.00000000,0.77193220,0.29620193
-5.99399700,1.36678667,0.00549150,0.18541582,0.24478622,0.70350512,0.00000000,0.75052905,0.29219793
-5.98799400,1.33503185,0.00518548,0.18009749,0.23096775,0.68809078,0.00000000,0.73123248,0.28788468
-5.98199100,1.30472706,0.00489463,0.17539990,0.21731772,0.67304319,0.00000000,0.71455312,0.28330779
-5.97598799,1.27644409,0.00462304,0.17142891,0.20401353,0.65862958,0.00000000,0.70093465,0.27852489
-5.96998499,1.25070213,0.00437508,0.16827144,0.19121770,0.64510042,0.00000000,0.69073905,0.27360172
-5.96398199,1.22794718,0.00415524,0.16599202,0.17907542,0.63267964,0.00000000,0.68423426,0.26860794
-5.95797899,1.20853402,0.00396808,0.16463009,0.16771265,0.62155574,0.00000000,0.68158468,0.26361299
-5.95197599,1.19271129,0.00381809,0.16419821,0.15723496,0.61187404,0.00000000,0.68284488,0.25868200
-5.94597299,1.18061033,0.00370958,0.16468109,0.14772690,0.60373055,0.00000000,0.68795658,0.25387209
-5.93996998,1.17223821,0.00364665,0.16603568,0.13925189,0.59716753,0.00000000,0.69674931,0.24922914
-5.93396698,1.16747525,0.00363302,0.16819217,0.13185259,0.59217107,0.00000000,0.70894456,0.24478514
-5.92796398,1.16607718,0.00367197,0.17105591,0.12555156,0.58867075,0.00000000,0.72416340,0.24055643
-5.92196098,1.16768201,0.00376624,0.17451022,0.12035228,0.58654147,0.00000000,0.74193727,0.23654267
-5.91595798,1.17182112,0.00391792,0.17841990,0.11624029,0.58560735,0.00000000,0.76172173,0.23272671
-5.90995498,1.17793453,0.00412832,0.18263544,0.11318451,0.58564761,0.00000000,0.78291257,0.22907545
-5.90395198,1.18538947,0.00439792,0.18699766,0.11113864,0.58640417,0.00000000,0.80486374,0.22554143
-5.89794897,1.19350164,0.00472618,0.19134265,0.11004261,0.58759067,0.00000000,0.82690648,0.22206522
-5.89194597,1.20155825,0.00511153,0.19550689,0.10982395,0.58890250,0.00000000,0.84836901,0.21857846
-5.88594297,1.20884190,0.00555123,0.19933217,0.11039930,0.59002749,0.00000000,0.86859585,0.21500733
-5.87993997,1.21465435,0.00604131,0.20267038,0.11167582,0.59065664,0.00000000,0.88696629,0.21127627
-5.87393697,1.21833897,0.00657654,0.20538773,0.11355264,0.59049457,0.00000000,0.90291112,0.20731180
-5.86793397,1.21930129,0.00715044,0.20736843,0.11592234,0.58926921,0.00000000,0.91592721,0.20304622
-5.86193097,1.21702654,0.00775528,0.20851764,0.11867244,0.58674025,0.00000000,0.92558923,0.19842090
-5.85592796,1.21109364,0.00838218,0.20876354,0.12168705,0.58270611,0.00000000,0.93155842,0.19338916
-5.84992496,1.20118525,0.00902120,0.20805855,0.12484848,0.57700916,0.00000000,0.93358797,0.18791850
-5.84392196,1.18709352,0.00966159,0.20637966,0.12803902,0.56953907,0.00000000,0.93152510,0.18199204
-5.83791896,1.16872161,0.01029189,0.20372788,0.13114280,0.56023420,0.00000000,0.92530996,0.17560928
-5.83191596,1.14608114,0.01090029,0.20012689,0.13404772,0.54908111,0.00000000,0.91497156,0.16878601
-5.82591296,1.11928595,0.01147487,0.19562102,0.13664741,0.53611246,0.00000000,0.90062116,0.16155351
-5.81990995,1.08854274,0.01200394,0.19027265,0.13884324,0.52140329,0.00000000,0.88244358,0.15395708
-5.81390695,1.05413925,0.01247635,0.18415925,0.14054627,0.50506622,0.00000000,0.86068702,0.14605405
-5.80790395,1.01643070,0.01288183,0.17737009,0.14167907,0.48724574,0.00000000,0.83565188,0.13791134
-5.80190095,0.97582521,0.01321132,0.17000292,0.14217740,0.46811198,0.00000000,0.80767921,0.12960283
-5.79589795,0.93276906,0.01345722,0.16216070,0.14199165,0.44785429,0.00000000,0.77713927,0.12120654
-5.78989495,0.88773218,0.01361368,0.15394848,0.14108790,0.42667485,0.00000000,0.74442062,0.11280193
-5.78389195,0.84119474,0.01367675,0.14547062,0.13944871,0.40478272,0.00000000,0.70992014,0.10446739
-5.77788894,0.79363502,0.01364453,0.13682839,0.13707336,0.38238834,0.00000000,0.67403415,0.09627790
-5.77188594,0.74551900,0.01351724,0.12811792,0.13397776,0.35969878,0.00000000,0.63715090,0.08830324
-5.76588294,0.69729178,0.01329716,0.11942875,0.13019378,0.33691372,0.00000000,0.59964433,0.08060650
-5.75987994,0.64937099,0.01298857,0.11084269,0.12576817,0.31422226,0.00000000,0.56186926,0.07324318
-5.75387694,0.60214193,0.01259761,0.10243321,0.12076111,0.29180048,0.00000000,0.52415772,0.06626062
-5.74787394,0.55595463,0.01213203,0.09426520,0.11524425,0.26980979,0.00000000,0.48681648,0.05969807
-5.74187094,0.51112231,0.01160094,0.08639508,0.10929861,0.24839587,0.00000000,0.45012538,0.05358698
-5.73586793,0.46792128,0.01101451,0.07887117,0.10301219,0.22768826,0.00000000,0.41433662,0.04795187
-5.72986493,0.42659193,0.01038362,0.07173433,0.09647747,0.20780041,0.00000000,0.37967450,0.04281130
-5.72386193,0.38734068,0.00971956,0.06501872,0.08978899,0.18883014,0.00000000,0.34633577,0.03817924
-5.71785893,0.35034256,0.00903366,0.05875274,0.08304092,0.17086044,0.00000000,0.31449028,0.03406651
-5.71185593,0.31574442,0.00833700,0.05295995,0.07632500,0.15396057,0.00000000,0.28428201,0.03048234
-5.70585293,0.28366852,0.00764013,0.04766008,0.06972856,0.13818736,0.00000000,0.25583028,0.02743597
-5.69984992,0.25421638,0.00695285,0.04286998,0.06333315,0.12358673,0.00000000,0.22923129,0.02493821
-5.69384692,0.22747287,0.00628397,0.03860456,0.05721331,0.11019539,0.00000000,0.20455983,0.02300291
-5.68784392,0.20351034,0.00564122,0.03487764,0.05143602,0.09804268,0.00000000,0.18187127,0.02164824
-5.68184092,0.18239280,0.00503115,0.03170267,0.04606040,0.08715255,0.00000000,0.16120374,0.02089783
-5.67583792,0.16418002,0.00445909,0.02909342,0.04113793,0.07754557,0.00000000,0.14258058,0.02078160
-5.66983492,0.14893138,0.00392918,0.02706441,0.03671296,0.06924110,0.00000000,0.12601288,0.02133632
-5.66383192,0.13670942,0.00344442,0.02563129,0.03282362,0.06225936,0.00000000,0.11150228,0.02260584
-5.65782891,0.12758287,0.00300674,0.02481093,0.02950286,0.05662343,0.00000000,0.09904370,0.02464086
-5.65182591,0.12162905,0.00261718,0.02462139,0.02677971,0.05236114,0.00000000,0.08862804,0.02749835
-5.64582291,0.11893538,0.00227594,0.02508160,0.02468052,0.04950663,0.00000000,0.08024480,0.03124046
-5.63981991,0.11959988,0.00198260,0.02621081,0.02323021,0.04810152,0.00000000,0.07388426,0.03593301
-5.63381691,0.12373048,0.00173622,0.02802781,0.02245334,0.04819563,0.00000000,0.06953932,0.04164343
-5.62781391,0.13144294,0.00153549,0.03054991,0.02237491,0.04984709,0.00000000,0.06720673,0.04843829
-5.62181091,0.14285735,0.00137887,0.03379163,0.02302090,0.05312163,0.00000000,0.06688758,0.05638031
-5.61580790,0.15809303,0.00126465,0.03776328,0.02441840,0.05809122,0.00000000,0.06858710,0.06552510
-5.60980490,0.17726200,0.00119110,0.04246929,0.02659530,0.06483169,0.00000000,0.07231347,0.07591747
-5.60380190,0.20046098,0.00115645,0.04790649,0.02957953,0.07341959,0.00000000,0.07807584,0.08758765
-5.59779890,0.22776214,0.00115901,0.05406234,0.03339780,0.08392807,0.00000000,0.08588140,0.10054738
-5.59179590,0.25920293,0.00119710,0.06091326,0.03807400,0.09642199,0.00000000,0.09573171,0.11478614
-5.58579290,0.29477522,0.00126908,0.06842303,0.04362710,0.11095239,0.00000000,0.10761824,0.13026762
-5.57978989,0.33441436,0.00137333,0.07654150,0.05006876,0.12755031,0.00000000,0.12151747,0.14692667
-5.57378689,0.37798854,0.00150816,0.08520365,0.05740079,0.14622046,0.00000000,0.13738568,0.16466692
-5.56778389,0.42528913,0.00167180,0.09432905,0.06561242,0.16693485,0.00000000,0.15515366,0.18335920
-5.56178089,0.47602254,0.00186228,0.10382191,0.07467771,0.18962666,0.00000000,0.17472167,0.20284100
-5.55577789,0.52980424,0.00207742,0.11357161,0.08455307,0.21418488,0.00000000,0.19595507,0.22291707
-5.54977489,0.58615553,0.00231473,0.12345398,0.09517529,0.24044998,0.00000000,0.21868068,0.24336120
-5.54377189,0.64450350,0.00257141,0.13333311,0.10645996,0.26821087,0.00000000,0.24268452,0.26391941
-5.53776888,0.70418466,0.00284425,0.14306386,0.11830065,0.29720376,0.00000000,0.26771088,0.28431433
-5.53176588,0.76445251,0.00312968,0.15249488,0.13056891,0.32711288,0.00000000,0.29346323,0.30425078
-5.52576288,0.82448907,0.00342375,0.16147212,0.14311514,0.35757351,0.00000000,0.31960688,0.32342257
-5.51975988,0.88342043,0.00372218,0.16984277,0.15577045,0.38817736,0.00000000,0.34577373,0.34152001
-5.51375688,0.94033586,0.00402039,0.17745933,0.16834954,0.41848027,0.00000000,0.37156885,0.35823822
-5.50775388,0.99431023,0.00431363,0.18418387,0.18065445,0.44801222,0.00000000,0.39657897,0.37328572
-5.50175088,1.04442890,0.00459710,0.18989213,0.19247925,0.47628932,0.00000000,0.42038254,0.38639313
-5.49574787,1.08981440,0.00486602,0.19447738,0.20361537,0.50282754,0.00000000,0.44256114,0.39732148
-5.48974487,1.12965382,0.00511585,0.19785390,0.21385750,0.52715769,0.00000000,0.46271172,0.40587004
-5.48374187,1.16322603,0.00534243,0.19995988,0.22300977,0.54884105,0.00000000,0.48045938,0.41188314
-5.47773887,1.18992760,0.00554216,0.20075963,0.23089194,0.56748518,0.00000000,0.49547003,0.41525576
-5.47173587,1.20929634,0.00571215,0.20024508,0.23734539,0.58275919,0.00000000,0.50746241,0.41593786
-5.46573287,1.22103166,0.00585041,0.19843645,0.24223854,0.59440786,0.00000000,0.51621911,0.41393695
-5.45972986,1.22501078,0.00595597,0.19538206,0.24547157,0.60226400,0.00000000,0.52159593,0.40931916
-5.45372686,1.22130022,0.00602906,0.19115739,0.24698005,0.60625864,0.00000000,0.52352923,0.40220861
-5.44772386,1.21016220,0.00607116,0.18586345,0.24673751,0.60642841,0.00000000,0.52204104,0.39278521
-5.44172086,1.19205554,0.00608514,0.17962442,0.24475661,0.60292002,0.00000000,0.51724159,0.38128104
-5.43571786,1.16763138,0.00607523,0.17258488,0.24108903,0.59599155,0.00000000,0.50932927,0.36797550
-5.42971486,1.13772371,0.00604707,0.16490662,0.23582392,0.58601047,0.00000000,0.49858798,0.35318951
-5.42371186,1.10333526,0.00600771,0.15676529,0.22908518,0.57344858,0.00000000,0.48538203,0.33727899
-5.41770885,1.06561929,0.00596545,0.14834689,0.22102751,0.55887398,0.00000000,0.47014887,0.32062797
-5.41170585,1.02585811,0.00592984,0.13984448,0.21183154,0.54294041,0.00000000,0.45338994,0.30364158
-5.40570285,0.98543881,0.00591143,0.13145491,0.20169824,0.52637427,0.00000000,0.43565992,0.28673915
-5.39969985,0.94582717,0.00592168,0.12337595,0.19084284,0.50995984,0.00000000,0.41755506,0.27034766
