energy_ev,total_up,B_p_up,B_d_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.83191596,9.87987929,0.80282515,0.00000000,8.06084978,6.22085673,0.02283419,1.84131122
-5.82591296,9.67357319,0.75787735,0.00000000,7.87565621,6.09888553,0.02237238,1.80379395
-5.81990995,9.45796075,0.71376069,0.00000000,7.67449617,5.97307972,0.02190535,1.76363868
-5.81390695,9.23699586,0.67085129,0.00000000,7.46168046,5.84583626,0.02144028,1.72149221
-5.80790395,9.01486145,0.62951691,0.00000000,7.24167829,5.71968982,0.02098521,1.67805712
-5.80190095,8.79585913,0.59010656,0.00000000,7.01899232,5.59723961,0.02054906,1.63407927
-5.79589795,8.58429161,0.55294094,0.00000000,6.79803426,5.48107153,0.02014156,1.59033267
-5.78989495,8.38434099,0.51830406,0.00000000,6.58300519,5.37367803,0.01977313,1.54760231
-5.78389195,8.19994668,0.48643639,0.00000000,6.37778396,5.27737804,0.01945479,1.50666491
-5.77788894,8.03468631,0.45752958,0.00000000,6.18582704,5.19423940,0.01919798,1.46826859
-5.77188594,7.89166376,0.43172302,0.00000000,6.01008249,5.12600648,0.01901431,1.43311183
-5.76588294,7.77340774,0.40910196,0.00000000,5.85292049,5.07403524,0.01891541,1.40182264
-5.75987994,7.68178463,0.38969749,0.00000000,5.71608196,5.03923814,0.01891259,1.37493882
-5.75387694,7.61792907,0.37348783,0.00000000,5.60064673,5.02204116,0.01901660,1.35289009
-5.74787394,7.58219508,0.36040118,0.00000000,5.50702179,5.02235476,0.01923733,1.33598298
-5.74187094,7.57413023,0.35031951,0.00000000,5.43494957,5.03956030,0.01958350,1.32438923
-5.73586793,7.59247472,0.34308349,0.00000000,5.38353590,5.07251330,0.02006239,1.31813826
-5.72986493,7.63518622,0.33849795,0.00000000,5.35129626,5.11956396,0.02067960,1.31711433
-5.72386193,7.69949061,0.33633796,0.00000000,5.33621879,5.17859519,0.02143874,1.32105839
-5.71785893,7.78195774,0.33635519,0.00000000,5.33584160,5.24707743,0.02234126,1.32957492
-5.71185593,7.87860032,0.33828438,0.00000000,5.34734184,5.32213919,0.02338629,1.34214341
-5.70585293,7.98499296,0.34184985,0.00000000,5.36763325,5.40065131,0.02457052,1.35813411
-5.69984992,8.09640781,0.34677179,0.00000000,5.39346882,5.47932237,0.02588812,1.37682758
-5.69384692,8.20796205,0.35277233,0.00000000,5.42154508,5.55480224,0.02733078,1.39743706
-5.68784392,8.31477224,0.35958128,0.00000000,5.44860440,5.62379016,0.02888778,1.41913312
-5.68184092,8.41210994,0.36694136,0.00000000,5.47153184,5.68314340,0.03054612,1.44106926
-5.67583792,8.49555299,0.37461299,0.00000000,5.48744360,5.72998264,0.03229079,1.46240791
-5.66983492,8.56112697,0.38237859,0.00000000,5.49376415,5.76178980,0.03410505,1.48234553
-5.66383192,8.60543147,0.39004615,0.00000000,5.48829014,5.77649481,0.03597082,1.50013616
-5.65782891,8.62574681,0.39745233,0.00000000,5.46923935,5.77254760,0.03786913,1.51511261
-5.65182591,8.62011724,0.40446478,0.00000000,5.43528391,5.74897267,0.03978062,1.52670448
-5.64582291,8.58740785,0.41098383,0.00000000,5.38556765,5.70540386,0.04168609,1.53445279
-5.63981991,8.52733322,0.41694346,0.00000000,5.31970797,5.64209801,0.04356706,1.53802057
-5.63381691,8.44045725,0.42231146,0.00000000,5.23778334,5.55992685,0.04540637,1.53719942
-5.62781391,8.32816430,0.42708883,0.00000000,5.14030783,5.46034741,0.04718868,1.53191191
-5.62181091,8.19260319,0.43130835,0.00000000,5.02819478,5.34535204,0.04890102,1.52220989
-5.61580790,8.03660626,0.43503232,0.00000000,4.90271153,5.21739985,0.05053317,1.50826897
-5.60980490,7.86358669,0.43834941,0.00000000,4.76542762,5.07933227,0.05207801,1.49037936
-5.60380190,7.67741793,0.44137073,0.00000000,4.61815866,4.93427563,0.05353165,1.46893365
-5.59779890,7.48229953,0.44422503,0.00000000,4.46290803,4.78553457,0.05489349,1.44441177
-5.59179590,7.28261423,0.44705327,0.00000000,4.30180845,4.63647991,0.05616610,1.41736387
-5.58579290,7.08278114,0.45000246,0.00000000,4.13706518,4.49043522,0.05735490,1.38839148
-5.57978989,6.88711014,0.45321910,0.00000000,3.97090221,4.35056587,0.05846771,1.35812781
-5.57378689,6.69966242,0.45684242,0.00000000,3.80551293,4.21977480,0.05951415,1.32721753
-5.56778389,6.52412183,0.46099746,0.00000000,3.64301599,4.10060824,0.06050496,1.29629696
-5.56178089,6.36368147,0.46578858,0.00000000,3.48541720,3.99517515,0.06145116,1.26597519
-5.55577789,6.22094940,0.47129342,0.00000000,3.33457792,3.90508271,0.06236323,1.23681674
-5.54977489,6.09787664,0.47755777,0.00000000,3.19219008,3.83139056,0.06325034,1.20932643
-5.54377189,5.99571009,0.48459168,0.00000000,3.05975812,3.77458499,0.06411956,1.18393695
-5.53776888,5.91497195,0.49236699,0.00000000,2.93858744,3.73457430,0.06497526,1.16099966
-5.53176588,5.85546635,0.50081652,0.00000000,2.82977928,3.71070516,0.06581860,1.14077875
-5.52576288,5.81631300,0.50983518,0.00000000,2.73423131,3.70179967,0.06664733,1.12344919
-5.51975988,5.79600623,0.51928295,0.00000000,2.65264342,3.70621128,0.06745569,1.10909826
-5.51375688,5.79249731,0.52898972,0.00000000,2.58552786,3.72189779,0.06823463,1.09773069
-5.50775388,5.80329637,0.53876192,0.00000000,2.53322256,3.74650831,0.06897221,1.08927688
-5.50175088,5.82558978,0.54839063,0.00000000,2.49590684,3.77748081,0.06965426,1.08360394
-5.49574787,5.85636777,0.55766086,0.00000000,2.47361804,3.81214644,0.07026517,1.08052863
-5.48974487,5.89255697,0.56636158,0.00000000,2.46626823,3.84783625,0.07078886,1.07983163
-5.48374187,5.93115188,0.57429603,0.00000000,2.47365972,3.88198612,0.07120975,1.08127225
-5.47773887,5.96933963,0.58129185,0.00000000,2.49549855,3.91223561,0.07151382,1.08460269
-5.47173587,6.00461262,0.58721039,0.00000000,2.53140529,3.93651676,0.07168959,1.08958109
-5.46573287,6.03486424,0.59195502,0.00000000,2.58092276,3.95312938,0.07172894,1.09598261
-5.45972986,6.05846392,0.59547769,0.00000000,2.64352059,3.96079997,0.07162781,1.10360798
-5.45372686,6.07430864,0.59778369,0.00000000,2.71859707,3.95872231,0.07138669,1.11228917
-5.44772386,6.08184951,0.59893430,0.00000000,2.80547869,3.94657845,0.07101082,1.12189187
-5.44172086,6.08109323,0.59904725,0.00000000,2.90341865,3.92453997,0.07051021,1.13231498
-5.43571786,6.07257956,0.59829490,0.00000000,3.01159517,3.89325021,0.06989929,1.14348720
-5.42971486,6.05733711,0.59690053,0.00000000,3.12911113,3.85378896,0.06919649,1.15536131
-5.42371186,6.03682076,0.59513258,0.00000000,3.25499602,3.80762195,0.06842345,1.16790660
-5.41770885,6.01283479,0.59329748,0.00000000,3.38821140,3.75653807,0.06760418,1.18110033
-5.41170585,5.98744615,0.59173114,0.00000000,3.52766062,3.70257745,0.06676407,1.19491877
-5.40570285,5.96289264,0.59078960,0.00000000,3.67220301,3.64795403,0.06592891,1.20932875
-5.39969985,5.94149048,0.59083909,0.00000000,3.82067248,3.59497586,0.06512379,1.22428029
-5.39369685,5.92554526,0.59224588,0.00000000,3.97189994,3.54596667,0.06437222,1.23970088
-5.38769385,5.91726986,0.59536619,0.00000000,4.12473819,3.50319133,0.06369521,1.25549187
-5.38169085,5.91871204,0.60053634,0.00000000,4.27808780,3.46878782,0.06311060,1.27152712
-5.37568784,5.93169330,0.60806340,0.00000000,4.43092217,3.44470757,0.06263246,1.28765393
-5.36968484,5.95776033,0.61821640,0.00000000,4.58230956,3.43266541,0.06227076,1.30369619
-5.36368184,5.99814892,0.63121828,0.00000000,4.73143020,3.43409995,0.06203115,1.31945936
-5.35767884,6.05376005,0.64723861,0.00000000,4.87758673,3.45014466,0.06191498,1.33473687
-5.35167584,6.12514718,0.66638715,0.00000000,5.02020672,3.48160931,0.06191940,1.34931744
-5.34567284,6.21251344,0.68870842,0.00000000,5.15883635,3.52897135,0.06203765,1.36299272
-5.33966983,6.31571726,0.71417730,0.00000000,5.29312547,3.59237649,0.06225951,1.37556491
-5.33366683,6.43428522,0.74269585,0.00000000,5.42280466,3.67164730,0.06257174,1.38685363
-5.32766383,6.56743074,0.77409153,0.00000000,5.54765563,3.76629907,0.06295865,1.39670182
-5.32166083,6.71407763,0.80811695,0.00000000,5.66747741,3.87556179,0.06340273,1.40498049
-5.31565783,6.87288785,0.84445137,0.00000000,5.78205061,3.99840729,0.06388525,1.41159187
-5.30965483,7.04229273,0.88270411,0.00000000,5.89110285,4.13358053,0.06438692,1.41647132
-5.30365183,7.22052753,0.92242006,0.00000000,5.99427844,4.27963426,0.06488854,1.41958771
-5.29764882,7.40566888,0.96308721,0.00000000,6.09111490,4.43496610,0.06537158,1.42094269
-5.29164582,7.59567496,1.00414641,0.00000000,6.18102889,4.59785735,0.06581888,1.42056892
-5.28564282,7.78842803,1.04500304,0.00000000,6.26331321,4.76651249,0.06621516,1.41852762
-5.27963982,7.98177873,1.08504047,0.00000000,6.33714590,4.93909873,0.06654762,1.41490549
-5.27363682,8.17359146,1.12363499,0.00000000,6.40161135,5.11378476,0.06680648,1.40981148
-5.26763382,8.36178994,1.16017167,0.00000000,6.45573267,5.28877767,0.06698539,1.40337336
-5.26163082,8.54440157,1.19406078,0.00000000,6.49851346,5.46235742,0.06708191,1.39573437
-5.25562781,8.71959949,1.22475392,0.00000000,6.52898663,5.63290794,0.06709781,1.38704999
-5.24962481,8.88574078,1.25175950,0.00000000,6.54626699,5.79894418,0.06703934,1.37748482
-5.24362181,9.04139937,1.27465671,0.00000000,6.54960442,5.95913444,0.06691732,1.36720969
-5.23761881,9.18539248,1.29310754,0.00000000,6.53843398,6.11231762,0.06674721,1.35639876
-5.23161581,9.31679936,1.30686615,0.00000000,6.51241975,6.25751482,0.06654894,1.34522688
-5.22561281,9.43497159,1.31578533,0.00000000,6.47148950,6.39393547,0.06634666,1.33386678
-5.21960980,9.53953436,1.31981970,0.00000000,6.41585783,6.52097763,0.06616824,1.32248641
-5.21360680,9.63037868,1.31902542,0.00000000,6.34603641,6.63822286,0.06604473,1.31124617
-5.20760380,9.70764474,1.31355657,0.00000000,6.26283050,6.74542594,0.06600949,1.30029617
-5.20160080,9.77169692,1.30365823,0.00000000,6.16732223,6.84249977,0.06609734,1.28977348
-5.19559780,9.82309164,1.28965666,0.00000000,6.06084135,6.92949608,0.06634341,1.27979943
-5.18959480,9.86253892,1.27194708,0.00000000,5.94492565,7.00658262,0.06678201,1.27047705
-5.18359180,9.89085949,1.25097938,0.00000000,5.82127308,7.07401744,0.06744529,1.26188870
-5.17758879,9.90893877,1.22724270,0.00000000,5.69168871,7.13212116,0.06836194,1.25409405
-5.17158579,9.91767973,1.20124928,0.00000000,5.55802917,7.18124806,0.06955589,1.24712833
-5.16558279,9.91795634,1.17351838,0.00000000,5.42214791,7.22175701,0.07104496,1.24100119
-5.15957979,9.91056970,1.14456094,0.00000000,5.28584388,7.25398319,0.07283978,1.23569609
-5.15357679,9.89620852,1.11486545,0.00000000,5.15081609,7.27821187,0.07494270,1.23117035
-5.14757379,9.87541589,1.08488566,0.00000000,5.01862614,7.29465524,0.07734702,1.22735597
-5.14157079,9.84856406,1.05503046,0.00000000,4.89066981,7.30343366,0.08003648,1.22416130
-5.13556778,9.81583852,1.02565618,0.00000000,4.76815872,7.30456244,0.08298502,1.22147363
-5.12956478,9.77723270,0.99706156,0.00000000,4.65211180,7.29794511,0.08615693,1.21916268
-5.12356178,9.73255404,0.96948528,0.00000000,4.54335623,7.28337425,0.08950737,1.21708506
-5.11755878,9.68144169,0.94310601,0.00000000,4.44253665,7.26054032,0.09298329,1.21508970
-5.11155578,9.62339576,0.91804473,0.00000000,4.35013103,7.22904883,0.09652471,1.21302416
-5.10555278,9.55781717,0.89436908,0.00000000,4.26647148,7.18844569,0.10006634,1.21074160
-5.09954977,9.48405687,0.87209916,0.00000000,4.19176780,7.13825002,0.10353963,1.20810843
-5.09354677,9.40147231,0.85121455,0.00000000,4.12613186,7.07799331,0.10687486,1.20501216
-5.08754377,9.30948869,0.83166191,0.00000000,4.06960075,7.00726334,0.11000364,1.20136941
-5.08154077,9.20766191,0.81336290,0.00000000,4.02215705,6.92575061,0.11286131,1.19713344
-5.07553777,9.09574008,0.79622171,0.00000000,3.98374475,6.83329510,0.11538939,1.19230104
-5.06953477,8.97372002,0.78013214,0.00000000,3.95428006,6.72993060,0.11753787,1.18691832
-5.06353177,8.84189548,0.76498371,0.00000000,3.93365643,6.61592394,0.11926728,1.18108486
-5.05752876,8.70089399,0.75066666,0.00000000,3.92174391,6.49180665,0.12055034,1.17495612
-5.05152576,8.55169974,0.73707577,0.00000000,3.91838330,6.35839670,0.12137328,1.16874354
-5.04552276,8.39566055,0.72411291,0.00000000,3.92337595,6.21680861,0.12173649,1.16271228
-5.03951976,8.23447780,0.71168843,0.00000000,3.93647048,6.06845062,0.12165474,1.15717640
-5.03351676,8.07017912,0.69972148,0.00000000,3.95734786,5.91500845,0.12115669,1.15249153
-5.02751376,7.90507453,0.68813958,0.00000000,3.98560650,5.75841581,0.12028387,1.14904515
-5.02151076,7.74169754,0.67687749,0.00000000,4.02074879,5.60081262,0.11908906,1.14724463
-5.01550775,7.58273391,0.66587583,0.00000000,4.06217083,5.44449259,0.11763422,1.14750365
-5.00950475,7.43094088,0.65507960,0.00000000,4.10915636,5.29184230,0.11598789,1.15022730
-5.00350175,7.28906075,0.64443680,0.00000000,4.16087603,5.14527455,0.11422246,1.15579643
-4.99749875,7.15973266,0.63389748,0.00000000,4.21639250,5.00715898,0.11241105,1.16455212
-4.99149575,7.04540663,0.62341312,0.00000000,4.27467171,4.87975296,0.11062459,1.17678065
-4.98549275,6.94826369,0.61293663,0.00000000,4.33459989,4.76513604,0.10892874,1.19269992
-4.97948974,6.87014579,0.60242285,0.00000000,4.39500600,4.66515053,0.10738132,1.21244777
-4.97348674,6.81249839,0.59182952,0.00000000,4.45468852,4.58135105,0.10602988,1.23607292
-4.96748374,6.77632830,0.58111868,0.00000000,4.51244542,4.51496481,0.10490986,1.26352900
-4.96148074,6.76217827,0.57025822,0.00000000,4.56710615,4.46686423,0.10404336,1.29467198
-4.95547774,6.77011932,0.55922359,0.00000000,4.61756405,4.43755266,0.10343836,1.32926138
-4.94947474,6.79976081,0.54799942,0.00000000,4.66280790,4.42716358,0.10308882,1.36696523
-4.94347174,6.85027753,0.53658089,0.00000000,4.70195121,4.43547274,0.10297524,1.40736881
-4.93746873,6.92045245,0.52497474,0.00000000,4.73425814,4.46192239,0.10306591,1.44998690
-4.93146573,7.00873289,0.51319982,0.00000000,4.75916509,4.50565618,0.10331873,1.49427913
-4.92546273,7.11329761,0.50128712,0.00000000,4.77629716,4.56556288,0.10368347,1.53966795
-4.91945973,7.23213179,0.48927924,0.00000000,4.78547903,4.64032672,0.10410431,1.58555848
-4.91345673,7.36310647,0.47722940,0.00000000,4.78673999,4.72848204,0.10452275,1.63135949
-4.90745373,7.50405903,0.46519986,0.00000000,4.78031312,4.82846977,0.10488040,1.67650461
-4.90145073,7.65287119,0.45326008,0.00000000,4.76662873,4.93869305,0.10512193,1.72047288
-4.89544772,7.80754107,0.44148450,0.00000000,4.74630240,5.05756991,0.10519763,1.76280768
-4.88944472,7.96624621,0.42995023,0.00000000,4.72011802,5.18358031,0.10506583,1.80313319
-4.88344172,8.12739473,0.41873456,0.00000000,4.68900651,5.31530596,0.10469478,1.84116751
-4.87743872,8.28966229,0.40791261,0.00000000,4.65402072,5.45146092,0.10406409,1.87673188
-4.87143572,8.45201325,0.39755509,0.00000000,4.61630718,5.59091198,0.10316567,1.90975530
-4.86543272,8.61370503,0.38772627,0.00000000,4.57707556,5.73268787,0.10200403,1.94027444
-4.85942971,8.77427546,0.37848218,0.00000000,4.53756646,5.87597722,0.10059604,1.96842854
-4.85342671,8.93351370,0.36986923,0.00000000,4.49901834,6.02011542,0.09897015,1.99444970
-4.84742371,9.09141630,0.36192313,0.00000000,4.46263446,6.16456139,0.09716519,2.01864865
-4.84142071,9.24813055,0.35466814,0.00000000,4.42955054,6.30886560,0.09522872,2.04139693
-4.83541771,9.40388819,0.34811680,0.00000000,4.40080404,6.45263134,0.09321504,2.06310603
-4.82941471,9.55893296,0.34226993,0.00000000,4.37730576,6.59547157,0.09118313,2.08420471
-4.82341171,9.71344611,0.33711708,0.00000000,4.35981466,6.73696409,0.08919435,2.10511539
-4.81740870,9.86747420,0.33263723,0.00000000,4.34891653,6.87660792,0.08731026,2.12623098
-4.81140570,10.02086330,0.32879996,0.00000000,4.34500715,7.01378383,0.08559049,2.14789312
-4.80540270,10.17320396,0.32556676,0.00000000,4.34828053,7.14772199,0.08409084,2.17037307
-4.79939970,10.32379032,0.32289272,0.00000000,4.35872255,7.27747913,0.08286158,2.19385606
-4.79339670,10.47159661,0.32072836,0.00000000,4.37611038,7.40192745,0.08194617,2.21842998
-4.78739370,10.61527273,0.31902168,0.00000000,4.40001766,7.51975676,0.08138014,2.24407891
-4.78139070,10.75316036,0.31772026,0.00000000,4.42982529,7.62949063,0.08119051,2.27068178
-4.77538769,10.88332917,0.31677336,0.00000000,4.46473778,7.72951645,0.08139537,2.29801610
-4.76938469,11.00363195,0.31613401,0.00000000,4.50380430,7.81812860,0.08200385,2.32576669
-4.76338169,11.11177632,0.31576086,0.00000000,4.54594424,7.89358295,0.08301632,2.35353860
-4.75737869,11.20540947,0.31561979,0.00000000,4.58997604,7.95416015,0.08442482,2.38087376
-4.75137569,11.28221172,0.31568519,0.00000000,4.63464874,7.99823465,0.08621365,2.40727030
-4.74537269,11.33999399,0.31594073,0.00000000,4.67867495,8.02434571,0.08836005,2.43220353
-4.73936968,11.37679406,0.31637970,0.00000000,4.72076444,8.03126663,0.09083496,2.45514755
-4.73336668,11.39096629,0.31700475,0.00000000,4.75965711,8.01806814,0.09360380,2.47559629
-4.72736368,11.38126002,0.31782699,0.00000000,4.79415432,7.98417241,0.09662728,2.49308310
-4.72136068,11.34688239,0.31886460,0.00000000,4.82314778,7.92939423,0.09986212,2.50719789
-4.71535768,11.28754194,0.32014086,0.00000000,4.84564500,7.85396696,0.10326179,2.51760117
-4.70935468,11.20347101,0.32168169,0.00000000,4.86079062,7.75855135,0.10677723,2.52403440
-4.70335168,11.09542548,0.32351286,0.00000000,4.86788319,7.64422660,0.11035748,2.52632636
-4.69734867,10.96466229,0.32565691,0.00000000,4.86638695,7.51246370,0.11395041,2.52439552
-4.69134567,10.81289609,0.32813006,0.00000000,4.85593852,7.36508256,0.11750337,2.51824852
-4.68534267,10.64223759,0.33093909,0.00000000,4.83634856,7.20419488,0.12096387,2.50797512
-4.67933967,10.45511741,0.33407857,0.00000000,4.80759861,7.03213601,0.12428040,2.49374013
-4.67333667,10.25419968,0.33752848,0.00000000,4.76983355,6.85138918,0.12740317,2.47577314
-4.66733367,10.04229027,0.34125236,0.00000000,4.72335036,6.66450637,0.13028497,2.45435653
-4.66133067,9.82224492,0.34519624,0.00000000,4.66858368,6.47402977,0.13288206,2.42981293
-4.65532766,9.59688191,0.34928835,0.00000000,4.60608915,6.28241803,0.13515505,2.40249256
-4.64932466,9.36890404,0.35343970,0.00000000,4.53652534,6.09198085,0.13706987,2.37276155
-4.64332166,9.14083354,0.35754560,0.00000000,4.46063497,5.90482504,0.13859859,2.34099164
-4.63731866,8.91496299,0.36148801,0.00000000,4.37922645,5.72281446,0.13972032,2.30755191
-4.63131566,8.69332387,0.36513877,0.00000000,4.29315627,5.54754503,0.14042190,2.27280299
-4.62531266,8.47767362,0.36836346,0.00000000,4.20331290,5.38033559,0.14069854,2.23709370
-4.61930965,8.26950051,0.37102587,0.00000000,4.11060266,5.22223377,0.14055433,2.20076039
-4.61330665,8.07004483,0.37299274,0.00000000,4.01593777,5.07403583,0.14000247,2.16412869
-4.60730365,7.88033368,0.37413877,0.00000000,3.92022664,4.93631785,0.13906543,2.12751727
-4.60130065,7.70122601,0.37435145,0.00000000,3.82436627,4.80947584,0.13777479,2.09124313
-4.59529765,7.53346379,0.37353565,0.00000000,3.72923641,4.69377118,0.13617093,2.05562788
-4.58929465,7.37772503,0.37161768,0.00000000,3.63569505,4.58937803,0.13430244,2.02100406
-4.58329165,7.23467420,0.36854864,0.00000000,3.54457457,4.49642913,0.13222533,1.98772095
-4.57728864,7.10500591,0.36430687,0.00000000,3.45667799,4.41505678,0.13000204,1.95614892
-4.57128564,6.98947820,0.35889945,0.00000000,3.37277452,4.34542602,0.12770023,1.92668175
-4.56528264,6.88893240,0.35236259,0.00000000,3.29359408,4.28775785,0.12539131,1.89973615
-4.55927964,6.80429754,0.34476097,0.00000000,3.21981999,4.24234079,0.12314896,1.87574821
-4.55327664,6.73657844,0.33618588,0.00000000,3.15207987,4.20953021,0.12104732,1.85516633
-4.54727364,6.68682726,0.32675257,0.00000000,3.09093452,4.18973533,0.11915920,1.83844074
-4.54127064,6.65610010,0.31659651,0.00000000,3.03686511,4.18339481,0.11755417,1.82600970
-4.53526763,6.64540049,0.30586912,0.00000000,2.99025900,4.19094268,0.11629656,1.81828292
-4.52926463,6.65561329,0.29473290,0.00000000,2.95139520,4.21276662,0.11544358,1.81562284
-4.52326163,6.68743244,0.28335625,0.00000000,2.92043011,4.24916146,0.11504337,1.81832461
-4.51725863,6.74128734,0.27190834,0.00000000,2.89738484,4.30028089,0.11513333,1.82659587
-4.51125563,6.81727200,0.26055396,0.00000000,2.88213525,4.36609037,0.11573848,1.84053751
-4.50525263,6.91508174,0.24944888,0.00000000,2.87440580,4.44632432,0.11687019,1.86012646
-4.49924962,7.03396156,0.23873567,0.00000000,2.87376832,4.54045035,0.11852519,1.88520181
-4.49324662,7.17266969,0.22854024,0.00000000,2.87964654,4.64764284,0.12068495,1.91545526
-4.48724362,7.32945935,0.21896917,0.00000000,2.89132692,4.76676766,0.12331552,1.95042672
-4.48124062,7.50208047,0.21010792,0.00000000,2.90797602,4.89637920,0.12636780,1.98950578
-4.47523762,7.68780234,0.20201992,0.00000000,2.92866414,5.03473022,0.12977838,2.03193938
-4.46923462,7.88345697,0.19474654,0.00000000,2.95239481,5.17979448,0.13347082,2.07684576
-4.46323162,8.08550201,0.18830793,0.00000000,2.97813888,5.32930122,0.13735745,2.12323429
-4.45722861,8.29010093,0.18270443,0.00000000,3.00487209,5.48078041,0.14134161,2.17003087
-4.45122561,8.49321760,0.17791880,0.00000000,3.03161426,5.63161696,0.14532030,2.21610768
-4.44522261,8.69072169,0.17391874,0.00000000,3.05746848,5.77911186,0.14918713,2.26031639
-4.43921961,8.87850068,0.17065983,0.00000000,3.08165814,5.92054813,0.15283547,2.30152344
-4.43321661,9.05257439,0.16808861,0.00000000,3.10356002,6.05325918,0.15616170,2.33864581
-4.42721361,9.20920776,0.16614570,0.00000000,3.12273162,6.17469736,0.15906844,2.37068606
-4.42121061,9.34501766,0.16476881,0.00000000,3.13893120,6.28250060,0.16146758,2.39676484
-4.41520760,9.45707005,0.16389550,0.00000000,3.15212932,6.37455507,0.16328307,2.41614973
-4.40920460,9.54296426,0.16346569,0.00000000,3.16251116,6.44905210,0.16445331,2.42827915
-4.40320160,9.60090156,0.16342367,0.00000000,3.17046919,6.50453790,0.16493296,2.43278027
-4.39719860,9.62973601,0.16371973,0.00000000,3.17658656,6.53995459,0.16469433,2.42948033
-4.39119560,9.62900606,0.16431125,0.00000000,3.18161155,6.55467161,0.16372796,2.41841096
-4.38519260,9.59894622,0.16516336,0.00000000,3.18642450,6.54850655,0.16204272,2.39980528
-4.37918959,9.54047848,0.16624902,0.00000000,3.19199842,6.52173473,0.15966517,2.37408811
-4.37318659,9.45518412,0.16754871,0.00000000,3.19935514,6.47508711,0.15663835,2.34185987
-4.36718359,9.34525674,0.16904966,0.00000000,3.20951901,6.40973617,0.15302007,2.30387467
-4.36118059,9.21343809,0.17074476,0.00000000,3.22347006,6.32727002,0.14888075,2.26101383
-4.35517759,9.06293874,0.17263112,0.00000000,3.24209887,6.22965474,0.14430089,2.21425589
-4.34917459,8.89734592,0.17470844,0.00000000,3.26616485,6.11918581,0.13936840,2.16464425
-4.34317159,8.72052132,0.17697728,0.00000000,3.29625992,5.99842948,0.13417582,2.11325391
-4.33716858,8.53649197,0.17943722,0.00000000,3.33277880,5.87015547,0.12881756,2.06115837
-4.33116558,8.34933748,0.18208510,0.00000000,3.37589720,5.73726280,0.12338734,2.00939815
-4.32516258,8.16307715,0.18491336,0.00000000,3.42555848,5.60270082,0.11797589,1.95895175
-4.31915958,7.98156052,0.18790864,0.00000000,3.48146927,5.46938802,0.11266894,1.91071020
-4.31315658,7.80836485,0.19105059,0.00000000,3.54310382,5.34013127,0.10754568,1.86545575
-4.30715358,7.64670292,0.19431111,0.00000000,3.60971669,5.21754848,0.10267761,1.82384543
