energy_ev,total_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up
-5.85592796,7.64782782,0.02679674,0.69855487,1.15456189,0.86689925,2.34402410,3.63052356,0.11052399,2.60507045
-5.84992496,7.61669302,0.02672785,0.69781030,1.13412937,0.85763709,2.33117317,3.63447772,0.11080979,2.57898087
-5.84392196,7.59507335,0.02674763,0.69884208,1.11525545,0.85010224,2.32193248,3.64314680,0.11099903,2.55522126
-5.83791896,7.58321751,0.02684640,0.70176040,1.09805022,0.84422923,2.31649890,3.65657835,0.11109133,2.53388576
-5.83191596,7.58123001,0.02701311,0.70664553,1.08260273,0.83993166,2.31500947,3.67475276,0.11108796,2.51503632
-5.82591296,7.58905888,0.02723555,0.71354465,1.06897957,0.83710278,2.31753733,3.69757738,0.11099170,2.49869898
-5.81990995,7.60648608,0.02750065,0.72246926,1.05722404,0.83561618,2.32408878,3.72488205,0.11080659,2.48486051
-5.81390695,7.63312193,0.02779480,0.73339327,1.04735586,0.83532690,2.33460165,3.75641661,0.11053769,2.47346588
-5.80790395,7.66840471,0.02810417,0.74625208,1.03937165,0.83607297,2.34894529,3.79185105,0.11019084,2.46441694
-5.80190095,7.71160622,0.02841507,0.76094253,1.03324602,0.83767765,2.36692232,3.83077864,0.10977247,2.45757278
-5.79589795,7.76184410,0.02871437,0.77732397,1.02893352,0.83995231,2.38827229,3.87272248,0.10928936,2.45275189
-5.78989495,7.81810103,0.02898979,0.79522038,1.02637119,0.84270014,2.41267733,3.91714539,0.10874849,2.44973643
-5.78389195,7.87925060,0.02923031,0.81442363,1.02548168,0.84572051,2.43976978,3.96346319,0.10815701,2.44827857
-5.77788894,7.94408915,0.02942646,0.83469782,1.02617683,0.84881396,2.46914151,4.01106082,0.10752216,2.44810864
-5.77188594,8.01137247,0.02957059,0.85578448,1.02836142,0.85178763,2.50035485,4.05931086,0.10685128,2.44894491
-5.76588294,8.07985556,0.02965706,0.87740869,1.03193699,0.85446088,2.53295451,4.10759335,0.10615190,2.45050449
-5.75987994,8.14833370,0.02968244,0.89928573,1.03680539,0.85667094,2.56648016,4.15531620,0.10543182,2.45251464
-5.75387694,8.21568243,0.02964552,0.92112806,1.04287189,0.85827805,2.60047902,4.20193470,0.10469921,2.45472401
-5.74787394,8.28089424,0.02954734,0.94265246,1.05004761,0.85917009,2.63451788,4.24696931,0.10396269,2.45691290
-5.74187094,8.34310960,0.02939103,0.96358684,1.05825110,0.85926616,2.66819387,4.29002018,0.10323141,2.45890197
-5.73586793,8.40164041,0.02918173,0.98367664,1.06740893,0.85851901,2.70114350,4.33077766,0.10251505,2.46055868
-5.72986493,8.45598410,0.02892624,1.00269035,1.07745525,0.85691593,2.73304941,4.36902786,0.10182377,2.46180100
-5.72386193,8.50582716,0.02863277,1.02042407,1.08833027,0.85447828,2.76364439,4.40465258,0.10116805,2.46259798
-5.71785893,8.55103776,0.02831056,1.03670475,1.09997786,0.85125920,2.79271268,4.43762358,0.10055851,2.46296702
-5.71185593,8.59164738,0.02796946,1.05139219,1.11234217,0.84733996,2.82008820,4.46799114,0.10000557,2.46296800
-5.70585293,8.62782246,0.02761950,1.06437953,1.12536386,0.84282473,2.84565004,4.49586749,0.09951908,2.46269436
-5.69984992,8.65982753,0.02727051,1.07559244,1.13897584,0.83783425,2.86931555,4.52140605,0.09910788,2.46226178
-5.69384692,8.68798206,0.02693163,1.08498697,1.15309911,0.83249858,2.89103134,4.54477755,0.09877934,2.46179510
-5.68784392,8.71261363,0.02661099,1.09254636,1.16763882,0.82694933,2.91076302,4.56614457,0.09853884,2.46141427
-5.68184092,8.73401042,0.02631535,1.09827698,1.18248111,0.82131172,2.92848430,4.58563612,0.09838935,2.46122018
-5.67583792,8.75237615,0.02604985,1.10220367,1.19749077,0.81569703,2.94416624,4.60332391,0.09833103,2.46128151
-5.66983492,8.76779042,0.02581778,1.10436484,1.21251020,0.81019572,2.95776752,4.61920199,0.09836087,2.46162328
-5.66383192,8.78017739,0.02562046,1.10480769,1.22735971,0.80487165,2.96922630,4.63317114,0.09847256,2.46221800
-5.65782891,8.78928489,0.02545727,1.10358372,1.24183935,0.79975782,2.97845448,4.64502936,0.09865641,2.46298018
-5.65182591,8.79467579,0.02532561,1.10074493,1.25573223,0.79485366,2.98533475,4.65446912,0.09889945,2.46376438
-5.64582291,8.79573232,0.02522111,1.09634086,1.26880926,0.79012433,2.98972068,4.66108199,0.09918573,2.46436727
-5.63981991,8.79167371,0.02513779,1.09041665,1.28083512,0.78550184,2.99143999,4.66437049,0.09949673,2.46453360
-5.63381691,8.78158607,0.02506837,1.08301221,1.29157519,0.78088806,2.99030093,4.66376668,0.09981191,2.46396560
-5.62781391,8.76446326,0.02500453,1.07416240,1.30080308,0.77615944,2.98610124,4.65865670,0.10010947,2.46233561
-5.62181091,8.73925631,0.02493737,1.06389832,1.30830843,0.77117319,2.97863937,4.64840983,0.10036709,2.45930099
-5.61580790,8.70492877,0.02485767,1.05224940,1.31390444,0.76577464,2.96772717,4.63241062,0.10056282,2.45452058
-5.60980490,8.66051492,0.02475637,1.03924615,1.31743483,0.75980530,2.95320328,4.61009234,0.10067590,2.44767170
-5.60380190,8.60517748,0.02462490,1.02492339,1.31877978,0.75311134,2.93494641,4.58096988,0.10068762,2.43846686
-5.59779890,8.53826184,0.02445551,1.00932359,1.31786059,0.74555193,2.91288770,4.54467052,0.10058208,2.42666919
-5.59179590,8.45934383,0.02424160,0.99250013,1.31464270,0.73700704,2.88702140,4.50096076,0.10034688,2.41210575
-5.58579290,8.36826868,0.02397796,0.97452028,1.30913705,0.72738450,2.85741313,4.44976814,0.09997362,2.39467830
-5.57978989,8.26517924,0.02366098,0.95546757,1.30139962,0.71662564,2.82420545,4.39119688,0.09945829,2.37437073
-5.57378689,8.15053236,0.02328873,0.93544342,1.29152926,0.70470968,2.78762015,4.32553682,0.09880150,2.35125318
-5.56778389,8.02510295,0.02286107,0.91456804,1.27966405,0.69165635,2.74795735,4.25326527,0.09800846,2.32548271
-5.56178089,7.88997589,0.02237965,0.89298035,1.26597625,0.67752682,2.70559145,4.17504217,0.09708890,2.29730056
-5.55577789,7.74652658,0.02184781,0.87083700,1.25066633,0.66242299,2.66096406,4.09169874,0.09605671,2.26702652
-5.54977489,7.59639155,0.02127049,0.84831062,1.23395632,0.64648508,2.61457445,4.00422052,0.09492958,2.23505061
-5.54377189,7.44143069,0.02065405,0.82558720,1.21608300,0.62988777,2.56696804,3.91372573,0.09372837,2.20182281
-5.53776888,7.28368314,0.02000608,0.80286294,1.19729101,0.61283507,2.51872333,3.82143990,0.09247650,2.16784128
-5.53176588,7.12531882,0.01933515,0.78034049,1.17782658,0.59555427,2.47043819,3.72866804,0.09119925,2.13363961
-5.52576288,6.96858740,0.01865056,0.75822498,1.15793180,0.57828899,2.42271577,3.63676517,0.08992298,2.09977374
-5.51975988,6.81576672,0.01796210,0.73671976,1.13783984,0.56129196,2.37615080,3.54710644,0.08867441,2.06680885
-5.51375688,6.66911194,0.01727974,0.71602214,1.11777108,0.54481756,2.33131661,3.46105736,0.08747987,2.03530660
-5.50775388,6.53080679,0.01661339,0.69631924,1.09793033,0.52911447,2.28875328,3.37994514,0.08636454,2.00581305
-5.50175088,6.40291768,0.01597267,0.67778401,1.07850489,0.51441864,2.24895706,3.30503129,0.08535187,1.97884723
-5.49574787,6.28735136,0.01536666,0.66057156,1.05966347,0.50094691,2.21237124,3.23748613,0.08446289,1.95489062
-5.48974487,6.18581646,0.01480370,0.64481588,1.04155580,0.48889123,2.17937849,3.17836521,0.08371575,1.93437733
-5.48374187,6.09978895,0.01429122,0.63062690,1.02431256,0.47841381,2.15029456,3.12858795,0.08312520,1.91768514
-5.47773887,6.03048176,0.01383556,0.61808813,1.00804562,0.46964313,2.12536334,3.08891842,0.08270221,1.90512717
-5.47173587,5.97881849,0.01344190,0.60725465,0.99284832,0.46267105,2.10475296,3.05994850,0.08245372,1.89694438
-5.46573287,5.94541132,0.01311412,0.59815174,0.97879550,0.45755087,2.08855306,3.04208354,0.08238238,1.89329868
-5.45972986,5.93054332,0.01285476,0.59077398,0.96594346,0.45429642,2.07677297,3.03553056,0.08248644,1.89426692
-5.45372686,5.93415544,0.01266500,0.58508491,0.95432944,0.45288221,2.06934079,3.04028946,0.08275970,1.89983582
-5.44772386,5.95583870,0.01254466,0.58101731,0.94397098,0.45324446,2.06610346,3.05614743,0.08319161,1.90989814
-5.44172086,5.99483214,0.01249218,0.57847410,0.93486490,0.45528317,2.06682784,3.08267698,0.08376740,1.92425023
-5.43571786,6.05002711,0.01250475,0.57732977,0.92698639,0.45886486,2.07120288,3.11923806,0.08446830,1.94259143
-5.42971486,6.11997867,0.01257831,0.57743259,0.92028797,0.46382623,2.07884318,3.16498458,0.08527196,1.96452544
-5.42371186,6.20292447,0.01270771,0.57860734,0.91469889,0.46997836,2.08929394,3.21887577,0.08615282,1.98956413
-5.41770885,6.29681180,0.01288677,0.58065868,0.91012494,0.47711152,2.10203755,3.27969246,0.08708270,2.01713390
-5.41170585,6.39933268,0.01310844,0.58337516,0.90644888,0.48500043,2.11650194,3.34605857,0.08803135,2.04658476
-5.40570285,6.50796709,0.01336496,0.58653366,0.90353170,0.49340974,2.13207054,3.41646743,0.08896720,2.07720215
-5.39969985,6.62003354,0.01364799,0.58990426,0.90121480,0.50209977,2.14809410,3.48931271,0.08985802,2.10822137
-5.39369685,6.73274638,0.01394879,0.59325550,0.89932303,0.51083226,2.16390394,3.56292339,0.09067172,2.13884444
-5.38769385,6.84327818,0.01425838,0.59635968,0.89766869,0.51937595,2.17882641,3.63560181,0.09137715,2.16825881
-5.38169085,6.94882575,0.01456773,0.59899830,0.89605627,0.52751193,2.19219835,3.70566378,0.09194483,2.19565758
-5.37568784,7.04667756,0.01486790,0.60096725,0.89428787,0.53503859,2.20338277,3.77147954,0.09234774,2.22026041
-5.36968484,7.13428046,0.01515028,0.60208172,0.89216895,0.54177604,2.21178457,3.83151413,0.09256194,2.24133443
-5.36368184,7.20930321,0.01540665,0.60218058,0.88951425,0.54756983,2.21686533,3.88436577,0.09256723,2.25821430
-5.35767884,7.26969444,0.01562943,0.60113014,0.88615354,0.55229399,2.21815685,3.92880066,0.09234759,2.27032066
-5.35167584,7.31373291,0.01581178,0.59882708,0.88193695,0.55585319,2.21527276,3.96378314,0.09189160,2.27717615
-5.34567284,7.34006780,0.01594770,0.59520046,0.87673948,0.55818404,2.20791766,3.98849960,0.09119267,2.27841832
-5.33966983,7.34774768,0.01603222,0.59021282,0.87046466,0.55925553,2.19589337,4.00237555,0.09024914,2.27380877
-5.33366683,7.33623671,0.01606138,0.58386013,0.86304695,0.55906854,2.17910213,4.00508498,0.08906422,2.26323826
-5.32766383,7.30541772,0.01603238,0.57617091,0.85445291,0.55765448,2.15754636,3.99655160,0.08764580,2.24672741
-5.32166083,7.25558184,0.01594358,0.56720421,0.84468101,0.55507323,2.13132523,3.97694218,0.08600613,2.22442298
-5.31565783,7.18740544,0.01579452,0.55704684,0.83376016,0.55141026,2.10062806,3.94665220,0.08416138,2.19658999
-5.30965483,7.10191543,0.01558588,0.54580976,0.82174702,0.54677321,2.06572491,3.90628451,0.08213107,2.16359991
-5.30365183,7.00044455,0.01531948,0.53362399,0.80872225,0.54128797,2.02695487,3.85662219,0.07993746,2.12591555
-5.29764882,6.88457869,0.01499817,0.52063595,0.79478601,0.53509445,1.98471250,3.79859665,0.07760483,2.08407340
-5.29164582,6.75609869,0.01462577,0.50700273,0.78005285,0.52834203,1.93943321,3.73325263,0.07515882,2.03866405
-5.28564282,6.61691910,0.01420690,0.49288718,0.76464634,0.52118508,1.89157822,3.66171150,0.07262571,1.99031174
-5.27963982,6.46902666,0.01374691,0.47845325,0.74869377,0.51377848,1.84161968,3.58513458,0.07003170,1.93965390
-5.27363682,6.31442085,0.01325171,0.46386160,0.73232116,0.50627330,1.79002681,3.50468787,0.06740235,1.88732147
-5.26763382,6.15505904,0.01272761,0.44926572,0.71564872,0.49881289,1.73725359,3.42150962,0.06476201,1.83392089
-5.26163082,5.99280815,0.01218116,0.43480858,0.69878721,0.49152937,1.68372829,3.33668201,0.06213333,1.78001848
-5.25562781,5.82940445,0.01161904,0.42062006,0.68183509,0.48454061,1.62984563,3.25120770,0.05953697,1.72612764
-5.24962481,5.66642266,0.01104786,0.40681502,0.66487676,0.47794785,1.57596133,3.16599200,0.05699128,1.67269942
-5.24362181,5.50525487,0.01047409,0.39349221,0.64798174,0.47183391,1.52238949,3.08183094,0.05451225,1.62011652
-5.23761881,5.34709955,0.00990391,0.38073387,0.63120488,0.46626219,1.46940254,2.99940523,0.05211340,1.56869089
-5.23161581,5.19296008,0.00934311,0.36860601,0.61458748,0.46127617,1.41723360,2.91927993,0.04980588,1.51866465
-5.22561281,5.04365205,0.00879706,0.35715937,0.59815913,0.45689977,1.36608098,2.84190908,0.04759863,1.47021413
-5.21960980,4.89981807,0.00827063,0.34643076,0.58194021,0.45313814,1.31611420,2.76764478,0.04549857,1.42345657
-5.21360680,4.76194855,0.00776816,0.33644497,0.56594466,0.44997919,1.26748134,2.69674957,0.04351084,1.37845888
-5.20760380,4.63040673,0.00729346,0.32721675,0.55018308,0.44739545,1.22031677,2.62941124,0.04163915,1.33524785
-5.20160080,4.50545616,0.00684984,0.31875310,0.53466570,0.44534638,1.17474914,2.56575892,0.03988599,1.29382126
-5.19559780,4.38728875,0.00644009,0.31105545,0.51940522,0.44378095,1.13090868,2.50587934,0.03825299,1.25415907
-5.18959480,4.27605170,0.00606653,0.30412174,0.50441916,0.44264032,1.08893364,2.44983247,0.03674115,1.21623418
-5.18359180,4.17187181,0.00573106,0.29794836,0.48973187,0.44186063,1.04897522,2.39766540,0.03535107,1.18002216
-5.17758879,4.07487571,0.00543521,0.29253168,0.47537572,0.44137557,1.01120092,2.34942399,0.03408316,1.14550947
-5.17158579,3.98520523,0.00518015,0.28786930,0.46139184,0.44111888,0.97579580,2.30516160,0.03293772,1.11269981
-5.16558279,3.90302713,0.00496676,0.28396080,0.44782999,0.44102645,0.94296178,2.26494463,0.03191508,1.08161834
-5.15957979,3.82853691,0.00479565,0.28080814,0.43474791,0.44103806,0.91291496,2.22885476,0.03101557,1.05231368
-5.15357679,3.76195678,0.00466717,0.27841552,0.42221002,0.44109871,0.88588103,2.19698792,0.03023952,1.02485764
-5.14757379,3.70352815,0.00458147,0.27678895,0.41028564,0.44115949,0.86208899,2.16945024,0.02958717,0.99934291
-5.14157079,3.65349938,0.00453849,0.27593539,0.39904679,0.44117789,0.84176370,2.14635144,0.02905856,0.97587876
-5.13556778,3.61210966,0.00453793,0.27586155,0.38856584,0.44111786,0.82511739,2.12779619,0.02865338,0.95458532
-5.12956478,3.57957027,0.00457931,0.27657258,0.37891297,0.44094928,0.81234078,2.11387401,0.02837081,0.93558660
-5.12356178,3.55604435,0.00466192,0.27807052,0.37015372,0.44064732,0.80359417,2.10464854,0.02820934,0.91900286
-5.11755878,3.54162666,0.00478482,0.28035279,0.36234666,0.44019149,0.79899911,2.10014683,0.02816659,0.90494271
-5.11155578,3.53632456,0.00494683,0.28341067,0.35554149,0.43956467,0.79863088,2.10034931,0.02823913,0.89349548
-5.10555278,3.54004149,0.00514655,0.28722805,0.34977738,0.43875212,0.80251242,2.10518126,0.02842235,0.88472421
-5.09954977,3.55256415,0.00538230,0.29178030,0.34508193,0.43774069,0.81060992,2.11450620,0.02871035,0.87865980
-5.09354677,3.57355414,0.00565220,0.29703354,0.34147057,0.43651819,0.82283038,2.12812171,0.02909581,0.87529650
-5.08754377,3.60254485,0.00595413,0.30294433,0.33894654,0.43507319,0.83902125,2.14575802,0.02957000,0.87458913
-5.08154077,3.63894393,0.00628575,0.30945971,0.33750141,0.43339509,0.85897230,2.16707956,0.03012279,0.87645215
-5.07553777,3.68204143,0.00664455,0.31651776,0.33711601,0.43147464,0.88241958,2.19168941,0.03074268,0.88076052
-5.06953477,3.73102335,0.00702789,0.32404859,0.33776189,0.42930479,0.90905142,2.21913646,0.03141692,0.88735256
-5.06353177,3.78498993,0.00743298,0.33197574,0.33940294,0.42688188,0.93851605,2.24892513,0.03213173,0.89603439
-5.05752876,3.84297813,0.00785701,0.34021795,0.34199734,0.42420710,0.97043065,2.28052694,0.03287246,0.90658588
-5.05152576,3.90398674,0.00829709,0.34869121,0.34549947,0.42128799,1.00439140,2.31339354,0.03362389,0.91876770
-5.04552276,3.96700335,0.00875037,0.35731100,0.34986185,0.41814005,1.03998392,2.34697041,0.03437052,0.93232912
-5.03951976,4.03103136,0.00921404,0.36599461,0.35503680,0.41478809,1.07679379,2.38071061,0.03509690,0.94701613
-5.03351676,4.09511591,0.00968534,0.37466337,0.36097783,0.41126734,1.11441651,2.41408778,0.03578797,0.96257937
-5.02751376,4.15836718,0.01016158,0.38324476,0.36764068,0.40762411,1.15246661,2.44660774,0.03642938,0.97878149
-5.02151076,4.21998000,0.01064019,0.39167422,0.37498375,0.40391590,1.19058534,2.47781813,0.03700784,0.99540351
-5.01550775,4.27924863,0.01111865,0.39989657,0.38296817,0.40021087,1.22844668,2.50731560,0.03751141,1.01224980
-5.00950475,4.33557618,0.01159449,0.40786693,0.39155717,0.39658663,1.26576153,2.53475034,0.03792973,1.02915144
-5.00350175,4.38847811,0.01206529,0.41555124,0.40071512,0.39312835,1.30227989,2.55982768,0.03825423,1.04596786
-4.99749875,4.43758019,0.01252866,0.42292612,0.41040593,0.38992617,1.33779105,2.58230705,0.03847831,1.06258655
-4.99149575,4.48261087,0.01298213,0.42997830,0.42059129,0.38707213,1.37212195,2.60199839,0.03859732,1.07892108
-4.98549275,4.52338937,0.01342321,0.43670359,0.43122850,0.38465659,1.40513397,2.61875671,0.03860866,1.09490747
-4.97948974,4.55981005,0.01384932,0.44310543,0.44226828,0.38276445,1.43671848,2.63247517,0.03851167,1.11049929
-4.97348674,4.59182483,0.01425779,0.44919318,0.45365266,0.38147126,1.46679159,2.64307752,0.03830752,1.12566190
-4.96748374,4.61942490,0.01464588,0.45498031,0.46531300,0.38083953,1.49528845,2.65051074,0.03799904,1.14036611
-4.96148074,4.64262321,0.01501075,0.46048253,0.47716842,0.38091535,1.52215776,2.65473839,0.03759053,1.15458193
-4.95547774,4.66143941,0.01534959,0.46571604,0.48912476,0.38172561,1.54735678,2.65573570,0.03708750,1.16827280
-4.94947474,4.67588827,0.01565960,0.47069611,0.50107412,0.38327598,1.57084728,2.65348659,0.03649647,1.18139075
-4.94347174,4.68597266,0.01593814,0.47543589,0.51289514,0.38554975,1.59259288,2.64798332,0.03582473,1.19387295
-4.93746873,4.69168183,0.01618280,0.47994582,0.52445404,0.38850773,1.61255767,2.63922870,0.03508011,1.20563986
-4.93146573,4.69299497,0.01639153,0.48423335,0.53560649,0.39208915,1.63070664,2.62724094,0.03427079,1.21659530
-4.92546273,4.68989004,0.01656278,0.48830326,0.54620017,0.39621365,1.64700749,2.61206074,0.03340517,1.22662838
-4.91945973,4.68235713,0.01669563,0.49215839,0.55607812,0.40078421,1.66143391,2.59376010,0.03249177,1.23561734
-4.91345673,4.67041523,0.01678990,0.49580075,0.56508254,0.40569092,1.67396994,2.57245214,0.03153910,1.24343498
-4.90745373,4.65413111,0.01684626,0.49923286,0.57305916,0.41081547,1.68461512,2.54830101,0.03055568,1.24995549
-4.90145073,4.63363865,0.01686637,0.50245930,0.57986179,0.41603605,1.69338984,2.52153098,0.02954999,1.25506208
-4.89544772,4.60915701,0.01685287,0.50548821,0.58535693,0.42123244,1.70034070,2.49243364,0.02853052,1.25865516
-4.88944472,4.58100570,0.01680948,0.50833261,0.58942833,0.42629107,1.70554504,2.46137245,0.02750578,1.26066022
-4.88344172,4.54961525,0.01674095,0.51101149,0.59198105,0.43110972,1.70911454,2.42878379,0.02648430,1.26103516
-4.87743872,4.51553206,0.01665300,0.51355040,0.59294518,0.43560168,1.71119724,2.39517389,0.02547471,1.25977639
-4.87143572,4.47941646,0.01655229,0.51598157,0.59227871,0.43969906,1.71197791,2.36111155,0.02448569,1.25692326
-4.86543272,4.44203366,0.01644621,0.51834345,0.58996960,0.44335515,1.71167650,2.32721633,0.02352597,1.25256058
-4.85942971,4.40423744,0.01634275,0.52067964,0.58603697,0.44654569,1.71054462,2.29414282,0.02260429,1.24681889
-4.85342671,4.36694730,0.01625033,0.52303731,0.58053119,0.44926901,1.70886021,2.26256131,0.02172931,1.23987246
-4.84742371,4.33111984,0.01617753,0.52546510,0.57353310,0.45154502,1.70692062,2.23313592,0.02090953,1.23193510
-4.84142071,4.29771603,0.01613288,0.52801067,0.56515212,0.45341311,1.70503440,2.20650111,0.02015316,1.22325385
-4.83541771,4.26766591,0.01612462,0.53071807,0.55552363,0.45492920,1.70351223,2.18323780,0.01946796,1.21410108
-4.82941471,4.24183286,0.01616045,0.53362502,0.54480550,0.45616204,1.70265748,2.16385058,0.01886109,1.20476518
-4.82341171,4.22097925,0.01624736,0.53676040,0.53317400,0.45718899,1.70275692,2.14874692,0.01833898,1.19554051
-4.81740870,4.20573572,0.01639135,0.54014197,0.52081931,0.45809160,1.70407198,2.13822001,0.01790716,1.18671714
-4.81140570,4.19657550,0.01659734,0.54377466,0.50794078,0.45895121,1.70683111,2.13243577,0.01757009,1.17857074
-4.80540270,4.19379563,0.01686900,0.54764938,0.49474201,0.45984482,1.71122349,2.13142524,0.01733109,1.17135331
-4.79939970,4.19750577,0.01720867,0.55174262,0.48142617,0.46084149,1.71739446,2.13508247,0.01719222,1.16528516
-4.79339670,4.20762546,0.01761729,0.55601675,0.46819140,0.46199941,1.72544266,2.14316831,0.01715418,1.16054840
-4.78739370,4.22388980,0.01809440,0.56042111,0.45522669,0.46336386,1.73541913,2.15531985,0.01721632,1.15728229
-4.78139070,4.24586307,0.01863817,0.56489378,0.44270821,0.46496599,1.74732804,2.17106498,0.01737661,1.15558051
-4.77538769,4.27295962,0.01924546,0.56936399,0.43079615,0.46682266,1.76112906,2.18984149,0.01763164,1.15549038
-4.76938469,4.30447058,0.01991189,0.57375503,0.41963225,0.46893704,1.77674099,2.21101949,0.01797669,1.15701405
-4.76338169,4.33959496,0.02063198,0.57798744,0.40933780,0.47130005,1.79404632,2.23392634,0.01840580,1.16011118
-4.75737869,4.37747339,0.02139928,0.58198240,0.40001240,0.47389245,1.81289644,2.25787245,0.01891186,1.16470319
-4.75137569,4.41722265,0.02220650,0.58566503,0.39173321,0.47668734,1.83311711,2.28217712,0.01948675,1.17067848
-4.74537269,4.45796931,0.02304570,0.58896754,0.38455476,0.47965294,1.85451378,2.30619298,0.02012142,1.17789840
-4.73936968,4.49888086,0.02390837,0.59183196,0.37850931,0.48275541,1.87687662,2.32932803,0.02080609,1.18620358
-4.73336668,4.53919300,0.02478568,0.59421234,0.37360760,0.48596148,1.89998496,2.35106453,0.02153040,1.19542030
-4.72736368,4.57823199,0.02566854,0.59607641,0.36984004,0.48924087,1.92361104,2.37097388,0.02228353,1.20536661
-4.72136068,4.61543157,0.02654777,0.59740655,0.36717825,0.49256810,1.94752300,2.38872731,0.02305443,1.21585792
-4.71535768,4.65034395,0.02741425,0.59820005,0.36557687,0.49592386,1.97148719,2.40410209,0.02383199,1.22671200
-4.70935468,4.68264510,0.02825898,0.59846880,0.36497564,0.49929574,1.99526986,2.41698334,0.02460517,1.23775313
-4.70335168,4.71213464,0.02907323,0.59823827,0.36530176,0.50267835,2.01863841,2.42736185,0.02536325,1.24881556
-4.69734867,4.73873103,0.02984864,0.59754616,0.36647230,0.50607293,2.04136235,2.43532826,0.02609599,1.25974610
-4.69134567,4.76246299,0.03057728,0.59644048,0.36839686,0.50948642,2.06321432,2.44106434,0.02679379,1.27040613
-4.68534267,4.78345807,0.03125175,0.59497755,0.37098028,0.51293033,2.08397119,2.44483197,0.02744789,1.28067293
-4.67933967,4.80192943,0.03186528,0.59321978,0.37412533,0.51641923,2.10341560,2.44696059,0.02805051,1.29044066
-4.67333667,4.81816188,0.03241175,0.59123347,0.37773550,0.51996933,2.12133798,2.44783388,0.02859501,1.29962096
-4.66733367,4.83249816,0.03288585,0.58908676,0.38171764,0.52359705,2.13753923,2.44787624,0.02907604,1.30814342
-4.66133067,4.84532605,0.03328307,0.58684781,0.38598445,0.52731790,2.15183408,2.44753971,0.02948960,1.31595597
-4.65532766,4.85706708,0.03359982,0.58458325,0.39045680,0.53114558,2.16405508,2.44729181,0.02983320,1.32302527
-4.64932466,4.86816716,0.03383348,0.58235701,0.39506579,0.53509156,2.17405719,2.44760452,0.03010586,1.32933715
-4.64332166,4.87908917,0.03398248,0.58022946,0.39975439,0.53916507,2.18172279,2.44894470,0.03030816,1.33489715
