energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Y_p_up,Y_d_up
-6.00000000,2.86605925,1.79625031,0.00000000,0.00808735,0.10521115,0.00872975,2.09968437,0.76761937,0.33396420
-5.99399700,2.88234864,1.80768542,0.00000000,0.00832886,0.10230577,0.00866325,2.11754717,0.78121277,0.33376536
-5.98799400,2.89479598,1.81658056,0.00000000,0.00856051,0.09916614,0.00861272,2.13254806,0.79447381,0.33274721
-5.98199100,2.90317238,1.82286537,0.00000000,0.00877958,0.09582987,0.00857644,2.14446441,0.80718118,0.33095046
-5.97598799,2.90721945,1.82645268,0.00000000,0.00898357,0.09233435,0.00855247,2.15305250,0.81909748,0.32841828
-5.96998499,2.90665352,1.82723794,0.00000000,0.00917011,0.08871588,0.00853867,2.15805158,0.82997440,0.32519441
-5.96398199,2.90117390,1.82510144,0.00000000,0.00933709,0.08500883,0.00853265,2.15919104,0.83955892,0.32132161
-5.95797899,2.89047539,1.81991342,0.00000000,0.00948260,0.08124506,0.00853183,2.15620056,0.84760052,0.31684068
-5.95197599,2.87426442,1.81154193,0.00000000,0.00960502,0.07745349,0.00853348,2.14882292,0.85385918,0.31178996
-5.94597299,2.85227833,1.79986310,0.00000000,0.00970306,0.07365987,0.00853471,2.13682895,0.85811389,0.30620542
-5.93996998,2.82430668,1.78477352,0.00000000,0.00977580,0.06988671,0.00853261,2.12003396,0.86017134,0.30012124
-5.93396698,2.79021367,1.76620380,0.00000000,0.00982274,0.06615341,0.00852426,2.09831476,0.85987441,0.29357087
-5.92796398,2.74996031,1.74413284,0.00000000,0.00984391,0.06247649,0.00850688,2.07162641,0.85711021,0.28658841
-5.92196098,2.70362503,1.71860174,0.00000000,0.00983988,0.05886993,0.00847789,2.04001771,0.85181711,0.27921021
-5.91595798,2.65142164,1.68972668,0.00000000,0.00981185,0.05534557,0.00843501,2.00364451,0.84399056,0.27147654
-5.90995498,2.59371314,1.65770978,0.00000000,0.00976169,0.05191354,0.00837640,1.96277989,0.83368730,0.26343329
-5.90395198,2.53102070,1.62284719,0.00000000,0.00969195,0.04858270,0.00830071,1.91782059,0.82102776,0.25513334
-5.89794897,2.46402664,1.58553379,0.00000000,0.00960590,0.04536103,0.00820722,1.86928894,0.80619630,0.24663773
-5.89194597,2.39357111,1.54626391,0.00000000,0.00950748,0.04225594,0.00809583,1.81782992,0.78943933,0.23801632
-5.88594297,2.32064192,1.50562764,0.00000000,0.00940127,0.03927459,0.00796719,1.76420317,0.77106117,0.22934798
-5.87993997,2.24635769,1.46430271,0.00000000,0.00929240,0.03642404,0.00782263,1.70926977,0.75141766,0.22072018
-5.87393697,2.17194445,1.42304172,0.00000000,0.00918647,0.03371131,0.00766423,1.65397428,0.73090769,0.21222799
-5.86793397,2.09870634,1.38265511,0.00000000,0.00908935,0.03114346,0.00749472,1.59932217,0.70996278,0.20397245
-5.86193097,2.02799107,1.34399020,0.00000000,0.00900705,0.02872744,0.00731742,1.54635343,0.68903514,0.19605850
-5.85592796,1.96115146,1.30790689,0.00000000,0.00894548,0.02646999,0.00713617,1.49611308,0.66858431,0.18859223
-5.84992496,1.89950397,1.27525077,0.00000000,0.00891028,0.02437743,0.00695516,1.44961952,0.64906310,0.18167791
-5.84392196,1.84428592,1.24682457,0.00000000,0.00890654,0.02245543,0.00677880,1.40783185,0.63090300,0.17541464
-5.83791896,1.79661273,1.22335900,0.00000000,0.00893860,0.02070871,0.00661157,1.37161720,0.61449979,0.16989288
-5.83191596,1.75743689,1.20548399,0.00000000,0.00900982,0.01914084,0.00645783,1.34171934,0.60019974,0.16519094
-5.82591296,1.72751011,1.19370158,0.00000000,0.00912236,0.01775391,0.00632162,1.31872973,0.58828700,0.16137170
-5.81990995,1.70735041,1.18836159,0.00000000,0.00927703,0.01654834,0.00620655,1.30306233,0.57897259,0.15847952
