energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.51375688,1.23439956,0.17701865,0.92173650,0.00275653,0.04267263,0.09675978,0.07920832,0.19024686,0.00000000
-5.50775388,1.18580220,0.16507598,0.88587652,0.00235368,0.04049351,0.09041516,0.07622961,0.18057029,0.00000000
-5.50175088,1.14886099,0.15502611,0.85903862,0.00200166,0.03852273,0.08506914,0.07434536,0.17252695,0.00000000
-5.49574787,1.12312537,0.14676611,0.84091420,0.00169776,0.03674838,0.08064619,0.07351448,0.16600771,0.00000000
-5.48974487,1.10802464,0.14017405,0.83109177,0.00143891,0.03515614,0.07706736,0.07369164,0.16088789,0.00000000
-5.48374187,1.10289017,0.13511392,0.82907280,0.00122184,0.03373001,0.07425314,0.07482910,0.15703193,0.00000000
-5.47773887,1.10697750,0.13144033,0.83428763,0.00104320,0.03245304,0.07212608,0.07687833,0.15429798,0.00000000
-5.47173587,1.11948760,0.12900319,0.84611085,0.00089973,0.03130812,0.07061316,0.07979149,0.15254233,0.00000000
-5.46573287,1.13958714,0.12765205,0.86387598,0.00078826,0.03027876,0.06964795,0.08352262,0.15162361,0.00000000
-5.45972986,1.16642720,0.12724019,0.88688930,0.00070588,0.02934989,0.06917241,0.08802863,0.15140666,0.00000000
-5.45372686,1.19916042,0.12762838,0.91444243,0.00064992,0.02850861,0.06913846,0.09327009,0.15176597,0.00000000
-5.44772386,1.23695623,0.12868834,0.94582387,0.00061804,0.02774491,0.06950932,0.09921180,0.15258875,0.00000000
-5.44172086,1.27901421,0.13030577,0.98032927,0.00060822,0.02705227,0.07026043,0.10582314,0.15377746,0.00000000
-5.43571786,1.32457562,0.13238309,1.01727049,0.00061879,0.02642831,0.07138030,0.11307830,0.15525181,0.00000000
-5.42971486,1.37293307,0.13484184,1.05598373,0.00064842,0.02587518,0.07287100,0.12095626,0.15695034,0.00000000
-5.42371186,1.42343866,0.13762465,1.09583659,0.00069613,0.02540003,0.07474845,0.12944066,0.15883137,0.00000000
-5.41770885,1.47551059,0.14069696,1.13623449,0.00076124,0.02501525,0.07704250,0.13851955,0.16087355,0.00000000
-5.41170585,1.52863862,0.14404831,1.17662640,0.00084342,0.02473864,0.07979685,0.14818498,0.16307591,0.00000000
-5.40570285,1.58238840,0.14769332,1.21651022,0.00094259,0.02459355,0.08306867,0.15843242,0.16545743,0.00000000
-5.39969985,1.63640491,0.15167222,1.25543777,0.00105897,0.02460874,0.08692807,0.16926015,0.16805623,0.00000000
-5.39369685,1.69041510,0.15605099,1.29301959,0.00119298,0.02481832,0.09145727,0.18066836,0.17092839,0.00000000
-5.38769385,1.74422954,0.16092095,1.32892948,0.00134529,0.02526138,0.09674955,0.19265828,0.17414635,0.00000000
-5.38169085,1.79774324,0.16639784,1.36290869,0.00151672,0.02598155,0.10290776,0.20523099,0.17779701,0.00000000
-5.37568784,1.85093522,0.17262028,1.39476963,0.00170825,0.02702645,0.11004258,0.21838619,0.18197946,0.00000000
-5.36968484,1.90386662,0.17974741,1.42439888,0.00192095,0.02844689,0.11827025,0.23212068,0.18680244,0.00000000
-5.36368184,1.95667714,0.18795586,1.45175917,0.00215596,0.03029587,0.12770990,0.24642683,0.19238138,0.00000000
-5.35767884,2.00957930,0.19743578,1.47689005,0.00241438,0.03262748,0.13848030,0.26129076,0.19883526,0.00000000
-5.35167584,2.06285033,0.20838606,1.49990695,0.00269730,0.03549546,0.15069619,0.27669051,0.20628305,0.00000000
-5.34567284,2.11682145,0.22100854,1.52099821,0.00300565,0.03895161,0.16446404,0.29259419,0.21483999,0.00000000
-5.33966983,2.17186451,0.23550149,1.54042006,0.00334020,0.04304403,0.17987744,0.30895808,0.22461357,0.00000000
-5.33366683,2.22837595,0.25205223,1.55848925,0.00370143,0.04781515,0.19701212,0.32572498,0.23569947,0.00000000
-5.32766383,2.28675857,0.27082924,1.57557348,0.00408952,0.05329958,0.21592077,0.34282273,0.24817734,0.00000000
-5.32166083,2.34740146,0.29197381,1.59207968,0.00450423,0.05952200,0.23662791,0.36016321,0.26210679,0.00000000
-5.31565783,2.41065892,0.31559163,1.60844053,0.00494488,0.06649497,0.25912496,0.37764182,0.27752351,0.00000000
-5.30965483,2.47682929,0.34174466,1.62509964,0.00541029,0.07421683,0.28336570,0.39513760,0.29443585,0.00000000
-5.30365183,2.54613476,0.37044359,1.64249605,0.00589875,0.08266988,0.30926264,0.41251418,0.31282202,0.00000000
-5.29764882,2.61870327,0.40164135,1.66104865,0.00640801,0.09181879,0.33668425,0.42962150,0.33262795,0.00000000
-5.29164582,2.69455380,0.43522807,1.68114128,0.00693530,0.10160949,0.36545354,0.44629851,0.35376623,0.00000000
-5.28564282,2.77358584,0.47102792,1.70310936,0.00747731,0.11196853,0.39534814,0.46237668,0.37611601,0.00000000
-5.27963982,2.85557422,0.50879810,1.72722853,0.00803035,0.12280321,0.42610201,0.47768441,0.39952421,0.00000000
-5.27363682,2.94016974,0.54823029,1.75370602,0.00859035,0.13400221,0.45740892,0.49205209,0.42380787,0.00000000
-5.26763382,3.02690582,0.58895468,1.78267512,0.00915301,0.14543718,0.48892772,0.50531772,0.44875782,0.00000000
-5.26163082,3.11521127,0.63054669,1.81419290,0.00971394,0.15696496,0.52028925,0.51733291,0.47414350,0.00000000
-5.25562781,3.20442845,0.67253612,1.84824124,0.01026876,0.16843054,0.55110480,0.52796877,0.49971872,0.00000000
-5.24962481,3.29383600,0.71441861,1.88473083,0.01081335,0.17967076,0.58097573,0.53712174,0.52522834,0.00000000
-5.24362181,3.38267488,0.75566893,1.92350782,0.01134393,0.19051846,0.60950396,0.54471869,0.55041532,0.00000000
-5.23761881,3.47017616,0.79575562,1.96436234,0.01185726,0.20080707,0.63630297,0.55072124,0.57502810,0.00000000
-5.23161581,3.55558882,0.83415625,2.00703832,0.01235077,0.21037544,0.66100856,0.55512898,0.59882770,0.00000000
-5.22561281,3.63820588,0.87037276,2.05124349,0.01282269,0.21907262,0.68328925,0.55798118,0.62159434,0.00000000
-5.21960980,3.71738697,0.90394596,2.09665910,0.01327214,0.22676249,0.70285552,0.55935711,0.64313318,0.00000000
-5.21360680,3.79257609,0.93446862,2.14294831,0.01369917,0.23332790,0.71946763,0.55937460,0.66327889,0.00000000
-5.20760380,3.86331321,0.96159652,2.18976276,0.01410478,0.23867427,0.73294160,0.55818699,0.68189874,0.00000000
-5.20160080,3.92923896,0.98505671,2.23674694,0.01449088,0.24273232,0.74315305,0.55597845,0.69889415,0.00000000
-5.19559780,3.99009235,1.00465290,2.28354006,0.01486020,0.24545993,0.75003882,0.55295793,0.71420056,0.00000000
-5.18959480,4.04570146,1.02026750,2.32977558,0.01521615,0.24684294,0.75359622,0.54935180,0.72778567,0.00000000
-5.18359180,4.09596816,1.03186040,2.37507875,0.01556263,0.24689493,0.75388017,0.54539562,0.73964621,0.00000000
-5.17758879,4.14084796,1.03946469,2.41906258,0.01590383,0.24565599,0.75099830,0.54132538,0.74980336,0.00000000
-5.17158579,4.18032659,1.04317955,2.46132310,0.01624401,0.24319045,0.74510440,0.53736847,0.75829734,0.00000000
-5.16558279,4.21439531,1.04316089,2.50143475,0.01658717,0.23958392,0.73639059,0.53373497,0.76518128,0.00000000
-5.15957979,4.24302682,1.03961042,2.53894669,0.01693685,0.23493955,0.72507882,0.53060945,0.77051501,0.00000000
-5.15357679,4.26615391,1.03276372,2.57338112,0.01729584,0.22937394,0.71141189,0.52814378,0.77435900,0.00000000
-5.14757379,4.28365258,1.02287817,2.60423418,0.01766597,0.22301274,0.69564479,0.52645123,0.77676899,0.00000000
-5.14157079,4.29533116,1.01022136,2.63098009,0.01804789,0.21598624,0.67803660,0.52560217,0.77779150,0.00000000
-5.13556778,4.30092671,0.99506076,2.65307895,0.01844092,0.20842515,0.65884334,0.52562143,0.77746072,0.00000000
-5.12956478,4.30010909,0.97765500,2.66998817,0.01884298,0.20045678,0.63831218,0.52648766,0.77579671,0.00000000
-5.12356178,4.29249298,0.95824731,2.68117735,0.01925052,0.19220174,0.61667701,0.52813452,0.77280524,0.00000000
-5.11755878,4.27765735,0.93706132,2.68614620,0.01965858,0.18377124,0.59415562,0.53045383,0.76847916,0.00000000
-5.11155578,4.25517133,0.91429917,2.68444456,0.02006092,0.17526518,0.57094837,0.53330037,0.76280117,0.00000000
-5.10555278,4.22462522,0.89014200,2.67569378,0.02045014,0.16677091,0.54723827,0.53649843,0.75574787,0.00000000
-5.09954977,4.18566470,0.86475237,2.65960808,0.02081796,0.15836281,0.52319220,0.53984949,0.74729478,0.00000000
-5.09354677,4.13802637,0.83827838,2.63601495,0.02115550,0.15010240,0.49896318,0.54314102,0.73742203,0.00000000
-5.08754377,4.08157244,0.81085896,2.60487317,0.02145360,0.14203916,0.47469319,0.54615593,0.72612028,0.00000000
-5.08154077,4.01632253,0.78262970,2.56628754,0.02170319,0.13421172,0.45051639,0.54868219,0.71339657,0.00000000
-5.07553777,3.94248046,0.75372889,2.52051909,0.02189567,0.12664938,0.42656237,0.55052250,0.69927980,0.00000000
-5.06953477,3.86045462,0.72430307,2.46799027,0.02202328,0.11937393,0.40295915,0.55150322,0.68382522,0.00000000
-5.06353177,3.77087022,0.69451166,2.40928438,0.02207944,0.11240139,0.37983577,0.55148260,0.66711803,0.00000000
-5.05752876,3.67457276,0.66453038,2.34513913,0.02205908,0.10574375,0.35732420,0.55035760,0.64927550,0.00000000
-5.05152576,3.57262194,0.63455314,2.27643417,0.02195892,0.09941064,0.33556053,0.54806923,0.63044772,0.00000000
-5.04552276,3.46627617,0.60479221,2.20417318,0.02177767,0.09341058,0.31468529,0.54460606,0.61081668,0.00000000
-5.03951976,3.35696791,0.57547662,2.12946075,0.02151614,0.08775208,0.29484303,0.54000570,0.59059387,0.00000000
-5.03351676,3.24627074,0.54684903,2.05347504,0.02117736,0.08244434,0.27618102,0.53435431,0.57001630,0.00000000
-5.02751376,3.13585920,0.51916099,1.97743715,0.02076649,0.07749762,0.25884730,0.52778385,0.54934125,0.00000000
-5.02151076,3.02746310,0.49266702,1.90257817,0.02029079,0.07292327,0.24298807,0.52046748,0.52883977,0.00000000
-5.01550775,2.92281767,0.46761780,1.83010519,0.01975938,0.06873346,0.22874467,0.51261302,0.50878934,0.00000000
-5.00950475,2.82361172,0.44425281,1.76116740,0.01918305,0.06494068,0.21625012,0.50445482,0.48946590,0.00000000
-5.00350175,2.73143556,0.42279273,1.69682351,0.01857391,0.06155699,0.20562548,0.49624442,0.47113557,0.00000000
-4.99749875,2.64773069,0.40343209,1.63801154,0.01794508,0.05859317,0.19697612,0.48824030,0.45404643,0.00000000
-4.99149575,2.57374313,0.38633248,1.58552211,0.01731026,0.05605777,0.19038801,0.48069722,0.43842065,0.00000000
-4.98549275,2.51048210,0.37161655,1.53997597,0.01668338,0.05395615,0.18592413,0.47385555,0.42444728,0.00000000
-4.97948974,2.45868562,0.35936317,1.50180671,0.01607814,0.05228957,0.18362118,0.46793114,0.41227598,0.00000000
-4.97348674,2.41879432,0.34960386,1.47124902,0.01550766,0.05105435,0.18348658,0.46310605,0.40201199,0.00000000
-4.96748374,2.39093443,0.34232079,1.44833298,0.01498406,0.05024120,0.18549599,0.45952073,0.39371247,0.00000000
-4.96148074,2.37491068,0.33744614,1.43288459,0.01451818,0.04983474,0.18959135,0.45726776,0.38738432,0.00000000
-4.95547774,2.37020936,0.33486316,1.42453242,0.01411924,0.04981314,0.19567949,0.45638762,0.38298376,0.00000000
-4.94947474,2.37601157,0.33440864,1.42272015,0.01379459,0.05014811,0.20363165,0.45686656,0.38041737,0.00000000
-4.94347174,2.39121628,0.33587686,1.42672472,0.01354958,0.05080505,0.21328364,0.45863666,0.37954491,0.00000000
-4.93746873,2.41447233,0.33902469,1.43567935,0.01338739,0.05174341,0.22443702,0.46157812,0.38018349,0.00000000
-4.93146573,2.44421857,0.34357790,1.44860072,0.01330898,0.05291733,0.23686121,0.46552354,0.38211324,0.00000000
-4.92546273,2.47873051,0.34923830,1.46441950,0.01331309,0.05427649,0.25029658,0.47026413,0.38508400,0.00000000
-4.91945973,2.51617217,0.35569146,1.48201309,0.01339629,0.05576713,0.26445866,0.47555750,0.38882304,0.00000000
-4.91345673,2.55465132,0.36261495,1.50023968,0.01355311,0.05733321,0.27904319,0.48113661,0.39304336,0.00000000
-4.90745373,2.59227620,0.36968666,1.51797250,0.01377618,0.05891773,0.29373225,0.48671974,0.39745237,0.00000000
-4.90145073,2.62721199,0.37659309,1.53413304,0.01405646,0.06046412,0.30820111,0.49202069,0.40176070,0.00000000
-4.89544772,2.65773513,0.38303726,1.54772244,0.01438347,0.06191764,0.32212576,0.49675925,0.40569072,0.00000000
-4.88944472,2.68228368,0.38874616,1.55784992,0.01474562,0.06322686,0.33519092,0.50067117,0.40898466,0.00000000
-4.88344172,2.69950230,0.39347742,1.56375747,0.01513049,0.06434495,0.34709819,0.50351748,0.41141194,0.00000000
-4.87743872,2.70828023,0.39702505,1.56484004,0.01552519,0.06523100,0.35757413,0.50509276,0.41277556,0.00000000
-4.87143572,2.70778146,0.39922416,1.56066075,0.01591669,0.06585109,0.36637800,0.50523211,0.41291739,0.00000000
-4.86543272,2.69746585,0.39995448,1.55096069,0.01629221,0.06617925,0.37330871,0.50381666,0.41172210,0.00000000
-4.85942971,2.67710106,0.39914255,1.53566305,0.01663957,0.06619811,0.37821089,0.50077735,0.40911985,0.00000000
-4.85342671,2.64676471,0.39676270,1.51487170,0.01694750,0.06589939,0.38097954,0.49609708,0.40508736,0.00000000
-4.84742371,2.60683704,0.39283659,1.48886420,0.01720598,0.06528404,0.38156334,0.48981104,0.39964774,0.00000000
-4.84142071,2.55798442,0.38743142,1.45807968,0.01740653,0.06436215,0.37996614,0.48200540,0.39286871,0.00000000
-4.83541771,2.50113432,0.38065701,1.42310199,0.01754242,0.06315251,0.37624672,0.47281433,0.38485969,0.00000000
-4.82941471,2.43744265,0.37266151,1.38463876,0.01760885,0.06168201,0.37051676,0.46241563,0.37576753,0.00000000
-4.82341171,2.36825471,0.36362627,1.34349701,0.01760309,0.05998465,0.36293696,0.45102500,0.36577128,0.00000000
-4.81740870,2.29506095,0.35375969,1.30055622,0.01752453,0.05810046,0.35371164,0.43888927,0.35507603,0.00000000
-4.81140570,2.21944905,0.34329050,1.25673965,0.01737464,0.05607419,0.34308181,0.42627882,0.34390610,0.00000000
-4.80540270,2.14305404,0.33246052,1.21298482,0.01715693,0.05395386,0.33131717,0.41347934,0.33249791,0.00000000
-4.79939970,2.06750787,0.32151726,1.17021418,0.01687676,0.05178925,0.31870720,0.40078338,0.32109251,0.00000000
-4.79339670,1.99439030,0.31070658,1.12930677,0.01654117,0.04963039,0.30555190,0.38848179,0.30992832,0.00000000
-4.78739370,1.92518255,0.30026560,1.09107188,0.01615859,0.04752609,0.29215240,0.37685543,0.29923417,0.00000000
-4.78139070,1.86122536,0.29041625,1.05622544,0.01573860,0.04552252,0.27880183,0.36616738,0.28922287,0.00000000
-4.77538769,1.80368282,0.28135962,1.02537006,0.01529159,0.04366201,0.26577698,0.35665587,0.28008570,0.00000000
-4.76938469,1.75351305,0.27327131,0.99897910,0.01482843,0.04198198,0.25333085,0.34852816,0.27198777,0.00000000
-4.76338169,1.71144686,0.26629800,0.97738563,0.01436020,0.04051416,0.24168657,0.34195562,0.26506462,0.00000000
-4.75737869,1.67797490,0.26055539,0.96077629,0.01389784,0.03928401,0.23103277,0.33707002,0.25942013,0.00000000
-4.75137569,1.65334373,0.25612754,0.94919048,0.01345197,0.03831043,0.22152058,0.33396119,0.25512570,0.00000000
-4.74537269,1.63756094,0.25306766,0.94252479,0.01303260,0.03760580,0.21326238,0.33267617,0.25222083,0.00000000
-4.73936968,1.63040871,0.25140028,0.94054239,0.01264898,0.03717625,0.20633214,0.33321964,0.25071505,0.00000000
-4.73336668,1.63146546,0.25112470,0.94288719,0.01230954,0.03702215,0.20076747,0.33555581,0.25059098,0.00000000
-4.72736368,1.64013440,0.25221958,0.94910194,0.01202174,0.03713890,0.19657301,0.33961141,0.25180846,0.00000000
-4.72136068,1.65567766,0.25464831,0.95864972,0.01179213,0.03751784,0.19372503,0.34527979,0.25430957,0.00000000
-4.71535768,1.67725458,0.25836500,0.97093780,0.01162634,0.03814732,0.19217695,0.35242586,0.25802405,0.00000000
-4.70935468,1.70396226,0.26332068,0.98534288,0.01152913,0.03901383,0.19186549,0.36089156,0.26287516,0.00000000
-4.70335168,1.73487665,0.26946932,1.00123669,0.01150451,0.04010316,0.19271699,0.37050178,0.26878535,0.00000000
-4.69734867,1.76909215,0.27677342,1.01801072,0.01155582,0.04140147,0.19465373,0.38107031,0.27568165,0.00000000
-4.69134567,1.80575799,0.28520861,1.03509913,0.01168578,0.04289629,0.19759969,0.39240567,0.28350028,0.00000000
-4.68534267,1.84410967,0.29476720,1.05199869,0.01189664,0.04457729,0.20148567,0.40431652,0.29219041,0.00000000
-4.67933967,1.88349399,0.30546013,1.06828505,0.01219015,0.04643692,0.20625330,0.41661653,0.30171660,0.00000000
-4.67333667,1.92338660,0.31731728,1.08362447,0.01256763,0.04847068,0.21185785,0.42912848,0.31205990,0.00000000
-4.66733367,1.96340121,0.33038598,1.09778064,0.01302996,0.05067717,0.21826958,0.44168758,0.32321752,0.00000000
-4.66133067,2.00329026,0.34472764,1.11061634,0.01357747,0.05305780,0.22547371,0.45414378,0.33520083,0.00000000
-4.65532766,2.04293712,0.36041271,1.12208986,0.01420988,0.05561624,0.23346888,0.46636325,0.34803205,0.00000000
-4.64932466,2.08234028,0.37751402,1.13224664,0.01492616,0.05835758,0.24226425,0.47822897,0.36173955,0.00000000
-4.64332166,2.12159083,0.39609885,1.14120651,0.01572433,0.06128723,0.25187545,0.48964048,0.37635208,0.00000000
