energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.66983492,1.64884630,0.02421584,0.17315285,0.51266770,0.67403895,0.72212458,0.00000000
-5.66383192,1.72940940,0.02621983,0.18825183,0.55474086,0.69908313,0.75959100,0.00000000
-5.65782891,1.81880294,0.02822244,0.20484135,0.60038072,0.72853342,0.79983559,0.00000000
-5.65182591,1.91642674,0.03019464,0.22280845,0.64933067,0.76226362,0.84254026,0.00000000
-5.64582291,2.02159997,0.03210624,0.24201448,0.70128272,0.80011877,0.88735866,0.00000000
-5.63981991,2.13357970,0.03392664,0.26229684,0.75588182,0.84192168,0.93392471,0.00000000
-5.63381691,2.25157815,0.03562569,0.28347137,0.81273102,0.88747809,0.98186067,0.00000000
-5.62781391,2.37477794,0.03717452,0.30533516,0.87139726,0.93658033,1.03078453,0.00000000
-5.62181091,2.50234466,0.03854648,0.32766990,0.93141779,0.98900921,1.08031632,0.00000000
-5.61580790,2.63343644,0.03971793,0.35024563,0.99230679,1.04453413,1.13008342,0.00000000
-5.60980490,2.76721030,0.04066906,0.37282480,1.05356227,1.10291136,1.17972447,0.00000000
-5.60380190,2.90282519,0.04138447,0.39516650,1.11467284,1.16388071,1.22889205,0.00000000
-5.59779890,3.03944198,0.04185371,0.41703090,1.17512437,1.22716087,1.27725409,0.00000000
-5.59179590,3.17622069,0.04207163,0.43818357,1.23440621,1.29244355,1.32449400,0.00000000
-5.58579290,3.31231556,0.04203847,0.45839977,1.29201706,1.35938723,1.37031001,0.00000000
-5.57978989,3.44686881,0.04175984,0.47746849,1.34747026,1.42761063,1.41441359,0.00000000
-5.57378689,3.57900367,0.04124647,0.49519618,1.40029859,1.49668675,1.45652753,0.00000000
-5.56778389,3.70781794,0.04051375,0.51141011,1.45005851,1.56613795,1.49638383,0.00000000
-5.56178089,3.83237888,0.03958114,0.52596118,1.49633402,1.63543257,1.53372185,0.00000000
-5.55577789,3.95172036,0.03847144,0.53872628,1.53874003,1.70398373,1.56828686,0.00000000
-5.54977489,4.06484321,0.03720996,0.54960997,1.57692554,1.77115075,1.59982946,0.00000000
-5.54377189,4.17071942,0.03582364,0.55854563,1.61057654,1.83624343,1.62810599,0.00000000
-5.53776888,4.26830061,0.03434013,0.56549583,1.63941883,1.89852956,1.65288002,0.00000000
-5.53176588,4.35653095,0.03278694,0.57045218,1.66322073,1.95724553,1.67392511,0.00000000
-5.52576288,4.43436454,0.03119059,0.57343443,1.68179574,2.01161001,1.69102859,0.00000000
-5.51975988,4.50078661,0.02957593,0.57448899,1.69500507,2.06084040,1.70399648,0.00000000
-5.51375688,4.55483796,0.02796555,0.57368681,1.70275996,2.10417141,1.71265894,0.00000000
-5.50775388,4.59564148,0.02637928,0.57112077,1.70502366,2.14087522,1.71687628,0.00000000
-5.50175088,4.62242959,0.02483392,0.56690254,1.70181291,2.17028232,1.71654488,0.00000000
-5.49574787,4.63457107,0.02334308,0.56115904,1.69319874,2.19180214,1.71160270,0.00000000
-5.48974487,4.63159587,0.02191713,0.55402864,1.67930637,2.20494260,1.70203400,0.00000000
-5.48374187,4.61321647,0.02056336,0.54565717,1.66031403,2.20932741,1.68787275,0.00000000
-5.47773887,4.57934436,0.01928616,0.53619375,1.63645067,2.20471050,1.66920462,0.00000000
-5.47173587,4.53010074,0.01808734,0.52578687,1.60799233,2.19098662,1.64616706,0.00000000
-5.46573287,4.46582049,0.01696648,0.51458046,1.57525735,2.16819759,1.61894763,0.00000000
-5.45972986,4.38704914,0.01592134,0.50271048,1.53860026,2.13653391,1.58778038,0.00000000
-5.45372686,4.29453280,0.01494826,0.49030182,1.49840484,2.09633151,1.55294055,0.00000000
-5.44772386,4.18920152,0.01404258,0.47746585,1.45507623,2.04806372,1.51473786,0.00000000
-5.44172086,4.07214686,0.01319897,0.46429865,1.40903272,1.99232906,1.47350864,0.00000000
-5.43571786,3.94459475,0.01241180,0.45087992,1.36069733,1.92983517,1.42960745,0.00000000
-5.42971486,3.80787522,0.01167542,0.43727273,1.31048972,1.86137988,1.38339842,0.00000000
-5.42371186,3.66339027,0.01098436,0.42352399,1.25881871,1.78783024,1.33524706,0.00000000
-5.41770885,3.51258175,0.01033354,0.40966578,1.20607578,1.71010049,1.28551283,0.00000000
-5.41170585,3.35690053,0.00971837,0.39571721,1.15262987,1.62913005,1.23454288,0.00000000
-5.40570285,3.19777844,0.00913481,0.38168700,1.09882351,1.54586238,1.18266732,0.00000000
-5.39969985,3.03660401,0.00857945,0.36757642,1.04497069,1.46122564,1.13019612,0.00000000
-5.39369685,2.87470287,0.00804946,0.35338254,0.99135614,1.37611572,1.07741771,0.00000000
-5.38769385,2.71332312,0.00754260,0.33910157,0.93823615,1.29138230,1.02459924,0.00000000
-5.38169085,2.55362575,0.00705714,0.32473217,0.88584060,1.20781800,0.97198813,0.00000000
-5.37568784,2.39667992,0.00659187,0.31027847,0.83437603,1.12615087,0.91981487,0.00000000
-5.36968484,2.24346237,0.00614596,0.29575267,0.78402930,1.04703998,0.86829639,0.00000000
-5.36368184,2.09486019,0.00571895,0.28117716,0.73497158,0.97107386,0.81763987,0.00000000
-5.35767884,1.95167602,0.00531068,0.26658584,0.68736229,0.89877122,0.76804631,0.00000000
-5.35167584,1.81463454,0.00492121,0.25202486,0.64135258,0.83058360,0.71971366,0.00000000
-5.34567284,1.68438928,0.00455081,0.23755249,0.59708810,0.76689911,0.67283909,0.00000000
-5.33966983,1.56152871,0.00419986,0.22323826,0.55471088,0.70804681,0.62762011,0.00000000
-5.33366683,1.44658095,0.00386882,0.20916142,0.51436015,0.65430116,0.58425447,0.00000000
-5.32766383,1.34001646,0.00355822,0.19540877,0.47617194,0.60588593,0.54293872,0.00000000
-5.32166083,1.24224825,0.00326858,0.18207196,0.44027767,0.56297734,0.50386546,0.00000000
-5.31565783,1.15362978,0.00300038,0.16924452,0.40680173,0.52570608,0.46721953,0.00000000
-5.30965483,1.07445043,0.00275404,0.15701861,0.37585823,0.49415815,0.43317324,0.00000000
-5.30365183,1.00492910,0.00252989,0.14548172,0.34754721,0.46837443,0.40188105,0.00000000
-5.29764882,0.94520637,0.00232811,0.13471360,0.32195057,0.44834939,0.37347393,0.00000000
-5.29164582,0.89533608,0.00214875,0.12478326,0.29912793,0.43402888,0.34805383,0.00000000
-5.28564282,0.85527689,0.00199165,0.11574657,0.27911286,0.42530763,0.32568855,0.00000000
-5.27963982,0.82488487,0.00185650,0.10764416,0.26190962,0.42202677,0.30640739,0.00000000
-5.27363682,0.80390776,0.00174274,0.10049998,0.24749063,0.42397180,0.29019776,0.00000000
-5.26763382,0.79198170,0.00164964,0.09432049,0.23579502,0.43087156,0.27700311,0.00000000
-5.26163082,0.78863108,0.00157626,0.08909436,0.22672821,0.44239853,0.26672218,0.00000000
-5.25562781,0.79327187,0.00152144,0.08479296,0.22016269,0.45817091,0.25920983,0.00000000
-5.24962481,0.80521887,0.00148386,0.08137126,0.21593997,0.47775664,0.25427928,0.00000000
-5.24362181,0.82369683,0.00146207,0.07876940,0.21387377,0.50067965,0.25170584,0.00000000
-5.23761881,0.84785543,0.00145445,0.07691466,0.21375415,0.52642828,0.25123201,0.00000000
-5.23161581,0.87678775,0.00145934,0.07572375,0.21535264,0.55446580,0.25257362,0.00000000
-5.22561281,0.90955168,0.00147502,0.07510550,0.21842806,0.58424277,0.25542706,0.00000000
-5.21960980,0.94519368,0.00149976,0.07496359,0.22273285,0.61521094,0.25947699,0.00000000
-5.21360680,0.98277388,0.00153187,0.07519944,0.22801969,0.64683805,0.26440463,0.00000000
-5.20760380,1.02139177,0.00156977,0.07571503,0.23404809,0.67862318,0.26989598,0.00000000
-5.20160080,1.06021127,0.00161198,0.07641558,0.24059084,0.71011179,0.27564989,0.00000000
-5.19559780,1.09848438,0.00165721,0.07721207,0.24743991,0.74090993,0.28138565,0.00000000
-5.18959480,1.13557211,0.00170434,0.07802340,0.25441171,0.77069692,0.28684975,0.00000000
-5.18359180,1.17096219,0.00175249,0.07877827,0.26135147,0.79923589,0.29182167,0.00000000
-5.17758879,1.20428244,0.00180100,0.07941658,0.26813662,0.82638162,0.29611850,0.00000000
-5.17158579,1.23530945,0.00184950,0.07989051,0.27467896,0.85208535,0.29959818,0.00000000
-5.16558279,1.26397202,0.00189781,0.08016504,0.28092576,0.87639617,0.30216141,0.00000000
-5.15957979,1.29034941,0.00194604,0.08021814,0.28685952,0.89945891,0.30375202,0.00000000
-5.15357679,1.31466417,0.00199450,0.08004046,0.29249664,0.92150862,0.30435602,0.00000000
-5.14757379,1.33727018,0.00204371,0.07963468,0.29788495,0.94286159,0.30399934,0.00000000
-5.14157079,1.35863606,0.00209433,0.07901453,0.30310025,0.96390352,0.30274434,0.00000000
-5.13556778,1.37932486,0.00214719,0.07820345,0.30824203,0.98507505,0.30068533,0.00000000
-5.12956478,1.39997068,0.00220319,0.07723315,0.31342843,1.00685526,0.29794336,0.00000000
-5.12356178,1.42125314,0.00226326,0.07614191,0.31879082,1.02974374,0.29466039,0.00000000
-5.11755878,1.44387059,0.00232836,0.07497286,0.32446797,1.05424184,0.29099312,0.00000000
-5.11155578,1.46851311,0.00239936,0.07377219,0.33060013,1.08083373,0.28710679,0.00000000
-5.10555278,1.49583606,0.00247707,0.07258742,0.33732318,1.10996796,0.28316903,0.00000000
-5.09954977,1.52643505,0.00256216,0.07146576,0.34476295,1.14203997,0.27934413,0.00000000
-5.09354677,1.56082313,0.00265509,0.07045258,0.35302999,1.17737620,0.27578772,0.00000000
-5.08754377,1.59941079,0.00275615,0.06959010,0.36221472,1.21622017,0.27264215,0.00000000
-5.08154077,1.64248924,0.00286538,0.06891619,0.37238333,1.25872096,0.27003260,0.00000000
-5.07553777,1.69021752,0.00298254,0.06846346,0.38357427,1.30492433,0.26806401,0.00000000
-5.06953477,1.74261349,0.00310713,0.06825850,0.39579559,1.35476675,0.26681889,0.00000000
-5.06353177,1.79954912,0.00323835,0.06832140,0.40902308,1.40807246,0.26635591,0.00000000
-5.05752876,1.86074985,0.00337514,0.06866541,0.42319932,1.46455364,0.26670945,0.00000000
-5.05152576,1.92579824,0.00351615,0.06929686,0.43823365,1.52381364,0.26788977,0.00000000
-5.04552276,1.99414162,0.00365976,0.07021522,0.45400301,1.58535328,0.26988406,0.00000000
-5.03951976,2.06510338,0.00380413,0.07141333,0.47035380,1.64857995,0.27265800,0.00000000
-5.03351676,2.13789787,0.00394724,0.07287785,0.48710452,1.71281942,0.27615789,0.00000000
-5.02751376,2.21164815,0.00408686,0.07458967,0.50404934,1.77732990,0.28031313,0.00000000
-5.02151076,2.28540630,0.00422071,0.07652463,0.52096241,1.84131813,0.28503913,0.00000000
-5.01550775,2.35817560,0.00434641,0.07865415,0.53760291,1.90395705,0.29024025,0.00000000
-5.00950475,2.42893398,0.00446161,0.08094603,0.55372057,1.96440439,0.29581288,0.00000000
-5.00350175,2.49665803,0.00456401,0.08336522,0.56906167,2.02182189,0.30164847,0.00000000
-4.99749875,2.56034679,0.00465143,0.08587463,0.58337532,2.07539439,0.30763637,0.00000000
-4.99149575,2.61904475,0.00472191,0.08843594,0.59641971,2.12434833,0.31366648,0.00000000
-4.98549275,2.67186315,0.00477369,0.09101040,0.60796828,2.16796899,0.31963152,0.00000000
-4.97948974,2.71799921,0.00480535,0.09355953,0.61781559,2.20561609,0.32542899,0.00000000
-4.97348674,2.75675243,0.00481578,0.09604579,0.62578252,2.23673715,0.33096265,0.00000000
-4.96748374,2.78753784,0.00480426,0.09843323,0.63172093,2.26087829,0.33614359,0.00000000
-4.96148074,2.80989570,0.00477049,0.10068795,0.63551726,2.27769232,0.34089096,0.00000000
-4.95547774,2.82349758,0.00471457,0.10277857,0.63709527,2.28694379,0.34513220,0.00000000
-4.94947474,2.82814888,0.00463702,0.10467660,0.63641758,2.28851111,0.34880301,0.00000000
-4.94347174,2.82378792,0.00453878,0.10635666,0.63348615,2.28238589,0.35184707,0.00000000
-4.93746873,2.81048198,0.00442116,0.10779674,0.62834160,2.26866965,0.35421556,0.00000000
-4.93146573,2.78842070,0.00428583,0.10897830,0.62106150,2.24756825,0.35586663,0.00000000
-4.92546273,2.75790739,0.00413475,0.10988642,0.61175762,2.21938463,0.35676484,0.00000000
-4.91945973,2.71934888,0.00397015,0.11050984,0.60057248,2.18451003,0.35688082,0.00000000
-4.91345673,2.67324453,0.00379444,0.11084102,0.58767514,2.14341445,0.35619092,0.00000000
-4.90745373,2.62017484,0.00361015,0.11087620,0.57325662,2.09663673,0.35467733,0.00000000
-4.90145073,2.56079041,0.00341991,0.11061547,0.55752499,2.04477459,0.35232826,0.00000000
-4.89544772,2.49580133,0.00322634,0.11006276,0.54070049,1.98847506,0.34913853,0.00000000
-4.88944472,2.42596766,0.00303199,0.10922596,0.52301071,1.92842555,0.34511032,0.00000000
-4.88344172,2.35209071,0.00283934,0.10811689,0.50468603,1.86534567,0.34025422,0.00000000
-4.87743872,2.27500545,0.00265071,0.10675136,0.48595553,1.79997979,0.33459029,0.00000000
-4.87143572,2.19557368,0.00246823,0.10514905,0.46704327,1.73309029,0.32814920,0.00000000
-4.86543272,2.11467779,0.00229383,0.10333343,0.44816520,1.66545138,0.32097329,0.00000000
-4.85942971,2.03321468,0.00212920,0.10133154,0.42952649,1.59784305,0.31311744,0.00000000
-4.85342671,1.95208957,0.00197581,0.09917363,0.41131936,1.53104509,0.30464962,0.00000000
-4.84742371,1.87220913,0.00183490,0.09689269,0.39372140,1.46583078,0.29565102,0.00000000
-4.84142071,1.79447377,0.00170745,0.09452387,0.37689415,1.40295988,0.28621580,0.00000000
-4.83541771,1.71976863,0.00159427,0.09210372,0.36098202,1.34317089,0.27645026,0.00000000
-4.82941471,1.64895333,0.00149598,0.08966931,0.34611144,1.28717240,0.26647156,0.00000000
-4.82341171,1.58285034,0.00141300,0.08725730,0.33239005,1.23563342,0.25640586,0.00000000
-4.81740870,1.52223222,0.00134568,0.08490288,0.31990615,1.18917294,0.24638618,0.00000000
-4.81140570,1.46780796,0.00129422,0.08263874,0.30872816,1.14834889,0.23654981,0.00000000
-4.80540270,1.42020908,0.00125879,0.08049403,0.29890424,1.11364684,0.22703562,0.00000000
-4.79939970,1.37997594,0.00123952,0.07849342,0.29046210,1.08546897,0.21798123,0.00000000
-4.79339670,1.34754494,0.00123656,0.07665631,0.28340906,1.06412371,0.20952031,0.00000000
-4.78739370,1.32323748,0.00125009,0.07499619,0.27773241,1.04981680,0.20178012,0.00000000
-4.78139070,1.30725122,0.00128037,0.07352027,0.27340016,1.04264411,0.19487939,0.00000000
-4.77538769,1.29965444,0.00132776,0.07222936,0.27036228,1.04258698,0.18892671,0.00000000
-4.76938469,1.30038385,0.00139273,0.07111799,0.26855248,1.04951031,0.18401944,0.00000000
-4.76338169,1.30924643,0.00147591,0.07017492,0.26789047,1.06316392,0.18024326,0.00000000
-4.75737869,1.32592522,0.00157807,0.06938381,0.26828474,1.08318721,0.17767231,0.00000000
-4.75137569,1.34998924,0.00170016,0.06872425,0.26963588,1.10911719,0.17636988,0.00000000
-4.74537269,1.38090704,0.00184325,0.06817287,0.27184015,1.14039974,0.17638957,0.00000000
-4.73936968,1.41806356,0.00200853,0.06770471,0.27479335,1.17640367,0.17777685,0.00000000
-4.73336668,1.46077940,0.00219732,0.06729463,0.27839471,1.21643714,0.18057080,0.00000000
-4.72736368,1.50833180,0.00241095,0.06691873,0.28255068,1.25976574,0.18480591,0.00000000
-4.72136068,1.55997623,0.00265075,0.06655571,0.28717835,1.30563150,0.19051375,0.00000000
-4.71535768,1.61496755,0.00291796,0.06618812,0.29220840,1.35327195,0.19772438,0.00000000
-4.70935468,1.67257983,0.00321363,0.06580340,0.29758735,1.40193848,0.20646728,0.00000000
-4.70335168,1.73212368,0.00353854,0.06539467,0.30327894,1.45091314,0.21677171,0.00000000
-4.69734867,1.79296042,0.00389305,0.06496128,0.30926468,1.49952320,0.22866643,0.00000000
-4.69134567,1.85451254,0.00427706,0.06450898,0.31554333,1.54715295,0.24217869,0.00000000
-4.68534267,1.91626977,0.00468982,0.06404979,0.32212946,1.59325231,0.25733254,0.00000000
-4.67933967,1.97779108,0.00512989,0.06360161,0.32905115,1.63734214,0.27414639,0.00000000
-4.67333667,2.03870243,0.00559502,0.06318742,0.33634680,1.67901621,0.29263009,0.00000000
-4.66733367,2.09869089,0.00608208,0.06283431,0.34406142,1.71794015,0.31278152,0.00000000
-4.66133067,2.15749577,0.00658704,0.06257226,0.35224243,1.75384789,0.33458290,0.00000000
-4.65532766,2.21489766,0.00710497,0.06243270,0.36093524,1.78653605,0.35799712,0.00000000
-4.64932466,2.27070639,0.00763001,0.06244703,0.37017888,1.81585713,0.38296414,0.00000000
-4.64332166,2.32474895,0.00815554,0.06264508,0.38000186,1.84171234,0.40939780,0.00000000
-4.63731866,2.37685850,0.00867419,0.06305350,0.39041847,1.86404462,0.43718322,0.00000000
-4.63131566,2.42686541,0.00917810,0.06369437,0.40142575,1.88283280,0.46617503,0.00000000
-4.62531266,2.47459111,0.00965902,0.06458379,0.41300121,1.89808738,0.49619654,0.00000000
-4.61930965,2.51984538,0.01010858,0.06573078,0.42510152,1.90984830,0.52704001,0.00000000
-4.61330665,2.56242740,0.01051854,0.06713631,0.43766211,1.91818489,0.55846813,0.00000000
-4.60730365,2.60213048,0.01088106,0.06879268,0.45059777,1.92319804,0.59021670,0.00000000
-4.60130065,2.63875032,0.01118891,0.07068315,0.46380421,1.92502420,0.62199864,0.00000000
-4.59529765,2.67209618,0.01143581,0.07278186,0.47716050,1.92384076,0.65350896,0.00000000
-4.58929465,2.70200411,0.01161658,0.07505420,0.49053229,1.91987205,0.68443101,0.00000000
-4.58329165,2.72835127,0.01172741,0.07745732,0.50377569,1.91339534,0.71444335,0.00000000
-4.57728864,2.75107024,0.01176596,0.07994115,0.51674157,1.90474572,0.74322746,0.00000000
-4.57128564,2.77016212,0.01173150,0.08244954,0.52928022,1.89431915,0.77047571,0.00000000
-4.56528264,2.78570724,0.01162495,0.08492181,0.54124608,1.88257287,0.79589949,0.00000000
-4.55927964,2.79787257,0.01144886,0.08729439,0.55250237,1.87002246,0.81923706,0.00000000
-4.55327664,2.80691479,0.01120730,0.08950267,0.56292545,1.85723513,0.84026095,0.00000000
-4.54727364,2.81317867,0.01090580,0.09148298,0.57240871,1.84481906,0.85878439,0.00000000
-4.54127064,2.81709017,0.01055110,0.09317452,0.58086582,1.83340883,0.87466662,0.00000000
-4.53526763,2.81914445,0.01015092,0.09452131,0.58823318,1.82364734,0.88781680,0.00000000
-4.52926463,2.81988907,0.00971374,0.09547395,0.59447153,1.81616475,0.89819615,0.00000000
-4.52326163,2.81990293,0.00924848,0.09599127,0.59956647,1.81155547,0.90581833,0.00000000
-4.51725863,2.81977193,0.00876418,0.09604163,0.60352809,1.81035411,0.91074791,0.00000000
-4.51125563,2.82006252,0.00826979,0.09560392,0.60638947,1.81301171,0.91309688,0.00000000
-4.50525263,2.82129439,0.00777383,0.09466828,0.60820425,1.81987351,0.91301936,0.00000000
-4.49924962,2.82391384,0.00728416,0.09323629,0.60904339,1.83115948,0.91070467,0.00000000
-4.49324662,2.82826916,0.00680780,0.09132087,0.60899109,1.84694888,0.90636907,0.00000000
-4.48724362,2.83458957,0.00635075,0.08894574,0.60814024,1.86716979,0.90024642,0.00000000
-4.48124062,2.84296890,0.00591787,0.08614452,0.60658758,1.89159454,0.89257836,0.00000000
-4.47523762,2.85335508,0.00551282,0.08295948,0.60442866,1.91984141,0.88360434,0.00000000
-4.46923462,2.86554624,0.00513807,0.07944008,0.60175311,1.95138293,0.87355202,0.00000000
-4.46323162,2.87919384,0.00479489,0.07564125,0.59864027,1.98556054,0.86262859,0.00000000
-4.45722861,2.89381288,0.00448347,0.07162159,0.59515542,2.02160518,0.85101334,0.00000000
-4.45122561,2.90879889,0.00420302,0.06744153,0.59134696,2.05866300,0.83885192,0.00000000
-4.44522261,2.92345099,0.00395188,0.06316151,0.58724450,2.09582501,0.82625262,0.00000000
-4.43921961,2.93699996,0.00372773,0.05884029,0.58285809,2.13215936,0.81328475,0.00000000
-4.43321661,2.94863995,0.00352772,0.05453342,0.57817856,2.16674479,0.79997922,0.00000000
-4.42721361,2.95756231,0.00334865,0.05029195,0.57317888,2.19870351,0.78633131,0.00000000
-4.42121061,2.96298973,0.00318716,0.04616141,0.56781664,2.22723209,0.77230532,0.00000000
-4.41520760,2.96420904,0.00303988,0.04218108,0.56203723,2.25162873,0.75784091,0.00000000
-4.40920460,2.96060099,0.00290356,0.03838353,0.55577772,2.27131568,0.74286065,0.00000000
-4.40320160,2.95166541,0.00277518,0.03479448,0.54897111,2.28585583,0.72727850,0.00000000
-4.39719860,2.93704075,0.00265207,0.03143287,0.54155078,2.29496265,0.71100839,0.00000000
-4.39119560,2.91651680,0.00253198,0.02831121,0.53345477,2.29850323,0.69397283,0.00000000
-4.38519260,2.89004048,0.00241308,0.02543610,0.52462980,2.29649454,0.67611076,0.00000000
-4.37918959,2.85771427,0.00229403,0.02280887,0.51503470,2.28909321,0.65738433,0.00000000
-4.37318659,2.81978794,0.00217395,0.02042637,0.50464322,2.27657982,0.63778431,0.00000000
-4.36718359,2.77664415,0.00205237,0.01828173,0.49344600,2.25933867,0.61733379,0.00000000
-4.36118059,2.72877900,0.00192925,0.01636523,0.48145169,2.23783447,0.59609014,0.00000000
-4.35517759,2.67677895,0.00180486,0.01466503,0.46868723,2.21258729,0.57414499,0.00000000
-4.34917459,2.62129543,0.00167977,0.01316792,0.45519738,2.18414737,0.55162258,0.00000000
-4.34317159,2.56301879,0.00155474,0.01185995,0.44104346,2.15307116,0.52867631,0.00000000
-4.33716858,2.50265291,0.00143068,0.01072700,0.42630156,2.11989989,0.50548396,0.00000000
-4.33116558,2.44089183,0.00130859,0.00975517,0.41106030,2.08514162,0.48224179,0.00000000
-4.32516258,2.37839949,0.00118948,0.00893114,0.39541832,2.04925758,0.45915783,0.00000000
-4.31915958,2.31579329,0.00107431,0.00824242,0.37948165,2.01265318,0.43644475,0.00000000
-4.31315658,2.25363198,0.00096398,0.00767744,0.36336103,1.97567366,0.41431267,0.00000000
-4.30715358,2.19240800,0.00085929,0.00722565,0.34716942,1.93860421,0.39296223,0.00000000
