energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.78389195,2.26281773,0.21193175,0.00000000,0.04777794,1.07696501,1.37647159,0.46209201
-5.77788894,2.27544443,0.21315910,0.00000000,0.04705465,1.09156564,1.39411311,0.45679299
-5.77188594,2.28792795,0.21444006,0.00000000,0.04633762,1.10523661,1.41115472,0.45217002
-5.76588294,2.30013760,0.21575751,0.00000000,0.04564135,1.11790993,1.42734647,0.44825736
-5.75987994,2.31195091,0.21709202,0.00000000,0.04498013,1.12953141,1.44246676,0.44508075
-5.75387694,2.32325440,0.21842248,0.00000000,0.04436764,1.14006050,1.45632465,0.44265640
-5.74787394,2.33394456,0.21972674,0.00000000,0.04381660,1.14947028,1.46876153,0.44099025
-5.74187094,2.34392917,0.22098238,0.00000000,0.04333853,1.15774752,1.47965223,0.44007748
-5.73586793,2.35312879,0.22216746,0.00000000,0.04294350,1.16489273,1.48890563,0.43990224
-5.72986493,2.36147864,0.22326133,0.00000000,0.04264005,1.17092049,1.49646473,0.44043765
-5.72386193,2.36893060,0.22424543,0.00000000,0.04243514,1.17585967,1.50230627,0.44164622
-5.71785893,2.37545531,0.22510413,0.00000000,0.04233417,1.17975374,1.50643980,0.44348050
-5.71185593,2.38104423,0.22582542,0.00000000,0.04234107,1.18266102,1.50890624,0.44588407
-5.70585293,2.38571155,0.22640174,0.00000000,0.04245838,1.18465473,1.50977596,0.44879290
-5.69984992,2.38949579,0.22683052,0.00000000,0.04268740,1.18582288,1.50914643,0.45213693
-5.69384692,2.39246106,0.22711485,0.00000000,0.04302832,1.18626780,1.50713944,0.45584195
-5.68784392,2.39469780,0.22726384,0.00000000,0.04348033,1.18610542,1.50389796,0.45983162
-5.68184092,2.39632303,0.22729302,0.00000000,0.04404172,1.18546414,1.49958290,0.46402972
-5.67583792,2.39748012,0.22722451,0.00000000,0.04470992,1.18448343,1.49436973,0.46836242
-5.66983492,2.39833793,0.22708702,0.00000000,0.04548158,1.18331202,1.48844508,0.47276055
-5.66383192,2.39908954,0.22691576,0.00000000,0.04635247,1.18210599,1.48200366,0.47716181
-5.65782891,2.39995048,0.22675209,0.00000000,0.04731749,1.18102647,1.47524532,0.48151286
-5.65182591,2.40115644,0.22664304,0.00000000,0.04837061,1.18023737,1.46837251,0.48577113
-5.64582291,2.40296057,0.22664058,0.00000000,0.04950473,1.17990295,1.46158814,0.48990631
-5.63981991,2.40563035,0.22680080,0.00000000,0.05071162,1.18018537,1.45509373,0.49390153
-5.63381691,2.40944381,0.22718277,0.00000000,0.05198187,1.18124228,1.44908790,0.49775404
-5.62781391,2.41468533,0.22784736,0.00000000,0.05330477,1.18322439,1.44376501,0.50147543
-5.62181091,2.42164064,0.22885576,0.00000000,0.05466835,1.18627302,1.43931380,0.50509129
-5.61580790,2.43059113,0.23026798,0.00000000,0.05605939,1.19051765,1.43591594,0.50864041
-5.60980490,2.44180734,0.23214113,0.00000000,0.05746350,1.19607342,1.43374412,0.51217329
-5.60380190,2.45554154,0.23452762,0.00000000,0.05886523,1.20303839,1.43295980,0.51575026
-5.59779890,2.47201944,0.23747332,0.00000000,0.06024830,1.21149081,1.43371017,0.51943893
-5.59179590,2.49143105,0.24101565,0.00000000,0.06159579,1.22148613,1.43612459,0.52331131
-5.58579290,2.51392087,0.24518170,0.00000000,0.06289045,1.23305379,1.44031012,0.52744045
-5.57978989,2.53957763,0.24998645,0.00000000,0.06411499,1.24619408,1.44634665,0.53189674
-5.57378689,2.56842384,0.25543103,0.00000000,0.06525240,1.26087477,1.45428136,0.53674412
-5.56778389,2.60040566,0.26150127,0.00000000,0.06628629,1.27702795,1.46412311,0.54203603
-5.56178089,2.63538340,0.26816640,0.00000000,0.06720118,1.29454713,1.47583677,0.54781157
-5.55577789,2.67312336,0.27537813,0.00000000,0.06798286,1.31328478,1.48933810,0.55409174
-5.54977489,2.71329148,0.28307011,0.00000000,0.06861859,1.33305047,1.50448929,0.56087611
-5.54377189,2.75544926,0.29115784,0.00000000,0.06909735,1.35361001,1.52109578,0.56813996
-5.53776888,2.79905260,0.29953903,0.00000000,0.06941005,1.37468560,1.53890454,0.57583211
-5.53176588,2.84345395,0.30809455,0.00000000,0.06954960,1.39595724,1.55760417,0.58387355
-5.52576288,2.88790794,0.31668998,0.00000000,0.06951099,1.41706558,1.57682705,0.59215704
-5.51975988,2.93158089,0.32517767,0.00000000,0.06929137,1.43761623,1.59615364,0.60054769
-5.51375688,2.97356400,0.33339939,0.00000000,0.06888994,1.45718557,1.61511891,0.60888467
-5.50775388,3.01289016,0.34118952,0.00000000,0.06830795,1.47532800,1.63322085,0.61698401
-5.50175088,3.04855404,0.34837867,0.00000000,0.06754854,1.49158452,1.64993089,0.62464241
-5.49574787,3.07953482,0.35479769,0.00000000,0.06661665,1.50549238,1.66470580,0.63164217
-5.48974487,3.10482101,0.36028189,0.00000000,0.06551882,1.51659559,1.67700076,0.63775678
-5.48374187,3.12343644,0.36467546,0.00000000,0.06426309,1.52445599,1.68628322,0.64275734
-5.47773887,3.13446668,0.36783573,0.00000000,0.06285872,1.52866439,1.69204678,0.64641929
-5.47173587,3.13708463,0.36963739,0.00000000,0.06131610,1.52885154,1.69382496,0.64852940
-5.46573287,3.13057474,0.36997621,0.00000000,0.05964652,1.52469847,1.69120403,0.64889264
-5.45972986,3.11435453,0.36877241,0.00000000,0.05786202,1.51594581,1.68383459,0.64733863
-5.45372686,3.08799290,0.36597329,0.00000000,0.05597520,1.50240182,1.67144149,0.64372750
-5.44772386,3.05122431,0.36155511,0.00000000,0.05399906,1.48394864,1.65383167,0.63795485
-5.44172086,3.00395841,0.35552425,0.00000000,0.05194685,1.46054682,1.63089977,0.62995550
-5.43571786,2.94628474,0.34791728,0.00000000,0.04983195,1.43223764,1.60263128,0.61970617
-5.42971486,2.87847226,0.33880035,0.00000000,0.04766770,1.39914335,1.56910319,0.60722656
-5.42371186,2.80096396,0.32826750,0.00000000,0.04546731,1.36146526,1.53048222,0.59257924
-5.41770885,2.71436654,0.31643830,0.00000000,0.04324370,1.31947966,1.48702059,0.57586801
-5.41170585,2.61943590,0.30345467,0.00000000,0.04100947,1.27353192,1.43904986,0.55723509
-5.40570285,2.51705881,0.28947717,0.00000000,0.03877672,1.22402875,1.38697269,0.53685714
-5.39969985,2.40823159,0.27468080,0.00000000,0.03655706,1.17142914,1.33125323,0.51494033
-5.39369685,2.29403677,0.25925059,0.00000000,0.03436146,1.11623415,1.27240627,0.49171478
-5.38769385,2.17561830,0.24337701,0.00000000,0.03220027,1.05897594,1.21098561,0.46742853
-5.38169085,2.05415655,0.22725154,0.00000000,0.03008310,1.00020650,1.14757204,0.44234134
-5.37568784,1.93084378,0.21106241,0.00000000,0.02801886,0.94048637,1.08276140,0.41671855
-5.36968484,1.80686084,0.19499081,0.00000000,0.02601571,0.88037375,1.01715284,0.39082530
-5.36368184,1.68335598,0.17920753,0.00000000,0.02408104,0.82041433,0.95133795,0.36492121
-5.35767884,1.56142616,0.16387024,0.00000000,0.02222153,0.76113213,0.88589072,0.33925576
-5.35167584,1.44210138,0.14912145,0.00000000,0.02044311,0.70302156,0.82135878,0.31406446
-5.34567284,1.32633231,0.13508715,0.00000000,0.01875102,0.64654089,0.75825599,0.28956584
-5.33966983,1.21498122,0.12187608,0.00000000,0.01714984,0.59210726,0.69705645,0.26595935
-5.33366683,1.10881631,0.10957972,0.00000000,0.01564353,0.54009319,0.63819017,0.24342408
-5.32766383,1.00850921,0.09827277,0.00000000,0.01423544,0.49082461,0.58204005,0.22211823
-5.32166083,0.91463520,0.08801415,0.00000000,0.01292841,0.44458035,0.52894049,0.20217931
-5.31565783,0.82767601,0.07884839,0.00000000,0.01172475,0.40159282,0.47917715,0.18372484
-5.30965483,0.74802442,0.07080719,0.00000000,0.01062631,0.36204983,0.43298791,0.16685350
-5.30365183,0.67599036,0.06391115,0.00000000,0.00963452,0.32609726,0.39056483,0.15164652
-5.29764882,0.61180776,0.05817150,0.00000000,0.00875038,0.29384227,0.35205667,0.13816918
-5.29164582,0.55564170,0.05359169,0.00000000,0.00797447,0.26535693,0.31757204,0.12647232
-5.28564282,0.50759530,0.05016880,0.00000000,0.00730700,0.24068187,0.28718268,0.11659364
-5.27963982,0.46771586,0.04789456,0.00000000,0.00674774,0.21982984,0.26092673,0.10855879
-5.27363682,0.43599992,0.04675611,0.00000000,0.00629603,0.20278883,0.23881186,0.10238209
-5.26763382,0.41239676,0.04673632,0.00000000,0.00595072,0.18952473,0.22081789,0.09806685
-5.26163082,0.39681044,0.04781368,0.00000000,0.00571016,0.17998324,0.20689893,0.09560531
-5.25562781,0.38909999,0.04996185,0.00000000,0.00557207,0.17409105,0.19698481,0.09497806
-5.24962481,0.38907810,0.05314886,0.00000000,0.00553357,0.17175626,0.19098185,0.09615320
-5.24362181,0.39650821,0.05733599,0.00000000,0.00559101,0.17286798,0.18877289,0.09908508
-5.23761881,0.41110059,0.06247656,0.00000000,0.00573997,0.17729530,0.19021671,0.10371296
-5.23161581,0.43250757,0.06851460,0.00000000,0.00597516,0.18488570,0.19514692,0.10995941
-5.22561281,0.46031863,0.07538355,0.00000000,0.00629041,0.19546312,0.20337052,0.11772894
-5.21960980,0.49405576,0.08300521,0.00000000,0.00667856,0.20882595,0.21466637,0.12690669
-5.21360680,0.53316988,0.09128891,0.00000000,0.00713155,0.22474506,0.22878367,0.13735763
-5.20760380,0.57703875,0.10013122,0.00000000,0.00764033,0.24296228,0.24544099,0.14892618
-5.20160080,0.62496712,0.10941607,0.00000000,0.00819502,0.26318959,0.26432587,0.16143662
-5.19559780,0.67618963,0.11901558,0.00000000,0.00878495,0.28510919,0.28509537,0.17469420
-5.18959480,0.72987679,0.12879149,0.00000000,0.00939877,0.30837469,0.30737781,0.18848725
-5.18359180,0.78514441,0.13859732,0.00000000,0.01002470,0.33261374,0.33077588,0.20259023
-5.17758879,0.84106659,0.14828119,0.00000000,0.01065070,0.35743204,0.35487115,0.21676769
-5.17158579,0.89669219,0.15768926,0.00000000,0.01126474,0.38241884,0.37923020,0.23077923
-5.16558279,0.95106455,0.16666975,0.00000000,0.01185509,0.40715395,0.40341218,0.24438523
-5.15957979,1.00324390,0.17507728,0.00000000,0.01241063,0.43121614,0.42697772,0.25735332
-5.15357679,1.05233192,0.18277755,0.00000000,0.01292117,0.45419254,0.44949900,0.26946523
-5.14757379,1.09749756,0.18965207,0.00000000,0.01337779,0.47568909,0.47057059,0.28052398
-5.14157079,1.13800319,0.19560274,0.00000000,0.01377313,0.49534140,0.48982083,0.29036094
-5.13556778,1.17322991,0.20055615,0.00000000,0.01410168,0.51282566,0.50692308,0.29884261
-5.12956478,1.20270110,0.20446734,0.00000000,0.01436007,0.52786933,0.52160659,0.30587670
-5.12356178,1.22610299,0.20732284,0.00000000,0.01454722,0.54026090,0.53366635,0.31141733
-5.11755878,1.24330117,0.20914285,0.00000000,0.01466451,0.54985839,0.54297150,0.31546896
-5.11155578,1.25435225,0.20998239,0.00000000,0.01471583,0.55659614,0.54947181,0.31808890
-5.10555278,1.25950982,0.20993135,0.00000000,0.01470759,0.56048948,0.55320189,0.31938818
-5.09954977,1.25922418,0.20911338,0.00000000,0.01464863,0.56163703,0.55428283,0.31953062
-5.09354677,1.25413553,0.20768354,0.00000000,0.01455003,0.56022026,0.55292094,0.31873011
-5.08754377,1.24506056,0.20582491,0.00000000,0.01442490,0.55650042,0.54940376,0.31724603
-5.08154077,1.23297269,0.20374403,0.00000000,0.01428803,0.55081267,0.54409304,0.31537690
-5.07553777,1.21897634,0.20166550,0.00000000,0.01415550,0.54355758,0.53741516,0.31345255
-5.06953477,1.20427611,0.19982568,0.00000000,0.01404424,0.53519022,0.52984905,0.31182480
-5.06353177,1.19014172,0.19846595,0.00000000,0.01397158,0.52620720,0.52191204,0.31085717
-5.05752876,1.17786984,0.19782553,0.00000000,0.01395467,0.51713203,0.51414417,0.31091372
-5.05152576,1.16874421,0.19813419,0.00000000,0.01401002,0.50849939,0.50709146,0.31234763
-5.04552276,1.16399529,0.19960512,0.00000000,0.01415294,0.50083875,0.50128863,0.31548976
-5.03951976,1.16476106,0.20242821,0.00000000,0.01439704,0.49465800,0.49724214,0.32063765
-5.03351676,1.17205020,0.20676393,0.00000000,0.01475379,0.49042766,0.49541385,0.32804541
-5.02751376,1.18670916,0.21273810,0.00000000,0.01523212,0.48856625,0.49620618,0.33791480
-5.02151076,1.20939429,0.22043779,0.00000000,0.01583807,0.48942729,0.49994907,0.35038801
-5.01550775,1.24055012,0.22990835,0.00000000,0.01657455,0.49328851,0.50688945,0.36554229
-5.00950475,1.28039473,0.24115200,0.00000000,0.01744120,0.50034355,0.51718338,0.38338687
-5.00350175,1.32891267,0.25412773,0.00000000,0.01843430,0.51069651,0.53089126,0.40386209
-4.99749875,1.38585588,0.26875281,0.00000000,0.01954690,0.52435953,0.54797638,0.42684112
-4.99149575,1.45075261,0.28490567,0.00000000,0.02076891,0.54125338,0.56830656,0.45213399
-4.98549275,1.52292394,0.30243027,0.00000000,0.02208741,0.56121116,0.59165912,0.47949400
-4.97948974,1.60150745,0.32114157,0.00000000,0.02348701,0.58398488,0.61772881,0.50862622
-4.97348674,1.68548696,0.34083204,0.00000000,0.02495029,0.60925458,0.64613833,0.53919768
-4.96748374,1.77372725,0.36127891,0.00000000,0.02645833,0.63663970,0.67645124,0.57084904
-4.96148074,1.86501227,0.38225183,0.00000000,0.02799124,0.66571226,0.70818646,0.60320702
-4.95547774,1.95808536,0.40352058,0.00000000,0.02952878,0.69601130,0.74083407,0.63589719
-4.94947474,2.05168965,0.42486251,0.00000000,0.03105095,0.72705789,0.77387156,0.66855655
-4.94347174,2.14460713,0.44606938,0.00000000,0.03253855,0.75837041,0.80678002,0.70084518
-4.93746873,2.23569452,0.46695318,0.00000000,0.03397368,0.78947921,0.83905957,0.73245665
-4.93146573,2.32391467,0.48735081,0.00000000,0.03534022,0.81994029,0.87024361,0.76312642
-4.92546273,2.40836203,0.50712721,0.00000000,0.03662422,0.84934740,0.89991102,0.79263803
-4.91945973,2.48828137,0.52617688,0.00000000,0.03781412,0.87734222,0.92769635,0.82082679
-4.91345673,2.56307901,0.54442387,0.00000000,0.03890095,0.90362216,0.95329723,0.84758063
-4.90745373,2.63232631,0.56181992,0.00000000,0.03987834,0.92794571,0.97647908,0.87283830
-4.90145073,2.69575569,0.57834132,0.00000000,0.04074251,0.95013509,0.99707706,0.89658499
-4.89544772,2.75324957,0.59398433,0.00000000,0.04149209,0.97007633,1.01499506,0.91884561
-4.88944472,2.80482323,0.60875967,0.00000000,0.04212785,0.98771683,1.03020236,0.93967620
-4.88344172,2.85060276,0.62268634,0.00000000,0.04265242,1.00306072,1.04272785,0.95915401
-4.87743872,2.89079955,0.63578526,0.00000000,0.04306990,1.01616231,1.05265252,0.97736675
-4.87143572,2.92568296,0.64807301,0.00000000,0.04338550,1.02711814,1.06010059,0.99440183
-4.86543272,2.95555275,0.65955619,0.00000000,0.04360516,1.03605791,1.06522983,1.01033604
-4.85942971,2.98071296,0.67022671,0.00000000,0.04373514,1.04313512,1.06822160,1.02522647
-4.85342671,3.00144872,0.68005837,0.00000000,0.04378178,1.04851757,1.06927113,1.03910312
-4.84742371,3.01800718,0.68900491,0.00000000,0.04375117,1.05237847,1.06857863,1.05196361
-4.84142071,3.03058365,0.69699977,0.00000000,0.04364902,1.05488841,1.06634145,1.06377043
-4.83541771,3.03931346,0.70395747,0.00000000,0.04348054,1.05620867,1.06274775,1.07445078
-4.82941471,3.04426986,0.70977669,0.00000000,0.04325040,1.05648601,1.05797184,1.08389902
-4.82341171,3.04546776,0.71434482,0.00000000,0.04296283,1.05584910,1.05217119,1.09198161
-4.81740870,3.04287287,0.71754366,0.00000000,0.04262170,1.05440674,1.04548525,1.09854421
-4.81140570,3.03641530,0.71925615,0.00000000,0.04223071,1.05224764,1.03803576,1.10342048
-4.80540270,3.02600656,0.71937343,0.00000000,0.04179359,1.04944166,1.02992838,1.10644206
-4.79939970,3.01155866,0.71780208,0.00000000,0.04131435,1.04604228,1.02125535,1.10744915
-4.79339670,2.99300381,0.71447098,0.00000000,0.04079745,1.04208990,1.01209873,1.10630097
-4.78739370,2.97031337,0.70933735,0.00000000,0.04024805,1.03761571,1.00253394,1.10288557
-4.78139070,2.94351463,0.70239170,0.00000000,0.03967207,1.03264569,0.99263313,1.09712836
-4.77538769,2.91270431,0.69366125,0.00000000,0.03907635,1.02720438,0.98246807,1.08899880
-4.76938469,2.87805780,0.68321178,0.00000000,0.03846860,1.02131826,0.97211236,1.07851502
-4.76338169,2.83983347,0.67114752,0.00000000,0.03785735,1.01501831,0.96164260,1.06574596
-4.75737869,2.79837194,0.65760938,0.00000000,0.03725181,1.00834176,0.95113866,1.05081109
-4.75137569,2.75409010,0.64277129,0.00000000,0.03666160,1.00133285,0.94068281,1.03387761
-4.74537269,2.70747061,0.62683510,0.00000000,0.03609648,0.99404273,0.93035812,1.01515542
-4.73936968,2.65904738,0.61002406,0.00000000,0.03556601,0.98652858,0.92024597,0.99489023
-4.73336668,2.60938808,0.59257544,0.00000000,0.03507917,0.97885207,0.91042337,0.97335512
-4.72736368,2.55907488,0.57473254,0.00000000,0.03464396,0.97107754,0.90095998,0.95084118
-4.72136068,2.50868463,0.55673651,0.00000000,0.03426703,0.96326999,0.89191556,0.92764768
-4.71535768,2.45876976,0.53881849,0.00000000,0.03395338,0.95549336,0.88333788,0.90407240
-4.70935468,2.40984101,0.52119235,0.00000000,0.03370602,0.94780908,0.87526165,0.88040256
-4.70335168,2.36235320,0.50404838,0.00000000,0.03352584,0.94027533,0.86770845,0.85690690
-4.69734867,2.31669456,0.48754834,0.00000000,0.03341146,0.93294701,0.86068799,0.83382915
-4.69134567,2.27318039,0.47182188,0.00000000,0.03335925,0.92587647,0.85420067,0.81138325
-4.68534267,2.23205116,0.45696461,0.00000000,0.03336341,0.91911501,0.84824142,0.78975039
-4.67933967,2.19347493,0.44303772,0.00000000,0.03341619,0.91271506,0.84280460,0.76907794
-4.67333667,2.15755387,0.43006922,0.00000000,0.03350819,0.90673286,0.83788975,0.74948010
-4.66733367,2.12433419,0.41805654,0.00000000,0.03362875,0.90123131,0.83350789,0.73104013
-4.66133067,2.09381869,0.40697031,0.00000000,0.03376639,0.89628300,0.82968785,0.71381395
-4.65532766,2.06598103,0.39675914,0.00000000,0.03390931,0.89197284,0.82648245,0.69783459
-4.64932466,2.04078076,0.38735503,0.00000000,0.03404593,0.88840028,0.82397378,0.68311735
-4.64332166,2.01817805,0.37867909,0.00000000,0.03416534,0.88568078,0.82227747,0.66966517
-4.63731866,1.99814728,0.37064734,0.00000000,0.03425785,0.88394634,0.82154546,0.65747390
-4.63131566,1.98068860,0.36317620,0.00000000,0.03431539,0.88334505,0.82196691,0.64653720
-4.62531266,1.96583678,0.35618754,0.00000000,0.03433186,0.88403950,0.82376714,0.63685075
-4.61930965,1.95366699,0.34961289,0.00000000,0.03430344,0.88620403,0.82720440,0.62841555
-4.61330665,1.94429692,0.34339685,0.00000000,0.03422872,0.89002097,0.83256442,0.62124029
-4.60730365,1.93788542,0.33749940,0.00000000,0.03410881,0.89567577,0.84015283,0.61534257
-4.60130065,1.93462745,0.33189726,0.00000000,0.03394726,0.90335133,0.85028556,0.61074900
-4.59529765,1.93474566,0.32658401,0.00000000,0.03374995,0.91322154,0.86327744,0.60749426
-4.58929465,1.93847894,0.32156937,0.00000000,0.03352478,0.92544428,0.87942937,0.60561911
-4.58329165,1.94606836,0.31687738,0.00000000,0.03328140,0.94015400,0.89901439,0.60516754
-4.57728864,1.95774120,0.31254389,0.00000000,0.03303074,0.95745424,0.92226323,0.60618318
-4.57128564,1.97369358,0.30861339,0.00000000,0.03278459,0.97741008,0.94934971,0.60870512
-4.56528264,1.99407259,0.30513533,0.00000000,0.03255503,1.00004105,0.98037673,0.61276345
-4.55927964,2.01895864,0.30216021,0.00000000,0.03235395,1.02531450,1.01536337,0.61837456
-4.55327664,2.04834892,0.29973565,0.00000000,0.03219254,1.05313998,1.05423382,0.62553661
-4.54727364,2.08214287,0.29790251,0.00000000,0.03208073,1.08336478,1.09680869,0.63422531
-4.54127064,2.12013045,0.29669146,0.00000000,0.03202681,1.11577097,1.14279945,0.64439032
-4.53526763,2.16198409,0.29611995,0.00000000,0.03203703,1.15007440,1.19180635,0.65595247
-4.52926463,2.20725512,0.29618992,0.00000000,0.03211526,1.18592582,1.24332053,0.66880199
-4.52326163,2.25537522,0.29688634,0.00000000,0.03226283,1.22291450,1.29673051,0.68279820
-4.51725863,2.30566341,0.29817651,0.00000000,0.03247841,1.26057450,1.35133318,0.69777038
-4.51125563,2.35733879,0.30001045,0.00000000,0.03275803,1.29839375,1.40634951,0.71352048
-4.50525263,2.40953906,0.30232216,0.00000000,0.03309516,1.33582579,1.46094446,0.72982718
-4.49924962,2.46134446,0.30503179,0.00000000,0.03348103,1.37230422,1.51425080,0.74645170
-4.49324662,2.51180657,0.30804874,0.00000000,0.03390488,1.40725937,1.56539612,0.76314493
-4.48724362,2.55998096,0.31127532,0.00000000,0.03435444,1.44013669,1.61353205,0.77965582
-4.48124062,2.60496248,0.31461111,0.00000000,0.03481643,1.47041634,1.65786453,0.79574070
-4.47523762,2.64592169,0.31795756,0.00000000,0.03527707,1.49763304,1.69768404,0.81117297
-4.46923462,2.68214078,0.32122270,0.00000000,0.03572275,1.52139539,1.73239416,0.82575297
-4.46323162,2.71304703,0.32432578,0.00000000,0.03614052,1.54140359,1.76153727,0.83931726
-4.45722861,2.73824215,0.32720145,0.00000000,0.03651876,1.55746465,1.78481593,0.85174690
-4.45122561,2.75752566,0.32980332,0.00000000,0.03684758,1.56950422,1.80210876,0.86297422
-4.44522261,2.77091075,0.33210672,0.00000000,0.03711938,1.57757404,1.81347982,0.87298750
-4.43921961,2.77863152,0.33411037,0.00000000,0.03732907,1.58185462,1.81918072,0.88183334
-4.43321661,2.78114063,0.33583690,0.00000000,0.03747436,1.58265256,1.81964511,0.88961630
-4.42721361,2.77909710,0.33733214,0.00000000,0.03755581,1.58039239,1.81547541,0.89649573
-4.42121061,2.77334439,0.33866318,0.00000000,0.03757677,1.57560310,1.80742236,0.90267983
-4.41520760,2.76487947,0.33991517,0.00000000,0.03754320,1.56889985,1.79635783,0.90841709
-4.40920460,2.75481413,0.34118723,0.00000000,0.03746329,1.56096135,1.78324229,0.91398545
-4.40320160,2.74433012,0.34258728,0.00000000,0.03734702,1.55250412,1.76908809,0.91967971
-4.39719860,2.73463033,0.34422649,0.00000000,0.03720564,1.54425461,1.75492035,0.92579774
-4.39119560,2.72688814,0.34621325,0.00000000,0.03705097,1.53692052,1.74173723,0.93262627
-4.38519260,2.72219758,0.34864727,0.00000000,0.03689482,1.53116269,1.73047124,0.94042686
-4.37918959,2.72152660,0.35161391,0.00000000,0.03674823,1.52756886,1.72195363,0.94942299
-4.37318659,2.72567591,0.35517923,0.00000000,0.03662092,1.52663054,1.71688325,0.95978869
-4.36718359,2.73524512,0.35938590,0.00000000,0.03652067,1.52872406,1.71580147,0.97163961
-4.36118059,2.75060815,0.36425031,0.00000000,0.03645285,1.53409671,1.71907400,0.98502671
-4.35517759,2.77189860,0.36976096,0.00000000,0.03642011,1.54285838,1.72688057,0.99993310
-4.34917459,2.79900593,0.37587818,0.00000000,0.03642212,1.55497916,1.73921252,1.01627394
-4.34317159,2.83158217,0.38253536,0.00000000,0.03645559,1.57029268,1.75587831,1.03389955
-4.33716858,2.86905859,0.38964134,0.00000000,0.03651434,1.58850491,1.77651635,1.05260126
-4.33116558,2.91067119,0.39708402,0.00000000,0.03658955,1.60920786,1.80061425,1.07211974
-4.32516258,2.95549333,0.40473488,0.00000000,0.03667022,1.63189717,1.82753339,1.09215528
-4.31915958,3.00247366,0.41245405,0.00000000,0.03674360,1.65599274,1.85653722,1.11237919
-4.31315658,3.05047715,0.42009580,0.00000000,0.03679583,1.68086120,1.88682195,1.13244597
-4.30715358,3.09832709,0.42751391,0.00000000,0.03681258,1.70583911,1.91754791,1.15200527
