energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.69984992,3.17091532,0.00769899,0.16285092,0.79562722,0.00000000,0.52219404,1.93685965,0.01532004,0.97137071
-5.69384692,3.13363115,0.00688326,0.16135320,0.77480217,0.00000000,0.50424335,1.92164733,0.01471719,0.95772356
-5.68784392,3.09113843,0.00614772,0.16006454,0.75480513,0.00000000,0.48724709,1.90119648,0.01410190,0.94285455
-5.68184092,3.04328069,0.00549027,0.15891669,0.73543036,0.00000000,0.47111598,1.87566103,0.01347688,0.92659562
-5.67583792,2.98992888,0.00490776,0.15783997,0.71644490,0.00000000,0.45574831,1.84522945,0.01284516,0.90879260
-5.66983492,2.93099262,0.00439628,0.15676709,0.69760210,0.00000000,0.44103714,1.81011876,0.01221002,0.88931319
-5.66383192,2.86643230,0.00395147,0.15563685,0.67865522,0.00000000,0.42687753,1.77056971,0.01157496,0.86805452
-5.65782891,2.79627161,0.00356889,0.15439774,0.65937042,0.00000000,0.41317331,1.72684351,0.01094354,0.84494993
-5.65182591,2.72060972,0.00324422,0.15301115,0.63953857,0.00000000,0.39984336,1.67921996,0.01031938,0.81997467
-5.64582291,2.63963257,0.00297359,0.15145403,0.61898540,0.00000000,0.38682703,1.62799701,0.00970605,0.79315025
-5.63981991,2.55362234,0.00275383,0.14972101,0.59757976,0.00000000,0.37408853,1.57349133,0.00910702,0.76454728
-5.63381691,2.46296447,0.00258261,0.14782565,0.57523950,0.00000000,0.36162020,1.51603972,0.00852558,0.73428671
-5.62781391,2.36815163,0.00245868,0.14580095,0.55193500,0.00000000,0.34944440,1.45600072,0.00796482,0.70253922
-5.62181091,2.26978388,0.00238199,0.14369893,0.52769031,0.00000000,0.33761411,1.39375613,0.00742759,0.66952302
-5.61580790,2.16856490,0.00235380,0.14158937,0.50258183,0.00000000,0.32621210,1.32971177,0.00691649,0.63549993
-5.60980490,2.06529387,0.00237674,0.13955770,0.47673489,0.00000000,0.31534878,1.26429716,0.00643381,0.60076998
-5.60380190,1.96085320,0.00245489,0.13770209,0.45031840,0.00000000,0.30515871,1.19796389,0.00598155,0.56566473
-5.59779890,1.85619218,0.00259371,0.13612991,0.42353798,0.00000000,0.29579603,1.13118219,0.00556140,0.53053953
-5.59179590,1.75230718,0.00280003,0.13495363,0.39662783,0.00000000,0.28742879,1.06443592,0.00517472,0.49576508
-5.58579290,1.65021896,0.00308195,0.13428636,0.36984194,0.00000000,0.28023260,0.99821581,0.00482254,0.46171842
-5.57978989,1.55094796,0.00344870,0.13423716,0.34344486,0.00000000,0.27438362,0.93301133,0.00450556,0.42877394
-5.57378689,1.45548843,0.00391040,0.13490636,0.31770257,0.00000000,0.27005128,0.86930140,0.00422411,0.39729438
-5.56778389,1.36478252,0.00447785,0.13638105,0.29287376,0.00000000,0.26739088,0.80754439,0.00397815,0.36762233
-5.56178089,1.27969511,0.00516214,0.13873082,0.26920182,0.00000000,0.26653647,0.74816791,0.00376728,0.34007240
-5.55577789,1.20099067,0.00597436,0.14200417,0.24690779,0.00000000,0.26759412,0.69155893,0.00359069,0.31492410
-5.54977489,1.12931266,0.00692505,0.14622540,0.22618448,0.00000000,0.27063582,0.63805467,0.00344721,0.29241584
-5.54377189,1.06516641,0.00802381,0.15139238,0.20719183,0.00000000,0.27569440,0.58793480,0.00333527,0.27273986
-5.53776888,1.00890610,0.00927869,0.15747518,0.19005361,0.00000000,0.28275944,0.54141526,0.00325291,0.25603836
-5.53176588,0.96072606,0.01069568,0.16441554,0.17485544,0.00000000,0.29177441,0.49864409,0.00319782,0.24240072
-5.52576288,0.92065680,0.01227810,0.17212745,0.16164401,0.00000000,0.30263521,0.45969946,0.00316736,0.23186187
-5.51975988,0.88856572,0.01402607,0.18049855,0.15042752,0.00000000,0.31519009,0.42458991,0.00315860,0.22440175
-5.51375688,0.86416248,0.01593600,0.18939252,0.14117718,0.00000000,0.32924101,0.39325683,0.00316835,0.21994588
-5.50775388,0.84700871,0.01800010,0.19865237,0.13382949,0.00000000,0.34454654,0.36557901,0.00319324,0.21836692
-5.50175088,0.83653175,0.02020606,0.20810439,0.12828952,0.00000000,0.36082604,0.34137914,0.00322977,0.21948732
-5.49574787,0.83204189,0.02253683,0.21756285,0.12443459,0.00000000,0.37776525,0.32043180,0.00327439,0.22308292
-5.48974487,0.83275270,0.02497050,0.22683517,0.12211863,0.00000000,0.39502306,0.30247269,0.00332356,0.22888752
-5.48374187,0.83780364,0.02748047,0.23572739,0.12117686,0.00000000,0.41223928,0.28720877,0.00337384,0.23659844
-5.47773887,0.84628458,0.03003567,0.24404994,0.12143075,0.00000000,0.42904325,0.27432876,0.00342196,0.24588298
-5.47173587,0.85726130,0.03260106,0.25162325,0.12269317,0.00000000,0.44506305,0.26351376,0.00346488,0.25638568
-5.46573287,0.86980148,0.03513834,0.25828330,0.12477358,0.00000000,0.45993507,0.25444761,0.00349989,0.26773639
-5.45972986,0.88300047,0.03760681,0.26388676,0.12748329,0.00000000,0.47331367,0.24682658,0.00352461,0.27955901
-5.45372686,0.89600608,0.03996434,0.26831563,0.13064048,0.00000000,0.48488053,0.24036822,0.00353710,0.29148058
-5.44772386,0.90804185,0.04216859,0.27148114,0.13407512,0.00000000,0.49435361,0.23481903,0.00353586,0.30314081
-5.44172086,0.91842811,0.04417820,0.27332694,0.13763351,0.00000000,0.50149521,0.22996094,0.00351987,0.31420147
-5.43571786,0.92660036,0.04595410,0.27383129,0.14118239,0.00000000,0.50611908,0.22561624,0.00348858,0.32435557
-5.42971486,0.93212425,0.04746075,0.27300839,0.14461254,0.00000000,0.50809608,0.22165116,0.00344194,0.33333603
-5.42371186,0.93470706,0.04866731,0.27090855,0.14784170,0.00000000,0.50735851,0.21797789,0.00338036,0.34092336
-5.41770885,0.93420495,0.04954877,0.26761748,0.15081676,0.00000000,0.50390267,0.21455515,0.00330469,0.34695226
-5.41170585,0.93062617,0.05008673,0.26325453,0.15351511,0.00000000,0.49778970,0.21138733,0.00321619,0.35131666
-5.40570285,0.92412981,0.05027018,0.25797004,0.15594507,0.00000000,0.48914474,0.20852241,0.00311647,0.35397314
-5.39969985,0.91502031,0.05009582,0.25194194,0.15814537,0.00000000,0.47815426,0.20604862,0.00300743,0.35494250
-5.39369685,0.90373793,0.04956827,0.24537156,0.16018373,0.00000000,0.46506190,0.20409017,0.00289122,0.35430930
-5.38769385,0.89084541,0.04869990,0.23847904,0.16215442,0.00000000,0.45016276,0.20280208,0.00277015,0.35221950
-5.38169085,0.87701142,0.04751045,0.23149836,0.16417499,0.00000000,0.43379658,0.20236445,0.00264662,0.34887619
-5.37568784,0.86299125,0.04602636,0.22467214,0.16638230,0.00000000,0.41633991,0.20297614,0.00252309,0.34453358
-5.36968484,0.84960552,0.04427989,0.21824650,0.16892780,0.00000000,0.39819767,0.20484836,0.00240194,0.33948947
-5.36368184,0.83771755,0.04230809,0.21246606,0.17197245,0.00000000,0.37979435,0.20819796,0.00228547,0.33407653
-5.35767884,0.82821023,0.04015159,0.20756919,0.17568124,0.00000000,0.36156515,0.21324102,0.00217582,0.32865271
-5.35167584,0.82196303,0.03785340,0.20378378,0.18021778,0.00000000,0.34394741,0.22018659,0.00207489,0.32359111
-5.34567284,0.81982993,0.03545756,0.20132341,0.18573886,0.00000000,0.32737237,0.22923080,0.00198435,0.31926980
-5.33966983,0.82261879,0.03300795,0.20038412,0.19238937,0.00000000,0.31225776,0.24055153,0.00190554,0.31606173
-5.33366683,0.83107280,0.03054713,0.20114179,0.20029774,0.00000000,0.29900101,0.25430367,0.00183951,0.31432530
-5.32766383,0.84585416,0.02811527,0.20374997,0.20957193,0.00000000,0.28797338,0.27061496,0.00178696,0.31439572
-5.32166083,0.86753042,0.02574929,0.20833833,0.22029626,0.00000000,0.27951489,0.28958257,0.00174824,0.31657725
-5.31565783,0.89656350,0.02348211,0.21501145,0.23252891,0.00000000,0.27393012,0.31127029,0.00172338,0.32113681
-5.30965483,0.93330125,0.02134212,0.22384799,0.24630042,0.00000000,0.27148459,0.33570643,0.00171208,0.32829862
-5.30365183,0.97797153,0.01935287,0.23490001,0.26161289,0.00000000,0.27240180,0.36288226,0.00171375,0.33824014
-5.29764882,1.03067846,0.01753284,0.24819257,0.27844000,0.00000000,0.27686065,0.39275098,0.00172750,0.35108918
-5.29164582,1.09140061,0.01589547,0.26372313,0.29672776,0.00000000,0.28499317,0.42522720,0.00175226,0.36692202
-5.28564282,1.15999063,0.01444928,0.28146118,0.31639574,0.00000000,0.29688239,0.46018683,0.00178674,0.38576249
-5.27963982,1.23617629,0.01319812,0.30134752,0.33733879,0.00000000,0.31256029,0.49746723,0.00182950,0.40758186
-5.27363682,1.31956237,0.01214152,0.32329366,0.35942910,0.00000000,0.33200584,0.53686776,0.00187902,0.43229927
-5.26763382,1.40963339,0.01127510,0.34718107,0.38251836,0.00000000,0.35514302,0.57815057,0.00193371,0.45978283
-5.26163082,1.50575701,0.01059104,0.37286040,0.40644002,0.00000000,0.38183902,0.62104167,0.00199199,0.48985102
-5.25562781,1.60718816,0.01007855,0.40015091,0.43101150,0.00000000,0.41190275,0.66523237,0.00205231,0.52227451
-5.24962481,1.71307398,0.00972438,0.42884006,0.45603633,0.00000000,0.44508369,0.71038101,0.00211316,0.55677835
-5.24362181,1.82245979,0.00951327,0.45868360,0.48130611,0.00000000,0.48107157,0.75611522,0.00217315,0.59304454
-5.23761881,1.93429639,0.00942846,0.48940611,0.50660243,0.00000000,0.51949686,0.80203471,0.00223101,0.63071509
-5.23161581,2.04744903,0.00945212,0.52070237,0.53169864,0.00000000,0.55993244,0.84771468,0.00228562,0.66939557
-5.22561281,2.16070837,0.00956575,0.55223957,0.55636167,0.00000000,0.60189676,0.89271000,0.00233598,0.70865941
-5.21960980,2.27280371,0.00975059,0.58366051,0.58035391,0.00000000,0.64485841,0.93656017,0.00238127,0.74805286
-5.21360680,2.38241875,0.00998799,0.61458785,0.60343527,0.00000000,0.68824260,0.97879516,0.00242082,0.78710094
-5.20760380,2.48820997,0.01025973,0.64462944,0.62536546,0.00000000,0.73143920,1.01894206,0.00245410,0.82531415
-5.20160080,2.58882752,0.01054835,0.67338473,0.64590674,0.00000000,0.77381267,1.05653261,0.00248074,0.86219617
-5.19559780,2.68293848,0.01083741,0.70045203,0.66482690,0.00000000,0.81471343,1.09111135,0.00250048,0.89725240
-5.18959480,2.76925197,0.01111177,0.72543660,0.68190275,0.00000000,0.85349067,1.12224438,0.00251319,0.92999915
-5.18359180,2.84654563,0.01135779,0.74795920,0.69692398,0.00000000,0.88950612,1.14952838,0.00251883,0.95997345
-5.17758879,2.91369255,0.01156354,0.76766499,0.70969725,0.00000000,0.92214846,1.17259972,0.00251747,0.98674294
-5.17158579,2.96968790,0.01171897,0.78423227,0.72005055,0.00000000,0.95084787,1.19114324,0.00250923,1.00991586
-5.16558279,3.01367409,0.01181597,0.79738093,0.72783750,0.00000000,0.97509016,1.20490048,0.00249432,1.02915050
-5.15957979,3.04496354,0.01184849,0.80688006,0.73294150,0.00000000,0.99443008,1.21367693,0.00247299,1.04416379
-5.15357679,3.06305800,0.01181254,0.81255456,0.73527950,0.00000000,1.00850304,1.21734789,0.00244553,1.05473875
-5.14757379,3.06766332,0.01170617,0.81429039,0.73480518,0.00000000,1.01703512,1.21586284,0.00241231,1.06073030
-5.14157079,3.05869913,0.01152941,0.81203821,0.73151120,0.00000000,1.01985050,1.20924785,0.00237369,1.06206922
-5.13556778,3.03630253,0.01128411,0.80581519,0.72543062,0.00000000,1.01687641,1.19760592,0.00233009,1.05876388
-5.12956478,3.00082556,0.01097380,0.79570496,0.71663701,0.00000000,1.00814504,1.18111518,0.00228195,1.05089977
-5.12356178,2.95282640,0.01060349,0.78185559,0.70524345,0.00000000,0.99379245,1.16002487,0.00222974,1.03863662
-5.11755878,2.89305429,0.01017943,0.76447566,0.69140019,0.00000000,0.97405449,1.13464923,0.00217392,1.02220326
-5.11155578,2.82242889,0.00970885,0.74382863,0.67529117,0.00000000,0.94925980,1.10535947,0.00211501,1.00189038
-5.10555278,2.74201463,0.00919970,0.72022558,0.65712932,0.00000000,0.91982023,1.07257414,0.00205349,0.97804150
-5.09954977,2.65299128,0.00866037,0.69401677,0.63715111,0.00000000,0.88621898,1.03674823,0.00198986,0.95104239
-5.09354677,2.55662174,0.00809942,0.66558217,0.61561019,0.00000000,0.84899701,0.99836142,0.00192461,0.92130972
-5.08754377,2.45421842,0.00752535,0.63532144,0.59277080,0.00000000,0.80873809,0.95790602,0.00185821,0.88927900
-5.08154077,2.34710976,0.00694636,0.60364375,0.56890095,0.00000000,0.76605330,0.91587505,0.00179110,0.85539277
-5.07553777,2.23660797,0.00637014,0.57095774,0.54426575,0.00000000,0.72156530,0.87275089,0.00172368,0.82008929
-5.06953477,2.12397958,0.00580372,0.53766205,0.51912133,0.00000000,0.67589313,0.82899511,0.00165635,0.78379227
-5.06353177,2.01041961,0.00525335,0.50413672,0.49370935,0.00000000,0.62963799,0.78503962,0.00158941,0.74690212
-5.05752876,1.89703054,0.00472439,0.47073575,0.46825256,0.00000000,0.58337048,0.74127975,0.00152318,0.70978904
-5.05152576,1.78480655,0.00422128,0.43778097,0.44295145,0.00000000,0.53761969,0.69806920,0.00145789,0.67278806
-5.04552276,1.67462335,0.00374752,0.40555748,0.41798206,0.00000000,0.49286436,0.65571708,0.00139377,0.63619636
-5.03951976,1.56723389,0.00330566,0.37431057,0.39349506,0.00000000,0.44952643,0.61448717,0.00133102,0.60027261
-5.03351676,1.46326934,0.00289741,0.34424425,0.36961597,0.00000000,0.40796685,0.57459896,0.00126982,0.56523841
-5.02751376,1.36324525,0.00252363,0.31552115,0.34644650,0.00000000,0.36848383,0.53623067,0.00121036,0.53128155
-5.02151076,1.26757185,0.00218447,0.28826383,0.32406674,0.00000000,0.33131315,0.49952361,0.00115285,0.49856075
-5.01550775,1.17656775,0.00187944,0.26255719,0.30253806,0.00000000,0.29663061,0.46458781,0.00109751,0.46721148
-5.00950475,1.09047601,0.00160754,0.23845177,0.28190654,0.00000000,0.26455602,0.43150836,0.00104466,0.43735260
-5.00350175,1.00948153,0.00136734,0.21596773,0.26220655,0.00000000,0.23515860,0.40035211,0.00099464,0.40909321
-4.99749875,0.93372868,0.00115708,0.19509925,0.24346439,0.00000000,0.20846344,0.37117443,0.00094790,0.38253939
-4.99149575,0.86333819,0.00097481,0.17581911,0.22570172,0.00000000,0.18445842,0.34402547,0.00090499,0.35780042
-4.98549275,0.79842247,0.00081843,0.15808323,0.20893854,0.00000000,0.16310159,0.31895580,0.00086654,0.33499408
-4.97948974,0.73909846,0.00068579,0.14183496,0.19319570,0.00000000,0.14432824,0.29602098,0.00083333,0.31425077
-4.97348674,0.68549768,0.00057477,0.12700902,0.17849672,0.00000000,0.12805773,0.27528493,0.00080622,0.29571621
-4.96748374,0.63777270,0.00048331,0.11353497,0.16486887,0.00000000,0.11419961,0.25682202,0.00078620,0.27955257
-4.96148074,0.59610021,0.00040949,0.10134004,0.15234363,0.00000000,0.10265883,0.24071759,0.00077435,0.26593780
-4.95547774,0.56068020,0.00035151,0.09035145,0.14095633,0.00000000,0.09333997,0.22706713,0.00077183,0.25506336
-4.94947474,0.53173170,0.00030775,0.08049812,0.13074524,0.00000000,0.08615037,0.21597396,0.00077988,0.24713020
-4.94347174,0.50948500,0.00027675,0.07171178,0.12175002,0.00000000,0.08100203,0.20754570,0.00079975,0.24234313
-4.93746873,0.49417089,0.00025726,0.06392765,0.11400973,0.00000000,0.07781241,0.20188944,0.00083270,0.24090375
-4.93146573,0.48600730,0.00024815,0.05708462,0.10756051,0.00000000,0.07650417,0.19910604,0.00087996,0.24300221
-4.92546273,0.48518392,0.00024849,0.05112516,0.10243300,0.00000000,0.07700386,0.19928359,0.00094266,0.24880791
-4.91945973,0.49184541,0.00025744,0.04599488,0.09864962,0.00000000,0.07923984,0.20249045,0.00102179,0.25845958
-4.91345673,0.50607387,0.00027429,0.04164196,0.09622194,0.00000000,0.08313953,0.20876798,0.00111816,0.27205507
-4.90745373,0.52787140,0.00029841,0.03801648,0.09514809,0.00000000,0.08862617,0.21812341,0.00123234,0.28964124
-4.90145073,0.55714354,0.00032924,0.03506968,0.09541044,0.00000000,0.09561545,0.23052315,0.00136459,0.31120433
-4.89544772,0.59368432,0.00036622,0.03275327,0.09697364,0.00000000,0.10401206,0.24588675,0.00151484,0.33666141
-4.88944472,0.63716389,0.00040880,0.03101883,0.09978307,0.00000000,0.11370656,0.26408204,0.00168261,0.36585327
-4.88344172,0.68711938,0.00045642,0.02981728,0.10376386,0.00000000,0.12457263,0.28492154,0.00186700,0.39853918
-4.87743872,0.74294987,0.00050848,0.02909852,0.10882044,0.00000000,0.13646519,0.30816069,0.00206663,0.43439415
-4.87143572,0.80391598,0.00056430,0.02881125,0.11483686,0.00000000,0.14921926,0.33349784,0.00227967,0.47300885
-4.86543272,0.86914465,0.00062314,0.02890296,0.12167776,0.00000000,0.16264993,0.36057652,0.00250380,0.51389262
-4.85942971,0.93763936,0.00068420,0.02932008,0.12919009,0.00000000,0.17655354,0.38898976,0.00273623,0.55647970
-4.85342671,1.00829592,0.00074658,0.03000837,0.13720557,0.00000000,0.19070996,0.41828677,0.00297377,0.60013877
-4.84742371,1.07992361,0.00080933,0.03091341,0.14554389,0.00000000,0.20488622,0.44798167,0.00321284,0.64418571
-4.84142071,1.15127126,0.00087143,0.03198132,0.15401648,0.00000000,0.21884124,0.47756418,0.00344957,0.68789921
-4.83541771,1.22105745,0.00093182,0.03315961,0.16243096,0.00000000,0.23233153,0.50651194,0.00367988,0.73053895
-4.82941471,1.28800401,0.00098943,0.03439809,0.17059587,0.00000000,0.24511785,0.53430396,0.00389957,0.77136568
-4.82341171,1.35087146,0.00104319,0.03564992,0.17832580,0.00000000,0.25697239,0.56043484,0.00410446,0.80966240
-4.81740870,1.40849499,0.00109206,0.03687269,0.18544650,0.00000000,0.26768627,0.58442902,0.00429048,0.84475596
-4.81140570,1.45981961,0.00113507,0.03802950,0.19180000,0.00000000,0.27707710,0.60585454,0.00445384,0.87603808
-4.80540270,1.50393277,0.00117134,0.03908996,0.19724934,0.00000000,0.28499612,0.62433569,0.00459108,0.90298480
-4.79939970,1.54009315,0.00120013,0.04003120,0.20168282,0.00000000,0.29133480,0.63956390,0.00469924,0.92517375
-4.79339670,1.56775403,0.00122081,0.04083863,0.20501757,0.00000000,0.29603037,0.65130647,0.00477595,0.94229804
-4.78739370,1.58658046,0.00123295,0.04150663,0.20720227,0.00000000,0.29907026,0.65941258,0.00481948,0.95417653
-4.78139070,1.59645917,0.00123628,0.04203897,0.20821888,0.00000000,0.30049495,0.66381638,0.00482882,0.96075972
-4.77538769,1.59750086,0.00123073,0.04244898,0.20808331,0.00000000,0.30039932,0.66453708,0.00480373,0.96213109
-4.76938469,1.59003481,0.00121641,0.04275953,0.20684506,0.00000000,0.29893234,0.66167591,0.00474471,0.95850393
-4.76338169,1.57459611,0.00119365,0.04300265,0.20458566,0.00000000,0.29629495,0.65541033,0.00465302,0.95021374
-4.75737869,1.55190614,0.00116292,0.04321890,0.20141623,0.00000000,0.29273641,0.64598565,0.00453062,0.93770665
-4.75137569,1.52284735,0.00112488,0.04345647,0.19747404,0.00000000,0.28854910,0.63370464,0.00438011,0.92152444
-4.74537269,1.48843358,0.00108032,0.04377003,0.19291838,0.00000000,0.28406192,0.61891559,0.00420465,0.90228701
-4.73936968,1.44977720,0.00103013,0.04421928,0.18792581,0.00000000,0.27963268,0.60199963,0.00400785,0.88067290
-4.73336668,1.40805481,0.00097532,0.04486738,0.18268501,0.00000000,0.27563949,0.58335760,0.00379369,0.85739897
-4.72736368,1.36447274,0.00091694,0.04577916,0.17739151,0.00000000,0.27247164,0.56339748,0.00356641,0.83319996
-4.72136068,1.32023378,0.00085605,0.04701923,0.17224237,0.00000000,0.27052002,0.54252265,0.00333038,0.80880873
-4.71535768,1.27650643,0.00079375,0.04865006,0.16743113,0.00000000,0.27016754,0.52112154,0.00309005,0.78493791
-4.70935468,1.23439758,0.00073110,0.05072999,0.16314298,0.00000000,0.27177960,0.49955908,0.00284984,0.76226345
-4.70335168,1.19492921,0.00066911,0.05331130,0.15955064,0.00000000,0.27569494,0.47817008,0.00261410,0.74141047
-4.69734867,1.15901975,0.00060874,0.05643846,0.15681063,0.00000000,0.28221693,0.45725473,0.00238707,0.72294153
-4.69134567,1.12747001,0.00055090,0.06014643,0.15506030,0.00000000,0.29160564,0.43707608,0.00217290,0.70734757
-4.68534267,1.10095372,0.00049643,0.06445926,0.15441561,0.00000000,0.30407057,0.41785944,0.00197564,0.69504115
-4.67933967,1.08001240,0.00044608,0.06938890,0.15496952,0.00000000,0.31976439,0.39979350,0.00179930,0.68635205
-4.67333667,1.06505394,0.00040058,0.07493437,0.15679115,0.00000000,0.33877758,0.38303277,0.00164796,0.68152481
-4.66733367,1.05635457,0.00036061,0.08108128,0.15992560,0.00000000,0.36113426,0.36770102,0.00152583,0.68071797
-4.66133067,1.05406346,0.00032684,0.08780169,0.16439440,0.00000000,0.38678916,0.35389553,0.00143743,0.68400467
-4.65532766,1.05820963,0.00029993,0.09505447,0.17019650,0.00000000,0.41562589,0.34169157,0.00138768,0.69137443
-4.64932466,1.06871039,0.00028060,0.10278598,0.17730986,0.00000000,0.44745660,0.33114707,0.00138211,0.70273584
-4.64332166,1.08538124,0.00026961,0.11093126,0.18569338,0.00000000,0.48202318,0.32230697,0.00142700,0.71792002
