energy_ev,total_up,In_p_up,In_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-5.87993997,5.42640353,0.14367154,0.00555921,0.00132680,4.13234946,3.62413673,2.74030944
-5.87393697,5.76379086,0.14616427,0.00597072,0.00128728,4.39927156,3.87722488,2.91427409
-5.86793397,6.10854826,0.14889459,0.00641238,0.00125183,4.67107755,4.13864588,3.09054424
-5.86193097,6.45647066,0.15179043,0.00687997,0.00121958,4.94457049,4.40550837,3.26689098
-5.85592796,6.80298560,0.15477542,0.00736857,0.00118973,5.21627206,4.67457931,3.44090460
-5.84992496,7.14323601,0.15777108,0.00787253,0.00116157,5.48248502,4.94233610,3.61003930
-5.84392196,7.47217693,0.16069890,0.00838564,0.00113451,5.73936646,5.20503124,3.77166554
-5.83791896,7.78468394,0.16348248,0.00890121,0.00110806,5.98301030,5.45876855,3.92312897
-5.83191596,8.07567077,0.16604937,0.00941220,0.00108188,6.20953687,5.69958921,4.06181444
-5.82591296,8.34021273,0.16833288,0.00991135,0.00105577,6.41518717,5.92356531,4.18521306
-5.81990995,8.57367219,0.17027361,0.01039138,0.00102968,6.59641869,6.12689811,4.29099012
-5.81390695,8.77182188,0.17182067,0.01084513,0.00100369,6.74999983,6.30601781,4.37705151
-5.80790395,8.93096172,0.17293275,0.01126575,0.00097806,6.87309924,6.45768128,4.44160589
-5.80190095,9.04802461,0.17357874,0.01164687,0.00095318,6.96336695,6.57906402,4.48322022
-5.79589795,9.12066714,0.17373822,0.01198276,0.00092956,7.01900397,6.66784282,4.50086620
-5.78989495,9.14734129,0.17340151,0.01226849,0.00090787,7.03881744,6.72226563,4.49395548
-5.78389195,9.12734408,0.17256951,0.01250008,0.00088887,7.02225907,6.74120560,4.46236197
-5.77788894,9.06084277,0.17125330,0.01267458,0.00087343,6.96944491,6.72419704,4.40643009
-5.77188594,8.94887421,0.16947340,0.01279017,0.00086250,6.88115559,6.67145136,4.32696828
-5.76588294,8.79331798,0.16725893,0.01284623,0.00085707,6.75881661,6.58385234,4.22522794
-5.75987994,8.59684414,0.16464644,0.01284329,0.00085816,6.60445940,6.46293057,4.10286836
-5.75387694,8.36283720,0.16167877,0.01278306,0.00086681,6.42066436,6.31081808,3.96190914
-5.74787394,8.09529940,0.15840359,0.01266836,0.00088398,6.21048824,6.13018488,3.80467174
-5.74187094,7.79873659,0.15487200,0.01250301,0.00091060,5.97737840,5.92415995,3.63371271
-5.73586793,7.47803136,0.15113700,0.01229171,0.00094746,5.72507735,5.69623990,3.45175113
-5.72986493,7.13830798,0.14725205,0.01203988,0.00099520,5.45752115,5.45018887,3.26159320
-5.72386193,6.78479434,0.14326949,0.01175350,0.00105430,5.17873546,5.18993362,3.06605686
-5.71785893,6.42268574,0.13923926,0.01143891,0.00112497,4.89273301,4.91945793,2.86789928
-5.71185593,6.05701556,0.13520747,0.01110260,0.00120721,4.60341598,4.64269992,2.66974978
-5.70585293,5.69253682,0.13121535,0.01075102,0.00130070,4.31448666,4.36345624,2.47405043
-5.69984992,5.33361867,0.12729823,0.01039040,0.00140482,4.02936893,4.08529593,2.28300617
-5.69384692,4.98416042,0.12348474,0.01002656,0.00151865,3.75114289,3.81148671,2.09854556
-5.68784392,4.64752545,0.11979631,0.00966477,0.00164092,3.48249396,3.54493546,1.92229320
-5.68184092,4.32649596,0.11624686,0.00930960,0.00177005,3.22567742,3.28814405,1.75555368
-5.67583792,4.02324890,0.11284275,0.00896483,0.00190417,2.98249846,3.04318108,1.59930702
-5.66983492,3.73935250,0.10958303,0.00863341,0.00204114,2.75430723,2.81166905,1.45421476
-5.66383192,3.47578197,0.10645992,0.00831741,0.00217858,2.54200802,2.59478640,1.32063547
-5.65782891,3.23295233,0.10345952,0.00801800,0.00231396,2.34608084,2.39328273,1.19864840
-5.65182591,3.01076594,0.10056279,0.00773556,0.00244465,2.16661376,2.20750570,1.08808347
-5.64582291,2.80867171,0.09774660,0.00746968,0.00256797,2.00334382,2.03743730,0.98855604
-5.63981991,2.62573284,0.09498502,0.00721929,0.00268128,1.85570426,1.88273738,0.89950449
-5.63381691,2.46070011,0.09225065,0.00698278,0.00278209,1.72287591,1.74279219,0.82022914
-5.62781391,2.31208735,0.08951598,0.00675808,0.00286808,1.60384048,1.61676560,0.74993075
-5.62181091,2.17824641,0.08675470,0.00654288,0.00293723,1.49743386,1.50365097,0.68774743
-5.61580790,2.05743897,0.08394297,0.00633468,0.00298784,1.40239742,1.40232188,0.63278867
-5.60980490,1.94790292,0.08106055,0.00613100,0.00301863,1.31742615,1.31158014,0.58416571
-5.60380190,1.84791163,0.07809167,0.00592945,0.00302874,1.24121209,1.23019974,0.54101759
-5.59779890,1.75582482,0.07502585,0.00572784,0.00301780,1.17248239,1.15696584,0.50253248
-5.59179590,1.67013002,0.07185828,0.00552431,0.00298590,1.11003128,1.09070829,0.46796427
-5.58579290,1.58947455,0.06859013,0.00531738,0.00293360,1.05274584,1.03032906,0.43664434
-5.57978989,1.51268776,0.06522844,0.00510597,0.00286193,0.99962530,0.97482388,0.40798893
-5.57378689,1.43879413,0.06178593,0.00488946,0.00277231,0.94979442,0.92329783,0.38150234
-5.56778389,1.36701791,0.05828047,0.00466768,0.00266654,0.90251098,0.87497564,0.35677670
-5.56178089,1.29678018,0.05473441,0.00444087,0.00254670,0.85716830,0.82920681,0.33348860
-5.55577789,1.22768963,0.05117379,0.00420969,0.00241512,0.81329311,0.78546639,0.31139344
-5.54977489,1.15952809,0.04762740,0.00397515,0.00227425,0.77053973,0.74335186,0.29031795
-5.54377189,1.09223217,0.04412587,0.00373854,0.00212665,0.72868118,0.70257696,0.27015156
-5.53776888,1.02587229,0.04070064,0.00350138,0.00197486,0.68759794,0.66296290,0.25083706
-5.53176588,0.96063011,0.03738308,0.00326535,0.00182136,0.64726502,0.62442776,0.23236112
-5.52576288,0.89677544,0.03420361,0.00303221,0.00166851,0.60773809,0.58697447,0.21474496
-5.51975988,0.83464357,0.03119098,0.00280378,0.00151847,0.56913901,0.55067805,0.19803561
-5.51375688,0.77461365,0.02837161,0.00258181,0.00137319,0.53164146,0.51567236,0.18229782
-5.50775388,0.71708864,0.02576910,0.00236798,0.00123435,0.49545683,0.48213684,0.16760693
-5.50175088,0.66247735,0.02340387,0.00216386,0.00110337,0.46082085,0.45028358,0.15404269
-5.49574787,0.61117857,0.02129292,0.00197083,0.00098138,0.42798103,0.42034471,0.14168402
-5.48974487,0.56356764,0.01944969,0.00179012,0.00086923,0.39718527,0.39256066,0.13060476
-5.48374187,0.51998525,0.01788406,0.00162273,0.00076751,0.36867145,0.36716908,0.12087032
-5.47773887,0.48072845,0.01660237,0.00146946,0.00067655,0.34265838,0.34439473,0.11253502
-5.47173587,0.44604388,0.01560753,0.00133091,0.00059645,0.31933789,0.32444039,0.10564020
-5.46573287,0.41612272,0.01489917,0.00120748,0.00052712,0.29886824,0.30747880,0.10021290
-5.45972986,0.39109764,0.01447379,0.00109939,0.00046829,0.28136865,0.29364578,0.09626498
-5.45372686,0.37104121,0.01432494,0.00100666,0.00041957,0.26691523,0.28303450,0.09379267
-5.44772386,0.35596587,0.01444338,0.00092920,0.00038045,0.25553799,0.27569105,0.09277652
-5.44172086,0.34582536,0.01481727,0.00086675,0.00035033,0.24721921,0.27161135,0.09318165
-5.43571786,0.34051743,0.01543237,0.00081899,0.00032857,0.24189300,0.27073949,0.09495832
-5.42971486,0.33988789,0.01627219,0.00078550,0.00031450,0.23944618,0.27296754,0.09804283
-5.42371186,0.34373595,0.01731826,0.00076579,0.00030746,0.23972033,0.27813685,0.10235875
-5.41770885,0.35182074,0.01855036,0.00075939,0.00030677,0.24251525,0.28604104,0.10781859
-5.41170585,0.36386906,0.01994685,0.00076578,0.00031182,0.24759356,0.29643039,0.11432571
-5.40570285,0.37958407,0.02148499,0.00078449,0.00032201,0.25468655,0.30901785,0.12177671
-5.39969985,0.39865497,0.02314140,0.00081510,0.00033683,0.26350105,0.32348643,0.13006418
-5.39369685,0.42076718,0.02489248,0.00085722,0.00035583,0.27372734,0.33949774,0.13907962
-5.38769385,0.44561287,0.02671498,0.00091058,0.00037862,0.28504769,0.35670157,0.14871675
-5.38169085,0.47290138,0.02858653,0.00097497,0.00040493,0.29714550,0.37474609,0.15887475
-5.37568784,0.50236901,0.03048620,0.00105028,0.00043457,0.30971451,0.39328833,0.16946159
-5.36968484,0.53378773,0.03239507,0.00113653,0.00046743,0.32246794,0.41200452,0.18039702
-5.36368184,0.56697221,0.03429670,0.00123379,0.00050353,0.33514698,0.43059978,0.19161525
-5.35767884,0.60178474,0.03617756,0.00134225,0.00054296,0.34752845,0.44881675,0.20306692
-5.35167584,0.63813735,0.03802737,0.00146213,0.00058591,0.35943107,0.46644272,0.21472043
-5.34567284,0.67599106,0.03983922,0.00159371,0.00063265,0.37072001,0.48331469,0.22656219
-5.33966983,0.71535167,0.04160958,0.00173725,0.00068351,0.38130961,0.49932230,0.23859588
-5.33366683,0.75626227,0.04333817,0.00189298,0.00073886,0.39116379,0.51440815,0.25084062
-5.32766383,0.79879245,0.04502752,0.00206103,0.00079912,0.40029423,0.52856554,0.26332794
-5.32166083,0.84302455,0.04668247,0.00224139,0.00086467,0.40875626,0.54183364,0.27609776
-5.31565783,0.88903754,0.04830947,0.00243389,0.00093587,0.41664256,0.55429031,0.28919343
-5.30965483,0.93688930,0.04991571,0.00263809,0.00101303,0.42407504,0.56604282,0.30265612
-5.30365183,0.98659810,0.05150825,0.00285327,0.00109633,0.43119516,0.57721709,0.31651876
-5.29764882,1.03812454,0.05309305,0.00307840,0.00118581,0.43815319,0.58794586,0.33079994
-5.29164582,1.09135497,0.05467403,0.00331209,0.00128136,0.44509712,0.59835662,0.34549811
-5.28564282,1.14608759,0.05625224,0.00355259,0.00138267,0.45216166,0.60856000,0.36058643
-5.27963982,1.20202232,0.05782516,0.00379777,0.00148920,0.45945807,0.61863920,0.37600867
-5.27363682,1.25875543,0.05938620,0.00404515,0.00160018,0.46706544,0.62864134,0.39167656
-5.26763382,1.31577963,0.06092441,0.00429196,0.00171460,0.47502397,0.63857114,0.40746869
-5.26163082,1.37249014,0.06242453,0.00453514,0.00183124,0.48333063,0.64838755,0.42323136
-5.25562781,1.42819688,0.06386720,0.00477142,0.00194863,0.49193766,0.65800344,0.43878126
-5.24962481,1.48214257,0.06522966,0.00499746,0.00206514,0.50075396,0.66728869,0.45391019
-5.24362181,1.53352619,0.06648646,0.00520987,0.00217898,0.50964946,0.67607634,0.46839146
-5.23761881,1.58153089,0.06761067,0.00540535,0.00228827,0.51846219,0.68417176,0.48198790
-5.23161581,1.62535511,0.06857503,0.00558080,0.00239110,0.52700777,0.69136412,0.49446107
-5.22561281,1.66424548,0.06935342,0.00573344,0.00248555,0.53509081,0.69743978,0.50558112
-5.21960980,1.69752979,0.06992222,0.00586087,0.00256982,0.54251746,0.70219659,0.51513703
-5.21360680,1.72464834,0.07026171,0.00596119,0.00264225,0.54910860,0.70545841,0.52294649
-5.20760380,1.74518191,0.07035738,0.00603310,0.00270142,0.55471258,0.70708898,0.52886498
-5.20160080,1.75887480,0.07020096,0.00607590,0.00274616,0.55921701,0.70700413,0.53279352
-5.19559780,1.76565150,0.06979128,0.00608957,0.00277566,0.56255868,0.70518175,0.53468458
-5.18959480,1.76562593,0.06913477,0.00607476,0.00278943,0.56473096,0.70166867,0.53454591
-5.18359180,1.75910252,0.06824565,0.00603278,0.00278742,0.56578822,0.69658403,0.53244191
-5.17758879,1.74656879,0.06714569,0.00596556,0.00276992,0.56584682,0.69011880,0.52849243
-5.17158579,1.72867970,0.06586369,0.00587557,0.00273764,0.56508260,0.68253132,0.52286907
-5.16558279,1.70623419,0.06443451,0.00576576,0.00269162,0.56372471,0.67413901,0.51578907
-5.15957979,1.68014495,0.06289788,0.00563943,0.00263327,0.56204622,0.66530648,0.50750698
-5.15357679,1.65140295,0.06129691,0.00550012,0.00256421,0.56035172,0.65643071,0.49830476
-5.14757379,1.62103807,0.05967638,0.00535148,0.00248631,0.55896274,0.64792383,0.48848042
-5.14157079,1.59007801,0.05808100,0.00519717,0.00240157,0.55820139,0.64019447,0.47833604
-5.13556778,1.55950716,0.05655355,0.00504069,0.00231204,0.55837343,0.63362851,0.46816567
-5.12956478,1.53022763,0.05513319,0.00488530,0.00221978,0.55975131,0.62857029,0.45824364
-5.12356178,1.50302414,0.05385380,0.00473392,0.00212675,0.56255844,0.62530514,0.44881391
-5.11755878,1.47853452,0.05274264,0.00458903,0.00203476,0.56695516,0.62404428,0.44008094
-5.11155578,1.45722723,0.05181922,0.00445259,0.00194543,0.57302761,0.62491283,0.43220262
-5.10555278,1.43938680,0.05109454,0.00432605,0.00186010,0.58077979,0.62794159,0.42528532
-5.09954977,1.42510813,0.05057076,0.00421029,0.00177985,0.59012963,0.63306314,0.41938167
-5.09354677,1.41429951,0.05024118,0.00410568,0.00170542,0.60090908,0.64011256,0.41449071
-5.08754377,1.40669459,0.05009065,0.00401204,0.00163727,0.61286862,0.64883277,0.41056079
-5.08154077,1.40187227,0.05009640,0.00392877,0.00157553,0.62568584,0.65888449,0.40749469
-5.07553777,1.39928390,0.05022914,0.00385486,0.00152005,0.63897793,0.66986032,0.40515695
-5.06953477,1.39828631,0.05045456,0.00378902,0.00147041,0.65231752,0.68130248,0.40338294
-5.06353177,1.39817918,0.05073496,0.00372974,0.00142601,0.66525117,0.69272341,0.40198912
-5.05752876,1.39824504,0.05103110,0.00367545,0.00138606,0.67731976,0.70362843,0.40078423
-5.05152576,1.39779014,0.05130416,0.00362453,0.00134966,0.68807981,0.71353949,0.39958061
-5.04552276,1.39618442,0.05151762,0.00357549,0.00131585,0.69712481,0.72201894,0.39820542
-5.03951976,1.39289877,0.05163918,0.00352703,0.00128368,0.70410560,0.72869244,0.39651099
-5.03351676,1.38753820,0.05164244,0.00347812,0.00125222,0.70874887,0.73326988,0.39438407
-5.02751376,1.37986943,0.05150840,0.00342805,0.00122064,0.71087294,0.73556359,0.39175352
-5.02151076,1.36984209,0.05122673,0.00337653,0.00118825,0.71040018,0.73550309,0.38859612
-5.01550775,1.35760251,0.05079665,0.00332366,0.00115449,0.70736546,0.73314568,0.38494035
-5.00950475,1.34349999,0.05022752,0.00326999,0.00111900,0.70192028,0.72868260,0.38086806
-5.00350175,1.32808523,0.04953908,0.00321648,0.00108161,0.69433254,0.72244046,0.37651396
-4.99749875,1.31210130,0.04876125,0.00316452,0.00104234,0.68498171,0.71487791,0.37206309
-4.99149575,1.29646759,0.04793369,0.00311585,0.00100140,0.67434994,0.70657775,0.36774634
-4.98549275,1.28225743,0.04710488,0.00307253,0.00095917,0.66300923,0.69823463,0.36383437
-4.97948974,1.27067034,0.04633102,0.00303687,0.00091620,0.65160528,0.69063891,0.36063013
-4.97348674,1.26299990,0.04567459,0.00301135,0.00087316,0.64083874,0.68465703,0.35846028
-4.96748374,1.26059832,0.04520267,0.00299856,0.00083083,0.63144435,0.68120906,0.35766593
-4.96148074,1.26483874,0.04498506,0.00300108,0.00079006,0.62416896,0.68124401,0.35859284
-4.95547774,1.27707645,0.04509230,0.00302142,0.00075175,0.61974894,0.68571355,0.36158164
-4.94947474,1.29860992,0.04559352,0.00306193,0.00071680,0.61888796,0.69554466,0.36695804
-4.94347174,1.33064256,0.04655425,0.00312472,0.00068608,0.62223559,0.71161202,0.37502356
-4.93746873,1.37424611,0.04803423,0.00321154,0.00066040,0.63036742,0.73471053,0.38604674
-4.93146573,1.43032620,0.05008525,0.00332377,0.00064050,0.64376724,0.76552870,0.40025516
-4.92546273,1.49959106,0.05274906,0.00346234,0.00062701,0.66281175,0.80462347,0.41782828
-4.91945973,1.58252353,0.05605539,0.00362763,0.00062041,0.68775796,0.85239692,0.43889128
-4.91345673,1.67935731,0.06002025,0.00381949,0.00062105,0.71873377,0.90907572,0.46350988
-4.90745373,1.79005767,0.06464438,0.00403718,0.00062912,0.75573174,0.97469361,0.49168633
-4.90145073,1.91430724,0.06991209,0.00427937,0.00064461,0.79860623,1.04907785,0.52335643
-4.89544772,2.05149728,0.07579042,0.00454408,0.00066736,0.84707381,1.13183990,0.55838783
-4.88944472,2.20072489,0.08222879,0.00482879,0.00069700,0.90071708,1.22237125,0.59657947
-4.88344172,2.36079653,0.08915906,0.00513037,0.00073302,0.95899160,1.31984463,0.63766230
-4.87743872,2.53023808,0.09649621,0.00544518,0.00077470,1.02123589,1.42322110,0.68130129
-4.87143572,2.70731173,0.10413946,0.00576909,0.00082118,1.08668417,1.53126342,0.72709874
-4.86543272,2.89003976,0.11197408,0.00609757,0.00087146,1.15448165,1.64255558,0.77459896
-4.85942971,3.07623484,0.11987364,0.00642578,0.00092443,1.22370188,1.75552847,0.82329413
-4.85342671,3.26353681,0.12770282,0.00674864,0.00097886,1.29336587,1.86849135,0.87263162
-4.84742371,3.44945510,0.13532067,0.00706093,0.00103347,1.36246241,1.97966838,0.92202231
-4.84142071,3.63141599,0.14258421,0.00735744,0.00108695,1.42996921,2.08723935,0.97085012
-4.83541771,3.80681379,0.14935229,0.00763304,0.00113798,1.49487409,2.18938343,1.01848238
-4.82941471,3.97306435,0.15548949,0.00788286,0.00118528,1.55619590,2.28432461,1.06428095
-4.82341171,4.12765968,0.16087009,0.00810231,0.00122764,1.61300445,2.37037724,1.10761383
-4.81740870,4.26822206,0.16538171,0.00828729,0.00126396,1.66443895,2.44599004,1.14786696
-4.81140570,4.39255585,0.16892875,0.00843424,0.00129326,1.70972448,2.50978701,1.18445598
-4.80540270,4.49869556,0.17143515,0.00854022,0.00131473,1.74818609,2.56060366,1.21683760
-4.79939970,4.58494870,0.17284672,0.00860301,0.00132776,1.77926010,2.59751707,1.24452036
-4.79339670,4.64993192,0.17313259,0.00862115,0.00133192,1.80250253,2.61986875,1.26707443
-4.78739370,4.69259946,0.17228601,0.00859397,0.00132701,1.81759434,2.62727941,1.28414014
-4.78139070,4.71226317,0.17032421,0.00852160,0.00131302,1.82434370,2.61965506,1.29543524
-4.77538769,4.70860344,0.16728756,0.00840498,0.00129017,1.82268519,2.59718442,1.30076041
-4.76938469,4.68167101,0.16323785,0.00824580,0.00125888,1.81267626,2.56032785,1.30000308
-4.76338169,4.63187982,0.15825605,0.00804647,0.00121975,1.79449121,2.50979847,1.29313946
-4.75737869,4.55999128,0.15243935,0.00781002,0.00117353,1.76841306,2.44653637,1.28023456
-4.75137569,4.46709083,0.14589786,0.00754005,0.00112110,1.73482366,2.37167715,1.26144049
-4.74537269,4.35455767,0.13875099,0.00724062,0.00106345,1.69419249,2.28651624,1.23699284
-4.73936968,4.22402879,0.13112376,0.00691610,0.00100163,1.64706453,2.19247042,1.20720542
-4.73336668,4.07735855,0.12314308,0.00657116,0.00093672,1.59404761,2.09103817,1.17246337
-4.72736368,3.91657517,0.11493425,0.00621053,0.00086980,1.53579955,1.98376027,1.13321493
-4.72136068,3.74383532,0.10661782,0.00583900,0.00080194,1.47301536,1.87218199,1.08996198
-4.71535768,3.56137807,0.09830671,0.00546126,0.00073413,1.40641480,1.75781821,1.04324970
-4.70935468,3.37147952,0.09010402,0.00508182,0.00066727,1.33673042,1.64212211,0.99365544
-4.70335168,3.17640896,0.08210119,0.00470491,0.00060220,1.26469622,1.52645847,0.94177728
-4.69734867,2.97838762,0.07437687,0.00433445,0.00053961,1.19103709,1.41208172,0.88822231
-4.69134567,2.77955081,0.06699621,0.00397394,0.00048009,1.11645900,1.30011921,0.83359518
-4.68534267,2.58191405,0.06001073,0.00362646,0.00042410,1.04164006,1.19155937,0.77848700
-4.67933967,2.38734374,0.05345866,0.00329463,0.00037197,0.96722249,1.08724484,0.72346488
-4.67333667,2.19753266,0.04736557,0.00298057,0.00032393,0.89380546,0.98786991,0.66906245
-4.66733367,2.01398067,0.04174545,0.00268596,0.00028009,0.82193898,0.89398197,0.61577148
-4.66133067,1.83798060,0.03660189,0.00241198,0.00024046,0.75211873,0.80598629,0.56403484
-4.65532766,1.67060938,0.03192952,0.00215935,0.00020496,0.68478200,0.72415360,0.51424090
-4.64932466,1.51272423,0.02771542,0.00192841,0.00017347,0.62030471,0.64862984,0.46671943
-4.64332166,1.36496377,0.02394061,0.00171909,0.00014577,0.55899961,0.57944743,0.42173924
-4.63731866,1.22775370,0.02058146,0.00153097,0.00012162,0.50111563,0.51653777,0.37950720
-4.63131566,1.10131654,0.01761102,0.00136334,0.00010074,0.44683836,0.45974423,0.34016898
-4.62531266,0.98568518,0.01500020,0.00121524,0.00008286,0.39629177,0.40883542,0.30381116
-4.61930965,0.88071944,0.01271882,0.00108549,0.00006767,0.34954092,0.36351835,0.27046455
-4.61330665,0.78612523,0.01073650,0.00097277,0.00005487,0.30659567,0.32345127,0.24010878
-4.60730365,0.70147563,0.00902335,0.00087562,0.00004417,0.26741533,0.28825583,0.21267764
-4.60130065,0.62623321,0.00755058,0.00079252,0.00003531,0.23191398,0.25752865,0.18806523
-4.59529765,0.55977296,0.00629090,0.00072191,0.00002802,0.19996630,0.23085195,0.16613246
-4.58929465,0.50140527,0.00521879,0.00066224,0.00002208,0.17141381,0.20780322,0.14671389
-4.58329165,0.45039821,0.00431075,0.00061199,0.00001727,0.14607131,0.18796399,0.12962441
-4.57728864,0.40599873,0.00354531,0.00056970,0.00001342,0.12373318,0.17092741,0.11466590
-4.57128564,0.36745221,0.00290310,0.00053401,0.00001035,0.10417964,0.15630486,0.10163332
-4.56528264,0.33401996,0.00236677,0.00050364,0.00000792,0.08718251,0.14373136,0.09032045
-4.55927964,0.30499436,0.00192094,0.00047744,0.00000602,0.07251057,0.13286996,0.08052480
-4.55327664,0.27971143,0.00155205,0.00045441,0.00000455,0.05993432,0.12341494,0.07205191
-4.54727364,0.25756079,0.00124823,0.00043366,0.00000341,0.04923002,0.11509401,0.06471877
-4.54127064,0.23799274,0.00099919,0.00041445,0.00000254,0.04018313,0.10766945,0.05835654
-4.53526763,0.22052279,0.00079601,0.00039616,0.00000187,0.03259096,0.10093828,0.05281234
-4.52926463,0.20473368,0.00063106,0.00037832,0.00000137,0.02626463,0.09473157,0.04795042
-4.52326163,0.19027506,0.00049780,0.00036057,0.00000100,0.02103046,0.08891292,0.04365254
-4.51725863,0.17686115,0.00039068,0.00034268,0.00000072,0.01673064,0.08337636,0.03981783
-4.51125563,0.16426676,0.00030502,0.00032450,0.00000052,0.01322353,0.07804356,0.03636204
-4.50525263,0.15232192,0.00023688,0.00030598,0.00000037,0.01038337,0.07286075,0.03321646
-4.49924962,0.14090553,0.00018296,0.00028713,0.00000026,0.00809974,0.06779536,0.03032650
-4.49324662,0.12993841,0.00014054,0.00026803,0.00000018,0.00627672,0.06283240,0.02765002
-4.48724362,0.11937605,0.00010735,0.00024880,0.00000013,0.00483182,0.05797101,0.02515558
-4.48124062,0.10920139,0.00008152,0.00022958,0.00000009,0.00369482,0.05322095,0.02282071
-4.47523762,0.09941789,0.00006155,0.00021054,0.00000006,0.00280653,0.04859944,0.02063006
-4.46923462,0.09004316,0.00004620,0.00019186,0.00000004,0.00211753,0.04412822,0.01857386
-4.46323162,0.08110320,0.00003447,0.00017370,0.00000003,0.00158695,0.03983099,0.01664636
-4.45722861,0.07262753,0.00002556,0.00015621,0.00000002,0.00118130,0.03573126,0.01484453
-4.45122561,0.06464515,0.00001884,0.00013953,0.00000001,0.00087340,0.03185061,0.01316696
-4.44522261,0.05718141,0.00001381,0.00012379,0.00000001,0.00064138,0.02820742,0.01161295
-4.43921961,0.05025574,0.00001006,0.00010906,0.00000001,0.00046779,0.02481592,0.01018180
-4.43321661,0.04388018,0.00000730,0.00009542,0.00000000,0.00033887,0.02168573,0.00887232
-4.42721361,0.03805867,0.00000528,0.00008290,0.00000000,0.00024380,0.01882166,0.00768247
-4.42121061,0.03278690,0.00000382,0.00007152,0.00000000,0.00017420,0.01622375,0.00660922
-4.41520760,0.02805275,0.00000280,0.00006126,0.00000000,0.00012362,0.01388769,0.00564847
-4.40920460,0.02383699,0.00000211,0.00005210,0.00000000,0.00008712,0.01180521,0.00479511
-4.40320160,0.02011437,0.00000169,0.00004400,0.00000000,0.00006098,0.00996475,0.00404314
-4.39719860,0.01685478,0.00000151,0.00003690,0.00000000,0.00004240,0.00835211,0.00338580
-4.39119560,0.01402457,0.00000155,0.00003072,0.00000000,0.00002928,0.00695109,0.00281583
-4.38519260,0.01158774,0.00000183,0.00002539,0.00000001,0.00002009,0.00574424,0.00232565
-4.37918959,0.00950716,0.00000241,0.00002084,0.00000001,0.00001371,0.00471341,0.00190755
-4.37318659,0.00774563,0.00000336,0.00001698,0.00000002,0.00000931,0.00384033,0.00155389
-4.36718359,0.00626680,0.00000483,0.00001373,0.00000002,0.00000632,0.00310708,0.00125728
-4.36118059,0.00503593,0.00000702,0.00001103,0.00000003,0.00000431,0.00249651,0.00101068
-4.35517759,0.00402044,0.00001021,0.00000880,0.00000005,0.00000299,0.00199249,0.00080754
-4.34917459,0.00319042,0.00001479,0.00000696,0.00000007,0.00000218,0.00158014,0.00064191
-4.34317159,0.00251886,0.00002131,0.00000547,0.00000010,0.00000172,0.00124603,0.00050842
-4.33716858,0.00198186,0.00003050,0.00000427,0.00000015,0.00000154,0.00097819,0.00040239
-4.33116558,0.00155870,0.00004337,0.00000331,0.00000021,0.00000160,0.00076621,0.00031984
-4.32516258,0.00123182,0.00006123,0.00000255,0.00000030,0.00000188,0.00060116,0.00025746
-4.31915958,0.00098684,0.00008583,0.00000194,0.00000042,0.00000240,0.00047564,0.00021268
-4.31315658,0.00081243,0.00011946,0.00000147,0.00000059,0.00000319,0.00038367,0.00018362
-4.30715358,0.00070031,0.00016507,0.00000111,0.00000081,0.00000432,0.00032064,0.00016914
