energy_ev,total_up,total_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Sb_p_up,Sb_p_down,Sb_d_up,Sb_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.93996998,0.64095311,-1.72902441,0.35933091,-1.11540573,0.23041952,-0.41706493,0.14849542,-0.38028300,0.00402163,-0.01157707,0.24963147,-0.83247792,0.00000000,-0.00000000
-5.93396698,0.66031983,-1.76557162,0.37400071,-1.12682906,0.23792169,-0.42661945,0.15181035,-0.38100725,0.00424651,-0.01177575,0.25853129,-0.85657213,0.00000000,-0.00000000
-5.92796398,0.68031493,-1.79612270,0.38893321,-1.13411848,0.24545619,-0.43456951,0.15498359,-0.38098683,0.00448211,-0.01193325,0.26808083,-0.87731777,0.00000000,-0.00000000
-5.92196098,0.70030210,-1.82001017,0.40369398,-1.13696402,0.25284073,-0.44075110,0.15793727,-0.38010222,0.00472284,-0.01204391,0.27794330,-0.89437334,0.00000000,-0.00000000
-5.91595798,0.71971046,-1.83666493,0.41789035,-1.13511602,0.25991588,-0.44503112,0.16061663,-0.37824742,0.00496336,-0.01210279,0.28779947,-0.90744894,0.00000000,-0.00000000
-5.90995498,0.73805098,-1.84563126,0.43118067,-1.12839529,0.26655069,-0.44731046,0.16299278,-0.37533380,0.00519862,-0.01210586,0.29735540,-0.91631302,0.00000000,-0.00000000
-5.90395198,0.75493082,-1.84657906,0.44328259,-1.11670156,0.27264747,-0.44752597,0.16506469,-0.37129339,0.00542402,-0.01205010,0.30634968,-0.92079800,0.00000000,-0.00000000
-5.89794897,0.77006527,-1.83931260,0.45398011,-1.10001999,0.27814581,-0.44565145,0.16686017,-0.36608119,0.00563552,-0.01193373,0.31456021,-0.92080449,0.00000000,-0.00000000
-5.89194597,0.78328697,-1.82377565,0.46312921,-1.07842493,0.28302547,-0.44169742,0.16843600,-0.35967670,0.00582972,-0.01175621,0.32180993,-0.91630383,0.00000000,-0.00000000
-5.88594297,0.79455195,-1.80005273,0.47066173,-1.05208110,0.28730817,-0.43571006,0.16987687,-0.35208447,0.00600394,-0.01151833,0.32797181,-0.90733899,0.00000000,-0.00000000
-5.87993997,0.80394232,-1.76836648,0.47658732,-1.02124170,0.29105819,-0.42776903,0.17129354,-0.34333381,0.00615637,-0.01122217,0.33297247,-0.89402358,0.00000000,-0.00000000
-5.87393697,0.81166542,-1.72907145,0.48099340,-0.98624363,0.29438161,-0.41798465,0.17281980,-0.33347772,0.00628604,-0.01087110,0.33679459,-0.87653920,0.00000000,-0.00000000
-5.86793397,0.81804931,-1.68264452,0.48404295,-0.94750002,0.29742426,-0.40649439,0.17460875,-0.32259109,0.00639295,-0.01046965,0.33947781,-0.85513107,0.00000000,-0.00000000
-5.86193097,0.82353462,-1.62967242,0.48597021,-0.90549021,0.30036842,-0.39345892,0.17682821,-0.31076839,0.00647803,-0.01002336,0.34111806,-0.83010217,0.00000000,-0.00000000
-5.85592796,0.82866295,-1.57083703,0.48707429,-0.86074784,0.30342818,-0.37905785,0.17965552,-0.29812090,0.00654313,-0.00953867,0.34186534,-0.80180614,0.00000000,-0.00000000
-5.84992496,0.83406199,-1.50689886,0.48771087,-0.81384736,0.30684382,-0.36348538,0.18327200,-0.28477367,0.00659105,-0.00902264,0.34191981,-0.77063919,0.00000000,-0.00000000
-5.84392196,0.84042778,-1.43867957,0.48828225,-0.76538974,0.31087503,-0.34694601,0.18785705,-0.27086229,0.00662537,-0.00848284,0.34152635,-0.73703134,0.00000000,-0.00000000
-5.83791896,0.84850453,-1.36704397,0.48922597,-0.71598785,0.31579341,-0.32965037,0.19358236,-0.25652971,0.00665045,-0.00792705,0.34096765,-0.70143721,0.00000000,-0.00000000
-5.83191596,0.85906253,-1.29288220,0.49100230,-0.66625220,0.32187436,-0.31181135,0.20060621,-0.24192310,0.00667124,-0.00736310,0.34055593,-0.66432681,0.00000000,-0.00000000
-5.82591296,0.87287471,-1.21709256,0.49408112,-0.61677752,0.32938853,-0.29364057,0.20906827,-0.22719090,0.00669317,-0.00679862,0.34062360,-0.62617646,0.00000000,-0.00000000
-5.81990995,0.89069272,-1.14056545,0.49892842,-0.56813078,0.33859318,-0.27534529,0.21908492,-0.21248008,0.00672196,-0.00624093,0.34151294,-0.58746025,0.00000000,-0.00000000
-5.81390695,0.91322283,-1.06416875,0.50599288,-0.52084086,0.34972366,-0.25712568,0.23074540,-0.19793374,0.00676347,-0.00569683,0.34356525,-0.54864209,0.00000000,-0.00000000
-5.80790395,0.94110280,-0.98873490,0.51569290,-0.47539024,0.36298522,-0.23917252,0.24410883,-0.18368894,0.00682346,-0.00517247,0.34710963,-0.51016857,0.00000000,-0.00000000
-5.80190095,0.97488003,-0.91504979,0.52840454,-0.43220879,0.37854557,-0.22166535,0.25920225,-0.16987496,0.00690743,-0.00467332,0.35245185,-0.47246283,0.00000000,-0.00000000
-5.79589795,1.01499185,-0.84384355,0.54445053,-0.39166968,0.39652820,-0.20477090,0.27601970,-0.15661173,0.00702044,-0.00420405,0.35986350,-0.43591936,0.00000000,-0.00000000
-5.78989495,1.06174846,-0.77578316,0.56409077,-0.35408732,0.41700680,-0.18864197,0.29452233,-0.14400861,0.00716687,-0.00376854,0.36957198,-0.40089979,0.00000000,-0.00000000
-5.78389195,1.11531915,-0.71146681,0.58751453,-0.31971711,0.44000107,-0.17341644,0.31463960,-0.13216345,0.00735033,-0.00336985,0.38175145,-0.36772967,0.00000000,-0.00000000
-5.77788894,1.17572209,-0.65141983,0.61483456,-0.28875666,0.46547376,-0.15921660,0.33627137,-0.12116178,0.00757346,-0.00301029,0.39651519,-0.33669619,0.00000000,-0.00000000
-5.77188594,1.24281823,-0.59609206,0.64608309,-0.26134832,0.49332945,-0.14614865,0.35929079,-0.11107623,0.00783784,-0.00269144,0.41390964,-0.30804662,0.00000000,-0.00000000
-5.76588294,1.31630937,-0.54585633,0.68121002,-0.23758251,0.52341474,-0.13430231,0.38354785,-0.10196613,0.00814391,-0.00241423,0.43391033,-0.28198757,0.00000000,-0.00000000
-5.75987994,1.39574059,-0.50100794,0.72008312,-0.21750154,0.55552020,-0.12375058,0.40887349,-0.09387710,0.00849093,-0.00217899,0.45641991,-0.25868473,0.00000000,-0.00000000
-5.75387694,1.48050708,-0.46176492,0.76249026,-0.20110367,0.58938377,-0.11454950,0.43508391,-0.08684087,0.00887696,-0.00198555,0.48126842,-0.23826318,0.00000000,-0.00000000
-5.74787394,1.56986504,-0.42826885,0.80814357,-0.18834705,0.62469575,-0.10673809,0.46198498,-0.08087512,0.00929888,-0.00183332,0.50821580,-0.22080795,0.00000000,-0.00000000
-5.74187094,1.66294654,-0.40058610,0.85668531,-0.17915337,0.66110508,-0.10033821,0.48937661,-0.07598337,0.00975251,-0.00172134,0.53695664,-0.20636496,0.00000000,-0.00000000
-5.73586793,1.75877777,-0.37870951,0.90769534,-0.17341106,0.69822674,-0.09535459,0.51705680,-0.07215497,0.01023266,-0.00164836,0.56712708,-0.19494206,0.00000000,-0.00000000
-5.72986493,1.85630023,-0.36256024,0.96069984,-0.17097797,0.73565020,-0.09177485,0.54482523,-0.06936520,0.01073329,-0.00161287,0.59831361,-0.18651022,0.00000000,-0.00000000
-5.72386193,1.95439415,-0.35198999,1.01518113,-0.17168355,0.77294842,-0.08956965,0.57248636,-0.06757545,0.01124768,-0.00161318,0.63006349,-0.18100491,0.00000000,-0.00000000
-5.71785893,2.05190339,-0.34678356,1.07058811,-0.17533056,0.80968732,-0.08869291,0.59985184,-0.06673357,0.01176862,-0.00164742,0.66189647,-0.17832745,0.00000000,-0.00000000
-5.71185593,2.14766111,-0.34666172,1.12634726,-0.18169649,0.84543533,-0.08908224,0.62674227,-0.06677436,0.01228857,-0.00171357,0.69331747,-0.17834662,0.00000000,-0.00000000
-5.70585293,2.24051533,-0.35128471,1.18187365,-0.19053483,0.87977264,-0.09065944,0.65298821,-0.06762035,0.01279992,-0.00180949,0.72382962,-0.18090034,0.00000000,-0.00000000
-5.69984992,2.32935363,-0.36025635,1.23658191,-0.20157639,0.91230016,-0.09333137,0.67843067,-0.06918271,0.01329517,-0.00193286,0.75294736,-0.18579768,0.00000000,-0.00000000
-5.69384692,2.41312631,-0.37312894,1.28989672,-0.21453088,0.94264753,-0.09699090,0.70292091,-0.07136250,0.01376713,-0.00208126,0.78020908,-0.19282106,0.00000000,-0.00000000
-5.68784392,2.49086728,-0.38940906,1.34126274,-0.22908894,0.97048034,-0.10151830,0.72631991,-0.07405225,0.01420914,-0.00225209,0.80518889,-0.20172890,0.00000000,-0.00000000
-5.68184092,2.56171233,-0.40856443,1.39015380,-0.24492480,0.99550620,-0.10678282,0.74849753,-0.07713776,0.01461518,-0.00244263,0.82750716,-0.21225866,0.00000000,-0.00000000
-5.67583792,2.62491430,-0.43003183,1.43608128,-0.26169971,1.01747957,-0.11264464,0.76933162,-0.08050024,0.01498007,-0.00264999,0.84683951,-0.22413037,0.00000000,-0.00000000
-5.66983492,2.67985508,-0.45322619,1.47860152,-0.27906616,1.03620548,-0.11895717,0.78870715,-0.08401874,0.01529958,-0.00287113,0.86292408,-0.23705071,0.00000000,-0.00000000
-5.66383192,2.72605441,-0.47755062,1.51732253,-0.29667306,1.05154191,-0.12556960,0.80651571,-0.08757276,0.01557051,-0.00310287,0.87556685,-0.25071752,0.00000000,-0.00000000
-5.65782891,2.76317556,-0.50240762,1.55190982,-0.31417164,1.06340120,-0.13232975,0.82265547,-0.09104513,0.01579078,-0.00334193,0.88464510,-0.26482495,0.00000000,-0.00000000
-5.65182591,2.79102828,-0.52721085,1.58209162,-0.33122212,1.07175034,-0.13908719,0.83703170,-0.09432490,0.01595944,-0.00358493,0.89010890,-0.27906894,0.00000000,-0.00000000
-5.64582291,2.80956927,-0.55139770,1.60766348,-0.34750096,1.07661056,-0.14569650,0.84955810,-0.09731035,0.01607672,-0.00382844,0.89198086,-0.29315316,0.00000000,-0.00000000
-5.63981991,2.81890066,-0.57444201,1.62849239,-0.36270844,1.07805615,-0.15202063,0.86015886,-0.09991189,0.01614400,-0.00406905,0.89035432,-0.30679515,0.00000000,-0.00000000
-5.63381691,2.81926683,-0.59586680,1.64452050,-0.37657636,1.07621284,-0.15793430,0.86877149,-0.10205479,0.01616379,-0.00430342,0.88539002,-0.31973263,0.00000000,-0.00000000
-5.62781391,2.81105002,-0.61525664,1.65576833,-0.38887564,1.07125576,-0.16332734,0.87535039,-0.10368173,0.01613967,-0.00452834,0.87731174,-0.33172975,0.00000000,-0.00000000
-5.62181091,2.79476479,-0.63226926,1.66233749,-0.39942346,1.06340713,-0.16810784,0.87987086,-0.10475494,0.01607628,-0.00474083,0.86640086,-0.34258313,0.00000000,-0.00000000
-5.61580790,2.77105165,-0.64664602,1.66441260,-0.40808972,1.05293367,-0.17220505,0.88233350,-0.10525792,0.01597919,-0.00493822,0.85299021,-0.35212755,0.00000000,-0.00000000
-5.60980490,2.74066965,-0.65822096,1.66226233,-0.41480252,1.04014369,-0.17557195,0.88276859,-0.10519678,0.01585483,-0.00511822,0.83745734,-0.36024098,0.00000000,-0.00000000
-5.60380190,2.70448782,-0.66692797,1.65623902,-0.41955252,1.02538383,-0.17818733,0.88124009,-0.10460096,0.01571042,-0.00527902,0.82021724,-0.36684893,0.00000000,-0.00000000
-5.59779890,2.66347517,-0.67280595,1.64677669,-0.42239588,1.00903525,-0.18005743,0.87784900,-0.10352339,0.01555379,-0.00541936,0.80171473,-0.37192783,0.00000000,-0.00000000
-5.59179590,2.61868881,-0.67600165,1.63438691,-0.42345568,0.99150910,-0.18121694,0.87273564,-0.10204022,0.01539334,-0.00553862,0.78241642,-0.37550728,0.00000000,-0.00000000
-5.58579290,2.57125975,-0.67676994,1.61965213,-0.42292167,0.97324120,-0.18172938,0.86608043,-0.10024983,0.01523780,-0.00563685,0.76280233,-0.37767113,0.00000000,-0.00000000
-5.57978989,2.52237603,-0.67547152,1.60321636,-0.42104832,0.95468559,-0.18168677,0.85810307,-0.09827147,0.01509613,-0.00571486,0.74335715,-0.37855714,0.00000000,-0.00000000
-5.57378689,2.47326293,-0.67256776,1.58577272,-0.41815110,0.93630702,-0.18120862,0.84905966,-0.09624330,0.01497730,-0.00577419,0.72456111,-0.37835526,0.00000000,-0.00000000
-5.56778389,2.42516004,-0.66861293,1.56804809,-0.41460104,0.91857225,-0.18044017,0.83923787,-0.09432005,0.01489009,-0.00581716,0.70688062,-0.37730439,0.00000000,-0.00000000
-5.56178089,2.37929543,-0.66424354,1.55078487,-0.41081751,0.90194018,-0.17954986,0.82895006,-0.09267022,0.01484290,-0.00584681,0.69075855,-0.37568754,0.00000000,-0.00000000
-5.55577789,2.33685734,-0.66016513,1.53472024,-0.40725944,0.88685112,-0.17872611,0.81852452,-0.09147293,0.01484345,-0.00586690,0.67660450,-0.37382563,0.00000000,-0.00000000
-5.54977489,2.29896395,-0.65713638,1.52056362,-0.40441496,0.87371529,-0.17817328,0.80829517,-0.09091445,0.01489860,-0.00588178,0.66478512,-0.37206970,0.00000000,-0.00000000
-5.54377189,2.26663242,-0.65595098,1.50897300,-0.40278973,0.86290115,-0.17810709,0.79859017,-0.09118445,0.01501411,-0.00589633,0.65561479,-0.37079183,0.00000000,-0.00000000
-5.53776888,2.24074828,-0.65741731,1.50053126,-0.40289398,0.85472389,-0.17874929,0.78971986,-0.09247190,0.01519437,-0.00591581,0.64934699,-0.37037488,0.00000000,-0.00000000
-5.53176588,2.22203665,-0.66233642,1.49572354,-0.40522862,0.84943477,-0.18032185,0.78196486,-0.09496081,0.01544223,-0.00594569,0.64616672,-0.37120121,0.00000000,-0.00000000
-5.52576288,2.21103691,-0.67147863,1.49491678,-0.41027071,0.84721179,-0.18304067,0.77556478,-0.09882572,0.01575884,-0.00599152,0.64618427,-0.37364068,0.00000000,-0.00000000
-5.51975988,2.20808217,-0.68555930,1.49834286,-0.41845842,0.84815247,-0.18710900,0.77070842,-0.10422708,0.01614347,-0.00605868,0.64943087,-0.37803828,0.00000000,-0.00000000
-5.51375688,2.21328516,-0.70521439,1.50608605,-0.43017608,0.85226906,-0.19271066,0.76752591,-0.11130640,0.01659351,-0.00615224,0.65585645,-0.38470164,0.00000000,-0.00000000
-5.50775388,2.22653155,-0.73097653,1.51807605,-0.44573966,0.85948684,-0.20000338,0.76608351,-0.12018153,0.01710443,-0.00627670,0.66532979,-0.39388903,0.00000000,-0.00000000
-5.50175088,2.24748173,-0.76325229,1.53408711,-0.46538311,0.86964572,-0.20911225,0.76638124,-0.13094192,0.01766983,-0.00643583,0.67764128,-0.40579810,0.00000000,-0.00000000
-5.49574787,2.27558139,-0.80230170,1.55374363,-0.48924619,0.88250533,-0.22012378,0.76835384,-0.14364410,0.01828160,-0.00663246,0.69250841,-0.42055592,0.00000000,-0.00000000
-5.48974487,2.31008090,-0.84822070,1.57653230,-0.51736426,0.89775351,-0.23308062,0.77187490,-0.15830757,0.01893011,-0.00686836,0.70958382,-0.43821083,0.00000000,-0.00000000
-5.48374187,2.35006307,-0.90092758,1.60182051,-0.54966057,0.91501808,-0.24797731,0.77676408,-0.17491128,0.01960451,-0.00714403,0.72846594,-0.45872640,0.00000000,-0.00000000
-5.47773887,2.39447823,-0.96015427,1.62888018,-0.58594168,0.93388133,-0.26475721,0.78279709,-0.19339086,0.02029301,-0.00745870,0.74871167,-0.48197808,0.00000000,-0.00000000
-5.47173587,2.44218511,-1.02544311,1.65691625,-0.62589637,0.95389663,-0.28331102,0.78971783,-0.21363694,0.02098331,-0.00781023,0.76985091,-0.50775265,0.00000000,-0.00000000
-5.46573287,2.49199596,-1.09614985,1.68509833,-0.66909841,0.97460658,-0.30347683,0.79725203,-0.23549457,0.02166296,-0.00819510,0.79140227,-0.53575089,0.00000000,-0.00000000
-5.45972986,2.54272355,-1.17145333,1.71259418,-0.71501356,0.99556150,-0.32504208,0.80512166,-0.25876428,0.02231981,-0.00860851,0.81288953,-0.56559342,0.00000000,-0.00000000
-5.45372686,2.59322802,-1.25037176,1.73860334,-0.76301071,1.01633775,-0.34774736,0.81305910,-0.28320457,0.02294241,-0.00904446,0.83385799,-0.59682967,0.00000000,-0.00000000
-5.44772386,2.64246134,-1.33178578,1.76238941,-0.81237725,1.03655459,-0.37129211,0.82082040,-0.30853620,0.02352041,-0.00949593,0.85389041,-0.62894988,0.00000000,-0.00000000
-5.44172086,2.68950716,-1.41446754,1.78330939,-0.86233817,1.05588904,-0.39534205,0.82819671,-0.33444821,0.02404489,-0.00995507,0.87262157,-0.66139966,0.00000000,-0.00000000
-5.43571786,2.73361429,-1.49711523,1.80083862,-0.91207856,1.07408777,-0.41953827,0.83502325,-0.36060560,0.02450871,-0.01041347,0.88975121,-0.69359664,0.00000000,-0.00000000
-5.42971486,2.77422223,-1.57839175,1.81459046,-0.96076863,1.09097556,-0.44350758,0.84118531,-0.38665861,0.02490666,-0.01086244,0.90505464,-0.72494862,0.00000000,-0.00000000
-5.42371186,2.81097756,-1.65696626,1.82432953,-1.00759047,1.10645989,-0.46687381,0.84662081,-0.41225322,0.02523569,-0.01129328,0.91839074,-0.75487239,0.00000000,-0.00000000
-5.41770885,2.84374078,-1.73155688,1.82997835,-1.05176539,1.12053145,-0.48926967,0.85131948,-0.43704263,0.02549495,-0.01169763,0.92970697,-0.78281248,0.00000000,-0.00000000
-5.41170585,2.87258317,-1.80097274,1.83161689,-1.09258074,1.13326059,-0.51034855,0.85531865,-0.46069918,0.02568577,-0.01206776,0.93904137,-0.80825899,0.00000000,-0.00000000
-5.40570285,2.89777418,-1.86415364,1.82947556,-1.12941501,1.14478996,-0.52979593,0.85869594,-0.48292635,0.02581157,-0.01239682,0.94652126,-0.83076372,0.00000000,-0.00000000
-5.39969985,2.91976010,-1.92020531,1.82392184,-1.16175997,1.15532379,-0.54733967,0.86155940,-0.50347006,0.02587771,-0.01267914,0.95235885,-0.84995378,0.00000000,-0.00000000
-5.39369685,2.93913514,-1.96842878,1.81544150,-1.18923885,1.16511428,-0.56275895,0.86403574,-0.52212891,0.02589123,-0.01291038,0.95684373,-0.86554215,0.00000000,-0.00000000
-5.38769385,2.95660633,-2.00834233,1.80461533,-1.21161952,1.17444594,-0.57589117,0.86625749,-0.53876272,0.02586056,-0.01308769,0.96033258,-0.87733473,0.00000000,-0.00000000
-5.38169085,2.97295399,-2.03969500,1.79209248,-1.22882204,1.18361855,-0.58663672,0.86834972,-0.55329884,0.02579519,-0.01320983,0.96323633,-0.88523354,0.00000000,-0.00000000
-5.37568784,2.98898958,-2.06247095,1.77856172,-1.24092006,1.19292967,-0.59496122,0.87041748,-0.56573583,0.02570526,-0.01327712,0.96600510,-0.88923605,0.00000000,-0.00000000
-5.36968484,3.00551261,-2.07688454,1.76472175,-1.24813599,1.20265744,-0.60089523,0.87253451,-0.57614430,0.02560122,-0.01329146,0.96911134,-0.88943080,0.00000000,-0.00000000
-5.36368184,3.02326854,-2.08336635,1.75125188,-1.25083007,1.21304444,-0.60453145,0.87473395,-0.58466460,0.02549336,-0.01325618,0.97303176,-0.88598964,0.00000000,-0.00000000
-5.35767884,3.04290937,-2.08254100,1.73878408,-1.24948386,1.22428336,-0.60601949,0.87700180,-0.59150154,0.02539151,-0.01317588,0.97822837,-0.87915711,0.00000000,-0.00000000
-5.35167584,3.06495827,-2.07519788,1.72787759,-1.24467896,1.23650507,-0.60555872,0.87927328,-0.59691617,0.02530458,-0.01305621,0.98512949,-0.86923764,0.00000000,-0.00000000
-5.34567284,3.08977974,-2.06225643,1.71899682,-1.23707198,1.24976942,-0.60338932,0.88143249,-0.60121508,0.02524028,-0.01290363,0.99411108,-0.85658142,0.00000000,-0.00000000
-5.33966983,3.11755638,-2.04472786,1.71249337,-1.22736699,1.26405930,-0.59978226,0.88331524,-0.60473765,0.02520479,-0.01272517,1.00547926,-0.84156962,0.00000000,-0.00000000
-5.33366683,3.14827289,-2.02367529,1.70859264,-1.21628699,1.27927804,-0.59502870,0.88471499,-0.60784187,0.02520257,-0.01252808,1.01945464,-0.82459994,0.00000000,-0.00000000
-5.32766383,3.18170828,-2.00017432,1.70738552,-1.20454569,1.29525016,-0.58942921,0.88539144,-0.61088952,0.02523610,-0.01231961,1.03615908,-0.80607317,0.00000000,-0.00000000
-5.32166083,3.21743621,-1.97527621,1.70882526,-1.19282099,1.31172556,-0.58328367,0.88508130,-0.61423137,0.02530584,-0.01210677,1.05560562,-0.78638146,0.00000000,-0.00000000
-5.31565783,3.25483380,-1.94997532,1.71272971,-1.18173170,1.32838679,-0.57688207,0.88351067,-0.61819327,0.02541013,-0.01189607,1.07769215,-0.76589881,0.00000000,-0.00000000
-5.30965483,3.29309862,-1.92518227,1.71878872,-1.17181838,1.34485927,-0.57049680,0.88040825,-0.62306385,0.02554523,-0.01169337,1.10219926,-0.74497418,0.00000000,-0.00000000
-5.30365183,3.33127337,-1.90170416,1.72657654,-1.16352923,1.36072393,-0.56437675,0.87551880,-0.62908435,0.02570548,-0.01150376,1.12879266,-0.72392731,0.00000000,-0.00000000
-5.29764882,3.36827754,-1.88023222,1.73556865,-1.15721178,1.37553199,-0.55874328,0.86861600,-0.63644135,0.02588338,-0.01133150,1.15703046,-0.70304731,0.00000000,-0.00000000
-5.29164582,3.40294519,-1.86133729,1.74516260,-1.15311032,1.38882120,-0.55378836,0.85951425,-0.64526244,0.02606993,-0.01117997,1.18637504,-0.68259382,0.00000000,-0.00000000
-5.28564282,3.43406741,-1.84547273,1.75470212,-1.15136930,1.40013313,-0.54967458,0.84807871,-0.65561525,0.02625490,-0.01105174,1.21620958,-0.66280032,0.00000000,-0.00000000
-5.27963982,3.46043831,-1.83298400,1.76350356,-1.15204200,1.40903088,-0.54653697,0.83423329,-0.66750961,0.02642720,-0.01094862,1.24585852,-0.64387915,0.00000000,-0.00000000
-5.27363682,3.48090267,-1.82412372,1.77088386,-1.15510387,1.41511657,-0.54448628,0.81796622,-0.68090269,0.02657529,-0.01087183,1.27461135,-0.62602763,0.00000000,-0.00000000
-5.26763382,3.49440369,-1.81907079,1.77618884,-1.16046950,1.41804806,-0.54361328,0.79933301,-0.69570663,0.02668763,-0.01082210,1.30174893,-0.60943471,0.00000000,-0.00000000
-5.26163082,3.50002889,-1.81795178,1.77882089,-1.16801190,1.41755431,-0.54399363,0.77845696,-0.71179808,0.02675312,-0.01079987,1.32657093,-0.59428744,0.00000000,-0.00000000
-5.25562781,3.49705238,-1.82086278,1.77826479,-1.17758295,1.41344884,-0.54569280,0.75552715,-0.72902890,0.02676156,-0.01080543,1.34842354,-0.58077665,0.00000000,-0.00000000
-5.24962481,3.48497161,-1.82788980,1.77411070,-1.18903332,1.40564074,-0.54877058,0.73079426,-0.74723726,0.02670404,-0.01083909,1.36672592,-0.56910132,0.00000000,-0.00000000
-5.24362181,3.46353707,-1.83912621,1.76607319,-1.20223076,1.39414282,-0.55328462,0.70456449,-0.76625824,0.02657336,-0.01090131,1.38099418,-0.55947123,0.00000000,-0.00000000
-5.23761881,3.43277339,-1.85468542,1.75400557,-1.21707529,1.37907658,-0.55929269,0.67719194,-0.78593321,0.02636435,-0.01099283,1.39086171,-0.55210749,0.00000000,-0.00000000
-5.23161581,3.39299084,-1.87470793,1.73790872,-1.23351037,1.36067366,-0.56685335,0.64906991,-0.80611739,0.02607409,-0.01111468,1.39609481,-0.54724076,0.00000000,-0.00000000
-5.22561281,3.34478636,-1.89936192,1.71793400,-1.25152916,1.33927368,-0.57602476,0.62062151,-0.82668477,0.02570212,-0.01126823,1.39660277,-0.54510720,0.00000000,-0.00000000
-5.21960980,3.28903390,-1.92883694,1.69438002,-1.27117537,1.31531844,-0.58686180,0.59228994,-0.84753040,0.02525052,-0.01145513,1.39244184,-0.54594228,0.00000000,-0.00000000
-5.21360680,3.22686411,-1.96333123,1.66768332,-1.29253876,1.28934257,-0.59941133,0.56452882,-0.86856957,0.02472384,-0.01167726,1.38381289,-0.54997251,0.00000000,-0.00000000
-5.20760380,3.15963411,-2.00303302,1.63840331,-1.31574520,1.26196088,-0.61370613,0.53779289,-0.88973424,0.02412905,-0.01193656,1.37105275,-0.55740576,0.00000000,-0.00000000
-5.20160080,3.08888824,-2.04809720,1.60720212,-1.34094222,1.23385273,-0.62975769,0.51252926,-0.91096684,0.02347531,-0.01223491,1.35461976,-0.56842044,0.00000000,-0.00000000
-5.19559780,3.01631135,-2.09861880,1.57482021,-1.36828072,1.20574397,-0.64754847,0.48916941,-0.93221212,0.02277368,-0.01257386,1.33507407,-0.58315424,0.00000000,-0.00000000
-5.18959480,2.94367641,-2.15460511,1.54204883,-1.39789422,1.17838693,-0.66702412,0.46812200,-0.95340756,0.02203678,-0.01295452,1.31305391,-0.60169297,0.00000000,-0.00000000
-5.18359180,2.87278847,-2.21594842,1.50970052,-1.42987690,1.15253914,-0.68808631,0.44976657,-0.97447340,0.02127836,-0.01337724,1.28924875,-0.62406028,0.00000000,-0.00000000
-5.17758879,2.80542720,-2.28240150,1.47857912,-1.46426207,1.12894155,-0.71058682,0.43444806,-0.99530289,0.02051287,-0.01384152,1.26437084,-0.65020874,0.00000000,-0.00000000
-5.17158579,2.74329019,-2.35355786,1.44945039,-1.50100251,1.10829688,-0.73432337,0.42247214,-1.01575386,0.01975500,-0.01434573,1.23912646,-0.68001309,0.00000000,-0.00000000
-5.16558279,2.68793932,-2.42883837,1.42301475,-1.53995420,1.09124875,-0.75903784,0.41410120,-1.03564235,0.01901916,-0.01488705,1.21418827,-0.71326594,0.00000000,-0.00000000
