energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Na_s_up,Te_p_up,Te_d_up
-3.01050525,8.13424048,0.10340709,0.25022328,1.86865378,5.59081884,0.07075908,1.49472516,0.00000000
-3.00450225,8.05601013,0.10694155,0.25035632,1.89478325,5.49774992,0.07012839,1.50964262,0.00000000
-2.99849925,7.99350088,0.11041497,0.24983234,1.91892935,5.41976155,0.07027330,1.52491446,0.00000000
-2.99249625,7.94350673,0.11376682,0.24868979,1.94073879,5.35436612,0.07116987,1.54004061,0.00000000
-2.98649325,7.90278918,0.11693469,0.24697992,1.95987010,5.29904669,0.07278660,1.55451118,0.00000000
-2.98049025,7.86814081,0.11985592,0.24476550,1.97600221,5.25130173,0.07508423,1.56782103,0.00000000
-2.97448724,7.83645010,0.12246926,0.24211967,1.98884527,5.20868932,0.07801574,1.57948587,0.00000000
-2.96848424,7.80476739,0.12471670,0.23912474,1.99815364,5.16887077,0.08152642,1.58905962,0.00000000
-2.96248124,7.77037156,0.12654530,0.23587117,2.00374059,5.12965364,0.08555423,1.59615243,0.00000000
-2.95647824,7.73083602,0.12790907,0.23245666,2.00549421,5.08903379,0.09003033,1.60044885,0.00000000
-2.95047524,7.68409253,0.12877073,0.22898533,2.00339380,5.04523554,0.09487987,1.60172548,0.00000000
-2.94447224,7.62849059,0.12910344,0.22556709,1.99752558,4.99674892,0.10002310,1.59986718,0.00000000
-2.93846923,7.56284978,0.12889222,0.22231702,1.98809701,4.94236262,0.10537663,1.59488127,0.00000000
-2.93246623,7.48650234,0.12813519,0.21935471,1.97544824,4.88119103,0.11085499,1.58690862,0.00000000
-2.92646323,7.39932309,0.12684453,0.21680358,1.96005988,4.81269371,0.11637226,1.57623105,0.00000000
-2.92046023,7.30174411,0.12504695,0.21478990,1.94255598,4.73668595,0.12184383,1.56327428,0.00000000
-2.91445723,7.19475196,0.12278387,0.21344160,1.92370133,4.65333898,0.12718818,1.54860582,0.00000000
-2.90845423,7.07986603,0.12011112,0.21288671,1.90439263,4.56316902,0.13232862,1.53292762,0.00000000
-2.90245123,6.95909699,0.11709814,0.21325132,1.88564305,4.46701474,0.13719480,1.51706299,0.00000000
-2.89644822,6.83488579,0.11382681,0.21465711,1.86856038,4.36600322,0.14172416,1.50193831,0.00000000
-2.89044522,6.71002431,0.11038980,0.21721852,1.85431899,4.26150519,0.14586296,1.48855940,0.00000000
-2.88444222,6.58755968,0.10688854,0.22103937,1.84412639,4.15508088,0.14956715,1.47798352,0.00000000
-2.87843922,6.47068566,0.10343079,0.22620929,1.83918548,4.04841836,0.15280281,1.47128752,0.00000000
-2.87243622,6.36262468,0.10012806,0.23279991,1.84065372,3.94326662,0.15554628,1.46953331,0.00000000
-2.86643322,6.26650530,0.09709266,0.24086105,1.84960091,3.84136627,0.15778399,1.47373176,0.00000000
-2.86043022,6.18523990,0.09443470,0.25041705,1.86696718,3.74438050,0.15951193,1.48480629,0.00000000
-2.85442721,6.12140759,0.09225907,0.26146348,1.89352302,3.65382954,0.16073501,1.50355756,0.00000000
-2.84842421,6.07714743,0.09066236,0.27396442,1.92983319,3.57103110,0.16146603,1.53063048,0.00000000
-2.84242121,6.05406631,0.08973004,0.28785047,1.97622592,3.49704963,0.16172468,1.56648490,0.00000000
-2.83641821,6.05316560,0.08953371,0.30301776,2.03276913,3.43265636,0.16153637,1.61137111,0.00000000
-2.83041521,6.07478950,0.09012873,0.31932794,2.09925457,3.37830175,0.16093105,1.66531108,0.00000000
-2.82441221,6.11859731,0.09155217,0.33660944,2.17519087,3.33410143,0.15994210,1.72808638,0.00000000
-2.81840920,6.18356074,0.09382120,0.35465979,2.25980594,3.29983587,0.15860522,1.79923304,0.00000000
-2.81240620,6.26798608,0.09693197,0.37324925,2.35205870,3.27496364,0.15695748,1.87804400,0.00000000
-2.80640320,6.36956026,0.10085896,0.39212535,2.45065984,3.25864711,0.15503636,1.96357882,0.00000000
-2.80040020,6.48541861,0.10555494,0.41101853,2.55410092,3.24978939,0.15287904,2.05468065,0.00000000
-2.79439720,6.61223136,0.11095155,0.42964841,2.66069076,3.24708037,0.15052169,2.14999990,0.00000000
-2.78839420,6.74630527,0.11696035,0.44773055,2.76859772,3.24904965,0.14799885,2.24802376,0.00000000
-2.78239120,6.88369605,0.12347458,0.46498355,2.87589637,3.25412391,0.14534299,2.34711096,0.00000000
-2.77638819,7.02032735,0.13037144,0.48113600,2.98061691,3.26068602,0.14258397,2.44553040,0.00000000
-2.77038519,7.15211148,0.13751479,0.49593317,3.08079551,3.26713352,0.13974872,2.54150266,0.00000000
-2.76438219,7.27506768,0.14475847,0.50914315,3.17452395,3.27193389,0.13686089,2.63324303,0.00000000
-2.75837919,7.38543370,0.15194986,0.52056219,3.25999684,3.27367471,0.13394053,2.71900491,0.00000000
-2.75237619,7.47976702,0.15893375,0.53001905,3.33555507,3.27110681,0.13100392,2.79712215,0.00000000
-2.74637319,7.55503272,0.16555638,0.53737834,3.39972412,3.26317909,0.12806338,2.86604923,0.00000000
-2.74037019,7.60867552,0.17166948,0.54254261,3.45124632,3.24906413,0.12512727,2.92439810,0.00000000
-2.73436718,7.63867435,0.17713427,0.54545331,3.48910620,3.22817412,0.12220001,2.97097062,0.00000000
-2.72836418,7.64357841,0.18182511,0.54609065,3.51254860,3.20016695,0.11928229,3.00478585,0.00000000
-2.72236118,7.62252454,0.18563290,0.54447231,3.52108916,3.16494303,0.11637137,3.02510131,0.00000000
-2.71635818,7.57523617,0.18846786,0.54065131,3.51451743,3.12263334,0.11346158,3.03142781,0.00000000
-2.71035518,7.50200498,0.19026184,0.53471304,3.49289269,3.07357984,0.11054484,3.02353742,0.00000000
-2.70435218,7.40365654,0.19096979,0.52677162,3.45653309,3.01830940,0.10761141,3.00146452,0.00000000
-2.69834917,7.28150207,0.19057066,0.51696594,3.40599870,2.95750262,0.10465066,2.96549994,0.00000000
-2.69234617,7.13727840,0.18906737,0.50545523,3.34206920,2.89195909,0.10165192,2.91617850,0.00000000
-2.68634317,6.97307871,0.18648611,0.49241462,3.26571726,2.82256046,0.09860536,2.85426042,0.00000000
-2.68034017,6.79127667,0.18287494,0.47803067,3.17807830,2.75023299,0.09550284,2.78070725,0.00000000
-2.67433717,6.59444672,0.17830161,0.46249698,3.08041794,2.67591085,0.09233872,2.69665321,0.00000000
-2.66833417,6.38528338,0.17285101,0.44601008,2.97409796,2.60050152,0.08911059,2.60337282,0.00000000
-2.66233117,6.16652202,0.16662202,0.42876558,2.86054180,2.52485456,0.08581986,2.50224607,0.00000000
-2.65632816,5.94086392,0.15972416,0.41095472,2.74120079,2.44973462,0.08247227,2.39472217,0.00000000
-2.65032516,5.71090777,0.15227405,0.39276131,2.61752180,2.37579960,0.07907824,2.28228320,0.00000000
-2.64432216,5.47908975,0.14439189,0.37435918,2.49091737,2.30358458,0.07565304,2.16640873,0.00000000
-2.63831916,5.24763392,0.13619801,0.35591001,2.36273904,2.23349182,0.07221695,2.04854277,0.00000000
-2.63231616,5.01851415,0.12780978,0.33756174,2.23425448,2.16578711,0.06879520,1.93006390,0.00000000
-2.62631316,4.79342857,0.11933872,0.31944744,2.10662896,2.10060227,0.06541789,1.81225946,0.00000000
-2.62031016,4.57378668,0.11088821,0.30168471,1.98091148,2.03794359,0.06211985,1.69630472,0.00000000
-2.61430715,4.36070922,0.10255160,0.28437547,1.85802567,1.97770562,0.05894045,1.58324718,0.00000000
-2.60830415,4.15503982,0.09441087,0.26760634,1.73876554,1.91968958,0.05592339,1.47399650,0.00000000
-2.60230115,3.95736738,0.08653576,0.25144927,1.62379562,1.86362539,0.05311653,1.36931983,0.00000000
-2.59629815,3.76805751,0.07898353,0.23596272,1.51365532,1.80919635,0.05057160,1.26984241,0.00000000
-2.59029515,3.58729084,0.07179898,0.22119292,1.40876675,1.75606513,0.04834407,1.17605285,0.00000000
-2.58429215,3.41510603,0.06501505,0.20717553,1.30944541,1.70389993,0.04649277,1.08831246,0.00000000
-2.57828914,3.25144475,0.05865359,0.19393734,1.21591293,1.65239943,0.04507964,1.00686764,0.00000000
-2.57228614,3.09619620,0.05272650,0.18149798,1.12831092,1.60131534,0.04416919,0.93186459,0.00000000
-2.56628314,2.94923858,0.04723691,0.16987160,1.04671523,1.55047151,0.04382793,0.86336510,0.00000000
-2.56028014,2.81047512,0.04218052,0.15906842,0.97114971,1.49977852,0.04412348,0.80136254,0.00000000
-2.55427714,2.67986291,0.03754698,0.14909596,0.90159863,1.44924312,0.04512354,0.74579710,0.00000000
-2.54827414,2.55743279,0.03332113,0.13995999,0.83801741,1.39897199,0.04689446,0.69656939,0.00000000
-2.54227114,2.44329941,0.02948426,0.13166514,0.78034089,1.34916967,0.04949956,0.65355176,0.00000000
-2.53626813,2.33766094,0.02601519,0.12421505,0.72848909,1.30013059,0.05299711,0.61659690,0.00000000
-2.53026513,2.24078870,0.02289122,0.11761215,0.68237017,1.25222587,0.05743804,0.58554329,0.00000000
-2.52426213,2.15300742,0.02008890,0.11185704,0.64188078,1.20588528,0.06286330,0.56021762,0.00000000
-2.51825913,2.07466738,0.01758474,0.10694757,0.60690395,1.16157543,0.06930119,0.54043424,0.00000000
-2.51225613,2.00611037,0.01535563,0.10287755,0.57730500,1.11977523,0.07676445,0.52599195,0.00000000
-2.50625313,1.94763152,0.01337930,0.09963540,0.55292601,1.08094989,0.08524747,0.51666884,0.00000000
-2.50025013,1.89943944,0.01163451,0.09720267,0.53357927,1.04552483,0.09472368,0.51221563,0.00000000
-2.49424712,1.86161732,0.01010127,0.09555256,0.51904071,1.01386082,0.10514325,0.51234841,0.00000000
-2.48824412,1.83408749,0.00876095,0.09464870,0.50904372,0.98623162,0.11643129,0.51674158,0.00000000
-2.48224112,1.81658175,0.00759633,0.09444410,0.50327410,0.96280536,0.12848677,0.52502174,0.00000000
-2.47623812,1.80861975,0.00659166,0.09488052,0.50136679,0.94363070,0.14118222,0.53676328,0.00000000
-2.47023512,1.80949704,0.00573269,0.09588832,0.50290482,0.92862834,0.15436433,0.55148639,0.00000000
-2.46423212,1.81828388,0.00500670,0.09738678,0.50742079,0.91758873,0.16785569,0.56865788,0.00000000
-2.45822911,1.83383578,0.00440258,0.09928501,0.51440118,0.91017578,0.18145747,0.58769524,0.00000000
-2.45222611,1.85481533,0.00391085,0.10148338,0.52329344,0.90593686,0.19495322,0.60797404,0.00000000
-2.44622311,1.87972519,0.00352381,0.10387550,0.53351579,0.90431840,0.20811372,0.62883847,0.00000000
-2.44022011,1.90695067,0.00323562,0.10635068,0.54446940,0.90468658,0.22070256,0.64961501,0.00000000
-2.43421711,1.93481043,0.00304241,0.10879674,0.55555254,0.90635215,0.23248255,0.66962840,0.00000000
-2.42821411,1.96161300,0.00294251,0.11110307,0.56617607,0.90859819,0.24322244,0.68821960,0.00000000
-2.42221111,1.98571663,0.00293650,0.11316393,0.57577971,0.91070962,0.25270399,0.70476474,0.00000000
-2.41620810,2.00558979,0.00302743,0.11488157,0.58384822,0.91200310,0.26072874,0.71869424,0.00000000
-2.41020510,2.01986954,0.00322092,0.11616942,0.58992693,0.91185590,0.26712453,0.72951133,0.00000000
-2.40420210,2.02741504,0.00352525,0.11695477,0.59363574,0.90973257,0.27175119,0.73680891,0.00000000
-2.39819910,2.02735388,0.00395145,0.11718120,0.59468107,0.90520811,0.27450531,0.74028405,0.00000000
-2.39219610,2.01911898,0.00451325,0.11681044,0.59286508,0.89798668,0.27532373,0.73974942,0.00000000
-2.38619310,2.00247453,0.00522704,0.11582355,0.58809189,0.88791512,0.27418571,0.73514103,0.00000000
-2.38019010,1.97752987,0.00611169,0.11422154,0.58037033,0.87499071,0.27111356,0.72652203,0.00000000
-2.37418709,1.94474073,0.00718824,0.11202525,0.56981334,0.85936298,0.26617172,0.71408228,0.00000000
-2.36818409,1.90489789,0.00847956,0.10927460,0.55663380,0.84132949,0.25946437,0.69813383,0.00000000
-2.36218109,1.85910406,0.01000977,0.10602715,0.54113729,0.82132601,0.25113172,0.67910246,0.00000000
-2.35617809,1.80873979,0.01180364,0.10235615,0.52371182,0.79991156,0.24134500,0.65751568,0.00000000
-2.35017509,1.75542030,0.01388577,0.09834812,0.50481523,0.77774898,0.23030063,0.63398784,0.00000000
-2.34417209,1.70094476,0.01627972,0.09410004,0.48496068,0.75558203,0.21821360,0.60920277,0.00000000
-2.33816908,1.64724041,0.01900699,0.08971633,0.46470077,0.73420986,0.20531056,0.58389484,0.00000000
-2.33216608,1.59630329,0.02208591,0.08530565,0.44461104,0.71445999,0.19182285,0.55882903,0.00000000
-2.32616308,1.55013804,0.02553056,0.08097776,0.42527321,0.69716067,0.17797969,0.53478075,0.00000000
-2.32016008,1.51069851,0.02934955,0.07684042,0.40725893,0.68311372,0.16400195,0.51251597,0.00000000
-2.31415708,1.47983100,0.03354497,0.07299651,0.39111424,0.67306863,0.15009662,0.49277222,0.00000000
-2.30815408,1.45922174,0.03811133,0.06954134,0.37734538,0.66769873,0.13645220,0.47624090,0.00000000
-2.30215108,1.45034967,0.04303468,0.06656042,0.36640601,0.66758000,0.12323510,0.46355116,0.00000000
-2.29614807,1.45444553,0.04829194,0.06412737,0.35868618,0.67317303,0.11058719,0.45525560,0.00000000
-2.29014507,1.47245787,0.05385044,0.06230242,0.35450311,0.68480846,0.09862441,0.45181792,0.00000000
-2.28414207,1.50502639,0.05966773,0.06113110,0.35409387,0.70267615,0.08743647,0.45360251,0.00000000
-2.27813907,1.55246264,0.06569183,0.06064346,0.35760991,0.72681810,0.07708754,0.46086610,0.00000000
-2.27213607,1.61473837,0.07186167,0.06085350,0.36511347,0.75712519,0.06761776,0.47375125,0.00000000
-2.26613307,1.69148126,0.07810799,0.06175909,0.37657585,0.79333765,0.05904550,0.49228199,0.00000000
-2.26013007,1.78197795,0.08435456,0.06334213,0.39187739,0.83504907,0.05137019,0.51636126,0.00000000
-2.25412706,1.88518432,0.09051974,0.06556905,0.41080930,0.88171396,0.04457548,0.54577057,0.00000000
-2.24812406,1.99974286,0.09651828,0.06839160,0.43307719,0.93265845,0.03863269,0.58017171,0.00000000
-2.24212106,2.12400688,0.10226339,0.07174804,0.45830642,0.98709405,0.03350432,0.61911076,0.00000000
-2.23611806,2.25607162,0.10766893,0.07556444,0.48604919,1.04413423,0.02914750,0.66202462,0.00000000
-2.23011506,2.39381189,0.11265170,0.07975647,0.51579341,1.10281353,0.02551732,0.70825009,0.00000000
-2.22411206,2.53492596,0.11713373,0.08423133,0.54697340,1.16210880,0.02256990,0.75703567,0.00000000
-2.21810905,2.67698536,0.12104443,0.08889000,0.57898225,1.22096249,0.02026511,0.80755628,0.00000000
-2.21210605,2.81748975,0.12432260,0.09362974,0.61118578,1.27830724,0.01856893,0.85893050,0.00000000
-2.20610305,2.95392613,0.12691815,0.09834676,0.64293790,1.33309159,0.01745547,0.91024065,0.00000000
-2.20010005,3.08383110,0.12879353,0.10293912,0.67359713,1.38430602,0.01690848,0.96055488,0.00000000
-2.19409705,3.20485477,0.12992475,0.10730962,0.70254378,1.43100883,0.01692242,1.00895121,0.00000000
-2.18809405,3.31482443,0.13030201,0.11136878,0.72919753,1.47235111,0.01750313,1.05454257,0.00000000
-2.18209105,3.41180623,0.12992992,0.11503775,0.75303472,1.50760007,0.01866800,1.09650221,0.00000000
-2.17608804,3.49416245,0.12882721,0.11825101,0.77360475,1.53615977,0.02044569,1.13408853,0.00000000
-2.17008504,3.56060237,0.12702617,0.12095882,0.79054515,1.55758880,0.02287532,1.16666833,0.00000000
-2.16408204,3.61022435,0.12457156,0.12312925,0.80359453,1.57161378,0.02600530,1.19373743,0.00000000
-2.15807904,3.64254721,0.12151934,0.12474982,0.81260285,1.57813832,0.02989160,1.21493782,0.00000000
-2.15207604,3.65752919,0.11793497,0.12582847,0.81753861,1.57724673,0.03459558,1.23007036,0.00000000
-2.14607304,3.65557311,0.11389169,0.12639399,0.81849247,1.56920215,0.04018139,1.23910231,0.00000000
-2.14007004,3.63751706,0.10946848,0.12649574,0.81567707,1.55443903,0.04671297,1.24216932,0.00000000
-2.13406703,3.60461042,0.10474806,0.12620268,0.80942295,1.53354994,0.05425067,1.23957157,0.00000000
-2.12806403,3.55847581,0.09981487,0.12560173,0.80017066,1.50726706,0.06284760,1.23176410,0.00000000
-2.12206103,3.50105826,0.09475308,0.12479553,0.78845926,1.47643900,0.07254576,1.21934174,0.00000000
-2.11605803,3.43456329,0.08964473,0.12389957,0.77491172,1.44200373,0.08337216,1.20301931,0.00000000
-2.11005503,3.36138678,0.08456806,0.12303893,0.76021766,1.40495864,0.09533493,1.18360790,0.00000000
-2.10405203,3.28403923,0.07959604,0.12234463,0.74511424,1.36632905,0.10841973,1.16198841,0.00000000
-2.09804902,3.20506795,0.07479509,0.12194978,0.73036590,1.32713628,0.12258654,1.13908358,0.00000000
-2.09204602,3.12698053,0.07022416,0.12198571,0.71674383,1.28836690,0.13776702,1.11582995,0.00000000
-2.08604302,3.05217305,0.06593401,0.12257814,0.70500593,1.25094426,0.15386269,1.09315078,0.00000000
-2.08004002,2.98286604,0.06196680,0.12384365,0.69587814,1.21570365,0.17074398,1.07193161,0.00000000
-2.07403702,2.92105116,0.05835598,0.12588653,0.69003771,1.18337208,0.18825047,1.05299905,0.00000000
-2.06803402,2.86845043,0.05512642,0.12879608,0.68809922,1.15455352,0.20619220,1.03710400,0.00000000
-2.06203102,2.82648963,0.05229482,0.13264457,0.69060351,1.12972008,0.22435231,1.02490968,0.00000000
-2.05602801,2.79628640,0.04987028,0.13748591,0.69801011,1.10920937,0.24249092,1.01698473,0.00000000
-2.05002501,2.77865270,0.04785515,0.14335492,0.71069305,1.09322780,0.26035014,1.01380134,0.00000000
-2.04402201,2.77411071,0.04624595,0.15026747,0.72894005,1.08185951,0.27766028,1.01573795,0.00000000
-2.03801901,2.78292009,0.04503443,0.15822121,0.75295490,1.07508001,0.29414682,1.02308585,0.00000000
-2.03201601,2.80511437,0.04420868,0.16719700,0.78286256,1.07277358,0.30953807,1.03605882,0.00000000
-2.02601301,2.84054328,0.04375420,0.17716086,0.81871647,1.07475318,0.32357319,1.05480458,0.00000000
-2.02001001,2.88891784,0.04365505,0.18806637,0.86050744,1.08078156,0.33601017,1.07941696,0.00000000
-2.01400700,2.94985485,0.04389477,0.19985736,0.90817340,1.09059217,0.34663351,1.10994759,0.00000000
-2.00800400,3.02291752,0.04445728,0.21247074,0.96160925,1.10390855,0.35526121,1.14641582,0.00000000
-2.00200100,3.10764934,0.04532757,0.22583929,1.02067606,1.12046106,0.36175074,1.18881608,0.00000000
-1.99599800,3.20359887,0.04649223,0.23989426,1.08520899,1.13999985,0.36600367,1.23712179,0.00000000
-1.98999500,3.31033371,0.04793973,0.25456765,1.15502319,1.16230349,0.36796880,1.29128522,0.00000000
-1.98399200,3.42744273,0.04966058,0.26979396,1.22991724,1.18718276,0.36764363,1.35123336,0.00000000
-1.97798899,3.55452658,0.05164717,0.28551139,1.30967378,1.21447964,0.36507396,1.41685965,0.00000000
-1.97198599,3.69117720,0.05389352,0.30166229,1.39405713,1.24406156,0.36035183,1.48801222,0.00000000
-1.96598299,3.83694800,0.05639479,0.31819294,1.48280788,1.27581177,0.35361176,1.56447931,0.00000000
-1.95997999,3.99131697,0.05914665,0.33505254,1.57563471,1.30961645,0.34502553,1.64597291,0.00000000
-1.95397699,4.15364562,0.06214460,0.35219155,1.67220380,1.34534971,0.33479574,1.73211184,0.00000000
-1.94797399,4.32313698,0.06538313,0.36955942,1.77212658,1.38285778,0.32314853,1.82240564,0.00000000
-1.94197099,4.49879612,0.06885491,0.38710182,1.87494639,1.42194346,0.31032563,1.91624061,0.00000000
-1.93596798,4.67939642,0.07254999,0.40475768,1.98012528,1.46235226,0.29657637,2.01286933,0.00000000
-1.92996498,4.86345482,0.07645499,0.42245603,2.08703174,1.50376122,0.28214979,2.11140503,0.00000000
-1.92396198,5.04921858,0.08055245,0.44011310,2.19493060,1.54577146,0.26728733,2.21082148,0.00000000
-1.91795898,5.23466556,0.08482022,0.45762971,2.30297619,1.58790513,0.25221626,2.30995953,0.00000000
-1.91195598,5.41751929,0.08923106,0.47488933,2.41020965,1.62960717,0.23714430,2.40754028,0.00000000
-1.90595298,5.59527908,0.09375233,0.49175704,2.51556140,1.67025209,0.22225531,2.50218516,0.00000000
-1.89994997,5.76526485,0.09834595,0.50807940,2.61785932,1.70915545,0.20770651,2.59244248,0.00000000
-1.89394697,5.92467517,0.10296847,0.52368556,2.71584305,1.74558975,0.19362682,2.67681961,0.00000000
-1.88794397,6.07065658,0.10757138,0.53838959,2.80818453,1.77880387,0.18011675,2.75381981,0.00000000
-1.88194097,6.20038127,0.11210167,0.55199404,2.89351442,1.80804524,0.16724924,2.82198237,0.00000000
-1.87593797,6.31113008,0.11650250,0.56429477,2.97045387,1.83258362,0.15507174,2.87992431,0.00000000
-1.86993497,6.40037708,0.12071420,0.57508672,3.03765068,1.85173546,0.14360903,2.92638208,0.00000000
-1.86393197,6.46587227,0.12467534,0.58417063,3.09381848,1.86488757,0.13286661,2.96025148,0.00000000
-1.85792896,6.50571875,0.12832410,0.59136032,3.13777750,1.87151924,0.12283460,2.98062398,0.00000000
-1.85192596,6.51844099,0.13159973,0.59649025,3.16849527,1.87122162,0.11349168,2.98681797,0.00000000
-1.84592296,6.50304148,0.13444413,0.59942297,3.18512536,1.86371376,0.10480908,2.97840356,0.00000000
-1.83991996,6.45904338,0.13680361,0.60005623,3.18704234,1.84885464,0.09675430,2.95521988,0.00000000
-1.83391696,6.38651740,0.13863058,0.59832913,3.17387151,1.82665072,0.08929448,2.91738414,0.00000000
-1.82791396,6.28609208,0.13988535,0.59422728,3.14551152,1.79725894,0.08239932,2.86529206,0.00000000
-1.82191096,6.15894710,0.14053774,0.58778645,3.10214906,1.76098509,0.07604348,2.79960983,0.00000000
-1.81590795,6.00679015,0.14056871,0.57909453,3.04426447,1.71827776,0.07020835,2.72125781,0.00000000
-1.80990495,5.83181821,0.13997163,0.56829171,2.97262799,1.66971821,0.06488329,2.63138685,0.00000000
-1.80390195,5.63666514,0.13875338,0.55556871,2.88828644,1.61600672,0.06006640,2.53134815,0.00000000
-1.79789895,5.42433741,0.13693513,0.54116308,2.79254096,1.55794573,0.05576466,2.42265790,0.00000000
-1.79189595,5.19814042,0.13455267,0.52535376,2.68691635,1.49642076,0.05199374,2.30695821,0.00000000
-1.78589295,4.96159808,0.13165638,0.50845395,2.57312331,1.43237939,0.04877734,2.18597565,0.00000000
-1.77988994,4.71836831,0.12831070,0.49080266,2.45301502,1.36680925,0.04614630,2.06147896,0.00000000
-1.77388694,4.47215718,0.12459320,0.47275518,2.32853965,1.30071546,0.04413737,1.93523747,0.00000000
-1.76788394,4.22663429,0.12059308,0.45467288,2.20169056,1.23509831,0.04279180,1.80898132,0.00000000
-1.76188094,3.98535183,0.11640942,0.43691277,2.07445613,1.17093160,0.04215374,1.68436484,0.00000000
-1.75587794,3.75166948,0.11214886,0.41981708,1.94877088,1.10914225,0.04226850,1.56293400,0.00000000
-1.74987494,3.52868696,0.10792311,0.40370345,1.82646954,1.05059159,0.04318074,1.44609861,0.00000000
-1.74387194,3.31918591,0.10384610,0.38885597,1.70924552,0.99605880,0.04493246,1.33510980,0.00000000
-1.73786893,3.12558211,0.10003111,0.37551743,1.59861506,0.94622676,0.04756111,1.23104314,0.00000000
-1.73186593,2.94988901,0.09658772,0.36388310,1.49588793,0.90167070,0.05109749,1.13478735,0.00000000
-1.72586293,2.79369300,0.09361887,0.35409616,1.40214530,0.86284965,0.05556387,1.04703861,0.00000000
-1.71985993,2.65814062,0.09121807,0.34624501,1.31822525,0.83010112,0.06097200,0.96830013,0.00000000
-1.71385693,2.54393753,0.08946683,0.34036256,1.24471593,0.80363886,0.06732148,0.89888654,0.00000000
-1.70785393,2.45135880,0.08843248,0.33642732,1.18195611,0.78355377,0.07459817,0.83893271,0.00000000
-1.70185093,2.38026986,0.08816631,0.33436643,1.13004290,0.76981796,0.08277309,0.78840630,0.00000000
-1.69584792,2.33015712,0.08870230,0.33406040,1.08884581,0.76229171,0.09180170,0.74712343,0.00000000
-1.68984492,2.30016723,0.09005631,0.33534927,1.05802652,0.76073318,0.10162362,0.71476697,0.00000000
-1.68384192,2.28915349,0.09222585,0.33804016,1.03706336,0.76481058,0.11216312,0.69090656,0.00000000
-1.67783892,2.29572800,0.09519051,0.34191568,1.02527952,0.77411639,0.12333016,0.67501985,0.00000000
-1.67183592,2.31831797,0.09891276,0.34674304,1.02187399,0.78818321,0.13502222,0.66651438,0.00000000
-1.66583292,2.35522428,0.10333954,0.35228350,1.02595397,0.80650080,0.14712683,0.66474926,0.00000000
-1.65982991,2.40468067,0.10840413,0.35830171,1.03656773,0.82853365,0.15952483,0.66905630,0.00000000
-1.65382691,2.46491144,0.11402852,0.36457477,1.05273693,0.85373863,0.17209423,0.67875991,0.00000000
-1.64782391,2.53418613,0.12012612,0.37090047,1.07348707,0.88158195,0.18471456,0.69319523,0.00000000
-1.64182091,2.61086902,0.12660463,0.37710462,1.09787546,0.91155496,0.19727154,0.71172413,0.00000000
-1.63581791,2.69346208,0.13336906,0.38304704,1.12501557,0.94318812,0.20966189,0.73374856,0.00000000
-1.62981491,2.78063964,0.14032465,0.38862610,1.15409724,0.97606263,0.22179791,0.75872098,0.00000000
-1.62381191,2.87127375,0.14737972,0.39378157,1.18440206,1.00981920,0.23361177,0.78615161,0.00000000
-1.61780890,2.96444913,0.15444815,0.39849577,1.21531369,1.04416367,0.24505899,0.81561238,0.00000000
-1.61180590,3.05946728,0.16145158,0.40279284,1.24632286,1.07886914,0.25612109,0.84673747,0.00000000
-1.60580290,3.15583962,0.16832098,0.40673633,1.27702721,1.11377454,0.26680694,0.87922065,0.00000000
-1.59979990,3.25326997,0.17499783,0.41042511,1.30712619,1.14877978,0.27715285,0.91280962,0.00000000
-1.59379690,3.35162732,0.18143455,0.41398780,1.33641161,1.18383746,0.28722108,0.94729758,0.00000000
-1.58779390,3.45091005,0.18759446,0.41757593,1.36475446,1.21894187,0.29709685,0.98251280,0.00000000
-1.58179090,3.55120346,0.19345105,0.42135613,1.39208897,1.25411543,0.30688384,1.01830648,0.00000000
-1.57578789,3.65263262,0.19898681,0.42550171,1.41839486,1.28939360,0.31669832,1.05453980,0.00000000
-1.56978489,3.75531302,0.20419160,0.43018386,1.44367878,1.32480878,0.32666207,1.09107074,0.00000000
-1.56378189,3.85930151,0.20906063,0.43556306,1.46795619,1.36037421,0.33689456,1.12774161,0.00000000
-1.55777889,3.96455023,0.21359238,0.44178075,1.49123456,1.39606869,0.34750450,1.16436782,0.00000000
-1.55177589,4.07086609,0.21778635,0.44895203,1.51349900,1.43182299,0.35858145,1.20072874,0.00000000
-1.54577289,4.17787802,0.22164100,0.45715925,1.53470092,1.46750883,0.37018779,1.23656116,0.00000000
-1.53976988,4.28501427,0.22515186,0.46644726,1.55475056,1.50293104,0.38235156,1.27155586,0.00000000
-1.53376688,4.39149100,0.22831007,0.47682009,1.57351358,1.53782353,0.39506059,1.30535751,0.00000000
-1.52776388,4.49631356,0.23110135,0.48823961,1.59081194,1.57184945,0.40825841,1.33756820,0.00000000
-1.52176088,4.59829059,0.23350553,0.50062605,1.60642900,1.60460567,0.42184206,1.36775433,0.00000000
-1.51575788,4.69606089,0.23549664,0.51386038,1.62011839,1.63563154,0.43566228,1.39545682,0.00000000
-1.50975488,4.78813211,0.23704362,0.52778867,1.63161619,1.66442174,0.44952590,1.42020415,0.00000000
-1.50375188,4.87292989,0.23811154,0.54222802,1.64065569,1.69044259,0.46320070,1.44152759,0.00000000
-1.49774887,4.94885517,0.23866334,0.55697407,1.64698377,1.71315128,0.47642234,1.45897811,0.00000000
