energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-6.00000000,0.03293869,0.00000000,0.00456992,0.00008304,0.00543704,0.00065423,0.00890856
-5.99399700,0.03741899,0.00000000,0.00519622,0.00009975,0.00618517,0.00073480,0.01012915
-5.98799400,0.04227300,0.00000000,0.00587616,0.00011947,0.00699829,0.00081957,0.01145419
-5.98199100,0.04750027,0.00000000,0.00661009,0.00014266,0.00787704,0.00090780,0.01288433
-5.97598799,0.05309739,0.00000000,0.00739799,0.00016985,0.00882169,0.00099863,0.01441949
-5.96998499,0.05905828,0.00000000,0.00823950,0.00020157,0.00983213,0.00109106,0.01605896
-5.96398199,0.06537467,0.00000000,0.00913401,0.00023841,0.01090798,0.00118396,0.01780149
-5.95797899,0.07203652,0.00000000,0.01008068,0.00028101,0.01204859,0.00127614,0.01964542
-5.95197599,0.07903249,0.00000000,0.01107851,0.00032999,0.01325315,0.00136633,0.02158878
-5.94597299,0.08635028,0.00000000,0.01212639,0.00038598,0.01452069,0.00145326,0.02362932
-5.93996998,0.09397688,0.00000000,0.01322307,0.00044962,0.01585010,0.00153564,0.02576461
-5.93396698,0.10189857,0.00000000,0.01436718,0.00052147,0.01724008,0.00161226,0.02799191
-5.92796398,0.11010068,0.00000000,0.01555716,0.00060204,0.01868908,0.00168199,0.03030816
-5.92196098,0.11856709,0.00000000,0.01679115,0.00069174,0.02019514,0.00174379,0.03270973
-5.91595798,0.12727939,0.00000000,0.01806689,0.00079085,0.02175574,0.00179682,0.03519215
-5.90995498,0.13621579,0.00000000,0.01938149,0.00089947,0.02336754,0.00184038,0.03774981
-5.90395198,0.14534977,0.00000000,0.02073125,0.00101751,0.02502613,0.00187397,0.04037549
-5.89794897,0.15464852,0.00000000,0.02211142,0.00114465,0.02672571,0.00189732,0.04305994
-5.89194597,0.16407143,0.00000000,0.02351597,0.00128034,0.02845886,0.00191035,0.04579140
-5.88594297,0.17356846,0.00000000,0.02493731,0.00142372,0.03021615,0.00191317,0.04855516
-5.87993997,0.18307884,0.00000000,0.02636619,0.00157366,0.03198601,0.00190612,0.05133318
-5.87393697,0.19253003,0.00000000,0.02779145,0.00172875,0.03375451,0.00188967,0.05410381
-5.86793397,0.20183721,0.00000000,0.02920005,0.00188728,0.03550527,0.00186447,0.05684165
-5.86193097,0.21090331,0.00000000,0.03057702,0.00204729,0.03721955,0.00183126,0.05951763
-5.85592796,0.21961978,0.00000000,0.03190566,0.00220660,0.03887640,0.00179089,0.06209922
-5.84992496,0.22786819,0.00000000,0.03316774,0.00236283,0.04045296,0.00174424,0.06455097
-5.84392196,0.23552245,0.00000000,0.03434388,0.00251349,0.04192496,0.00169223,0.06683515
-5.83791896,0.24245199,0.00000000,0.03541406,0.00265603,0.04326731,0.00163576,0.06891272
-5.83191596,0.24852543,0.00000000,0.03635813,0.00278791,0.04445481,0.00157572,0.07074443
-5.82591296,0.25361486,0.00000000,0.03715654,0.00290669,0.04546297,0.00151292,0.07229208
-5.81990995,0.25760053,0.00000000,0.03779101,0.00301010,0.04626889,0.00144813,0.07351987
-5.81390695,0.26037554,0.00000000,0.03824523,0.00309616,0.04685216,0.00138203,0.07439582
-5.80790395,0.26185058,0.00000000,0.03850562,0.00316319,0.04719574,0.00131525,0.07489308
-5.80190095,0.26195822,0.00000000,0.03856195,0.00320996,0.04728674,0.00124831,0.07499124
-5.79589795,0.26065675,0.00000000,0.03840793,0.00323568,0.04711716,0.00118169,0.07467736
-5.78989495,0.25793314,0.00000000,0.03804164,0.00324008,0.04668443,0.00111582,0.07394687
-5.78389195,0.25380519,0.00000000,0.03746590,0.00322346,0.04599179,0.00105106,0.07280413
-5.77788894,0.24832246,0.00000000,0.03668835,0.00318666,0.04504848,0.00098776,0.07126269
-5.77188594,0.24156629,0.00000000,0.03572152,0.00313110,0.04386973,0.00092626,0.06934525
-5.76588294,0.23364850,0.00000000,0.03458259,0.00305872,0.04247653,0.00086687,0.06708328
-5.75987994,0.22470918,0.00000000,0.03329311,0.00297200,0.04089521,0.00080996,0.06451630
-5.75387694,0.21491345,0.00000000,0.03187848,0.00287387,0.03915684,0.00075586,0.06169095
-5.74787394,0.20444743,0.00000000,0.03036738,0.00276768,0.03729648,0.00070498,0.05865979
-5.74187094,0.19351362,0.00000000,0.02879109,0.00265711,0.03535236,0.00065774,0.05547991
-5.73586793,0.18232585,0.00000000,0.02718271,0.00254611,0.03336492,0.00061459,0.05221150
-5.72986493,0.17110400,0.00000000,0.02557638,0.00243882,0.03137581,0.00057602,0.04891625
-5.72386193,0.16006878,0.00000000,0.02400652,0.00233948,0.02942700,0.00054254,0.04565591
-5.71785893,0.14943658,0.00000000,0.02250700,0.00225235,0.02755971,0.00051469,0.04249077
-5.71185593,0.13941477,0.00000000,0.02111045,0.00218163,0.02581364,0.00049302,0.03947833
-5.70585293,0.13019726,0.00000000,0.01984758,0.00213138,0.02422602,0.00047807,0.03667210
-5.69984992,0.12196073,0.00000000,0.01874655,0.00210541,0.02283098,0.00047036,0.03412052
-5.69384692,0.11486129,0.00000000,0.01783243,0.00210725,0.02165883,0.00047040,0.03186611
-5.68784392,0.10903172,0.00000000,0.01712673,0.00214003,0.02073551,0.00047862,0.02994477
-5.68184092,0.10457929,0.00000000,0.01664703,0.00220639,0.02008217,0.00049541,0.02838521
-5.67583792,0.10158395,0.00000000,0.01640659,0.00230845,0.01971472,0.00052105,0.02720861
-5.66983492,0.10009712,0.00000000,0.01641415,0.00244770,0.01964359,0.00055573,0.02642838
-5.66383192,0.10014081,0.00000000,0.01667363,0.00262495,0.01987344,0.00059950,0.02605004
-5.65782891,0.10170715,0.00000000,0.01718407,0.00284025,0.02040306,0.00065225,0.02607121
-5.65182591,0.10475833,0.00000000,0.01793946,0.00309282,0.02122524,0.00071374,0.02648174
-5.64582291,0.10922685,0.00000000,0.01892875,0.00338106,0.02232679,0.00078352,0.02726391
-5.63981991,0.11501629,0.00000000,0.02013589,0.00370245,0.02368859,0.00086097,0.02839271
-5.63381691,0.12200242,0.00000000,0.02153998,0.00405360,0.02528583,0.00094525,0.02983624
-5.62781391,0.13003494,0.00000000,0.02311547,0.00443023,0.02708823,0.00103536,0.03155627
-5.62181091,0.13893963,0.00000000,0.02483253,0.00482719,0.02906050,0.00113007,0.03350879
-5.61580790,0.14852124,0.00000000,0.02665749,0.00523860,0.03116289,0.00122801,0.03564484
-5.60980490,0.15856693,0.00000000,0.02855343,0.00565785,0.03335187,0.00132763,0.03791137
-5.60380190,0.16885034,0.00000000,0.03048088,0.00607783,0.03558095,0.00142725,0.04025226
-5.59779890,0.17913631,0.00000000,0.03239867,0.00649100,0.03780169,0.00152511,0.04260950
-5.59179590,0.18918604,0.00000000,0.03426481,0.00688962,0.03996475,0.00161940,0.04492440
-5.58579290,0.19876274,0.00000000,0.03603754,0.00726596,0.04202108,0.00170829,0.04713900
-5.57978989,0.20763751,0.00000000,0.03767638,0.00761251,0.04392317,0.00179001,0.04919742
-5.57378689,0.21559526,0.00000000,0.03914322,0.00792221,0.04562629,0.00186287,0.05104728
-5.56778389,0.22244057,0.00000000,0.04040335,0.00818868,0.04708973,0.00192537,0.05264111
-5.56178089,0.22800313,0.00000000,0.04142650,0.00840648,0.04827798,0.00197615,0.05393757
-5.55577789,0.23214265,0.00000000,0.04218771,0.00857127,0.04916172,0.00201415,0.05490265
-5.54977489,0.23475293,0.00000000,0.04266806,0.00868005,0.04971874,0.00203856,0.05551062
-5.54377189,0.23576502,0.00000000,0.04285528,0.00873128,0.04993456,0.00204890,0.05574475
-5.53776888,0.23514924,0.00000000,0.04274413,0.00872503,0.04980290,0.00204503,0.05559782
-5.53176588,0.23291605,0.00000000,0.04233650,0.00866308,0.04932578,0.00202716,0.05507229
-5.52576288,0.22911568,0.00000000,0.04164136,0.00854896,0.04851351,0.00199585,0.05418025
-5.51975988,0.22383653,0.00000000,0.04067451,0.00838798,0.04738430,0.00195199,0.05294304
-5.51375688,0.21720260,0.00000000,0.03945801,0.00818724,0.04596364,0.00189682,0.05139067
-5.50775388,0.20936981,0.00000000,0.03801957,0.00795556,0.04428360,0.00183188,0.04956099
-5.50175088,0.20052167,0.00000000,0.03639169,0.00770348,0.04238178,0.00175896,0.04749867
-5.49574787,0.19086435,0.00000000,0.03461079,0.00744315,0.04030026,0.00168012,0.04525409
-5.48974487,0.18062143,0.00000000,0.03271616,0.00718828,0.03808448,0.00159759,0.04288213
-5.48374187,0.17002857,0.00000000,0.03074903,0.00695406,0.03578203,0.00151376,0.04044098
-5.47773887,0.15932833,0.00000000,0.02875158,0.00675708,0.03344152,0.00143115,0.03799089
-5.47173587,0.14876523,0.00000000,0.02676599,0.00661525,0.03111152,0.00135235,0.03559313
-5.46573287,0.13858136,0.00000001,0.02483366,0.00654770,0.02883960,0.00128001,0.03330890
-5.45972986,0.12901248,0.00000001,0.02299449,0.00657473,0.02667143,0.00121679,0.03119845
-5.45372686,0.12028473,0.00000001,0.02128624,0.00671764,0.02465019,0.00116533,0.02932033
-5.44772386,0.11261189,0.00000001,0.01974410,0.00699859,0.02281590,0.00112824,0.02773069
-5.44172086,0.10619324,0.00000001,0.01840029,0.00744041,0.02120510,0.00110807,0.02648273
-5.43571786,0.10121176,0.00000002,0.01728383,0.00806635,0.01985048,0.00110727,0.02562618
-5.42971486,0.09783261,0.00000002,0.01642027,0.00889971,0.01878069,0.00112819,0.02520688
-5.42371186,0.09620180,0.00000003,0.01583163,0.00996342,0.01802020,0.00117301,0.02526627
-5.41770885,0.09644481,0.00000004,0.01553621,0.01127949,0.01758918,0.00124374,0.02584087
-5.41170585,0.09866509,0.00000005,0.01554849,0.01286841,0.01750341,0.00134216,0.02696170
-5.40570285,0.10294228,0.00000006,0.01587900,0.01474840,0.01777413,0.00146975,0.02865364
-5.39969985,0.10933016,0.00000007,0.01653412,0.01693455,0.01840790,0.00162768,0.03093457
-5.39369685,0.11785432,0.00000010,0.01751585,0.01943797,0.01940639,0.00181670,0.03381457
-5.38769385,0.12850949,0.00000013,0.01882158,0.02226485,0.02076613,0.00203711,0.03729491
-5.38169085,0.14125688,0.00000017,0.02044383,0.02541547,0.02247828,0.00228866,0.04136710
-5.37568784,0.15602142,0.00000023,0.02236990,0.02888336,0.02452829,0.00257051,0.04601195
-5.36968484,0.17268935,0.00000031,0.02458167,0.03265448,0.02689571,0.00288115,0.05119869
-5.36368184,0.19110631,0.00000042,0.02705538,0.03670658,0.02955394,0.00321840,0.05688430
-5.35767884,0.21107621,0.00000058,0.02976154,0.04100874,0.03247020,0.00357931,0.06301309
-5.35167584,0.23236122,0.00000080,0.03266496,0.04552121,0.03560554,0.00396020,0.06951661
-5.34567284,0.25468299,0.00000111,0.03572498,0.05019552,0.03891511,0.00435668,0.07631399
-5.33966983,0.27772549,0.00000155,0.03889587,0.05497498,0.04234862,0.00476367,0.08331276
-5.33366683,0.30113942,0.00000216,0.04212747,0.05979550,0.04585101,0.00517549,0.09041015
-5.32766383,0.32454848,0.00000301,0.04536609,0.06458680,0.04936345,0.00558597,0.09749495
-5.32166083,0.34755717,0.00000418,0.04855558,0.06927400,0.05282451,0.00598857,0.10444990
-5.31565783,0.36976027,0.00000578,0.05163868,0.07377948,0.05617161,0.00637659,0.11115449
-5.30965483,0.39075358,0.00000796,0.05455852,0.07802507,0.05934265,0.00674333,0.11748825
-5.30365183,0.41014569,0.00001091,0.05726028,0.08193443,0.06227784,0.00708230,0.12333427
-5.29764882,0.42757033,0.00001487,0.05969290,0.08543549,0.06492152,0.00738746,0.12858291
-5.29164582,0.44269877,0.00002014,0.06181085,0.08846298,0.06722411,0.00765342,0.13313559
-5.28564282,0.45525200,0.00002711,0.06357584,0.09096084,0.06914394,0.00787570,0.13690841
-5.27963982,0.46501180,0.00003626,0.06495839,0.09288443,0.07064900,0.00805088,0.13983550
-5.27363682,0.47183065,0.00004818,0.06593923,0.09420248,0.07171843,0.00817683,0.14187200
-5.26763382,0.47563962,0.00006358,0.06651046,0.09489864,0.07234379,0.00825284,0.14299642
-5.26163082,0.47645418,0.00008333,0.06667638,0.09497260,0.07252998,0.00827970,0.14321240
-5.25562781,0.47437750,0.00010845,0.06645400,0.09444071,0.07229576,0.00825983,0.14254967
-5.24962481,0.46960104,0.00014017,0.06587313,0.09333604,0.07167390,0.00819726,0.14106423
-5.24362181,0.46240248,0.00017989,0.06497617,0.09170791,0.07071093,0.00809757,0.13883774
-5.23761881,0.45314092,0.00022923,0.06381742,0.08962094,0.06946636,0.00796791,0.13597604
-5.23161581,0.44224951,0.00029003,0.06246209,0.08715356,0.06801166,0.00781674,0.13260697
-5.22561281,0.43022583,0.00036435,0.06098491,0.08439608,0.06642874,0.00765379,0.12887749
-5.21960980,0.41762013,0.00045445,0.05946853,0.08144841,0.06480815,0.00748976,0.12495013
-5.21360680,0.40502192,0.00056278,0.05800151,0.07841753,0.06324693,0.00733610,0.12099906
-5.20760380,0.39304530,0.00069194,0.05667623,0.07541465,0.06184635,0.00720474,0.11720571
-5.20160080,0.38231324,0.00084466,0.05558656,0.07255235,0.06070932,0.00710777,0.11375408
-5.19559780,0.37344140,0.00102371,0.05482542,0.06994159,0.05993771,0.00705715,0.11082604
-5.18959480,0.36702166,0.00123181,0.05448231,0.06768882,0.05962969,0.00706436,0.10859644
-5.18359180,0.36360590,0.00147158,0.05464078,0.06589316,0.05987689,0.00714007,0.10722837
-5.17758879,0.36369023,0.00174542,0.05537593,0.06464368,0.06076171,0.00729382,0.10686858
-5.17158579,0.36769998,0.00205537,0.05675205,0.06401703,0.06235465,0.00753367,0.10764310
-5.16558279,0.37597593,0.00240299,0.05882035,0.06407517,0.06471186,0.00786593,0.10965329
-5.15957979,0.38876187,0.00278924,0.06161687,0.06486355,0.06787279,0.00829488,0.11297222
-5.15357679,0.40619403,0.00321435,0.06516073,0.06640952,0.07185825,0.00882251,0.11764167
-5.14757379,0.42829250,0.00367768,0.06945254,0.06872117,0.07666867,0.00944830,0.12366967
-5.14157079,0.45495524,0.00417761,0.07447337,0.07178662,0.08228290,0.01016914,0.13102881
-5.13556778,0.48595476,0.00471146,0.08018405,0.07557369,0.08865745,0.01097918,0.13965530
-5.12956478,0.52093795,0.00527543,0.08652503,0.08003012,0.09572633,0.01186984,0.14944896
-5.12356178,0.55942941,0.00586458,0.09341680,0.08508428,0.10340144,0.01282990,0.16027414
-5.11755878,0.60083824,0.00647283,0.10076093,0.09064647,0.11157376,0.01384560,0.17196176
-5.11155578,0.64446878,0.00709303,0.10844175,0.09661065,0.12011518,0.01490092,0.18431229
-5.10555278,0.68953497,0.00771707,0.11632871,0.10285686,0.12888106,0.01597788,0.19709992
-5.09954977,0.73517845,0.00833604,0.12427931,0.10925404,0.13771350,0.01705699,0.21007771
-5.09354677,0.78048994,0.00894044,0.13214273,0.11566341,0.14644531,0.01811769,0.22298367
-5.08754377,0.82453351,0.00952042,0.13976382,0.12194217,0.15490442,0.01913893,0.23554772
-5.08154077,0.86637304,0.01006605,0.14698760,0.12794755,0.16291887,0.02009978,0.24749918
-5.07553777,0.90510008,0.01056765,0.15366398,0.13354104,0.17032196,0.02098003,0.25857473
-5.06953477,0.93986215,0.01101609,0.15965255,0.13859269,0.17695758,0.02176087,0.26852650
-5.06353177,0.96989049,0.01140312,0.16482731,0.14298524,0.18268545,0.02242549,0.27712997
-5.05752876,0.99452610,0.01172165,0.16908115,0.14661807,0.18738600,0.02295965,0.28419137
-5.05152576,1.01324305,0.01196606,0.17232981,0.14941073,0.19096477,0.02335220,0.28955438
-5.04552276,1.02566809,0.01213242,0.17451528,0.15130586,0.19335617,0.02359552,0.29310568
-5.03951976,1.03159563,0.01221869,0.17560839,0.15227146,0.19452628,0.02368580,0.29477926
-5.03351676,1.03099734,0.01222483,0.17561047,0.15230240,0.19447473,0.02362325,0.29455920
-5.02751376,1.02402608,0.01215285,0.17455406,0.15142099,0.19323545,0.02341215,0.29248077
-5.02151076,1.01101369,0.01200683,0.17250256,0.14967670,0.19087625,0.02306079,0.28862986
-5.01550775,0.99246284,0.01179283,0.16954884,0.14714497,0.18749734,0.02258123,0.28314069
-5.00950475,0.96903311,0.01151870,0.16581287,0.14392514,0.18322869,0.02198895,0.27619193
-5.00350175,0.94152188,0.01119391,0.16143843,0.14013759,0.17822642,0.02130246,0.26800128
-4.99749875,0.91084075,0.01082928,0.15658902,0.13592014,0.17266832,0.02054267,0.25881894
-4.99149575,0.87798833,0.01043663,0.15144309,0.13142397,0.16674868,0.01973235,0.24891992
-4.98549275,0.84402044,0.01002846,0.14618889,0.12680905,0.16067261,0.01889539,0.23859574
-4.97948974,0.81001890,0.00961761,0.14101889,0.12223930,0.15465006,0.01805617,0.22814580
-4.97348674,0.77705977,0.00921683,0.13612418,0.11787769,0.14888970,0.01723884,0.21786851
-4.96748374,0.74618230,0.00883850,0.13168890,0.11388136,0.14359296,0.01646663,0.20805282
-4.96148074,0.71835951,0.00849421,0.12788490,0.11039698,0.13894829,0.01576127,0.19897013
-4.95547774,0.69447127,0.00819448,0.12486684,0.10755640,0.13512593,0.01514240,0.19086702
-4.94947474,0.67528059,0.00794850,0.12276775,0.10547286,0.13227322,0.01462708,0.18395890
-4.94347174,0.66141384,0.00776386,0.12169534,0.10423767,0.13051070,0.01422942,0.17842475
-4.93746873,0.65334528,0.00764640,0.12172895,0.10391766,0.12992897,0.01396025,0.17440318
-4.93146573,0.65138619,0.00760009,0.12291741,0.10455326,0.13058645,0.01382694,0.17198965
-4.92546273,0.65567888,0.00762692,0.12527772,0.10615744,0.13250810,0.01383331,0.17123509
-4.91945973,0.66619551,0.00772693,0.12879463,0.10871537,0.13568505,0.01397958,0.17214588
-4.91345673,0.68274174,0.00789825,0.13342113,0.11218496,0.14007515,0.01426255,0.17468494
-4.90745373,0.70496490,0.00813714,0.13907985,0.11649815,0.14560452,0.01467570,0.17877419
-4.90145073,0.73236646,0.00843822,0.14566522,0.12156297,0.15216983,0.01520951,0.18429791
-4.89544772,0.76431831,0.00879459,0.15304652,0.12726631,0.15964148,0.01585178,0.19110724
-4.88944472,0.80008247,0.00919810,0.16107152,0.13347731,0.16786736,0.01658802,0.19902530
-4.88344172,0.83883342,0.00963955,0.16957079,0.14005131,0.17667728,0.01740191,0.20785309
-4.87743872,0.87968257,0.01010905,0.17836243,0.14683421,0.18588779,0.01827574,0.21737576
-4.87143572,0.92170398,0.01059623,0.18725713,0.15366710,0.19530725,0.01919095,0.22736918
-4.86543272,0.96396072,0.01109059,0.19606336,0.16039106,0.20474114,0.02012859,0.23760655
-4.85942971,1.00553075,0.01158180,0.20459263,0.16685196,0.21399723,0.02106984,0.24786490
-4.85342671,1.04553188,0.01205994,0.21266449,0.17290501,0.22289061,0.02199647,0.25793120
-4.84742371,1.08314471,0.01251581,0.22011122,0.17841907,0.23124835,0.02289128,0.26760800
-4.84142071,1.11763309,0.01294113,0.22678207,0.18328041,0.23891369,0.02373849,0.27671837
-4.83541771,1.14836133,0.01332878,0.23254679,0.18739588,0.24574956,0.02452409,0.28511002
-4.82941471,1.17480776,0.01367292,0.23729858,0.19069531,0.25164142,0.02523611,0.29265845
-4.82341171,1.19657434,0.01396916,0.24095606,0.19313313,0.25649935,0.02586487,0.29926913
-4.81740870,1.21339214,0.01421457,0.24346458,0.19468914,0.26025928,0.02640313,0.30487864
-4.81140570,1.22512270,0.01440780,0.24479662,0.19536828,0.26288350,0.02684620,0.30945473
-4.80540270,1.23175553,0.01454899,0.24495139,0.19519972,0.26436031,0.02719197,0.31299545
-4.79939970,1.23340198,0.01463977,0.24395377,0.19423499,0.26470311,0.02744097,0.31552736
-4.79339670,1.23028602,0.01468317,0.24185254,0.19254552,0.26394884,0.02759626,0.31710287
-4.78739370,1.22273254,0.01468349,0.23871824,0.19021950,0.26215590,0.02766342,0.31779707
-4.78139070,1.21115360,0.01464618,0.23464048,0.18735834,0.25940182,0.02765037,0.31770386
-4.77538769,1.19603344,0.01457767,0.22972512,0.18407287,0.25578058,0.02756732,0.31693192
-4.76938469,1.17791272,0.01448518,0.22409128,0.18047929,0.25139982,0.02742654,0.31560033
-4.76338169,1.15737262,0.01437657,0.21786828,0.17669525,0.24637806,0.02724224,0.31383419
-4.75737869,1.13501919,0.01426013,0.21119271,0.17283602,0.24084188,0.02703032,0.31176039
-4.75137569,1.11146838,0.01414435,0.20420553,0.16901099,0.23492325,0.02680818,0.30950351
-4.74537269,1.08733207,0.01403773,0.19704942,0.16532056,0.22875690,0.02659444,0.30718204
-4.73936968,1.06320513,0.01394861,0.18986624,0.16185350,0.22247788,0.02640864,0.30490505
-4.73336668,1.03965376,0.01388488,0.18279468,0.15868489,0.21621927,0.02627090,0.30276926
-4.72736368,1.01720511,0.01385386,0.17596812,0.15587463,0.21010994,0.02620155,0.30085667
-4.72136068,0.99633814,0.01386202,0.16951255,0.15346655,0.20427245,0.02622069,0.29923269
-4.71535768,0.97747567,0.01391482,0.16354468,0.15148811,0.19882104,0.02634773,0.29794483
