energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,S_s_up,S_p_up
-4.70935468,0.96097775,0.01401652,0.15817010,0.14995067,0.19385974,0.02660085,0.29702204
-4.70335168,0.94713603,0.01417002,0.15348157,0.14885021,0.18948049,0.02699651,0.29647454
-4.69734867,0.93616951,0.01437667,0.14955737,0.14816860,0.18576144,0.02754883,0.29629424
-4.69134567,0.92822142,0.01463619,0.14645979,0.14787517,0.18276533,0.02826908,0.29645574
-4.68534267,0.92335737,0.01494660,0.14423379,0.14792859,0.18053816,0.02916515,0.29691783
-4.67933967,0.92156504,0.01530412,0.14290578,0.14827900,0.17910796,0.03024105,0.29762548
-4.67333667,0.92275521,0.01570326,0.14248278,0.14887029,0.17848399,0.03149647,0.29851226
-4.66733367,0.92676447,0.01613684,0.14295180,0.14964239,0.17865624,0.03292650,0.29950318
-4.66133067,0.93335960,0.01659613,0.14427965,0.15053361,0.17959540,0.03452137,0.30051780
-4.65532766,0.94224370,0.01707103,0.14641317,0.15148288,0.18125326,0.03626642,0.30147361
-4.64932466,0.95306400,0.01755031,0.14927998,0.15243186,0.18356369,0.03814209,0.30228960
-4.64332166,0.96542138,0.01802190,0.15278969,0.15332695,0.18644411,0.04012421,0.30288983
-4.63731866,0.97888148,0.01847325,0.15683568,0.15412099,0.18979750,0.04218431,0.30320706
-4.63131566,0.99298714,0.01889165,0.16129736,0.15477482,0.19351493,0.04429020,0.30318629
-4.62531266,1.00727201,0.01926467,0.16604291,0.15525862,0.19747853,0.04640662,0.30278803
-4.61930965,1.02127494,0.01958049,0.17093240,0.15555297,0.20156486,0.04849604,0.30199142
-4.61330665,1.03455489,0.01982836,0.17582131,0.15564973,0.20564856,0.05051954,0.30079699
-4.60730365,1.04670582,0.01999891,0.18056417,0.15555270,0.20960619,0.05243787,0.29922895
-4.60130065,1.05737127,0.02008445,0.18501840,0.15527809,0.21332014,0.05421237,0.29733710
-4.59529765,1.06625794,0.02007930,0.18904811,0.15485477,0.21668248,0.05580610,0.29519818
-4.58929465,1.07314812,0.01997996,0.19252780,0.15432437,0.21959859,0.05718481,0.29291658
-4.58329165,1.07791015,0.01978522,0.19534573,0.15374119,0.22199050,0.05831791,0.29062451
-4.57728864,1.08050671,0.01949627,0.19740702,0.15317184,0.22379974,0.05917934,0.28848128
-4.57128564,1.08100044,0.01911663,0.19863618,0.15269472,0.22498962,0.05974831,0.28667197
-4.56528264,1.07955647,0.01865212,0.19897918,0.15239918,0.22554687,0.06000988,0.28540509
-4.55927964,1.07644168,0.01811063,0.19840483,0.15238444,0.22548253,0.05995539,0.28490950
-4.55327664,1.07202040,0.01750194,0.19690546,0.15275802,0.22483198,0.05958271,0.28543021
-4.54727364,1.06674646,0.01683744,0.19449699,0.15363400,0.22365416,0.05889621,0.28722339
-4.54127064,1.06115168,0.01612984,0.19121827,0.15513062,0.22203001,0.05790670,0.29055025
-4.53526763,1.05583083,0.01539280,0.18712972,0.15736768,0.22006002,0.05663097,0.29567021
-4.52926463,1.05142355,0.01464061,0.18231137,0.16046336,0.21786107,0.05509135,0.30283307
-4.52326163,1.04859344,0.01388785,0.17686046,0.16453075,0.21556258,0.05331497,0.31227070
-4.51725863,1.04800525,0.01314906,0.17088838,0.16967410,0.21330220,0.05133295,0.32418818
-4.51125563,1.05030058,0.01243842,0.16451748,0.17598476,0.21122104,0.04917949,0.33875482
-4.50525263,1.05607324,0.01176950,0.15787748,0.18353721,0.20945872,0.04689089,0.35609536
-4.49924962,1.06584511,0.01115498,0.15110185,0.19238507,0.20814839,0.04450449,0.37628173
-4.49324662,1.08004346,0.01060650,0.14432415,0.20255750,0.20741189,0.04205773,0.39932571
-4.48724362,1.09898094,0.01013445,0.13767455,0.21405599,0.20735531,0.03958712,0.42517301
-4.48124062,1.12283906,0.00974792,0.13127652,0.22685198,0.20806508,0.03712738,0.45369912
-4.47523762,1.15165615,0.00945455,0.12524390,0.24088525,0.20960473,0.03471063,0.48470735
-4.46923462,1.18532053,0.00926053,0.11967836,0.25606342,0.21201260,0.03236577,0.51792927
-4.46323162,1.22356932,0.00917055,0.11466742,0.27226267,0.21530043,0.03011792,0.55302788
-4.45722861,1.26599345,0.00918785,0.11028285,0.28932965,0.21945305,0.02798811,0.58960356
-4.45122561,1.31204855,0.00931419,0.10657982,0.30708473,0.22442906,0.02599306,0.62720279
-4.44522261,1.36107179,0.00954995,0.10359644,0.32532650,0.23016262,0.02414511,0.66532941
-4.43921961,1.41230383,0.00989409,0.10135399,0.34383737,0.23656615,0.02245241,0.70345818
-4.43321661,1.46491523,0.01034428,0.09985751,0.36239018,0.24353387,0.02091908,0.74105019
-4.42721361,1.51803615,0.01089688,0.09909703,0.38075545,0.25094603,0.01954560,0.77756947
-4.42121061,1.57078812,0.01154702,0.09904900,0.39870913,0.25867366,0.01832921,0.81250022
-4.41520760,1.62231643,0.01228860,0.09967818,0.41604047,0.26658357,0.01726443,0.84536384
-4.40920460,1.67182171,0.01311435,0.10093971,0.43255955,0.27454339,0.01634360,0.87573508
-4.40320160,1.71858929,0.01401583,0.10278133,0.44810432,0.28242650,0.01555737,0.90325658
-4.39719860,1.76201501,0.01498351,0.10514565,0.46254673,0.29011653,0.01489524,0.92765100
-4.39119560,1.80162621,0.01600672,0.10797241,0.47579759,0.29751128,0.01434608,0.94873038
-4.38519260,1.83709719,0.01707378,0.11120060,0.48781003,0.30452597,0.01389847,0.96640201
-4.37918959,1.86825825,0.01817198,0.11477051,0.49858131,0.31109556,0.01354118,0.98067079
-4.37318659,1.89509818,0.01928771,0.11862538,0.50815291,0.31717620,0.01326335,0.99163777
-4.36718359,1.91776004,0.02040656,0.12271291,0.51660888,0.32274567,0.01305482,0.99949508
-4.36118059,1.93653065,0.02151340,0.12698636,0.52407242,0.32780289,0.01290617,1.00451731
-4.35517759,1.95182422,0.02259264,0.13140535,0.53070096,0.33236656,0.01280889,1.00704994
-4.34917459,1.96416117,0.02362834,0.13593625,0.53667979,0.33647297,0.01275533,1.00749522
-4.34317159,1.97414288,0.02460450,0.14055225,0.54221459,0.34017312,0.01273871,1.00629609
-4.33716858,1.98242380,0.02550535,0.14523307,0.54752311,0.34352931,0.01275303,1.00391892
-4.33116558,1.98968190,0.02631559,0.14996431,0.55282631,0.34661142,0.01279297,1.00083578
-4.32516258,1.99658884,0.02702080,0.15473654,0.55833935,0.34949288,0.01285380,0.99750680
-4.31915958,2.00378086,0.02760771,0.15954411,0.56426264,0.35224668,0.01293122,0.99436348
-4.31315658,2.01183168,0.02806455,0.16438379,0.57077347,0.35494139,0.01302128,0.99179335
-4.30715358,2.02122806,0.02838141,0.16925318,0.57801823,0.35763759,0.01312027,0.99012660
