energy_ev,total_up,As_p_up,As_d_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-6.00000000,7.54655339,1.63610532,0.00000000,4.72889235,3.68734816,0.04008483,2.01609800
-5.99399700,7.59157499,1.61701743,0.00000000,4.56765867,3.78387222,0.03974200,2.04518481
-5.98799400,7.66138649,1.60325895,0.00000000,4.41720819,3.89346619,0.03953712,2.08080641
-5.98199100,7.75473838,1.59477579,0.00000000,4.27789447,4.01510311,0.03947123,2.12245500
-5.97598799,7.86956351,1.59132806,0.00000000,4.14968846,4.14732556,0.03954068,2.16941644
-5.96998499,8.00302628,1.59249749,0.00000000,4.03220594,4.28827024,0.03973729,2.22078666
-5.96398199,8.15159587,1.59770063,0.00000000,3.92474411,4.43570567,0.04004865,2.27549379
-5.95797899,8.31114165,1.60620745,0.00000000,3.82632605,4.58708239,0.04045865,2.33232537
-5.95197599,8.47704806,1.61716484,0.00000000,3.73575095,4.73959457,0.04094810,2.38996011
-5.94597299,8.64434604,1.62962416,0.00000000,3.65164863,4.89025140,0.04149549,2.44700317
-5.93996998,8.80785695,1.64257218,0.00000000,3.57253629,5.03595642,0.04207791,2.50202413
-5.93396698,8.96234506,1.65496437,0.00000000,3.49687609,5.17359235,0.04267191,2.55359659
-5.92796398,9.10267364,1.66575929,0.00000000,3.42313151,5.30010905,0.04325460,2.60033817
-5.92196098,9.22396005,1.67395318,0.00000000,3.34982123,5.41261154,0.04380454,2.64094990
-5.91595798,9.32172474,1.67861341,0.00000000,3.27556899,5.50844552,0.04430278,2.67425372
-5.90995498,9.39202938,1.67890957,0.00000000,3.19914802,5.58527730,0.04473373,2.69922692
-5.90395198,9.43159960,1.67414134,0.00000000,3.11951909,5.64116551,0.04508596,2.71503262
-5.89794897,9.43792830,1.66376195,0.00000000,3.03586112,5.67462221,0.04535290,2.72104511
-5.89194597,9.40935618,1.64739649,0.00000000,2.94759369,5.68466129,0.04553335,2.71686951
-5.88594297,9.34512698,1.62485452,0.00000000,2.85439098,5.67083255,0.04563183,2.70235495
-5.87993997,9.24541571,1.59613652,0.00000000,2.75618695,5.63324053,0.04565870,2.67760101
-5.87393697,9.11132936,1.56143397,0.00000000,2.65317191,5.57254752,0.04563010,2.64295728
-5.86793397,8.94488038,1.52112331,0.00000000,2.54578067,5.48996091,0.04556770,2.59901608
-5.86193097,8.74893425,1.47575404,0.00000000,2.43467317,5.38720568,0.04549816,2.54659869
-5.85592796,8.52713336,1.42603139,0.00000000,2.32070825,5.26648302,0.04545244,2.48673562
-5.84992496,8.28380011,1.37279450,0.00000000,2.20491176,5.13041684,0.04546490,2.42064158
-5.84392196,8.02382273,1.31699081,0.00000000,2.08844032,4.98199011,0.04557221,2.34968601
-5.83791896,7.75252770,1.25964777,0.00000000,1.97254193,4.82447309,0.04581215,2.27536016
-5.83191596,7.47554300,1.20184272,0.00000000,1.85851516,4.66134579,0.04622226,2.19924149
-5.82591296,7.19865622,1.14467218,0.00000000,1.74766799,4.49621692,0.04683840,2.12295669
-5.81990995,6.92767172,1.08922133,0.00000000,1.64127802,4.33274155,0.04769337,2.04814401
-5.81390695,6.66827054,1.03653485,0.00000000,1.54055508,4.17453943,0.04881537,1.97641605
-5.80790395,6.42587680,0.98758962,0.00000000,1.44660755,4.02511602,0.05022676,1.90932366
-5.80190095,6.20553341,0.94327036,0.00000000,1.36041320,3.88778777,0.05194268,1.84832201
-5.79589795,6.01179009,0.90434845,0.00000000,1.28279544,3.76561308,0.05397003,1.79473919
-5.78989495,5.84860581,0.87146462,0.00000000,1.21440548,3.66133031,0.05630658,1.74974829
-5.78389195,5.71926767,0.84511576,0.00000000,1.15571081,3.57730383,0.05894034,1.71434325
-5.77788894,5.62632772,0.82564599,0.00000000,1.10699010,3.51547907,0.06184924,1.68931908
-5.77188594,5.57155890,0.81324226,0.00000000,1.06833454,3.47734741,0.06500115,1.67525683
-5.76588294,5.55593098,0.80793430,0.00000000,1.03965550,3.46392156,0.06835424,1.67251355
-5.75987994,5.57960700,0.80959895,0.00000000,1.02069791,3.47572205,0.07185772,1.68121767
-5.75387694,5.64196048,0.81796872,0.00000000,1.01105915,3.51277535,0.07545290,1.70126981
-5.74787394,5.74161306,0.83264421,0.00000000,1.01021251,3.57462381,0.07907464,1.73234917
-5.74187094,5.87649205,0.85311010,0.00000000,1.01753467,3.66034770,0.08265308,1.77392558
-5.73586793,6.04390675,0.87875436,0.00000000,1.03233604,3.76859905,0.08611560,1.82527686
-5.72986493,6.24064176,0.90888995,0.00000000,1.05389324,3.89764691,0.08938907,1.88551134
-5.72386193,6.46306509,0.94277859,0.00000000,1.08148228,4.04543319,0.09240208,1.95359507
-5.71785893,6.70724815,0.97965573,0.00000000,1.11441151,4.20963774,0.09508738,2.02838294
-5.71185593,6.96909400,1.01875598,0.00000000,1.15205292,4.38775104,0.09738413,2.10865302
-5.70585293,7.24446980,1.05933818,0.00000000,1.19387062,4.57715226,0.09924009,2.19314303
-5.69984992,7.52933878,1.10070902,0.00000000,1.23944514,4.77519014,0.10061354,2.28058779
-5.69384692,7.81988690,1.14224448,0.00000000,1.28849246,4.97926371,0.10147491,2.36975635
-5.68784392,8.11263891,1.18340808,0.00000000,1.34087667,5.18689976,0.10180804,2.45948738
