energy_ev,total_up,Au_p_up,Au_d_up,B_p_up,B_d_up,Se_s_up,Se_p_up
-5.84992496,3.92584812,0.70609413,2.93641093,0.51706067,0.00000000,0.04131060,0.49554741
-5.84392196,3.96464119,0.71509259,2.96998742,0.52713298,0.00000000,0.04111469,0.49329185
-5.83791896,3.99774415,0.72263475,2.99901397,0.53601852,0.00000000,0.04083331,0.49095855
-5.83191596,4.02526100,0.72869489,3.02351706,0.54365688,0.00000000,0.04047439,0.48866388
-5.82591296,4.04738641,0.73327407,3.04359933,0.55000626,0.00000000,0.04004700,0.48651670
-5.81990995,4.06438652,0.73639721,3.05942605,0.55504268,0.00000000,0.03956093,0.48461430
-5.81390695,4.07657969,0.73810993,3.07121108,0.55875904,0.00000000,0.03902638,0.48303908
-5.80790395,4.08431770,0.73847521,3.07920288,0.56116383,0.00000000,0.03845364,0.48185610
-5.80190095,4.08796829,0.73756990,3.08367099,0.56227975,0.00000000,0.03785275,0.48111149
-5.79589795,4.08789927,0.73548125,3.08489360,0.56214205,0.00000000,0.03723330,0.48083177
-5.78989495,4.08446479,0.73230351,3.08314632,0.56079687,0.00000000,0.03660423,0.48102410
-5.78389195,4.07799394,0.72813470,3.07869260,0.55829929,0.00000000,0.03597369,0.48167727
-5.77788894,4.06878189,0.72307359,3.07177586,0.55471146,0.00000000,0.03534894,0.48276345
-5.77188594,4.05708360,0.71721696,3.06261354,0.55010054,0.00000000,0.03473633,0.48424058
-5.76588294,4.04311018,0.71065721,3.05139295,0.54453678,0.00000000,0.03414126,0.48605524
-5.75987994,4.02702777,0.70348043,3.03826922,0.53809155,0.00000000,0.03356828,0.48814589
-5.75387694,4.00895886,0.69576481,3.02336492,0.53083562,0.00000000,0.03302109,0.49044634
-5.74787394,3.98898585,0.68757967,3.00677154,0.52283748,0.00000000,0.03250270,0.49288926
-5.74187094,3.96715661,0.67898484,2.98855260,0.51416208,0.00000000,0.03201546,0.49540973
-5.73586793,3.94349177,0.67003071,2.96874817,0.50486977,0.00000000,0.03156126,0.49794840
-5.72986493,3.91799343,0.66075862,2.94738057,0.49501567,0.00000000,0.03114158,0.50045449
-5.72386193,3.89065477,0.65120182,2.92446113,0.48464937,0.00000000,0.03075761,0.50288819
-5.71785893,3.86147034,0.64138677,2.89999751,0.47381510,0.00000000,0.03041038,0.50522254
-5.71185593,3.83044632,0.63133476,2.87400139,0.46255223,0.00000000,0.03010082,0.50744466
-5.70585293,3.79761043,0.62106379,2.84649611,0.45089614,0.00000000,0.02982980,0.50955619
-5.69984992,3.76302089,0.61059054,2.81752391,0.43887939,0.00000000,0.02959819,0.51157307
-5.69384692,3.72677397,0.59993235,2.78715234,0.42653308,0.00000000,0.02940690,0.51352446
-5.68784392,3.68900969,0.58910910,2.75547966,0.41388830,0.00000000,0.02925679,0.51545096
-5.68184092,3.64991535,0.57814482,2.72263872,0.40097767,0.00000000,0.02914873,0.51740222
-5.67583792,3.60972645,0.56706908,2.68879918,0.38783667,0.00000000,0.02908350,0.51943380
-5.66983492,3.56872511,0.55591781,2.65416794,0.37450485,0.00000000,0.02906170,0.52160376
-5.66383192,3.52723578,0.54473383,2.61898762,0.36102671,0.00000000,0.02908374,0.52396881
-5.65782891,3.48561841,0.53356671,2.58353320,0.34745228,0.00000000,0.02914971,0.52658035
-5.65182591,3.44425945,0.52247227,2.54810692,0.33383720,0.00000000,0.02925928,0.52948055
-5.64582291,3.40356103,0.51151150,2.51303163,0.32024249,0.00000000,0.02941170,0.53269869
-5.63981991,3.36392884,0.50074906,2.47864298,0.30673385,0.00000000,0.02960563,0.53624789
-5.63381691,3.32575939,0.49025147,2.44528085,0.29338060,0.00000000,0.02983917,0.54012245
-5.62781391,3.28942722,0.48008501,2.41328027,0.28025431,0.00000000,0.03010979,0.54429590
-5.62181091,3.25527273,0.47031344,2.38296250,0.26742723,0.00000000,0.03041431,0.54872001
-5.61580790,3.22359135,0.46099568,2.35462651,0.25497053,0.00000000,0.03074896,0.55332466
-5.60980490,3.19462432,0.45218363,2.32854123,0.24295253,0.00000000,0.03110935,0.55801878
-5.60380190,3.16855180,0.44392007,2.30493900,0.23143703,0.00000000,0.03149060,0.56269225
-5.59779890,3.14548831,0.43623695,2.28401022,0.22048167,0.00000000,0.03188736,0.56721876
-5.59179590,3.12548067,0.42915393,2.26589954,0.21013667,0.00000000,0.03229395,0.57145949
-5.58579290,3.10850852,0.42267745,2.25070336,0.20044367,0.00000000,0.03270445,0.57526752
-5.57978989,3.09448703,0.41680025,2.23846873,0.19143507,0.00000000,0.03311285,0.57849270
-5.57378689,3.08327158,0.41150136,2.22919347,0.18313355,0.00000000,0.03351313,0.58098690
-5.56778389,3.07466396,0.40674665,2.22282716,0.17555199,0.00000000,0.03389942,0.58260935
-5.56178089,3.06841975,0.40248980,2.21927304,0.16869371,0.00000000,0.03426611,0.58323182
-5.55577789,3.06425612,0.39867381,2.21839028,0.16255289,0.00000000,0.03460793,0.58274350
-5.54977489,3.06186000,0.39523286,2.21999667,0.15711529,0.00000000,0.03492006,0.58105531
-5.54377189,3.06089583,0.39209449,2.22387134,0.15235910,0.00000000,0.03519821,0.57810353
-5.53776888,3.06101292,0.38918209,2.22975767,0.14825586,0.00000000,0.03543863,0.57385260
-5.53176588,3.06185194,0.38641752,2.23736610,0.14477146,0.00000000,0.03563816,0.56829691
-5.52576288,3.06305074,0.38372378,2.24637702,0.14186712,0.00000000,0.03579421,0.56146170
-5.51975988,3.06424917,0.38102776,2.25644385,0.13950036,0.00000000,0.03590479,0.55340286
-5.51375688,3.06509331,0.37826270,2.26719632,0.13762581,0.00000000,0.03596839,0.54420583
-5.50775388,3.06523905,0.37537054,2.27824432,0.13619604,0.00000000,0.03598400,0.53398349
-5.50175088,3.06435529,0.37230386,2.28918221,0.13516221,0.00000000,0.03595099,0.52287335
-5.49574787,3.06212704,0.36902749,2.29959405,0.13447462,0.00000000,0.03586909,0.51103393
-5.48974487,3.05825845,0.36551950,2.30905956,0.13408324,0.00000000,0.03573824,0.49864060
-5.48374187,3.05247601,0.36177176,2.31716100,0.13393812,0.00000000,0.03555858,0.48588101
-5.47773887,3.04453208,0.35778983,2.32349097,0.13398970,0.00000000,0.03533034,0.47295019
-5.47173587,3.03420857,0.35359231,2.32766080,0.13418919,0.00000000,0.03505384,0.46004553
-5.46573287,3.02132083,0.34920951,2.32930953,0.13448886,0.00000000,0.03472935,0.44736178
-5.45972986,3.00572169,0.34468172,2.32811312,0.13484237,0.00000000,0.03435719,0.43508607
-5.45372686,2.98730518,0.34005687,2.32379345,0.13520506,0.00000000,0.03393763,0.42339331
-5.44772386,2.96601004,0.33538794,2.31612689,0.13553434,0.00000000,0.03347093,0.41244178
-5.44172086,2.94182244,0.33073000,2.30495192,0.13579004,0.00000000,0.03295743,0.40236926
-5.43571786,2.91477783,0.32613728,2.29017535,0.13593479,0.00000000,0.03239753,0.39328965
-5.42971486,2.88496164,0.32166011,2.27177698,0.13593439,0.00000000,0.03179179,0.38529012
-5.42371186,2.85250858,0.31734220,2.24981213,0.13575821,0.00000000,0.03114101,0.37842897
-5.41770885,2.81760041,0.31321810,2.22441199,0.13537954,0.00000000,0.03044630,0.37273418
-5.41170585,2.78046225,0.30931124,2.19578156,0.13477584,0.00000000,0.02970915,0.36820263
-5.40570285,2.74135726,0.30563241,2.16419521,0.13392903,0.00000000,0.02893152,0.36480015
-5.39969985,2.70057995,0.30217894,2.12998985,0.13282563,0.00000000,0.02811589,0.36246229
-5.39369685,2.65844828,0.29893451,2.09355604,0.13145681,0.00000000,0.02726529,0.36109593
-5.38769385,2.61529481,0.29586969,2.05532713,0.12981840,0.00000000,0.02638334,0.36058154
-5.38169085,2.57145727,0.29294304,2.01576701,0.12791070,0.00000000,0.02547420,0.36077629
-5.37568784,2.52726888,0.29010290,1.97535680,0.12573828,0.00000000,0.02454260,0.36151772
-5.36968484,2.48304885,0.28728959,1.93458094,0.12330970,0.00000000,0.02359371,0.36262803
-5.36368184,2.43909339,0.28443803,1.89391331,0.12063704,0.00000000,0.02263313,0.36391887
-5.35767884,2.39566767,0.28148054,1.85380379,0.11773553,0.00000000,0.02166673,0.36519649
-5.35167584,2.35299898,0.27834982,1.81466580,0.11462300,0.00000000,0.02070053,0.36626704
-5.34567284,2.31127133,0.27498180,1.77686518,0.11131942,0.00000000,0.01974062,0.36694204
-5.33966983,2.27062172,0.27131835,1.74071088,0.10784634,0.00000000,0.01879297,0.36704364
-5.33366683,2.23113807,0.26730959,1.70644768,0.10422648,0.00000000,0.01786330,0.36640963
-5.32766383,2.19285899,0.26291591,1.67425112,0.10048320,0.00000000,0.01695697,0.36489797
-5.32166083,2.15577509,0.25810937,1.64422482,0.09664013,0.00000000,0.01607884,0.36239071
-5.31565783,2.11983190,0.25287461,1.61640013,0.09272079,0.00000000,0.01523318,0.35879711
-5.30965483,2.08493407,0.24720915,1.59073807,0.08874833,0.00000000,0.01442357,0.35405588
-5.30365183,2.05095072,0.24112320,1.56713340,0.08474521,0.00000000,0.01365286,0.34813647
-5.29764882,2.01772163,0.23463887,1.54542055,0.08073306,0.00000000,0.01292314,0.34103928
-5.29164582,1.98506393,0.22778896,1.52538131,0.07673248,0.00000000,0.01223569,0.33279494
-5.28564282,1.95277930,0.22061536,1.50675371,0.07276294,0.00000000,0.01159104,0.32346255
-5.27963982,1.92066109,0.21316718,1.48924196,0.06884267,0.00000000,0.01098900,0.31312712
-5.27363682,1.88850152,0.20549871,1.47252706,0.06498859,0.00000000,0.01042868,0.30189614
-5.26763382,1.85609847,0.19766728,1.45627771,0.06121626,0.00000000,0.00990861,0.28989575
-5.26163082,1.82326200,0.18973120,1.44016116,0.05753979,0.00000000,0.00942681,0.27726631
-5.25562781,1.78982040,0.18174781,1.42385390,0.05397186,0.00000000,0.00898086,0.26415798
-5.24962481,1.75562565,0.17377177,1.40705168,0.05052363,0.00000000,0.00856806,0.25072608
-5.24362181,1.72055840,0.16585365,1.38947879,0.04720473,0.00000000,0.00818546,0.23712689
-5.23761881,1.68453239,0.15803876,1.37089640,0.04402327,0.00000000,0.00783002,0.22351358
-5.23161581,1.64749828,0.15036651,1.35110979,0.04098584,0.00000000,0.00749868,0.21003283
-5.22561281,1.60944699,0.14286994,1.32997442,0.03809750,0.00000000,0.00718847,0.19682192
-5.21960980,1.57041241,0.13557578,1.30740069,0.03536188,0.00000000,0.00689657,0.18400661
-5.21360680,1.53047363,0.12850468,1.28335751,0.03278121,0.00000000,0.00662039,0.17169961
-5.20760380,1.48975655,0.12167183,1.25787450,0.03035643,0.00000000,0.00635763,0.15999978
-5.20160080,1.44843474,0.11508769,1.23104297,0.02808731,0.00000000,0.00610634,0.14899188
-5.19559780,1.40672977,0.10875893,1.20301566,0.02597257,0.00000000,0.00586493,0.13874693
-5.18959480,1.36491055,0.10268946,1.17400523,0.02401004,0.00000000,0.00563222,0.12932283
-5.18359180,1.32329186,0.09688135,1.14428162,0.02219684,0.00000000,0.00540744,0.12076539
-5.17758879,1.28223185,0.09133587,1.11416822,0.02052950,0.00000000,0.00519020,0.11310943
-5.17158579,1.24212837,0.08605427,1.08403694,0.01900412,0.00000000,0.00498053,0.10637992
-5.16558279,1.20341415,0.08103846,1.05430217,0.01761655,0.00000000,0.00477880,0.10059301
-5.15957979,1.16655067,0.07629157,1.02541363,0.01636248,0.00000000,0.00458576,0.09575689
-5.15357679,1.13202071,0.07181816,0.99784829,0.01523752,0.00000000,0.00440240,0.09187244
-5.14757379,1.10031965,0.06762438,0.97210116,0.01423732,0.00000000,0.00423001,0.08893357
-5.14157079,1.07194552,0.06371783,0.94867531,0.01335760,0.00000000,0.00407006,0.08692725
-5.13556778,1.04738802,0.06010731,0.92807100,0.01259414,0.00000000,0.00392416,0.08583341
-5.12956478,1.02711665,0.05680234,0.91077427,0.01194281,0.00000000,0.00379403,0.08562450
-5.12356178,1.01156827,0.05381268,0.89724503,0.01139952,0.00000000,0.00368143,0.08626509
-5.11755878,1.00113443,0.05114771,0.88790505,0.01096013,0.00000000,0.00358810,0.08771130
-5.11155578,0.99614888,0.04881579,0.88312606,0.01062047,0.00000000,0.00351576,0.08991044
-5.10555278,0.99687569,0.04682364,0.88321834,0.01037619,0.00000000,0.00346599,0.09280067
-5.09954977,1.00349843,0.04517579,0.88842016,0.01022271,0.00000000,0.00344027,0.09631110
-5.09354677,1.01611093,0.04387408,0.89888859,0.01015518,0.00000000,0.00343990,0.10036204
-5.08754377,1.03471005,0.04291730,0.91469180,0.01016840,0.00000000,0.00346603,0.10486580
-5.08154077,1.05919086,0.04230091,0.93580355,0.01025677,0.00000000,0.00351956,0.10972779
-5.07553777,1.08934455,0.04201691,0.96209999,0.01041432,0.00000000,0.00360123,0.11484812
-5.06953477,1.12485944,0.04205389,0.99335911,0.01063468,0.00000000,0.00371155,0.12012355
-5.06353177,1.16532505,0.04239710,1.02926300,0.01091113,0.00000000,0.00385081,0.12544977
-5.05752876,1.21023940,0.04302874,1.06940304,0.01123666,0.00000000,0.00401909,0.13072402
-5.05152576,1.25901938,0.04392826,1.11328802,0.01160409,0.00000000,0.00421629,0.13584775
-5.04552276,1.31101403,0.04507286,1.16035502,0.01200613,0.00000000,0.00444208,0.14072941
-5.03951976,1.36552018,0.04643789,1.20998272,0.01243559,0.00000000,0.00469596,0.14528717
-5.03351676,1.42180031,0.04799746,1.26150702,0.01288546,0.00000000,0.00497725,0.14945135
-5.02751376,1.47910173,0.04972493,1.31423824,0.01334917,0.00000000,0.00528509,0.15316664
-5.02151076,1.53667676,0.05159353,1.36747954,0.01382070,0.00000000,0.00561845,0.15639384
-5.01550775,1.59380298,0.05357687,1.42054590,0.01429479,0.00000000,0.00597617,0.15911107
-5.00950475,1.64980301,0.05564950,1.47278298,0.01476714,0.00000000,0.00635694,0.16131449
-5.00350175,1.70406314,0.05778744,1.52358532,0.01523457,0.00000000,0.00675935,0.16301827
-4.99749875,1.75604999,0.05996862,1.57241308,0.01569518,0.00000000,0.00718190,0.16425411
-4.99149575,1.80532482,0.06217336,1.61880683,0.01614849,0.00000000,0.00762305,0.16507001
-4.98549275,1.85155471,0.06438470,1.66239977,0.01659558,0.00000000,0.00808122,0.16552853
-4.97948974,1.89452046,0.06658876,1.70292697,0.01703912,0.00000000,0.00855492,0.16570459
-4.97348674,1.93412060,0.06877500,1.74023114,0.01748346,0.00000000,0.00904271,0.16568275
-4.96748374,1.97037152,0.07093639,1.77426485,0.01793459,0.00000000,0.00954333,0.16555426
-4.96148074,2.00340356,0.07306952,1.80508886,0.01840011,0.00000000,0.01005573,0.16541388
-4.95547774,2.03345317,0.07517458,1.83286672,0.01888908,0.00000000,0.01057913,0.16535653
-4.94947474,2.06085127,0.07725530,1.85785581,0.01941186,0.00000000,0.01111309,0.16547399
-4.94347174,2.08600837,0.07931872,1.88039490,0.01997987,0.00000000,0.01165749,0.16585173
-4.93746873,2.10939670,0.08137483,1.90088894,0.02060530,0.00000000,0.01221264,0.16656590
-4.93146573,2.13153013,0.08343621,1.91979144,0.02130069,0.00000000,0.01277921,0.16768067
-4.92546273,2.15294265,0.08551741,1.93758524,0.02207855,0.00000000,0.01335825,0.16924587
-4.91945973,2.17416607,0.08763434,1.95476232,0.02295084,0.00000000,0.01395113,0.17129519
-4.91345673,2.19570806,0.08980359,1.97180364,0.02392850,0.00000000,0.01455950,0.17384483
-4.90745373,2.21803127,0.09204161,1.98915972,0.02502087,0.00000000,0.01518516,0.17689263
-4.90145073,2.24153454,0.09436401,2.00723293,0.02623514,0.00000000,0.01583001,0.18041791
-4.89544772,2.26653706,0.09678477,2.02636224,0.02757588,0.00000000,0.01649592,0.18438180
-4.88944472,2.29326618,0.09931557,2.04681120,0.02904446,0.00000000,0.01718458,0.18872816
-4.88344172,2.32184964,0.10196521,2.06875965,0.03063871,0.00000000,0.01789744,0.19338511
-4.87743872,2.35231246,0.10473917,2.09229976,0.03235256,0.00000000,0.01863561,0.19826702
-4.87143572,2.38457883,0.10763932,2.11743631,0.03417581,0.00000000,0.01939972,0.20327704
-4.86543272,2.41847904,0.11066385,2.14409159,0.03609408,0.00000000,0.02018994,0.20830995
-4.85942971,2.45376093,0.11380735,2.17211437,0.03808885,0.00000000,0.02100593,0.21325538
-4.85342671,2.49010569,0.11706113,2.20129262,0.04013773,0.00000000,0.02184683,0.21800124
-4.84742371,2.52714688,0.12041372,2.23136937,0.04221483,0.00000000,0.02271132,0.22243718
-4.84142071,2.56449206,0.12385150,2.26206074,0.04429133,0.00000000,0.02359770,0.22645815
-4.83541771,2.60174572,0.12735950,2.29307532,0.04633621,0.00000000,0.02450395,0.22996767
-4.82941471,2.63853241,0.13092221,2.32413373,0.04831705,0.00000000,0.02542783,0.23288098
-4.82341171,2.67451893,0.13452454,2.35498750,0.05020103,0.00000000,0.02636703,0.23512771
-4.81740870,2.70943440,0.13815260,2.38543604,0.05195588,0.00000000,0.02731924,0.23665412
-4.81140570,2.74308719,0.14179457,2.41534107,0.05355096,0.00000000,0.02828226,0.23742479
-4.80540270,2.77537792,0.14544135,2.44463756,0.05495827,0.00000000,0.02925409,0.23742373
-4.79939970,2.80630797,0.14908709,2.47334089,0.05615343,0.00000000,0.03023297,0.23665475
-4.79339670,2.83598308,0.15272955,2.50154974,0.05711656,0.00000000,0.03121741,0.23514131
-4.78739370,2.86461205,0.15637034,2.52944478,0.05783302,0.00000000,0.03220627,0.23292565
-4.78139070,2.89250071,0.16001482,2.55728341,0.05829400,0.00000000,0.03319866,0.23006741
-4.77538769,2.92004168,0.16367201,2.58539074,0.05849691,0.00000000,0.03419401,0.22664171
-4.76938469,2.94770042,0.16735423,2.61414759,0.05844557,0.00000000,0.03519200,0.22273683
-4.76338169,2.97599847,0.17107669,2.64397610,0.05815017,0.00000000,0.03619260,0.21845161
-4.75737869,3.00549479,0.17485696,2.67532372,0.05762708,0.00000000,0.03719600,0.21389257
-4.75137569,3.03676586,0.17871440,2.70864631,0.05689836,0.00000000,0.03820268,0.20917102
-4.74537269,3.07038559,0.18266961,2.74439112,0.05599116,0.00000000,0.03921344,0.20440014
-4.73936968,3.10690564,0.18674378,2.78298025,0.05493691,0.00000000,0.04022941,0.19969216
-4.73336668,3.14683676,0.19095820,2.82479508,0.05377046,0.00000000,0.04125213,0.19515572
-4.72736368,3.19063153,0.19533360,2.87016206,0.05252901,0.00000000,0.04228362,0.19089348
-4.72136068,3.23866893,0.19988964,2.91933998,0.05125108,0.00000000,0.04332643,0.18699998
-4.71535768,3.29124051,0.20464432,2.97250898,0.04997535,0.00000000,0.04438364,0.18355983
-4.70935468,3.34853856,0.20961331,3.02976111,0.04873964,0.00000000,0.04545887,0.18064619
-4.70335168,3.41064583,0.21480929,3.09109242,0.04757978,0.00000000,0.04655620,0.17831949
-4.69734867,3.47752696,0.22024115,3.15639652,0.04652870,0.00000000,0.04768003,0.17662656
-4.69134567,3.54902136,0.22591309,3.22545949,0.04561545,0.00000000,0.04883488,0.17559990
-4.68534267,3.62483769,0.23182366,3.29795604,0.04486452,0.00000000,0.05002510,0.17525722
-4.67933967,3.70454986,0.23796472,3.37344723,0.04429515,0.00000000,0.05125455,0.17560124
-4.67333667,3.78759498,0.24432033,3.45137964,0.04392087,0.00000000,0.05252618,0.17661969
-4.66733367,3.87327343,0.25086578,3.53108647,0.04374918,0.00000000,0.05384157,0.17828544
-4.66133067,3.96075162,0.25756661,3.61179095,0.04378139,0.00000000,0.05520056,0.18055701
-4.65532766,4.04906797,0.26437795,3.69261231,0.04401267,0.00000000,0.05660080,0.18337913
-4.64932466,4.13714256,0.27124405,3.77257504,0.04443224,0.00000000,0.05803739,0.18668369
-4.64332166,4.22379097,0.27809832,3.85062149,0.04502372,0.00000000,0.05950264,0.19039086
-4.63731866,4.30774266,0.28486380,3.92562836,0.04576567,0.00000000,0.06098595,0.19441059
-4.63131566,4.38766402,0.29145410,3.99642705,0.04663228,0.00000000,0.06247379,0.19864432
-4.62531266,4.46218600,0.29777508,4.06182768,0.04759411,0.00000000,0.06394989,0.20298702
-4.61930965,4.52993574,0.30372691,4.12064664,0.04861904,0.00000000,0.06539555,0.20732949
-4.61330665,4.58957177,0.30920674,4.17173668,0.04967325,0.00000000,0.06679019,0.21156092
-4.60730365,4.63982136,0.31411189,4.21401897,0.05072220,0.00000000,0.06811196,0.21557154
-4.60130065,4.67951897,0.31834315,4.24651575,0.05173169,0.00000000,0.06933849,0.21925548
-4.59529765,4.70764416,0.32180846,4.26838236,0.05266889,0.00000000,0.07044776,0.22251359
-4.58929465,4.72335717,0.32442646,4.27893717,0.05350329,0.00000000,0.07141891,0.22525607
-4.58329165,4.72603071,0.32612985,4.27768810,0.05420758,0.00000000,0.07223317,0.22740510
-4.57728864,4.71527614,0.32686838,4.26435411,0.05475836,0.00000000,0.07287454,0.22889693
-4.57128564,4.69096262,0.32661133,4.23888083,0.05513683,0.00000000,0.07333054,0.22968373
-4.56528264,4.65322825,0.32534918,4.20144900,0.05532915,0.00000000,0.07359268,0.22973485
-4.55927964,4.60248226,0.32309452,4.15247540,0.05532674,0.00000000,0.07365680,0.22903755
-4.55327664,4.53939801,0.31988212,4.09260589,0.05512639,0.00000000,0.07352317,0.22759710
-4.54727364,4.46489692,0.31576803,4.02270065,0.05473008,0.00000000,0.07319642,0.22543633
-4.54127064,4.38012390,0.31082784,3.94381233,0.05414479,0.00000000,0.07268520,0.22259447
-4.53526763,4.28641537,0.30515417,3.85715775,0.05338201,0.00000000,0.07200175,0.21912559
-4.52926463,4.18526109,0.29885358,3.76408458,0.05245721,0.00000000,0.07116121,0.21509643
-4.52326163,4.07826169,0.29204284,3.66603425,0.05138919,0.00000000,0.07018089,0.21058398
-4.51725863,3.96708353,0.28484507,3.56450271,0.05019931,0.00000000,0.06907946,0.20567270
-4.51125563,3.85341285,0.27738569,3.46100063,0.04891075,0.00000000,0.06787608,0.20045169
-4.50525263,3.73891120,0.26978849,3.35701466,0.04754773,0.00000000,0.06658965,0.19501181
-4.49924962,3.62517358,0.26217197,3.25397108,0.04613472,0.00000000,0.06523806,0.18944292
-4.49324662,3.51369102,0.25464611,3.15320321,0.04469577,0.00000000,0.06383758,0.18383133
-4.48724362,3.40581862,0.24730974,3.05592345,0.04325385,0.00000000,0.06240247,0.17825764
-4.48124062,3.30274996,0.24024843,2.96320070,0.04183032,0.00000000,0.06094462,0.17279484
-4.47523762,3.20549829,0.23353324,2.87594358,0.04044445,0.00000000,0.05947351,0.16750696
-4.46923462,3.11488468,0.22721995,2.79488960,0.03911310,0.00000000,0.05799623,0.16244813
-4.46323162,3.03153295,0.22134914,2.72060004,0.03785048,0.00000000,0.05651772,0.15766203
-4.45722861,2.95587084,0.21594667,2.65346024,0.03666801,0.00000000,0.05504112,0.15318193
-4.45122561,2.88813692,0.21102478,2.59368490,0.03557428,0.00000000,0.05356818,0.14903089
-4.44522261,2.82839222,0.20658355,2.54132742,0.03457513,0.00000000,0.05209982,0.14522251
-4.43921961,2.77653590,0.20261255,2.49629299,0.03367375,0.00000000,0.05063665,0.14176176
-4.43321661,2.73232395,0.19909280,2.45835433,0.03287085,0.00000000,0.04917947,0.13864613
-4.42721361,2.69538999,0.19599866,2.42716956,0.03216499,0.00000000,0.04772982,0.13586685
-4.42121061,2.66526755,0.19329976,2.40230159,0.03155276,0.00000000,0.04629033,0.13341017
-4.41520760,2.64141291,0.19096280,2.38323826,0.03102915,0.00000000,0.04486512,0.13125867
-4.40920460,2.62322806,0.18895319,2.36941286,0.03058787,0.00000000,0.04345998,0.12939250
-4.40320160,2.61008305,0.18723651,2.36022452,0.03022163,0.00000000,0.04208251,0.12779060
-4.39719860,2.60133764,0.18577974,2.35505807,0.02992253,0.00000000,0.04074215,0.12643175
-4.39119560,2.59636147,0.18455229,2.35330300,0.02968231,0.00000000,0.03945010,0.12529555
-4.38519260,2.59455283,0.18352682,2.35437135,0.02949269,0.00000000,0.03821911,0.12436330
-4.37918959,2.59535542,0.18267983,2.35771389,0.02934557,0.00000000,0.03706325,0.12361866
-4.37318659,2.59827305,0.18199214,2.36283462,0.02923334,0.00000000,0.03599759,0.12304834
-4.36718359,2.60288185,0.18144912,2.36930305,0.02914900,0.00000000,0.03503785,0.12264249
-4.36118059,2.60883983,0.18104082,2.37676405,0.02908635,0.00000000,0.03420001,0.12239514
-4.35517759,2.61589336,0.18076198,2.38494488,0.02904011,0.00000000,0.03349986,0.12230437
-4.34917459,2.62388050,0.18061184,2.39365922,0.02900597,0.00000000,0.03295266,0.12237249
-4.34317159,2.63273089,0.18059383,2.40280790,0.02898063,0.00000000,0.03257265,0.12260598
-4.33716858,2.64246206,0.18071515,2.41237633,0.02896179,0.00000000,0.03237271,0.12301538
-4.33116558,2.65317228,0.18098617,2.42242848,0.02894810,0.00000000,0.03236399,0.12361501
-4.32516258,2.66503003,0.18141967,2.43309762,0.02893906,0.00000000,0.03255551,0.12442256
-4.31915958,2.67826032,0.18202996,2.44457416,0.02893493,0.00000000,0.03295388,0.12545853
-4.31315658,2.69312860,0.18283188,2.45709091,0.02893661,0.00000000,0.03356306,0.12674561
-4.30715358,2.70992264,0.18383972,2.47090660,0.02894547,0.00000000,0.03438409,0.12830781
