energy_ev,total_up,Mo_p_up,Mo_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-5.84992496,0.69277661,0.28164187,0.21256654,0.00061890,0.28847552,0.08018221,0.00000000
-5.84392196,0.72674541,0.30083071,0.22652654,0.00072047,0.29825989,0.09070998,0.00000000
-5.83791896,0.76626553,0.32261304,0.24339661,0.00085105,0.30938673,0.10309151,0.00000000
-5.83191596,0.81176841,0.34719700,0.26349300,0.00101263,0.32192819,0.11751057,0.00000000
-5.82591296,0.86370456,0.37481542,0.28714538,0.00120747,0.33595933,0.13415978,0.00000000
-5.81990995,0.92253118,0.40572214,0.31468865,0.00143799,0.35155625,0.15323525,0.00000000
-5.81390695,0.98869892,0.44018737,0.34645362,0.00170665,0.36879442,0.17493044,0.00000000
-5.80790395,1.06263773,0.47849212,0.38275659,0.00201582,0.38774728,0.19942906,0.00000000
-5.80190095,1.14474177,0.52092124,0.42388792,0.00236758,0.40848478,0.22689739,0.00000000
-5.79589795,1.23535315,0.56775508,0.47009982,0.00276362,0.43107189,0.25747592,0.00000000
-5.78989495,1.33474475,0.61925959,0.52159349,0.00320506,0.45556675,0.29127068,0.00000000
-5.78389195,1.44310189,0.67567482,0.57850604,0.00369228,0.48201840,0.32834444,0.00000000
-5.77788894,1.56050346,0.73720191,0.64089753,0.00422478,0.51046393,0.36870819,0.00000000
-5.77188594,1.68690259,0.80398884,0.70873859,0.00480103,0.54092484,0.41231316,0.00000000
-5.76588294,1.82210772,0.87611528,0.78189923,0.00541841,0.57340278,0.45904390,0.00000000
-5.75987994,1.96576454,0.95357704,0.86013940,0.00607305,0.60787459,0.50871272,0.00000000
-5.75387694,2.11734003,1.03627081,0.94310182,0.00675987,0.64428685,0.56105603,0.00000000
-5.74787394,2.27610931,1.12397998,1.03030772,0.00747253,0.68255007,0.61573278,0.00000000
-5.74187094,2.44114659,1.21636225,1.12115605,0.00820348,0.72253301,0.67232544,0.00000000
-5.73586793,2.61132111,1.31294017,1.21492643,0.00894411,0.76405727,0.73034372,0.00000000
-5.72986493,2.78529914,1.41309513,1.31078626,0.00968484,0.80689279,0.78923107,0.00000000
-5.72386193,2.96155272,1.51606583,1.40780200,0.01041539,0.85075452,0.84837403,0.00000000
-5.71785893,3.13837578,1.62095170,1.50495468,0.01112498,0.89530070,0.90711415,0.00000000
-5.71185593,3.31390768,1.72672178,1.60115912,0.01180265,0.94013322,0.96476238,0.00000000
-5.70585293,3.48616419,1.83222918,1.69528666,0.01243760,0.98480018,1.02061527,0.00000000
-5.69984992,3.65307523,1.93623102,1.78619048,0.01301946,1.02880096,1.07397258,0.00000000
-5.69384692,3.81252851,2.03741354,1.87273280,0.01353873,1.07159374,1.12415559,0.00000000
-5.68784392,3.96241761,2.13442159,1.95381282,0.01398703,1.11260552,1.17052534,0.00000000
-5.68184092,4.10069308,2.22589162,2.02839460,0.01435745,1.15124423,1.21250011,0.00000000
-5.67583792,4.22541446,2.31048697,2.09553341,0.01464479,1.18691282,1.24957142,0.00000000
-5.66983492,4.33480139,2.38693404,2.15439982,0.01484583,1.21902452,1.28131775,0.00000000
-5.66383192,4.42728168,2.45405806,2.20430042,0.01495941,1.24701910,1.30741540,0.00000000
-5.65782891,4.50153435,2.51081672,2.24469423,0.01498657,1.27037908,1.32764612,0.00000000
-5.65182591,4.55652595,2.55633048,2.27520446,0.01493055,1.28864560,1.34190108,0.00000000
-5.64582291,4.59153872,2.58990813,2.29562491,0.01479671,1.30143308,1.35018099,0.00000000
-5.63981991,4.60618932,2.61106658,2.30592104,0.01459240,1.30844208,1.35259255,0.00000000
-5.63381691,4.60043780,2.61954410,2.30622582,0.01432677,1.30946998,1.34934131,0.00000000
-5.62781391,4.57458632,2.61530655,2.29683062,0.01401051,1.30441895,1.34072140,0.00000000
-5.62181091,4.52926818,2.59854633,2.27817182,0.01365558,1.29330089,1.32710260,0.00000000
-5.61580790,4.46542773,2.56967451,2.25081378,0.01327485,1.27623932,1.30891548,0.00000000
-5.60980490,4.38429240,2.52930636,2.21542923,0.01288180,1.25346813,1.28663529,0.00000000
-5.60380190,4.28733823,2.47824137,2.17277790,0.01249021,1.22532722,1.26076533,0.00000000
-5.59779890,4.17625065,2.41743858,2.12368449,0.01211381,1.19225551,1.23182072,0.00000000
-5.59179590,4.05288207,2.34798858,2.06901690,0.01176604,1.15478135,1.20031303,0.00000000
-5.58579290,3.91920833,2.27108340,2.00966564,0.01145984,1.11351097,1.16673676,0.00000000
-5.57978989,3.77728546,2.18798558,1.94652510,0.01120740,1.06911532,1.13155784,0.00000000
-5.57378689,3.62920832,2.09999770,1.88047732,0.01102011,1.02231578,1.09520485,0.00000000
-5.56778389,3.47707240,2.00843351,1.81237867,0.01090842,0.97386918,1.05806290,0.00000000
-5.56178089,3.32293962,1.91459154,1.74304956,0.01088185,0.92455267,1.02047060,0.00000000
-5.55577789,3.16880882,1.81973194,1.67326724,0.01094899,0.87514867,0.98271967,0.00000000
-5.54977489,3.01659115,1.72505710,1.60376150,0.01111753,0.82643038,0.94505724,0.00000000
-5.54377189,2.86809038,1.63169614,1.53521296,0.01139433,0.77914803,0.90769039,0.00000000
-5.53776888,2.72498777,1.54069341,1.46825342,0.01178550,0.73401612,0.87079249,0.00000000
-5.53176588,2.58883095,1.45300076,1.40346784,0.01229643,0.69170179,0.83451087,0.00000000
-5.52576288,2.46102624,1.36947305,1.34139730,0.01293188,0.65281435,0.79897519,0.00000000
-5.51975988,2.34283351,1.29086664,1.28254239,0.01369594,0.61789614,0.76430611,0.00000000
-5.51375688,2.23536292,1.21783999,1.22736655,0.01459207,0.58741460,0.73062358,0.00000000
-5.50775388,2.13957277,1.15095595,1.17629879,0.01562303,0.56175562,0.69805446,0.00000000
-5.50175088,2.05626791,1.09068499,1.12973559,0.01679076,0.54121813,0.66673897,0.00000000
-5.49574787,1.98609824,1.03740888,1.08804168,0.01809632,0.52600995,0.63683571,0.00000000
-5.48974487,1.92955710,0.99142440,1.05154954,0.01953969,0.51624487,0.60852517,0.00000000
-5.48374187,1.88697956,0.95294673,1.02055784,0.02111964,0.51194097,0.58201149,0.00000000
-5.47773887,1.85854061,0.92211226,0.99532881,0.02283356,0.51302030,0.55752265,0.00000000
-5.47173587,1.84425384,0.89898096,0.97608488,0.02467731,0.51930988,0.53530910,0.00000000
-5.46573287,1.84397081,0.88353820,0.96300493,0.02664508,0.53054413,0.51564100,0.00000000
-5.45972986,1.85738189,0.87569629,0.95622053,0.02872934,0.54636887,0.49880436,0.00000000
-5.45372686,1.88401904,0.87529605,0.95581244,0.03092079,0.56634684,0.48509624,0.00000000
-5.44772386,1.92326099,0.88210862,0.96180799,0.03320835,0.58996490,0.47481926,0.00000000
-5.44172086,1.97434145,0.89583793,0.97417929,0.03557934,0.61664288,0.46827567,0.00000000
-5.43571786,2.03636048,0.91612398,0.99284279,0.03801953,0.64574404,0.46576116,0.00000000
-5.42971486,2.10829912,0.94254732,1.01766010,0.04051344,0.67658708,0.46755849,0.00000000
-5.42371186,2.18903723,0.97463472,1.04844014,0.04304457,0.70845957,0.47393113,0.00000000
-5.41770885,2.27737406,1.01186606,1.08494249,0.04559569,0.74063249,0.48511686,0.00000000
-5.41170585,2.37205110,1.05368244,1.12688162,0.04814921,0.77237571,0.50132143,0.00000000
-5.40570285,2.47177630,1.09949523,1.17393189,0.05068747,0.80297389,0.52271219,0.00000000
-5.39969985,2.57524884,1.14869577,1.22573270,0.05319306,0.83174255,0.54941182,0.00000000
-5.39369685,2.68118342,1.20066538,1.28189360,0.05564914,0.85804371,0.58149197,0.00000000
-5.38769385,2.78833308,1.25478520,1.34199893,0.05803964,0.88130067,0.61896704,0.00000000
-5.38169085,2.89550967,1.31044562,1.40561166,0.06034945,0.90101142,0.66178813,0.00000000
-5.37568784,3.00160105,1.36705465,1.47227623,0.06256458,0.91676030,0.70983729,0.00000000
-5.36968484,3.10558457,1.42404523,1.54152031,0.06467217,0.92822728,0.76292232,0.00000000
-5.36368184,3.20653634,1.48088097,1.61285548,0.06666051,0.93519483,0.82077242,0.00000000
-5.35767884,3.30363632,1.53706044,1.68577697,0.06851903,0.93755181,0.88303501,0.00000000
-5.35167584,3.39616927,1.59211981,1.75976277,0.07023817,0.93529440,0.94927401,0.00000000
-5.34567284,3.48352206,1.64563412,1.83427242,0.07180937,0.92852405,1.01897009,0.00000000
-5.33966983,3.56517800,1.69721728,1.90874604,0.07322492,0.91744236,1.09152301,0.00000000
-5.33366683,3.64070884,1.74652109,1.98260392,0.07447796,0.90234325,1.16625646,0.00000000
-5.32766383,3.70976540,1.79323359,2.05524721,0.07556247,0.88360265,1.24242553,0.00000000
-5.32166083,3.77206761,1.83707708,2.12606003,0.07647329,0.86166600,1.31922678,0.00000000
-5.31565783,3.82739477,1.87780605,2.19441335,0.07720620,0.83703413,1.39581086,0.00000000
-5.30965483,3.87557669,1.91520527,2.25967067,0.07775813,0.81024789,1.47129743,0.00000000
-5.30365183,3.91648607,1.94908811,2.32119563,0.07812730,0.78187217,1.54479196,0.00000000
-5.29764882,3.95003255,1.97929524,2.37836119,0.07831346,0.75247971,1.61540382,0.00000000
-5.29164582,3.97615824,2.00569361,2.43056025,0.07831811,0.72263521,1.68226510,0.00000000
-5.28564282,3.99483485,2.02817560,2.47721704,0.07814470,0.69288027,1.74454936,0.00000000
-5.27963982,4.00606179,2.04665814,2.51779894,0.07779877,0.66371958,1.80148959,0.00000000
-5.27363682,4.00986517,2.06108170,2.55182793,0.07728803,0.63560859,1.85239468,0.00000000
-5.26763382,4.00629695,2.07140884,2.57889113,0.07662235,0.60894314,1.89666355,0.00000000
-5.26163082,3.99543398,2.07762232,2.59864996,0.07581357,0.58405115,1.93379666,0.00000000
-5.25562781,3.97737662,2.07972258,2.61084725,0.07487533,0.56118662,1.96340420,0.00000000
-5.24962481,3.95224660,2.07772469,2.61531208,0.07382262,0.54052598,1.98521088,0.00000000
-5.24362181,3.92018420,2.07165491,2.61196219,0.07267132,0.52216695,1.99905715,0.00000000
-5.23761881,3.88134492,2.06154699,2.60080380,0.07143771,0.50612968,2.00489706,0.00000000
-5.23161581,3.83589578,2.04743869,2.58192908,0.07013781,0.49236035,2.00279295,0.00000000
-5.22561281,3.78401197,2.02936867,2.55551148,0.06878679,0.48073691,1.99290747,0.00000000
-5.21960980,3.72587402,2.00737433,2.52179947,0.06739848,0.47107678,1.97549349,0.00000000
-5.21360680,3.66166644,1.98149082,2.48110899,0.06598479,0.46314638,1.95088249,0.00000000
-5.20760380,3.59157793,1.95175158,2.43381522,0.06455544,0.45667208,1.91947211,0.00000000
-5.20160080,3.51580385,1.91819058,2.38034428,0.06311769,0.45135222,1.88171342,0.00000000
-5.19559780,3.43455105,1.88084630,2.32116522,0.06167636,0.44686992,1.83809872,0.00000000
-5.18959480,3.34804499,1.83976744,2.25678270,0.06023393,0.44290611,1.78915003,0.00000000
-5.18359180,3.25653909,1.79502002,2.18773076,0.05879087,0.43915246,1.73540889,0.00000000
-5.17758879,3.16032581,1.74669550,2.11456767,0.05734616,0.43532373,1.67742771,0.00000000
-5.17158579,3.05974863,1.69491951,2.03787202,0.05589787,0.43116905,1.61576255,0.00000000
-5.16558279,2.95521435,1.63986051,1.95823982,0.05444387,0.42648180,1.55096761,0.00000000
-5.15957979,2.84720461,1.58173777,1.87628251,0.05298259,0.42110776,1.48359107,0.00000000
-5.15357679,2.73628561,1.52082808,1.79262545,0.05151375,0.41495103,1.41417220,0.00000000
-5.14757379,2.62311523,1.45747060,1.70790655,0.05003899,0.40797779,1.34323929,0.00000000
-5.14157079,2.50844649,1.39206949,1.62277477,0.04856250,0.40021757,1.27130828,0.00000000
-5.13556778,2.39312691,1.32509376,1.53788793,0.04709132,0.39176206,1.19888167,0.00000000
-5.12956478,2.27809305,1.25707449,1.45390968,0.04563561,0.38276149,1.12644735,0.00000000
-5.12356178,2.16436029,1.18859919,1.37150526,0.04420856,0.37341885,1.05447725,0.00000000
-5.11755878,2.05300783,1.12030352,1.29133603,0.04282620,0.36398204,0.98342560,0.00000000
-5.11155578,1.94515924,1.05286079,1.21405263,0.04150687,0.35473445,0.91372661,0.00000000
-5.10555278,1.84195937,0.98696955,1.14028691,0.04027061,0.34598417,0.84579169,0.00000000
-5.09954977,1.74454827,0.92333993,1.07064286,0.03913824,0.33805247,0.78000622,0.00000000
-5.09354677,1.65403334,0.86267918,1.00568671,0.03813044,0.33126183,0.71672596,0.00000000
-5.08754377,1.57146079,0.80567717,0.94593676,0.03726670,0.32592407,0.65627331,0.00000000
-5.08154077,1.49778747,0.75299218,0.89185318,0.03656422,0.32232903,0.59893371,0.00000000
-5.07553777,1.43385446,0.70523774,0.84382829,0.03603690,0.32073409,0.54495223,0.00000000
-5.06953477,1.38036328,0.66297059,0.80217782,0.03569441,0.32135505,0.49453073,0.00000000
-5.06353177,1.33785574,0.62668041,0.76713339,0.03554138,0.32435855,0.44782565,0.00000000
-5.05752876,1.30669812,0.59678113,0.73883678,0.03557685,0.32985618,0.40494672,0.00000000
-5.05152576,1.28707019,0.57360412,0.71733594,0.03579387,0.33790066,0.36595650,0.00000000
-5.04552276,1.27895942,0.55739310,0.70258322,0.03617939,0.34848378,0.33087101,0.00000000
-5.03951976,1.28216025,0.54830071,0.69443564,0.03671445,0.36153648,0.29966123,0.00000000
-5.03351676,1.29627843,0.54638650,0.69265730,0.03737457,0.37693061,0.27225560,0.00000000
-5.02751376,1.32073993,0.55161622,0.69692380,0.03813042,0.39448246,0.24854318,0.00000000
-5.02151076,1.35480394,0.56386218,0.70682834,0.03894873,0.41395777,0.22837763,0.00000000
-5.01550775,1.39757934,0.58290459,0.72188947,0.03979333,0.43507793,0.21158153,0.00000000
-5.00950475,1.44804382,0.60843369,0.74155996,0.04062639,0.45752716,0.19795108,0.00000000
-5.00350175,1.50506511,0.64005278,0.76523667,0.04140969,0.48096035,0.18726096,0.00000000
-4.99749875,1.56742347,0.67728206,0.79227104,0.04210593,0.50501134,0.17926914,0.00000000
-4.99149575,1.63383490,0.71956353,0.82197993,0.04268002,0.52930127,0.17372157,0.00000000
-4.98549275,1.70297445,0.76626698,0.85365663,0.04310027,0.55344692,0.17035667,0.00000000
-4.97948974,1.77349928,0.81669732,0.88658181,0.04333942,0.57706866,0.16890946,0.00000000
-4.97348674,1.84407117,0.87010356,0.92003440,0.04337553,0.59979800,0.16911539,0.00000000
-4.96748374,1.91337808,0.92568935,0.95330218,0.04319260,0.62128452,0.17071383,0.00000000
-4.96148074,1.98015492,0.98262538,0.98569212,0.04278099,0.64120219,0.17345121,0.00000000
-4.95547774,2.04320320,1.04006364,1.01654051,0.04213755,0.65925489,0.17708396,0.00000000
-4.94947474,2.10140972,1.09715326,1.04522279,0.04126555,0.67518128,0.18138105,0.00000000
-4.94347174,2.15376407,1.15305788,1.07116309,0.04017436,0.68875883,0.18612646,0.00000000
-4.93746873,2.19937504,1.20697405,1.09384345,0.03887885,0.69980717,0.19112145,0.00000000
-4.93146573,2.23748565,1.25815016,1.11281263,0.03739876,0.70819070,0.19618661,0.00000000
-4.92546273,2.26748665,1.30590527,1.12769431,0.03575780,0.71382042,0.20116385,0.00000000
-4.91945973,2.28892817,1.34964718,1.13819458,0.03398272,0.71665506,0.20591816,0.00000000
-4.91345673,2.30152911,1.38888881,1.14410838,0.03210234,0.71670136,0.21033920,0.00000000
-4.90745373,2.30518393,1.42326235,1.14532473,0.03014658,0.71401371,0.21434259,0.00000000
-4.90145073,2.29996629,1.45253027,1.14183032,0.02814551,0.70869274,0.21787096,0.00000000
-4.89544772,2.28612920,1.47659268,1.13371130,0.02612853,0.70088325,0.22089453,0.00000000
-4.88944472,2.26410128,1.49549055,1.12115300,0.02412357,0.69077112,0.22341132,0.00000000
-4.88344172,2.23447896,1.50940447,1.10443731,0.02215653,0.67857942,0.22544675,0.00000000
-4.87743872,2.19801440,1.51864895,1.08393774,0.02025079,0.66456362,0.22705283,0.00000000
-4.87143572,2.15559935,1.52366225,1.06011210,0.01842685,0.64900603,0.22830669,0.00000000
-4.86543272,2.10824526,1.52499226,1.03349290,0.01670219,0.63220961,0.22930856,0.00000000
-4.85942971,2.05705990,1.52327885,1.00467569,0.01509118,0.61449117,0.23017931,0.00000000
-4.85342671,2.00322146,1.51923344,0.97430577,0.01360517,0.59617429,0.23105738,0.00000000
-4.84742371,1.94795074,1.51361661,0.94306351,0.01225259,0.57758206,0.23209541,0.00000000
-4.84142071,1.89248242,1.50721475,0.91164897,0.01103921,0.55903000,0.23345658,0.00000000
-4.83541771,1.83803644,1.50081650,0.88076620,0.00996841,0.54081924,0.23531065,0.00000000
-4.82941471,1.78579050,1.49519004,0.85110787,0.00904145,0.52323038,0.23783004,0.00000000
-4.82341171,1.73685457,1.49106199,0.82334074,0.00825780,0.50651805,0.24118587,0.00000000
-4.81740870,1.69224833,1.48909865,0.79809244,0.00761544,0.49090658,0.24554423,0.00000000
-4.81140570,1.65288232,1.48989020,0.77594005,0.00711111,0.47658671,0.25106264,0.00000000
-4.80540270,1.61954321,1.49393827,0.75740068,0.00674058,0.46371357,0.25788695,0.00000000
-4.79939970,1.59288372,1.50164718,0.74292454,0.00649883,0.45240589,0.26614868,0.00000000
-4.79339670,1.57341730,1.51331897,0.73289038,0.00638023,0.44274647,0.27596293,0.00000000
-4.78739370,1.56151755,1.52915239,0.72760348,0.00637865,0.43478381,0.28742688,0.00000000
-4.78139070,1.55742223,1.54924545,0.72729617,0.00648757,0.42853471,0.30061897,0.00000000
-4.77538769,1.56124152,1.57360170,0.73213061,0.00670014,0.42398784,0.31559873,0.00000000
-4.76938469,1.57297002,1.60213966,0.74220366,0.00700922,0.42110790,0.33240746,0.00000000
-4.76338169,1.59250196,1.63470523,0.75755366,0.00740740,0.41984028,0.35106942,0.00000000
-4.75737869,1.61964894,1.67108659,0.77816864,0.00788701,0.42011593,0.37159387,0.00000000
-4.75137569,1.65415944,1.71103118,0.80399553,0.00844017,0.42185627,0.39397759,0.00000000
-4.74537269,1.69573934,1.75426408,0.83495024,0.00905880,0.42497787,0.41820801,0.00000000
-4.73936968,1.74407262,1.80050731,0.87092783,0.00973462,0.42939681,0.44426669,0.00000000
-4.73336668,1.79884146,1.84949927,0.91181252,0.01045924,0.43503234,0.47213294,0.00000000
-4.72736368,1.85974474,1.90101345,0.95748700,0.01122415,0.44181000,0.50178762,0.00000000
-4.72136068,1.92651435,1.95487576,1.00784066,0.01202082,0.44966382,0.53321653,0.00000000
-4.71535768,1.99892826,2.01097936,1.06277613,0.01284074,0.45853767,0.56641345,0.00000000
-4.70935468,2.07681989,2.06929614,1.12221400,0.01367548,0.46838569,0.60138237,0.00000000
-4.70335168,2.16008294,2.12988407,1.18609505,0.01451674,0.47917186,0.63813870,0.00000000
-4.69734867,2.24867137,2.19288944,1.25438003,0.01535645,0.49086862,0.67670928,0.00000000
-4.69134567,2.34259426,2.25854350,1.32704664,0.01618676,0.50345480,0.71713088,0.00000000
-4.68534267,2.44190538,2.32715307,1.40408377,0.01700012,0.51691287,0.75944721,0.00000000
-4.67933967,2.54668789,2.39908496,1.48548309,0.01778930,0.53122569,0.80370421,0.00000000
-4.67333667,2.65703465,2.47474453,1.57122835,0.01854742,0.54637299,0.84994394,0.00000000
-4.66733367,2.77302485,2.55454898,1.66128281,0.01926791,0.56232780,0.89819698,0.00000000
-4.66133067,2.89469837,2.63889643,1.75557551,0.01994462,0.57905294,0.94847397,0.00000000
-4.65532766,3.02202912,2.72813222,1.85398716,0.02057172,0.59649804,1.00075632,0.00000000
-4.64932466,3.15489901,2.82251434,1.95633661,0.02114380,0.61459703,1.05498708,0.00000000
-4.64332166,3.29307442,2.92217981,2.06236896,0.02165584,0.63326658,1.11106223,0.00000000
-4.63731866,3.43618691,3.02711448,2.17174633,0.02210326,0.65240544,1.16882325,0.00000000
-4.63131566,3.58371992,3.13712832,2.28404233,0.02248195,0.67189499,1.22805162,0.00000000
-4.62531266,3.73500299,3.25183846,2.39874118,0.02278836,0.69160087,1.28846590,0.00000000
-4.61930965,3.88921480,3.37066173,2.51524201,0.02301954,0.71137586,1.34972193,0.00000000
-4.61330665,4.04539551,3.49281811,2.63286903,0.02317325,0.73106382,1.41141660,0.00000000
-4.60730365,4.20246894,3.61734607,2.75088741,0.02324802,0.75050460,1.47309537,0.00000000
-4.60130065,4.35927386,3.74312970,2.86852466,0.02324330,0.76953956,1.53426366,0.00000000
-4.59529765,4.51460345,3.86893728,2.98499690,0.02315948,0.78801760,1.59440166,0.00000000
-4.58929465,4.66725118,3.99346969,3.09953863,0.02299802,0.80580118,1.65298228,0.00000000
-4.58329165,4.81606070,4.11541667,3.21143477,0.02276148,0.82277205,1.70949128,0.00000000
-4.57728864,4.95997702,4.23351798,3.32005285,0.02245355,0.83883625,1.76344869,0.00000000
-4.57128564,5.09809565,4.34662617,3.42487353,0.02207907,0.85392803,1.81443027,0.00000000
-4.56528264,5.22970666,4.45376726,3.52551712,0.02164394,0.86801232,1.86208780,0.00000000
-4.55927964,5.35433015,4.55419540,3.62176403,0.02115507,0.88108555,1.90616669,0.00000000
-4.55327664,5.47174035,4.64743786,3.71356721,0.02062023,0.89317457,1.94651985,0.00000000
-4.54727364,5.58197585,4.73332699,3.80105503,0.02004790,0.90433365,1.98311648,0.00000000
-4.54127064,5.68533441,4.81201622,3.88452337,0.01944706,0.91463958,2.01604502,0.00000000
-4.53526763,5.78235135,4.88397849,3.96441669,0.01882699,0.92418514,2.04550952,0.00000000
-4.52926463,5.87376197,4.94998580,4.04129804,0.01819698,0.93307105,2.07181935,0.00000000
-4.52326163,5.96044919,5.01107038,4.11580915,0.01756612,0.94139711,2.09537234,0.00000000
-4.51725863,6.04337879,5.06846865,4.18862217,0.01694304,0.94925281,2.11663212,0.00000000
-4.51125563,6.12352559,5.12355041,4.26038562,0.01633569,0.95670808,2.13610051,0.00000000
-4.50525263,6.20179463,5.17773694,4.33166726,0.01575114,0.96380482,2.15428652,0.00000000
-4.49924962,6.27894206,5.23241207,4.40289736,0.01519545,0.97054979,2.17167358,0.00000000
-4.49324662,6.35550062,5.28883137,4.47431588,0.01467353,0.97690934,2.18868698,0.00000000
-4.48724362,6.43171454,5.34803459,4.54592701,0.01418912,0.98280659,2.20566328,0.00000000
-4.48124062,6.50748853,5.41076655,4.61746440,0.01374476,0.98812117,2.22282385,0.00000000
-4.47523762,6.58235444,5.47741142,4.68836982,0.01334189,0.99269194,2.24025401,0.00000000
-4.46923462,6.65545864,5.54794465,4.75778734,0.01298095,0.99632247,2.25788941,0.00000000
-4.46323162,6.72557178,5.62190570,4.82457420,0.01266152,0.99878919,2.27551055,0.00000000
-4.45722861,6.79112118,5.69839393,4.88732881,0.01238256,0.99985186,2.29274597,0.00000000
-4.45122561,6.85024507,5.77608829,4.94443495,0.01214262,0.99926574,2.30908424,0.00000000
-4.44522261,6.90086604,5.85329039,4.99412068,0.01194006,0.99679489,2.32389418,0.00000000
-4.43921961,6.94078056,5.92798902,5.03452908,0.01177333,0.99222583,2.33645238,0.00000000
-4.43321661,6.96775961,5.99794290,5.06379773,0.01164114,0.98538063,2.34597646,0.00000000
-4.42721361,6.97965542,6.06077750,5.08014271,0.01154271,0.97612894,2.35166238,0.00000000
-4.42121061,6.97450863,6.11409083,5.08194310,0.01147788,0.96439785,2.35272382,0.00000000
-4.41520760,6.95064992,6.15556258,5.06782146,0.01144726,0.95017932,2.34843127,0.00000000
-4.40920460,6.90679100,6.18306088,5.03671623,0.01145224,0.93353442,2.33814899,0.00000000
-4.40320160,6.84209981,6.19474112,4.98794232,0.01149502,0.91459430,2.32136766,0.00000000
-4.39719860,6.75625625,6.18913154,4.92123673,0.01157851,0.89355759,2.29773106,0.00000000
-4.39119560,6.64948552,6.16520151,4.83678709,0.01170625,0.87068461,2.26705560,0.00000000
-4.38519260,6.52256757,6.12240895,4.73524157,0.01188222,0.84628836,2.22934154,0.00000000
-4.37918959,6.37682235,6.06072500,4.61770002,0.01211061,0.82072308,2.18477576,0.00000000
-4.37318659,6.21407209,5.98063498,4.48568677,0.01239562,0.79437083,2.13372597,0.00000000
-4.36718359,6.03658274,5.88311635,4.34110674,0.01274117,0.76762683,2.07672698,0.00000000
-4.36118059,5.84698797,5.76959522,4.18618715,0.01315067,0.74088445,2.01445997,0.00000000
-4.35517759,5.64819976,5.64188451,4.02340781,0.01362675,0.71452051,1.94772613,0.00000000
-4.34917459,5.44331029,5.50210744,3.85542332,0.01417106,0.68888178,1.87741606,0.00000000
-4.34317159,5.23548991,5.35261076,3.68498103,0.01478405,0.66427322,1.80447688,0.00000000
-4.33716858,5.02788630,5.19587262,3.51483828,0.01546484,0.64094859,1.72987854,0.00000000
-4.33116558,4.82352915,5.03441005,3.34768266,0.01621116,0.61910390,1.65458119,0.00000000
-4.32516258,4.62524464,4.87069054,3.18605841,0.01701925,0.59887378,1.57950513,0.00000000
-4.31915958,4.43558303,4.70705227,3.03230184,0.01788393,0.58033098,1.50550457,0.00000000
-4.31315658,4.25676197,4.54563642,2.88848799,0.01879864,0.56348887,1.43334627,0.00000000
-4.30715358,4.09062707,4.38833443,2.75639002,0.01975561,0.54830665,1.36369383,0.00000000
