energy_ev,total_up,C_s_up,C_p_up,Li_s_up,Rh_p_up,Rh_d_up,S_s_up,S_p_up
-5.28564282,9.28141882,0.01908389,0.88562416,0.26786167,6.53682790,3.68191612,0.10507954,3.07876567
-5.27963982,9.19118709,0.01931914,0.85714168,0.27108966,6.42060084,3.63667587,0.10477233,3.07740301
-5.27363682,9.07018563,0.01950522,0.82673785,0.27298730,6.28681830,3.57858129,0.10408236,3.06517230
-5.26763382,8.91945282,0.01964030,0.79457428,0.27348930,6.13676320,3.50822296,0.10300657,3.04217927
-5.26163082,8.74059536,0.01972354,0.76086116,0.27255935,5.97200291,3.42643091,0.10155070,3.00872245
-5.25562781,8.53573589,0.01975511,0.72585070,0.27019058,5.79434481,3.33425093,0.09972898,2.96527954
-5.24962481,8.30744965,0.01973618,0.68982960,0.26640542,5.60578992,3.23291604,0.09756355,2.91249021
-5.24362181,8.05869353,0.01966893,0.65311093,0.26125452,5.40848647,3.12381416,0.09508365,2.85113633
-5.23761881,7.79273064,0.01955646,0.61602585,0.25481513,5.20468561,3.00845370,0.09232468,2.78212048
-5.23161581,7.51305351,0.01940269,0.57891565,0.24718883,4.99670026,2.88842829,0.08932715,2.70644361
-5.22561281,7.22330864,0.01921227,0.54212434,0.23849870,4.78686846,2.76538201,0.08613553,2.62518261
-5.21960980,6.92722464,0.01899042,0.50599211,0.22888613,4.57752151,2.64097626,0.08279710,2.53946842
-5.21360680,6.62854592,0.01874275,0.47084989,0.21850736,4.37095714,2.51685930,0.07936088,2.45046515
-5.20760380,6.33097316,0.01847511,0.43701503,0.20752972,4.16941759,2.39463906,0.07587650,2.35935062
-5.20160080,6.03811144,0.01819340,0.40478816,0.19612789,3.97507209,2.27585993,0.07239331,2.26729853
-5.19559780,5.75342644,0.01790337,0.37445121,0.18448020,3.79000316,2.16198373,0.06895944,2.17546233
-5.18959480,5.48020860,0.01761046,0.34626647,0.17276494,3.61619601,2.05437499,0.06562115,2.08496100
-5.18359180,5.22154498,0.01731967,0.32047644,0.16115703,3.45553042,1.95429035,0.06242210,1.99686641
-5.17758879,4.98029804,0.01703537,0.29730444,0.14982479,3.30977420,1.86287196,0.05940296,1.91219247
-5.17158579,4.75909050,0.01676120,0.27695559,0.13892722,3.18057767,1.78114415,0.05660093,1.83188568
-5.16558279,4.56029522,0.01650004,0.25961800,0.12861145,3.06946847,1.71001314,0.05404950,1.75681713
-5.15957979,4.38602898,0.01625390,0.24546393,0.11901071,2.97784615,1.65026874,0.05177822,1.68777573
-5.15357679,4.23814885,0.01602396,0.23465060,0.11024262,2.90697597,1.60258768,0.04981253,1.62546250
-5.14757379,4.11825000,0.01581058,0.22732055,0.10240779,2.85798129,1.56753742,0.04817373,1.57048591
-5.14157079,4.02766375,0.01561336,0.22360128,0.09558886,2.83183421,1.54558000,0.04687882,1.52335800
-5.13556778,3.96745462,0.01543125,0.22360393,0.08984985,2.82934379,1.53707491,0.04594056,1.48449124
-5.12956478,3.93841559,0.01526266,0.22742116,0.08523569,2.85114151,1.54228053,0.04536735,1.45419611
-5.12356178,3.94106057,0.01510563,0.23512384,0.08177215,2.89766357,1.56135347,0.04516325,1.43267909
-5.11755878,3.97561368,0.01495796,0.24675682,0.07946589,2.96912985,1.59434544,0.04532791,1.42004122
-5.11155578,4.04199495,0.01481739,0.26233375,0.07830480,3.06551957,1.64119749,0.04585654,1.41627699
-5.10555278,4.13980271,0.01468173,0.28183113,0.07825848,3.18654394,1.70173153,0.04673985,1.42127364
-5.09954977,4.26829310,0.01454905,0.30518183,0.07927894,3.33161645,1.77563949,0.04796404,1.43481071
-5.09354677,4.42635770,0.01441777,0.33226843,0.08130145,3.49982198,1.86247059,0.04951073,1.45656012
-5.08754377,4.61250069,0.01428678,0.36291665,0.08424561,3.68988627,1.96161746,0.05135700,1.48608661
-5.08154077,4.82481741,0.01415544,0.39688946,0.08801666,3.90014762,2.07230205,0.05347540,1.52284886
-5.07553777,5.06097630,0.01402370,0.43388222,0.09250693,4.12853331,2.19356261,0.05583409,1.56620143
-5.06953477,5.31820697,0.01389198,0.47351935,0.09759758,4.37254320,2.32424294,0.05839697,1.61539777
-5.06353177,5.59329648,0.01376117,0.51535301,0.10316054,4.62924340,2.46298535,0.06112398,1.66959455
-5.05752876,5.88259675,0.01363254,0.55886423,0.10906067,4.89527255,2.60822854,0.06397143,1.72785769
-5.05152576,6.18204492,0.01350757,0.60346670,0.11515817,5.16686310,2.75821180,0.06689253,1.78917026
-5.04552276,6.48719865,0.01338785,0.64851364,0.12131107,5.43987952,2.91098637,0.06983794,1.85244258
-5.03951976,6.79328759,0.01327490,0.69330754,0.12737801,5.70987455,3.06443473,0.07275649,1.91652475
-5.03351676,7.09528119,0.01316998,0.73711305,0.13322091,5.97216365,3.21629814,0.07559601,1.98022149
-5.02751376,7.38797263,0.01307400,0.77917244,0.13870779,6.22191699,3.36421239,0.07830424,2.04230950
-5.02151076,7.66607725,0.01298731,0.81872340,0.14371546,6.45426683,3.50575106,0.08082980,2.10155708
-5.01550775,7.92434317,0.01290963,0.85501863,0.14813202,6.66442743,3.63847534,0.08312324,2.15674557
-5.00950475,8.15767087,0.01283995,0.88734633,0.15185919,6.84782321,3.75998892,0.08513808,2.20669240
-5.00350175,8.36123752,0.01277652,0.91505095,0.15481428,7.00022038,3.86799618,0.08683188,2.25027491
-4.99749875,8.53062169,0.01271684,0.93755321,0.15693177,7.11785629,3.96036133,0.08816718,2.28645440
-4.99149575,8.66192330,0.01265770,0.95436862,0.15816443,7.19756080,4.03516641,0.08911242,2.31429957
-4.98549275,8.75187392,0.01259533,0.96512341,0.15848401,7.23686378,4.09076566,0.08964274,2.33300854
-4.97948974,8.79793258,0.01252548,0.96956744,0.15788137,7.23408336,4.12583396,0.08974054,2.34192858
-4.97348674,8.79836292,0.01244360,0.96758314,0.15636608,7.18839030,4.13940728,0.08939596,2.34057290
-4.96748374,8.75228807,0.01234509,0.95919026,0.15396562,7.09984491,4.13091330,0.08860716,2.32863368
-4.96148074,8.65972086,0.01222544,0.94454604,0.15072408,6.96940436,4.10019101,0.08738027,2.30599091
-4.95547774,8.52156783,0.01208049,0.92394092,0.14670047,6.79889954,4.04749825,0.08572936,2.27271659
-4.94947474,8.33960696,0.01190662,0.89778989,0.14196676,6.59098230,3.97350701,0.08367594,2.22907412
-4.94347174,8.11644009,0.01170096,0.86661989,0.13660564,6.34904539,3.87928682,0.08124856,2.17551289
-4.93746873,7.85542217,0.01146155,0.83105402,0.13070823,6.07711868,3.76627680,0.07848198,2.11265821
-4.93146573,7.56057062,0.01118749,0.79179310,0.12437166,5.77974653,3.63624786,0.07541646,2.04129706
-4.92546273,7.23645864,0.01087903,0.74959556,0.11769676,5.46185180,3.49125669,0.07209677,1.96236010
-4.91945973,6.88809714,0.01053765,0.70525664,0.11078584,5.12859275,3.33359336,0.06857122,1.87690075
-4.91345673,6.52081020,0.01016608,0.65958751,0.10374071,4.78521884,3.16572499,0.06489070,1.78607207
-4.90745373,6.14010889,0.00976824,0.61339551,0.09666092,4.43693162,2.99023748,0.06110764,1.69110218
-4.90145073,5.75156836,0.00934926,0.56746597,0.08964232,4.08875595,2.80977771,0.05727510,1.59326942
-4.89544772,5.36071226,0.00891533,0.52254636,0.08277594,3.74542626,2.62699807,0.05344590,1.49387769
-4.88944472,4.97290839,0.00847360,0.47933317,0.07614720,3.41129114,2.44450532,0.04967187,1.39423308
-4.88344172,4.59327826,0.00803203,0.43846169,0.06983548,3.09023895,2.26481516,0.04600314,1.29562230
-4.87743872,4.22662266,0.00759927,0.40049899,0.06391394,2.78564525,2.09031362,0.04248766,1.19929361
-4.87143572,3.87736418,0.00718443,0.36593976,0.05844967,2.50034218,1.92322592,0.03917075,1.10644042
-4.86543272,3.54950691,0.00679698,0.33520490,0.05350399,2.23660870,1.76559320,0.03609478,1.01818815
-4.85942971,3.24661252,0.00644652,0.30864252,0.04913301,1.99617944,1.61925687,0.03329902,0.93558404
-4.85342671,2.97179127,0.00614263,0.28653077,0.04538820,1.78026969,1.48585006,0.03081945,0.85959010
-4.84742371,2.72770579,0.00589471,0.26908214,0.04231705,1.58961312,1.36679547,0.02868873,0.79107879
-4.84142071,2.51658508,0.00571184,0.25644852,0.03996368,1.42450870,1.26330836,0.02693615,0.73083105
-4.83541771,2.34024580,0.00560255,0.24872670,0.03836935,1.28487355,1.17640359,0.02558763,0.67953617
-4.82941471,2.20011784,0.00557476,0.24596366,0.03757280,1.17029805,1.10690516,0.02466562,0.63779291
-4.82341171,2.09727126,0.00563556,0.24816133,0.03761042,1.08010053,1.05545702,0.02418905,0.60611130
-4.81740870,2.03244175,0.00579111,0.25528051,0.03851609,1.01337873,1.02253370,0.02417314,0.58491431
-4.81140570,2.00605230,0.00604644,0.26724368,0.04032079,0.96905618,1.00844965,0.02462923,0.57453902
-4.80540270,2.01822914,0.00640538,0.28393668,0.04305191,0.94592213,1.01336620,0.02556441,0.57523664
-4.79939970,2.06881068,0.00687033,0.30520909,0.04673222,0.94266410,1.03729548,0.02698118,0.58717098
-4.79339670,2.15734862,0.00744220,0.33087372,0.05137864,0.95789300,1.08010086,0.02887703,0.61041524
-4.78739370,2.28310149,0.00812022,0.36070499,0.05700067,0.99016099,1.14149367,0.03124391,0.64494698
-4.78139070,2.44502103,0.00890186,0.39443690,0.06359877,1.03797283,1.22102666,0.03406779,0.69064139
-4.77538769,2.64173307,0.00978275,0.43176055,0.07116258,1.09979185,1.31808448,0.03732819,0.74726315
-4.76938469,2.87151451,0.01075659,0.47232187,0.07966917,1.17404184,1.43187230,0.04099777,0.81445752
-4.76338169,3.13226918,0.01181513,0.51571979,0.08908138,1.25910629,1.56140357,0.04504207,0.89174109
-4.75737869,3.42150512,0.01294821,0.56150521,0.09934644,1.35332648,1.70548832,0.04941935,0.97849319
-4.75137569,3.73631641,0.01414382,0.60918136,0.11039488,1.45500001,1.86272345,0.05408070,1.07394871
-4.74537269,4.07337263,0.01538822,0.65820550,0.12213996,1.56238095,2.03148666,0.05897028,1.17719332
-4.73936968,4.42891879,0.01666613,0.70799260,0.13447758,1.67368282,2.20993542,0.06402589,1.28716198
-4.73336668,4.79878840,0.01796098,0.75792082,0.14728691,1.78708531,2.39601240,0.06917975,1.40264156
-4.72736368,5.17843175,0.01925518,0.80733915,0.16043166,1.90074530,2.58745860,0.07435961,1.52227824
-4.72136068,5.56296080,0.02053052,0.85557692,0.17376210,2.01281242,2.78183477,0.07949001,1.64459035
-4.71535768,5.94721137,0.02176851,0.90195519,0.18711778,2.12144921,2.97655186,0.08449384,1.76798666
-4.70935468,6.32582221,0.02295082,0.94579975,0.20033087,2.22485538,3.16891010,0.08929406,1.89079037
-4.70335168,6.69332983,0.02405971,0.98645520,0.21323015,2.32129561,3.35614657,0.09381552,2.01126833
-4.69734867,7.04427680,0.02507847,1.02329992,0.22564531,2.40912996,3.53548976,0.09798685,2.12766498
-4.69134567,7.37333035,0.02599184,1.05576112,0.23741166,2.48684561,3.70422001,0.10174233,2.23823997
-4.68534267,7.67540738,0.02678639,1.08332962,0.24837480,2.55308891,3.85973351,0.10502366,2.34130849
-4.67933967,7.94580133,0.02745084,1.10557352,0.25839523,2.60669614,3.99960770,0.10778156,2.43528266
-4.67333667,8.18030572,0.02797640,1.12215044,0.26735264,2.64672174,4.12166541,0.10997713,2.51871261
-4.66733367,8.37532949,0.02835690,1.13281748,0.27514959,2.67246269,4.22403504,0.11158295,2.59032562
-4.66133067,8.52799868,0.02858896,1.13743866,0.28171452,2.68347780,4.30520408,0.11258371,2.64906147
-4.65532766,8.63624014,0.02867199,1.13598926,0.28700382,2.67960101,4.36406342,0.11297661,2.69410277
-4.64932466,8.69884294,0.02860818,1.12855696,0.29100291,2.66094796,4.39994037,0.11277125,2.72489861
-4.64332166,8.71549441,0.02840234,1.11533952,0.29372628,2.62791535,4.41261852,0.11198912,2.74118063
-4.63731866,8.68678894,0.02806166,1.09663911,0.29521634,2.58117308,4.40234333,0.11066281,2.74297063
-4.63131566,8.61420847,0.02759548,1.07285344,0.29554135,2.52164921,4.36981303,0.10883472,2.73057932
-4.62531266,8.50007536,0.02701492,1.04446406,0.29479228,2.45050842,4.31615486,0.10655561,2.70459628
-4.61930965,8.34747936,0.02633251,1.01202224,0.29307896,2.36912461,4.24288759,0.10388287,2.66587140
-4.61330665,8.16018172,0.02556177,0.97613301,0.29052561,2.27904880,4.15187196,0.10087864,2.61548867
-4.60730365,7.94250037,0.02471684,0.93743803,0.28726597,2.18197334,4.04525087,0.09760784,2.55473352
-4.60130065,7.69918118,0.02381206,0.89659793,0.28343836,2.07969394,3.92538224,0.09413623,2.48505488
-4.59529765,7.43526057,0.02286163,0.85427491,0.27918077,1.97407060,3.79476703,0.09052854,2.40802389
-4.58929465,7.15592511,0.02187921,0.81111610,0.27462636,1.86698892,3.65597577,0.08684676,2.32529062
-4.58329165,6.86637375,0.02087773,0.76773845,0.26989950,1.76032287,3.51157634,0.08314859,2.23854081
-4.57728864,6.57168773,0.01986908,0.72471556,0.26511250,1.65589998,3.36406599,0.07948625,2.14945395
-4.57128564,6.27671279,0.01886401,0.68256686,0.26036321,1.55546981,3.21581004,0.07590548,2.05966447
-4.56528264,5.98595731,0.01787200,0.64174939,0.25573350,1.46067620,3.06898926,0.07244488,1.97072695
-4.55927964,5.70350905,0.01690122,0.60265234,0.25128863,1.37303359,2.92555749,0.06913558,1.88408640
-4.55327664,5.43297199,0.01595856,0.56559432,0.24707752,1.29390739,2.78721041,0.06600116,1.80105414
-4.54727364,5.17742390,0.01504965,0.53082311,0.24313370,1.22449839,2.65536586,0.06305792,1.72278954
-4.54127064,4.93939386,0.01417903,0.49851789,0.23947702,1.16583069,2.53115530,0.06031530,1.65028757
-4.53526763,4.72085846,0.01335023,0.46879333,0.23611563,1.11874277,2.41542584,0.05777656,1.58437173
-4.52926463,4.52325447,0.01256592,0.44170532,0.23304849,1.08388122,2.30875165,0.05543955,1.52569201
-4.52326163,4.34750531,0.01182813,0.41725793,0.23026772,1.06169653,2.21145324,0.05329763,1.47472690
-4.51725863,4.19405847,0.01113833,0.39541095,0.22776113,1.05244061,2.12362301,0.05134063,1.43178900
-4.51125563,4.06293090,0.01049765,0.37608796,0.22551437,1.05616577,2.04515535,0.04955576,1.39703321
-4.50525263,3.95375967,0.00990698,0.35918418,0.22351289,1.07272488,1.97577969,0.04792857,1.37046692
-4.49924962,3.86585537,0.00936715,0.34457410,0.22174339,1.10177293,1.91509482,0.04644377,1.35196163
-4.49324662,3.79825641,0.00887896,0.33211846,0.22019496,1.14277022,1.86260333,0.04508596,1.34126541
