energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-5.77188594,1.32696737,0.75947093,0.00000000,0.00160035,0.12486554,0.47153156,0.54219611,0.48094949,0.00000000
-5.76588294,1.33477056,0.77594761,0.00000000,0.00168001,0.12891057,0.47533823,0.53375620,0.49465407,0.00000000
-5.75987994,1.34863747,0.79411693,0.00000000,0.00177649,0.13391765,0.48284505,0.52802496,0.51096505,0.00000000
-5.75387694,1.36794720,0.81367990,0.00000000,0.00188902,0.13986563,0.49359720,0.52478604,0.52945524,0.00000000
-5.74787394,1.39199613,0.83430265,0.00000000,0.00201701,0.14672137,0.50708675,0.52379449,0.54964801,0.00000000
-5.74187094,1.42001205,0.85562110,0.00000000,0.00216021,0.15443870,0.52276528,0.52478235,0.57102948,0.00000000
-5.73586793,1.45116902,0.87724650,0.00000000,0.00231878,0.16295746,0.54005735,0.52746374,0.59306192,0.00000000
-5.72986493,1.48460288,0.89877205,0.00000000,0.00249338,0.17220278,0.55837460,0.53153968,0.61519815,0.00000000
-5.72386193,1.51942757,0.91978049,0.00000000,0.00268533,0.18208473,0.57713007,0.53670262,0.63689633,0.00000000
-5.71785893,1.55475205,0.93985247,0.00000000,0.00289665,0.19249841,0.59575253,0.54264094,0.65763493,0.00000000
-5.71185593,1.58969778,0.95857575,0.00000000,0.00313018,0.20332456,0.61370041,0.54904341,0.67692730,0.00000000
-5.70585293,1.62341644,0.97555464,0.00000000,0.00338960,0.21443073,0.63047490,0.55560382,0.69433526,0.00000000
-5.69984992,1.65510759,0.99041976,0.00000000,0.00367946,0.22567311,0.64563203,0.56202581,0.70948141,0.00000000
-5.69384692,1.68403594,1.00283739,0.00000000,0.00400519,0.23689889,0.65879318,0.56802788,0.72205949,0.00000000
-5.68784392,1.70954753,1.01251841,0.00000000,0.00437300,0.24794927,0.66965365,0.57334846,0.73184254,0.00000000
-5.68184092,1.73108442,1.01922611,0.00000000,0.00478981,0.25866291,0.67798920,0.57775118,0.73868831,0.00000000
-5.67583792,1.74819744,1.02278280,0.00000000,0.00526304,0.26887980,0.68366006,0.58102990,0.74254188,0.00000000
-5.66983492,1.76055617,1.02307479,0.00000000,0.00580042,0.27844540,0.68661238,0.58301361,0.74343522,0.00000000
-5.66383192,1.76795611,1.02005543,0.00000000,0.00640970,0.28721482,0.68687703,0.58357086,0.74148370,0.00000000
-5.65782891,1.77032233,1.01374630,0.00000000,0.00709832,0.29505703,0.68456577,0.58261348,0.73687970,0.00000000
-5.65182591,1.76770962,1.00423618,0.00000000,0.00787305,0.30185876,0.67986486,0.58009965,0.72988363,0.00000000
-5.64582291,1.76029884,0.99167805,0.00000000,0.00873957,0.30752800,0.67302643,0.57603583,0.72081256,0.00000000
-5.63981991,1.74838980,0.97628415,0.00000000,0.00970206,0.31199695,0.66435787,0.57047769,0.71002715,0.00000000
-5.63381691,1.73239058,0.95831927,0.00000000,0.01076277,0.31522420,0.65420970,0.56352971,0.69791731,0.00000000
-5.62781391,1.71280388,0.93809261,0.00000000,0.01192164,0.31719618,0.64296231,0.55534361,0.68488723,0.00000000
-5.62181091,1.69021079,0.91594844,0.00000000,0.01317591,0.31792758,0.63101213,0.54611544,0.67134038,0.00000000
-5.61580790,1.66525250,0.89225598,0.00000000,0.01451983,0.31746098,0.61875779,0.53608140,0.65766517,0.00000000
-5.60980490,1.63861075,0.86739891,0.00000000,0.01594447,0.31586539,0.60658659,0.52551257,0.64422175,0.00000000
-5.60380190,1.61098770,0.84176470,0.00000000,0.01743757,0.31323405,0.59486211,0.51470864,0.63133055,0.00000000
-5.59779890,1.58308579,0.81573438,0.00000000,0.01898360,0.30968133,0.58391297,0.50399077,0.61926294,0.00000000
-5.59179590,1.55558858,0.78967291,0.00000000,0.02056386,0.30533900,0.57402347,0.49369395,0.60823424,0.00000000
-5.58579290,1.52914301,0.76392044,0.00000000,0.02215679,0.30035198,0.56542617,0.48415905,0.59839949,0.00000000
-5.57978989,1.50434385,0.73878481,0.00000000,0.02373840,0.29487366,0.55829664,0.47572482,0.58985173,0.00000000
-5.57378689,1.48172071,0.71453537,0.00000000,0.02528277,0.28906115,0.55275061,0.46872027,0.58262307,0.00000000
-5.56778389,1.46172819,0.69139831,0.00000000,0.02676278,0.28307049,0.54884326,0.46345754,0.57668814,0.00000000
-5.56178089,1.44473927,0.66955355,0.00000000,0.02815085,0.27705201,0.54657083,0.46022585,0.57196970,0.00000000
-5.55577789,1.43104222,0.64913318,0.00000000,0.02941974,0.27114612,0.54587419,0.45928642,0.56834617,0.00000000
-5.54977489,1.42084089,0.63022143,0.00000000,0.03054342,0.26547961,0.54664421,0.46086895,0.56566051,0.00000000
-5.54377189,1.41425845,0.61285611,0.00000000,0.03149795,0.26016249,0.54872862,0.46516959,0.56373003,0.00000000
-5.53776888,1.41134402,0.59703123,0.00000000,0.03226226,0.25528560,0.55194002,0.47235051,0.56235673,0.00000000
-5.53176588,1.41208203,0.58270088,0.00000000,0.03281887,0.25091900,0.55606466,0.48254126,0.56133762,0.00000000
-5.52576288,1.41640362,0.56978390,0.00000000,0.03315454,0.24711106,0.56087162,0.49584154,0.56047449,0.00000000
-5.51975988,1.42419961,0.55816930,0.00000000,0.03326071,0.24388836,0.56612207,0.51232548,0.55958300,0.00000000
-5.51375688,1.43533428,0.54772210,0.00000000,0.03313385,0.24125626,0.57157812,0.53204699,0.55850041,0.00000000
-5.50775388,1.44965916,0.53828943,0.00000000,0.03277551,0.23920013,0.57701117,0.55504585,0.55709196,0.00000000
-5.50175088,1.46702637,0.52970662,0.00000000,0.03219234,0.23768711,0.58220924,0.58135414,0.55525556,0.00000000
-5.49574787,1.48730048,0.52180309,0.00000000,0.03139578,0.23666822,0.58698319,0.61100241,0.55292477,0.00000000
-5.48974487,1.51036841,0.51440785,0.00000000,0.03040171,0.23608089,0.59117169,0.64402527,0.55007003,0.00000000
-5.48374187,1.53614684,0.50735448,0.00000000,0.02922982,0.23585156,0.59464467,0.68046555,0.54669817,0.00000000
-5.47773887,1.56458641,0.50048546,0.00000000,0.02790297,0.23589843,0.59730532,0.72037684,0.54285042,0.00000000
-5.47173587,1.59567267,0.49365577,0.00000000,0.02644642,0.23613409,0.59909065,0.76382379,0.53859902,0.00000000
-5.46573287,1.62942342,0.48673570,0.00000000,0.02488699,0.23646811,0.59997057,0.81087983,0.53404266,0.00000000
-5.45972986,1.66588248,0.47961295,0.00000000,0.02325223,0.23680936,0.59994575,0.86162218,0.52930111,0.00000000
-5.45372686,1.70511003,0.47219389,0.00000000,0.02156962,0.23706816,0.59904421,0.91612403,0.52450919,0.00000000
-5.44772386,1.74717001,0.46440414,0.00000000,0.01986578,0.23715811,0.59731710,0.97444405,0.51981043,0.00000000
-5.44172086,1.79211491,0.45618861,0.00000000,0.01816582,0.23699766,0.59483376,1.03661342,0.51535063,0.00000000
-5.43571786,1.83996892,0.44751091,0.00000000,0.01649277,0.23651139,0.59167622,1.10262109,0.51127165,0.00000000
-5.42971486,1.89070997,0.43835239,0.00000000,0.01486711,0.23563111,0.58793372,1.17239776,0.50770552,0.00000000
-5.42371186,1.94425193,0.42871084,0.00000000,0.01330646,0.23429668,0.58369714,1.24579943,0.50476915,0.00000000
-5.41770885,2.00042778,0.41859901,0.00000000,0.01182540,0.23245663,0.57905394,1.32259158,0.50255984,0.00000000
-5.41170585,2.05897482,0.40804304,0.00000000,0.01043538,0.23006873,0.57408361,1.40243492,0.50115157,0.00000000
-5.40570285,2.11952308,0.39708078,0.00000000,0.00914481,0.22710034,0.56885402,1.48487376,0.50059228,0.00000000
-5.39969985,2.18158768,0.38576028,0.00000000,0.00795916,0.22352873,0.56341867,1.56932806,0.50090218,0.00000000
-5.39369685,2.24456607,0.37413830,0.00000000,0.00688126,0.21934127,0.55781515,1.65509005,0.50207314,0.00000000
-5.38769385,2.30774069,0.36227906,0.00000000,0.00591155,0.21453560,0.55206469,1.74132612,0.50406909,0.00000000
-5.38169085,2.37028748,0.35025305,0.00000000,0.00504845,0.20911960,0.54617298,1.82708466,0.50682761,0.00000000
-5.37568784,2.43129043,0.33813614,0.00000000,0.00428871,0.20311141,0.54013208,1.91130992,0.51026246,0.00000000
-5.36968484,2.48976177,0.32600878,0.00000000,0.00362782,0.19653914,0.53392335,1.99286204,0.51426711,0.00000000
-5.36368184,2.54466756,0.31395535,0.00000000,0.00306032,0.18944056,0.52752131,2.07054269,0.51871917,0.00000000
-5.35767884,2.59495781,0.30206371,0.00000000,0.00258021,0.18186259,0.52089805,2.14312579,0.52348559,0.00000000
-5.35167584,2.63960004,0.29042471,0.00000000,0.00218118,0.17386047,0.51402814,2.20939221,0.52842840,0.00000000
-5.34567284,2.67761494,0.27913184,0.00000000,0.00185693,0.16549693,0.50689359,2.26816714,0.53341093,0.00000000
-5.33966983,2.70811277,0.26828078,0.00000000,0.00160138,0.15684096,0.49948863,2.31835868,0.53830417,0.00000000
-5.33366683,2.73032872,0.25796900,0.00000000,0.00140882,0.14796653,0.49182413,2.35899591,0.54299309,0.00000000
-5.32766383,2.74365566,0.24829517,0.00000000,0.00127403,0.13895105,0.48393114,2.38926480,0.54738254,0.00000000
-5.32166083,2.74767258,0.23935846,0.00000000,0.00119239,0.12987379,0.47586354,2.40854017,0.55140261,0.00000000
-5.31565783,2.74216727,0.23125768,0.00000000,0.00115988,0.12081415,0.46769952,2.41641209,0.55501301,0.00000000
-5.30965483,2.72715203,0.22409025,0.00000000,0.00117306,0.11184999,0.45954170,2.41270551,0.55820629,0.00000000
-5.30365183,2.70287123,0.21795091,0.00000000,0.00122908,0.10305594,0.45151590,2.39749187,0.56100962,0.00000000
-5.29764882,2.66980040,0.21293030,0.00000000,0.00132553,0.09450185,0.44376852,2.37109205,0.56348511,0.00000000
-5.29164582,2.62863639,0.20911334,0.00000000,0.00146044,0.08625140,0.43646261,2.33407047,0.56572826,0.00000000
-5.28564282,2.58027901,0.20657744,0.00000000,0.00163210,0.07836095,0.42977278,2.28722030,0.56786493,0.00000000
-5.27963982,2.52580480,0.20539073,0.00000000,0.00183899,0.07087856,0.42387925,2.23154049,0.57004657,0.00000000
-5.27363682,2.46643395,0.20561013,0.00000000,0.00207962,0.06384340,0.41896112,2.16820563,0.57244402,0.00000000
-5.26763382,2.40349187,0.20727964,0.00000000,0.00235244,0.05728539,0.41518940,2.09852985,0.57524019,0.00000000
-5.26163082,2.33836711,0.21042867,0.00000000,0.00265574,0.05122514,0.41272001,2.02392653,0.57862182,0.00000000
-5.25562781,2.27246755,0.21507070,0.00000000,0.00298754,0.04567421,0.41168712,1.94586548,0.58277090,0.00000000
-5.24962481,2.20717675,0.22120225,0.00000000,0.00334548,0.04063564,0.41219727,1.86582957,0.58785592,0.00000000
-5.24362181,2.14381246,0.22880230,0.00000000,0.00372683,0.03610465,0.41432433,1.78527257,0.59402377,0.00000000
-5.23761881,2.08358907,0.23783217,0.00000000,0.00412841,0.03206964,0.41810590,1.70558005,0.60139238,0.00000000
-5.23161581,2.02758548,0.24823593,0.00000000,0.00454657,0.02851331,0.42354097,1.62803465,0.61004467,0.00000000
-5.22561281,1.97671959,0.25994143,0.00000000,0.00497726,0.02541384,0.43058929,1.55378709,0.62002407,0.00000000
-5.21960980,1.93173026,0.27286171,0.00000000,0.00541603,0.02274628,0.43917219,1.48383366,0.63133196,0.00000000
-5.21360680,1.89316711,0.28689700,0.00000000,0.00585810,0.02048387,0.44917499,1.41900070,0.64392687,0.00000000
-5.20760380,1.86138807,0.30193706,0.00000000,0.00629848,0.01859938,0.46045083,1.35993618,0.65772583,0.00000000
-5.20160080,1.83656426,0.31786378,0.00000000,0.00673203,0.01706653,0.47282561,1.30710804,0.67260749,0.00000000
-5.19559780,1.81869152,0.33455395,0.00000000,0.00715361,0.01586122,0.48610402,1.26080878,0.68841689,0.00000000
-5.18959480,1.80760732,0.35188209,0.00000000,0.00755821,0.01496280,0.50007609,1.22116533,0.70497169,0.00000000
-5.18359180,1.80301194,0.36972306,0.00000000,0.00794104,0.01435522,0.51452429,1.18815340,0.72206948,0.00000000
-5.17758879,1.80449260,0.38795455,0.00000000,0.00829770,0.01402805,0.52923058,1.16161491,0.73949568,0.00000000
-5.17158579,1.81154904,0.40645914,0.00000000,0.00862426,0.01397747,0.54398336,1.14127755,0.75703187,0.00000000
-5.16558279,1.82361936,0.42512605,0.00000000,0.00891737,0.01420702,0.55858400,1.12677528,0.77446399,0.00000000
-5.15957979,1.84010506,0.44385238,0.00000000,0.00917435,0.01472837,0.57285270,1.11766887,0.79159021,0.00000000
-5.15357679,1.86039417,0.46254398,0.00000000,0.00939325,0.01556173,0.58663370,1.11346553,0.80822800,0.00000000
-5.14757379,1.88388199,0.48111588,0.00000000,0.00957288,0.01673631,0.59979952,1.11363710,0.82422047,0.00000000
-5.14157079,1.90998877,0.49949248,0.00000000,0.00971285,0.01829040,0.61225440,1.11763634,0.83944148,0.00000000
-5.13556778,1.93817422,0.51760743,0.00000000,0.00981353,0.02027132,0.62393670,1.12491101,0.85379963,0.00000000
-5.12956478,1.96794878,0.53540344,0.00000000,0.00987604,0.02273506,0.63482045,1.13491574,0.86724100,0.00000000
-5.12356178,1.99888169,0.55283197,0.00000000,0.00990221,0.02574573,0.64491595,1.14712175,0.87975054,0.00000000
-5.11755878,2.03060611,0.56985305,0.00000000,0.00989449,0.02937456,0.65426939,1.16102448,0.89135233,0.00000000
-5.11155578,2.06282149,0.58643511,0.00000000,0.00985588,0.03369867,0.66296164,1.17614955,0.90210840,0.00000000
-5.10555278,2.09529356,0.60255494,0.00000000,0.00978985,0.03879942,0.67110610,1.19205712,0.91211646,0.00000000
-5.09954977,2.12785201,0.61819769,0.00000000,0.00970020,0.04476043,0.67884555,1.20834494,0.92150641,0.00000000
-5.09354677,2.16038628,0.63335693,0.00000000,0.00959101,0.05166518,0.68634817,1.22465039,0.93043567,0.00000000
-5.08754377,2.19283936,0.64803459,0.00000000,0.00946646,0.05959435,0.69380246,1.24065152,0.93908350,0.00000000
-5.08154077,2.22520007,0.66224072,0.00000000,0.00933078,0.06862276,0.70141132,1.25606733,0.94764422,0.00000000
-5.07553777,2.25749363,0.67599297,0.00000000,0.00918811,0.07881616,0.70938515,1.27065725,0.95631967,0.00000000
-5.06953477,2.28977089,0.68931560,0.00000000,0.00904238,0.09022781,0.71793421,1.28421992,0.96531084,0.00000000
-5.06353177,2.32209636,0.70223801,0.00000000,0.00889725,0.10289505,0.72726024,1.29659125,0.97480908,0.00000000
-5.05752876,2.35453537,0.71479274,0.00000000,0.00875599,0.11683594,0.73754772,1.30764177,0.98498704,0.00000000
-5.05152576,2.38714069,0.72701290,0.00000000,0.00862141,0.13204616,0.74895493,1.31727343,0.99598971,0.00000000
-5.04552276,2.41993927,0.73892911,0.00000000,0.00849579,0.14849628,0.76160531,1.32541575,1.00792603,0.00000000
-5.03951976,2.45291957,0.75056612,0.00000000,0.00838083,0.16612962,0.77557932,1.33202166,1.02086134,0.00000000
-5.03351676,2.48602029,0.76193925,0.00000000,0.00827760,0.18486077,0.79090743,1.33706315,1.03481122,0.00000000
-5.02751376,2.51912122,0.77305088,0.00000000,0.00818655,0.20457505,0.80756458,1.34052688,1.04973716,0.00000000
-5.02151076,2.55203692,0.78388728,0.00000000,0.00810748,0.22512886,0.82546644,1.34241023,1.06554430,0.00000000
-5.01550775,2.58451393,0.79441609,0.00000000,0.00803959,0.24635115,0.84446804,1.34271787,1.08208168,0.00000000
-5.00950475,2.61623203,0.80458456,0.00000000,0.00798151,0.26804596,0.86436471,1.34145918,1.09914518,0.00000000
-5.00350175,2.64680980,0.81431901,0.00000000,0.00793137,0.28999602,0.88489577,1.33864682,1.11648305,0.00000000
-4.99749875,2.67581467,0.82352547,0.00000000,0.00788688,0.31196739,0.90575071,1.33429645,1.13380412,0.00000000
-4.99149575,2.70277724,0.83209181,0.00000000,0.00784542,0.33371497,0.92657796,1.32842775,1.15078838,0.00000000
-4.98549275,2.72720925,0.83989108,0.00000000,0.00780415,0.35498866,0.94699569,1.32106666,1.16709940,0.00000000
-4.97948974,2.74862459,0.84678636,0.00000000,0.00776015,0.37554005,0.96660447,1.31224871,1.18239823,0.00000000
-4.97348674,2.76656215,0.85263653,0.00000000,0.00771052,0.39512923,0.98500100,1.30202311,1.19635794,0.00000000
-4.96748374,2.78060939,0.85730301,0.00000000,0.00765248,0.41353153,1.00179249,1.29045730,1.20867813,0.00000000
-4.96148074,2.79042516,0.86065696,0.00000000,0.00758352,0.43054378,1.01661083,1.27764154,1.21909871,0.00000000
-4.95547774,2.79576041,0.86258654,0.00000000,0.00750147,0.44598985,1.02912591,1.26369301,1.22741199,0.00000000
-4.94947474,2.79647544,0.86300390,0.00000000,0.00740459,0.45972526,1.03905752,1.24875904,1.23347257,0.00000000
-4.94347174,2.79255242,0.86185135,0.00000000,0.00729165,0.47164042,1.04618502,1.23301896,1.23720438,0.00000000
-4.93746873,2.78410226,0.85910644,0.00000000,0.00716194,0.48166259,1.05035460,1.21668426,1.23860436,0.00000000
-4.93146573,2.77136520,0.85478541,0.00000000,0.00701530,0.48975623,1.05148348,1.19999677,1.23774269,0.00000000
-4.92546273,2.75470472,0.84894502,0.00000000,0.00685212,0.49592192,1.04956115,1.18322473,1.23475932,0.00000000
-4.91945973,2.73459498,0.84168233,0.00000000,0.00667331,0.50019379,1.04464749,1.16665672,1.22985710,0.00000000
-4.91345673,2.71160222,0.83313253,0.00000000,0.00648024,0.50263569,1.03686797,1.15059364,1.22329182,0.00000000
-4.90745373,2.68636100,0.82346479,0.00000000,0.00627467,0.50333625,1.02640632,1.13533901,1.21535960,0.00000000
-4.90145073,2.65954646,0.81287634,0.00000000,0.00605868,0.50240323,1.01349504,1.12118801,1.20638251,0.00000000
-4.89544772,2.63184409,0.80158513,0.00000000,0.00583458,0.49995739,0.99840441,1.10841573,1.19669288,0.00000000
-4.88944472,2.60391846,0.78982117,0.00000000,0.00560482,0.49612626,0.98143045,1.09726529,1.18661749,0.00000000
-4.88344172,2.57638274,0.77781728,0.00000000,0.00537187,0.49103822,0.96288276,1.08793642,1.17646213,0.00000000
-4.87743872,2.54977047,0.76579946,0.00000000,0.00513814,0.48481714,0.94307255,1.08057507,1.16649756,0.00000000
-4.87143572,2.52451108,0.75397754,0.00000000,0.00490592,0.47757783,0.92230167,1.07526469,1.15694747,0.00000000
-4.86543272,2.50091044,0.74253637,0.00000000,0.00467727,0.46942270,0.90085296,1.07201965,1.14797897,0.00000000
-4.85942971,2.47913733,0.73162818,0.00000000,0.00445398,0.46043949,0.87898247,1.07078114,1.13969605,0.00000000
-4.85342671,2.45921645,0.72136626,0.00000000,0.00423754,0.45070044,0.85691354,1.07141587,1.13213628,0.00000000
-4.84742371,2.44102812,0.71182043,0.00000000,0.00402908,0.44026254,0.83483311,1.07371770,1.12527068,0.00000000
-4.84142071,2.42431470,0.70301440,0.00000000,0.00382941,0.42916906,0.81289004,1.07741204,1.11900674,0.00000000
-4.83541771,2.40869303,0.69492506,0.00000000,0.00363896,0.41745201,0.79119533,1.08216303,1.11319421,0.00000000
-4.82941471,2.39367227,0.68748390,0.00000000,0.00345786,0.40513525,0.76982417,1.08758303,1.10763334,0.00000000
-4.82341171,2.37867606,0.68058029,0.00000000,0.00328594,0.39223821,0.74881917,1.09324419,1.10208489,0.00000000
-4.81740870,2.36306779,0.67406650,0.00000000,0.00312280,0.37877964,0.72819476,1.09869143,1.09628154,0.00000000
-4.81140570,2.34617782,0.66776431,0.00000000,0.00296781,0.36478138,0.70794213,1.10345644,1.08993993,0.00000000
-4.80540270,2.32733121,0.66147280,0.00000000,0.00282022,0.35027169,0.68803447,1.10707208,1.08277278,0.00000000
-4.79939970,2.30587488,0.65497703,0.00000000,0.00267919,0.33528805,0.66843219,1.10908663,1.07450068,0.00000000
-4.79339670,2.28120303,0.64805724,0.00000000,0.00254383,0.31987923,0.64908776,1.10907737,1.06486284,0.00000000
-4.78739370,2.25277993,0.64049823,0.00000000,0.00241327,0.30410646,0.62995003,1.10666305,1.05362673,0.00000000
-4.78139070,2.22015931,0.63209848,0.00000000,0.00228670,0.28804379,0.61096793,1.10151483,1.04059613,0.00000000
-4.77538769,2.18299988,0.62267874,0.00000000,0.00216342,0.27177753,0.59209345,1.09336537,1.02561740,0.00000000
-4.76938469,2.14107665,0.61208972,0.00000000,0.00204282,0.25540495,0.57328387,1.08201592,1.00858418,0.00000000
-4.76338169,2.09428796,0.60021866,0.00000000,0.00192447,0.23903226,0.55450339,1.06734118,0.98944021,0.00000000
-4.75737869,2.04265833,0.58699447,0.00000000,0.00180806,0.22277213,0.53572421,1.04929191,0.96818053,0.00000000
-4.75137569,1.98633729,0.57239142,0.00000000,0.00169346,0.20674080,0.51692714,1.02789543,0.94485125,0.00000000
-4.74537269,1.92559470,0.55643112,0.00000000,0.00158065,0.19105508,0.49810197,1.00325394,0.91954792,0.00000000
-4.73936968,1.86081274,0.53918281,0.00000000,0.00146979,0.17582936,0.47924758,0.97554091,0.89241280,0.00000000
-4.73336668,1.79247528,0.52076202,0.00000000,0.00136110,0.16117271,0.46037201,0.94499580,0.86363113,0.00000000
-4.72736368,1.72115496,0.50132754,0.00000000,0.00125492,0.14718636,0.44149243,0.91191716,0.83342663,0.00000000
-4.72136068,1.64749860,0.48107704,0.00000000,0.00115164,0.13396149,0.42263517,0.87665462,0.80205640,0.00000000
-4.71535768,1.57221123,0.46024121,0.00000000,0.00105170,0.12157753,0.40383567,0.83959980,0.76980520,0.00000000
-4.70935468,1.49603937,0.43907692,0.00000000,0.00095554,0.11010090,0.38513842,0.80117663,0.73697942,0.00000000
-4.70335168,1.41975388,0.41785946,0.00000000,0.00086358,0.09958422,0.36659680,0.76183113,0.70390065,0.00000000
-4.69734867,1.34413270,0.39687423,0.00000000,0.00077621,0.09006604,0.34827280,0.72202122,0.67089902,0.00000000
-4.69134567,1.26994395,0.37640812,0.00000000,0.00069377,0.08157086,0.33023646,0.68220649,0.63830637,0.00000000
-4.68534267,1.19792971,0.35674079,0.00000000,0.00061653,0.07410961,0.31256510,0.64283845,0.60644938,0.00000000
-4.67933967,1.12879063,0.33813637,0.00000000,0.00054469,0.06768031,0.29534222,0.60435135,0.57564262,0.00000000
-4.67333667,1.06317202,0.32083563,0.00000000,0.00047838,0.06226902,0.27865614,0.56715382,0.54618188,0.00000000
-4.66733367,1.00165133,0.30504894,0.00000000,0.00041762,0.05785085,0.26259830,0.53162154,0.51833769,0.00000000
-4.66133067,0.94472766,0.29095031,0.00000000,0.00036238,0.05439116,0.24726133,0.49809105,0.49234940,0.00000000
-4.65532766,0.89281329,0.27867273,0.00000000,0.00031256,0.05184669,0.23273696,0.46685493,0.46841987,0.00000000
-4.64932466,0.84622770,0.26830478,0.00000000,0.00026798,0.05016680,0.21911386,0.43815833,0.44671098,0.00000000
-4.64332166,0.80519410,0.25988888,0.00000000,0.00022841,0.04929469,0.20647546,0.41219702,0.42734024,0.00000000
