energy_ev,total_up,C_s_up,C_p_up,Pt_p_up,Pt_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.90395198,13.68762823,0.03914144,1.40176155,6.81530557,5.63079200,0.08072294,4.41636608,1.65038997,0.73665687
-5.89794897,13.33453686,0.03872381,1.36965060,6.64843523,5.47079870,0.07965897,4.31279054,1.59816099,0.72265780
-5.89194597,12.95918588,0.03821295,1.33454684,6.46192389,5.30421404,0.07842300,4.20182432,1.54510255,0.70722187
-5.88594297,12.56341409,0.03761495,1.29656544,6.25697757,5.13175251,0.07700955,4.08411196,1.49140505,0.69045905
-5.87993997,12.14965486,0.03694029,1.25589676,6.03519689,4.95430071,0.07541877,3.96051296,1.43729553,0.67252684
-5.87393697,11.72091585,0.03620368,1.21280299,5.79855934,4.77291002,0.07365640,3.83209450,1.38304101,0.65362817
-5.86793397,11.28072884,0.03542361,1.16761144,5.54938457,4.58877965,0.07173341,3.70011362,1.32894883,0.63400713
-5.86193097,10.83307208,0.03462179,1.12070471,5.29028421,4.40323104,0.06966549,3.56598958,1.27536397,0.61394258
-5.85592796,10.38226865,0.03382245,1.07250837,5.02409802,4.21767484,0.06747233,3.43126766,1.22266352,0.59374007
-5.84992496,9.93286607,0.03305150,1.02347682,4.75381956,4.03357226,0.06517674,3.29757600,1.17124871,0.57372230
-5.84392196,9.48950291,0.03233560,0.97407810,4.48251445,3.85239299,0.06280371,3.16657768,1.12153486,0.55421866
-5.83791896,9.05676903,0.03170118,0.92477854,4.21323541,3.67557171,0.06037945,3.03991999,1.07393992,0.53555415
-5.83191596,8.63906604,0.03117351,0.87602780,3.94893757,3.50446558,0.05793037,2.91918323,1.02887201,0.51803842
-5.82591296,8.24047440,0.03077574,0.82824547,3.69239821,3.34031473,0.05548218,2.80583139,0.98671673,0.50195514
-5.81990995,7.86463294,0.03052800,0.78180940,3.44614411,3.18420771,0.05305906,2.70116646,0.94782476,0.48755233
-5.81390695,7.51463601,0.03044663,0.73704667,3.21238955,3.03705339,0.05068294,2.60628848,0.91250023,0.47503394
-5.80790395,7.19295211,0.03054352,0.69422727,2.99298728,2.89956043,0.04837296,2.52206255,0.88099044,0.46455308
-5.80190095,6.90136686,0.03082557,0.65356080,2.78939402,2.77222518,0.04614505,2.44909426,0.85347730,0.45620712
-5.79589795,6.64095211,0.03129434,0.61519619,2.60265123,2.65532817,0.04401171,2.38771400,0.83007076,0.45003491
-5.78989495,6.41206148,0.03194589,0.57922422,2.43338129,2.54893913,0.04198191,2.33797087,0.81080468,0.44601605
-5.78389195,6.21435197,0.03277071,0.54568263,2.28179847,2.45293006,0.04006116,2.29963616,0.79563510,0.44407240
-5.77788894,6.04682997,0.03375396,0.51456341,2.14773346,2.36699553,0.03825173,2.27221616,0.78444117,0.44407173
-5.77188594,5.90791933,0.03487580,0.48582170,2.03066969,2.29067923,0.03655287,2.25497384,0.77702869,0.44583321
-5.76588294,5.79554864,0.03611192,0.45938599,1.92978956,2.22340546,0.03496128,2.24695863,0.77313633,0.44913481
-5.75987994,5.70725403,0.03743423,0.43516885,1.84402816,2.16451442,0.03347148,2.24704323,0.77244421,0.45372205
-5.75387694,5.64029381,0.03881167,0.41307782,1.77213214,2.11329967,0.03207630,2.25396633,0.77458488,0.45931810
-5.74787394,5.59177070,0.04021116,0.39302599,1.71272133,2.06904665,0.03076740,2.26637982,0.77915620,0.46563456
-5.74187094,5.55875748,0.04159861,0.37494178,1.66435090,2.03107063,0.02953569,2.28289887,0.78573587,0.47238275
-5.73586793,5.53842174,0.04293998,0.35877760,1.62557172,1.99875305,0.02837185,2.30215332,0.79389710,0.47928512
-5.72986493,5.52814531,0.04420238,0.34451715,1.59498720,1.97157466,0.02726674,2.32283856,0.80322491,0.48608613
-5.72386193,5.52563438,0.04535510,0.33218110,1.57130468,1.94914464,0.02621177,2.34376401,0.81333232,0.49256245
-5.71785893,5.52901609,0.04637060,0.32183097,1.55338012,1.93122433,0.02519928,2.36389747,0.82387602,0.49853194
-5.71185593,5.53691808,0.04722538,0.31357126,1.54025481,1.91774476,0.02422276,2.38240348,0.83457047,0.50386107
-5.70585293,5.54852763,0.04790074,0.30754966,1.53118317,1.90881710,0.02327716,2.39867418,0.84520011,0.50847041
-5.69984992,5.56362758,0.04838331,0.30395528,1.52565112,1.90473539,0.02235896,2.41235105,0.85562874,0.51233801
-5.69384692,5.58260722,0.04866542,0.30301519,1.52338459,1.90597103,0.02146634,2.42333671,0.86580564,0.51550044
-5.68784392,5.60644663,0.04874522,0.30498896,1.52434815,1.91315884,0.02059919,2.43179571,0.87576805,0.51805138
-5.68184092,5.63667450,0.04862660,0.31016159,1.52873395,1.92707479,0.01975912,2.43814425,0.88563952,0.52013783
-5.67583792,5.67530000,0.04831889,0.31883473,1.53694154,1.94860566,0.01894935,2.44302896,0.89562424,0.52195389
-5.66983492,5.72472061,0.04783630,0.33131640,1.54954918,1.97871141,0.01817464,2.44729529,0.90599730,0.52373261
-5.66383192,5.78760895,0.04719724,0.34790941,1.56727792,2.01838122,0.01744108,2.45194693,0.91709130,0.52573594
-5.65782891,5.86678252,0.04642344,0.36889865,1.59094950,2.06858470,0.01675591,2.45809776,0.92927973,0.52824333
-5.65182591,5.96506140,0.04553901,0.39453751,1.62143970,2.13021983,0.01612726,2.46691840,0.94295788,0.53153950
-5.64582291,6.08511941,0.04456936,0.42503385,1.65962879,2.20405961,0.01556395,2.47957978,0.95852210,0.53590183
-5.63981991,6.22933512,0.04354018,0.46053586,1.70635083,2.29069964,0.01507512,2.49719632,0.97634840,0.54158788
-5.63381691,6.39964895,0.04247646,0.50111821,1.76234371,2.39050879,0.01467005,2.52077106,0.99677139,0.54882382
-5.62781391,6.59743278,0.04140153,0.54676917,1.82820182,2.50358522,0.01435780,2.55114564,1.02006446,0.55779394
-5.62181091,6.82337805,0.04033631,0.59737909,1.90433312,2.62972000,0.01414697,2.58895693,1.04642237,0.56863205
-5.61580790,7.07740746,0.03929869,0.65273080,1.99092216,2.76837015,0.01404547,2.63460270,1.07594683,0.58141484
-5.60980490,7.35861471,0.03830306,0.71249270,2.08790067,2.91864284,0.01406022,2.68821738,1.10863594,0.59615767
-5.60380190,7.66523528,0.03736016,0.77621479,2.19492674,3.07929187,0.01419700,2.74965905,1.14437781,0.61281284
-5.59779890,7.99465000,0.03647699,0.84332824,2.31137344,3.24872720,0.01446022,2.81850804,1.18294867,0.63127031
-5.59179590,8.34342168,0.03565701,0.91314896,2.43632745,3.42503779,0.01485282,2.89407669,1.22401557,0.65136092
-5.58579290,8.70736364,0.03490047,0.98488511,2.56859774,3.60602718,0.01537607,2.97542973,1.26714331,0.67286178
-5.57978989,9.08163760,0.03420490,1.05764894,2.70673402,3.78926109,0.01602955,3.06141399,1.31180529,0.69550344
-5.57378689,9.46087711,0.03356568,1.13047267,2.84905446,3.97212536,0.01681103,3.15069565,1.35739781,0.71897871
-5.56778389,9.83933169,0.03297672,1.20232812,2.99368154,4.15189247,0.01771646,3.24180337,1.40325695,0.74295245
-5.56178089,10.21102607,0.03243104,1.27214976,3.13858501,4.32579412,0.01873998,3.33317511,1.44867738,0.76707195
-5.55577789,10.56992840,0.03192151,1.33886030,3.28163032,4.49109739,0.01987387,3.42320659,1.49293235,0.79097752
-5.54977489,10.91012121,0.03144132,1.40139825,3.42063107,4.64518163,0.02110872,3.51029956,1.53529399,0.81431279
-5.54377189,11.22596882,0.03098454,1.45874629,3.55340365,4.78561330,0.02243338,3.59290792,1.57505329,0.83673434
-5.53776888,11.51227547,0.03054644,1.50995952,3.67782243,4.91021597,0.02383519,3.66958040,1.61153913,0.85792048
-5.53176588,11.76442897,0.03012371,1.55419256,3.79187385,5.01713307,0.02530006,3.73899855,1.64413578,0.87757879
-5.52576288,11.97852543,0.02971462,1.59072434,3.89370772,5.10488104,0.02681268,3.80000922,1.67229863,0.89545243
-5.51975988,12.15147164,0.02931893,1.61897961,3.98168436,5.17239131,0.02835678,3.85165118,1.69556774,0.91132508
-5.51375688,12.28106270,0.02893775,1.63854635,4.05441646,5.21903950,0.02991534,3.89317555,1.71357914,0.92502450
-5.50775388,12.36603342,0.02857335,1.64918833,4.11080431,5.24466132,0.03147093,3.92406034,1.72607372,0.93642492
-5.50175088,12.40608304,0.02822877,1.65085223,4.15006391,5.24955472,0.03300605,3.94401928,1.73290383,0.94544812
-5.49574787,12.40187379,0.02790754,1.64366912,4.17174714,5.23446861,0.03450346,3.95300538,1.73403751,0.95206362
-5.48974487,12.35500450,0.02761330,1.62795024,4.17575367,5.20057885,0.03594662,3.95120975,1.72956040,0.95628795
-5.48374187,12.26796123,0.02734942,1.60417718,4.16233453,5.14945272,0.03732004,3.93905605,1.71967548,0.95818312
-5.47773887,12.14404715,0.02711875,1.57298697,4.13208720,5.08300327,0.03860969,3.91719106,1.70470051,0.95785459
-5.47173587,11.98729467,0.02692333,1.53515270,4.08594258,5.00343554,0.03980340,3.88647166,1.68506335,0.95544862
-5.46573287,11.80236253,0.02676426,1.49156036,4.02514423,4.91318634,0.04089116,3.84794845,1.66129498,0.95114920
-5.45972986,11.59442117,0.02664157,1.44318298,3.95122027,4.81485988,0.04186541,3.80284615,1.63402038,0.94517459
-5.45372686,11.36902925,0.02655425,1.39105295,3.86594883,4.71116117,0.04272130,3.75254078,1.60394710,0.93777334
-5.44772386,11.13200443,0.02650031,1.33623358,3.77131780,4.60482918,0.04345683,3.69853382,1.57185172,0.92922002
-5.44172086,10.88929128,0.02647688,1.27979100,3.66947981,4.49857160,0.04407286,3.64242329,1.53856418,0.91981034
-5.43571786,10.64682914,0.02648043,1.22276721,3.56270365,4.39500283,0.04457311,3.58587198,1.50495020,0.90985593
-5.42971486,10.41042245,0.02650695,1.16615530,3.45332312,4.29658654,0.04496397,3.53057306,1.47189212,0.89967857
-5.42371186,10.18561612,0.02655217,1.11087740,3.34368478,4.20558402,0.04525428,3.47821353,1.44026836,0.88960397
-5.41770885,9.97757826,0.02661181,1.05776604,3.23609582,4.12400919,0.04545495,3.43043610,1.41093229,0.87995515
-5.41170585,9.79099244,0.02668177,1.00754929,3.13277332,4.05359092,0.04557851,3.38880034,1.38469073,0.87104553
-5.40570285,9.62996173,0.02675828,0.96083988,3.03579645,3.99574306,0.04563863,3.35474403,1.36228309,0.86317180
-5.39969985,9.49792622,0.02683804,0.91812837,2.94706261,3.95154251,0.04564956,3.32954582,1.34436162,0.85660679
-5.39369685,9.39759599,0.02691833,0.87978034,2.86824884,3.92171533,0.04562552,3.31429053,1.33147364,0.85159258
-5.38769385,9.33090093,0.02699705,0.84603727,2.80077946,3.90663085,0.04558014,3.30983811,1.32404634,0.84833398
-5.38169085,9.29895876,0.02707275,0.81702080,2.74580068,3.90630364,0.04552592,3.31679780,1.32237489,0.84699266
-5.37568784,9.30206210,0.02714462,0.79274005,2.70416283,3.92040303,0.04547374,3.33550828,1.32661438,0.84768228
-5.36968484,9.33968507,0.02721246,0.77310125,2.67641048,3.94826987,0.04543244,3.36602498,1.33677582,0.85046469
-5.36368184,9.41050955,0.02727668,0.75791942,2.66278037,3.98894006,0.04540856,3.40811515,1.35272660,0.85534745
-5.35767884,9.51247047,0.02733829,0.74693129,2.66320707,4.04117436,0.04540610,3.46126105,1.37419529,0.86228289
-5.35167584,9.64281917,0.02739885,0.73980911,2.67733564,4.10349384,0.04542655,3.52467151,1.40078068,0.87116876
-5.34567284,9.79820315,0.02746056,0.73617465,2.70454072,4.17422022,0.04546892,3.59730140,1.43196457,0.88185044
-5.33966983,9.97475998,0.02752623,0.73561305,2.74395083,4.25152029,0.04553000,3.67787861,1.46712792,0.89412487
-5.33366683,10.16822275,0.02759941,0.73768595,2.79447710,4.33345342,0.04560464,3.76493745,1.50556956,0.90774587
-5.32766383,10.37403392,0.02768440,0.74194370,2.85484489,4.41802102,0.04568625,3.85685750,1.54652668,0.92243083
-5.32166083,10.58746402,0.02778635,0.74793614,2.92362747,4.50321684,0.04576726,3.95190637,1.58919636,0.93786856
-5.31565783,10.80373176,0.02791134,0.75522202,2.99928030,4.58707661,0.04583965,4.04828500,1.63275717,0.95372792
-5.30965483,11.01812172,0.02806641,0.76337666,3.08017512,4.66772596,0.04589559,4.14417379,1.67639008,0.96966700
-5.30365183,11.22609609,0.02825956,0.77199804,3.16463279,4.74342496,0.04592789,4.23777809,1.71929805,0.98534245
-5.29764882,11.42339727,0.02849972,0.78071121,3.25095430,4.81260825,0.04593056,4.32737154,1.76072350,1.00041878
-5.29164582,11.60613844,0.02879662,0.78917122,3.33744954,4.87391933,0.04589919,4.41133600,1.79996341,1.01457708
-5.28564282,11.77087963,0.02916064,0.79706465,3.42246329,4.92623819,0.04583126,4.48819678,1.83638156,1.02752304
-5.27963982,11.91468788,0.02960257,0.80411005,3.50439868,4.96870137,0.04572637,4.55665253,1.86941795,1.03899401
-5.27363682,12.03518026,0.03013324,0.81005751,3.58173798,5.00071402,0.04558625,4.61559903,1.89859517,1.04876476
-5.26763382,12.13054954,0.03076322,0.81468756,3.65306097,5.02195367,0.04541474,4.66414655,1.92352217,1.05665200
-5.26163082,12.19957299,0.03150232,0.81780975,3.71706122,5.03236596,0.04521760,4.70163074,1.94389535,1.06251746
-5.25562781,12.24160519,0.03235917,0.81926116,3.77256044,5.03215270,0.04500218,4.72761728,1.95949750,1.06626952
-5.24962481,12.25655654,0.03334073,0.81890493,3.81852131,5.02175302,0.04477708,4.74190050,1.97019494,1.06786354
-5.24362181,12.24485938,0.03445184,0.81662913,3.85405878,5.00181868,0.04455167,4.74449663,1.97593311,1.06730088
-5.23761881,12.20742399,0.03569478,0.81234601,3.87845014,4.97318479,0.04433561,4.73563226,1.97673107,1.06462682
-5.23161581,12.14558688,0.03706891,0.80599167,3.89114351,4.93683718,0.04413835,4.71572886,1.97267524,1.05992754
-5.22561281,12.06105377,0.03857038,0.79752615,3.89176486,4.89387795,0.04396865,4.68538384,1.96391256,1.05332636
-5.21960980,11.95583950,0.04019192,0.78693397,3.88012309,4.84549062,0.04383418,4.64534927,1.95064331,1.04497935
-5.21360680,11.83220697,0.04192281,0.77422478,3.85621283,4.79290605,0.04374108,4.59650865,1.93311388,1.03507068
-5.20760380,11.69260682,0.04374883,0.75943431,3.82021458,4.73737040,0.04369378,4.53985260,1.91160927,1.02380765
-5.20160080,11.53961931,0.04565253,0.74262503,3.77249179,4.68011596,0.04369474,4.47645400,1.88644581,1.01141572
-5.19559780,11.37589937,0.04761342,0.72388676,3.71358441,4.62233559,0.04374441,4.40744307,1.85796376,0.99813352
-5.18959480,11.20412555,0.04960841,0.70333669,3.64419879,4.56516113,0.04384125,4.33398298,1.82652012,0.98420807
-5.18359180,11.02695326,0.05161230,0.68111890,3.56519382,4.50964595,0.04398181,4.25724631,1.79248153,0.96989011
-5.17758879,10.84697247,0.05359831,0.65740311,3.47756324,4.45675152,0.04416096,4.17839265,1.75621752,0.95542963
-5.17158579,10.66666965,0.05553875,0.63238272,3.38241459,4.40733774,0.04437213,4.09854780,1.71809400,0.94107164
-5.16558279,10.48839399,0.05740564,0.60627192,3.28094509,4.36215651,0.04460763,4.01878479,1.67846732,0.92705214
-5.15957979,10.31432746,0.05917143,0.57930215,3.17441522,4.32184806,0.04485894,3.94010679,1.63767892,0.91359426
-5.15357679,10.14645856,0.06080960,0.55171773,3.06412068,4.28693938,0.04511709,3.86343239,1.59605088,0.90090457
-5.14757379,9.98655958,0.06229533,0.52377098,2.95136375,4.25784410,0.04537298,3.78958315,1.55388227,0.88916963
-5.14157079,9.83616715,0.06360607,0.49571693,2.83742491,4.23486346,0.04561768,3.71927367,1.51144667,0.87855266
-5.13556778,9.69656610,0.06472201,0.46780779,2.72353570,4.21818769,0.04584270,3.65310421,1.46899082,0.86919049
-5.12956478,9.56877659,0.06562654,0.44028736,2.61085374,4.20789759,0.04604025,3.59155590,1.42673437,0.86119075
-5.12356178,9.45354463,0.06630654,0.41338579,2.50044069,4.20396610,0.04620339,3.53498830,1.38487072,0.85462941
-5.11755878,9.35133614,0.06675264,0.38731454,2.39324378,4.20625979,0.04632618,3.48363954,1.34356886,0.84954873
-5.11155578,9.26233461,0.06695931,0.36226211,2.29008137,4.21454025,0.04640376,3.43762855,1.30297592,0.84595575
-5.10555278,9.18644265,0.06692491,0.33839041,2.19163285,4.22846575,0.04643239,3.39695930,1.26322025,0.84382134
-5.09954977,9.12328746,0.06665160,0.31583200,2.09843288,4.24759316,0.04640947,3.36152681,1.22441468,0.84308000
-5.09354677,9.07223041,0.06614516,0.29468830,2.01086988,4.27138075,0.04633344,3.33112469,1.18665966,0.84363045
-5.08754377,9.03238071,0.06541475,0.27502874,1.92918856,4.29919203,0.04620377,3.30545388,1.15004608,0.84533708
-5.08154077,9.00261339,0.06447258,0.25689085,1.85349589,4.33030113,0.04602079,3.28413234,1.11465725,0.84803235
-5.07553777,8.98159138,0.06333348,0.24028139,1.78377022,4.36390007,0.04578562,3.26670565,1.08057014,0.85152016
-5.06953477,8.96779176,0.06201449,0.22517814,1.71987284,4.39910806,0.04549998,3.25265813,1.04785556,0.85558013
-5.06353177,8.95953603,0.06053433,0.21153263,1.66156144,4.43498340,0.04516602,3.24142455,1.01657725,0.85997287
-5.05752876,8.95502421,0.05891294,0.19927331,1.60850486,4.47053772,0.04478617,3.23240223,0.98679008,0.86444600
-5.05152576,8.95237252,0.05717092,0.18830934,1.56029867,4.50475290,0.04436294,3.22496362,0.95853736,0.86874094
-5.04552276,8.94965413,0.05532904,0.17853461,1.51648109,4.53660029,0.04389873,3.21846917,0.93184760,0.87260022
-5.03951976,8.94494253,0.05340779,0.16983198,1.47654876,4.56506216,0.04339570,3.21228061,0.90673109,0.87577504
-5.03351676,8.93635676,0.05142688,0.16207753,1.43997211,4.58915475,0.04285553,3.20577442,0.88317643,0.87803303
-5.02751376,8.92210752,0.04940490,0.15514472,1.40621010,4.60795250,0.04227941,3.19835550,0.86114771,0.87916570
-5.02151076,8.90054308,0.04735900,0.14890831,1.37472395,4.62061256,0.04166783,3.18947074,0.84058233,0.87899545
-5.01550775,8.87019361,0.04530463,0.14324794,1.34498988,4.62639886,0.04102063,3.17862222,0.82139006,0.87738181
-5.00950475,8.82981260,0.04325541,0.13805121,1.31651060,4.62470470,0.04033692,3.16537969,0.80345336,0.87422654
-5.00350175,8.77841353,0.04122303,0.13321633,1.28882551,4.61507288,0.03961520,3.14939190,0.78662920,0.86947741
-4.99749875,8.71530045,0.03921730,0.12865418,1.26151938,4.59721237,0.03885342,3.13039623,0.77075232,0.86313044
-4.99149575,8.64009074,0.03724618,0.12428974,1.23422964,4.57101059,0.03804919,3.10822615,0.75564002,0.85523037
-4.98549275,8.55272876,0.03531600,0.12006296,1.20665203,4.53654049,0.03719993,3.08281608,0.74109803,0.84586930
-4.97948974,8.45348937,0.03343166,0.11592904,1.17854455,4.49406179,0.03630317,3.05420310,0.72692742,0.83518347
-4.97348674,8.34297043,0.03159686,0.11185811,1.14972979,4.44401594,0.03535679,3.02252534,0.71293211,0.82334829
-4.96748374,8.22207425,0.02981441,0.10783448,1.12009557,4.38701480,0.03435933,2.98801680,0.69892660,0.81057169
-4.96148074,8.09197827,0.02808654,0.10385544,1.08959387,4.32382315,0.03331025,2.95099874,0.68474350,0.79708617
-4.95547774,7.95409575,0.02641513,0.09992964,1.05823823,4.25533555,0.03221015,2.91186774,0.67024050,0.78313973
-4.94947474,7.81002796,0.02480202,0.09607529,1.02609960,4.18254841,0.03106106,2.87108094,0.65530637,0.76898618
-4.94347174,7.66150981,0.02324918,0.09231815,0.99330096,4.10652839,0.02986652,2.82913908,0.63986574,0.75487522
-4.93746873,7.51035119,0.02175891,0.08868944,0.96001080,4.02837840,0.02863171,2.78656797,0.62388241,0.74104277
-4.93146573,7.35837657,0.02033395,0.08522372,0.92643567,3.94920267,0.02736344,2.74389946,0.60736093,0.72770194
-4.92546273,7.20736565,0.01897748,0.08195696,0.89281221,3.87007249,0.02607009,2.70165262,0.59034662,0.71503512
-4.91945973,7.05899754,0.01769313,0.07892461,0.85939869,3.79199402,0.02476150,2.66031613,0.57292387,0.70318761
-4.91345673,6.91480102,0.01648490,0.07616005,0.82646653,3.71587965,0.02344869,2.62033262,0.55521280,0.69226293
-4.90745373,6.77611285,0.01535700,0.07369312,0.79429187,3.64252397,0.02214359,2.58208574,0.53736466,0.68232017
-4.90145073,6.64404561,0.01431367,0.07154908,0.76314749,3.57258539,0.02085876,2.54589031,0.51955592,0.67337336
-4.89544772,6.51946610,0.01335898,0.06974774,0.73329524,3.50657382,0.01960693,2.51198591,0.50198160,0.66539287
-4.88944472,6.40298448,0.01249659,0.06830292,0.70497904,3.44484477,0.01840070,2.48053397,0.48484781,0.65830878
-4.88344172,6.29495397,0.01172947,0.06722221,0.67841870,3.38759963,0.01725206,2.45161806,0.46836408,0.65201590
-4.87743872,6.19547998,0.01105970,0.06650684,0.65380445,3.33489167,0.01617211,2.42524715,0.45273556,0.64638007
-4.87143572,6.10443755,0.01048825,0.06615196,0.63129241,3.28663714,0.01517064,2.40136120,0.43815548,0.64124564
-4.86543272,6.02149509,0.01001478,0.06614690,0.61100082,3.24263019,0.01425592,2.37983845,0.42479802,0.63644329
-4.85942971,5.94614264,0.00963748,0.06647568,0.59300726,3.20256092,0.01343441,2.36050369,0.41281192,0.63179816
-4.85342671,5.87772263,0.00935302,0.06711762,0.57734669,3.16603501,0.01271063,2.34313698,0.40231490,0.62713758
-4.84742371,5.81546123,0.00915649,0.06804794,0.56401045,3.13259406,0.01208708,2.32748198,0.39338913,0.62229823
-4.84142071,5.75849869,0.00904141,0.06923856,0.55294621,3.10173546,0.01156423,2.31325358,0.38607784,0.61713219
-4.83541771,5.70591734,0.00899985,0.07065875,0.54405882,3.07293112,0.01114057,2.30014455,0.38038314,0.61151190
-4.82941471,5.65676649,0.00902251,0.07227587,0.53721216,3.04564426,0.01081273,2.28783085,0.37626519,0.60533365
-4.82341171,5.61008365,0.00909901,0.07405616,0.53223202,3.01934390,0.01057569,2.27597589,0.37364261,0.59851967
-4.81740870,5.56491220,0.00921803,0.07596534,0.52890989,2.99351708,0.01042303,2.26423379,0.37239426,0.59101874
-4.81140570,5.52031577,0.00936766,0.07796935,0.52700775,2.96767855,0.01034711,2.25225201,0.37236228,0.58280562
-4.80540270,5.47538998,0.00953571,0.08003487,0.52626366,2.94137845,0.01033945,2.23967370,0.37335630,0.57387914
-4.79939970,5.42927239,0.00970998,0.08212994,0.52639823,2.91420826,0.01039098,2.22614032,0.37515868,0.56425958
-4.79339670,5.38115139,0.00987866,0.08422437,0.52712157,2.88580531,0.01049231,2.21129485,0.37753079,0.55398526
-4.78739370,5.33027493,0.01003060,0.08629012,0.52814079,2.85585654,0.01063406,2.19478589,0.38021989,0.54310876
-4.78139070,5.27595975,0.01015564,0.08830160,0.52916756,2.82410172,0.01080701,2.17627306,0.38296660,0.53169306
-4.77538769,5.21760129,0.01024485,0.09023584,0.52992577,2.79033643,0.01100239,2.15543351,0.38551264,0.51980766
-4.76938469,5.15468471,0.01029082,0.09207250,0.53015872,2.75441516,0.01121197,2.13196970,0.38760851,0.50752516
-4.76338169,5.08679659,0.01028774,0.09379390,0.52963578,2.71625433,0.01142823,2.10561806,0.38902102,0.49491817
-4.75737869,5.01363703,0.01023160,0.09538481,0.52815830,2.67583530,0.01164438,2.07615822,0.38954017,0.48205683
-4.75137569,4.93503144,0.01012019,0.09683222,0.52556429,2.63320713,0.01185443,2.04342229,0.38898537,0.46900705
-4.74537269,4.85094110,0.00995313,0.09812506,0.52173211,2.58848872,0.01205313,2.00730359,0.38721051,0.45582921
-4.73936968,4.76147183,0.00973181,0.09925386,0.51658267,2.54187002,0.01223597,1.96776442,0.38410799,0.44257769
-4.73336668,4.66687966,0.00945923,0.10021036,0.51008042,2.49361193,0.01239910,1.92484203,0.37961128,0.42930082
-4.72736368,4.56757286,0.00913986,0.10098726,0.50223287,2.44404457,0.01253923,1.87865261,0.37369611,0.41604139
-4.72136068,4.46410977,0.00877945,0.10157792,0.49308899,2.39356359,0.01265356,1.82939265,0.36638023,0.40283752
-4.71535768,4.35719192,0.00838478,0.10197624,0.48273636,2.34262446,0.01273973,1.77733766,0.35772167,0.38972379
-4.70935468,4.24765254,0.00796337,0.10217660,0.47129751,2.29173456,0.01279572,1.72283801,0.34781583,0.37673262
-4.70335168,4.13644049,0.00752330,0.10217396,0.45892536,2.24144334,0.01281982,1.66631204,0.33679121,0.36389563
-4.69734867,4.02460013,0.00707288,0.10196409,0.44579823,2.19233066,0.01281060,1.60823668,0.32480435,0.35124503
-4.69134567,3.91324779,0.00662043,0.10154392,0.43211449,2.14499368,0.01276693,1.54913586,0.31203390,0.33881484
-4.68534267,3.80354560,0.00617409,0.10091201,0.41808699,2.10003281,0.01268800,1.48956727,0.29867434,0.32664200
-4.67933967,3.69667385,0.00574157,0.10006901,0.40393761,2.05803720,0.01257337,1.43010797,0.28492934,0.31476707
-4.67333667,3.59380262,0.00533004,0.09901825,0.38989184,2.01957038,0.01242302,1.37133936,0.27100534,0.30323482
-4.66733367,3.49606396,0.00494598,0.09776622,0.37617370,1.98515652,0.01223744,1.31383225,0.25710535,0.29209424
-4.66133067,3.40452544,0.00459510,0.09632298,0.36300089,1.95526799,0.01201768,1.25813235,0.24342327,0.28139830
-4.65532766,3.32016594,0.00428228,0.09470243,0.35058030,1.93031459,0.01176543,1.20474693,0.23013901,0.27120331
-4.64932466,3.24385445,0.00401158,0.09292243,0.33910386,1.91063482,0.01148307,1.15413283,0.21741436,0.26156784
-4.64332166,3.17633240,0.00378621,0.09100471,0.32874479,1.89648962,0.01117369,1.10668635,0.20538991,0.25255131
