energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Se_s_up,Se_p_up
-5.65782891,0.66495054,0.06175525,0.58138497,0.00334032,0.00283074,0.03431461,0.02220612,0.00040782,0.06850223
-5.65182591,0.70098494,0.06481321,0.61351927,0.00352909,0.00293533,0.03582666,0.02317578,0.00041044,0.07194862
-5.64582291,0.73640596,0.06782978,0.64516319,0.00370874,0.00304213,0.03738287,0.02405791,0.00041595,0.07529929
-5.63981991,0.77067010,0.07075278,0.67584020,0.00387654,0.00314783,0.03894536,0.02484107,0.00042374,0.07849992
-5.63381691,0.80328886,0.07353548,0.70511999,0.00402995,0.00324937,0.04047940,0.02551686,0.00043327,0.08150278
-5.62781391,0.83384096,0.07613774,0.73262930,0.00416669,0.00334406,0.04195393,0.02608023,0.00044408,0.08426786
-5.62181091,0.86198316,0.07852687,0.75806180,0.00428478,0.00342959,0.04334213,0.02652966,0.00045585,0.08676372
-5.61580790,0.88745932,0.08067845,0.78118637,0.00438264,0.00350408,0.04462178,0.02686721,0.00046832,0.08896818
-5.60980490,0.91010726,0.08257672,0.80185365,0.00445910,0.00356616,0.04577564,0.02709844,0.00048137,0.09086866
-5.60380190,0.92986314,0.08421486,0.82000044,0.00451345,0.00361494,0.04679161,0.02723221,0.00049495,0.09246232
-5.59779890,0.94676293,0.08559491,0.83565157,0.00454547,0.00365012,0.04766277,0.02728034,0.00050914,0.09375581
-5.59179590,0.96094087,0.08672741,0.84891924,0.00455543,0.00367192,0.04838740,0.02725711,0.00052408,0.09476470
-5.58579290,0.97262481,0.08763078,0.85999948,0.00454409,0.00368117,0.04896869,0.02717873,0.00054001,0.09551271
-5.57978989,0.98212837,0.08833037,0.86916586,0.00451266,0.00367927,0.04941445,0.02706266,0.00055722,0.09603051
-5.57378689,0.98984018,0.08885729,0.87676051,0.00446279,0.00366819,0.04973664,0.02692694,0.00057608,0.09635439
-5.56778389,0.99621031,0.08924705,0.88318254,0.00439650,0.00365048,0.04995080,0.02678944,0.00059696,0.09652466
-5.56178089,1.00173446,0.08953800,0.88887438,0.00431613,0.00362923,0.05007536,0.02666717,0.00062028,0.09658395
-5.55577789,1.00693629,0.08976963,0.89430624,0.00422426,0.00360805,0.05013096,0.02657559,0.00064645,0.09657544
-5.54977489,1.01234858,0.08998094,0.89995937,0.00412362,0.00359103,0.05013967,0.02652807,0.00067585,0.09654112
-5.54377189,1.01849385,0.09020872,0.90630857,0.00401703,0.00358270,0.05012428,0.02653541,0.00070883,0.09652010
-5.53776888,1.02586523,0.09048601,0.91380480,0.00390724,0.00358803,0.05010760,0.02660546,0.00074567,0.09654711
-5.53176588,1.03490837,0.09084075,0.92285827,0.00379696,0.00361228,0.05011193,0.02674304,0.00078657,0.09665129
-5.52576288,1.04600497,0.09129461,0.93382298,0.00368863,0.00366104,0.05015858,0.02694986,0.00083165,0.09685522
-5.51975988,1.05945890,0.09186220,0.94698308,0.00358448,0.00374012,0.05026769,0.02722475,0.00088093,0.09717442
-5.51375688,1.07548531,0.09255064,0.96254188,0.00348638,0.00385549,0.05045813,0.02756399,0.00093434,0.09761714
-5.50775388,1.09420328,0.09335951,0.98061377,0.00339579,0.00401319,0.05074782,0.02796187,0.00099170,0.09818473
-5.50175088,1.11563249,0.09428122,1.00121957,0.00331379,0.00421931,0.05115412,0.02841137,0.00105274,0.09887233
-5.49574787,1.13969403,0.09530184,1.02428551,0.00324100,0.00447986,0.05169468,0.02890496,0.00111715,0.09967006
-5.48974487,1.16621536,0.09640227,1.04964595,0.00317761,0.00480073,0.05238839,0.02943553,0.00118458,0.10056458
-5.48374187,1.19493945,0.09755987,1.07704977,0.00312339,0.00518762,0.05325669,0.02999737,0.00125466,0.10154095
-5.47773887,1.22553762,0.09875029,1.10617026,0.00307776,0.00564595,0.05432502,0.03058715,0.00132707,0.10258483
-5.47173587,1.25762577,0.09994968,1.13661822,0.00303982,0.00618084,0.05562441,0.03120493,0.00140160,0.10368474
-5.46573287,1.29078337,0.10113692,1.16795772,0.00300845,0.00679706,0.05719325,0.03185504,0.00147816,0.10483451
-5.45972986,1.32457439,0.10229600,1.19972407,0.00298237,0.00749898,0.05907895,0.03254691,0.00155683,0.10603556
-5.45372686,1.35856962,0.10341834,1.23144325,0.00296027,0.00829058,0.06133960,0.03329574,0.00163798,0.10729916
-5.44772386,1.39236926,0.10450495,1.26265220,0.00294089,0.00917547,0.06404546,0.03412293,0.00172223,0.10864831
-5.44172086,1.42562509,0.10556835,1.29291917,0.00292312,0.01015686,0.06728012,0.03505638,0.00181054,0.11011931
-5.43571786,1.45806123,0.10663420,1.32186338,0.00290612,0.01123766,0.07114134,0.03613051,0.00190423,0.11176288
-5.42971486,1.48949276,0.10774240,1.34917336,0.00288940,0.01242052,0.07574136,0.03738599,0.00200497,0.11364468
-5.42371186,1.51984128,0.10894778,1.37462315,0.00287289,0.01370785,0.08120668,0.03886924,0.00211482,0.11584530
-5.41770885,1.54914685,0.11032017,1.39808580,0.00285703,0.01510196,0.08767709,0.04063169,0.00223617,0.11845949
-5.41170585,1.57757558,0.11194392,1.41954365,0.00284280,0.01660504,0.09530407,0.04272867,0.00237173,0.12159482
-5.40570285,1.60542253,0.11391672,1.43909477,0.00283174,0.01821925,0.10424827,0.04521821,0.00252444,0.12536961
-5.39969985,1.63310945,0.11634788,1.45695540,0.00282596,0.01994673,0.11467623,0.04815948,0.00269743,0.12991020
-5.39369685,1.66117722,0.11935589,1.47345793,0.00282813,0.02178954,0.12675627,0.05161108,0.00289385,0.13534764
-5.38769385,1.69027302,0.12306552,1.48904437,0.00284141,0.02374962,0.14065353,0.05562927,0.00311680,0.14181384
-5.38169085,1.72113222,0.12760425,1.50425535,0.00286940,0.02582868,0.15652434,0.06026593,0.00336919,0.14943727
-5.37568784,1.75455539,0.13309840,1.51971466,0.00291603,0.02802796,0.17450990,0.06556662,0.00365356,0.15833833
-5.36968484,1.79138090,0.13966881,1.53610967,0.00298545,0.03034802,0.19472954,0.07156853,0.00397196,0.16862451
-5.36368184,1.83245374,0.14742627,1.55416808,0.00308191,0.03278843,0.21727369,0.07829859,0.00432578,0.18038552
-5.35767884,1.87859141,0.15646688,1.57463148,0.00320958,0.03534742,0.24219675,0.08577159,0.00471561,0.19368847
-5.35167584,1.93054790,0.16686740,1.59822653,0.00337240,0.03802147,0.26951024,0.09398858,0.00514110,0.20857335
-5.34567284,1.98897689,0.17868071,1.62563461,0.00357390,0.04080494,0.29917641,0.10293547,0.00560085,0.22504892
-5.33966983,2.05439543,0.19193171,1.65746086,0.00381704,0.04368961,0.33110270,0.11258194,0.00609237,0.24308919
-5.33366683,2.12714957,0.20661359,1.69420377,0.00410403,0.04666436,0.36513728,0.12288074,0.00661195,0.26263069
-5.32766383,2.20738318,0.22268481,1.73622651,0.00443616,0.04971483,0.40106611,0.13376736,0.00715475,0.28357054
-5.32166083,2.29501166,0.24006686,1.78373106,0.00481363,0.05282318,0.43861159,0.14516017,0.00771477,0.30576569
-5.31565783,2.38970160,0.25864301,1.83673658,0.00523550,0.05596797,0.47743331,0.15696110,0.00828494,0.32903320
-5.30965483,2.49085792,0.27825803,1.89506283,0.00569950,0.05912417,0.51713078,0.16905677,0.00885728,0.35315175
-5.30365183,2.59761935,0.29871919,1.95831994,0.00620204,0.06226330,0.55724852,0.18132019,0.00942307,0.37786439
-5.29764882,2.70886320,0.31979843,2.02590518,0.00673815,0.06535373,0.59728330,0.19361291,0.00997301,0.40288262
-5.29164582,2.82321975,0.34123575,2.09700740,0.00730155,0.06836120,0.63669361,0.20578779,0.01049754,0.42789152
-5.28564282,2.93909662,0.36274388,2.17061944,0.00788467,0.07124938,0.67491109,0.21769211,0.01098706,0.45255616
-5.27963982,3.05471259,0.38401413,2.24555849,0.00847886,0.07398065,0.71135367,0.22917113,0.01143226,0.47652887
-5.27363682,3.16814036,0.40472313,2.32049416,0.00907448,0.07651699,0.74543996,0.24007198,0.01182438,0.49945738
-5.26763382,3.27735702,0.42454056,2.39398335,0.00966121,0.07882096,0.77660460,0.25024781,0.01215550,0.52099348
-5.26163082,3.38030075,0.44313744,2.46451113,0.01022825,0.08085665,0.80431382,0.25956197,0.01241885,0.54080202
-5.25562781,3.47493182,0.46019479,2.53053607,0.01076468,0.08259077,0.82808078,0.26789233,0.01260900,0.55856993
-5.24962481,3.55929584,0.47541230,2.59053851,0.01125973,0.08399360,0.84748005,0.27513539,0.01272210,0.57401495
-5.24362181,3.63158668,0.48851687,2.64306989,0.01170315,0.08503993,0.86216063,0.28121010,0.01275601,0.58689386
-5.23761881,3.69020688,0.49927044,2.68680122,0.01208555,0.08570987,0.87185706,0.28606139,0.01271043,0.59700969
-5.23161581,3.73382285,0.50747706,2.72056875,0.01239866,0.08598948,0.87639794,0.28966306,0.01258691,0.60421791
-5.22561281,3.76141283,0.51298869,2.74341491,0.01263569,0.08587131,0.87571181,0.29201998,0.01238886,0.60843111
-5.21960980,3.77230532,0.51570970,2.75462278,0.01279151,0.08535465,0.86982980,0.29316965,0.01212145,0.60962219
-5.21360680,3.76620652,0.51559971,2.75374271,0.01286287,0.08444566,0.85888520,0.29318269,0.01179149,0.60782571
-5.20760380,3.74321549,0.51267475,2.74060982,0.01284849,0.08315724,0.84310978,0.29216247,0.01140726,0.60313745
-5.20160080,3.70382623,0.50700665,2.71535182,0.01274915,0.08150871,0.82282710,0.29024376,0.01097829,0.59571218
-5.19559780,3.64891669,0.49872070,2.67838671,0.01256766,0.07952536,0.79844316,0.28759028,0.01051505,0.58575960
-5.18959480,3.57972503,0.48799166,2.63041054,0.01230873,0.07723775,0.77043459,0.28439128,0.01002875,0.57353867
-5.18359180,3.49781399,0.47503834,2.57237587,0.01197886,0.07468099,0.73933515,0.28085717,0.00953099,0.55935044
-5.17758879,3.40502500,0.46011689,2.50546185,0.01158608,0.07189382,0.70572078,0.27721430,0.00903346,0.54352975
-5.17158579,3.30342371,0.44351323,2.43103732,0.01113968,0.06891770,0.67019415,0.27369892,0.00854770,0.52643592
-5.16558279,3.19523915,0.42553475,2.35061844,0.01064991,0.06579585,0.63336899,0.27055068,0.00808477,0.50844289
-5.15957979,3.08279890,0.40650175,2.26582272,0.01012762,0.06257232,0.59585496,0.26800556,0.00765503,0.48992911
-5.15357679,2.96846283,0.38673897,2.17832132,0.00958395,0.05929108,0.55824359,0.26628872,0.00726788,0.47126748
-5.14757379,2.85455773,0.36656737,2.08979147,0.00902990,0.05599522,0.52109563,0.26560731,0.00693161,0.45281582
-5.14157079,2.74331528,0.34629670,2.00187084,0.00847611,0.05272623,0.48493031,0.26614358,0.00665322,0.43490796
-5.13556778,2.63681546,0.32621889,1.91611537,0.00793245,0.04952340,0.45021667,0.26804843,0.00643830,0.41784601
-5.12956478,2.53693720,0.30660256,1.83396216,0.00740785,0.04642336,0.41736716,0.27143573,0.00629096,0.40189379
-5.12356178,2.44531777,0.28768891,1.75669825,0.00691001,0.04345979,0.38673365,0.27637767,0.00621378,0.38727188
-5.11755878,2.36332188,0.26968879,1.68543621,0.00644530,0.04066320,0.35860562,0.28290117,0.00620787,0.37415417
-5.11155578,2.29202126,0.25278133,1.62109696,0.00601863,0.03806096,0.33321058,0.29098572,0.00627284,0.36266617
-5.10555278,2.23218473,0.23711376,1.56439986,0.00563339,0.03567731,0.31071643,0.30056274,0.00640693,0.35288502
-5.09954977,2.18427867,0.22280263,1.51585993,0.00529150,0.03353365,0.29123553,0.31151641,0.00660715,0.34484119
-5.09354677,2.14847720,0.20993600,1.47579167,0.00499342,0.03164881,0.27483015,0.32368624,0.00686937,0.33852171
-5.08754377,2.12468125,0.19857678,1.44431868,0.00473832,0.03003947,0.26151896,0.33687117,0.00718858,0.33387479
-5.08154077,2.11254505,0.18876659,1.42138843,0.00452415,0.02872054,0.25128428,0.35083517,0.00755905,0.33081573
-5.07553777,2.11150888,0.18053036,1.40679081,0.00434787,0.02770570,0.24407967,0.36531426,0.00797459,0.32923365
-5.06953477,2.12083629,0.17388103,1.40017966,0.00420562,0.02700782,0.23983762,0.38002457,0.00842881,0.32899890
-5.06353177,2.13965416,0.16882442,1.40109610,0.00409295,0.02663944,0.23847684,0.39467138,0.00891533,0.32997092
-5.05752876,2.16699404,0.16536386,1.40899248,0.00400502,0.02661314,0.23990919,0.40895863,0.00942811,0.33200597
-5.05152576,2.20183293,0.16350438,1.42325628,0.00393681,0.02694186,0.24404564,0.42259871,0.00996163,0.33496470
-5.04552276,2.24313229,0.16325638,1.44323287,0.00388334,0.02763913,0.25080132,0.43532203,0.01051113,0.33871903
-5.03951976,2.28987375,0.16463841,1.46824661,0.00383983,0.02871916,0.26009933,0.44688608,0.01107284,0.34315822
-5.03351676,2.34109063,0.16767911,1.49761984,0.00380191,0.03019679,0.27187333,0.45708359,0.01164412,0.34819380
-5.02751376,2.39589423,0.17241805,1.53068930,0.00376569,0.03208733,0.28606861,0.46574951,0.01222352,0.35376314
-5.02151076,2.45349463,0.17890559,1.56682002,0.00372794,0.03440616,0.30264194,0.47276640,0.01281093,0.35983167
-5.01550775,2.51321548,0.18720146,1.60541656,0.00368611,0.03716832,0.32155986,0.47806817,0.01340747,0.36639345
-5.00950475,2.57450295,0.19737244,1.64593185,0.00363843,0.04038778,0.34279582,0.48164194,0.01401548,0.37347029
-5.00350175,2.63692906,0.20948886,1.68787386,0.00358388,0.04407674,0.36632610,0.48352799,0.01463838,0.38110932
-4.99749875,2.70018983,0.22362030,1.73081026,0.00352221,0.04824471,0.39212472,0.48381772,0.01528047,0.38937929
-4.99149575,2.76409892,0.23983048,1.77437169,0.00345390,0.05289753,0.42015773,0.48264993,0.01594664,0.39836557
-4.98549275,2.82857750,0.25817162,1.81825359,0.00338008,0.05803640,0.45037697,0.48020530,0.01664218,0.40816428
-4.97948974,2.89364119,0.27867847,1.86221721,0.00330249,0.06365685,0.48271374,0.47669959,0.01737232,0.41887573
-4.97348674,2.95938485,0.30136226,1.90608964,0.00322334,0.06974775,0.51707268,0.47237567,0.01814202,0.43059742
-4.96748374,3.02596604,0.32620483,1.94976322,0.00314523,0.07629045,0.55332619,0.46749477,0.01895551,0.44341709
-4.96148074,3.09358783,0.35315328,1.99319414,0.00307103,0.08325804,0.59130985,0.46232730,0.01981604,0.45740587
-4.95547774,3.16248158,0.38211532,2.03640029,0.00300380,0.09061474,0.63081899,0.45714355,0.02072552,0.47261212
-4.94947474,3.23289014,0.41295565,2.07945802,0.00294662,0.09831563,0.67160682,0.45220462,0.02168428,0.48905592
-4.94347174,3.30505180,0.44549360,2.12249768,0.00290254,0.10630654,0.71338428,0.44775401,0.02269085,0.50672477
-4.93746873,3.37918519,0.47950214,2.16569768,0.00287443,0.11452427,0.75582184,0.44400990,0.02374182,0.52557034
-4.93146573,3.45547533,0.51470852,2.20927687,0.00286494,0.12289716,0.79855315,0.44115862,0.02483177,0.54550674
-4.92546273,3.53406071,0.55079650,2.25348498,0.00287639,0.13134586,0.84118067,0.43934924,0.02595330,0.56641003
-4.91945973,3.61502152,0.58741023,2.29859119,0.00291070,0.13978455,0.88328308,0.43868968,0.02709705,0.58811927
-4.91345673,3.69836900,0.62415973,2.34487070,0.00296934,0.14812232,0.92442413,0.43924407,0.02825194,0.61043886
-4.90745373,3.78403582,0.66062780,2.39258977,0.00305329,0.15626484,0.96416282,0.44103175,0.02940537,0.63314213
-4.90145073,3.87186767,0.69637814,2.44198925,0.00316303,0.16411625,1.00206431,0.44402757,0.03054350,0.65597607
-4.89544772,3.96161606,0.73096451,2.49326746,0.00329844,0.17158118,1.03771119,0.44816356,0.03165159,0.67866685
-4.88944472,4.05293268,0.76394048,2.54656280,0.00345890,0.17856679,1.07071465,0.45333190,0.03271444,0.70092616
-4.88344172,4.14536542,0.79486961,2.60193705,0.00364319,0.18498489,1.10072493,0.45938893,0.03371671,0.72245783
-4.87743872,4.23835650,0.82333543,2.65936005,0.00384957,0.19075394,1.12744067,0.46616009,0.03464339,0.74296475
-4.87143572,4.33124296,0.84895120,2.71869670,0.00407574,0.19580097,1.15061673,0.47344564,0.03548020,0.76215573
-4.86543272,4.42325999,0.87136883,2.77969710,0.00431894,0.20006319,1.17006999,0.48102688,0.03621393,0.77975203
-4.85942971,4.51354723,0.89028674,2.84199045,0.00457593,0.20348946,1.18568304,0.48867275,0.03683287,0.79549352
-4.85342671,4.60115840,0.90545654,2.90508350,0.00484308,0.20604139,1.19740536,0.49614653,0.03732701,0.80914416
-4.84742371,4.68507435,0.91668807,2.96836370,0.00511639,0.20769407,1.20525221,0.50321247,0.03768840,0.82049673
-4.84142071,4.76421943,0.92385289,3.03110744,0.00539162,0.20843655,1.20930107,0.50964216,0.03791124,0.82937673
-4.83541771,4.83748104,0.92688611,3.09249323,0.00566431,0.20827181,1.20968594,0.51522046,0.03799203,0.83564537
-4.82941471,4.90373206,0.92578650,3.15161947,0.00592991,0.20721652,1.20658980,0.51975079,0.03792966,0.83920162
-4.82341171,4.96185542,0.92061501,3.20752642,0.00618384,0.20530033,1.20023555,0.52305972,0.03772530,0.83998339
-4.81740870,5.01077051,0.91149186,3.25922147,0.00642163,0.20256502,1.19087598,0.52500066,0.03738239,0.83796777
-4.81140570,5.04946023,0.89859231,3.30570687,0.00663901,0.19906321,1.17878319,0.52545671,0.03690643,0.83317060
-4.80540270,5.07699821,0.88214139,3.34600886,0.00683198,0.19485704,1.16423808,0.52434246,0.03630480,0.82564516
-4.79939970,5.09257501,0.86240779,3.37920720,0.00699695,0.19001660,1.14752035,0.52160493,0.03558653,0.81548038
-4.79339670,5.09552267,0.83969713,3.40446378,0.00713083,0.18461825,1.12889945,0.51722353,0.03476197,0.80279842
-4.78739370,5.08533658,0.81434493,3.42104946,0.00723109,0.17874300,1.10862706,0.51120919,0.03384253,0.78775197
-4.78139070,5.06169412,0.78670943,3.42836806,0.00729586,0.17247480,1.08693123,0.50360276,0.03284036,0.77052110
-4.77538769,5.02446932,0.75716445,3.42597671,0.00732397,0.16589893,1.06401250,0.49447272,0.03176803,0.75130998
-4.76938469,4.97374315,0.72609262,3.41360182,0.00731499,0.15910049,1.04004207,0.48391249,0.03063826,0.73034348
-4.76338169,4.90980910,0.69387884,3.39115034,0.00726927,0.15216300,1.01516213,0.47203732,0.02946368,0.70786365
-4.75737869,4.83317390,0.66090442,3.35871585,0.00718793,0.14516717,0.98948800,0.45898095,0.02825652,0.68412630
-4.75137569,4.74455332,0.62754173,3.31657950,0.00707285,0.13818979,0.96311203,0.44489229,0.02702853,0.65939753
-4.74537269,4.64486321,0.59414947,3.26520586,0.00692664,0.13130287,0.93610892,0.42993205,0.02579073,0.63395044
-4.73936968,4.53520599,0.56106865,3.20523384,0.00675259,0.12457284,0.90854201,0.41426960,0.02455339,0.60806192
-4.73336668,4.41685294,0.52861925,3.13746317,0.00655458,0.11806001,0.88047008,0.39807994,0.02332594,0.58200955
-4.72736368,4.29122269,0.49709748,3.06283686,0.00633708,0.11181814,0.85195437,0.38154108,0.02211691,0.55606863
-4.72136068,4.15985647,0.46677372,2.98242024,0.00610496,0.10589415,0.82306520,0.36483155,0.02093403,0.53050936
-4.71535768,4.02439063,0.43789101,2.89737723,0.00586349,0.10032798,0.79388786,0.34812838,0.01978418,0.50559411
-4.70935468,3.88652707,0.41066413,2.80894457,0.00561823,0.09515251,0.76452753,0.33160518,0.01867350,0.48157486
-4.70335168,3.74800239,0.38527915,2.71840473,0.00537492,0.09039369,0.73511274,0.31543062,0.01760746,0.45869068
-4.69734867,3.61055624,0.36189351,2.62705827,0.00513942,0.08607063,0.70579747,0.29976701,0.01659093,0.43716548
-4.69134567,3.47589994,0.34063650,2.53619641,0.00491762,0.08219591,0.67676163,0.28476910,0.01562827,0.41720576
-4.68534267,3.34568600,0.32161012,2.44707464,0.00471539,0.07877585,0.64821007,0.27058301,0.01472339,0.39899868
-4.67933967,3.22147932,0.30489038,2.36088797,0.00453853,0.07581099,0.62037014,0.25734523,0.01387985,0.38271025
-4.67333667,3.10473104,0.29052881,2.27874860,0.00439272,0.07329649,0.59348813,0.24518168,0.01310089,0.36848380
-4.66733367,2.99675554,0.27855438,2.20166663,0.00428347,0.07122281,0.56782463,0.23420690,0.01238953,0.35643876
-4.66133067,2.89871140,0.26897551,2.13053418,0.00421614,0.06957624,0.54364932,0.22452324,0.01174857,0.34666975
-4.65532766,2.81158675,0.26178236,2.06611351,0.00419587,0.06833966,0.52123531,0.21622005,0.01118066,0.33924596
-4.64932466,2.73618928,0.25694912,2.00902917,0.00422764,0.06749326,0.50085332,0.20937308,0.01068834,0.33421102
-4.64332166,2.67314121,0.25443634,1.95976440,0.00431618,0.06701533,0.48276600,0.20404384,0.01027405,0.33158311
