energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86793397,0.24439494,-0.28874539,0.00048587,-0.00021879,0.01307135,-0.01080338,0.08686634,-0.09342350,0.02323261,-0.03868167,0.11845667,-0.10716443,0.03270843,-0.03646922,0.14144781,-0.17093330,0.00000000,-0.00000000
-5.86193097,0.22296945,-0.28735864,0.00043477,-0.00021275,0.01115811,-0.00996761,0.08046663,-0.09226928,0.02157797,-0.04075644,0.10665001,-0.10332765,0.03005520,-0.03572892,0.13031494,-0.17073714,0.00000000,-0.00000000
-5.85592796,0.20752538,-0.29301975,0.00039492,-0.00021160,0.00954904,-0.00942666,0.07612255,-0.09329358,0.02054053,-0.04384112,0.09759009,-0.10217498,0.02822116,-0.03587761,0.12265069,-0.17465081,0.00000000,-0.00000000
-5.84992496,0.19787311,-0.30555547,0.00036539,-0.00021515,0.00822849,-0.00916542,0.07375749,-0.09642160,0.02011804,-0.04794813,0.09116268,-0.10360354,0.02718325,-0.03689403,0.11835175,-0.18257740,0.00000000,-0.00000000
-5.84392196,0.19382138,-0.32476752,0.00034524,-0.00022322,0.00718068,-0.00916890,0.07329061,-0.10157194,0.02031008,-0.05308592,0.08724845,-0.10750857,0.02691880,-0.03875458,0.11731320,-0.19440449,0.00000000,-0.00000000
-5.83791896,0.19518711,-0.35043324,0.00033351,-0.00023565,0.00639051,-0.00942232,0.07463994,-0.10865767,0.02111901,-0.05925806,0.08572832,-0.11378487,0.02740692,-0.04143372,0.11943385,-0.21000454,0.00000000,-0.00000000
-5.83191596,0.20180256,-0.38230424,0.00032923,-0.00025232,0.00584410,-0.00991122,0.07772463,-0.11758679,0.02255046,-0.06646212,0.08648752,-0.12232728,0.02862935,-0.04490397,0.12461994,-0.22923431,0.00000000,-0.00000000
-5.82591296,0.21351966,-0.42010335,0.00033145,-0.00027315,0.00552930,-0.01062134,0.08246659,-0.12826215,0.02461360,-0.07468836,0.08941854,-0.13303026,0.03057110,-0.04913576,0.13278749,-0.25193322,0.00000000,-0.00000000
-5.81990995,0.23021171,-0.46352043,0.00033923,-0.00029816,0.00543585,-0.01153842,0.08879128,-0.14058083,0.02732102,-0.08391823,0.09442293,-0.14578664,0.03322057,-0.05409696,0.14386301,-0.27792110,0.00000000,-0.00000000
-5.81390695,0.25177248,-0.51220760,0.00035164,-0.00032742,0.00555556,-0.01264801,0.09662794,-0.15443338,0.03068820,-0.09412298,0.10141196,-0.16048586,0.03656944,-0.05975224,0.15778295,-0.30699557,0.00000000,-0.00000000
-5.80790395,0.27811290,-0.56577437,0.00036779,-0.00036112,0.00588214,-0.01393517,0.10590926,-0.16970275,0.03473276,-0.10526231,0.11030631,-0.17701182,0.04061214,-0.06606241,0.17449181,-0.33892946,0.00000000,-0.00000000
-5.80190095,0.30915571,-0.62378343,0.00038681,-0.00039957,0.00641105,-0.01538415,0.11657054,-0.18626322,0.03947325,-0.11728319,0.12103487,-0.19524049,0.04534502,-0.07298356,0.19393912,-0.37346838,0.00000000,-0.00000000
-5.79589795,0.34482819,-0.68574734,0.00040787,-0.00044323,0.00713906,-0.01697820,0.12854844,-0.20397950,0.04492776,-0.13011900,0.13353272,-0.21503759,0.05076532,-0.08046637,0.21607547,-0.41032897,0.00000000,-0.00000000
-5.78989495,0.38505337,-0.75112693,0.00043018,-0.00049271,0.00806382,-0.01869927,0.14177944,-0.22270591,0.05111218,-0.14368904,0.14773852,-0.23625644,0.05686981,-0.08845541,0.24084771,-0.44919797,0.00000000,-0.00000000
-5.78389195,0.42974019,-0.81933141,0.00045299,-0.00054883,0.00918329,-0.02052793,0.15619809,-0.24228596,0.05803833,-0.15789845,0.16359136,-0.25873619,0.06365333,-0.09688862,0.26819357,-0.48973229,0.00000000,-0.00000000
-5.77788894,0.47877284,-0.88972086,0.00047560,-0.00061261,0.01049513,-0.02244327,0.17173500,-0.26255228,0.06571188,-0.17263864,0.18102723,-0.28230056,0.07110718,-0.10569697,0.29803590,-0.53156032,0.00000000,-0.00000000
-5.77188594,0.53199992,-0.96161088,0.00049740,-0.00068527,0.01199601,-0.02442295,0.18831487,-0.28332701,0.07413028,-0.18778829,0.19997537,-0.30675731,0.07921740,-0.11480435,0.33027680,-0.57428453,0.00000000,-0.00000000
-5.76588294,0.58922372,-1.03427984,0.00051782,-0.00076831,0.01368101,-0.02644335,0.20585443,-0.30442269,0.08328067,-0.20321482,0.22035447,-0.33189844,0.08796311,-0.12412779,0.36479186,-0.61748543,0.00000000,-0.00000000
-5.75987994,0.65019037,-1.10697838,0.00053640,-0.00086345,0.01554299,-0.02847983,0.22426053,-0.32564373,0.09313795,-0.21877645,0.24206913,-0.35750134,0.09731492,-0.13357786,0.40142479,-0.66072689,0.00000000,-0.00000000
-5.75387694,0.71458125,-1.17894106,0.00055278,-0.00097266,0.01757204,-0.03050711,0.24342842,-0.34678834,0.10366306,-0.23432470,0.26500656,-0.38333080,0.10723343,-0.14305954,0.43998284,-0.70356259,0.00000000,-0.00000000
-5.74787394,0.78200635,-1.24939994,0.00056670,-0.00109817,0.01975507,-0.03249972,0.26324027,-0.36765107,0.11480161,-0.24970732,0.28903389,-0.40914193,0.11766811,-0.15247327,0.48023320,-0.74554369,0.00000000,-0.00000000
-5.74187094,0.85200000,-1.31759965,0.00057806,-0.00124240,0.02207549,-0.03443258,0.28356421,-0.38802579,0.12648303,-0.26477156,0.31399617,-0.43468409,0.12855642,-0.16171639,0.52190075,-0.78622727,0.00000000,-0.00000000
-5.73586793,0.92401972,-1.38281338,0.00058686,-0.00140797,0.02451307,-0.03628159,0.30425382,-0.40770911,0.13862020,-0.27936767,0.33971527,-0.45970548,0.13982337,-0.17068480,0.56466747,-0.82518547,0.00000000,-0.00000000
-5.72986493,0.99744835,-1.44435932,0.00059331,-0.00159765,0.02704402,-0.03802428,0.32514827,-0.42650420,0.15110976,-0.29335243,0.36598992,-0.48395855,0.15138163,-0.17927492,0.60817370,-0.86201486,0.00000000,-0.00000000
-5.72386193,1.07160002,-1.50161695,0.00059776,-0.00181427,0.02964117,-0.03964048,0.34607321,-0.44422473,0.16383317,-0.30659276,0.39259694,-0.50720573,0.16313218,-0.18738575,0.65202152,-0.89634589,0.00000000,-0.00000000
-5.71785893,1.14573001,-1.55404247,0.00060075,-0.00206065,0.03227450,-0.04111293,0.36684250,-0.46069903,0.17665843,-0.31896896,0.41929380,-0.52922564,0.17496556,-0.19492116,0.69578022,-0.92785188,0.00000000,-0.00000000
-5.71185593,1.21904860,-1.60118266,0.00060305,-0.00233953,0.03491173,-0.04242790,0.38726070,-0.47577409,0.18944263,-0.33037779,0.44582252,-0.54981907,0.18676374,-0.20179214,0.73899410,-0.95625725,0.00000000,-0.00000000
-5.70585293,1.29073855,-1.64268675,0.00060562,-0.00265342,0.03751922,-0.04357559,0.40712652,-0.48931941,0.20203514,-0.34073499,0.47191491,-0.56881486,0.19840264,-0.20791907,0.78119224,-0.98134475,0.00000000,-0.00000000
-5.69984992,1.35997595,-1.67831554,0.00060969,-0.00300453,0.04006292,-0.04455055,0.42623700,-0.50123041,0.21428150,-0.34997719,0.49729896,-0.58607503,0.20975515,-0.21323385,0.82190013,-1.00296104,0.00000000,-0.00000000
-5.69384692,1.42595360,-1.70794724,0.00061669,-0.00339457,0.04250959,-0.04535191,0.44439235,-0.51143123,0.22602770,-0.35806315,0.52170630,-0.60149912,0.22069469,-0.21768181,0.86065287,-1.02102072,0.00000000,-0.00000000
-5.68784392,1.48790621,-1.73157992,0.00062834,-0.00382469,0.04482797,-0.04598334,0.46140142,-0.51987682,0.23712492,-0.36497429,0.54488027,-0.61502721,0.23109907,-0.22122338,0.89700925,-1.03550819,0.00000000,-0.00000000
-5.68184092,1.54513625,-1.74932998,0.00064664,-0.00429530,0.04699006,-0.04645300,0.47708740,-0.52655410,0.24743435,-0.37071429,0.56658442,-0.62664166,0.24085462,-0.22383533,0.93056626,-1.04647743,0.00000000,-0.00000000
-5.67583792,1.59703923,-1.76142683,0.00067382,-0.00480595,0.04897240,-0.04677320,0.49129359,-0.53148215,0.25683197,-0.37530802,0.58661095,-0.63636709,0.24986024,-0.22551161,0.96097334,-1.05404950,0.00000000,-0.00000000
-5.66983492,1.64312725,-1.76820363,0.00071245,-0.00535520,0.05075720,-0.04695987,0.50388892,-0.53471122,0.26521303,-0.37879955,0.60478857,-0.64426871,0.25803143,-0.22626373,0.98794562,-1.05840778,0.00000000,-0.00000000
-5.66383192,1.68304942,-1.77008465,0.00076533,-0.00594059,0.05233337,-0.04703192,0.51477295,-0.53632074,0.27249607,-0.38124963,0.62098950,-0.65044888,0.26530388,-0.22612061,1.01127532,-1.05979108,0.00000000,-0.00000000
-5.65782891,1.71660798,-1.76756930,0.00083556,-0.00655850,0.05369739,-0.04701043,0.52388000,-0.53641620,0.27862608,-0.38273244,0.63513489,-0.65504202,0.27163648,-0.22512786,1.03084078,-1.05848490,0.00000000,-0.00000000
-5.65182591,1.74376904,-1.76121378,0.00092647,-0.00720415,0.05485387,-0.04691772,0.53118206,-0.53512505,0.28357690,-0.38333202,0.64719854,-0.65820797,0.27701371,-0.22334668,1.04661243,-1.05481102,0.00000000,-0.00000000
-5.64582291,1.76466706,-1.75161087,0.00104162,-0.00787161,0.05581587,-0.04677636,0.53669043,-0.53259184,0.28735240,-0.38313839,0.65720842,-0.66012424,0.28144704,-0.22085212,1.05865508,-1.04911593,0.00000000,-0.00000000
-5.63981991,1.77960258,-1.73936879,0.00118473,-0.00855386,0.05660491,-0.04660813,0.54045572,-0.52897266,0.28998662,-0.38224358,0.66524575,-0.66097727,0.28497541,-0.21773107,1.06712649,-1.04175857,0.00000000,-0.00000000
-5.63381691,1.78903280,-1.72508997,0.00135964,-0.00924288,0.05725068,-0.04643307,0.54256616,-0.52442926,0.29154255,-0.38073782,0.67144167,-0.66095334,0.28766464,-0.21407981,1.07227174,-1.03309788,0.00000000,-0.00000000
-5.62781391,1.79355534,-1.70935075,0.00157020,-0.00992978,0.05779035,-0.04626849,0.54314431,-0.51912309,0.29210981,-0.37870608,0.67597147,-0.66022950,0.28960572,-0.21000136,1.07441380,-1.02348067,0.00000000,-0.00000000
-5.62181091,1.79388554,-1.69268274,0.00182019,-0.01060504,0.05826770,-0.04612820,0.54234209,-0.51320950,0.29180115,-0.37622503,0.67904646,-0.65896495,0.29091215,-0.20560259,1.07394031,-1.01323038,0.00000000,-0.00000000
-5.61580790,1.79082807,-1.67555689,0.00211321,-0.01125872,0.05873183,-0.04602186,0.54033449,-0.50683242,0.29074792,-0.37336072,0.68090404,-0.65729346,0.29171620,-0.20099133,1.07128737,-1.00263723,0.00000000,-0.00000000
-5.60980490,1.78524432,-1.65837063,0.00245252,-0.01188072,0.05923579,-0.04595452,0.53731203,-0.50011980,0.28909473,-0.37016700,0.68179615,-0.65531715,0.29216446,-0.19627353,1.06692072,-0.99195010,0.00000000,-0.00000000
-5.60380190,1.77801657,-1.64143889,0.00284090,-0.01246112,0.05983488,-0.04592643,0.53347256,-0.49318002,0.28699359,-0.36668477,0.68197690,-0.65310200,0.29241265,-0.19155046,1.06131543,-0.98137064,0.00000000,-0.00000000
-5.59779890,1.77001098,-1.62498915,0.00328047,-0.01299045,0.06058487,-0.04593302,0.52901249,-0.48609936,0.28459757,-0.36294215,0.68168979,-0.65067543,0.29262006,-0.18691628,1.05493488,-0.97104959,0.00000000,-0.00000000
-5.59179590,1.76204074,-1.60916066,0.00377256,-0.01346005,0.06154022,-0.04596524,0.52411825,-0.47894074,0.28205457,-0.35895540,0.68115533,-0.64802588,0.29294364,-0.18245578,1.04821012,-0.96108558,0.00000000,-0.00000000
-5.58579290,1.75483139,-1.59400768,0.00431750,-0.01386237,0.06275214,-0.04601000,0.51895806,-0.47174376,0.27950120,-0.35473069,0.68055969,-0.64510471,0.29353226,-0.17824259,1.04152066,-0.95152634,0.00000000,-0.00000000
-5.57978989,1.74898981,-1.57950647,0.00491448,-0.01419122,0.06426682,-0.04605093,0.51367473,-0.46452585,0.27705722,-0.35026643,0.68004493,-0.64182996,0.29452101,-0.17433773,1.03517756,-0.94237211,0.00000000,-0.00000000
-5.57378689,1.74497827,-1.56556546,0.00556139,-0.01444209,0.06612371,-0.04606932,0.50837964,-0.45728459,0.27482077,-0.34555613,0.67970144,-0.63809206,0.29602609,-0.17078865,1.02940969,-0.93358093,0.00000000,-0.00000000
-5.56778389,1.74309501,-1.55203796,0.00625476,-0.01461227,0.06835397,-0.04604512,0.50314841,-0.45000092,0.27286452,-0.34059153,0.67956294,-0.63376093,0.29814030,-0.16762876,1.02435402,-0.92507561,0.00000000,-0.00000000
-5.56178089,1.74346196,-1.53873656,0.00698959,-0.01470104,0.07097909,-0.04595814,0.49801832,-0.44264307,0.27123303,-0.33536574,0.67960440,-0.62869419,0.30092928,-0.16487736,1.02005013,-0.91675175,0.00000000,-0.00000000
-5.55577789,1.74602036,-1.52544851,0.00775940,-0.01470974,0.07400979,-0.04578922,0.49298774,-0.43517086,0.26994131,-0.32987633,0.67974295,-0.62274591,0.30442873,-0.16254010,1.01643954,-0.90848637,0.00000000,-0.00000000
-5.54977489,1.75053435,-1.51195108,0.00855624,-0.01464172,0.07744514,-0.04552139,0.48801751,-0.42754025,0.26897479,-0.32412800,0.67984175,-0.61577550,0.30864267,-0.16060982,1.01336969,-0.90014675,0.00000000,-0.00000000
-5.54377189,1.75660239,-1.49802617,0.00937073,-0.01450230,0.08127205,-0.04514104,0.48303424,-0.41970770,0.26829059,-0.31813473,0.67971665,-0.60765619,0.31354271,-0.15906781,1.01060244,-0.89159886,0.00000000,-0.00000000
-5.53776888,1.76367584,-1.48347345,0.01019223,-0.01429862,0.08546499,-0.04463882,0.47793534,-0.41163419,0.26782003,-0.31192126,0.67914530,-0.59828267,0.31906850,-0.15788543,1.00782670,-0.88271506,0.00000000,-0.00000000
-5.53176588,1.77108392,-1.46812140,0.01100908,-0.01403937,0.08998614,-0.04401058,0.47259550,-0.40328864,0.26747232,-0.30552372,0.67787816,-0.58757751,0.32512914,-0.15702598,1.00467449,-0.87338065,0.00000000,-0.00000000
-5.52576288,1.77806378,-1.45183586,0.01180882,-0.01373452,0.09478576,-0.04325795,0.46687423,-0.39465053,0.26713923,-0.29898951,0.67565100,-0.57549603,0.33160573,-0.15644692,1.00073967,-0.86349897,0.00000000,-0.00000000
-5.51975988,1.78379434,-1.43452572,0.01257853,-0.01339499,0.09980308,-0.04238882,0.46062422,-0.38571171,0.26670053,-0.29237621,0.67219801,-0.56202948,0.33835480,-0.15610210,0.99559852,-0.85299500,0.00000000,-0.00000000
-5.51375688,1.78743241,-1.41614582,0.01330524,-0.01303226,0.10496734,-0.04141752,0.45369992,-0.37647723,0.26602990,-0.28574972,0.66726512,-0.54720640,0.34521253,-0.15594425,0.98883097,-0.84181724,0.00000000,-0.00000000
-5.50775388,1.78814943,-1.39669693,0.01397625,-0.01265798,0.11019938,-0.04036488,0.44596599,-0.36696516,0.26500118,-0.27918170,0.66062274,-0.53109211,0.35199984,-0.15592736,0.98004169,-0.82993801,0.00000000,-0.00000000
-5.50175088,1.78516742,-1.37622324,0.01457964,-0.01228352,0.11541340,-0.03925792,0.43730524,-0.35720569,0.26349453,-0.27274642,0.65207722,-0.51378660,0.35852789,-0.15600911,0.96887998,-0.81735225,0.00000000,-0.00000000
-5.49574787,1.77779243,-1.35480755,0.01510459,-0.01191962,0.12051913,-0.03812949,0.42762564,-0.34723936,0.26140233,-0.26651722,0.64148081,-0.49542089,0.36460412,-0.15615307,0.95505749,-0.80407504,0.00000000,-0.00000000
-5.48974487,1.76544453,-1.33256473,0.01554188,-0.01157599,0.12542425,-0.03701765,0.41686604,-0.33711471,0.25863452,-0.26056278,0.62873939,-0.47615212,0.37003856,-0.15633072,0.93836315,-0.79013807,0.00000000,-0.00000000
-5.48374187,1.74768287,-1.30963386,0.01588414,-0.01126098,0.13003705,-0.03596485,0.40500052,-0.32688552,0.25512315,-0.25494341,0.61381784,-0.45615785,0.37465021,-0.15652310,0.91867452,-0.77558550,0.00000000,-0.00000000
-5.47773887,1.72422528,-1.28616972,0.01612625,-0.01098130,0.13426928,-0.03501709,0.39204098,-0.31660784,0.25082601,-0.24970762,0.59674286,-0.43562967,0.37827341,-0.15672215,0.89596533,-0.76046931,0.00000000,-0.00000000
-5.47173587,1.69496157,-1.26233405,0.01626551,-0.01074183,0.13803913,-0.03422283,0.37803811,-0.30633697,0.24572908,-0.24488904,0.57760328,-0.41476671,0.38076393,-0.15693151,0.87030875,-0.74484471,0.00000000,-0.00000000
-5.46573287,1.65996044,-1.23828710,0.01630181,-0.01054545,0.14127423,-0.03363194,0.36308061,-0.29612465,0.23984781,-0.24050415,0.55654781,-0.39376917,0.38200480,-0.15716686,0.84187657,-0.72876578,0.00000000,-0.00000000
-5.45972986,1.61946993,-1.21417998,0.01623767,-0.01039302,0.14391468,-0.03329447,0.34729275,-0.28601656,0.23322718,-0.23655058,0.53378063,-0.37283229,0.38191143,-0.15745560,0.81093425,-0.71228160,0.00000000,-0.00000000
-5.45372686,1.57391154,-1.19014806,0.01607824,-0.01028335,0.14591587,-0.03325947,0.33083060,-0.27605032,0.22594047,-0.23300645,0.50955504,-0.35214098,0.38043620,-0.15783610,0.77783239,-0.69543321,0.00000000,-0.00000000
-5.44772386,1.52386879,-1.16630576,0.01583110,-0.01021336,0.14725112,-0.03357367,0.31387692,-0.26625402,0.21808690,-0.22983058,0.48416565,-0.33186525,0.37757211,-0.15835616,0.74299487,-0.67825147,0.00000000,-0.00000000
-5.44172086,1.47007059,-1.14274289,0.01550606,-0.01017822,0.14791404,-0.03428023,0.29663510,-0.25664554,0.20978821,-0.22696367,0.45793937,-0.31215663,0.37335556,-0.15907111,0.70690444,-0.66075593,0.00000000,-0.00000000
-5.43571786,1.41337044,-1.11952255,0.01511483,-0.01017159,0.14792037,-0.03541746,0.27932253,-0.24723232,0.20118440,-0.22433039,0.43122590,-0.29314555,0.36786806,-0.16004128,0.67008638,-0.64295475,0.00000000,-0.00000000
-5.42971486,1.35472244,-1.09668062,0.01467067,-0.01018593,0.14730947,-0.03701753,0.26216346,-0.23801201,0.19242870,-0.22184222,0.40438801,-0.27493981,0.36123680,-0.16132905,0.63309098,-0.62484574,0.00000000,-0.00000000
-5.42371186,1.29515489,-1.07422676,0.01418787,-0.01021282,0.14614511,-0.03910529,0.24538196,-0.22897353,0.18368211,-0.21940110,0.37779199,-0.25762404,0.35363411,-0.16299565,0.59647550,-0.60641821,0.00000000,-0.00000000
-5.41770885,1.23574269,-1.05214672,0.01368134,-0.01024334,0.14451571,-0.04169710,0.22919500,-0.22009874,0.17510764,-0.21690342,0.35179877,-0.24126000,0.34527568,-0.16509771,0.56078648,-0.58765572,0.00000000,-0.00000000
-5.41170585,1.17757937,-1.03040573,0.01316608,-0.01026842,0.14253386,-0.04479985,0.21380604,-0.21136447,0.16686461,-0.21424448,0.32675590,-0.22588772,0.33641763,-0.16768381,0.52654291,-0.56853941,0.00000000,-0.00000000
-5.40570285,1.12174966,-1.00895283,0.01265668,-0.01027921,0.14033520,-0.04841010,0.19939941,-0.20274483,0.15910306,-0.21132293,0.30299059,-0.21152733,0.32735239,-0.17079117,0.49422093,-0.54905172,0.00000000,-0.00000000
-5.39969985,1.06930341,-0.98772578,0.01216687,-0.01026746,0.13807647,-0.05251342,0.18613543,-0.19421365,0.15195862,-0.20804517,0.28080405,-0.19818132,0.31840352,-0.17444264,0.46424052,-0.52918031,0.00000000,-0.00000000
-5.39369685,1.02123143,-0.96665647,0.01170906,-0.01022579,0.13593297,-0.05708406,0.17414669,-0.18574691,0.14554799,-0.20432943,0.26046702,-0.18583730,0.30991947,-0.17864423,0.43695457,-0.50892196,0.00000000,-0.00000000
-5.38769385,0.97844388,-0.94567645,0.01129398,-0.01014797,0.13409524,-0.06208492,0.16353525,-0.17732504,0.13996513,-0.20010931,0.24221658,-0.17447091,0.30226644,-0.18338319,0.41264052,-0.48828611,0.00000000,-0.00000000
-5.38169085,0.94175145,-0.92472258,0.01093041,-0.01002915,0.13276514,-0.06746789,0.15437110,-0.16893503,0.13527840,-0.19533678,0.22625416,-0.16404896,0.29582039,-0.18862708,0.39149494,-0.46729809,0.00000000,-0.00000000
-5.37568784,0.91184970,-0.90374250,0.01062487,-0.00986598,0.13215129,-0.07317469,0.14669160,-0.16057216,0.13152860,-0.18998425,0.21274451,-0.15453255,0.29095845,-0.19432362,0.37363077,-0.44600159,0.00000000,-0.00000000
-5.36968484,0.88930653,-0.88269999,0.01038160,-0.00965671,0.13246405,-0.07913809,0.14050204,-0.15224132,0.12872808,-0.18404599,0.20181550,-0.14588016,0.28804965,-0.20040165,0.35907749,-0.42446049,0.00000000,-0.00000000
-5.36368184,0.87455294,-0.86158002,0.01020239,-0.00940119,0.13390997,-0.08528372,0.13577714,-0.14395797,0.12686088,-0.17753856,0.19355864,-0.13805068,0.28744542,-0.20677316,0.34778388,-0.40275992,0.00000000,-0.00000000
-5.35767884,0.86787686,-0.84039365,0.01008671,-0.00910085,0.13668595,-0.09153230,0.13246336,-0.13574857,0.12588382,-0.17050040,0.18803000,-0.13100619,0.28946979,-0.21333642,0.33962323,-0.38100641,0.00000000,-0.00000000
-5.35167584,0.86941996,-0.81918251,0.01003179,-0.00875856,0.14097316,-0.09780236,0.13048197,-0.12765063,0.12572866,-0.16299072,0.18525136,-0.12471470,0.29440958,-0.21998005,0.33440069,-0.35932732,0.00000000,-0.00000000
-5.34567284,0.87917726,-0.79802316,0.01003282,-0.00837847,0.14693092,-0.10401341,0.12973271,-0.11971225,0.12630495,-0.15508760,0.18521151,-0.11915252,0.30250485,-0.22658811,0.33186256,-0.33786956,0.00000000,-0.00000000
