energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down,V_p_up,V_p_down,V_d_up,V_d_down
-3.83291646,1.63046248,-1.27371599,0.00007047,-0.00120807,0.19914700,-0.18866363,0.51034286,-0.40322446,0.48229567,-0.32804469,0.01724211,-0.01170678,0.72467072,-0.63273950,0.32610209,-0.25147633,0.26900411,-0.22555851
-3.82691346,1.69673366,-1.18361330,0.00007130,-0.00107992,0.20216908,-0.17344709,0.52132212,-0.37412637,0.50217507,-0.30267768,0.01798037,-0.01062434,0.76256117,-0.58996356,0.32809765,-0.22916107,0.28571674,-0.21353818
-3.82091046,1.76531389,-1.10473426,0.00007349,-0.00095887,0.20547626,-0.16001174,0.53317483,-0.34951296,0.52235217,-0.27972660,0.01874945,-0.00961594,0.80201696,-0.55320934,0.32951752,-0.20929668,0.30328496,-0.20333896
-3.81490745,1.83548333,-1.03757014,0.00007681,-0.00084561,0.20902445,-0.14839567,0.54561674,-0.32947378,0.54271843,-0.25931181,0.01954897,-0.00868853,0.84250351,-0.52279053,0.33036495,-0.19196375,0.32151542,-0.19505885
-3.80890445,1.90637577,-0.98243703,0.00008105,-0.00074065,0.21275276,-0.13861116,0.55831264,-0.31402569,0.56313405,-0.24152007,0.02037695,-0.00784760,0.88340344,-0.49891652,0.33063999,-0.17720946,0.34017901,-0.18876734
-3.80290145,1.97698774,-0.93947756,0.00008603,-0.00064426,0.21658414,-0.13064552,0.57088652,-0.30311353,0.58342436,-0.22640537,0.02122943,-0.00709727,0.92402934,-0.48169150,0.33033744,-0.16504854,0.35901422,-0.18450542
-3.79689845,2.04619481,-0.90866524,0.00009157,-0.00055657,0.22042693,-0.12446236,0.58293385,-0.29661201,0.60337812,-0.21399038,0.02210035,-0.00644047,0.96364028,-0.47111500,0.32944566,-0.15546475,0.37773215,-0.18228582
-3.79089545,2.11277517,-0.88981121,0.00009752,-0.00047750,0.22417697,-0.12000324,0.59403531,-0.29432863,0.62274823,-0.20426829,0.02298130,-0.00587914,1.00146148,-0.46708400,0.32794611,-0.14841289,0.39602289,-0.18209365
-3.78489245,2.17543958,-0.88257254,0.00010372,-0.00040685,0.22772051,-0.11718963,0.60377155,-0.29600754,0.64125483,-0.19720494,0.02386161,-0.00541434,1.03670651,-0.46939620,0.32581373,-0.14382099,0.41356323,-0.18388711
-3.77888944,2.23286705,-0.88646212,0.00011002,-0.00034428,0.23093770,-0.11592509,0.61173826,-0.30133439,0.65859090,-0.19274105,0.02472847,-0.00504654,1.06860110,-0.47775450,0.32301812,-0.14159282,0.43002540,-0.18759848
-3.77288644,2.28374472,-0.90085950,0.00011628,-0.00028935,0.23370641,-0.11609762,0.61756079,-0.30994195,0.67443020,-0.19079447,0.02556714,-0.00477571,1.09640770,-0.49177257,0.31952548,-0.14161036,0.44508657,-0.19313516
-3.76688344,2.32681053,-0.92502269,0.00012236,-0.00024156,0.23590648,-0.11758205,0.62090791,-0.32141660,0.68843725,-0.19126231,0.02636140,-0.00460149,1.11944980,-0.51098145,0.31530110,-0.14373630,0.45843868,-0.20038093
-3.76088044,2.36089683,-0.95810071,0.00012814,-0.00020035,0.23742398,-0.12024261,0.62150388,-0.33530570,0.70027905,-0.19402293,0.02709400,-0.00452332,1.13713484,-0.53483723,0.31031231,-0.14781640,0.46979840,-0.20919735
-3.75487744,2.38497307,-0.99914698,0.00013347,-0.00016514,0.23815553,-0.12393540,0.61913848,-0.35112558,0.70963781,-0.19893778,0.02774730,-0.00454048,1.14897494,-0.56272968,0.30453174,-0.15368181,0.47891655,-0.21942539
-3.74887444,2.39818565,-1.04713343,0.00013825,-0.00013533,0.23801225,-0.12851098,0.61367457,-0.36837036,0.71622428,-0.20585302,0.02830387,-0.00465215,1.15460438,-0.59399203,0.29794050,-0.16115109,0.48558684,-0.23088738
-3.74287144,2.39989303,-1.10096557,0.00014238,-0.00011034,0.23692341,-0.13381686,0.60505286,-0.38652135,0.71979089,-0.21460114,0.02874721,-0.00485738,1.15379314,-0.62791172,0.29053129,-0.17003222,0.48965334,-0.24338921
-3.73686843,2.38969450,-1.15949854,0.00014577,-0.00008960,0.23483953,-0.13970005,0.59329377,-0.40505690,0.72014407,-0.22500241,0.02906245,-0.00515510,1.14645588,-0.66374215,0.28231106,-0.18012446,0.49101647,-0.25672301
-3.73086543,2.36745119,-1.22155409,0.00014834,-0.00007259,0.23173472,-0.14600953,0.57849635,-0.42346269,0.71715510,-0.23686651,0.02923696,-0.00554402,1.13265594,-0.70071545,0.27330314,-0.19122011,0.48963719,-0.27067019
-3.72486243,2.33329831,-1.28593868,0.00015005,-0.00005881,0.22760827,-0.15259864,0.56083448,-0.44124197,0.71076890,-0.24999418,0.02926094,-0.00602257,1.11260425,-0.73805594,0.26354874,-0.20310627,0.48553920,-0.28500491
-3.71885943,2.28764785,-1.35146240,0.00015088,-0.00004782,0.22248546,-0.15932743,0.54055045,-0.45792587,0.70101032,-0.26417915,0.02912792,-0.00658879,1.08665312,-0.77499431,0.25310753,-0.21556668,0.47880899,-0.29949798
-3.71285643,2.23118184,-1.41695858,0.00015082,-0.00003923,0.21641743,-0.16606485,0.51794640,-0.47308307,0.68798745,-0.27921033,0.02883512,-0.00724029,1.05528529,-0.81078208,0.24205751,-0.22838366,0.46959382,-0.31392111
-3.70685343,2.16483601,-1.48130381,0.00014992,-0.00003267,0.20948017,-0.17269076,0.49337401,-0.48632895,0.67189197,-0.29487424,0.02838362,-0.00797411,1.01909866,-0.84470620,0.23049399,-0.24134011,0.45809756,-0.32805143
-3.70085043,2.08977499,-1.54343788,0.00014820,-0.00002786,0.20177281,-0.17909771,0.46722292,-0.49733356,0.65299623,-0.31095787,0.02777851,-0.00878672,0.97878747,-0.87610326,0.21852782,-0.25422183,0.44457473,-0.34167612
-3.69484742,2.00735972,-1.60238316,0.00014577,-0.00002452,0.19341508,-0.18519252,0.43990850,-0.50582841,0.63164738,-0.32725169,0.02702871,-0.00967392,0.93512057,-0.90437305,0.20628288,-0.26681993,0.42932282,-0.35459711
-3.68884442,1.91910869,-1.65726275,0.00014272,-0.00002245,0.18454419,-0.19089739,0.41185931,-0.51161153,0.60825863,-0.34355291,0.02614682,-0.01063085,0.88891800,-0.92899093,0.19389305,-0.27893346,0.41267335,-0.36663555
-3.68284142,1.82665459,-1.70731690,0.00013917,-0.00002146,0.17531118,-0.19615076,0.38350493,-0.51455093,0.58329815,-0.35966890,0.02514869,-0.01165204,0.84102650,-0.94951865,0.18149879,-0.29037226,0.39498191,-0.37763594
-3.67683842,1.73169804,-1.75191689,0.00013527,-0.00002141,0.16587701,-0.20090770,0.35526456,-0.51458594,0.55727598,-0.37542049,0.02405296,-0.01273139,0.79229523,-0.96561319,0.16924339,-0.30095980,0.37661768,-0.38746969
-3.67083542,1.63596033,-1.79057576,0.00013118,-0.00002216,0.15640828,-0.20513981,0.32753662,-0.51172667,0.53072949,-0.39064510,0.02288048,-0.01386228,0.74355236,-0.97703330,0.15726926,-0.31053617,0.35795278,-0.39603792
-3.66483242,1.54113688,-1.82295545,0.00012707,-0.00002363,0.14707303,-0.20883474,0.30068991,-0.50605142,0.50420812,-0.40519959,0.02165365,-0.01503764,0.69558357,-0.98364333,0.14571421,-0.31896089,0.33935189,-0.40327344
-3.65882941,1.44885300,-1.84886976,0.00012312,-0.00002572,0.13803651,-0.21199516,0.27505623,-0.49770218,0.47825775,-0.41896249,0.02039576,-0.01625005,0.64911299,-0.98541426,0.13470798,-0.32611561,0.32116241,-0.40914157
-3.65282641,1.36062351,-1.86828287,0.00011951,-0.00002838,0.12945713,-0.21463735,0.25092482,-0.48687833,0.45340550,-0.43183566,0.01913025,-0.01749184,0.60478731,-0.98242171,0.12436918,-0.33190646,0.30370565,-0.41363995
-3.64682341,1.27781731,-1.88130326,0.00011641,-0.00003154,0.12148275,-0.21678941,0.22853849,-0.47382890,0.43014528,-0.44374505,0.01788010,-0.01875518,0.56316326,-0.97484106,0.11480258,-0.33626595,0.28726919,-0.41679716
-3.64082041,1.20162787,-1.88817318,0.00011399,-0.00003515,0.11424727,-0.21848900,0.20809148,-0.45884356,0.40892473,-0.45464065,0.01666715,-0.02003220,0.52469877,-0.96293955,0.10609701,-0.33915435,0.27210063,-0.41867014
-3.63481741,1.13305013,-1.88925374,0.00011241,-0.00003916,0.10786767,-0.21978102,0.18972877,-0.44224271,0.39013379,-0.46449546,0.01551156,-0.02131499,0.48974799,-0.94706591,0.09832379,-0.34056030,0.25840295,-0.41934065
-3.62881441,1.07286438,-1.88500634,0.00011181,-0.00004352,0.10244152,-0.22071495,0.17354694,-0.42436711,0.37409529,-0.47330359,0.01443128,-0.02259571,0.45855975,-0.92763754,0.09153567,-0.34050079,0.24633141,-0.41891075
-3.62281141,1.02162688,-1.87597090,0.00011230,-0.00004817,0.09804500,-0.22134221,0.15959605,-0.40556730,0.36105775,-0.48107744,0.01344169,-0.02386653,0.43127958,-0.90512591,0.08576644,-0.33902019,0.23599208,-0.41749758
-3.61680840,0.97966724,-1.86274188,0.00011397,-0.00005306,0.09473143,-0.22171356,0.14788263,-0.38619333,0.35119044,-0.48784419,0.01255530,-0.02511971,0.40795470,-0.88004059,0.08103100,-0.33618854,0.22744202,-0.41522765
-3.61080540,0.94709220,-1.84594301,0.00011689,-0.00005813,0.09253036,-0.22187666,0.13837325,-0.36658498,0.34458097,-0.49364171,0.01178150,-0.02634747,0.38854166,-0.85291254,0.07732591,-0.33209902,0.22069076,-0.41223093
-3.60480240,0.92379514,-1.82620187,0.00012108,-0.00006332,0.09144711,-0.22187386,0.13099882,-0.34706295,0.34123515,-0.49851417,0.01112651,-0.02754200,0.37291615,-0.82427724,0.07463047,-0.32686465,0.21570319,-0.40863502
-3.59879940,0.90947087,-1.80412540,0.00012653,-0.00006856,0.09146296,-0.22174048,0.12565902,-0.32792119,0.34107928,-0.50250755,0.01059334,-0.02869541,0.36088441,-0.79465833,0.07290810,-0.32061437,0.21240352,-0.40455966
-3.59279640,0.90363490,-1.78027744,0.00013322,-0.00007377,0.09253580,-0.22150340,0.12222709,-0.30942055,0.34396461,-0.50566532,0.01018191,-0.02979962,0.35219584,-0.76455238,0.07210808,-0.31348871,0.21068020,-0.40011191
-3.58679340,0.90564652,-1.75515949,0.00014105,-0.00007888,0.09460133,-0.22118028,0.12055458,-0.29178400,0.34967391,-0.50802469,0.00988914,-0.03084640,0.34655612,-0.73441538,0.07216760,-0.30563509,0.21039156,-0.39538231
-3.58079040,0.91473489,-1.72919536,0.00014993,-0.00008383,0.09757474,-0.22077936,0.12047604,-0.27519345,0.35792994,-0.50961341,0.00970926,-0.03182731,0.34364058,-0.70465130,0.07301400,-0.29720309,0.21137195,-0.39044199
-3.57478739,0.93002751,-1.70272060,0.00015970,-0.00008854,0.10135298,-0.22029977,0.12181366,-0.25978811,0.36840555,-0.51044767,0.00963406,-0.03273378,0.34310719,-0.67560339,0.07456721,-0.28833981,0.21343820,-0.38534116
-3.56878439,0.95058014,-1.67597712,0.00017020,-0.00009294,0.10581741,-0.21973252,0.12438167,-0.24566454,0.38073525,-0.51053097,0.00965326,-0.03355714,0.34460895,-0.64754821,0.07674227,-0.27918563,0.21639623,-0.38010884
-3.56278139,0.97540756,-1.64911320,0.00018121,-0.00009698,0.11083699,-0.21906193,0.12799059,-0.23287812,0.39452787,-0.50985427,0.00975485,-0.03428880,0.34780520,-0.62069281,0.07945197,-0.26987041,0.22004755,-0.37475394
-3.55677839,1.00351446,-1.62218882,0.00019252,-0.00010062,0.11627180,-0.21826754,0.13245115,-0.22144582,0.40938000,-0.50839727,0.00992558,-0.03492041,0.35237165,-0.59517484,0.08260949,-0.26051047,0.22419557,-0.36926758
-3.55077539,1.03392551,-1.59518593,0.00020388,-0.00010381,0.12197689,-0.21732643,0.13757810,-0.21135022,0.42488984,-0.50613090,0.01015133,-0.03544408,0.35800889,-0.57106570,0.08613096,-0.25120639,0.22865152,-0.36362647
-3.54477239,1.06571411,-1.56802305,0.00021504,-0.00010654,0.12780642,-0.21621567,0.14319356,-0.20254432,0.44067110,-0.50302080,0.01041758,-0.03585269,0.36444921,-0.54837631,0.08993795,-0.24204163,0.23323978,-0.35779721
-3.53876938,1.09802888,-1.54057323,0.00022575,-0.00010879,0.13361789,-0.21491490,0.14913022,-0.19495718,0.45636645,-0.49903155,0.01070988,-0.03614014,0.37146154,-0.52706524,0.09395976,-0.23308217,0.23780259,-0.35174115
-3.53276638,1.13011723,-1.51268447,0.00023574,-0.00011059,0.13927632,-0.21340885,0.15523400,-0.18849980,0.47166015,-0.49413153,0.01101422,-0.03630169,0.37885465,-0.50704871,0.09813549,-0.22437700,0.24220401,-0.34541967
-3.52676338,1.16134528,-1.48420119,0.00024479,-0.00011195,0.14465836,-0.21168958,0.16136649,-0.18307128,0.48628927,-0.48829791,0.01131748,-0.03633425,0.38647830,-0.48821191,0.10241568,-0.21595943,0.24633296,-0.33879937
-3.52076038,1.19121352,-1.45498561,0.00025266,-0.00011292,0.14965608,-0.20975839,0.16740681,-0.17856485,0.50005328,-0.48152155,0.01160780,-0.03623662,0.39422273,-0.47042115,0.10676367,-0.20784908,0.25010533,-0.33185704
-3.51475738,1.21936760,-1.42493782,0.00025915,-0.00011356,0.15418020,-0.20762717,0.17325297,-0.17487342,0.51282136,-0.47381147,0.01187487,-0.03600973,0.40201639,-0.45353614,0.11115639,-0.20005442,0.25346512,-0.32458401
-3.50875438,1.24560382,-1.39401334,0.00026411,-0.00011393,0.15816290,-0.20531917,0.17882279,-0.17189469,0.52453728,-0.46519856,0.01211018,-0.03565677,0.40982205,-0.43742191,0.11558465,-0.19257563,0.25638452,-0.31698972
-3.50275138,1.26986902,-1.36223705,0.00026739,-0.00011413,0.16155970,-0.20286903,0.18405409,-0.16953545,0.53522142,-0.45573824,0.01230729,-0.03518325,0.41763172,-0.42195973,0.12005280,-0.18540760,0.25886300,-0.30910417
-3.49674837,1.29225490,-1.32971301,0.00026890,-0.00011424,0.16435054,-0.20032213,0.18890445,-0.16771486,0.54496983,-0.44551188,0.01246184,-0.03459697,0.42546049,-0.40705675,0.12457789,-0.17854284,0.26092542,-0.30097927
-3.49074537,1.31298661,-1.29662923,0.00026860,-0.00011435,0.16654003,-0.19773319,0.19335026,-0.16636686,0.55395021,-0.43462689,0.01257166,-0.03390787,0.43333958,-0.39265369,0.12918808,-0.17197421,0.26261923,-0.29268896
-3.48474237,1.33240625,-1.26325751,0.00026648,-0.00011455,0.16815653,-0.19516419,0.19738533,-0.16544142,0.56239494,-0.42321539,0.01263672,-0.03312779,0.44130907,-0.37873056,0.13392060,-0.16569718,0.26401084,-0.28432803
-3.47873937,1.35095161,-1.22994808,0.00026258,-0.00011494,0.16925045,-0.19268168,0.20101889,-0.16490467,0.57059114,-0.41143140,0.01265897,-0.03227018,0.44941061,-0.36530997,0.13881916,-0.15971160,0.26518136,-0.27600981
-3.47273637,1.36913101,-1.19711962,0.00025698,-0.00011559,0.16989150,-0.19035371,0.20427332,-0.16473818,0.57886833,-0.39944692,0.01264216,-0.03134961,0.45768033,-0.35245822,0.14393085,-0.15402283,0.26622177,-0.26786282
-3.46673337,1.38749525,-1.16524496,0.00024980,-0.00011657,0.17016523,-0.18824642,0.20718145,-0.16493709,0.58758393,-0.38744683,0.01259156,-0.03038136,0.46614260,-0.34028393,0.14930286,-0.14864223,0.26722785,-0.26002653
-3.46073037,1.40660765,-1.13483355,0.00024119,-0.00011793,0.17016881,-0.18642048,0.20978374,-0.16550762,0.59710715,-0.37562301,0.01251366,-0.02938088,0.47480461,-0.32893447,0.15497894,-0.14358702,0.26829491,-0.25264647
-3.45472736,1.42701359,-1.10641129,0.00023133,-0.00011970,0.17000643,-0.18492768,0.21212540,-0.16646389,0.60780199,-0.36416795,0.01241576,-0.02836327,0.48365221,-0.31859039,0.16099590,-0.13887949,0.26951264,-0.24586897
-3.44872436,1.44921064,-1.08049914,0.00022042,-0.00012189,0.16978432,-0.18380778,0.21425349,-0.16782438,0.62000990,-0.35326815,0.01230561,-0.02734275,0.49264723,-0.30945812,0.16738023,-0.13454578,0.27096030,-0.23983570
-3.44272136,1.47362068,-1.05759128,0.00020868,-0.00012449,0.16960585,-0.18308582,0.21621425,-0.16960806,0.63403298,-0.34309768,0.01219100,-0.02633221,0.50172619,-0.30176118,0.17414509,-0.13061414,0.27270229,-0.23467832
-3.43671836,1.50056523,-1.03813399,0.00019634,-0.00012747,0.16956670,-0.18277003,0.21805075,-0.17183068,0.65011825,-0.33381219,0.01207936,-0.02534279,0.51080068,-0.29573041,0.18128778,-0.12711303,0.27478453,-0.23051342
-3.43071536,1.53024499,-1.02250635,0.00018362,-0.00013076,0.16975055,-0.18285059,0.21980086,-0.17450119,0.66844387,-0.32554362,0.01197742,-0.02438354,0.51975914,-0.29159347,0.18878788,-0.12406896,0.27723155,-0.22743806
-3.42471236,1.56272452,-1.01100329,0.00017075,-0.00013430,0.17022543,-0.18329911,0.22149561,-0.17761852,0.68910776,-0.31839585,0.01189088,-0.02346124,0.52847006,-0.28956415,0.19660614,-0.12150442,0.28004461,-0.22552589
-3.41870935,1.59792286,-1.00382204,0.00015793,-0.00013799,0.17104076,-0.18406911,0.22315815,-0.18116901,0.71211934,-0.31244157,0.01182418,-0.02258025,0.53678627,-0.28983172,0.20468427,-0.11943589,0.28320077,-0.22482414
-3.41270635,1.63561042,-1.00105216,0.00014535,-0.00014171,0.17222550,-0.18509732,0.22480307,-0.18512445,0.73739462,-0.30772027,0.01178030,-0.02174252,0.54455015,-0.29255081,0.21294561,-0.11787209,0.28665303,-0.22535154
-3.40670335,1.67541232,-1.00266962,0.00013320,-0.00014534,0.17378724,-0.18630586,0.22643627,-0.18944095,0.76475506,-0.30423753,0.01176071,-0.02094773,0.55159945,-0.29783219,0.22129680,-0.11681260,0.29033153,-0.22709709
-3.40070035,1.71681817,-1.00853494,0.00012162,-0.00014877,0.17571244,-0.18760510,0.22805523,-0.19405852,0.79393030,-0.30196555,0.01176530,-0.02019350,0.55777331,-0.30573468,0.22963021,-0.11624680,0.29414573,-0.23001985
-3.39469735,1.75919772,-1.01839539,0.00011073,-0.00015185,0.17796771,-0.18889719,0.22964971,-0.19890159,0.82456466,-0.30084484,0.01179249,-0.01947571,0.56291830,-0.31625853,0.23782729,-0.11615335,0.29798743,-0.23404959
-3.38869435,1.80182203,-1.03189096,0.00010063,-0.00015446,0.18050204,-0.19007988,0.23120275,-0.20388026,0.85622726,-0.30078692,0.01183936,-0.01878887,0.56689409,-0.32934062,0.24576251,-0.11650006,0.30173466,-0.23908835
-3.38269135,1.84388897,-1.04856369,0.00009140,-0.00015650,0.18324993,-0.19105076,0.23269194,-0.20889221,0.88842542,-0.30167783,0.01190188,-0.01812653,0.56957850,-0.34485146,0.25330780,-0.11724424,0.30525603,-0.24501269
-3.37668834,1.88455222,-1.06787008,0.00008309,-0.00015784,0.18613521,-0.19171133,0.23409089,-0.21382533,0.92062084,-0.30338238,0.01197517,-0.01748180,0.57087179,-0.36259442,0.26033725,-0.11833352,0.30841567,-0.25167675
-3.37068534,1.92295251,-1.08919590,0.00007571,-0.00015841,0.18907529,-0.19197110,0.23537080,-0.21856077,0.95224784,-0.30574881,0.01205381,-0.01684775,0.57069992,-0.38230710,0.26673193,-0.11970695,0.31107823,-0.25891572
-3.36468234,1.95824984,-1.11187288,0.00006928,-0.00015813,0.19198571,-0.19175119,0.23650217,-0.22297638,0.98273309,-0.30861377,0.01213215,-0.01621781,0.56901684,-0.40366495,0.27238444,-0.12129659,0.31311401,-0.26655000
-3.35867934,1.98965527,-1.13519689,0.00006377,-0.00015696,0.19478470,-0.19098756,0.23745635,-0.22695036,1.01151594,-0.31180741,0.01220468,-0.01558626,0.56580568,-0.42628711,0.27720317,-0.12302922,0.31440388,-0.27438952
-3.35267634,2.01646118,-1.15844686,0.00005916,-0.00015489,0.19739751,-0.18963352,0.23820726,-0.23036493,1.03806855,-0.31515838,0.01226631,-0.01494841,0.56107885,-0.44974440,0.28111584,-0.12482837,0.31484385,-0.28223849
-3.34667334,2.03806862,-1.18090406,0.00005540,-0.00015190,0.19976035,-0.18766155,0.23873282,-0.23311005,1.06191508,-0.31849870,0.01231266,-0.01430098,0.55487726,-0.47356922,0.28407233,-0.12661642,0.31434904,-0.28990021
-3.34067034,2.05401083,-1.20187123,0.00005245,-0.00014803,0.20182369,-0.18506446,0.23901646,-0.23508677,1.08264903,-0.32166836,0.01234032,-0.01364218,0.54726864,-0.49726718,0.28604650,-0.12831682,0.31285705,-0.29718198
-3.33466733,2.06397189,-1.22069115,0.00005024,-0.00014332,0.20355489,-0.18185559,0.23904826,-0.23621042,1.09994822,-0.32451951,0.01234700,-0.01297179,0.53834518,-0.52033001,0.28703709,-0.12985626,0.31033048,-0.30389992
-3.32866433,2.06780005,-1.23676407,0.00004871,-0.00013785,0.20493989,-0.17806848,0.23882619,-0.23641324,1.11358669,-0.32692030,0.01233164,-0.01229122,0.52822057,-0.54224952,0.28706747,-0.13116685,0.30675856,-0.30988368
-3.32266133,2.06551516,-1.24956386,0.00004778,-0.00013170,0.20598416,-0.17375574,0.23835692,-0.23564659,1.12344323,-0.32875821,0.01229449,-0.01160334,0.51702664,-0.56253196,0.28618444,-0.13218813,0.30215788,-0.31498081
-3.31665833,2.05731008,-1.25865228,0.00004740,-0.00012496,0.20671267,-0.16898735,0.23765657,-0.23388259,1.12950610,-0.32994294,0.01223707,-0.01091242,0.50490981,-0.58071245,0.28445604,-0.13286895,0.29657215,-0.31906077
-3.31065533,2.04354625,-1.26369111,0.00004750,-0.00011776,0.20716912,-0.16384852,0.23675124,-0.23111507,1.13187400,-0.33040866,0.01216206,-0.01022386,0.49202730,-0.59636878,0.28196862,-0.13316912,0.29007114,-0.32201844
-3.30465233,2.02474378,-1.26445182,0.00004800,-0.00011021,0.20741452,-0.15843721,0.23567728,-0.22736004,1.13075319,-0.33011589,0.01207322,-0.00954399,0.47854340,-0.60913417,0.27882322,-0.13306078,0.28274866,-0.32377700
-3.29864932,2.00156653,-1.26082251,0.00004884,-0.00010242,0.20752513,-0.15286131,0.23448132,-0.22265541,1.12645120,-0.32905263,0.01197515,-0.00887978,0.46462579,-0.61870844,0.27513158,-0.13252954,0.27471999,-0.32429004
-3.29264632,1.97480321,-1.25281174,0.00004996,-0.00009451,0.20759011,-0.14723582,0.23322012,-0.21706019,1.11936725,-0.32723492,0.01187308,-0.00823859,0.45044205,-0.62486706,0.27101199,-0.13157523,0.26611856,-0.32354293
-3.28664332,1.94534517,-1.24054923,0.00005130,-0.00008661,0.20770892,-0.14167993,0.23196016,-0.21065308,1.10998008,-0.32470685,0.01177269,-0.00762791,0.43615638,-0.62746791,0.26658516,-0.13021231,0.25709226,-0.32155316
-3.28064032,1.91416205,-1.22428323,0.00005280,-0.00007880,0.20798871,-0.13631421,0.23077698,-0.20353062,1.09883363,-0.32153970,0.01167978,-0.00705505,0.42192662,-0.62645513,0.26197042,-0.12846993,0.24779949,-0.31836987
-3.27463732,1.88227637,-1.20437451,0.00005440,-0.00007119,0.20854188,-0.13125796,0.22975439,-0.19580489,1.08652129,-0.31783061,0.01160013,-0.00652700,0.40790160,-0.62186021,0.25728238,-0.12639162,0.23840505,-0.31407229
-3.26863432,1.85073797,-1.18128718,0.00005606,-0.00006386,0.20948389,-0.12662678,0.22898343,-0.18760087,1.07366932,-0.31370035,0.01153921,-0.00605018,0.39421889,-0.61380011,0.25262824,-0.12403457,0.22907608,-0.30876725
-3.26263132,1.82059932,-1.15557646,0.00005772,-0.00005687,0.21093143,-0.12253036,0.22856116,-0.17905356,1.06092008,-0.30929058,0.01150205,-0.00563033,0.38100296,-0.60247250,0.24810587,-0.12146860,0.21997821,-0.30258584
-3.25662831,1.79289243,-1.12787373,0.00005934,-0.00005029,0.21300113,-0.11907063,0.22858935,-0.17030496,1.04891567,-0.30476040,0.01149307,-0.00527238,0.36836376,-0.58814842,0.24380264,-0.11877475,0.21127201,-0.29567922
-3.25062531,1.76860814,-1.09886947,0.00006087,-0.00004416,0.21580858,-0.11634016,0.22917304,-0.16150107,1.03828242,-0.30028237,0.01151598,-0.00498036,0.35639582,-0.57116267,0.23979517,-0.11604359,0.20310988,-0.28821378
-3.24462231,1.74867807,-1.06929451,0.00006229,-0.00003850,0.21946789,-0.11442091,0.23041901,-0.15278886,1.02961675,-0.29603811,0.01157369,-0.00475743,0.34517780,-0.55190227,0.23614964,-0.11337330,0.19563339,-0.28036588
-3.23861931,1.73395952,-1.03990031,0.00006356,-0.00003332,0.22409153,-0.11338336,0.23243421,-0.14431350,1.02347248,-0.29221357,0.01166829,-0.00460582,0.33477257,-0.53079370,0.23292292,-0.11086746,0.18897122,-0.27231620
-3.23261631,1.72522340,-1.01143910,0.00006466,-0.00002865,0.22979037,-0.11328584,0.23532409,-0.13621581,1.02035009,-0.28899420,0.01180108,-0.00452691,0.32522769,-0.50828931,0.23016398,-0.10863280,0.18323753,-0.26424422
-3.22661331,1.72314493,-0.98464444,0.00006556,-0.00002445,0.23667383,-0.11417437,0.23919092,-0.12862997,1.02068763,-0.28656012,0.01197255,-0.00452123,0.31657641,-0.48485364,0.22791570,-0.10677674,0.17853095,-0.25632273
-3.22061031,1.72829690,-0.96021318,0.00006625,-0.00002073,0.24484988,-0.11608265,0.24413207,-0.12168175,1.02485363,-0.28508159,0.01218247,-0.00458861,0.30883894,-0.46095001,0.22621666,-0.10540500,0.17493391,-0.24871287
-3.21460730,1.74114497,-0.93878933,0.00006674,-0.00001746,0.25442479,-0.11903250,0.25023824,-0.11548704,1.03314160,-0.28471477,0.01242991,-0.00472819,0.30202414,-0.43702822,0.22510282,-0.10461917,0.17251247,-0.24155982
-3.20860430,1.76204458,-0.92095053,0.00006702,-0.00001462,0.26550244,-0.12303456,0.25759158,-0.11015086,1.04576618,-0.28559820,0.01271337,-0.00493854,0.29613127,-0.41351347,0.22460888,-0.10451439,0.17131636,-0.23498925
-3.20260130,1.79123895,-0.90719758,0.00006710,-0.00001217,0.27818301,-0.12808925,0.26626377,-0.10576684,1.06286076,-0.28784991,0.01303079,-0.00521777,0.29115192,-0.39079716,0.22476908,-0.10517720,0.17137932,-0.22910488
-3.19659830,1.82885765,-0.89794739,0.00006700,-0.00001008,0.29256101,-0.13418808,0.27631402,-0.10241705,1.08447623,-0.29156541,0.01337963,-0.00556356,0.28707182,-0.36922963,0.22561740,-0.10668348,0.17271943,-0.22398696
-3.19059530,1.87491544,-0.89352948,0.00006675,-0.00000832,0.30872248,-0.14131513,0.28778690,-0.10017227,1.11058094,-0.29681663,0.01375693,-0.00597330,0.28387258,-0.34911511,0.22718711,-0.10909671,0.17533965,-0.21969208
-3.18459230,1.92931103,-0.89418597,0.00006637,-0.00000687,0.32674151,-0.14944880,0.30071017,-0.09909253,1.14106150,-0.30365172,0.01415931,-0.00644413,0.28153309,-0.33070883,0.22950951,-0.11246646,0.17922819,-0.21625392
-3.17858929,1.99182567,-0.90007502,0.00006591,-0.00000568,0.34667591,-0.15856360,0.31509240,-0.09922800,1.17572457,-0.31209583,0.01458305,-0.00697299,0.28003053,-0.31421620,0.23261205,-0.11682720,0.18435889,-0.21368515
-3.17258629,2.06212164,-0.91127717,0.00006541,-0.00000473,0.36856240,-0.16863218,0.33092066,-0.10061995,1.21429943,-0.32215271,0.01502404,-0.00755667,0.27934104,-0.29979394,0.23651591,-0.12219735,0.19069151,-0.21198026
