energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.72386193,0.10289354,0.05337134,0.02705913,0.00009909,0.01219827,0.00009385,0.03724782,0.01567449,0.00685107
-5.71785893,0.11883937,0.06144291,0.03121378,0.00011739,0.01404656,0.00011365,0.04307390,0.01785511,0.00795976
-5.71185593,0.13692940,0.07044704,0.03595980,0.00013984,0.01613205,0.00013702,0.04963559,0.02029683,0.00920619
-5.70585293,0.15717502,0.08036801,0.04130053,0.00016673,0.01845307,0.00016431,0.05693635,0.02298649,0.01059274
-5.69984992,0.17956620,0.09117582,0.04723450,0.00019836,0.02100525,0.00019585,0.06497068,0.02590741,0.01211999
-5.69384692,0.20406470,0.10282365,0.05375345,0.00023503,0.02378076,0.00023198,0.07372199,0.02903866,0.01378637
-5.68784392,0.23059800,0.11524596,0.06084048,0.00027700,0.02676774,0.00027295,0.08316064,0.03235464,0.01558775
-5.68184092,0.25905406,0.12835708,0.06846848,0.00032452,0.02994979,0.00031901,0.09324245,0.03582477,0.01751717
-5.67583792,0.28927728,0.14205069,0.07659880,0.00037772,0.03330566,0.00037029,0.10390757,0.03941355,0.01956460
-5.66983492,0.32106581,0.15619995,0.08518032,0.00043668,0.03680907,0.00042685,0.11507985,0.04308086,0.02171679
-5.66383192,0.35417048,0.17065857,0.09414885,0.00050136,0.04042876,0.00048865,0.12666685,0.04678253,0.02395723
-5.65782891,0.38829539,0.18526272,0.10342707,0.00057157,0.04412873,0.00055551,0.13856044,0.05047120,0.02626623
-5.65182591,0.42310039,0.19983385,0.11292487,0.00064701,0.04786868,0.00062711,0.15063809,0.05409748,0.02862111
-5.64582291,0.45820554,0.21418226,0.12254030,0.00072721,0.05160473,0.00070299,0.16276479,0.05761131,0.03099654
-5.63981991,0.49319743,0.22811145,0.13216096,0.00081151,0.05529021,0.00078254,0.17479573,0.06096360,0.03336499
-5.63381691,0.52763740,0.24142308,0.14166592,0.00089913,0.05887680,0.00086500,0.18657952,0.06410796,0.03569731
-5.62781391,0.56107155,0.25392245,0.15092821,0.00098910,0.06231568,0.00094944,0.19796208,0.06700262,0.03796344
-5.62181091,0.59304218,0.26542418,0.15981761,0.00108032,0.06555894,0.00103484,0.20879099,0.06961237,0.04013322
-5.61580790,0.62310054,0.27575818,0.16820390,0.00117155,0.06856101,0.00112001,0.21892019,0.07191052,0.04217732
-5.60980490,0.65082049,0.28477537,0.17596034,0.00126145,0.07128016,0.00120373,0.22821500,0.07388081,0.04406813
-5.60380190,0.67581262,0.29235328,0.18296737,0.00134864,0.07368002,0.00128468,0.23655722,0.07551923,0.04578083
-5.59779890,0.69773840,0.29840109,0.18911624,0.00143170,0.07573102,0.00136153,0.24385019,0.07683557,0.04729436
-5.59179590,0.71632400,0.30286408,0.19431273,0.00150922,0.07741179,0.00143300,0.25002365,0.07785491,0.04859241
-5.58579290,0.73137306,0.30572725,0.19848050,0.00157989,0.07871042,0.00149783,0.25503819,0.07861866,0.04966433
-5.57978989,0.74277823,0.30701807,0.20156424,0.00164250,0.07962542,0.00155493,0.25888921,0.07918550,0.05050596
-5.57378689,0.75053074,0.30680815,0.20353220,0.00169604,0.08016664,0.00160331,0.26161014,0.07963177,0.05112036
-5.56778389,0.75472786,0.30521387,0.20437831,0.00173970,0.08035575,0.00164223,0.26327484,0.08005166,0.05151832
-5.56178089,0.75557763,0.30239583,0.20412356,0.00177295,0.08022659,0.00167117,0.26399905,0.08055693,0.05171873
-5.55577789,0.75340087,0.29855726,0.20281661,0.00179561,0.07982506,0.00168988,0.26394076,0.08127620,0.05174879
-5.54977489,0.74863013,0.29394131,0.20053374,0.00180779,0.07920881,0.00169845,0.26329953,0.08235393,0.05164392
-5.54377189,0.74180544,0.28882726,0.19737792,0.00181003,0.07844655,0.00169726,0.26231459,0.08394879,0.05144747
-5.53776888,0.73356704,0.28352593,0.19347716,0.00180325,0.07761708,0.00168706,0.26126178,0.08623175,0.05121028
-5.53176588,0.72464509,0.27837410,0.18898214,0.00178877,0.07680796,0.00166892,0.26044937,0.08938359,0.05098986
-5.52576288,0.71584651,0.27372827,0.18406317,0.00176832,0.07611399,0.00164426,0.26021279,0.09359203,0.05084952
-5.51975988,0.70803938,0.26995788,0.17890655,0.00174404,0.07563531,0.00161484,0.26090837,0.09904837,0.05085715
-5.51375688,0.70213510,0.26743796,0.17371059,0.00171845,0.07547548,0.00158272,0.26290613,0.10594377,0.05108392
-5.50775388,0.69906878,0.26654152,0.16868115,0.00169441,0.07573916,0.00155024,0.26658187,0.11446503,0.05160280
-5.50175088,0.69977840,0.26763174,0.16402708,0.00167510,0.07652983,0.00151999,0.27230867,0.12479016,0.05248692
-5.49574787,0.70518300,0.27105413,0.15995548,0.00166398,0.07794738,0.00149478,0.28044794,0.13708356,0.05380788
-5.48974487,0.71616065,0.27712869,0.15666712,0.00166472,0.08008560,0.00147757,0.29134022,0.15149106,0.05563399
-5.48374187,0.73352650,0.28614245,0.15435187,0.00168114,0.08302982,0.00147145,0.30529603,0.16813491,0.05802850
-5.47773887,0.75801146,0.29834215,0.15318443,0.00171717,0.08685449,0.00147957,0.32258682,0.18710875,0.06104781
-5.47173587,0.79024192,0.31392758,0.15332042,0.00177671,0.09162095,0.00150510,0.34343635,0.20847285,0.06473982
-5.46573287,0.83072104,0.33304540,0.15489278,0.00186362,0.09737538,0.00155114,0.36801264,0.23224958,0.06914225
-5.45972986,0.87981177,0.35578369,0.15800861,0.00198155,0.10414692,0.00162070,0.39642069,0.25841952,0.07428124
-5.45372686,0.93772216,0.38216738,0.16274656,0.00213390,0.11194608,0.00171657,0.42869622,0.28691810,0.08016999
-5.44772386,1.00449314,0.41215454,0.16915458,0.00232366,0.12076348,0.00184132,0.46480052,0.31763313,0.08680764
-5.44172086,1.07998913,0.44563370,0.17724826,0.00255333,0.13056883,0.00199715,0.50461657,0.35040327,0.09417845
-5.43571786,1.16389158,0.48242235,0.18700964,0.00282477,0.14131041,0.00218587,0.54794669,0.38501753,0.10225111
-5.42971486,1.25569585,0.52226654,0.19838652,0.00313913,0.15291491,0.00240882,0.59451166,0.42121595,0.11097848
-5.42371186,1.35471148,0.56484187,0.21129234,0.00349668,0.16528761,0.00266673,0.64395155,0.45869150,0.12029751
-5.41770885,1.46006606,0.60975573,0.22560659,0.00389675,0.17831316,0.00295973,0.69582826,0.49709316,0.13012966
-5.41170585,1.57071293,0.65655094,0.24117575,0.00433761,0.19185671,0.00328726,0.74962989,0.53603027,0.14038152
-5.40570285,1.68544274,0.70471084,0.25781486,0.00481644,0.20576554,0.00364802,0.80477681,0.57507798,0.15094592
-5.39969985,1.80289893,0.75366577,0.27530974,0.00532924,0.21987118,0.00403992,0.86062970,0.61378385,0.16170339
-5.39369685,1.92159732,0.80280101,0.29341976,0.00587086,0.23399191,0.00446014,0.91649915,0.65167533,0.17252399
-5.38769385,2.03994951,0.85146603,0.31188141,0.00643502,0.24793581,0.00490507,0.97165712,0.68826807,0.18326957
-5.38169085,2.15629014,0.89898514,0.33041249,0.00701437,0.26150410,0.00537043,1.02534982,0.72307493,0.19379636
-5.37568784,2.26890763,0.94466919,0.34871693,0.00760062,0.27449486,0.00585132,1.07681201,0.75561531,0.20395789
-5.36968484,2.37607798,0.98782840,0.36649035,0.00818469,0.28670710,0.00634233,1.12528242,0.78542486,0.21360822
-5.36368184,2.47610106,1.02778594,0.38342609,0.00875688,0.29794493,0.00683774,1.17002005,0.81206509,0.22260535
-5.35767884,2.56733865,1.06389198,0.39922175,0.00930715,0.30802195,0.00733162,1.21032087,0.83513285,0.23081482
-5.35167584,2.64825329,1.09553806,0.41358605,0.00982537,0.31676556,0.00781811,1.24553465,0.85426928,0.23811331
-5.34567284,2.71744682,1.12217118,0.42624579,0.01030158,0.32402121,0.00829159,1.27508134,0.86916822,0.24439219
-5.33966983,2.77369745,1.14330738,0.43695280,0.01072632,0.32965636,0.00874694,1.29846657,0.87958350,0.24956084
-5.33366683,2.81599411,1.15854424,0.44549056,0.01109090,0.33356410,0.00917974,1.31529565,0.88533532,0.25354970
-5.32766383,2.84356657,1.16757195,0.45168021,0.01138767,0.33566618,0.00958652,1.32528556,0.88631507,0.25631280
-5.32166083,2.85591019,1.17018243,0.45538584,0.01161032,0.33591550,0.00996490,1.32827450,0.88248878,0.25782974
-5.31565783,2.85280412,1.16627618,0.45651870,0.01175402,0.33429769,0.01031377,1.32422832,0.87389881,0.25810696
-5.30965483,2.83432173,1.15586638,0.45504010,0.01181566,0.33083198,0.01063337,1.31324370,0.86066373,0.25717818
-5.30365183,2.80083272,1.13908016,0.45096298,0.01179388,0.32557104,0.01092533,1.29554754,0.84297642,0.25510402
-5.29764882,2.75299632,1.11615665,0.44435185,0.01168917,0.31859996,0.01119267,1.27149262,0.82110018,0.25197067
-5.29164582,2.69174561,1.08744200,0.43532115,0.01150383,0.31003420,0.01143966,1.24154935,0.79536317,0.24788772
-5.28564282,2.61826303,1.05338126,0.42403210,0.01124187,0.30001668,0.01167168,1.20629400,0.76615111,0.24298506
-5.27963982,2.53394811,1.01450742,0.41068794,0.01090889,0.28871413,0.01189502,1.16639345,0.73389848,0.23740912
-5.27363682,2.44037826,0.97142807,0.39552799,0.01051185,0.27631263,0.01211652,1.12258726,0.69907855,0.23131837
-5.26763382,2.33926410,0.92480986,0.37882052,0.01005885,0.26301272,0.01234332,1.07566743,0.66219246,0.22487844
-5.26163082,2.23240121,0.87536162,0.36085485,0.00955888,0.24902411,0.01258245,1.02645686,0.62375776,0.21825694
-5.25562781,2.12161996,0.82381661,0.34193302,0.00902145,0.23456028,0.01284049,0.97578709,0.58429679,0.21161822
-5.24962481,2.00873564,0.77091452,0.32236122,0.00845638,0.21983314,0.01312318,0.92447640,0.54432528,0.20511835
-5.24362181,1.89550078,0.71738407,0.30244147,0.00787344,0.20504787,0.01343508,0.87330901,0.50434154,0.19890044
-5.23761881,1.78356160,0.66392656,0.28246390,0.00728212,0.19039829,0.01377931,0.82301626,0.46481660,0.19309062
-5.23161581,1.67442017,0.61120122,0.26269973,0.00669135,0.17606281,0.01415731,0.77426044,0.42618571,0.18779480
-5.22561281,1.56940373,0.55981261,0.24339546,0.00610935,0.16220104,0.01456869,0.72762185,0.38884123,0.18309638
-5.21960980,1.46964212,0.51030047,0.22476825,0.00554337,0.14895131,0.01501115,0.68358953,0.35312729,0.17905492
-5.21360680,1.37605381,0.46313236,0.20700270,0.00499966,0.13642900,0.01548059,0.64255585,0.31933622,0.17570604
-5.20760380,1.28934071,0.41869892,0.19024907,0.00448335,0.12472572,0.01597115,0.60481498,0.28770675,0.17306221
-5.20160080,1.20999139,0.37731198,0.17462290,0.00399846,0.11390937,0.01647554,0.57056511,0.25842397,0.17111463
-5.19559780,1.13829204,0.33920513,0.16020595,0.00354787,0.10402497,0.01698526,0.53991397,0.23162078,0.16983597
-5.18959480,1.07434391,0.30453653,0.14704828,0.00313341,0.09509607,0.01749103,0.51288728,0.20738082,0.16918379
-5.18359180,1.01808610,0.27339371,0.13517133,0.00275591,0.08712676,0.01798322,0.48943937,0.18574244,0.16910437
-5.17758879,0.96932194,0.24579980,0.12457171,0.00241536,0.08010407,0.01845226,0.46946533,0.16670354,0.16953694
-5.17158579,0.92774744,0.22172078,0.11522545,0.00211096,0.07400059,0.01888908,0.45281394,0.15022693,0.17041771
-5.16558279,0.89298009,0.20107345,0.10709255,0.00184133,0.06877719,0.01928559,0.43930058,0.13624595,0.17168384
-5.15957979,0.86458657,0.18373350,0.10012142,0.00160457,0.06438576,0.01963496,0.42871951,0.12467010,0.17327681
-5.15357679,0.84210788,0.16954352,0.09425316,0.00139844,0.06077175,0.01993200,0.42085488,0.11539039,0.17514515
-5.14757379,0.82508093,0.15832047,0.08942535,0.00122047,0.05787652,0.02017326,0.41548997,0.10828423,0.17724641
-5.14157079,0.81305564,0.14986260,0.08557529,0.00106805,0.05563935,0.02035724,0.41241435,0.10321972,0.17954813
-5.13556778,0.80560721,0.14395542,0.08264251,0.00093855,0.05399913,0.02048431,0.41142882,0.10005933,0.18202797
-5.12956478,0.80234338,0.14037687,0.08057057,0.00082938,0.05289567,0.02055661,0.41234804,0.09866273,0.18467286
-5.12356178,0.80290683,0.13890153,0.07930802,0.00073805,0.05227071,0.02057784,0.41500098,0.09888896,0.18747730
-5.11755878,0.80697328,0.13930408,0.07880869,0.00066225,0.05206852,0.02055296,0.41922959,0.10059793,0.19044109
-5.11155578,0.81424597,0.14136192,0.07903124,0.00059984,0.05223631,0.02048785,0.42488586,0.10365129,0.19356641
-5.10555278,0.82444745,0.14485728,0.07993818,0.00054888,0.05272437,0.02038883,0.43182794,0.10791278,0.19685476
-5.09954977,0.83730976,0.14957871,0.08149441,0.00050764,0.05348603,0.02026231,0.43991561,0.11324831,0.20030378
-5.09354677,0.85256390,0.15532245,0.08366545,0.00047461,0.05447757,0.02011432,0.44900574,0.11952565,0.20390426
-5.08754377,0.86992982,0.16189337,0.08641558,0.00044848,0.05565804,0.01995013,0.45894822,0.12661408,0.20763764
-5.08154077,0.88910774,0.16910597,0.08970582,0.00042814,0.05698904,0.01977396,0.46958264,0.13438399,0.21147408
-5.07553777,0.90977153,0.17678523,0.09349227,0.00041264,0.05843466,0.01958870,0.48073617,0.14270659,0.21537127
-5.06953477,0.93156492,0.18476750,0.09772452,0.00040122,0.05996131,0.01939574,0.49222284,0.15145377,0.21927417
-5.06353177,0.95410062,0.19290139,0.10234459,0.00039326,0.06153774,0.01919498,0.50384428,0.16049812,0.22311566
-5.05752876,0.97696275,0.20104860,0.10728628,0.00038830,0.06313506,0.01898480,0.51539193,0.16971330,0.22681803
-5.05152576,0.99971231,0.20908466,0.11247506,0.00038601,0.06472684,0.01876229,0.52665062,0.17897465,0.23029534
-5.04552276,1.02189536,0.21689959,0.11782858,0.00038622,0.06628924,0.01852340,0.53740335,0.18816002,0.23345649
-5.03951976,1.04305362,0.22439828,0.12325764,0.00038888,0.06780113,0.01826330,0.54743680,0.19715092,0.23620875
-5.03351676,1.06273667,0.23150066,0.12866785,0.00039409,0.06924424,0.01797671,0.55654753,0.20583385,0.23846170
-5.02751376,1.08051512,0.23814156,0.13396165,0.00040210,0.07060325,0.01765830,0.56454821,0.21410185,0.24013118
-5.02151076,1.09599416,0.24427023,0.13904077,0.00041331,0.07186584,0.01730306,0.57127372,0.22185618,0.24114321
-5.01550775,1.10882654,0.24984957,0.14380904,0.00042828,0.07302266,0.01690668,0.57658674,0.22900803,0.24143754
-5.00950475,1.11872449,0.25485508,0.14817527,0.00044775,0.07406726,0.01646585,0.58038251,0.23548028,0.24097066
-5.00350175,1.12546994,0.25927358,0.15205629,0.00047261,0.07499598,0.01597859,0.58259250,0.24120926,0.23971821
-4.99749875,1.12892260,0.26310176,0.15537979,0.00050392,0.07580771,0.01544438,0.58318701,0.24614637,0.23767655
-4.99149575,1.12902554,0.26634473,0.15808705,0.00054291,0.07650371,0.01486433,0.58217642,0.25025947,0.23486347
-4.98549275,1.12580811,0.26901457,0.16013518,0.00059096,0.07708732,0.01424120,0.57961113,0.25353414,0.23131813
-4.97948974,1.11938603,0.27112898,0.16149900,0.00064959,0.07756374,0.01357935,0.57558031,0.25597455,0.22710001
-4.97348674,1.10995883,0.27271014,0.16217226,0.00072041,0.07793979,0.01288464,0.57020952,0.25760401,0.22228723
-4.96748374,1.09780470,0.27378389,0.16216832,0.00080515,0.07822369,0.01216422,0.56365724,0.25846507,0.21697405
-4.96148074,1.08327299,0.27437904,0.16152002,0.00090556,0.07842485,0.01142633,0.55611068,0.25861915,0.21126794
-4.95547774,1.06677465,0.27452704,0.16027891,0.00102341,0.07855376,0.01067999,0.54778075,0.25814568,0.20528615
-4.94947474,1.04877102,0.27426187,0.15851379,0.00116043,0.07862185,0.00993475,0.53889668,0.25714066,0.19915208
-4.94347174,1.02976118,0.27362008,0.15630860,0.00131827,0.07864135,0.00920037,0.52970020,0.25571471,0.19299144
-4.93746873,1.01026846,0.27264088,0.15375972,0.00149846,0.07862515,0.00848653,0.52043954,0.25399063,0.18692856
-4.93146573,0.99082628,0.27136631,0.15097280,0.00170237,0.07858670,0.00780257,0.51136337,0.25210037,0.18108277
-4.92546273,0.97196390,0.26984123,0.14805929,0.00193118,0.07853979,0.00715728,0.50271480,0.25018172,0.17556508
-4.91945973,0.95419231,0.26811316,0.14513275,0.00218584,0.07849829,0.00655867,0.49472555,0.24837457,0.17047522
-4.91345673,0.93799076,0.26623185,0.14230510,0.00246708,0.07847584,0.00601383,0.48761036,0.24681701,0.16589913
-4.90745373,0.92379421,0.26424857,0.13968296,0.00277544,0.07848543,0.00552882,0.48156186,0.24564129,0.16190699
-4.90145073,0.91198205,0.26221504,0.13736432,0.00311125,0.07853901,0.00510862,0.47674577,0.24496995,0.15855172
-4.89544772,0.90286852,0.26018211,0.13543550,0.00347473,0.07864688,0.00475707,0.47329690,0.24491204,0.15586810
-4.88944472,0.89669498,0.25819817,0.13396870,0.00386604,0.07881722,0.00447687,0.47131564,0.24555981,0.15387245
-4.88344172,0.89362442,0.25630744,0.13302009,0.00428538,0.07905551,0.00426964,0.47086544,0.24698583,0.15256289
-4.87743872,0.89373826,0.25454811,0.13262862,0.00473309,0.07936403,0.00413594,0.47197113,0.24924087,0.15192011
-4.87143572,0.89703581,0.25295067,0.13281551,0.00520981,0.07974143,0.00407534,0.47461832,0.25235236,0.15190874
-4.86543272,0.90343614,0.25153638,0.13358443,0.00571659,0.08018238,0.00408650,0.47875389,0.25632383,0.15247904
-4.85942971,0.91278269,0.25031600,0.13492234,0.00625504,0.08067740,0.00416722,0.48428760,0.26113511,0.15356919
-4.85342671,0.92485012,0.24928907,0.13680100,0.00682744,0.08121288,0.00431455,0.49109496,0.26674344,0.15510777
-4.84742371,0.93935353,0.24844359,0.13917889,0.00743690,0.08177122,0.00452481,0.49902111,0.27308533,0.15701654
-4.84142071,0.95595939,0.24775632,0.14200366,0.00808741,0.08233127,0.00479373,0.50788586,0.28007924,0.15921346
-4.83541771,0.97429812,0.24719362,0.14521475,0.00878387,0.08286890,0.00511643,0.51748953,0.28762882,0.16161566
-4.82941471,0.99397747,0.24671290,0.14874625,0.00953217,0.08335778,0.00548755,0.52761957,0.29562664,0.16414248
-4.82341171,1.01459652,0.24626450,0.15252967,0.01033905,0.08377034,0.00590126,0.53805766,0.30395823,0.16671827
-4.81740870,1.03575939,0.24579408,0.15649668,0.01121205,0.08407880,0.00635135,0.54858699,0.31250627,0.16927507
-4.81140570,1.05708840,0.24524520,0.16058158,0.01215930,0.08425634,0.00683126,0.55899952,0.32115469,0.17175476
-4.80540270,1.07823591,0.24456219,0.16472339,0.01318930,0.08427822,0.00733414,0.56910288,0.32979258,0.17411097
-4.79939970,1.09889445,0.24369292,0.16886757,0.01431062,0.08412295,0.00785294,0.57872653,0.33831764,0.17631034
-4.79339670,1.11880475,0.24259157,0.17296722,0.01553153,0.08377331,0.00838041,0.58772714,0.34663917,0.17833330
-4.78739370,1.13776132,0.24122106,0.17698381,0.01685963,0.08321728,0.00890924,0.59599269,0.35468032,0.18017421
-4.78139070,1.15561541,0.23955515,0.18088740,0.01830141,0.08244871,0.00943208,0.60344538,0.36237969,0.18184091
-4.77538769,1.17227529,0.23758002,0.18465632,0.01986181,0.08146788,0.00994163,0.61004294,0.36969208,0.18335373
-4.76938469,1.18770390,0.23529540,0.18827649,0.02154379,0.08028175,0.01043073,0.61577857,0.37658853,0.18474393
-4.76338169,1.20191413,0.23271495,0.19174035,0.02334793,0.07890393,0.01089245,0.62067930,0.38305554,0.18605164
-4.75737869,1.21496190,0.22986620,0.19504545,0.02527202,0.07735445,0.01132013,0.62480301,0.38909363,0.18732352
-4.75137569,1.22693757,0.22678973,0.19819294,0.02731079,0.07565919,0.01170752,0.62823411,0.39471535,0.18861001
-4.74537269,1.23795604,0.22353794,0.20118586,0.02945564,0.07384916,0.01204886,0.63107819,0.39994272,0.18996254
-4.73936968,1.24814609,0.22017317,0.20402752,0.03169453,0.07195955,0.01233893,0.63345585,0.40480438,0.19143061
-4.73336668,1.25763950,0.21676551,0.20671990,0.03401190,0.07002855,0.01257320,0.63549599,0.40933254,0.19305902
-4.72736368,1.26656038,0.21339022,0.20926224,0.03638873,0.06809613,0.01274784,0.63732878,0.41355982,0.19488523
-4.72136068,1.27501539,0.21012492,0.21164993,0.03880274,0.06620272,0.01285987,0.63907879,0.41751624,0.19693714
-4.71535768,1.28308504,0.20704671,0.21387358,0.04122865,0.06438783,0.01290717,0.64085841,0.42122633,0.19923118
-4.70935468,1.29081671,0.20422916,0.21591855,0.04363857,0.06268881,0.01288857,0.64276194,0.42470668,0.20177095
-4.70335168,1.29821957,0.20173955,0.21776475,0.04600253,0.06113956,0.01280388,0.64486058,0.42796393,0.20454640
-4.69734867,1.30526154,0.19963620,0.21938690,0.04828899,0.05976948,0.01265396,0.64719859,0.43099322,0.20753359
-4.69134567,1.31186875,0.19796616,0.22075508,0.05046559,0.05860255,0.01244067,0.64979068,0.43377741,0.21069514
-4.68534267,1.31792717,0.19676327,0.22183568,0.05249977,0.05765664,0.01216690,0.65262098,0.43628687,0.21398119
-4.67933967,1.32328677,0.19604674,0.22259264,0.05435959,0.05694308,0.01183656,0.65564340,0.43848001,0.21733099
-4.67333667,1.32776780,0.19582025,0.22298896,0.05601450,0.05646642,0.01145448,0.65878369,0.44030463,0.22067509
-4.66733367,1.33116928,0.19607171,0.22298850,0.05743610,0.05622461,0.01102640,0.66194298,0.44169983,0.22393793
-4.66133067,1.33327927,0.19677363,0.22255785,0.05859892,0.05620928,0.01055881,0.66500273,0.44259878,0.22704085
-4.65532766,1.33388680,0.19788415,0.22166841,0.05948110,0.05640645,0.01005891,0.66783116,0.44293199,0.22990547
-4.64932466,1.33279485,0.19934882,0.22029839,0.06006507,0.05679736,0.00953446,0.67029063,0.44263120,0.23245717
-4.64332166,1.32983427,0.20110289,0.21843493,0.06033811,0.05735960,0.00899362,0.67224604,0.44163364,0.23462871
