energy_ev,total_up,Bi_p_up,Bi_d_up,Os_p_up,Os_d_up,S_s_up,S_p_up
-6.00000000,4.21683919,1.05350625,0.03848431,1.36303227,2.99226808,0.00688587,0.09268003
-5.99399700,4.34296252,1.09216034,0.03960385,1.39724094,3.07675172,0.00692409,0.09557804
-5.98799400,4.45711721,1.12767014,0.04056405,1.42918921,3.15326722,0.00694089,0.09838365
-5.98199100,4.55784983,1.15933649,0.04135177,1.45859472,3.22110760,0.00693500,0.10102253
-5.97598799,4.64397036,1.18653830,0.04195721,1.48521978,3.27973162,0.00690555,0.10342623
-5.96998499,4.71458618,1.20874906,0.04237420,1.50887686,3.32877979,0.00685211,0.10553383
-5.96398199,4.76912699,1.22555062,0.04260042,1.52943279,3.36808469,0.00677471,0.10729351
-5.95797899,4.80735951,1.23664372,0.04263751,1.54681138,3.39767514,0.00667387,0.10866376
-5.95197599,4.82939113,1.24185471,0.04249098,1.56099442,3.41777374,0.00655058,0.10961436
-5.94597299,4.83566235,1.24113826,0.04217008,1.57202082,3.42878803,0.00640628,0.11012700
-5.93996998,4.82692832,1.23457600,0.04168742,1.57998414,3.43129550,0.00624286,0.11019556
-5.93396698,4.80423035,1.22237100,0.04105862,1.58502840,3.42602322,0.00606258,0.10982596
-5.92796398,4.76885877,1.20483863,0.04030174,1.58734262,3.41382310,0.00586806,0.10903571
-5.92196098,4.72230901,1.18239394,0.03943669,1.58715414,3.39564392,0.00566216,0.10785312
-5.91595798,4.66623263,1.15553646,0.03848464,1.58472120,3.37250141,0.00544797,0.10631615
-5.90995498,4.60238594,1.12483289,0.03746732,1.58032505,3.34544779,0.00522871,0.10447112
-5.90395198,4.53257798,1.09089854,0.03640644,1.57426202,3.31554190,0.00500764,0.10237114
-5.89794897,4.45862027,1.05437839,0.03532302,1.56683572,3.28382124,0.00478801,0.10007453
-5.89194597,4.38227999,1.01592847,0.03423691,1.55834975,3.25127674,0.00457299,0.09764315
-5.88594297,4.30523826,0.97619828,0.03316629,1.54910124,3.21883099,0.00436560,0.09514084
-5.87993997,4.22905458,0.93581497,0.03212731,1.53937505,3.18732049,0.00416865,0.09263187
-5.87393697,4.15513827,0.89536971,0.03113380,1.52943905,3.15748199,0.00398472,0.09017970
-5.86793397,4.08472711,0.85540660,0.03019708,1.51954030,3.12994300,0.00381607,0.08784580
-5.86193097,4.01887331,0.81641432,0.02932590,1.50990214,3.10521613,0.00366467,0.08568879
-5.85592796,3.95843609,0.77882069,0.02852644,1.50072212,3.08369705,0.00353215,0.08376376
-5.84992496,3.90408055,0.74298975,0.02780237,1.49217053,3.06566522,0.00341980,0.08212186
-5.84392196,3.85628157,0.70922141,0.02715503,1.48438965,3.05128728,0.00332856,0.08080998
-5.83791896,3.81533197,0.67775316,0.02658365,1.47749328,3.04062206,0.00325904,0.07987071
-5.83191596,3.78135371,0.64876344,0.02608557,1.47156666,3.03362708,0.00321149,0.07934225
-5.82591296,3.75431112,0.62237623,0.02565653,1.46666646,3.03016566,0.00318588,0.07925847
-5.81990995,3.73402517,0.59866644,0.02529094,1.46282097,3.03001463,0.00318188,0.07964884
-5.81390695,3.72018800,0.57766541,0.02498221,1.46003021,3.03287201,0.00319886,0.08053840
-5.80790395,3.71237692,0.55936650,0.02472298,1.45826612,3.03836462,0.00323595,0.08194751
-5.80190095,3.71006755,0.54373005,0.02450539,1.45747268,3.04605555,0.00329206,0.08389153
-5.79589795,3.71264572,0.53068766,0.02432135,1.45756607,3.05545131,0.00336588,0.08638026
-5.78989495,3.71941809,0.52014574,0.02416270,1.45843492,3.06600891,0.00345592,0.08941731
-5.78389195,3.72962162,0.51198796,0.02402140,1.45994071,3.07714282,0.00356054,0.09299931
-5.77788894,3.74243220,0.50607702,0.02388969,1.46191842,3.08823209,0.00367795,0.09711497
-5.77188594,3.75697271,0.50225563,0.02376018,1.46417757,3.09862780,0.00380625,0.10174424
-5.76588294,3.77232119,0.50034703,0.02362594,1.46650379,3.10766093,0.00394344,0.10685741
-5.75987994,3.78751946,0.50015523,0.02348061,1.46866100,3.11465097,0.00408745,0.11241437
-5.75387694,3.80158292,0.50146535,0.02331836,1.47039433,3.11891536,0.00423616,0.11836412
-5.74787394,3.81351180,0.50404423,0.02313400,1.47143390,3.11977987,0.00438741,0.12464450
-5.74187094,3.82230443,0.50764166,0.02292294,1.47149960,3.11658992,0.00453900,0.13118237
-5.73586793,3.82697253,0.51199246,0.02268123,1.47030675,3.10872295,0.00468877,0.13789412
-5.72986493,3.82655885,0.51681941,0.02240557,1.46757277,3.09560148,0.00483454,0.14468674
-5.72386193,3.82015676,0.52183732,0.02209331,1.46302467,3.07670694,0.00497421,0.15145931
-5.71785893,3.80693160,0.52675809,0.02174246,1.45640741,3.05159369,0.00510572,0.15810498
-5.71185593,3.78614308,0.53129670,0.02135173,1.44749267,3.01990292,0.00522708,0.16451341
-5.70585293,3.75716817,0.53517798,0.02092051,1.43608799,2.98137601,0.00533644,0.17057351
-5.69984992,3.71952345,0.53814395,0.02044890,1.42204586,2.93586673,0.00543205,0.17617658
-5.69384692,3.67288586,0.53996130,0.01993776,1.40527242,2.88335162,0.00551234,0.18121953
-5.68784392,3.61711105,0.54042891,0.01938868,1.38573530,2.82393818,0.00557590,0.18560820
-5.68184092,3.55224796,0.53938485,0.01880401,1.36347037,2.75787005,0.00562153,0.18926058
-5.67583792,3.47854892,0.53671264,0.01818685,1.33858684,2.68552886,0.00564828,0.19210982
-5.66983492,3.39647440,0.53234643,0.01754100,1.31127039,2.60743237,0.00565543,0.19410685
-5.66383192,3.30669162,0.52627482,0.01687099,1.28178408,2.52422846,0.00564253,0.19522256
-5.65782891,3.21006689,0.51854318,0.01618194,1.25046676,2.43668513,0.00560943,0.19544933
-5.65182591,3.10765133,0.50925419,0.01547954,1.21772884,2.34567631,0.00555628,0.19480196
-5.64582291,3.00066027,0.49856665,0.01476990,1.18404537,2.25216397,0.00548351,0.19331772
-5.63981991,2.89044672,0.48669258,0.01405947,1.14994660,2.15717678,0.00539188,0.19105580
-5.63381691,2.77846970,0.47389255,0.01335484,1.11600602,2.06178603,0.00528240,0.18809588
-5.62781391,2.66625827,0.46046947,0.01266264,1.08282640,1.96707949,0.00515640,0.18453600
-5.62181091,2.55537256,0.44676108,0.01198933,1.05102401,1.87413409,0.00501542,0.18048981
-5.61580790,2.44736299,0.43313126,0.01134107,1.02121167,1.78398832,0.00486125,0.17608318
-5.60980490,2.34372915,0.41996046,0.01072351,0.99398106,1.69761541,0.00469583,0.17145046
-5.60380190,2.24587965,0.40763556,0.01014164,0.96988496,1.61589815,0.00452129,0.16673034
-5.59779890,2.15509447,0.39653940,0.00959969,0.94941997,1.53960629,0.00433981,0.16206161
-5.59179590,2.07249093,0.38704025,0.00910096,0.93301040,1.46937745,0.00415365,0.15757887
-5.58579290,1.99899456,0.37948154,0.00864776,0.92099374,1.40570211,0.00396505,0.15340841
-5.57978989,1.93531570,0.37417198,0.00824134,0.91360853,1.34891333,0.00377625,0.14966434
-5.57378689,1.88193266,0.37137645,0.00788188,0.91098471,1.29918150,0.00358938,0.14644512
-5.56778389,1.83908183,0.37130774,0.00756850,0.91313719,1.25651439,0.00340645,0.14383068
-5.56178089,1.80675506,0.37411937,0.00729931,0.91996258,1.22076229,0.00322936,0.14188005
-5.55577789,1.78470412,0.37989970,0.00707150,0.93123942,1.19162817,0.00305983,0.14062973
-5.54977489,1.77245217,0.38866739,0.00688147,0.94663186,1.16868235,0.00289941,0.14009275
-5.54377189,1.76931146,0.40036852,0.00672499,0.96569667,1.15138106,0.00274946,0.14025848
-5.53776888,1.77440682,0.41487526,0.00659731,0.98789342,1.13908806,0.00261118,0.14109313
-5.53176588,1.78670373,0.43198639,0.00649340,1.01259746,1.13109862,0.00248561,0.14254100
-5.52576288,1.80504026,0.45142965,0.00640814,1.03911534,1.12666467,0.00237360,0.14452631
-5.51975988,1.82816155,0.47286599,0.00633645,1.06670213,1.12502035,0.00227591,0.14695568
-5.51375688,1.85475578,0.49589571,0.00627351,1.09458016,1.12540684,0.00219314,0.14972104
-5.50775388,1.88349050,0.52006644,0.00621489,1.12195853,1.12709559,0.00212581,0.15270300
-5.50175088,1.91304815,0.54488292,0.00615670,1.14805290,1.12940922,0.00207432,0.15577450
-5.49574787,1.94215980,0.56981827,0.00609570,1.17210485,1.13173932,0.00203900,0.15880463
-5.48974487,1.96963626,0.59432670,0.00602935,1.19340037,1.13356068,0.00202007,0.16166252
-5.48374187,1.99439569,0.61785718,0.00595586,1.21128688,1.13444164,0.00201769,0.16422125
-5.47773887,2.01548717,0.63986778,0.00587418,1.22518830,1.13405051,0.00203187,0.16636156
-5.47173587,2.03210980,0.65984028,0.00578401,1.23461792,1.13215790,0.00206252,0.16797525
-5.46573287,2.04362700,0.67729451,0.00568572,1.23918853,1.12863555,0.00210937,0.16896830
-5.45972986,2.04957602,0.69180191,0.00558027,1.23861978,1.12345174,0.00217200,0.16926352
-5.45372686,2.04967254,0.70299798,0.00546912,1.23274253,1.11666395,0.00224975,0.16880258
-5.44772386,2.04381073,0.71059289,0.00535412,1.22150020,1.10840951,0.00234176,0.16754754
-5.44172086,2.03205892,0.71438002,0.00523741,1.20494709,1.09889456,0.00244688,0.16548173
-5.43571786,2.01465140,0.71424206,0.00512129,1.18324393,1.08838233,0.00256374,0.16260991
-5.42971486,1.99197675,0.71015427,0.00500813,1.15665077,1.07718112,0.00269066,0.15895785
