energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.71785893,5.63714788,0.04875185,0.36624316,0.13822877,1.94331446,2.45797400,0.07897233,2.74841654
-5.71185593,5.54972222,0.04814368,0.36346833,0.13522442,1.91417582,2.41769171,0.07931684,2.69869579
-5.70585293,5.45822889,0.04738995,0.36100021,0.13213759,1.88492378,2.37482003,0.07957037,2.64702031
-5.69984992,5.36506766,0.04651281,0.35896519,0.12904944,1.85632973,2.33049601,0.07975097,2.59462116
-5.69384692,5.27267916,0.04553620,0.35748399,0.12603913,1.82914750,2.28590560,0.07987533,2.54274852
-5.68784392,5.18347669,0.04448505,0.35666805,0.12318158,1.80409300,2.24225232,0.07995784,2.49263699
-5.68184092,5.09978042,0.04338447,0.35661630,0.12054547,1.78182536,2.20072566,0.08000981,2.44547216
-5.67583792,5.02375652,0.04225900,0.35741231,0.11819139,1.76293035,2.16247061,0.08003881,2.40235985
-5.66983492,4.95736361,0.04113189,0.35912196,0.11617036,1.74790661,2.12855917,0.08004842,2.36429920
-5.66383192,4.90230825,0.04002455,0.36179168,0.11452270,1.73715499,2.09996497,0.08003807,2.33216044
-5.65782891,4.86001083,0.03895602,0.36544726,0.11327716,1.73097143,2.07754176,0.08000331,2.30666807
-5.65182591,4.83158244,0.03794263,0.37009327,0.11245066,1.72954328,2.06200621,0.07993619,2.28838963
-5.64582291,4.81781278,0.03699785,0.37571307,0.11204817,1.73294896,2.05392536,0.07982601,2.27773010
-5.63981991,4.81916858,0.03613218,0.38226937,0.11206319,1.74116091,2.05370874,0.07966009,2.27493154
-5.63381691,4.83580134,0.03535325,0.38970519,0.11247844,1.75405107,2.06160492,0.07942481,2.28007739
-5.62781391,4.86756282,0.03466599,0.39794532,0.11326690,1.77139877,2.07770206,0.07910663,2.29310053
-5.62181091,4.91402666,0.03407290,0.40689799,0.11439308,1.79290017,2.10193205,0.07869307,2.31379424
-5.61580790,4.97451393,0.03357444,0.41645688,0.11581453,1.81817884,2.13407730,0.07817372,2.34182496
-5.60980490,5.04812088,0.03316934,0.42650320,0.11748343,1.84679686,2.17377983,0.07754104,2.37674585
-5.60380190,5.13374696,0.03285501,0.43690787,0.11934826,1.87826586,2.22055177,0.07679096,2.41801032
-5.59779890,5.23012179,0.03262792,0.44753381,0.12135552,1.91205773,2.27378674,0.07592334,2.46498476
-5.59179590,5.33582996,0.03248389,0.45823810,0.12345136,1.94761446,2.33277177,0.07494211,2.51696003
-5.58579290,5.44933296,0.03241836,0.46887422,0.12558314,1.98435717,2.39669918,0.07385520,2.57316135
-5.57978989,5.56898829,0.03242660,0.47929411,0.12770086,2.02169399,2.46467861,0.07267421,2.63275671
-5.57378689,5.69306594,0.03250382,0.48935035,0.12975846,2.05902709,2.53574886,0.07141388,2.69486407
-5.56778389,5.81976302,0.03264524,0.49889813,0.13171485,2.09575885,2.60888994,0.07009138,2.75855768
-5.56178089,5.94721759,0.03284606,0.50779733,0.13353483,2.13129751,2.68303534,0.06872548,2.82287424
-5.55577789,6.07352288,0.03310142,0.51591455,0.13518978,2.16506246,2.75708500,0.06733562,2.88681965
-5.54977489,6.19674314,0.03340633,0.52312515,0.13665809,2.19648968,2.82991913,0.06594101,2.94937683
-5.54377189,6.31493233,0.03375557,0.52931531,0.13792543,2.22503737,2.90041329,0.06455974,3.00951560
-5.53776888,6.42615661,0.03414357,0.53438411,0.13898479,2.25019222,2.96745476,0.06320802,3.06620479
-5.53176588,6.52852110,0.03456438,0.53824567,0.13983632,2.27147626,3.02996035,0.06189953,3.11842708
-5.52576288,6.62020120,0.03501162,0.54083108,0.14048698,2.28845456,3.08689550,0.06064497,3.16519656
-5.51975988,6.69947811,0.03547846,0.54209044,0.14095002,2.30074347,3.13729442,0.05945176,3.20557882
-5.51375688,6.76477775,0.03595771,0.54199459,0.14124427,2.30801945,3.18028084,0.05832404,3.23871305
-5.50775388,6.81471176,0.03644187,0.54053670,0.14139330,2.31002795,3.21508869,0.05726275,3.26383538
-5.50175088,6.84811902,0.03692331,0.53773342,0.14142443,2.30659210,3.24108204,0.05626600,3.28030258
-5.49574787,6.86410565,0.03739443,0.53362573,0.14136763,2.29762077,3.25777358,0.05532948,3.28761486
-5.48974487,6.86208148,0.03784783,0.52827923,0.14125430,2.28311526,3.26484056,0.05444712,3.28543673
-5.48374187,6.84179082,0.03827653,0.52178386,0.14111608,2.26317441,3.26213760,0.05361172,3.27361453
-5.47773887,6.80333554,0.03867420,0.51425301,0.14098354,2.23799741,3.24970556,0.05281567,3.25218965
-5.47173587,6.74718883,0.03903526,0.50582197,0.14088492,2.20788411,3.22777575,0.05205164,3.22140641
-5.46573287,6.67419840,0.03935512,0.49664573,0.14084494,2.17323241,3.19676925,0.05131328,3.18171388
-5.45972986,6.58557821,0.03963025,0.48689618,0.14088372,2.13453262,3.15729095,0.05059574,3.13376125
-5.45372686,6.48288866,0.03985824,0.47675870,0.14101583,2.09235884,3.11011838,0.04989620,3.07838653
-5.44772386,6.36800555,0.04003787,0.46642842,0.14124956,2.04735744,3.05618564,0.04921422,3.01659893
-5.44172086,6.24307883,0.04016906,0.45610602,0.14158642,2.00023307,2.99656279,0.04855190,2.94955540
-5.43571786,6.11048249,0.04025284,0.44599347,0.14202094,1.95173257,2.93243143,0.04791404,2.87853218
-5.42971486,5.97275754,0.04029120,0.43628965,0.14254071,1.90262733,2.86505723,0.04730804,2.80489248
-5.42371186,5.83255020,0.04028702,0.42718622,0.14312681,1.85369490,2.79576043,0.04674373,2.73005143
-5.41770885,5.69254755,0.04024393,0.41886369,0.14375447,1.80570038,2.72588516,0.04623308,2.65543980
-5.41170585,5.55541299,0.04016608,0.41148796,0.14439407,1.75937831,2.65676857,0.04578982,2.58246774
-5.40570285,5.42372370,0.04005807,0.40520740,0.14501238,1.71541582,2.58971088,0.04542894,2.51248986
-5.39969985,5.29991194,0.03992472,0.40015051,0.14557391,1.67443741,2.52594679,0.04516622,2.44677282
-5.39369685,5.18621189,0.03977096,0.39642419,0.14604253,1.63699197,2.46661937,0.04501767,2.38646638
-5.38769385,5.08461318,0.03960169,0.39411265,0.14638304,1.60354231,2.41275667,0.04499891,2.33257872
-5.38169085,4.99682190,0.03942162,0.39327691,0.14656271,1.57445731,2.36525158,0.04512462,2.28595642
-5.37568784,4.92422961,0.03923523,0.39395470,0.14655276,1.55000689,2.32484516,0.04540798,2.24726946
-5.36968484,4.86789024,0.03904661,0.39616082,0.14632963,1.53035953,2.29211352,0.04586013,2.21700131
-5.36368184,4.82850484,0.03885946,0.39988771,0.14587598,1.51558236,2.26745840,0.04648966,2.19544380
-5.35767884,4.80641368,0.03867701,0.40510620,0.14518140,1.50564337,2.25110120,0.04730219,2.18269667
-5.35167584,4.80159523,0.03850199,0.41176627,0.14424277,1.50041561,2.24308050,0.04829999,2.17867128
-5.34567284,4.81367161,0.03833665,0.41979778,0.14306431,1.49968299,2.24325296,0.04948171,2.18309811
-5.33966983,4.84191992,0.03818274,0.42911113,0.14165728,1.50314731,2.25129746,0.05084213,2.19553757
-5.33366683,4.88528922,0.03804156,0.43959779,0.14003933,1.51043649,2.26672245,0.05237213,2.21539366
-5.32766383,4.94242289,0.03791399,0.45113082,0.13823369,1.52111357,2.28887651,0.05405866,2.24193032
-5.32166083,5.01168646,0.03780058,0.46356538,0.13626817,1.53468646,2.31696200,0.05588490,2.27428977
-5.31565783,5.09120054,0.03770164,0.47673931,0.13417401,1.55061836,2.35005193,0.05783052,2.31151302
-5.30965483,5.17887930,0.03761732,0.49047410,0.13198478,1.56833874,2.38710993,0.05987203,2.35256189
-5.30365183,5.27247401,0.03754771,0.50457608,0.12973535,1.58725497,2.42701322,0.06198331,2.39634268
-5.29764882,5.36962176,0.03749304,0.51883821,0.12746096,1.60676446,2.46857837,0.06413617,2.44173088
-5.29164582,5.46789868,0.03745369,0.53304251,0.12519657,1.62626734,2.51058964,0.06630107,2.48759689
-5.28564282,5.56487695,0.03743043,0.54696313,0.12297639,1.64517950,2.55182918,0.06844781,2.53283214
-5.27963982,5.65818461,0.03742441,0.56037019,0.12083369,1.66294596,2.59110872,0.07054636,2.57637517
-5.27363682,5.74556646,0.03743738,0.57303423,0.11880090,1.67905406,2.62730170,0.07256762,2.61723713
-5.26763382,5.82494445,0.03747163,0.58473139,0.11690983,1.69304642,2.65937494,0.07448417,2.65452581
-5.26163082,5.89447535,0.03753012,0.59524885,0.11519221,1.70453298,2.68641886,0.07627099,2.68746755
-5.25562781,5.95260348,0.03761643,0.60439069,0.11368018,1.71320181,2.70767483,0.07790606,2.71542619
-5.24962481,5.99810610,0.03773473,0.61198360,0.11240685,1.71882807,2.72255876,0.07937084,2.73791819
-5.24362181,6.03012940,0.03788968,0.61788241,0.11140687,1.72128071,2.73067957,0.08065064,2.75462322
-5.23761881,6.04821286,0.03808632,0.62197498,0.11071668,1.72052633,2.73185168,0.08173486,2.76538959
-5.23161581,6.05230060,0.03832986,0.62418636,0.11037465,1.71662995,2.72610065,0.08261699,2.77023407
-5.22561281,6.04273855,0.03862553,0.62448182,0.11042085,1.70975231,2.71366154,0.08329457,2.76933592
-5.21960980,6.02025709,0.03897831,0.62286868,0.11089656,1.70014370,2.69496960,0.08376893,2.76302509
-5.21360680,5.98593935,0.03939267,0.61939674,0.11184324,1.68813429,2.67064370,0.08404481,2.75176509
-5.20760380,5.94117626,0.03987233,0.61415734,0.11330135,1.67412136,2.64146271,0.08412998,2.73613089
-5.20160080,5.88760999,0.04041999,0.60728093,0.11530871,1.65855366,2.60833588,0.08403466,2.71678293
-5.19559780,5.82706820,0.04103708,0.59893347,0.11789860,1.64191371,2.57226835,0.08377096,2.69443826
-5.18959480,5.76149184,0.04172350,0.58931156,0.12109772,1.62469860,2.53432316,0.08335238,2.66983995
-5.18359180,5.69285976,0.04247749,0.57863673,0.12492408,1.60740031,2.49558147,0.08279319,2.64372637
-5.17758879,5.62311354,0.04329541,0.56714904,0.12938486,1.59048620,2.45710269,0.08210802,2.61680146
-5.17158579,5.55408594,0.04417168,0.55510030,0.13447450,1.57438079,2.41988628,0.08131137,2.58970755
-5.16558279,5.48743600,0.04509871,0.54274723,0.14017304,1.55944960,2.38483688,0.08041731,2.56300184
-5.15957979,5.42459391,0.04606694,0.53034476,0.14644489,1.54598568,2.35273423,0.07943922,2.53713764
-5.15357679,5.36671765,0.04706488,0.51813984,0.15323810,1.53419965,2.32420928,0.07838962,2.51245101
-5.14757379,5.31466324,0.04807930,0.50636576,0.16048421,1.52421350,2.29972713,0.07728012,2.48915358
-5.14157079,5.26896948,0.04909543,0.49523746,0.16809877,1.51605855,2.27957771,0.07612138,2.46733141
-5.13556778,5.22985724,0.05009723,0.48494750,0.17598252,1.50967752,2.26387404,0.07492318,2.44695007
-5.12956478,5.19724295,0.05106773,0.47566318,0.18402323,1.50493048,2.25255810,0.07369448,2.42786525
-5.12356178,5.17076472,0.05198941,0.46752442,0.19209819,1.50160450,2.24541360,0.07244358,2.40983839
-5.11755878,5.14981941,0.05284464,0.46064262,0.20007724,1.49942627,2.24208472,0.07117817,2.39255633
-5.11155578,5.13360819,0.05361612,0.45510019,0.20782617,1.49807712,2.24209973,0.06990545,2.37565373
-5.10555278,5.12118790,0.05428734,0.45095084,0.21521055,1.49720963,2.24489806,0.06863218,2.35873734
-5.09954977,5.11152526,0.05484307,0.44822029,0.22209961,1.49646490,2.24985925,0.06736475,2.34141045
-5.09354677,5.10355116,0.05526977,0.44690750,0.22837016,1.49548980,2.25633246,0.06610912,2.32329662
-5.08754377,5.09621220,0.05555601,0.44698608,0.23391026,1.49395318,2.26366484,0.06487076,2.30406131
-5.08154077,5.08851708,0.05569282,0.44840593,0.23862262,1.49156040,2.27122764,0.06365463,2.28343046
-5.07553777,5.07957577,0.05567395,0.45109499,0.24242744,1.48806551,2.27843881,0.06246501,2.26120517
-5.06953477,5.06863001,0.05549607,0.45496105,0.24526465,1.48328050,2.28478128,0.06130536,2.23727187
-5.06353177,5.05507415,0.05515887,0.45989360,0.24709534,1.47708141,2.28981636,0.06017823,2.21160768
-5.05752876,5.03846596,0.05466500,0.46576573,0.24790251,1.46941099,2.29319193,0.05908512,2.18428082
-5.05152576,5.01852772,0.05402001,0.47243610,0.24769092,1.46027801,2.29464556,0.05802634,2.15544619
-5.04552276,4.99513825,0.05323208,0.47975102,0.24648613,1.44975336,2.29400277,0.05700102,2.12533663
-5.03951976,4.96831720,0.05231177,0.48754665,0.24433282,1.43796328,2.29117117,0.05600701,2.09425038
-5.03351676,4.93820306,0.05127155,0.49565139,0.24129250,1.42508017,2.28613107,0.05504097,2.06253551
-5.02751376,4.90502687,0.05012540,0.50388847,0.23744059,1.41131158,2.27892363,0.05409842,2.03057224
-5.02151076,4.86908341,0.04888835,0.51207876,0.23286322,1.39688801,2.26963748,0.05317390,1.99875408
-5.01550775,4.83070197,0.04757592,0.52004370,0.22765378,1.38205016,2.25839485,0.05226118,1.96746875
-5.00950475,4.79021847,0.04620368,0.52760849,0.22190944,1.36703635,2.24533804,0.05135345,1.93707985
-5.00350175,4.74795047,0.04478682,0.53460526,0.21572782,1.35207067,2.23061725,0.05044367,1.90791010
-4.99749875,4.70417651,0.04333971,0.54087637,0.20920387,1.33735251,2.21438034,0.04952478,1.88022687
-4.99149575,4.65912065,0.04187564,0.54627750,0.20242725,1.32304782,2.19676495,0.04859010,1.85423067
-4.98549275,4.61294278,0.04040657,0.55068072,0.19548015,1.30928254,2.17789338,0.04763358,1.83004691
-4.97948974,4.56573487,0.03894302,0.55397711,0.18843571,1.29613842,2.15787032,0.04665010,1.80772135
-4.97348674,4.51752294,0.03749402,0.55607910,0.18135702,1.28365123,2.13678311,0.04563574,1.78721906
-4.96748374,4.46827421,0.03606718,0.55692235,0.17429674,1.27181140,2.11470442,0.04458798,1.76842706
-4.96148074,4.41790860,0.03466882,0.55646699,0.16729724,1.26056697,2.09169682,0.04350588,1.75116020
-4.95547774,4.36631356,0.03330419,0.55469837,0.16039125,1.24982848,2.06781871,0.04239019,1.73517001
-4.94947474,4.31336108,0.03197765,0.55162713,0.15360285,1.23947548,2.04313089,0.04124337,1.72015600
-4.94347174,4.25892562,0.03069301,0.54728868,0.14694884,1.22936441,2.01770333,0.04006960,1.70577877
-4.93746873,4.20290193,0.02945374,0.54174207,0.14044018,1.21933713,1.99162142,0.03887471,1.69167450
-4.93146573,4.14522146,0.02826322,0.53506834,0.13408358,1.20922988,1.96499113,0.03766601,1.67747002
-4.92546273,4.08586662,0.02712499,0.52736836,0.12788298,1.19888208,1.93794279,0.03645217,1.66279788
-4.91945973,4.02488206,0.02604283,0.51876025,0.12184095,1.18814466,1.91063304,0.03524297,1.64731094
-4.91345673,3.96238236,0.02502096,0.50937647,0.11595990,1.17688737,1.88324490,0.03404906,1.63069567
-4.90745373,3.89855595,0.02406396,0.49936071,0.11024299,1.16500500,1.85598579,0.03288174,1.61268402
-4.90145073,3.83366508,0.02317684,0.48886454,0.10469487,1.15242203,1.82908371,0.03175261,1.59306315
-4.89544772,3.76804192,0.02236487,0.47804402,0.09932203,1.13909579,1.80278170,0.03067339,1.57168291
-4.88944472,3.70208119,0.02163349,0.46705625,0.09413300,1.12501786,1.77733107,0.02965561,1.54846078
-4.88344172,3.63622977,0.02098808,0.45605604,0.08913824,1.11021385,1.75298349,0.02871037,1.52338418
-4.87743872,3.57097376,0.02043380,0.44519255,0.08434993,1.09474156,1.72998277,0.02784812,1.49651012
-4.87143572,3.50682383,0.01997533,0.43460618,0.07978153,1.07868782,1.70855648,0.02707844,1.46796240
-4.86543272,3.44429946,0.01961668,0.42442565,0.07544735,1.06216404,1.68890805,0.02640991,1.43792631
-4.85942971,3.38391291,0.01936097,0.41476523,0.07136203,1.04530088,1.67120971,0.02584988,1.40664141
-4.85342671,3.32615356,0.01921027,0.40572235,0.06754007,1.02824229,1.65559667,0.02540441,1.37439253
-4.84742371,3.27147336,0.01916547,0.39737547,0.06399536,1.01113924,1.64216286,0.02507812,1.34149941
-4.84142071,3.22027398,0.01922621,0.38978246,0.06074082,0.99414338,1.63095830,0.02487413,1.30830557
-4.83541771,3.17289601,0.01939082,0.38297923,0.05778814,0.97740110,1.62198845,0.02479403,1.27516673
-4.82941471,3.12961088,0.01965638,0.37697907,0.05514753,0.96104803,1.61521525,0.02483779,1.24243928
-4.82341171,3.09061531,0.02001873,0.37177241,0.05282769,0.94520440,1.61055998,0.02500381,1.21046929
-4.81740870,3.05602881,0.02047265,0.36732721,0.05083570,0.92997133,1.60790759,0.02528892,1.17958246
-4.81140570,3.02589390,0.02101198,0.36359003,0.04917706,0.91542816,1.60711238,0.02568842,1.15007527
-4.80540270,3.00017887,0.02162981,0.36048765,0.04785572,0.90163098,1.60800442,0.02619617,1.12220770
-4.79939970,2.97878301,0.02231866,0.35792942,0.04687413,0.88861217,1.61039671,0.02680466,1.09619766
-4.79339670,2.96154364,0.02307076,0.35581012,0.04623322,0.87638113,1.61409229,0.02750515,1.07221728
-4.78739370,2.94824455,0.02387818,0.35401342,0.04593243,0.86492586,1.61889118,0.02828783,1.05039091
-4.78139070,2.93862545,0.02473313,0.35241571,0.04596962,0.85421538,1.62459662,0.02914196,1.03079507
-4.77538769,2.93239167,0.02562809,0.35089025,0.04634092,0.84420271,1.63102043,0.03005606,1.01345981
-4.76938469,2.92922379,0.02655603,0.34931151,0.04704059,0.83482839,1.63798700,0.03101814,0.99837166
-4.76338169,2.92878657,0.02751052,0.34755945,0.04806075,0.82602405,1.64533604,0.03201585,0.98547759
-4.75737869,2.93073688,0.02848586,0.34552363,0.04939114,0.81771616,1.65292376,0.03303675,0.97468991
-4.75137569,2.93473036,0.02947714,0.34310702,0.05101880,0.80982955,1.66062264,0.03406846,0.96589177
-4.74537269,2.94042646,0.03048030,0.34022920,0.05292786,0.80229067,1.66831974,0.03509886,0.95894293
-4.73936968,2.94749211,0.03149208,0.33682904,0.05509923,0.79503048,1.67591400,0.03611627,0.95368559
-4.73336668,2.95560378,0.03251002,0.33286649,0.05751045,0.78798688,1.68331252,0.03710960,0.94995008
-4.72736368,2.96444838,0.03353235,0.32832366,0.06013559,0.78110670,1.69042631,0.03806845,0.94756017
-4.72136068,2.97372313,0.03455787,0.32320500,0.06294524,0.77434719,1.69716585,0.03898322,0.94633795
-4.71535768,2.98313488,0.03558581,0.31753666,0.06590664,0.76767717,1.70343682,0.03984519,0.94610818
-4.70935468,2.99239930,0.03661566,0.31136506,0.06898398,0.76107776,1.70913640,0.04064651,0.94670204
-4.70335168,3.00124027,0.03764694,0.30475484,0.07213870,0.75454293,1.71415044,0.04138030,0.94796044
-4.69734867,3.00939001,0.03867904,0.29778622,0.07533012,0.74807984,1.71835186,0.04204056,0.94973670
-4.69134567,3.01659023,0.03971096,0.29055197,0.07851602,0.74170912,1.72160039,0.04262226,0.95189893
-4.68534267,3.02259455,0.04074114,0.28315425,0.08165342,0.73546506,1.72374395,0.04312123,0.95433196
-4.67933967,3.02717240,0.04176720,0.27570124,0.08469942,0.72939593,1.72462146,0.04353421,0.95693907
-4.67333667,3.03011431,0.04278585,0.26830401,0.08761208,0.72356421,1.72406729,0.04385884,0.95964342
-4.66733367,3.03123860,0.04379268,0.26107355,0.09035128,0.71804693,1.72191692,0.04409362,0.96238939
-4.66133067,3.03039905,0.04478206,0.25411821,0.09287969,0.71293593,1.71801377,0.04423795,0.96514366
-4.65532766,3.02749339,0.04574714,0.24754147,0.09516353,0.70833807,1.71221667,0.04429217,0.96789618
-4.64932466,3.02247184,0.04667981,0.24144032,0.09717336,0.70437518,1.70440772,0.04425757,0.97066095
-4.64332166,3.01534547,0.04757080,0.23590404,0.09888471,0.70118386,1.69450004,0.04413647,0.97347642
-4.63731866,3.00619354,0.04840977,0.23101342,0.10027858,0.69891471,1.68244501,0.04393224,0.97640568
-4.63131566,2.99516942,0.04918557,0.22684042,0.10134181,0.69773127,1.66823845,0.04364940,0.97953614
-4.62531266,2.98250443,0.04988648,0.22344820,0.10206724,0.69780822,1.65192557,0.04329360,0.98297876
-4.61930965,2.96850934,0.05050051,0.22089129,0.10245374,0.69932906,1.63360416,0.04287175,0.98686662
-4.61330665,2.95357293,0.05101583,0.21921596,0.10250607,0.70248308,1.61342595,0.04239195,0.99135293
-4.60730365,2.93815766,0.05142114,0.21846064,0.10223458,0.70746163,1.59159585,0.04186353,0.99660831
-4.60130065,2.92279230,0.05170611,0.21865624,0.10165475,0.71445385,1.56836922,0.04129699,1.00281741
-4.59529765,2.90806160,0.05186183,0.21982646,0.10078665,0.72364180,1.54404703,0.04070394,1.01017485
-4.58929465,2.89459337,0.05188124,0.22198779,0.09965430,0.73519509,1.51896937,0.04009694,1.01888054
-4.58329165,2.88304329,0.05175951,0.22514948,0.09828495,0.74926539,1.49350730,0.03948938,1.02913452
-4.57728864,2.87407804,0.05149439,0.22931319,0.09670832,0.76598063,1.46805363,0.03889528,1.04113142
-4.57128564,2.86835742,0.05108649,0.23447259,0.09495585,0.78543940,1.44301286,0.03832901,1.05505458
-4.56528264,2.86651600,0.05053949,0.24061275,0.09305999,0.80770562,1.41879087,0.03780508,1.07107023
-4.55927964,2.86914514,0.04986018,0.24770956,0.09105343,0.83280370,1.39578469,0.03733777,1.08932164
-4.55327664,2.87677605,0.04905854,0.25572913,0.08896852,0.86071437,1.37437283,0.03694088,1.10992368
-4.54727364,2.88986446,0.04814756,0.26462733,0.08683667,0.89137153,1.35490653,0.03662734,1.13295774
-4.54127064,2.90877750,0.04714305,0.27434950,0.08468789,0.92466009,1.33770225,0.03640894,1.15846742
-4.53526763,2.93378329,0.04606333,0.28483052,0.08255038,0.96041510,1.32303569,0.03629595,1.18645492
-4.52926463,2.96504346,0.04492879,0.29599512,0.08045023,0.99842221,1.31113732,0.03629682,1.21687843
-4.52326163,3.00260890,0.04376139,0.30775866,0.07841125,1.03841961,1.30218976,0.03641796,1.24965062
-4.51725863,3.04641872,0.04258416,0.32002830,0.07645482,1.08010130,1.29632667,0.03666343,1.28463815
-4.51125563,3.09630249,0.04142053,0.33270460,0.07459985,1.12312192,1.29363332,0.03703481,1.32166255
-4.50525263,3.15198539,0.04029378,0.34568346,0.07286279,1.16710287,1.29414843,0.03753104,1.36050213
-4.49924962,3.21309626,0.03922633,0.35885847,0.07125773,1.21163963,1.29786726,0.03814835,1.40089529
-4.49324662,3.27917796,0.03823925,0.37212349,0.06979645,1.25631027,1.30474553,0.03888029,1.44254490
