energy_ev,total_up,C_s_up,C_p_up,Cr_p_up,Cr_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.78989495,10.39082759,0.03814532,1.31964667,4.39441291,1.34013623,4.00601432,4.21998013,0.07883892,4.05939706
-5.78389195,10.45598277,0.03799671,1.32917301,4.40924104,1.35506021,4.00230603,4.24006833,0.07978593,4.08976386
-5.77788894,10.50397045,0.03782808,1.33705480,4.41362646,1.36730942,3.99326974,4.25233122,0.08075958,4.11294299
-5.77188594,10.53562011,0.03764333,1.34339463,4.40794528,1.37701145,3.97943933,4.25713754,0.08177100,4.12920510
-5.76588294,10.55200438,0.03744613,1.34832471,4.39268185,1.38432397,3.96142488,4.25498039,0.08283191,4.13891256
-5.75987994,10.55440504,0.03724000,1.35200456,4.36841013,1.38942674,3.93990049,4.24646702,0.08395415,4.14250324
-5.75387694,10.54427275,0.03702834,1.35461746,4.33577384,1.39251305,3.91559016,4.23230490,0.08514930,4.14047251
-5.74787394,10.52318225,0.03681454,1.35636603,4.29546629,1.39378110,3.88925214,4.21328454,0.08642814,4.13335446
-5.74187094,10.49278499,0.03660203,1.35746677,4.24821083,1.39342579,3.86166221,4.19025973,0.08780023,4.12170323
-5.73586793,10.45476125,0.03639434,1.35814406,4.19474271,1.39163118,3.83359647,4.16412589,0.08927348,4.10607530
-5.72986493,10.41077381,0.03619513,1.35862358,4.13579291,1.38856423,3.80581412,4.13579743,0.09085376,4.08701356
-5.72386193,10.36242484,0.03600820,1.35912565,4.07207471,1.38436984,3.77904074,4.10618476,0.09254460,4.06503386
-5.71785893,10.31121764,0.03583748,1.35985858,4.00427303,1.37916759,3.75395249,4.07617185,0.09434697,4.04061425
-5.71185593,10.25852431,0.03568701,1.36101228,3.93303689,1.37305026,3.73116166,4.04659508,0.09625913,4.01418746
-5.70585293,10.20556018,0.03556083,1.36275246,3.85897476,1.36608398,3.71120387,4.01822388,0.09827655,3.98613639
-5.69984992,10.15336513,0.03546294,1.36521549,3.78265262,1.35831007,3.69452714,3.99174375,0.10039197,3.95679256
-5.69384692,10.10279193,0.03539720,1.36850409,3.70459426,1.34974828,3.68148309,3.96774198,0.10259546,3.92643710
-5.68784392,10.05450095,0.03536714,1.37268407,3.62528334,1.34040112,3.67232035,3.94669640,0.10487459,3.89530389
-5.68184092,10.00896072,0.03537589,1.37778204,3.54516656,1.33025898,3.66718029,3.92896718,0.10721465,3.86358414
-5.67583792,9.96645338,0.03542604,1.38378424,3.46465746,1.31930566,3.66609513,3.91479186,0.10959880,3.83143193
-5.66983492,9.92708398,0.03551945,1.39063648,3.38414016,1.30752389,3.66898846,3.90428347,0.11200841,3.79897005
-5.66383192,9.89079295,0.03565719,1.39824521,3.30397263,1.29490056,3.67567831,3.89743178,0.11442325,3.76629563
-5.65782891,9.85737069,0.03583939,1.40647956,3.22448920,1.28143126,3.68588252,3.89410740,0.11682175,3.73348518
-5.65182591,9.82647378,0.03606517,1.41517453,3.14600199,1.26712399,3.69922671,3.89406871,0.11918128,3.70059877
-5.64582291,9.79764223,0.03633254,1.42413504,3.06880120,1.25200173,3.71525460,3.89697144,0.12147835,3.66768316
-5.63981991,9.77031763,0.03663843,1.43314089,2.99315448,1.23610398,3.73344067,3.90238058,0.12368892,3.63477398
-5.63381691,9.74386199,0.03697862,1.44195250,2.91930535,1.21948710,3.75320493,3.90978452,0.12578865,3.60189711
-5.62781391,9.71757731,0.03734786,1.45031729,2.84747122,1.20222361,3.77392973,3.91861108,0.12775316,3.56906938
-5.62181091,9.69072595,0.03773987,1.45797657,2.77784120,1.18440059,3.79497799,3.92824507,0.12955844,3.53629914
-5.61580790,9.66255182,0.03814750,1.46467278,2.71057415,1.16611740,3.81571266,3.93804706,0.13118114,3.50358683
-5.60980490,9.63230242,0.03856291,1.47015676,2.64579738,1.14748279,3.83551666,3.94737281,0.13259905,3.47092592
-5.60380190,9.59925132,0.03897767,1.47419507,2.58360626,1.12861189,3.85381279,3.95559282,0.13379152,3.43830457
-5.59779890,9.56272101,0.03938306,1.47657682,2.52406498,1.10962299,3.87008266,3.96211147,0.13473996,3.40570801
-5.59179590,9.52210522,0.03977025,1.47711996,2.46720865,1.09063453,3.88388413,3.96638496,0.13542837,3.37312181
-5.58579290,9.47689027,0.04013055,1.47567677,2.41304661,1.07176232,3.89486612,3.96793760,0.13584382,3.34053594
-5.57978989,9.42667427,0.04045570,1.47213816,2.36156702,1.05311720,3.90278043,3.96637558,0.13597698,3.30794929
-5.57378689,9.37118349,0.04073802,1.46643679,2.31274229,1.03480303,3.90748954,3.96139784,0.13582253,3.27537460
-5.56778389,9.31028470,0.04097074,1.45854872,2.26653526,1.01691517,3.90897013,3.95280340,0.13537950,3.24284312
-5.56178089,9.24399280,0.04114812,1.44849359,2.22290546,0.99953938,3.90731192,3.94049503,0.13465155,3.21040881
-5.55577789,9.17247301,0.04126566,1.43633326,2.18181537,0.98275107,3.90271168,3.92447882,0.13364710,3.17815157
-5.54977489,9.09603714,0.04132019,1.42216897,2.14323596,0.96661474,3.89546261,3.90485992,0.13237924,3.14617907
-5.54377189,9.01513392,0.04131000,1.40613722,2.10715129,0.95118370,3.88593945,3.88183457,0.13086560,3.11462690
-5.53776888,8.93033352,0.04123483,1.38840447,2.07356178,0.93649988,3.87457999,3.85567874,0.12912795,3.08365689
-5.53176588,8.84230696,0.04109585,1.36916105,2.04248592,0.92259364,3.86186380,3.82673418,0.12719171,3.05345341
-5.52576288,8.75180118,0.04089562,1.34861446,2.01396029,0.90948366,3.84828910,3.79539239,0.12508530,3.02421777
-5.51975988,8.65961098,0.04063795,1.32698243,1.98803780,0.89717681,3.83434913,3.76207744,0.12283937,2.99616089
-5.51375688,8.56654929,0.04032777,1.30448615,1.96478429,0.88566800,3.82050888,3.72722849,0.12048591,2.96949466
-5.50775388,8.47341713,0.03997091,1.28134382,1.94427366,0.87494015,3.80718363,3.69128281,0.11805739,2.94442218
-5.50175088,8.38097480,0.03957392,1.25776496,1.92658176,0.86496420,3.79472013,3.65466018,0.11558583,2.92112777
-5.49574787,8.28991572,0.03914384,1.23394562,1.91177943,0.85569934,3.78338146,3.61774924,0.11310186,2.89976692
-5.48974487,8.20084416,0.03868797,1.21006459,1.89992505,0.84709348,3.77333626,3.58089650,0.11063396,2.88045705
-5.48374187,8.11425786,0.03821363,1.18628084,1.89105705,0.83908397,3.76465278,3.54439817,0.10820768,2.86326944
-5.47773887,8.03053615,0.03772800,1.16273211,1.88518682,0.83159874,3.75729792,3.50849519,0.10584507,2.84822294
-5.47173587,7.94993403,0.03723789,1.13953454,1.88229229,0.82455774,3.75114121,3.47337128,0.10356421,2.83527971
-5.46573287,7.87258209,0.03674961,1.11678339,1.88231274,0.81787473,3.74596339,3.43915400,0.10137891,2.82434339
-5.45972986,7.79849201,0.03626884,1.09455447,1.88514493,0.81145948,3.74146896,3.40591821,0.09929865,2.81525976
-5.45372686,7.72756694,0.03580058,1.07290625,1.89064094,0.80522007,3.73730191,3.37369183,0.09732856,2.80781990
-5.44772386,7.65961597,0.03534904,1.05188233,1.89860768,0.79906551,3.73306377,3.34246298,0.09546968,2.80176574
-5.44172086,7.59437156,0.03491765,1.03151406,1.90880834,0.79290832,3.72833282,3.31218817,0.09371928,2.79679774
-5.43571786,7.53150887,0.03450908,1.01182312,1.92096555,0.78666710,3.72268357,3.28280081,0.09207138,2.79258434
-5.42971486,7.47066579,0.03412526,0.99282393,1.93476629,0.78026886,3.71570536,3.25421959,0.09051724,2.78877268
-5.42371186,7.41146264,0.03376741,0.97452558,1.94986832,0.77365116,3.70701933,3.22635622,0.08904604,2.78500028
-5.41770885,7.35352057,0.03343612,0.95693342,1.96590800,0.76676371,3.69629284,3.19912207,0.08764555,2.78090691
-5.41170585,7.29647791,0.03313140,0.94005008,1.98250902,0.75956962,3.68325104,3.17243370,0.08630275,2.77614639
-5.40570285,7.24000396,0.03285272,0.92387603,1.99929212,0.75204605,3.66768495,3.14621689,0.08500454,2.77039777
-5.39969985,7.18380982,0.03259910,0.90840970,2.01588508,0.74418440,3.64945626,3.12040938,0.08373827,2.76337539
-5.39369685,7.12765634,0.03236912,0.89364730,2.03193298,0.73598986,3.62849872,3.09496231,0.08249236,2.75483767
-5.38769385,7.07135927,0.03216097,0.87958235,2.04710829,0.72748057,3.60481661,3.06984065,0.08125667,2.74459423
-5.38169085,7.01479190,0.03197247,0.86620529,2.06112038,0.71868638,3.57848071,3.04502282,0.08002291,2.73251123
-5.37568784,6.95788576,0.03180109,0.85350300,2.07372441,0.70964725,3.54962241,3.02049984,0.07878491,2.71851489
-5.36968484,6.90062986,0.03164399,0.84145870,2.08472904,0.70041147,3.51842657,2.99627439,0.07753875,2.70259317
-5.36368184,6.84306899,0.03149801,0.83005210,2.09400281,0.69103383,3.48512394,2.97235988,0.07628285,2.68479562
-5.35767884,6.78530169,0.03135975,0.81926002,2.10147904,0.68157373,3.44998364,2.94878000,0.07501793,2.66523158
-5.35167584,6.72747823,0.03122554,0.80905750,2.10715884,0.67209356,3.41330640,2.92556877,0.07374695,2.64406687
-5.34567284,6.66979894,0.03109157,0.79941932,2.11111222,0.66265709,3.37541881,2.90277120,0.07247489,2.62151917
-5.33966983,6.61251295,0.03095392,0.79032210,2.11347700,0.65332833,3.33666901,2.88044451,0.07120854,2.59785211
-5.33366683,6.55591733,0.03080865,0.78174658,2.11445563,0.64417051,3.29742371,2.85865996,0.06995624,2.57336851
-5.32766383,6.50035650,0.03065194,0.77368026,2.11430974,0.63524545,3.25806661,2.83750494,0.06872756,2.54840273
-5.32166083,6.44622140,0.03048019,0.76612002,2.11335249,0.62661316,3.21899783,2.81708508,0.06753300,2.52331237
-5.31565783,6.39394817,0.03029014,0.75907461,2.11193897,0.61833164,3.18063401,2.79752622,0.06638364,2.49846954
-5.30965483,6.34401568,0.03007901,0.75256689,2.11045468,0.61045690,3.14340856,2.77897585,0.06529082,2.47425178
-5.30365183,6.29694153,0.02984462,0.74663544,2.10930265,0.60304292,3.10777160,2.76160360,0.06426581,2.45103284
-5.29764882,6.25327607,0.02958549,0.74133565,2.10888934,0.59614173,3.07418892,2.74560072,0.06331954,2.42917356
-5.29164582,6.21359408,0.02930096,0.73673980,2.10960996,0.58980330,3.04313969,2.73117822,0.06246228,2.40901286
-5.28564282,6.17848394,0.02899121,0.73293640,2.11183376,0.58407529,3.01511234,2.71856344,0.06170338,2.39085936
-5.27963982,6.14853440,0.02865731,0.73002841,2.11588977,0.57900263,2.99059851,2.70799521,0.06105107,2.37498352
-5.27363682,6.12431897,0.02830119,0.72813067,2.12205361,0.57462678,2.97008487,2.69971747,0.06051222,2.36161078
-5.26763382,6.10637854,0.02792560,0.72736629,2.13053604,0.57098480,2.95404313,2.69397161,0.06009219,2.35091574
-5.26163082,6.09520263,0.02753402,0.72786235,2.14147360,0.56810819,2.94291811,2.69098766,0.05979463,2.34301770
-5.25562781,6.09121009,0.02713054,0.72974502,2.15492194,0.56602150,2.93711471,2.69097482,0.05962142,2.33797764
-5.24962481,6.09473008,0.02671967,0.73313425,2.17085205,0.56474089,2.93698398,2.69411152,0.05957253,2.33579682
-5.24362181,6.10598411,0.02630622,0.73813837,2.18914961,0.56427261,2.94280907,2.70053565,0.05964596,2.33641697
-5.23761881,6.12507008,0.02589507,0.74484873,2.20961751,0.56461153,2.95479173,2.71033520,0.05983771,2.33972214
-5.23161581,6.15194924,0.02549099,0.75333478,2.23198142,0.56573993,2.97303999,2.72353997,0.06014175,2.34554208
-5.22561281,6.18643648,0.02509843,0.76363974,2.25589811,0.56762639,2.99755766,2.74011461,0.06055004,2.35365697
-5.21960980,6.22819495,0.02472139,0.77577703,2.28096614,0.57022521,3.02823631,2.75995345,0.06105255,2.36380336
-5.21360680,6.27673501,0.02436323,0.78972780,2.30673842,0.57347614,3.06485012,2.78287745,0.06163737,2.37568098
-5.20760380,6.33141807,0.02402658,0.80543958,2.33273605,0.57730466,3.10705397,2.80863342,0.06229077,2.38896024
-5.20160080,6.39146521,0.02371324,0.82282608,2.35846279,0.58162278,3.15438509,2.83689578,0.06299732,2.40329000
-5.19559780,6.45597045,0.02342416,0.84176834,2.38341959,0.58633039,3.20626820,2.86727085,0.06374012,2.41830541
-5.18959480,6.52391847,0.02315941,0.86211710,2.40711862,0.59131721,3.26202427,2.89930365,0.06450095,2.43363557
-5.18359180,6.59420626,0.02291828,0.88369629,2.42909614,0.59646519,3.32088260,2.93248709,0.06526054,2.44891081
-5.17758879,6.66566818,0.02269929,0.90630764,2.44892410,0.60165137,3.38199602,2.96627332,0.06599886,2.46376941
-5.17158579,6.73710376,0.02250034,0.92973610,2.46621989,0.60675120,3.44445885,3.00008704,0.06669545,2.47786369
-5.16558279,6.80730740,0.02231884,0.95375603,2.48065424,0.61164199,3.50732705,3.03334022,0.06732976,2.49086551
-5.15957979,6.87509930,0.02215184,0.97813781,2.49195726,0.61620666,3.56964020,3.06544794,0.06788159,2.50247111
-5.15357679,6.93935656,0.02199622,1.00265463,2.49992251,0.62033741,3.63044460,3.09584477,0.06833148,2.51240537
-5.14757379,6.99904365,0.02184886,1.02708935,2.50440947,0.62393931,3.68881685,3.12400122,0.06866120,2.52042561
-5.14157079,7.05324121,0.02170675,1.05124093,2.50534441,0.62693362,3.74388737,3.14943962,0.06885414,2.52632495
-5.13556778,7.10117228,0.02156720,1.07493034,2.50272001,0.62926065,3.79486304,3.17174885,0.06889576,2.52993532
-5.12956478,7.14222501,0.02142790,1.09800563,2.49659389,0.63088220,3.84104822,3.19059746,0.06877404,2.53113009
-5.12356178,7.17597097,0.02128707,1.12034595,2.48708632,0.63178319,3.88186368,3.20574453,0.06847980,2.52982638
-5.11755878,7.20217823,0.02114351,1.14186425,2.47437712,0.63197269,3.91686247,3.21704788,0.06800701,2.52598689
-5.11155578,7.22081872,0.02099666,1.16250862,2.45870200,0.63148401,3.94574239,3.22446927,0.06735308,2.51962130
-5.10555278,7.23206926,0.02084661,1.18226208,2.44034834,0.63037407,3.96835436,3.22807629,0.06651892,2.51078703
-5.09954977,7.23630610,0.02069408,1.20114082,2.41965029,0.62872187,3.98470644,3.22804083,0.06550909,2.49958921
-5.09354677,7.23409310,0.02054040,1.21919094,2.39698333,0.62662619,3.99496313,3.22463422,0.06433169,2.48617986
-5.08754377,7.22616383,0.02038743,1.23648376,2.37275815,0.62420266,3.99943996,3.21821922,0.06299822,2.47075616
-5.08154077,7.21339830,0.02023751,1.25310997,2.34741378,0.62158019,3.99859349,3.20923919,0.06152340,2.45355772
-5.07553777,7.19679535,0.02009334,1.26917282,2.32141006,0.61889709,3.99300696,3.19820492,0.05992479,2.43486296
-5.06953477,7.17744183,0.01995791,1.28478080,2.29521941,0.61629685,3.98337232,3.18567992,0.05822241,2.41498470
-5.06353177,7.15648012,0.01983434,1.30004003,2.26931807,0.61392402,3.97046902,3.17226467,0.05643833,2.39426504
-5.05752876,7.13507560,0.01972586,1.31504701,2.24417698,0.61192011,3.95514071,3.15858080,0.05459617,2.37306980
-5.05152576,7.11438554,0.01963562,1.32988192,2.22025246,0.61041993,3.93827062,3.14525580,0.05272058,2.35178287
-5.04552276,7.09553105,0.01956665,1.34460307,2.19797718,0.60954838,3.92075664,3.13290911,0.05083683,2.33080054
-5.03951976,7.07957345,0.01952175,1.35924273,2.17775154,0.60941784,3.90348708,3.12214017,0.04897029,2.31052623
-5.03351676,7.06749595,0.01950341,1.37380468,2.15993590,0.61012629,3.88731799,3.11351883,0.04714606,2.29136586
-5.02751376,7.06019149,0.01951374,1.38826360,2.14484408,0.61175617,3.87305289,3.10757847,0.04538858,2.27372388
-5.02151076,7.05845691,0.01955442,1.40256643,2.13273821,0.61437392,3.86142542,3.10481191,0.04372137,2.25800025
-5.01550775,7.06299312,0.01962666,1.41663555,2.12382533,0.61803023,3.85308539,3.10566989,0.04216675,2.24458814
-5.00950475,7.07441070,0.01973110,1.43037362,2.11825573,0.62276084,3.84858841,3.11056189,0.04074572,2.23387252
-5.00350175,7.09323988,0.01986784,1.44366979,2.11612323,0.62858773,3.84838906,3.11985868,0.03947782,2.22622914
-4.99749875,7.11994326,0.02003638,1.45640685,2.11746705,0.63552063,3.85283746,3.13389601,0.03838104,2.22202390
-4.99149575,7.15492986,0.02023561,1.46846877,2.12227540,0.64355862,3.86217886,3.15297865,0.03747180,2.22161210
-4.98549275,7.19856864,0.02046376,1.47974835,2.13049031,0.65269165,3.87655570,3.17738407,0.03676496,2.22533730
-4.97948974,7.25119980,0.02071844,1.49015412,2.14201340,0.66290190,3.89601180,3.20736498,0.03627371,2.23352945
-4.97348674,7.31314235,0.02099661,1.49961639,2.15671229,0.67416476,3.92049797,3.24315010,0.03600964,2.24650187
-4.96748374,7.38469678,0.02129459,1.50809180,2.17442709,0.68644942,3.94987857,3.28494277,0.03598261,2.26454702
-4.96148074,7.46614187,0.02160812,1.51556610,2.19497680,0.69971907,3.98393871,3.33291694,0.03620071,2.28793072
-4.95547774,7.55772543,0.02193235,1.52205518,2.21816499,0.71393053,4.02239164,3.38721059,0.03667011,2.31688496
-4.94947474,7.65964896,0.02226194,1.52760399,2.24378467,0.72903356,4.06488613,3.44791674,0.03739495,2.35159922
-4.94347174,7.77204704,0.02259111,1.53228373,2.27162200,0.74496980,4.11101386,3.51507232,0.03837707,2.39221074
-4.93746873,7.89496226,0.02291378,1.53618738,2.30145882,0.76167150,4.16031666,3.58864556,0.03961589,2.43879386
-4.93146573,8.02831746,0.02322364,1.53942384,2.33307373,0.77906013,4.21229376,3.66852266,0.04110811,2.49134897
-4.92546273,8.17188685,0.02351434,1.54211125,2.36624208,0.79704507,4.26640924,3.75449451,0.04284752,2.54979174
-4.91945973,8.32526794,0.02377964,1.54436975,2.40073473,0.81552249,4.32209959,3.84624451,0.04482476,2.61394294
-4.91345673,8.48785643,0.02401353,1.54631431,2.43631602,0.83437451,4.37878174,3.94333839,0.04702718,2.68351971
-4.90745373,8.65882579,0.02421047,1.54804792,2.47274107,0.85346887,4.43586144,4.04521686,0.04943865,2.75812881
-4.90145073,8.83711348,0.02436553,1.54965575,2.50975293,0.87265916,4.49274211,4.15119207,0.05203954,2.83726236
-4.89544772,9.02141508,0.02447458,1.55120038,2.54707972,0.89178556,4.54883396,4.26044829,0.05480669,2.92029672
-4.88944472,9.21018766,0.02453440,1.55271859,2.58443249,0.91067643,4.60356336,4.37204744,0.05771354,3.00649481
-4.88344172,9.40166288,0.02454288,1.55421964,2.62150373,0.92915042,4.65638214,4.48493970,0.06073029,3.09501222
-4.87743872,9.59387017,0.02449902,1.55568530,2.65796729,0.94701932,4.70677657,4.59797904,0.06382422,3.18490725
-4.87143572,9.78466965,0.02440309,1.55707139,2.69347963,0.96409152,4.75427578,4.70994355,0.06696010,3.27515493
-4.86543272,9.97179404,0.02425661,1.55831075,2.72768280,0.98017601,4.79845924,4.81956006,0.07010065,3.36466477
-4.85942971,10.15289839,0.02406229,1.55931747,2.76020910,0.99508677,4.83896306,4.92553218,0.07320719,3.45230201
-4.85342671,10.32561595,0.02382404,1.55999200,2.79068749,1.00864756,4.87548475,5.02657093,0.07624025,3.53691178
-4.84742371,10.48761816,0.02354682,1.56022681,2.81875145,1.02069675,4.90778646,5.12142681,0.07916033,3.61734557
-4.84142071,10.63667657,0.02323649,1.55991232,2.84404814,1.03109227,4.93569621,5.20892200,0.08192871,3.69248912
-4.83541771,10.77072411,0.02289967,1.55894267,2.86624831,1.03971621,4.95910736,5.28798149,0.08450817,3.76129091
-4.82941471,10.88791332,0.02254347,1.55722104,2.88505656,1.04647921,4.97797608,5.35766170,0.08686388,3.82279009
-4.82341171,10.98666889,0.02217536,1.55466417,2.90022136,1.05132408,4.99231699,5.41717540,0.08896408,3.87614291
-4.81740870,11.06573219,0.02180283,1.55120595,2.91154406,1.05422880,5.00219703,5.46591181,0.09078084,3.92064645
-4.81140570,11.12419587,0.02143322,1.54679979,2.91888648,1.05520843,5.00772778,5.50345085,0.09229064,3.95575868
-4.80540270,11.16152667,0.02107350,1.54141971,2.92217634,1.05431603,5.00905650,5.52957103,0.09347493,3.98111402
-4.79939970,11.17757540,0.02073000,1.53506017,2.92141006,1.05164224,5.00635609,5.54425031,0.09432045,3.99653337
-4.79339670,11.17257347,0.02040826,1.52773466,2.91665267,1.04731365,4.99981442,5.54766020,0.09481953,4.00202839
-4.78739370,11.14711611,0.02011286,1.51947318,2.90803451,1.04148976,4.98962342,5.54015311,0.09497015,3.99779948
-4.78139070,11.10213291,0.01984725,1.51031878,2.89574481,1.03435875,4.97596830,5.52224376,0.09477586,3.98422747
-4.77538769,11.03884717,0.01961373,1.50032354,2.88002241,1.02613200,4.95901745,5.49458554,0.09424554,3.96185940
-4.76938469,10.95872599,0.01941332,1.48954410,2.86114391,1.01703768,4.93891338,5.45794300,0.09339305,3.93138886
-4.76338169,10.86342351,0.01924579,1.47803719,2.83940998,1.00731356,4.91576538,5.41316195,0.09223668,3.89363164
-4.75737869,10.75472025,0.01910968,1.46585544,2.81513062,0.99719932,4.88964402,5.36113867,0.09079856,3.84949793
-4.75137569,10.63446139,0.01900234,1.45304374,2.78861009,0.98692882,4.86057826,5.30278985,0.08910392,3.79996216
-4.74537269,10.50449719,0.01892005,1.43963643,2.76013261,0.97672247,4.82855509,5.23902455,0.08718037,3.74603192
-4.73936968,10.36662830,0.01885815,1.42565551,2.72994966,0.96678027,4.79352212,5.17071982,0.08505708,3.68871722
-4.73336668,10.22255840,0.01881122,1.41111003,2.69826962,0.95727571,4.75539308,5.09870074,0.08276404,3.62900160
-4.72736368,10.07385644,0.01877320,1.39599670,2.66525065,0.94835092,4.71405604,5.02372582,0.08033127,3.56781615
-4.72136068,9.92192951,0.01873767,1.38030168,2.63099701,0.94011324,4.66938421,4.94647805,0.07778823,3.50601755
-4.71535768,9.76800732,0.01869800,1.36400347,2.59555931,0.93263346,4.62124866,4.86756170,0.07516316,3.44437089
-4.70935468,9.61313813,0.01864760,1.34707666,2.55893857,0.92594565,4.56953255,4.78750449,0.07248265,3.38353778
-4.70335168,9.45819532,0.01858010,1.32949635,2.52109383,0.92004881,4.51414601,4.70676437,0.06977123,3.32406988
-4.69734867,9.30389342,0.01848957,1.31124294,2.48195288,0.91490996,4.45504091,4.62574007,0.06705112,3.26640776
-4.69134567,9.15081151,0.01837072,1.29230689,2.44142528,0.91046866,4.39222465,4.54478426,0.06434213,3.21088478
-4.68534267,8.99942188,0.01821901,1.27269329,2.39941699,0.90664259,4.32577223,4.46421797,0.06166155,3.15773509
-4.67933967,8.85012141,0.01803082,1.25242576,2.35584551,0.90333389,4.25583571,4.38434515,0.05902423,3.10710515
-4.67333667,8.70326328,0.01780353,1.23154951,2.31065462,0.90043582,4.18265053,4.30546609,0.05644271,3.05906760
-4.66733367,8.55918661,0.01753562,1.21013341,2.26382776,0.89783944,4.10653827,4.22788872,0.05392736,3.01363656
-4.66133067,8.41824204,0.01722665,1.18827078,2.21539922,0.89543983,4.02790546,4.15193701,0.05148665,2.97078317
-4.65532766,8.28081160,0.01687727,1.16607903,2.16546248,0.89314158,3.94723854,4.07795593,0.04912734,2.93045051
-4.64932466,8.14732174,0.01648919,1.14369792,2.11417517,0.89086316,3.86509501,4.00631266,0.04685474,2.89256699
-4.64332166,8.01824904,0.01606511,1.12128687,2.06176038,0.88854011,3.78209136,3.93739413,0.04467297,2.85705753
