energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Se_s_up,Se_p_up,W_p_up,W_d_up
-6.00000000,5.90632535,0.05938649,0.92392525,0.75937326,0.32231177,0.09213364,2.34171650,2.91936835,1.56844965
-5.99399700,5.72216642,0.05752907,0.89080159,0.74535452,0.31543717,0.08775222,2.28188933,2.85388771,1.50491382
-5.98799400,5.53792335,0.05583656,0.85884058,0.73007208,0.30812945,0.08344470,2.22042718,2.78960024,1.44260495
-5.98199100,5.35581522,0.05433775,0.82842655,0.71374428,0.30048336,0.07926694,2.15808954,2.72735112,1.38221060
-5.97598799,5.17792204,0.05305722,0.79988722,0.69659818,0.29259597,0.07527391,2.09563097,2.66788410,1.32434487
-5.96998499,5.00615813,0.05201512,0.77349091,0.67886273,0.28456556,0.07151854,2.03378863,2.61183294,1.26954552
-5.96398199,4.84225245,0.05122698,0.74944562,0.66076252,0.27649055,0.06805069,1.97327119,2.55971665,1.21827344
-5.95797899,4.68773558,0.05070365,0.72790016,0.64251247,0.26846845,0.06491626,1.91474942,2.51193858,1.17091401
-5.95197599,4.54393279,0.05045123,0.70894686,0.62431361,0.26059495,0.06215634,1.85884832,2.46878910,1.12777981
-5.94597299,4.41196251,0.05047104,0.69262566,0.60635018,0.25296296,0.05980649,1.80614084,2.43045153,1.08911417
-5.93996998,4.29273925,0.05075963,0.67892929,0.58878816,0.24566174,0.05789623,1.75714322,2.39701086,1.05509511
-5.93396698,4.18698013,0.05130885,0.66780915,0.57177512,0.23877606,0.05644853,1.71231160,2.36846481,1.02583917
-5.92796398,4.09521393,0.05210591,0.65918163,0.55544140,0.23238545,0.05547959,1.67204004,2.34473664,1.00140499
-5.92196098,4.01779189,0.05313349,0.65293443,0.53990225,0.22656347,0.05499858,1.63665944,2.32568891,0.98179629
-5.91595798,3.95489916,0.05436994,0.64893270,0.52526092,0.22137705,0.05500765,1.60643740,2.31113767,0.96696421
-5.90995498,3.90656648,0.05578951,0.64702471,0.51161213,0.21688596,0.05550193,1.58157875,2.30086634,0.95680909
-5.90395198,3.87268105,0.05736265,0.64704686,0.49904574,0.21314239,0.05646975,1.56222650,2.29463849,0.95118173
-5.89794897,3.85299660,0.05905642,0.64882782,0.48765021,0.21019053,0.05789283,1.54846306,2.29220908,0.94988429
-5.89194597,3.84714198,0.06083497,0.65219185,0.47751555,0.20806642,0.05974668,1.54031171,2.29333346,0.95267120
-5.88594297,3.85462849,0.06266012,0.65696114,0.46873544,0.20679774,0.06200102,1.53773802,2.29777384,0.95925025
-5.87993997,3.87485575,0.06449202,0.66295741,0.46140833,0.20640380,0.06462025,1.54065136,2.30530282,0.96928412
-5.87393697,3.90711664,0.06628990,0.67000260,0.45563744,0.20689558,0.06756411,1.54890633,2.31570408,0.98239270
