energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Sc_p_up,Sc_p_down,Sc_d_up,Sc_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93396698,3.19971737,-3.19970953,0.05226765,-0.05226768,0.30107267,-0.30106606,1.48172027,-1.48172895,0.68858911,-0.68857477,0.86408193,-0.86408658,0.20767784,-0.20767822,0.03644118,-0.03644126,1.66380865,-1.66381561
-5.92796398,3.15524279,-3.15523549,0.05219245,-0.05219257,0.30754021,-0.30753313,1.43314057,-1.43314999,0.69901602,-0.69900078,0.83981595,-0.83982133,0.20404492,-0.20404549,0.03605545,-0.03605559,1.62339783,-1.62340591
-5.92196098,3.10479293,-3.10478623,0.05177955,-0.05177977,0.31432905,-0.31432164,1.38101036,-1.38102033,0.71017366,-0.71015775,0.81287938,-0.81288536,0.19966311,-0.19966386,0.03548537,-0.03548556,1.57834880,-1.57835783
-5.91595798,3.04930519,-3.04929918,0.05103652,-0.05103684,0.32132856,-0.32132094,1.32629689,-1.32630723,0.72186610,-0.72184977,0.78378542,-0.78379190,0.19463481,-0.19463571,0.03473976,-0.03473999,1.52949569,-1.52950552
-5.90995498,2.98968465,-2.98967947,0.04997734,-0.04997774,0.32839944,-0.32839178,1.26995205,-1.26996260,0.73384186,-0.73382540,0.75306556,-0.75307240,0.18906875,-0.18906978,0.03383048,-0.03383076,1.47769685,-1.47770732
-5.90395198,2.92677692,-2.92677276,0.04862190,-0.04862238,0.33537703,-0.33536950,1.21288650,-1.21289711,0.74579947,-0.74578320,0.72125458,-0.72126166,0.18307670,-0.18307783,0.03277217,-0.03277249,1.42381065,-1.42382160
-5.89794897,2.86134607,-2.86134313,0.04699545,-0.04699601,0.34207584,-0.34206861,1.15594694,-1.15595749,0.75739542,-0.75737967,0.68887627,-0.68888347,0.17677015,-0.17677136,0.03158177,-0.03158213,1.36867257,-1.36868385
-5.89194597,2.79405835,-2.79405688,0.04512780,-0.04512842,0.34829547,-0.34828872,1.09989714,-1.09990754,0.76825451,-0.76823962,0.65642999,-0.65643719,0.17025731,-0.17025859,0.03027812,-0.03027850,1.31307437,-1.31308584
-5.88594297,2.72547227,-2.72547253,0.04305239,-0.04305307,0.35382748,-0.35382140,1.04540338,-1.04541355,0.77798217,-0.77796849,0.62437870,-0.62438580,0.16364038,-0.16364170,0.02888138,-0.02888179,1.25774593,-1.25775748
-5.87993997,2.65603510,-2.65603735,0.04080534,-0.04080606,0.35846314,-0.35845790,0.99302437,-0.99303426,0.78617838,-0.78616623,0.59313877,-0.59314567,0.15701321,-0.15701456,0.02741253,-0.02741296,1.20334029,-1.20335181
-5.87393697,2.58608555,-2.58609006,0.03842434,-0.03842509,0.36200157,-0.36199734,0.94320589,-0.94321546,0.79245249,-0.79244218,0.56307173,-0.56307834,0.15045943,-0.15046079,0.02589279,-0.02589324,1.15042224,-1.15043364
-5.86793397,2.51586206,-2.51586905,0.03594766,-0.03594843,0.36425802,-0.36425493,0.89627972,-0.89628897,0.79643846,-0.79643027,0.53447821,-0.53448449,0.14405105,-0.14405240,0.02434310,-0.02434355,1.09946057,-1.09947180
-5.86193097,2.44551567,-2.44552536,0.03341309,-0.03341387,0.36507186,-0.36507002,0.85246665,-0.85247559,0.79780974,-0.79780387,0.50759416,-0.50760005,0.13784759,-0.13784892,0.02278359,-0.02278404,1.05082406,-1.05083506
-5.85592796,2.37512657,-2.37513911,0.03085702,-0.03085781,0.36431389,-0.36431339,0.81188301,-0.81189165,0.79629310,-0.79628974,0.48258916,-0.48259462,0.13189568,-0.13189699,0.02123312,-0.02123357,1.00478093,-1.00479167
-5.84992496,2.30472297,-2.30473847,0.02831360,-0.02831437,0.36189268,-0.36189356,0.77455001,-0.77455839,0.79168088,-0.79168015,0.45956698,-0.45957200,0.12622913,-0.12623041,0.01970893,-0.01970937,0.96150163,-0.96151210
-5.84392196,2.23430114,-2.23431963,0.02581400,-0.02581476,0.35775955,-0.35776183,0.74040533,-0.74041347,0.78384097,-0.78384291,0.43856806,-0.43857264,0.12086942,-0.12087066,0.01822629,-0.01822672,0.92106449,-0.92107467
-5.83791896,2.16384531,-2.16386676,0.02338591,-0.02338663,0.35191203,-0.35191569,0.70931616,-0.70932412,0.77272412,-0.77272871,0.41957374,-0.41957789,0.11582655,-0.11582776,0.01679828,-0.01679869,0.88346379,-0.88347370
-5.83191596,2.09334646,-2.09337075,0.02105307,-0.02105376,0.34439562,-0.34440060,0.68109319,-0.68110099,0.75836822,-0.75837537,0.40251200,-0.40251575,0.11110019,-0.11110136,0.01543567,-0.01543606,0.84861987,-0.84862951
-5.82591296,2.02281898,-2.02284591,0.01883508,-0.01883574,0.33530373,-0.33530993,0.65550464,-0.65551231,0.74089946,-0.74090903,0.38726444,-0.38726782,0.10668107,-0.10668220,0.01414683,-0.01414720,0.81639061,-0.81640001
-5.81990995,1.95231453,-1.95234384,0.01674732,-0.01674794,0.32477585,-0.32478315,0.63229021,-0.63229778,0.72053027,-0.72054204,0.37367416,-0.37367721,0.10255246,-0.10255356,0.01293780,-0.01293814,0.78658389,-0.78659306
-5.81390695,1.88193267,-1.88196402,0.01480096,-0.01480153,0.31299414,-0.31300237,0.61117412,-0.61118160,0.69755418,-0.69756788,0.36155425,-0.36155702,0.09869190,-0.09869296,0.01181235,-0.01181267,0.75897051,-0.75897948
-5.80790395,1.81182790,-1.81186089,0.01300319,-0.01300371,0.30017837,-0.30018736,0.59187715,-0.59188453,0.67233793,-0.67235324,0.35069663,-0.35069917,0.09507274,-0.09507377,0.01077217,-0.01077247,0.73329714,-0.73330592
-5.80190095,1.74221313,-1.74224731,0.01135749,-0.01135797,0.28657978,-0.28658933,0.57412729,-0.57413457,0.64531114,-0.64532771,0.34088088,-0.34088324,0.09166583,-0.09166684,0.00981708,-0.00981736,0.70929880,-0.70930739
-5.79589795,1.67335969,-1.67339456,0.00986404,-0.00986447,0.27247383,-0.27248372,0.55766892,-0.55767608,0.61695410,-0.61697154,0.33188279,-0.33188503,0.08844105,-0.08844203,0.00894529,-0.00894555,0.68671062,-0.68671904
-5.78989495,1.60559418,-1.60562921,0.00852012,-0.00852050,0.25815232,-0.25816233,0.54227036,-0.54227736,0.58778408,-0.58780200,0.32348247,-0.32348465,0.08536869,-0.08536965,0.00815366,-0.00815389,0.66527856,-0.66528681
-5.78389195,1.53929246,-1.53932709,0.00732056,-0.00732091,0.24391519,-0.24392509,0.52772970,-0.52773650,0.55834085,-0.55835884,0.31547170,-0.31547385,0.08242074,-0.08242168,0.00743798,-0.00743819,0.64476877,-0.64477683
-5.77788894,1.47487126,-1.47490496,0.00625832,-0.00625862,0.23006220,-0.23007177,0.51387912,-0.51388567,0.52917184,-0.52918949,0.30766031,-0.30766247,0.07957193,-0.07957285,0.00679331,-0.00679349,0.62497537,-0.62498323
-5.77188594,1.41277786,-1.41281007,0.00532483,-0.00532509,0.21688485,-0.21689388,0.50058746,-0.50059369,0.50081745,-0.50083436,0.29988164,-0.29988385,0.07680062,-0.07680151,0.00621418,-0.00621435,0.60572670,-0.60573432
-5.76588294,1.35347823,-1.35350845,0.00451057,-0.00451080,0.20465874,-0.20466704,0.48776129,-0.48776715,0.47379697,-0.47381279,0.29199671,-0.29199898,0.07408938,-0.07409025,0.00569493,-0.00569508,0.58688965,-0.58689701
-5.75987994,1.29744413,-1.29747188,0.00380540,-0.00380559,0.19363660,-0.19364399,0.47534457,-0.47534998,0.44859558,-0.44860997,0.28389720,-0.28389955,0.07142549,-0.07142633,0.00522985,-0.00522998,0.56837231,-0.56837936
-5.75387694,1.24513948,-1.24516433,0.00319895,-0.00319912,0.18404207,-0.18404839,0.46331688,-0.46332177,0.42565244,-0.42566510,0.27550723,-0.27550967,0.06880108,-0.06880188,0.00481342,-0.00481354,0.55012478,-0.55013148
-5.74787394,1.19700643,-1.19702801,0.00268098,-0.00268112,0.17606441,-0.17606955,0.45169046,-0.45169477,0.40535047,-0.40536116,0.26678384,-0.26678636,0.06621314,-0.06621391,0.00444047,-0.00444058,0.53213828,-0.53214458
-5.74187094,1.15345147,-1.15346946,0.00224160,-0.00224172,0.16985416,-0.16985802,0.44050616,-0.44050982,0.38800766,-0.38801619,0.25771634,-0.25771894,0.06366333,-0.06366406,0.00410630,-0.00410639,0.51444266,-0.51444851
-5.73586793,1.11483192,-1.11484611,0.00187148,-0.00187158,0.16551983,-0.16552234,0.42982847,-0.42983143,0.37387017,-0.37387640,0.24832462,-0.24832729,0.06115759,-0.06115828,0.00380675,-0.00380683,0.49710256,-0.49710792
-5.72986493,1.08144322,-1.08145344,0.00156206,-0.00156214,0.16312549,-0.16312664,0.41973985,-0.41974206,0.36310725,-0.36311108,0.23865649,-0.23865919,0.05870565,-0.05870629,0.00353828,-0.00353836,0.48021235,-0.48021716
-5.72386193,1.05350729,-1.05351348,0.00130561,-0.00130568,0.16268956,-0.16268933,0.41033453,-0.41033596,0.35580794,-0.35580936,0.22878427,-0.22878698,0.05632039,-0.05632097,0.00329801,-0.00329808,0.46389016,-0.46389438
-5.71785893,1.03116253,-1.03116472,0.00109538,-0.00109544,0.16418439,-0.16418283,0.40171211,-0.40171274,0.35197968,-0.35197872,0.21880082,-0.21880351,0.05401714,-0.05401766,0.00308370,-0.00308376,0.44827138,-0.44827498
-5.71185593,1.01445581,-1.01445410,0.00092559,-0.00092563,0.16753697,-0.16753414,0.39397116,-0.39397099,0.35154871,-0.35154547,0.20881517,-0.20881782,0.05181295,-0.05181341,0.00289375,-0.00289380,0.43350183,-0.43350478
-5.70585293,1.00333690,-1.00333148,0.00079149,-0.00079151,0.17263056,-0.17262656,0.38720308,-0.38720213,0.35436232,-0.35435694,0.19894798,-0.19895055,0.04972588,-0.04972627,0.00272720,-0.00272724,0.41973106,-0.41973336
-5.69984992,0.99765578,-0.99764693,0.00068936,-0.00068938,0.17930730,-0.17930225,0.38148661,-0.38148491,0.36019294,-0.36018561,0.18932697,-0.18932941,0.04777429,-0.04777461,0.00258370,-0.00258373,0.40710602,-0.40710767
-5.69384692,0.99716330,-0.99715137,0.00061654,-0.00061654,0.18737177,-0.18736583,0.37688304,-0.37688064,0.36874400,-0.36873497,0.18008256,-0.18008486,0.04597623,-0.04597649,0.00246346,-0.00246348,0.39576550,-0.39576650
-5.68784392,1.00151535,-1.00150077,0.00057139,-0.00057139,0.19659549,-0.19658883,0.37343258,-0.37342957,0.37965757,-0.37964713,0.17134393,-0.17134605,0.04434899,-0.04434917,0.00236725,-0.00236727,0.38583548,-0.38583585
-5.68184092,1.01028094,-1.01026417,0.00055332,-0.00055331,0.20672232,-0.20671513,0.37115192,-0.37114836,0.39252371,-0.39251216,0.16323541,-0.16323733,0.04290867,-0.04290878,0.00229640,-0.00229641,0.37742577,-0.37742555
-5.67583792,1.02295399,-1.02293556,0.00056279,-0.00056277,0.21747468,-0.21746716,0.37003305,-0.37002906,0.40689130,-0.40687898,0.15587358,-0.15587527,0.04167002,-0.04167007,0.00225273,-0.00225273,0.37062792,-0.37062715
-5.66983492,1.03896894,-1.03894939,0.00060129,-0.00060126,0.22856052,-0.22855288,0.37004360,-0.37003928,0.42228032,-0.42226759,0.14936495,-0.14936640,0.04064640,-0.04064638,0.00223861,-0.00223860,0.36551463,-0.36551336
-5.66383192,1.05771967,-1.05769957,0.00067137,-0.00067132,0.23968093,-0.23967338,0.37112848,-0.37112396,0.43819526,-0.43818247,0.14380435,-0.14380554,0.03984985,-0.03984977,0.00225691,-0.00225689,0.36214045,-0.36213874
-5.65782891,1.07858130,-1.07856118,0.00077664,-0.00077657,0.25053813,-0.25053088,0.37321279,-0.37320819,0.45413931,-0.45412681,0.13927387,-0.13927479,0.03929140,-0.03929125,0.00231107,-0.00231103,0.36054389,-0.36054179
-5.65182591,1.10093398,-1.10091438,0.00092178,-0.00092170,0.26084378,-0.26083705,0.37620584,-0.37620130,0.46962900,-0.46961714,0.13584259,-0.13584322,0.03898140,-0.03898119,0.00240503,-0.00240498,0.36075056,-0.36074812
-5.64582291,1.12418799,-1.12416938,0.00111255,-0.00111244,0.27032727,-0.27032122,0.38000608,-0.38000169,0.48420890,-0.48419799,0.13356670,-0.13356703,0.03893009,-0.03892982,0.00254333,-0.00254326,0.36277730,-0.36277457
-5.63981991,1.14780884,-1.14779163,0.00135575,-0.00135561,0.27874367,-0.27873847,0.38450650,-0.38450239,0.49746573,-0.49745605,0.13249018,-0.13249020,0.03914808,-0.03914775,0.00273103,-0.00273094,0.36663677,-0.36663378
-5.63381691,1.17134139,-1.17132593,0.00165919,-0.00165902,0.28588119,-0.28587698,0.38960043,-0.38959668,0.50904155,-0.50903333,0.13264582,-0.13264552,0.03964695,-0.03964654,0.00297374,-0.00297362,0.37234240,-0.37233916
-5.62781391,1.19443180,-1.19441831,0.00203164,-0.00203144,0.29156783,-0.29156472,0.39518720,-0.39518390,0.51864539,-0.51863882,0.13405648,-0.13405584,0.04043975,-0.04043927,0.00327757,-0.00327743,0.37991312,-0.37990964
-5.62181091,1.21684603,-1.21683467,0.00248271,-0.00248247,0.29567685,-0.29567491,0.40117745,-0.40117463,0.52606292,-0.52605812,0.13673644,-0.13673546,0.04154152,-0.04154095,0.00364908,-0.00364891,0.38937774,-0.38937399
-5.61580790,1.23848412,-1.23847490,0.00302272,-0.00302243,0.29813092,-0.29813018,0.40749772,-0.40749543,0.53116368,-0.53116072,0.14069288,-0.14069153,0.04296957,-0.04296890,0.00409517,-0.00409496,0.40077839,-0.40077432
-5.60980490,1.25938904,-1.25938187,0.00366248,-0.00366214,0.29890472,-0.29890521,0.41409422,-0.41409244,0.53390552,-0.53390441,0.14592716,-0.14592542,0.04474368,-0.04474291,0.00462296,-0.00462272,0.41417295,-0.41416850
-5.60380190,1.27974970,-1.27974437,0.00441306,-0.00441266,0.29802592,-0.29802759,0.42093530,-0.42093401,0.53433606,-0.53433673,0.15243599,-0.15243383,0.04688607,-0.04688517,0.00523964,-0.00523935,0.42963609,-0.42963117
-5.59779890,1.29989755,-1.29989374,0.00528547,-0.00528501,0.29557430,-0.29557708,0.42801285,-0.42801200,0.53259100,-0.53259334,0.16021231,-0.16020970,0.04942112,-0.04942007,0.00595221,-0.00595187,0.44725872,-0.44725321
-5.59179590,1.32029677,-1.32029405,0.00629031,-0.00628979,0.29167920,-0.29168299,0.43534222,-0.43534173,0.52888931,-0.52889315,0.16924589,-0.16924279,0.05237484,-0.05237363,0.00676728,-0.00676690,0.46714585,-0.46713962
-5.58579290,1.34152797,-1.34152585,0.00743732,-0.00743673,0.28651533,-0.28652000,0.44296095,-0.44296070,0.52352541,-0.52353052,0.17952347,-0.17951985,0.05577414,-0.05577274,0.00769078,-0.00769035,0.48941271,-0.48940562
-5.57978989,1.36426619,-1.36426408,0.00873494,-0.00873427,0.28029698,-0.28030238,0.45092613,-0.45092602,0.51685872,-0.51686482,0.19102862,-0.19102445,0.05964577,-0.05964416,0.00872758,-0.00872710,0.51417927,-0.51417116
-5.57378689,1.38925355,-1.38925083,0.01018980,-0.01018906,0.27327108,-0.27327703,0.45931081,-0.45931069,0.50930077,-0.50930757,0.20374108,-0.20373632,0.06401505,-0.06401321,0.00988123,-0.00988069,0.54156322,-0.54155393
-5.56778389,1.41726782,-1.41726384,0.01180621,-0.01180540,0.26570909,-0.26571539,0.46819933,-0.46819907,0.50130064,-0.50130781,0.21763574,-0.21763035,0.06890441,-0.06890232,0.01115353,-0.01115293,0.57167164,-0.57166103
-5.56178089,1.44908789,-1.44908200,0.01358563,-0.01358474,0.25789831,-0.25790477,0.47768210,-0.47768153,0.49332901,-0.49333621,0.23268117,-0.23267514,0.07433176,-0.07432940,0.01254424,-0.01254358,0.60459174,-0.60457966
-5.55577789,1.48545754,-1.48544913,0.01552617,-0.01552520,0.25013277,-0.25013919,0.48784975,-0.48784875,0.48586165,-0.48586854,0.24883792,-0.24883121,0.08030874,-0.08030609,0.01405070,-0.01404998,0.64038077,-0.64036711
-5.54977489,1.52704888,-1.52703738,0.01762215,-0.01762112,0.24270413,-0.24271030,0.49878727,-0.49878568,0.47936287,-0.47936913,0.26605635,-0.26604896,0.08683896,-0.08683602,0.01566755,-0.01566678,0.67905580,-0.67904047
-5.54377189,1.57442699,-1.57441190,0.01986374,-0.01986264,0.23589281,-0.23589855,0.51056807,-0.51056577,0.47426958,-0.47427489,0.28427445,-0.28426638,0.09391625,-0.09391301,0.01738650,-0.01738569,0.72058356,-0.72056650
-5.53776888,1.62801709,-1.62799801,0.02223666,-0.02223551,0.22995988,-0.22996502,0.52324840,-0.52324528,0.47097656,-0.47098063,0.30341539,-0.30340664,0.10152305,-0.10151952,0.01919614,-0.01919528,0.76487096,-0.76485216
-5.53176588,1.68807573,-1.68805239,0.02472204,-0.02472085,0.22513978,-0.22514415,0.53686238,-0.53685837,0.46982342,-0.46982603,0.32338520,-0.32337581,0.10962900,-0.10962519,0.02108186,-0.02108097,0.81175665,-0.81173615
-5.52576288,1.75466722,-1.75463946,0.02729646,-0.02729523,0.22163411,-0.22163758,0.55141775,-0.55141278,0.47108384,-0.47108477,0.34407057,-0.34406058,0.11818983,-0.11818577,0.02302589,-0.02302498,0.86100425,-0.86098214
-5.51975988,1.82764626,-1.82761407,0.02993205,-0.02993081,0.21960688,-0.21960935,0.56689256,-0.56688660,0.47495717,-0.47495627,0.36533695,-0.36532642,0.12714662,-0.12714233,0.02500742,-0.02500649,0.91229751,-0.91227395
-5.51375688,1.90664786,-1.90661138,0.03259690,-0.03259567,0.21918104,-0.21918242,0.58323307,-0.58322612,0.48156298,-0.48156015,0.38702717,-0.38701619,0.13642549,-0.13642101,0.02700286,-0.02700192,0.96523800,-0.96521317
-5.50775388,1.99108494,-1.99104444,0.03525555,-0.03525433,0.22043659,-0.22043682,0.60035277,-0.60034485,0.49093836,-0.49093356,0.40896067,-0.40894933,0.14593782,-0.14593320,0.02898622,-0.02898530,1.01934545,-1.01931961
-5.50175088,2.08015410,-2.08010999,0.03786968,-0.03786850,0.22341010,-0.22340916,0.61813278,-0.61812396,0.50303830,-0.50303152,0.43093351,-0.43092194,0.15558102,-0.15557632,0.03092964,-0.03092873,1.07406125,-1.07403472
-5.49574787,2.17284946,-2.17280229,0.04039898,-0.04039786,0.22809572,-0.22809360,0.63642358,-0.63641395,0.51773875,-0.51773005,0.45271937,-0.45270771,0.16523987,-0.16523515,0.03280393,-0.03280307,1.12875506,-1.12872819
-5.48974487,2.26798443,-2.26793484,0.04280216,-0.04280112,0.23444744,-0.23444416,0.65504800,-0.65503765,0.53484247,-0.53483195,0.47407150,-0.47405990,0.17478840,-0.17478372,0.03457934,-0.03457853,1.18273459,-1.18270778
-5.48374187,2.36422062,-2.36416935,0.04503800,-0.04503707,0.24238256,-0.24237816,0.67380545,-0.67379450,0.55408715,-0.55407493,0.49472581,-0.49471443,0.18409234,-0.18408778,0.03622627,-0.03622553,1.23525852,-1.23523220
-5.47773887,2.46010315,-2.46005101,0.04706655,-0.04706573,0.25178606,-0.25178061,0.69247727,-0.69246588,0.57515548,-0.57514174,0.51440503,-0.51439405,0.19301210,-0.19300773,0.03771611,-0.03771544,1.28555224,-1.28552685
-5.47173587,2.55410103,-2.55404888,0.04885029,-0.04884960,0.26251580,-0.26250937,0.71083297,-0.71082129,0.59768687,-0.59767180,0.53282395,-0.53281354,0.20140604,-0.20140194,0.03902203,-0.03902146,1.33282595,-1.33280195
-5.46573287,2.64465125,-2.64459998,0.05035527,-0.05035473,0.27440811,-0.27440079,0.72863710,-0.72862527,0.62129005,-0.62127387,0.54969556,-0.54968590,0.20913417,-0.20913042,0.04011980,-0.04011933,1.37629471,-1.37627255
-5.45972986,2.73020490,-2.73015535,0.05155219,-0.05155182,0.28728371,-0.28727560,0.74565651,-0.74564470,0.64555633,-0.64553925,0.56473804,-0.56472932,0.21606192,-0.21605859,0.04098850,-0.04098815,1.41519969,-1.41517981
-5.45372686,2.80927347,-2.80922648,0.05241738,-0.05241718,0.30095354,-0.30094473,0.76166770,-0.76165605,0.67007267,-0.67005493,0.57768222,-0.57767460,0.22206406,-0.22206121,0.04161123,-0.04161099,1.44882985,-1.44881266
-5.44772386,2.88047373,-2.88043007,0.05293352,-0.05293349,0.31522437,-0.31521497,0.77646382,-0.77645248,0.69443433,-0.69441614,0.58827935,-0.58827299,0.22702838,-0.22702607,0.04197557,-0.04197546,1.47654332,-1.47652917
-5.44172086,2.94256916,-2.94252951,0.05309024,-0.05309039,0.32990387,-0.32989399,0.78986112,-0.78985021,0.71825630,-0.71823788,0.59630889,-0.59630392,0.23085919,-0.23085747,0.04207404,-0.04207406,1.49778753,-1.49777673
-5.43571786,2.99450634,-2.99447127,0.05288450,-0.05288482,0.34480504,-0.34479479,0.80170440,-0.80169404,0.74118337,-0.74116492,0.60158584,-0.60158236,0.23348042,-0.23347933,0.04190434,-0.04190449,1.51211732,-1.51211013
-5.42971486,3.03544490,-3.03541489,0.05232062,-0.05232111,0.35974972,-0.35973920,0.81187130,-0.81186157,0.76289820,-0.76287991,0.60396742,-0.60396554,0.23483815,-0.23483771,0.04146940,-0.04146967,1.51921032,-1.51920689
-5.42371186,3.06477977,-3.06475517,0.05141018,-0.05141084,0.37457122,-0.37456052,0.82027504,-0.82026602,0.78312735,-0.78310938,0.60335884,-0.60335859,0.23490249,-0.23490272,0.04077730,-0.04077769,1.51887875,-1.51887919
-5.41770885,3.08215492,-3.08213594,0.05017163,-0.05017244,0.38911580,-0.38910502,0.82686566,-0.82685741,0.80164492,-0.80162742,0.59971758,-0.59971900,0.23366878,-0.23366968,0.03984100,-0.03984151,1.51107736,-1.51108169
-5.41170585,3.08746816,-3.08745489,0.04862964,-0.04863058,0.40324330,-0.40323254,0.83162959,-0.83162213,0.81827395,-0.81825704,0.59305637,-0.59305945,0.23115797,-0.23115951,0.03867797,-0.03867859,1.49590701,-1.49591517
-5.40570285,3.08086698,-3.08085938,0.04681429,-0.04681536,0.41682672,-0.41681606,0.83458751,-0.83458087,0.83288549,-0.83286928,0.58344433,-0.58344904,0.22741623,-0.22741839,0.03730959,-0.03731029,1.47361369,-1.47362552
-5.39969985,3.06273594,-3.06273385,0.04476013,-0.04476129,0.42975102,-0.42974056,0.83579091,-0.83578510,0.84539569,-0.84538028,0.57100647,-0.57101273,0.22251377,-0.22251651,0.03576049,-0.03576127,1.44458314,-1.44459844
-5.39369685,3.03367628,-3.03367946,0.04250505,-0.04250630,0.44191126,-0.44190108,0.83531725,-0.83531226,0.85576116,-0.85574662,0.55592134,-0.55592903,0.21654297,-0.21654624,0.03405786,-0.03405871,1.40933129,-1.40934976
-5.38769385,2.99447914,-2.99448725,0.04008917,-0.04009048,0.45321038,-0.45320058,0.83326426,-0.83326010,0.86397300,-0.86395940,0.53841700,-0.53842601,0.20961583,-0.20961957,0.03223063,-0.03223153,1.36849076,-1.36851206
-5.38169085,2.94609368,-2.94610632,0.03755364,-0.03755499,0.46355672,-0.46354740,0.82974374,-0.82974039,0.87004998,-0.87003738,0.51876555,-0.51877571,0.20186094,-0.20186508,0.03030864,-0.03030959,1.32279423,-1.32281796
-5.37568784,2.88959180,-2.88960852,0.03493951,-0.03494087,0.47286174,-0.47285299,0.82487511,-0.82487257,0.87403139,-0.87401986,0.49727620,-0.49728735,0.19341996,-0.19342443,0.02832190,-0.02832287,1.27305523,-1.27308095
-5.36968484,2.82613130,-2.82615162,0.03228664,-0.03228801,0.48103797,-0.48102990,0.81877931,-0.81877757,0.87597009,-0.87595968,0.47428745,-0.47429938,0.18444393,-0.18444864,0.02629978,-0.02630076,1.22014705,-1.22017430
-5.36368184,2.75691902,-2.75694244,0.02963279,-0.02963414,0.48799766,-0.48799037,0.81157333,-0.81157240,0.87592609,-0.87591687,0.45015838,-0.45017091,0.17508939,-0.17509426,0.02427037,-0.02427135,1.16498079,-1.16500908
-5.35767884,2.68317566,-2.68320170,0.02701274,-0.02701406,0.49365206,-0.49364567,0.80336570,-0.80336560,0.87396127,-0.87395331,0.42525972,-0.42527263,0.16551450,-0.16551944,0.02225987,-0.02226083,1.10848307,-1.10851193
-5.35167584,2.60610368,-2.60613186,0.02445767,-0.02445894,0.49791171,-0.49790634,0.79425325,-0.79425399,0.87013536,-0.87012872,0.39996469,-0.39997779,0.15587535,-0.15588030,0.02029207,-0.02029301,1.05157441,-1.05160334
-5.34567284,2.52685920,-2.52688908,0.02199465,-0.02199587,0.50068762,-0.50068337,0.78431922,-0.78432083,0.86450353,-0.86449828,0.37464020,-0.37465329,0.14632248,-0.14632735,0.01838803,-0.01838893,0.99514862,-0.99517717
