energy_ev,total_up,Au_p_up,Au_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,1.93170183,0.24488299,1.52431227,0.01723267,0.18624500,0.13488206,0.00000000
-5.99399700,1.94619495,0.23591630,1.54492365,0.01694124,0.18222418,0.13438539,0.00000000
-5.98799400,1.96461188,0.22772217,1.56880124,0.01669513,0.17823998,0.13446803,0.00000000
-5.98199100,1.98694081,0.22036505,1.59590131,0.01649638,0.17431454,0.13513306,0.00000000
-5.97598799,2.01306675,0.21388991,1.62609601,0.01634602,0.17046580,0.13637364,0.00000000
-5.96998499,2.04277165,0.20832228,1.65917262,0.01624415,0.16670800,0.13817292,0.00000000
-5.96398199,2.07573787,0.20366882,1.69483553,0.01619004,0.16305254,0.14050429,0.00000000
-5.95797899,2.11155468,0.19991856,1.73271086,0.01618223,0.15950861,0.14333183,0.00000000
-5.95197599,2.14972737,0.19704445,1.77235344,0.01621861,0.15608397,0.14661107,0.00000000
-5.94597299,2.18968873,0.19500541,1.81325592,0.01629652,0.15278548,0.15028984,0.00000000
-5.93996998,2.23081224,0.19374843,1.85485964,0.01641281,0.14961961,0.15430933,0.00000000
-5.93396698,2.27242686,0.19321088,1.89656715,0.01656388,0.14659267,0.15860522,0.00000000
-5.92796398,2.31383275,0.19332285,1.93775576,0.01674569,0.14371095,0.16310891,0.00000000
-5.92196098,2.35431771,0.19400930,1.97779205,0.01695384,0.14098067,0.16774876,0.00000000
-5.91595798,2.39317390,0.19519221,2.01604679,0.01718349,0.13840776,0.17245140,0.00000000
-5.90995498,2.42971437,0.19679242,2.05191003,0.01742943,0.13599761,0.17714297,0.00000000
-5.90395198,2.46328935,0.19873129,2.08480599,0.01768603,0.13375470,0.18175040,0.00000000
-5.89794897,2.49330153,0.20093212,2.11420731,0.01794732,0.13168224,0.18620260,0.00000000
-5.89194597,2.51922047,0.20332124,2.13964846,0.01820697,0.12978184,0.19043167,0.00000000
-5.88594297,2.54059544,0.20582890,2.16073781,0.01845838,0.12805324,0.19437399,0.00000000
-5.87993997,2.55706663,0.20838988,2.17716818,0.01869475,0.12649411,0.19797127,0.00000000
-5.87393697,2.56837436,0.21094395,2.18872548,0.01890923,0.12510000,0.20117154,0.00000000
-5.86793397,2.57436606,0.21343605,2.19529516,0.01909503,0.12386440,0.20393003,0.00000000
-5.86193097,2.57500078,0.21581643,2.19686643,0.01924561,0.12277886,0.20620996,0.00000000
-5.85592796,2.57035111,0.21804057,2.19353380,0.01935485,0.12183327,0.20798320,0.00000000
-5.84992496,2.56060239,0.22006915,2.18549608,0.01941731,0.12101617,0.20923085,0.00000000
-5.84392196,2.54604913,0.22186787,2.17305275,0.01942835,0.12031516,0.20994358,0.00000000
