energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,4.38213694,0.18645668,0.00000000,1.94096819,0.00000000,1.26465194,1.10636557
-5.99399700,4.44728908,0.18539639,0.00000000,1.97106734,0.00000000,1.30727030,1.11531164
-5.98799400,4.49963978,0.18389228,0.00000000,1.99510318,0.00000000,1.34657384,1.12091587
-5.98199100,4.53897270,0.18196607,0.00000000,2.01283063,0.00000000,1.38220914,1.12328125
-5.97598799,4.56518787,0.17964526,0.00000000,2.02407024,0.00000000,1.41384270,1.12253987
-5.96998499,4.57827321,0.17696137,0.00000000,2.02870295,0.00000000,1.44115994,1.11884044
-5.96398199,4.57827795,0.17394802,0.00000000,2.02666492,0.00000000,1.46386500,1.11233660
-5.95797899,4.56528975,0.17063902,0.00000000,2.01794267,0.00000000,1.48168187,1.10317659
-5.95197599,4.53941737,0.16706677,0.00000000,2.00256927,0.00000000,1.49435683,1.09149512
-5.94597299,4.50078015,0.16326071,0.00000000,1.98062162,0.00000000,1.50166245,1.07740756
-5.93996998,4.44950474,0.15924636,0.00000000,1.95221913,0.00000000,1.50340312,1.06100713
-5.93396698,4.38572928,0.15504460,0.00000000,1.91752381,0.00000000,1.49942172,1.04236474
-5.92796398,4.30961425,0.15067153,0.00000000,1.87674145,0.00000000,1.48960732,1.02153166
-5.92196098,4.22135891,0.14613868,0.00000000,1.83012361,0.00000000,1.47390323,0.99854446
-5.91595798,4.12122160,0.14145366,0.00000000,1.77797002,0.00000000,1.45231494,0.97343186
-5.90995498,4.00954205,0.13662113,0.00000000,1.72063084,0.00000000,1.42491734,0.94622281
-5.90395198,3.88676343,0.13164401,0.00000000,1.65850820,0.00000000,1.39186054,0.91695511
-5.89794897,3.75345212,0.12652483,0.00000000,1.59205656,0.00000000,1.35337387,0.88568396
-5.89194597,3.61031327,0.12126702,0.00000000,1.52178151,0.00000000,1.30976737,0.85248959
-5.88594297,3.45820040,0.11587629,0.00000000,1.44823654,0.00000000,1.26143067,0.81748362
-5.87993997,3.29811802,0.11036160,0.00000000,1.37201777,0.00000000,1.20882890,0.78081340
-5.87393697,3.13121635,0.10473607,0.00000000,1.29375652,0.00000000,1.15249569,0.74266431
-5.86793397,2.95877836,0.09901746,0.00000000,1.21410990,0.00000000,1.09302340,0.70325956
-5.86193097,2.78219916,0.09322832,0.00000000,1.13374974,0.00000000,1.03105101,0.66285775
-5.85592796,2.60295900,0.08739585,0.00000000,1.05335019,0.00000000,0.96724995,0.62174819
-5.84992496,2.42259105,0.08155135,0.00000000,0.97357467,0.00000000,0.90230868,0.58024434
-5.84392196,2.24264564,0.07572945,0.00000000,0.89506252,0.00000000,0.83691658,0.53867584
-5.83791896,2.06465283,0.06996712,0.00000000,0.81841624,0.00000000,0.77174779,0.49737947
-5.83191596,1.89008525,0.06430244,0.00000000,0.74418958,0.00000000,0.70744591,0.45668974
-5.82591296,1.72032293,0.05877344,0.00000000,0.67287725,0.00000000,0.64460985,0.41692952
-5.81990995,1.55662182,0.05341681,0.00000000,0.60490650,0.00000000,0.58378179,0.37840119
-5.81390695,1.40008736,0.04826674,0.00000000,0.54063099,0.00000000,0.52543727,0.34137890
-5.80790395,1.25165414,0.04335393,0.00000000,0.48032705,0.00000000,0.46997801,0.30610200
-5.80190095,1.11207215,0.03870471,0.00000000,0.42419253,0.00000000,0.41772745,0.27277021
-5.79589795,0.98190003,0.03434043,0.00000000,0.37234790,0.00000000,0.36892911,0.24154033
-5.78989495,0.86150508,0.03027709,0.00000000,0.32483979,0.00000000,0.32374753,0.21252490
-5.78389195,0.75106954,0.02652515,0.00000000,0.28164634,0.00000000,0.28227168,0.18579230
-5.77788894,0.65060249,0.02308968,0.00000000,0.24268433,0.00000000,0.24452044,0.16136862
-5.77188594,0.55995641,0.01997058,0.00000000,0.20781742,0.00000000,0.21044981,0.13924063
-5.76588294,0.47884723,0.01716311,0.00000000,0.17686540,0.00000000,0.17996133,0.11936003
-5.75987994,0.40687701,0.01465849,0.00000000,0.14961379,0.00000000,0.15291139,0.10164829
-5.75387694,0.34355779,0.01244461,0.00000000,0.12582367,0.00000000,0.12912099,0.08600217
-5.74787394,0.28833605,0.01050684,0.00000000,0.10524122,0.00000000,0.10838552,0.07229934
-5.74187094,0.24061646,0.00882886,0.00000000,0.08760685,0.00000000,0.09048424,0.06040412
-5.73586793,0.19978449,0.00739350,0.00000000,0.07266368,0.00000000,0.07518929,0.05017285
-5.72986493,0.16522721,0.00618353,0.00000000,0.06016522,0.00000000,0.06227388,0.04145902
-5.72386193,0.13635189,0.00518245,0.00000000,0.04988218,0.00000000,0.05151972,0.03411783
-5.71785893,0.11260222,0.00437521,0.00000000,0.04160839,0.00000000,0.04272336,0.02801016
-5.71185593,0.09347194,0.00374882,0.00000000,0.03516592,0.00000000,0.03570171,0.02300591
-5.70585293,0.07851619,0.00329300,0.00000000,0.03040926,0.00000000,0.03029651,0.01898680
-5.69984992,0.06736031,0.00300062,0.00000000,0.02722882,0.00000000,0.02637799,0.01584840
-5.69384692,0.05970666,0.00286816,0.00000000,0.02555369,0.00000000,0.02384757,0.01350180
-5.68784392,0.05533925,0.00289607,0.00000000,0.02535375,0.00000000,0.02263991,0.01187456
-5.68184092,0.05412672,0.00308906,0.00000000,0.02664109,0.00000000,0.02272415,0.01091138
-5.67583792,0.05602345,0.00345626,0.00000000,0.02947092,0.00000000,0.02410444,0.01057426
-5.66983492,0.06106917,0.00401136,0.00000000,0.03394160,0.00000000,0.02681988,0.01084233
-5.66383192,0.06938689,0.00477263,0.00000000,0.04019409,0.00000000,0.03094365,0.01171134
-5.65782891,0.08117921,0.00576279,0.00000000,0.04841044,0.00000000,0.03658145,0.01319290
-5.65182591,0.09672281,0.00700880,0.00000000,0.05881124,0.00000000,0.04386910,0.01531339
-5.64582291,0.11636108,0.00854147,0.00000000,0.07165197,0.00000000,0.05296928,0.01811256
-5.63981991,0.14049465,0.01039495,0.00000000,0.08721798,0.00000000,0.06406726,0.02164186
-5.63381691,0.16956968,0.01260604,0.00000000,0.10581803,0.00000000,0.07736560,0.02596247
-5.62781391,0.20406380,0.01521322,0.00000000,0.12777623,0.00000000,0.09307775,0.03114300
-5.62181091,0.24446963,0.01825566,0.00000000,0.15342241,0.00000000,0.11142050,0.03725683
-5.61580790,0.29127604,0.02177192,0.00000000,0.18308084,0.00000000,0.13260544,0.04437919
-5.60980490,0.34494721,0.02579851,0.00000000,0.21705753,0.00000000,0.15682935,0.05258395
-5.60380190,0.40589994,0.03036834,0.00000000,0.25562625,0.00000000,0.18426389,0.06194014
-5.59779890,0.47447976,0.03550907,0.00000000,0.29901367,0.00000000,0.21504475,0.07250830
-5.59179590,0.55093651,0.04124136,0.00000000,0.34738406,0.00000000,0.24926058,0.08433681
-5.58579290,0.63540023,0.04757718,0.00000000,0.40082407,0.00000000,0.28694221,0.09745820
-5.57978989,0.72785844,0.05451826,0.00000000,0.45932837,0.00000000,0.32805256,0.11188570
-5.57378689,0.82813591,0.06205458,0.00000000,0.52278670,0.00000000,0.37247780,0.12761009
-5.56778389,0.93587803,0.07016325,0.00000000,0.59097327,0.00000000,0.42002029,0.14459702
-5.56178089,1.05053888,0.07880766,0.00000000,0.66353912,0.00000000,0.47039376,0.16278507
-5.55577789,1.17137517,0.08793701,0.00000000,0.74000814,0.00000000,0.52322128,0.18208451
-5.54977489,1.29744676,0.09748642,0.00000000,0.81977742,0.00000000,0.57803640,0.20237703
-5.54377189,1.42762451,0.10737741,0.00000000,0.90212227,0.00000000,0.63428766,0.22351647
-5.53776888,1.56060567,0.11751906,0.00000000,0.98620614,0.00000000,0.69134663,0.24533064
