energy_ev,total_up,In_p_up,In_d_up,Ir_p_up,Ir_d_up,Te_p_up,Te_d_up
-5.66383192,8.85939457,0.66254353,0.02261160,2.12160223,4.80818042,2.67188555,0.00000000
-5.65782891,8.77129282,0.64764640,0.02274445,2.11322530,4.75170252,2.62715197,0.00000000
-5.65182591,8.68240057,0.63359583,0.02279822,2.10334618,4.69574166,2.58652407,0.00000000
-5.64582291,8.59243201,0.62043217,0.02276993,2.09170693,4.64038849,2.54996205,0.00000000
-5.63981991,8.50098356,0.60815358,0.02265812,2.07805126,4.58565208,2.51733488,0.00000000
-5.63381691,8.40758167,0.59671997,0.02246289,2.06213863,4.53148212,2.48843681,0.00000000
-5.62781391,8.31173116,0.58605814,0.02218588,2.04375710,4.47779204,2.46300544,0.00000000
-5.62181091,8.21296152,0.57606785,0.02183020,2.02273447,4.42448168,2.44074058,0.00000000
-5.61580790,8.11086931,0.56662859,0.02140030,1.99894732,4.37145859,2.42132294,0.00000000
-5.60980490,8.00515500,0.55760675,0.02090180,1.97232773,4.31865669,2.40443188,0.00000000
-5.60380190,7.89565259,0.54886284,0.02034132,1.94286746,4.26605161,2.38976140,0.00000000
-5.59779890,7.78235135,0.54025843,0.01972624,1.91061976,4.21367197,2.37703381,0.00000000
-5.59179590,7.66540870,0.53166273,0.01906446,1.87569874,4.16160629,2.36601037,0.00000000
-5.58579290,7.54515436,0.52295834,0.01836425,1.83827662,4.11000516,2.35649863,0.00000000
-5.57978989,7.42208559,0.51404607,0.01763396,1.79857902,4.05907900,2.34835627,0.00000000
-5.57378689,7.29685427,0.50484879,0.01688186,1.75687864,4.00909142,2.34149123,0.00000000
-5.56778389,7.17024664,0.49531393,0.01611597,1.71348767,3.96034896,2.33585852,0.00000000
-5.56178089,7.04315683,0.48541493,0.01534393,1.66874923,3.91318761,2.33145386,0.00000000
-5.55577789,6.91655557,0.47515138,0.01457288,1.62302819,3.86795733,2.32830481,0.00000000
-5.54977489,6.79145576,0.46454802,0.01380937,1.57670181,3.82500514,2.32645989,0.00000000
-5.54377189,6.66887655,0.45365274,0.01305933,1.53015036,3.78465803,2.32597665,0.00000000
-5.53776888,6.54980758,0.44253363,0.01232804,1.48374813,3.74720659,2.32690925,0.00000000
-5.53176588,6.43517495,0.43127537,0.01162014,1.43785504,3.71289022,2.32929657,0.00000000
-5.52576288,6.32581054,0.41997501,0.01093962,1.39280906,3.68188467,2.33315142,0.00000000
-5.51975988,6.22242547,0.40873751,0.01028986,1.34891964,3.65429252,2.33845163,0.00000000
-5.51375688,6.12558892,0.39767110,0.00967369,1.30646217,3.63013686,2.34513334,0.00000000
-5.50775388,6.03571240,0.38688269,0.00909338,1.26567364,3.60935822,2.35308680,0.00000000
-5.50175088,5.95303980,0.37647353,0.00855073,1.22674943,3.59181472,2.36215485,0.00000000
-5.49574787,5.87764278,0.36653522,0.00804708,1.18984116,3.57728487,2.37213375,0.00000000
-5.48974487,5.80942100,0.35714618,0.00758333,1.15505559,3.56547253,2.38277620,0.00000000
-5.48374187,5.74810633,0.34836875,0.00715996,1.12245448,3.55601345,2.39379594,0.00000000
-5.47773887,5.69327022,0.34024686,0.00677709,1.09205510,3.54848259,2.40487353,0.00000000
-5.47173587,5.64433319,0.33280436,0.00643443,1.06383155,3.54240156,2.41566252,0.00000000
-5.46573287,5.60057582,0.32604413,0.00613131,1.03771654,3.53724576,2.42579570,0.00000000
-5.45972986,5.56115051,0.31994774,0.00586669,1.01360366,3.53245080,2.43489076,0.00000000
-5.45372686,5.52509379,0.31447591,0.00563915,0.99135012,3.52741814,2.44255519,0.00000000
-5.44772386,5.49133915,0.30956954,0.00544690,0.97077986,3.52152004,2.44839032,0.00000000
-5.44172086,5.45873075,0.30515141,0.00528775,0.95168717,3.51410424,2.45199444,0.00000000
-5.43571786,5.42603854,0.30112844,0.00515920,0.93384083,3.50449892,2.45296537,0.00000000
-5.42971486,5.39197557,0.29739449,0.00505840,0.91698874,3.49201862,2.45090293,0.00000000
-5.42371186,5.35521830,0.29383362,0.00498222,0.90086338,3.47597190,2.44541170,0.00000000
-5.41770885,5.31443072,0.29032375,0.00492728,0.88518789,3.45567146,2.43610465,0.00000000
-5.41170585,5.26829278,0.28674059,0.00489006,0.86968295,3.43044720,2.42260832,0.00000000
-5.40570285,5.21553350,0.28296184,0.00486693,0.85407438,3.39966266,2.40456972,0.00000000
-5.39969985,5.15496856,0.27887134,0.00485427,0.83810149,3.36273488,2.38166548,0.00000000
-5.39369685,5.08554179,0.27436328,0.00484857,0.82152577,3.31915740,2.35361305,0.00000000
-5.38769385,5.00636961,0.26934607,0.00484655,0.80414007,3.26852574,2.32018402,0.00000000
-5.38169085,4.91678673,0.26374600,0.00484527,0.78577768,3.21056451,2.28121894,0.00000000
-5.37568784,4.81639153,0.25751027,0.00484224,0.76632117,3.14515494,2.23664311,0.00000000
-5.36968484,4.70508870,0.25060952,0.00483559,0.74571066,3.07236131,2.18648249,0.00000000
-5.36368184,4.58312730,0.24303955,0.00482410,0.72395101,2.99245499,2.13087876,0.00000000
-5.35767884,4.45113161,0.23482229,0.00480738,0.70111784,2.90593439,2.07010257,0.00000000
-5.35167584,4.31012323,0.22600594,0.00478591,0.67736189,2.81353955,2.00456395,0.00000000
-5.34567284,4.16153242,0.21666420,0.00476113,0.65291159,2.71626018,1.93481900,0.00000000
-5.33966983,4.00719758,0.20689478,0.00473546,0.62807362,2.61533612,1.86157226,0.00000000
-5.33366683,3.84935217,0.19681705,0.00471234,0.60323143,2.51224982,1.78567394,0.00000000
-5.32766383,3.69059867,0.18656916,0.00469619,0.57884157,2.40871040,1.70811212,0.00000000
-5.32166083,3.53387016,0.17630456,0.00469241,0.55542803,2.30662964,1.62999965,0.00000000
-5.31565783,3.38238012,0.16618812,0.00470726,0.53357457,2.20809021,1.55255605,0.00000000
-5.30965483,3.23956174,0.15639209,0.00474781,0.51391522,2.11530698,1.47708499,0.00000000
-5.30365183,3.10899838,0.14709188,0.00482173,0.49712317,2.03058241,1.40494796,0.00000000
-5.29764882,2.99434679,0.13846199,0.00493720,0.48389813,1.95625718,1.33753490,0.00000000
-5.29164582,2.89925524,0.13067203,0.00510266,0.47495254,1.89465741,1.27623291,0.00000000
-5.28564282,2.82727837,0.12388304,0.00532659,0.47099670,1.84803975,1.22239386,0.00000000
-5.27963982,2.78179092,0.11824426,0.00561731,0.47272306,1.81853582,1.17730191,0.00000000
-5.27363682,2.76590213,0.11389013,0.00598265,0.48078994,1.80809730,1.14214197,0.00000000
-5.26763382,2.78237296,0.11093799,0.00642973,0.49580493,1.81844299,1.11796991,0.00000000
-5.26163082,2.83353786,0.10948601,0.00696466,0.51830814,1.85100926,1.10568536,0.00000000
-5.25562781,2.92123297,0.10961179,0.00759222,0.54875585,1.90690499,1.10600777,0.00000000
-5.24962481,3.04673263,0.11137134,0.00831566,0.58750459,1.98687243,1.11945639,0.00000000
-5.24362181,3.21069603,0.11479848,0.00913641,0.63479650,2.09125501,1.14633461,0.00000000
-5.23761881,3.41312580,0.11990479,0.01005387,0.69074605,2.21997336,1.18671919,0.00000000
-5.23161581,3.65334039,0.12667990,0.01106523,0.75532905,2.37251073,1.24045465,0.00000000
-5.22561281,3.92996181,0.13509221,0.01216536,0.82837423,2.54790852,1.30715304,0.00000000
-5.21960980,4.24092037,0.14509004,0.01334675,0.90955810,2.74477313,1.38619928,0.00000000
-5.21360680,4.58347740,0.15660316,0.01459953,0.99840370,2.96129442,1.47676217,0.00000000
-5.20760380,4.95426693,0.16954464,0.01591156,1.09428352,3.19527625,1.57781085,0.00000000
-5.20160080,5.34935633,0.18381310,0.01726859,1.19642713,3.44417901,1.68813651,0.00000000
-5.19559780,5.76432539,0.19929527,0.01865457,1.30393353,3.70517346,1.80637901,0.00000000
-5.18959480,6.19436271,0.21586869,0.02005194,1.41578835,3.97520514,1.93105778,0.00000000
-5.18359180,6.63437695,0.23340473,0.02144207,1.53088537,4.25106741,2.06060615,0.00000000
-5.17758879,7.07912018,0.25177157,0.02280575,1.64805214,4.52948139,2.19340827,0.00000000
-5.17158579,7.52331919,0.27083726,0.02412370,1.76607862,4.80717993,2.32783744,0.00000000
-5.16558279,7.96181047,0.29047258,0.02537715,1.88374796,5.08099289,2.46229451,0.00000000
-5.15957979,8.38967359,0.31055367,0.02654835,1.99986819,5.34793032,2.59524519,0.00000000
-5.15357679,8.80235775,0.33096425,0.02762119,2.11330340,5.60526018,2.72525470,0.00000000
-5.14757379,9.19579602,0.35159743,0.02858164,2.22300299,5.85057746,2.85101856,0.00000000
-5.14157079,9.56650231,0.37235686,0.02941826,2.32802765,6.08186136,2.97138836,0.00000000
-5.13556778,9.91164669,0.39315726,0.03012250,2.42757070,6.29751816,3.08539125,0.00000000
-5.12956478,10.22910528,0.41392432,0.03068899,2.52097365,6.49640751,3.19224277,0.00000000
-5.12356178,10.51748263,0.43459385,0.03111567,2.60773533,6.67785103,3.29135223,0.00000000
-5.11755878,10.77610530,0.45511042,0.03140383,2.68751389,6.84162267,3.38232077,0.00000000
-5.11155578,11.00498710,0.47542535,0.03155796,2.76012178,6.98792133,3.46493225,0.00000000
-5.10555278,11.20476789,0.49549441,0.03158556,2.82551383,7.11732711,3.53913764,0.00000000
-5.09954977,11.37662902,0.51527519,0.03149677,2.88376932,7.23074336,3.60503387,0.00000000
-5.09354677,11.52218993,0.53472444,0.03130394,2.93506905,7.32932741,3.66283830,0.00000000
-5.08754377,11.64339118,0.55379557,0.03102112,2.97966868,7.41441359,3.71286025,0.00000000
-5.08154077,11.74237001,0.57243640,0.03066346,3.01787018,7.48743214,3.75547118,0.00000000
-5.07553777,11.82133474,0.59058745,0.03024665,3.04999290,7.54982828,3.79107489,0.00000000
-5.06953477,11.88244422,0.60818088,0.02978629,3.07634610,7.60298503,3.82007952,0.00000000
-5.06353177,11.92769819,0.62514024,0.02929734,3.09720464,7.64815361,3.84287234,0.00000000
-5.05752876,11.95884368,0.64138105,0.02879359,3.11278918,7.68639444,3.85979869,0.00000000
-5.05152576,11.97730147,0.65681238,0.02828720,3.12325216,7.71853109,3.87114584,0.00000000
-5.04552276,11.98411563,0.67133931,0.02778840,3.12867027,7.74511905,3.87713217,0.00000000
-5.03951976,11.97992752,0.68486632,0.02730514,3.12904405,7.76643007,3.87790207,0.00000000
-5.03351676,11.96497467,0.69730149,0.02684305,3.12430433,7.78245213,3.87352612,0.00000000
-5.02751376,11.93911339,0.70856136,0.02640530,3.11432539,7.79290441,3.86400652,0.00000000
-5.02151076,11.90186287,0.71857640,0.02599275,3.09894375,7.79726568,3.84928675,0.00000000
-5.01550775,11.85246773,0.72729678,0.02560408,3.07798181,7.79481431,3.82926482,0.00000000
-5.00950475,11.78997492,0.73469837,0.02523607,3.05127465,7.78467735,3.80380911,0.00000000
-5.00350175,11.71332080,0.74078868,0.02488390,3.01869863,7.76588628,3.77277584,0.00000000
-4.99749875,11.62142371,0.74561249,0.02454155,2.98020017,7.73743640,3.73602703,0.00000000
-4.99149575,11.51327760,0.74925711,0.02420221,2.93582300,7.69834757,3.69344830,0.00000000
-4.98549275,11.38804251,0.75185688,0.02385872,2.88573251,7.64772364,3.64496550,0.00000000
-4.97948974,11.24512817,0.75359678,0.02350397,2.83023581,7.58480843,3.59055975,0.00000000
-4.97348674,11.08426758,0.75471499,0.02313138,2.76979647,7.50903673,3.53028021,0.00000000
-4.96748374,10.90557826,0.75550418,0.02273517,2.70504312,7.42007861,3.46425461,0.00000000
-4.96148074,10.70960938,0.75631135,0.02231079,2.63677149,7.31787635,3.39269709,0.00000000
-4.95547774,10.49737390,0.75753622,0.02185514,2.56593970,7.20267331,3.31591363,0.00000000
-4.94947474,10.27036536,0.75962791,0.02136676,2.49365706,7.07503438,3.23430503,0.00000000
-4.94347174,10.03055957,0.76307999,0.02084601,2.42116670,6.93585804,3.14836769,0.00000000
-4.93746873,9.78040181,0.76842387,0.02029511,2.34982287,6.78638024,3.05869237,0.00000000
-4.93146573,9.52278076,0.77622046,0.01971816,2.28106375,6.62817015,2.96596106,0.00000000
-4.92546273,9.26099005,0.78705038,0.01912105,2.21638073,6.46311818,2.87094223,0.00000000
-4.91945973,8.99867906,0.80150270,0.01851134,2.15728549,6.29341655,2.77448441,0.00000000
-4.91345673,8.73979398,0.82016246,0.01789810,2.10527578,6.12153243,2.67750815,0.00000000
-4.90745373,8.48851071,0.84359724,0.01729165,2.06180115,5.95017412,2.58099638,0.00000000
-4.90145073,8.24916053,0.87234311,0.01670333,2.02822961,5.78225011,2.48598298,0.00000000
-4.89544772,8.02614981,0.90689008,0.01614521,2.00581621,5.62082139,2.39353943,0.00000000
-4.88944472,7.82387481,0.94766778,0.01562975,1.99567415,5.46904711,2.30475942,0.00000000
-4.88344172,7.64663261,0.99503133,0.01516949,1.99874917,5.33012400,2.22074140,0.00000000
-4.87743872,7.49852920,1.04924810,0.01477676,2.01579763,5.20722006,2.14256888,0.00000000
-4.87143572,7.38338611,1.11048565,0.01446332,2.04736845,5.10340328,2.07128872,0.00000000
-4.86543272,7.30464678,1.17880109,0.01424006,2.09378918,5.02156654,2.00788760,0.00000000
-4.85942971,7.26528441,1.25413235,0.01411672,2.15515609,4.96435016,1.95326701,0.00000000
-4.85342671,7.26771304,1.33629162,0.01410160,2.23132827,4.93406372,1.90821735,0.00000000
-4.84742371,7.31370407,1.42496115,0.01420133,2.32192544,4.93260947,1.87339189,0.00000000
-4.84142071,7.40431052,1.51969162,0.01442067,2.42632945,4.96140969,1.84928142,0.00000000
-4.83541771,7.53980167,1.61990331,0.01476230,2.54368910,5.02134054,1.83619067,0.00000000
-4.82941471,7.71961077,1.72489003,0.01522671,2.67292824,5.11267529,1.83421754,0.00000000
-4.82341171,7.94229841,1.83382591,0.01581210,2.81275690,5.23503972,1.84323621,0.00000000
-4.81740870,8.20553449,1.94577500,0.01651433,2.96168545,5.38738219,1.86288538,0.00000000
-4.81140570,8.50610073,2.05970359,0.01732692,3.11804173,5.56796091,1.89256253,0.00000000
-4.80540270,8.83991596,2.17449510,0.01824113,3.27999117,5.77435017,1.93142511,0.00000000
-4.79939970,9.20208545,2.28896733,0.01924603,3.44556000,6.00346711,1.97839920,0.00000000
-4.79339670,9.58697478,2.40189176,0.02032873,3.61266151,6.25161932,2.03219618,0.00000000
-4.78739370,9.98830806,2.51201472,0.02147453,3.77912547,6.51457348,2.09133720,0.00000000
-4.78139070,10.39928922,2.61807984,0.02266723,3.94273059,6.78764364,2.15418528,0.00000000
-4.77538769,10.81274399,2.71885150,0.02388945,4.10123977,7.06579732,2.21898429,0.00000000
-4.76938469,11.22127920,2.81313864,0.02512298,4.25243800,7.34377647,2.28390366,0.00000000
-4.76338169,11.61745503,2.89981854,0.02634918,4.39417214,7.61622958,2.34708755,0.00000000
-4.75737869,11.99396491,2.97785976,0.02754936,4.52439197,7.87785051,2.40670654,0.00000000
-4.75137569,12.34381704,3.04634374,0.02870526,4.64119162,8.12351901,2.46101011,0.00000000
-4.74537269,12.66051114,3.10448441,0.02979941,4.74285013,8.34843764,2.50837773,0.00000000
-4.73936968,12.93820364,3.15164503,0.03081556,4.82786989,8.54825984,2.54736646,0.00000000
-4.73336668,13.17185495,3.18735181,0.03173902,4.89501161,8.71920381,2.57675303,0.00000000
-4.72736368,13.35735269,3.21130365,0.03255699,4.94332435,8.85814755,2.59556856,0.00000000
-4.72136068,13.49160573,3.22337758,0.03325881,4.97216912,8.96270122,2.60312435,0.00000000
-4.71535768,13.57260493,3.22362959,0.03383614,4.98123505,9.03125369,2.59902762,0.00000000
-4.70935468,13.59944802,3.21229065,0.03428307,4.97054673,9.06299153,2.58318642,0.00000000
-4.70335168,13.57232748,3.18975795,0.03459614,4.94046235,9.05788994,2.55580358,0.00000000
-4.69734867,13.49248220,3.15658157,0.03477428,4.89166200,9.01667635,2.51735998,0.00000000
-4.69134567,13.36211513,3.11344692,0.03481872,4.82512636,8.94076889,2.46858805,0.00000000
-4.68534267,13.18428113,3.06115365,0.03473272,4.74210631,8.83219298,2.41043681,0.00000000
-4.67933967,12.96275028,3.00059170,0.03452140,4.64408429,8.69348058,2.34403005,0.00000000
-4.67333667,12.70185333,2.93271547,0.03419134,4.53272901,8.52755698,2.27062001,0.00000000
-4.66733367,12.40631661,2.85851705,0.03375037,4.40984515,8.33762111,2.19153831,0.00000000
-4.66133067,12.08109405,2.77899968,0.03320713,4.27732008,8.12702483,2.10814696,0.00000000
-4.65532766,11.73120406,2.69515240,0.03257081,4.13706982,7.89915711,2.02179116,0.00000000
-4.64932466,11.36157827,2.60792692,0.03185082,3.99098651,7.65733810,1.93375627,0.00000000
-4.64332166,10.97692835,2.51821760,0.03105656,3.84088938,7.40472748,1.84523060,0.00000000
-4.63731866,10.58163600,2.42684528,0.03019712,3.68848138,7.14425050,1.75727527,0.00000000
-4.63131566,10.17966935,2.33454531,0.02928123,3.53531288,6.87854377,1.67080216,0.00000000
-4.62531266,9.77452784,2.24196033,0.02831704,3.38275372,6.60992193,1.58656035,0.00000000
-4.61930965,9.36921549,2.14963742,0.02731216,3.23197438,6.34036472,1.50513100,0.00000000
-4.61330665,8.96624127,2.05802980,0.02627364,3.08393656,6.07152309,1.42693019,0.00000000
-4.60730365,8.56764364,1.96750231,0.02520800,2.93939272,5.80474185,1.35221886,0.00000000
-4.60130065,8.17503512,1.87834020,0.02412134,2.79889411,5.54109562,1.28111863,0.00000000
-4.59529765,7.78966209,1.79076039,0.02301944,2.66280615,5.28143428,1.21363211,0.00000000
-4.58929465,7.41247447,1.70492433,0.02190788,2.53132966,5.02643390,1.14966626,0.00000000
-4.58329165,7.04419966,1.62095161,0.02079218,2.40452645,4.77664921,1.08905711,0.00000000
-4.57728864,6.68541579,1.53893332,0.01967784,2.28234767,4.53256375,1.03159449,0.00000000
-4.57128564,6.33661943,1.45894453,0.01857051,2.16466303,4.29463466,0.97704549,0.00000000
-4.56528264,5.99828415,1.38105515,0.01747595,2.05128959,4.06332952,0.92517540,0.00000000
-4.55927964,5.67090712,1.30533871,0.01640010,1.94201864,3.83915352,0.87576552,0.00000000
-4.55327664,5.35504207,1.23187864,0.01534903,1.83663967,3.62266610,0.82862717,0.00000000
-4.54727364,5.05131817,1.16077219,0.01432892,1.73496050,3.41448701,0.78361168,0.00000000
-4.54127064,4.76044532,1.09213169,0.01334592,1.63682329,3.21529257,0.74061640,0.00000000
-4.53526763,4.48320719,1.02608370,0.01240609,1.54211610,3.02580340,0.69958700,0.00000000
-4.52926463,4.22044436,0.96276621,0.01151524,1.45078017,2.84676543,0.66051648,0.00000000
-4.52326163,3.97302989,0.90232440,0.01067882,1.36281320,2.67892656,0.62344144,0.00000000
-4.51725863,3.74184051,0.84490547,0.00990182,1.27826914,2.52301092,0.58843645,0.00000000
-4.51125563,3.52772591,0.79065295,0.00918857,1.19725509,2.37969316,0.55560689,0.00000000
-4.50525263,3.33147916,0.73970116,0.00854274,1.11992593,2.24957474,0.52508123,0.00000000
-4.49924962,3.15381014,0.69217003,0.00796722,1.04647729,2.13316379,0.49700317,0.00000000
-4.49324662,2.99532394,0.64816076,0.00746404,0.97713758,2.03085984,0.47152409,0.00000000
-4.48724362,2.85650526,0.60775245,0.00703443,0.91215947,1.94294409,0.44879634,0.00000000
-4.48124062,2.73770913,0.57099991,0.00667877,0.85181117,1.86957555,0.42896743,0.00000000
-4.47523762,2.63915808,0.53793258,0.00639665,0.79636804,1.81079267,0.41217527,0.00000000
-4.46923462,2.56094475,0.50855455,0.00618693,0.74610443,1.76651989,0.39854454,0.00000000
-4.46323162,2.50303911,0.48284547,0.00604777,0.70128607,1.73657809,0.38818391,0.00000000
-4.45722861,2.46529860,0.46076210,0.00597678,0.66216292,1.72069769,0.38118410,0.00000000
-4.45122561,2.44747984,0.44224034,0.00597107,0.62896239,1.71853306,0.37761647,0.00000000
-4.44522261,2.44925019,0.42719737,0.00602732,0.60188309,1.72967695,0.37753183,0.00000000
-4.43921961,2.47019774,0.41553376,0.00614187,0.58108874,1.75367361,0.38095947,0.00000000
-4.43321661,2.50983867,0.40713524,0.00631082,0.56670250,1.79002966,0.38790600,0.00000000
-4.42721361,2.56762104,0.40187402,0.00653003,0.55880149,1.83822189,0.39835400,0.00000000
-4.42121061,2.64292465,0.39960962,0.00679517,0.55741168,1.89770162,0.41226037,0.00000000
-4.41520760,2.73505714,0.40018909,0.00710180,0.56250317,1.96789544,0.42955450,0.00000000
-4.40920460,2.84324675,0.40344678,0.00744530,0.57398602,2.04820280,0.45013621,0.00000000
-4.40320160,2.96663267,0.40920369,0.00782094,0.59170679,2.13799081,0.47387378,0.00000000
-4.39719860,3.10425427,0.41726667,0.00822384,0.61544608,2.23658732,0.50060214,0.00000000
-4.39119560,3.25504065,0.42742760,0.00864902,0.64491721,2.34327315,0.53012163,0.00000000
-4.38519260,3.41780220,0.43946278,0.00909134,0.67976630,2.45727483,0.56219753,0.00000000
-4.37918959,3.59122556,0.45313289,0.00954557,0.71957396,2.57775893,0.59656055,0.00000000
-4.37318659,3.77387375,0.46818353,0.01000641,0.76385883,2.70382904,0.63290868,0.00000000
-4.36718359,3.96419232,0.48434670,0.01046848,0.81208299,2.83452657,0.67091047,0.00000000
-4.36118059,4.16052271,0.50134322,0.01092649,0.86365935,2.96883592,0.71020984,0.00000000
-4.35517759,4.36112306,0.51888621,0.01137518,0.91796099,3.10569451,0.75043246,0.00000000
-4.34917459,4.56419648,0.53668556,0.01180954,0.97433238,3.24400791,0.79119370,0.00000000
-4.34317159,4.76792630,0.55445331,0.01222483,1.03210221,3.38266969,0.83210778,0.00000000
-4.33716858,4.97051722,0.57190982,0.01261672,1.09059757,3.52058551,0.87279803,0.00000000
-4.33116558,5.17024095,0.58879038,0.01298142,1.14915911,3.65670055,0.91290778,0.00000000
-4.32516258,5.36548447,0.60485210,0.01331576,1.20715667,3.79002920,0.95211142,0.00000000
-4.31915958,5.55479875,0.61988064,0.01361731,1.26400493,3.91968549,0.99012519,0.00000000
-4.31315658,5.73694563,0.63369660,0.01388447,1.31917844,4.04491288,1.02671709,0.00000000
-4.30715358,5.91094048,0.64616098,0.01411653,1.37222539,4.16511178,1.06171543,0.00000000
