energy_ev,total_up,As_p_up,As_d_up,Te_p_up,Te_d_up,Y_p_up,Y_d_up
-6.00000000,1.24505913,0.12919165,0.00000000,0.71491062,0.00000000,0.38771177,0.18407569
-5.99399700,1.30208204,0.13435016,0.00000000,0.74777523,0.00000000,0.40265101,0.19222634
-5.98799400,1.36036831,0.14020374,0.00000000,0.78082659,0.00000000,0.41771515,0.20109230
-5.98199100,1.41988391,0.14671829,0.00000000,0.81409301,0.00000000,0.43291716,0.21065005
-5.97598799,1.48065442,0.15387840,0.00000000,0.84762387,0.00000000,0.44828946,0.22089120
-5.96998499,1.54275501,0.16168702,0.00000000,0.88148275,0.00000000,0.46388057,0.23182124
-5.96398199,1.60629617,0.17016431,0.00000000,0.91573844,0.00000000,0.47975063,0.24345741
-5.95797899,1.67140538,0.17934554,0.00000000,0.95045432,0.00000000,0.49596582,0.25582570
-5.95197599,1.73820570,0.18927809,0.00000000,0.98567655,0.00000000,0.51259196,0.26895708
-5.94597299,1.80679208,0.20001769,0.00000000,1.02142164,0.00000000,0.52968752,0.28288319
-5.93996998,1.87720688,0.21162392,0.00000000,1.05766420,0.00000000,0.54729643,0.29763154
-5.93396698,1.94941583,0.22415529,0.00000000,1.09432560,0.00000000,0.56544102,0.31322066
-5.92796398,2.02328624,0.23766392,0.00000000,1.13126447,0.00000000,0.58411557,0.32965530
-5.92196098,2.09856890,0.25219023,0.00000000,1.16826988,0.00000000,0.60328087,0.34692199
-5.91595798,2.17488514,0.26775782,0.00000000,1.20505786,0.00000000,0.62286022,0.36498539
-5.90995498,2.25172051,0.28436878,0.00000000,1.24127187,0.00000000,0.64273720,0.38378548
-5.90395198,2.32842591,0.30199980,0.00000000,1.27648774,0.00000000,0.66275552,0.40323594
-5.89794897,2.40422681,0.32059924,0.00000000,1.31022301,0.00000000,0.68272110,0.42322392
-5.89194597,2.47824079,0.34008541,0.00000000,1.34195079,0.00000000,0.70240641,0.44361126
-5.88594297,2.54950298,0.36034626,0.00000000,1.37111754,0.00000000,0.72155705,0.46423716
-5.87993997,2.61699860,0.38124057,0.00000000,1.39716420,0.00000000,0.73990038,0.48492242
-5.87393697,2.67970135,0.40260066,0.00000000,1.41954977,0.00000000,0.75715574,0.50547494
-5.86793397,2.73661592,0.42423665,0.00000000,1.43777614,0.00000000,0.77304600,0.52569644
-5.86193097,2.78682273,0.44594217,0.00000000,1.45141298,0.00000000,0.78730978,0.54539004
-5.85592796,2.82952258,0.46750127,0.00000000,1.46012149,0.00000000,0.79971379,0.56436845
-5.84992496,2.86407905,0.48869637,0.00000000,1.46367549,0.00000000,0.81006471,0.58246231
-5.84392196,2.89005643,0.50931682,0.00000000,1.46197890,0.00000000,0.81822001,0.59952836
-5.83791896,2.90725106,0.52916782,0.00000000,1.45507851,0.00000000,0.82409704,0.61545708
-5.83191596,2.91571447,0.54807917,0.00000000,1.44317117,0.00000000,0.82768004,0.63017918
-5.82591296,2.91576681,0.56591353,0.00000000,1.42660504,0.00000000,0.82902461,0.64367094
-5.81990995,2.90799970,0.58257364,0.00000000,1.40587458,0.00000000,0.82825929,0.65595770
-5.81390695,2.89326806,0.59800821,0.00000000,1.38160937,0.00000000,0.82558424,0.66711551
-5.80790395,2.87267105,0.61221601,0.00000000,1.35455719,0.00000000,0.82126686,0.67727070
-5.80190095,2.84752252,0.62524793,0.00000000,1.32556204,0.00000000,0.81563457,0.68659715
