energy_ev,total_up,C_s_up,C_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.28152286,0.01155139,0.09384770,0.80805322,0.49836199,0.59086373,0.00000000,0.39506009,0.13059226
-5.99399700,1.25357421,0.01300890,0.09191803,0.77827124,0.48695331,0.56947818,0.00000000,0.38329734,0.12579047
-5.98799400,1.23236046,0.01460687,0.09051687,0.75174565,0.47863409,0.55030246,0.00000000,0.37299392,0.12177925
-5.98199100,1.21889534,0.01633685,0.08971521,0.72912112,0.47382462,0.53386638,0.00000000,0.36447525,0.11870974
-5.97598799,1.21407761,0.01818769,0.08957246,0.71094985,0.47291288,0.52064157,0.00000000,0.35802686,0.11672608
-5.96998499,1.21867883,0.02014565,0.09013573,0.69768561,0.47624899,0.51103559,0.00000000,0.35389130,0.11596445
-5.96398199,1.23333763,0.02219451,0.09143967,0.68968254,0.48414220,0.50538926,0.00000000,0.35226714,0.11655265
-5.95797899,1.25856077,0.02431584,0.09350688,0.68719843,0.49686051,0.50397700,0.00000000,0.35330995,0.11861006
-5.95197599,1.29473014,0.02648934,0.09634868,0.69040206,0.51463277,0.50701008,0.00000000,0.35713516,0.12224795
-5.94597299,1.34211531,0.02869332,0.09996634,0.69938378,0.53765320,0.51464209,0.00000000,0.36382222,0.12757000
-5.93996998,1.40089037,0.03090522,0.10435261,0.71416854,0.56608777,0.52697628,0.00000000,0.37342001,0.13467281
-5.93396698,1.47115376,0.03310220,0.10949343,0.73473018,0.60008207,0.54407393,0.00000000,0.38595265,0.14364641
-5.92796398,1.55294948,0.03526180,0.11536981,0.76100609,0.63977001,0.56596316,0.00000000,0.40142551,0.15457433
-5.92196098,1.64628807,0.03736252,0.12195960,0.79291096,0.68528255,0.59264734,0.00000000,0.41983073,0.16753344
-5.91595798,1.75116553,0.03938445,0.12923915,0.83034855,0.73675579,0.62411242,0.00000000,0.44115183,0.18259300
-5.90995498,1.86757834,0.04130977,0.13718471,0.87322057,0.79433736,0.66033251,0.00000000,0.46536687,0.19981322
-5.90395198,1.99553319,0.04312318,0.14577336,0.92143191,0.85819054,0.70127315,0.00000000,0.49244989,0.21924291
-5.89794897,2.13504990,0.04481224,0.15498362,0.97489150,0.92849515,0.74689186,0.00000000,0.52237036,0.24091643
-5.89194597,2.28615653,0.04636745,0.16479531,1.03350860,1.00544461,0.79713575,0.00000000,0.55509038,0.26484993
-5.88594297,2.44887625,0.04778232,0.17518905,1.09718454,1.08923882,0.85193614,0.00000000,0.59055982,0.29103687
-5.87993997,2.62320579,0.04905319,0.18614499,1.16580022,1.18007240,0.91120032,0.00000000,0.62870953,0.31944318
-5.87393697,2.80908618,0.05017894,0.19764116,1.23920003,1.27811854,0.97480100,0.00000000,0.66944289,0.35000212
-5.86793397,3.00636676,0.05116060,0.20965133,1.31717315,1.38350872,1.04256394,0.00000000,0.71262636,0.38260928
-5.86193097,3.21476436,0.05200078,0.22214251,1.39943354,1.49630894,1.11425459,0.00000000,0.75807948,0.41711789
-5.85592796,3.43381989,0.05270316,0.23507235,1.48559997,1.61649345,1.18956474,0.00000000,0.80556525,0.45333501
-5.84992496,3.66285492,0.05327184,0.24838657,1.57517769,1.74391738,1.26810013,0.00000000,0.85478156,0.49101877
-5.84392196,3.90093140,0.05371082,0.26201658,1.66754338,1.87828954,1.34937026,0.00000000,0.90535453,0.52987719
-5.83791896,4.14681748,0.05402349,0.27587752,1.76193480,2.01914738,1.43278119,0.00000000,0.95683450,0.56956867
-5.83191596,4.39896258,0.05421219,0.28986702,1.85744649,2.16583552,1.51763253,0.00000000,1.00869537,0.60970470
-5.82591296,4.65548420,0.05427797,0.30386463,1.95303261,2.31748990,1.60311912,0.00000000,1.06033776,0.64985462
-5.81990995,4.91416898,0.05422041,0.31773224,2.04751751,2.47302886,1.68833811,0.00000000,1.11109637,0.68955269
-5.81390695,5.17248931,0.05403773,0.33131549,2.13961430,2.63115258,1.77230149,0.00000000,1.16025144,0.72830729
-5.80790395,5.42763635,0.05372688,0.34444619,2.22795110,2.79035180,1.85395395,0.00000000,1.20704434,0.76561202
-5.80190095,5.67656914,0.05328391,0.35694575,2.31110429,2.94892627,1.93219582,0.00000000,1.25069667,0.80095845
-5.79589795,5.91607878,0.05270441,0.36862944,2.38763746,3.10501287,2.00590997,0.00000000,1.29043225,0.83384988
-5.78989495,6.14286536,0.05198399,0.37931143,2.45614448,3.25662299,2.07399190,0.00000000,1.32550101,0.86381576
-5.78389195,6.35362478,0.05111890,0.38881027,2.51529469,3.40168774,2.13538148,0.00000000,1.35520372,0.89042595
-5.77788894,6.54514184,0.05010658,0.39695462,2.56387804,3.53810969,2.18909503,0.00000000,1.37891640,0.91330429
-5.77188594,6.71438526,0.04894620,0.40358898,2.60084793,3.66381894,2.23425611,0.00000000,1.39611310,0.93214074
-5.76588294,6.85860037,0.04763912,0.40857905,2.62535957,3.77683121,2.27012350,0.00000000,1.40638586,0.94670153
-5.75987994,6.97539503,0.04618928,0.41181655,2.63680185,3.87530539,2.29611494,0.00000000,1.40946088,0.95683669
-5.75387694,7.06281458,0.04460339,0.41322310,2.63482101,3.95759814,2.31182562,0.00000000,1.40520986,0.96248475
-5.74787394,7.11940243,0.04289106,0.41275317,2.61933491,4.02231290,2.31704020,0.00000000,1.39365599,0.96367406
-5.74187094,7.14424324,0.04106470,0.41039574,2.59053708,4.06834133,2.31173802,0.00000000,1.37497425,0.96052085
-5.73586793,7.13698707,0.03913933,0.40617476,2.54889045,4.09489527,2.29609130,0.00000000,1.34948581,0.95322407
-5.72986493,7.09785336,0.03713223,0.40014830,2.49511108,4.10152793,2.27045631,0.00000000,1.31764707,0.94205705
-5.72386193,7.02761516,0.03506247,0.39240646,2.43014261,4.08814360,2.23535828,0.00000000,1.28003365,0.92735673
-5.71785893,6.92756462,0.03295037,0.38306825,2.35512313,4.05499573,2.19147082,0.00000000,1.23732029,0.90951056
-5.71185593,6.79946202,0.03081690,0.37227746,2.27134577,4.00267360,2.13959086,0.00000000,1.19025766,0.88894211
-5.70585293,6.64547119,0.02868309,0.36019790,2.18021531,3.93207884,2.08061068,0.00000000,1.13964720,0.86609577
-5.69984992,6.46808468,0.02656938,0.34700815,2.08320267,3.84439282,2.01548820,0.00000000,1.08631519,0.84142142
-5.69384692,6.27004262,0.02449509,0.33289611,1.98179956,3.74103701,1.94521699,0.00000000,1.03108732,0.81535975
-5.68784392,6.05424898,0.02247791,0.31805360,1.87747518,3.62362798,1.87079749,0.00000000,0.97476480,0.78832881
-5.68184092,5.82368909,0.02053350,0.30267125,1.77163672,3.49392938,1.79321046,0.00000000,0.91810302,0.76071242
-5.67583792,5.58135180,0.01867517,0.28693385,1.66559521,3.35380288,1.71339374,0.00000000,0.86179358,0.73285084
-5.66983492,5.33015918,0.01691372,0.27101636,1.56053774,3.20516011,1.63222306,0.00000000,0.80645021,0.70503397
-5.66383192,5.07290601,0.01525730,0.25508066,1.45750665,3.04991728,1.55049739,0.00000000,0.75259893,0.67749734
-5.65782891,4.81221069,0.01371150,0.23927315,1.35738617,2.88995404,1.46892896,0.00000000,0.70067253,0.65042078
-5.65182591,4.55047840,0.01227938,0.22372314,1.26089616,2.72707773,1.38813797,0.00000000,0.65100928,0.62392973
-5.64582291,4.28987662,0.01096173,0.20854212,1.16859269,2.56299370,1.30865163,0.00000000,0.60385544,0.59809886
-5.63981991,4.03232258,0.00975730,0.19382375,1.08087448,2.39928219,1.23090715,0.00000000,0.55937122,0.57295776
-5.63381691,3.77948163,0.00866308,0.17964452,0.99799455,2.23738181,1.15525789,0.00000000,0.51763939,0.54849817
-5.62781391,3.53277506,0.00767465,0.16606496,0.92007562,2.07857945,1.08198206,0.00000000,0.47867605,0.52468223
-5.62181091,3.29339562,0.00678651,0.15313129,0.84712839,1.92400599,1.01129327,0.00000000,0.44244275,0.50145148
-5.61580790,3.06232901,0.00599240,0.14087741,0.77907141,1.77463738,0.94335202,0.00000000,0.40885919,0.47873583
-5.60980490,2.84037930,0.00528558,0.12932700,0.71575144,1.63130001,0.87827753,0.00000000,0.37781605,0.45646225
-5.60380190,2.62819652,0.00465917,0.11849578,0.65696345,1.49467972,0.81615927,0.00000000,0.34918718,0.43456270
-5.59779890,2.42630479,0.00410632,0.10839369,0.60246934,1.36533344,0.75706771,0.00000000,0.32284080,0.41298099
-5.59179590,2.23512955,0.00362046,0.09902699,0.55201485,1.24370261,0.70106382,0.00000000,0.29864929,0.39167832
-5.58579290,2.05502275,0.00319542,0.09040024,0.50534419,1.13012762,0.64820704,0.00000000,0.27649742,0.37063736
-5.57978989,1.88628506,0.00282556,0.08251798,0.46221217,1.02486248,0.59856162,0.00000000,0.25628864,0.34986475
-5.57378689,1.72918466,0.00250582,0.07538630,0.42239371,0.92808909,0.55220123,0.00000000,0.23794975,0.32939209
-5.56778389,1.58397211,0.00223182,0.06901404,0.38569082,0.83993071,0.50921182,0.00000000,0.22143365,0.30927552
-5.56178089,1.45089123,0.00199977,0.06341385,0.35193732,0.76046398,0.46969286,0.00000000,0.20672047,0.28959396
-5.55577789,1.33018612,0.00180657,0.05860294,0.32100142,0.68972945,0.43375713,0.00000000,0.19381726,0.27044630
