energy_ev,total_up,B_p_up,B_d_up,Ru_p_up,Ru_d_up,Se_s_up,Se_p_up
-6.00000000,1.87557314,0.10435289,0.00000000,0.79887551,0.72778478,0.01036936,0.86520332
-5.99399700,1.91554468,0.10591069,0.00000000,0.81475298,0.74515753,0.01081379,0.88460818
-5.98799400,1.95333679,0.10760376,0.00000000,0.82971658,0.76188824,0.01125209,0.90261216
-5.98199100,1.98873741,0.10944425,0.00000000,0.84365111,0.77789433,0.01168280,0.91907845
-5.97598799,2.02153969,0.11144203,0.00000000,0.85645048,0.79309162,0.01210466,0.93387545
-5.96998499,2.05154147,0.11360438,0.00000000,0.86801814,0.80739413,0.01251669,0.94687699
-5.96398199,2.07854603,0.11593585,0.00000000,0.87826766,0.82071443,0.01291828,0.95796321
-5.95797899,2.10236453,0.11843817,0.00000000,0.88712340,0.83296481,0.01330923,0.96702221
-5.95197599,2.12281997,0.12111030,0.00000000,0.89452145,0.84405901,0.01368990,0.97395246
-5.94597299,2.13975263,0.12394854,0.00000000,0.90041080,0.85391477,0.01406125,0.97866586
-5.93996998,2.15302682,0.12694683,0.00000000,0.90475456,0.86245679,0.01442495,0.98109137
-5.93396698,2.16253834,0.13009702,0.00000000,0.90753126,0.86962024,0.01478341,0.98117901
-5.92796398,2.16822244,0.13338929,0.00000000,0.90873615,0.87535446,0.01513988,0.97890392
-5.92196098,2.17006144,0.13681254,0.00000000,0.90838225,0.87962667,0.01549840,0.97427026
-5.91595798,2.16809168,0.14035483,0.00000000,0.90650112,0.88242551,0.01586377,0.96731453
-5.90995498,2.16240902,0.14400379,0.00000000,0.90314318,0.88376404,0.01624151,0.95810830
-5.90395198,2.15317255,0.14774704,0.00000000,0.89837755,0.88368218,0.01663769,0.94675969
-5.89794897,2.14060600,0.15157243,0.00000000,0.89229125,0.88224818,0.01705877,0.93341384
-5.89194597,2.12499666,0.15546834,0.00000000,0.88498785,0.87955907,0.01751138,0.91825188
-5.88594297,2.10669154,0.15942377,0.00000000,0.87658554,0.87574010,0.01800205,0.90148861
-5.87993997,2.08609107,0.16342839,0.00000000,0.86721468,0.87094288,0.01853691,0.88336882
-5.87393697,2.06364030,0.16747248,0.00000000,0.85701502,0.86534255,0.01912136,0.86416231
-5.86793397,2.03981813,0.17154675,0.00000000,0.84613266,0.85913385,0.01975981,0.84415800
-5.86193097,2.01512506,0.17564212,0.00000000,0.83471694,0.85252640,0.02045529,0.82365718
-5.85592796,1.99007003,0.17974944,0.00000000,0.82291755,0.84573933,0.02120924,0.80296636
-5.84992496,1.96515704,0.18385918,0.00000000,0.81088184,0.83899557,0.02202124,0.78238996
-5.84392196,1.94087222,0.18796116,0.00000000,0.79875272,0.83251600,0.02288886,0.76222319
-5.83791896,1.91767207,0.19204436,0.00000000,0.78666703,0.82651389,0.02380758,0.74274553
-5.83191596,1.89597331,0.19609674,0.00000000,0.77475472,0.82118971,0.02477074,0.72421491
-5.82591296,1.87614503,0.20010526,0.00000000,0.76313868,0.81672672,0.02576968,0.70686301
-5.81990995,1.85850319,0.20405600,0.00000000,0.75193526,0.81328740,0.02679391,0.69089167
-5.81390695,1.84330785,0.20793438,0.00000000,0.74125535,0.81101095,0.02783135,0.67647063
-5.80790395,1.83076300,0.21172562,0.00000000,0.73120604,0.81001182,0.02886874,0.66373651
-5.80190095,1.82101879,0.21541518,0.00000000,0.72189238,0.81037939,0.02989204,0.65279306
-5.79589795,1.81417588,0.21898939,0.00000000,0.71341933,0.81217851,0.03088689,0.64371241
-5.78989495,1.81029140,0.22243605,0.00000000,0.70589349,0.81545100,0.03183915,0.63653730
-5.78389195,1.80938585,0.22574501,0.00000000,0.69942438,0.82021761,0.03273540,0.63128397
-5.77788894,1.81145052,0.22890875,0.00000000,0.69412512,0.82648052,0.03356345,0.62794540
-5.77188594,1.81645456,0.23192271,0.00000000,0.69011229,0.83422589,0.03431276,0.62649482
-5.76588294,1.82435136,0.23478553,0.00000000,0.68750482,0.84342620,0.03497489,0.62688910
-5.75987994,1.83508348,0.23749903,0.00000000,0.68642191,0.85404245,0.03554378,0.62907184
-5.75387694,1.84858604,0.24006798,0.00000000,0.68697987,0.86602558,0.03601599,0.63297599
-5.74787394,1.86478804,0.24249959,0.00000000,0.68928811,0.87931745,0.03639079,0.63852594
-5.74187094,1.88361186,0.24480280,0.00000000,0.69344430,0.89385097,0.03667021,0.64563887
-5.73586793,1.90497080,0.24698740,0.00000000,0.69952906,0.90954968,0.03685893,0.65422548
-5.72986493,1.92876514,0.24906301,0.00000000,0.70760034,0.92632662,0.03696406,0.66419006
-5.72386193,1.95487699,0.25103806,0.00000000,0.71768795,0.94408299,0.03699488,0.67543007
-5.71785893,1.98316456,0.25291870,0.00000000,0.72978855,0.96270642,0.03696249,0.68783531
-5.71185593,2.01345649,0.25470801,0.00000000,0.74386143,0.98206949,0.03687936,0.70128684
-5.70585293,2.04554667,0.25640527,0.00000000,0.75982547,1.00202846,0.03675888,0.71565597
-5.69984992,2.07919044,0.25800563,0.00000000,0.77755764,1.02242274,0.03661490,0.73080327
-5.69384692,2.11410253,0.25950007,0.00000000,0.79689309,1.04307508,0.03646127,0.74657804
-5.68784392,2.14995709,0.26087579,0.00000000,0.81762718,1.06379280,0.03631134,0.76281829
-5.68184092,2.18639042,0.26211692,0.00000000,0.83951947,1.08437022,0.03617758,0.77935126
