energy_ev,total_up,total_down,Ag_p_up,Ag_p_down,Ag_d_up,Ag_d_down,C_s_up,C_s_down,C_p_up,C_p_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93996998,4.26158150,-3.90186625,1.11634991,-1.06896239,2.55392462,-2.45971793,0.00682021,-0.00559856,0.34152539,-0.28579725,0.72738922,-0.66453692,0.66944824,-0.44642428,0.03228273,-0.03682793,0.48362942,-0.46907932
-5.93396698,4.23773998,-3.89369929,1.11007482,-1.06739334,2.53506012,-2.46138783,0.00730559,-0.00592349,0.33779022,-0.27960240,0.72082896,-0.65968018,0.67015335,-0.44203369,0.03127651,-0.03597744,0.48320004,-0.47005646
-5.92796398,4.21048405,-3.88747598,1.10358066,-1.06644653,2.51612191,-2.46392988,0.00782379,-0.00628346,0.33283565,-0.27333206,0.71304932,-0.65442995,0.66830598,-0.43808962,0.03030559,-0.03510310,0.48253771,-0.47189650
-5.92196098,4.18038220,-3.88292397,1.09705337,-1.06604176,2.49753940,-2.46714960,0.00837428,-0.00667938,0.32669889,-0.26703656,0.70418531,-0.64883083,0.66393795,-0.43460243,0.02937736,-0.03420729,0.48168854,-0.47447494
-5.91595798,4.14809167,-3.87992601,1.09068151,-1.06613124,2.47975601,-2.47095289,0.00895604,-0.00711208,0.31944193,-0.26077959,0.69440020,-0.64296317,0.65713243,-0.43159526,0.02849842,-0.03329451,0.48070794,-0.47768004
-5.90995498,4.11432278,-3.87851515,1.08464568,-1.06669763,2.46320622,-2.47534337,0.00956743,-0.00758217,0.31114951,-0.25463665,0.68387749,-0.63693933,0.64801976,-0.42910318,0.02767438,-0.03237114,0.47965589,-0.48141448
-5.90395198,4.07979975,-3.87885686,1.07910765,-1.06774902,2.44829117,-2.48041134,0.01020614,-0.00808996,0.30192636,-0.24869257,0.67281184,-0.63089761,0.63677202,-0.42717115,0.02690972,-0.03144520,0.47859191,-0.48559549
-5.89794897,4.04521995,-3.88121937,1.07419976,-1.06931122,2.43535435,-2.48631509,0.01086911,-0.00863530,0.29189374,-0.24303836,0.66139964,-0.62499424,0.62359640,-0.42585068,0.02620759,-0.03052593,0.47756997,-0.49015348
-5.89194597,4.01121375,-3.88593422,1.07001521,-1.07141780,2.42465833,-2.49325596,0.01155243,-0.00921742,0.28118561,-0.23776732,0.64982955,-0.61939382,0.60872775,-0.42519567,0.02556976,-0.02962330,0.47663378,-0.49502937
-5.88594297,3.97830713,-3.89334965,1.06659978,-1.07409867,2.41636427,-2.50144866,0.01225139,-0.00983485,0.26994439,-0.23297080,0.63827360,-0.61425878,0.59242059,-0.42525745,0.02499653,-0.02874752,0.47581259,-0.50017095
-5.87993997,3.94688908,-3.90378001,1.06394549,-1.07736798,2.41051514,-2.51108901,0.01296043,-0.01048525,0.25831663,-0.22873377,0.62687922,-0.60973850,0.57494089,-0.42607936,0.02448669,-0.02790851,0.47511775,-0.50552855
-5.87393697,3.91718561,-3.91745447,1.06198669,-1.08121226,2.40702389,-2.52232129,0.01367318,-0.01116535,0.24644865,-0.22513034,0.61576268,-0.60595874,0.55655801,-0.42769133,0.02403753,-0.02711538,0.47454034,-0.51105039
-5.86793397,3.88924187,-3.93446855,1.06059883,-1.08557955,2.40566738,-2.53520730,0.01438254,-0.01187085,0.23448248,-0.22221958,0.60500418,-0.60301192,0.53753705,-0.43010451,0.02364491,-0.02637593,0.47404985,-0.51667799
-5.86193097,3.86291351,-3.95474184,1.05960004,-1.09037058,2.40608663,-2.54969953,0.01508080,-0.01259645,0.22255207,-0.22004178,0.59464497,-0.60094894,0.51813190,-0.43330664,0.02330333,-0.02569624,0.47359408,-0.52234213
-5.85592796,3.83786778,-3.97798473,1.05875568,-1.09543248,2.40779357,-2.56562017,0.01575976,-0.01333579,0.21078012,-0.21861539,0.58468636,-0.59977297,0.49857925,-0.43725808,0.02300607,-0.02508031,0.47310026,-0.52795946
-5.84992496,3.81359459,-4.00367672,1.05778549,-1.10055581,2.41018438,-2.58264766,0.01641088,-0.01408162,0.19927547,-0.21793476,0.57509100,-0.59943560,0.47909371,-0.44188907,0.02274534,-0.02452987,0.47247734,-0.53343037
-5.84392196,3.78942695,-4.03105796,1.05637336,-1.10547510,2.41255880,-2.60031178,0.01702551,-0.01482581,0.18813120,-0.21796887,0.56578600,-0.59983569,0.45986416,-0.44709825,0.02251252,-0.02404419,0.47161931,-0.53863801
-5.83791896,3.76457011,-4.05913506,1.05417897,-1.10987311,2.41414474,-2.61799797,0.01759506,-0.01555960,0.17742357,-0.21866112,0.55666788,-0.60082085,0.44105144,-0.45275276,0.02229838,-0.02362010,0.47040942,-0.54344888
-5.83191596,3.73813778,-4.08670124,1.05085109,-1.11338876,2.41412732,-2.63496089,0.01811127,-0.01627375,0.16721159,-0.21993012,0.54760906,-0.60219172,0.42278727,-0.45868973,0.02209333,-0.02325209,0.46872508,-0.54771473
-5.82591296,3.70919408,-4.11236997,1.04604175,-1.11562839,2.41168081,-2.65034658,0.01856638,-0.01695879,0.15753746,-0.22167169,0.53846545,-0.60370865,0.40517453,-0.46471954,0.02188778,-0.02293250,0.46644324,-0.55127604
-5.81990995,3.67679893,-4.13462080,1.03942062,-1.11617971,2.40600240,-2.66322225,0.01895341,-0.01760525,0.14842757,-0.22376179,0.52908485,-0.60510067,0.38828854,-0.47063040,0.02167236,-0.02265187,0.46344596,-0.55396658
-5.81390695,3.64005503,-4.15185488,1.03068916,-1.11462789,2.39634607,-2.67261221,0.01926630,-0.01820399,0.13989419,-0.22606031,0.51931563,-0.60607603,0.37217944,-0.47619435,0.02143829,-0.02239928,0.45962595,-0.55561911
-5.80790395,3.59815412,-4.16245746,1.01959360,-1.11057284,2.38205525,-2.67753785,0.01950019,-0.01874640,0.13193754,-0.22841573,0.50901540,-0.60633405,0.35687534,-0.48117432,0.02117771,-0.02216285,0.45489179,-0.55607165
-5.80190095,3.55042043,-4.16486417,1.00593648,-1.10364681,2.36259264,-2.67705980,0.01965147,-0.01922466,0.12454827,-0.23067026,0.49805905,-0.60557751,0.34238614,-0.48533208,0.02088393,-0.02193022,0.44917269,-0.55517424
-5.79589795,3.49634948,-4.15762760,0.98958603,-1.09353132,2.33756613,-2.67031988,0.01971802,-0.01963201,0.11771014,-0.23266534,0.48634608,-0.60352501,0.32870770,-0.48843654,0.02055174,-0.02168906,0.44242252,-0.55279554
-5.78989495,3.43564040,-4.13948091,0.97048311,-1.07997256,2.30674943,-2.65658068,0.01969919,-0.01996288,0.11140283,-0.23424729,0.47380665,-0.59992276,0.31582630,-0.49027230,0.02017765,-0.02142758,0.43462293,-0.54882911
-5.78389195,3.36822045,-4.10939512,0.94864546,-1.06279439,2.27009680,-2.63526074,0.01959591,-0.02021307,0.10560462,-0.23527279,0.46040631,-0.59455508,0.30372306,-0.49064789,0.01976007,-0.02113500,0.42578552,-0.54319892
-5.77788894,3.29426070,-4.06662746,0.92416902,-1.04190841,2.22775098,-2.60596365,0.01941066,-0.02037984,0.10029499,-0.23561409,0.44614909,-0.58725342,0.29237827,-0.48940332,0.01929948,-0.02080202,0.41595295,-0.53586380
-5.77188594,3.21418230,-4.01075834,0.89722649,-1.01732040,2.18004427,-2.56849952,0.01914741,-0.02046194,0.09545697,-0.23516360,0.43107906,-0.57790314,0.28177526,-0.48641674,0.01879847,-0.02042115,0.40519888,-0.52682057
-5.76588294,3.12865309,-3.94171560,0.86806300,-0.98913302,2.12749254,-2.52289812,0.01881151,-0.02045958,0.09107905,-0.23383775,0.41528017,-0.56644817,0.27190397,-0.48160982,0.01826179,-0.01998701,0.39362690,-0.51610574
-5.75987994,3.03857478,-3.85978479,0.83698942,-0.95754460,2.07078247,-2.46941301,0.01840959,-0.02037443,0.08715681,-0.23158001,0.39887462,-0.55289313,0.26276372,-0.47495161,0.01769628,-0.01949655,0.38136836,-0.50379567
-5.75387694,2.94506118,-3.76560577,0.80437337,-0.92284426,2.01075262,-2.40851692,0.01794930,-0.02020943,0.08369397,-0.22836286,0.38201973,-0.53730307,0.25436549,-0.46646072,0.01711073,-0.01894914,0.36857924,-0.49000511
-5.74787394,2.84940855,-3.66015578,0.77062843,-0.88540347,1.94836899,-2.34088865,0.01743919,-0.01996870,0.08070307,-0.22418878,0.36490369,-0.51980088,0.24673329,-0.45620586,0.01651569,-0.01834661,0.35543621,-0.47488443
-5.74187094,2.75305899,-3.54472052,0.73620214,-0.84566488,1.88469602,-2.26739255,0.01688838,-0.01965734,0.07820555,-0.21909011,0.34774022,-0.50056260,0.23990482,-0.44430448,0.01592320,-0.01769316,0.34213194,-0.45861542
-5.73586793,2.65755853,-3.42085476,0.70156294,-0.80412865,1.82086417,-2.18905172,0.01630636,-0.01928127,0.07623144,-0.21312798,0.33076254,-0.47981103,0.23393133,-0.43091990,0.01534647,-0.01699527,0.32886993,-0.44140611
-5.72986493,2.56451118,-3.29033464,0.66718690,-0.76133731,1.75803520,-2.10701634,0.01570272,-0.01884700,0.07481850,-0.20639028,0.31421681,-0.45780784,0.22887657,-0.41625680,0.01479951,-0.01626146,0.31585891,-0.42348478
-5.72386193,2.47553075,-3.15510410,0.63354443,-0.71785965,1.69736641,-2.02252876,0.01508686,-0.01836144,0.07401105,-0.19898877,0.29835534,-0.43484487,0.22481515,-0.40055549,0.01429668,-0.01550201,0.30330705,-0.40509338
-5.71785893,2.39219197,-3.01721786,0.60108753,-0.67427453,1.63997502,-1.93688688,0.01446778,-0.01783174,0.07385827,-0.19105559,0.28342978,-0.41123481,0.22183002,-0.38408507,0.01385229,-0.01472870,0.29141616,-0.38648087
-5.71185593,2.31598246,-2.87878325,0.57023793,-0.63115514,1.58690389,-1.85140743,0.01385383,-0.01726512,0.07441231,-0.18273923,0.26968449,-0.38730181,0.22000945,-0.36713588,0.01348012,-0.01395446,0.28037600,-0.36789644
-5.70585293,2.24825726,-2.74190329,0.54137644,-0.58905435,1.53908971,-1.76739042,0.01325253,-0.01666873,0.07572608,-0.17420018,0.25735032,-0.36337244,0.21944343,-0.35001138,0.01319295,-0.01319304,0.27035897,-0.34958325
-5.69984992,2.19019704,-2.60862286,0.51483377,-0.54849169,1.49733456,-1.68608602,0.01267037,-0.01604950,0.07785083,-0.16560637,0.24663886,-0.33976718,0.22021965,-0.33302002,0.01300209,-0.01245865,0.26151515,-0.33177255
-5.69384692,2.14277151,-2.48087943,0.49088303,-0.50994220,1.46228170,-1.60866475,0.01211273,-0.01541412,0.08083367,-0.15712868,0.23773737,-0.31679291,0.22241928,-0.31646704,0.01291700,-0.01176561,0.25396804,-0.31467857
-5.68784392,2.10670885,-2.36045977,0.46973398,-0.47382741,1.43439644,-1.53619169,0.01158374,-0.01476894,0.08471504,-0.14893650,0.23080443,-0.29473639,0.22611257,-0.30064679,0.01294486,-0.01112807,0.24781095,-0.29849424
-5.68184092,2.08247226,-2.24896326,0.45152921,-0.44050852,1.41395237,-1.46960506,0.01108632,-0.01411991,0.08952623,-0.14119357,0.22596633,-0.27385901,0.23135457,-0.28583556,0.01309022,-0.01055967,0.24310416,-0.28338781
-5.67583792,2.07024419,-2.14777215,0.43634215,-0.41028184,1.40102360,-1.40969937,0.01062212,-0.01347262,0.09528708,-0.13405421,0.22331438,-0.25439266,0.23818102,-0.27228516,0.01335476,-0.01007325,0.23987312,-0.26950035
-5.66983492,2.06991875,-2.05802912,0.42417690,-0.38337616,1.39548294,-1.35711311,0.01019160,-0.01283222,0.10200385,-0.12765991,0.22290295,-0.23653689,0.24660471,-0.26021739,0.01373709,-0.00968060,0.23810742,-0.25694418
-5.66383192,2.08110263,-1.98062159,0.41496994,-0.35995214,1.39700636,-1.31232085,0.00979412,-0.01220347,0.10966757,-0.12213637,0.22474848,-0.22045709,0.25661238,-0.24981956,0.01423258,-0.00939219,0.23776087,-0.24580211
-5.65782891,2.10312450,-1.91617266,0.40859343,-0.34010313,1.40508329,-1.27562925,0.00942804,-0.01159069,0.11825265,-0.11759109,0.22882922,-0.20628373,0.26816238,-0.24124093,0.01483343,-0.00921697,0.23875260,-0.23612745
-5.65182591,2.13505282,-1.86503815,0.40486007,-0.32385750,1.41903277,-1.24717702,0.00909087,-0.01099779,0.12771609,-0.11411134,0.23508596,-0.19411229,0.28118324,-0.23459029,0.01552867,-0.00916214,0.24096903,-0.22794473
-5.64582291,2.17572162,-1.82730904,0.40352940,-0.31118191,1.43802479,-1.22693801,0.00877946,-0.01042827,0.13799726,-0.11176273,0.24342344,-0.18400401,0.29557324,-0.22993451,0.01630438,-0.00923295,0.24426698,-0.22125088
-5.63981991,2.22376363,-1.80281895,0.40431525,-0.30198548,1.46110636,-1.21472749,0.00849015,-0.00988515,0.14901822,-0.11058816,0.25371266,-0.17598706,0.31120109,-0.22729813,0.01714397,-0.00943254,0.24847749,-0.21601704
-5.63381691,2.27765003,-1.79115612,0.40689430,-0.29612451,1.48723153,-1.21021109,0.00821897,-0.00937099,0.16068482,-0.11060730,0.26579391,-0.17005814,0.32790777,-0.22666390,0.01802858,-0.00976175,0.25341066,-0.21219061
-5.62781391,2.33573574,-1.79167937,0.41091535,-0.29340772,1.51529455,-1.21291619,0.00796182,-0.00888786,0.17288833,-0.11181642,0.27948051,-0.16618433,0.34550954,-0.22797423,0.01893756,-0.01021899,0.25886099,-0.20969768
-5.62181091,2.39630896,-1.80353784,0.41600927,-0.29360165,1.54416523,-1.22224565,0.00771462,-0.00843729,0.18550781,-0.11418878,0.29456317,-0.16430523,0.36380210,-0.23113352,0.01984898,-0.01080017,0.26461343,-0.20844569
-5.61580790,2.45764366,-1.82569420,0.42179926,-0.29643647,1.57272540,-1.23749361,0.00747350,-0.00802023,0.19841301,-0.11767539,0.31081498,-0.16433521,0.38256568,-0.23601121,0.02074033,-0.01149857,0.27044973,-0.20832629
-5.60980490,2.51805342,-1.85695100,0.42791119,-0.30161183,1.59990540,-1.25786320,0.00723489,-0.00763707,0.21146782,-0.12220621,0.32799674,-0.16616584,0.40157114,-0.24244559,0.02158915,-0.01230485,0.27615504,-0.20921828
-5.60380190,2.57594493,-1.89598002,0.43398380,-0.30880295,1.62471950,-1.28248620,0.00699570,-0.00728756,0.22453404,-0.12769181,0.34586272,-0.16966858,0.42058665,-0.25024827,0.02237372,-0.01320711,0.28152453,-0.21099071
-5.59779890,2.62986950,-1.94135437,0.43967848,-0.31766690,1.64629908,-1.31044412,0.00675333,-0.00697088,0.23747555,-0.13402546,0.36416654,-0.17469761,0.43938489,-0.25920916,0.02307377,-0.01419095,0.28636982,-0.21350604
-5.59179590,2.67857079,-1.99158289,0.44468834,-0.32784903,1.66392241,-1.34079082,0.00650578,-0.00668559,0.25016242,-0.14108573,0.38266704,-0.18109292,0.45775040,-0.26910197,0.02367115,-0.01523966,0.29052496,-0.21662330
-5.58579290,2.72102711,-2.04514644,0.44874639,-0.33898956,1.67704021,-1.37257603,0.00625168,-0.00642968,0.26247509,-0.14873935,0.40113410,-0.18868375,0.47548678,-0.27969009,0.02415041,-0.01633450,0.29385188,-0.22020128
-5.57978989,2.75648679,-2.10053561,0.45163254,-0.35073038,1.68529580,-1.40486960,0.00599028,-0.00620064,0.27430821,-0.15684461,0.41935397,-0.19729226,0.49242349,-0.29073264,0.02449940,-0.01745502,0.29624502,-0.22410166
-5.57378689,2.78449522,-2.15628896,0.45317932,-0.36272187,1.68853931,-1.43678582,0.00572143,-0.00599551,0.28557407,-0.16525502,0.43713423,-0.20673747,0.50842189,-0.30199071,0.02470962,-0.01857952,0.29763501,-0.22819205
-5.56778389,2.80491244,-2.21103102,0.45327608,-0.37462978,1.68683533,-1.46750732,0.00544557,-0.00581097,0.29620549,-0.17382321,0.45430797,-0.21683945,0.52338030,-0.31323357,0.02477661,-0.01968551,0.29799131,-0.23234889
-5.56178089,2.81792054,-2.26350908,0.45187161,-0.38614198,1.68046355,-1.49630790,0.00516366,-0.00564345,0.30615784,-0.18240496,0.47073711,-0.22742366,0.53723768,-0.32424467,0.02470009,-0.02075029,0.29732358,-0.23646021
-5.55577789,2.82402041,-2.31262773,0.44897516,-0.39697491,1.66991237,-1.52257353,0.00487711,-0.00548924,0.31541026,-0.19086337,0.48631489,-0.23832528,0.54997591,-0.33482728,0.02448400,-0.02175159,0.29568193,-0.24042800
-5.54977489,2.82401768,-2.35747990,0.44465577,-0.40687960,1.65586554,-1.54582091,0.00458771,-0.00534460,0.32396596,-0.19907277,0.50096713,-0.24939343,0.56162034,-0.34480963,0.02413644,-0.02266817,0.29315581,-0.24417044
-5.54377189,2.81899822,-2.39737343,0.43904005,-0.41564705,1.63918219,-1.56571284,0.00429753,-0.00520591,0.33185142,-0.20692251,0.51465246,-0.26049508,0.57223873,-0.35404936,0.02366934,-0.02348048,0.28987178,-0.24762365
-5.53776888,2.81029395,-2.43185217,0.43230849,-0.42311274,1.62087084,-1.58206977,0.00400887,-0.00506975,0.33911466,-0.21432025,0.52736145,-0.27151850,0.58193829,-0.36243717,0.02309818,-0.02417130,0.28599007,-0.25074300
-5.53176588,2.79943987,-2.46071043,0.42469041,-0.42916010,1.60205824,-1.59487699,0.00372415,-0.00493301,0.34582254,-0.22119483,0.53911458,-0.28237599,0.59086124,-0.36989946,0.02244143,-0.02472629,0.28170010,-0.25350409
-5.52576288,2.78812393,-2.48400029,0.41645779,-0.43372279,1.58395387,-1.60428705,0.00344582,-0.00479302,0.35205726,-0.22749830,0.54995923,-0.29300588,0.59917877,-0.37639997,0.02172002,-0.02513449,0.27721520,-0.25590308
-5.51975988,2.77813113,-2.50203112,0.40791814,-0.43678563,1.56781152,-1.61061699,0.00317632,-0.00464759,0.35791207,-0.23320734,0.55996581,-0.30337342,0.60708378,-0.38194028,0.02095666,-0.02538874,0.27276648,-0.25795657
-5.51375688,2.77128405,-2.51536095,0.39940664,-0.43838408,1.55488887,-1.61434050,0.00291799,-0.00449507,0.36348662,-0.23832371,0.56922315,-0.31347073,0.61478261,-0.38655913,0.02017516,-0.02548592,0.26859631,-0.25970097
-5.50775388,2.76938168,-2.52477991,0.39127786,-0.43860231,1.54640668,-1.61607476,0.00267303,-0.00433441,0.36888181,-0.24287386,0.57783343,-0.32331560,0.62248618,-0.39033069,0.01939970,-0.02542713,0.26495144,-0.26119130
-5.50175088,2.77413862,-2.53128585,0.38389709,-0.43756977,1.54350880,-1.61656246,0.00244344,-0.00416513,0.37419483,-0.24690765,0.58590671,-0.33294924,0.63040085,-0.39336171,0.01865417,-0.02521769,0.26207594,-0.26249950
-5.49574787,2.78712702,-2.53605288,0.37763177,-0.43545649,1.54722431,-1.61664922,0.00223101,-0.00398734,0.37951412,-0.25049620,0.59355560,-0.34243295,0.63871950,-0.39578768,0.01796148,-0.02486695,0.26020440,-0.26371231
-5.48974487,2.80972295,-2.54039363,0.37284289,-0.43246715,1.55843317,-1.61725718,0.00203727,-0.00380167,0.38491499,-0.25372904,0.60088998,-0.35184409,0.64761309,-0.39776826,0.01734298,-0.02438807,0.25955523,-0.26492866
-5.48374187,2.84305936,-2.54571660,0.36987681,-0.42883413,1.57783640,-1.61935539,0.00186349,-0.00360928,0.39045576,-0.25671055,0.60801223,-0.36127131,0.65722320,-0.39948194,0.01681791,-0.02379752,0.26032459,-0.26625677
-5.47773887,2.88798701,-2.55347971,0.36905740,-0.42480992,1.60593185,-1.62392801,0.00171068,-0.00341172,0.39617475,-0.25955599,0.61501313,-0.37080939,0.66765578,-0.40112033,0.01640299,-0.02311465,0.26268084,-0.26781093
-5.47173587,2.94504488,-2.56514184,0.37067874,-0.42065894,1.64299637,-1.63194125,0.00157956,-0.00321092,0.40208837,-0.26238723,0.62196858,-0.38055401,0.67897652,-0.40288211,0.01611206,-0.02236097,0.26675978,-0.26970813
-5.46573287,3.01444090,-2.58211388,0.37499848,-0.41664936,1.68907495,-1.64431018,0.00147062,-0.00300904,0.40819019,-0.26532833,0.62893726,-0.39059668,0.69120785,-0.40496708,0.01595588,-0.02155952,0.27266070,-0.27206450
-5.45972986,3.09604365,-2.60571104,0.38223175,-0.41304491,1.74397725,-1.66186652,0.00138409,-0.00280845,0.41445127,-0.26850122,0.63595941,-0.40102005,0.70432785,-0.40757017,0.01594203,-0.02073414,0.28044344,-0.27499183
-5.45372686,3.18938518,-2.63710812,0.39254589,-0.41009730,1.80728152,-1.68532860,0.00131995,-0.00261158,0.42082162,-0.27202166,0.64305662,-0.41189406,0.71827101,-0.41087601,0.01607483,-0.01990875,0.29012630,-0.27859414
-5.44772386,3.29367472,-2.67729922,0.40605591,-0.40803921,1.87834582,-1.71527449,0.00127796,-0.00242089,0.42723269,-0.27599559,0.65023270,-0.42327282,0.73293076,-0.41505389,0.01635549,-0.01910664,0.30168507,-0.28296442
-5.44172086,3.40782254,-2.72706339,0.42282068,-0.40707838,1.95632608,-1.75211932,0.00125770,-0.00223875,0.43360087,-0.28051607,0.65747553,-0.43519268,0.74816370,-0.42025341,0.01678223,-0.01834981,0.31505296,-0.28818169
-5.43571786,3.53047312,-2.78693743,0.44284008,-0.40739276,2.04020040,-1.79609772,0.00125852,-0.00206742,0.43983172,-0.28566078,0.66475960,-0.44767134,0.76379520,-0.42660091,0.01735055,-0.01765846,0.33012160,-0.29430837
-5.42971486,3.66004598,-2.85719670,0.46605294,-0.40912695,2.12879854,-1.84725199,0.00127959,-0.00190895,0.44582477,-0.29149031,0.67204925,-0.46070809,0.77962609,-0.43419667,0.01805352,-0.01705043,0.34674291,-0.30138814
-5.42371186,3.79478286,-2.93784459,0.49233604,-0.41239009,2.22083574,-1.90542662,0.00131993,-0.00176518,0.45147860,-0.29804709,0.67930229,-0.47428507,0.79544019,-0.44311300,0.01888213,-0.01654090,0.36473190,-0.30944428
-5.41770885,3.93279914,-3.02861095,0.52150404,-0.41725503,2.31494936,-1.97026930,0.00137835,-0.00163767,0.45669600,-0.30535503,0.68647364,-0.48836947,0.81101221,-0.45339308,0.01982568,-0.01614214,0.38387026,-0.31847854
-5.41170585,4.07213767,-3.12895952,0.55331067,-0.42375891,2.40973725,-2.04123862,0.00145352,-0.00152773,0.46138879,-0.31341977,0.69351903,-0.50291631,0.82611570,-0.46505064,0.02087214,-0.01586339,0.40391070,-0.32847066
-5.40570285,4.21082306,-3.23810380,0.58745102,-0.43190501,2.50379625,-2.11761812,0.00154394,-0.00143636,0.46548228,-0.32222945,0.70039819,-0.51787171,0.84053076,-0.47807030,0.02200857,-0.01571085,0.42458195,-0.33937839
-5.39969985,4.34691447,-3.35503081,0.62356515,-0.44166562,2.59575968,-2.19853625,0.00164796,-0.00136431,0.46891899,-0.33175592,0.70707765,-0.53317626,0.85405108,-0.49240853,0.02322149,-0.01568783,0.44559426,-0.35113814
-5.39369685,4.47855511,-3.47853163,0.66124306,-0.45298602,2.68433228,-2.28299158,0.00176377,-0.00131203,0.47166149,-0.34195623,0.71353275,-0.54876829,0.86649018,-0.50799513,0.02449726,-0.01579497,0.46664532,-0.36366627
-5.38769385,4.60401708,-3.60723762,0.70003104,-0.46578897,2.76832167,-2.36988228,0.00188941,-0.00127975,0.47369428,-0.35277428,0.71974890,-0.56458672,0.87768663,-0.52473509,0.02582236,-0.01603052,0.48742650,-0.37686073
-5.38169085,4.72173996,-3.73966063,0.73943937,-0.47997990,2.84666517,-2.45803872,0.00202278,-0.00126744,0.47502463,-0.36414256,0.72572208,-0.58057328,0.88750811,-0.54251076,0.02718375,-0.01639078,0.50762920,-0.39060335
-5.37568784,4.83036270,-3.87423579,0.77895136,-0.49545221,2.91845139,-2.54625806,0.00216167,-0.00127487,0.47568240,-0.37598387,0.73145839,-0.59667395,0.89585434,-0.56118425,0.02856906,-0.01687046,0.52695129,-0.40476238
-5.36968484,4.92874779,-4.00936519,0.81803358,-0.51209264,2.98293604,-2.63333926,0.00230377,-0.00130161,0.47571886,-0.38821280,0.73697313,-0.61283951,0.90265878,-0.58059987,0.02996680,-0.01746315,0.54510329,-0.41919540
-5.36368184,5.01599776,-4.14346064,0.85614714,-0.52978633,3.03955166,-2.71811737,0.00244667,-0.00134708,0.47520474,-0.40073715,0.74228912,-0.62902514,0.90788938,-0.60058677,0.03136653,-0.01816178,0.56181440,-0.43375240
-5.35767884,5.09146409,-4.27498405,0.89275977,-0.54842151,3.08791149,-2.79949555,0.00258795,-0.00141050,0.47422752,-0.41345913,0.74743477,-0.64518909,0.91154834,-0.62096148,0.03275898,-0.01895899,0.57683800,-0.44827903
-5.35167584,5.15474890,-4.40248391,0.92735831,-0.56789338,3.12780758,-2.87647371,0.00272514,-0.00149099,0.47288831,-0.42627623,0.75244196,-0.66129060,0.91367110,-0.64153047,0.03413603,-0.01984753,0.58995666,-0.46261973
-5.34567284,5.20569999,-4.52462652,0.95946145,-0.58810724,3.15920378,-2.94817251,0.00285584,-0.00158750,0.47129834,-0.43908203,0.75734402,-0.67728722,0.91432478,-0.66209270,0.03549083,-0.02082056,0.60098640,-0.47662086
