energy_ev,total_up,Cd_p_up,Cd_d_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up
-6.00000000,0.25615457,0.21928215,0.03414819,0.04518040,0.00000000,0.01676231,0.10096278
-5.99399700,0.24830308,0.19345482,0.03471721,0.04191233,0.00000000,0.02031641,0.09561541
-5.98799400,0.24624031,0.17164092,0.03613674,0.03956087,0.00000000,0.02445497,0.09245945
-5.98199100,0.25010026,0.15374167,0.03844222,0.03812563,0.00000000,0.02923363,0.09152883
-5.97598799,0.25996951,0.13961973,0.04166260,0.03759747,0.00000000,0.03470475,0.09283999
-5.96998499,0.27588584,0.12910784,0.04581927,0.03795925,0.00000000,0.04091521,0.09639254
-5.96398199,0.29783492,0.12201635,0.05092474,0.03918631,0.00000000,0.04790398,0.10216918
-5.95797899,0.32574540,0.11813935,0.05698113,0.04124668,0.00000000,0.05569963,0.11013489
-5.95197599,0.35948265,0.11725927,0.06397848,0.04410100,0.00000000,0.06431768,0.12023554
-5.94597299,0.39884159,0.11915019,0.07189303,0.04770239,0.00000000,0.07375812,0.13239586
-5.93996998,0.44353924,0.12357979,0.08068551,0.05199611,0.00000000,0.08400306,0.14651725
-5.93396698,0.49320775,0.13031035,0.09029963,0.05691923,0.00000000,0.09501468,0.16247546
-5.92796398,0.54738850,0.13909887,0.10066092,0.06240039,0.00000000,0.10673368,0.18011836
-5.92196098,0.60552831,0.14969686,0.11167598,0.06835972,0.00000000,0.11907817,0.19926433
-5.91595798,0.66697814,0.16184983,0.12323227,0.07470901,0.00000000,0.13194341,0.21970117
-5.90995498,0.73099524,0.17529706,0.13519862,0.08135225,0.00000000,0.14520217,0.24118615
-5.90395198,0.79674889,0.18977170,0.14742641,0.08818655,0.00000000,0.15870601,0.26344702
-5.89794897,0.86333036,0.20500156,0.15975163,0.09510347,0.00000000,0.17228744,0.28618448
-5.89194597,0.92976684,0.22071072,0.17199759,0.10199081,0.00000000,0.18576288,0.30907587
-5.88594297,0.99503948,0.23662198,0.18397845,0.10873479,0.00000000,0.19893649,0.33178034
-5.87993997,1.05810488,0.25246032,0.19550341,0.11522262,0.00000000,0.21160470,0.35394523
-5.87393697,1.11791964,0.26795713,0.20638131,0.12134529,0.00000000,0.22356132,0.37521357
-5.86793397,1.17346696,0.28285530,0.21642577,0.12700057,0.00000000,0.23460305,0.39523256
-5.86193097,1.22378431,0.29691470,0.22546034,0.13209610,0.00000000,0.24453522,0.41366252
-5.85592796,1.26799124,0.30991813,0.23332368,0.13655223,0.00000000,0.25317750,0.43018619
-5.84992496,1.30531579,0.32167712,0.23987450,0.14030485,0.00000000,0.26036938,0.44451778
-5.84392196,1.33511872,0.33203757,0.24499600,0.14330763,0.00000000,0.26597512,0.45641165
-5.83791896,1.35691405,0.34088465,0.24859961,0.14553391,0.00000000,0.26988807,0.46566986
-5.83191596,1.37038532,0.34814689,0.25062794,0.14697794,0.00000000,0.27203411,0.47214863
-5.82591296,1.37539639,0.35379894,0.25105669,0.14765534,0.00000000,0.27237401,0.47576309
-5.81990995,1.37199656,0.35786306,0.24989551,0.14760296,0.00000000,0.27090470,0.47649024
-5.81390695,1.36041944,0.36040886,0.24718773,0.14687787,0.00000000,0.26765940,0.47436996
-5.80790395,1.34107574,0.36155148,0.24300897,0.14555560,0.00000000,0.26270651,0.46950387
-5.80190095,1.31454028,0.36144801,0.23746471,0.14372777,0.00000000,0.25614742,0.46205227
-5.79589795,1.28153353,0.36029230,0.23068690,0.14149898,0.00000000,0.24811333,0.45222908
-5.78989495,1.24289883,0.35830836,0.22282982,0.13898338,0.00000000,0.23876119,0.44029514
-5.78389195,1.19957603,0.35574252,0.21406528,0.13630073,0.00000000,0.22826900,0.42655008
-5.77788894,1.15257277,0.35285471,0.20457747,0.13357240,0.00000000,0.21683063,0.41132314
-5.77188594,1.10293470,0.34990918,0.19455761,0.13091735,0.00000000,0.20465042,0.39496333
-5.76588294,1.05171574,0.34716520,0.18419870,0.12844818,0.00000000,0.19193777,0.37782927
-5.75987994,0.99994976,0.34486800,0.17369040,0.12626770,0.00000000,0.17890192,0.36027935
-5.75387694,0.94862465,0.34324047,0.16321453,0.12446585,0.00000000,0.16574707,0.34266226
-5.74787394,0.89865975,0.34247601,0.15294099,0.12311735,0.00000000,0.15266812,0.32530853
-5.74187094,0.85088744,0.34273288,0.14302456,0.12228004,0.00000000,0.13984698,0.30852328
-5.73586793,0.80603930,0.34413028,0.13360235,0.12199409,0.00000000,0.12744960,0.29258037
-5.72986493,0.76473717,0.34674646,0.12479223,0.12228200,0.00000000,0.11562385,0.27771806
-5.72386193,0.72748911,0.35061877,0.11669196,0.12314948,0.00000000,0.10449805,0.26413641
-5.71785893,0.69468996,0.35574590,0.10937917,0.12458712,0.00000000,0.09418026,0.25199616
-5.71185593,0.66662612,0.36209187,0.10291200,0.12657270,0.00000000,0.08475821,0.24141921
-5.70585293,0.64348380,0.36959186,0.09733037,0.12907413,0.00000000,0.07629973,0.23249030
-5.69984992,0.62536002,0.37815927,0.09265763,0.13205272,0.00000000,0.06885367,0.22525990
-5.69384692,0.61227550,0.38769382,0.08890257,0.13546672,0.00000000,0.06245106,0.21974788
-5.68784392,0.60418841,0.39809018,0.08606157,0.13927480,0.00000000,0.05710650,0.21594769
-5.68184092,0.60100815,0.40924660,0.08412078,0.14343935,0.00000000,0.05281965,0.21383093
-5.67583792,0.60260831,0.42107310,0.08305816,0.14792941,0.00000000,0.04957664,0.21335175
-5.66983492,0.60883814,0.43349888,0.08284533,0.15272293,0.00000000,0.04735147,0.21445121
-5.66383192,0.61953189,0.44647839,0.08344911,0.15780835,0.00000000,0.04610723,0.21706111
-5.65782891,0.63451579,0.45999592,0.08483270,0.16318531,0.00000000,0.04579716,0.22110735
-5.65182591,0.65361246,0.47406851,0.08695655,0.16886443,0.00000000,0.04636559,0.22651269
-5.64582291,0.67664287,0.48874705,0.08977882,0.17486622,0.00000000,0.04774870,0.23319898
-5.63981991,0.70342613,0.50411572,0.09325558,0.18121907,0.00000000,0.04987518,0.24108883
-5.63381691,0.73377766,0.52028991,0.09734077,0.18795651,0.00000000,0.05266691,0.25010693
-5.62781391,0.76750621,0.53741288,0.10198601,0.19511393,0.00000000,0.05603960,0.26018116
-5.62181091,0.80441071,0.55565165,0.10714041,0.20272481,0.00000000,0.05990355,0.27124360
-5.61580790,0.84427740,0.57519234,0.11275043,0.21081698,0.00000000,0.06416457,0.28323167
-5.60980490,0.88687830,0.59623565,0.11875992,0.21940886,0.00000000,0.06872505,0.29608959
-5.60380190,0.93197134,0.61899264,0.12511045,0.22850613,0.00000000,0.07348535,0.30977016
-5.59779890,0.97930294,0.64368136,0.13174194,0.23809911,0.00000000,0.07834535,0.32423706
-5.59179590,1.02861308,0.67052440,0.13859363,0.24816087,0.00000000,0.08320629,0.33946748
-5.58579290,1.07964300,0.69974770,0.14560551,0.25864640,0.00000000,0.08797278,0.35545522
-5.57978989,1.13214530,0.73158035,0.15271997,0.26949289,0.00000000,0.09255500,0.37221388
-5.57378689,1.18589594,0.76625538,0.15988374,0.28062111,0.00000000,0.09687086,0.38978000
-5.56778389,1.24070723,0.80401113,0.16705002,0.29193790,0.00000000,0.10084827,0.40821584
-5.56178089,1.29644107,0.84509263,0.17418054,0.30333952,0.00000000,0.10442708,0.42761138
-5.55577789,1.35302103,0.88975258,0.18124752,0.31471587,0.00000000,0.10756092,0.44808527
-5.54977489,1.41044224,0.93825111,0.18823529,0.32595510,0.00000000,0.11021859,0.46978422
-5.54377189,1.46877777,0.99085363,0.19514142,0.33694843,0.00000000,0.11238492,0.49288062
-5.53776888,1.52818037,1.04782629,0.20197722,0.34759484,0.00000000,0.11406119,0.51756803
-5.53176588,1.58887866,1.10942838,0.20876746,0.35780532,0.00000000,0.11526487,0.54405444
-5.52576288,1.65116712,1.17590135,0.21554926,0.36750630,0.00000000,0.11602866,0.57255317
-5.51975988,1.71538961,1.24745433,0.22237010,0.37664209,0.00000000,0.11639900,0.60327164
-5.51375688,1.78191656,1.32424635,0.22928484,0.38517613,0.00000000,0.11643388,0.63639813
-5.50775388,1.85111643,1.40636557,0.23635213,0.39309087,0.00000000,0.11620021,0.67208711
-5.50175088,1.92332248,1.49380647,0.24363001,0.40038636,0.00000000,0.11577068,0.71044358
-5.49574787,1.99879646,1.58644586,0.25117108,0.40707752,0.00000000,0.11522038,0.75150726
-5.48974487,2.07769089,1.68401917,0.25901743,0.41319036,0.00000000,0.11462333,0.79523740
-5.48374187,2.16001229,1.78609857,0.26719566,0.41875736,0.00000000,0.11404890,0.84149915
-5.47773887,2.24558755,1.89207441,0.27571216,0.42381227,0.00000000,0.11355860,0.89005239
-5.47173587,2.33403576,2.00114182,0.28454904,0.42838487,0.00000000,0.11320307,0.94054387
-5.46573287,2.42474782,2.11229390,0.29366107,0.43249590,0.00000000,0.11301971,0.99250353
-5.45972986,2.51687564,2.22432301,0.30297363,0.43615259,0.00000000,0.11303081,1.04534555
-5.45372686,2.60933251,2.33583105,0.31238214,0.43934529,0.00000000,0.11324252,1.09837458
-5.44772386,2.70080558,2.44524937,0.32175299,0.44204527,0.00000000,0.11364451,1.15079742
-5.44172086,2.78978074,2.55086856,0.33092594,0.44420401,0.00000000,0.11421044,1.20173987
-5.43571786,2.87457963,2.65087739,0.33971811,0.44575421,0.00000000,0.11489928,1.25026852
-5.42971486,2.95340749,2.74341014,0.34792934,0.44661226,0.00000000,0.11565719,1.29541676
-5.42371186,3.02441029,2.82660048,0.35534873,0.44668233,0.00000000,0.11642017,1.33621400
-5.41770885,3.08573859,2.89864007,0.36176213,0.44586169,0.00000000,0.11711707,1.37171697
-5.41170585,3.13561539,2.95783913,0.36696016,0.44404710,0.00000000,0.11767297,1.40104173
-5.40570285,3.17240462,3.00268654,0.37074646,0.44114176,0.00000000,0.11801273,1.42339501
-5.39969985,3.19467712,3.03190627,0.37294572,0.43706249,0.00000000,0.11806449,1.43810329
-5.39369685,3.20127064,3.04450773,0.37341104,0.43174664,0.00000000,0.11776302,1.44463840
-5.38769385,3.19134092,3.03982710,0.37203044,0.42515838,0.00000000,0.11705269,1.44263817
-5.38169085,3.16440118,3.01755780,0.36873192,0.41729381,0.00000000,0.11588998,1.43192136
-5.37568784,3.12034802,2.97776817,0.36348706,0.40818468,0.00000000,0.11424535,1.41249591
-5.36968484,3.05947237,2.92090552,0.35631285,0.39790042,0.00000000,0.11210452,1.38456029
-5.36368184,2.98245498,2.84778616,0.34727169,0.38654830,0.00000000,0.10946898,1.34849774
-5.35767884,2.89034669,2.75957175,0.33646962,0.37427164,0.00000000,0.10635582,1.30486385
-5.35167584,2.78453449,2.65773312,0.32405286,0.36124625,0.00000000,0.10279682,1.25436803
-5.34567284,2.66669522,2.54400328,0.31020282,0.34767502,0.00000000,0.09883707,1.19784978
-5.33966983,2.53873910,2.42032173,0.29512987,0.33378121,0.00000000,0.09453288,1.13625104
-5.33366683,2.40274606,2.28877273,0.27906627,0.31980053,0.00000000,0.08994949,1.07058582
-5.32766383,2.26089767,2.15152041,0.26225841,0.30597246,0.00000000,0.08515832,1.00190859
-5.32166083,2.11540812,2.01074346,0.24495894,0.29253138,0.00000000,0.08023427,0.93128274
-5.31565783,1.96845693,1.86857227,0.22741904,0.27969767,0.00000000,0.07525286,0.85975060
-5.30965483,1.82212660,1.72703101,0.20988111,0.26766951,0.00000000,0.07028759,0.78830596
-5.30365183,1.67834724,1.58798688,0.19257232,0.25661546,0.00000000,0.06540756,0.71787032
-5.29764882,1.53885039,1.45310804,0.17569906,0.24666845,0.00000000,0.06067532,0.64927336
-5.29164582,1.40513321,1.32383164,0.15944263,0.23792124,0.00000000,0.05614522,0.58323825
-5.28564282,1.27843398,1.20134237,0.14395613,0.23042362,0.00000000,0.05186223,0.52037200
