energy_ev,total_up,Pb_p_up,Pb_d_up,Se_s_up,Se_p_up,Zr_p_up,Zr_d_up
-6.00000000,1.65236355,0.01361465,0.00402539,0.00002467,1.29591515,1.43499416,0.61895928
-5.99399700,1.71495306,0.01502640,0.00417926,0.00002637,1.34190401,1.49437090,0.63291870
-5.98799400,1.77934199,0.01675158,0.00433052,0.00002887,1.38914404,1.55410139,0.64762842
-5.98199100,1.84461528,0.01877750,0.00447664,0.00003210,1.43696419,1.61333958,0.66282826
-5.97598799,1.90985878,0.02108967,0.00461513,0.00003599,1.48469353,1.67124767,0.67826085
-5.96998499,1.97416858,0.02367094,0.00474364,0.00004050,1.53166808,1.72701011,0.69367270
-5.96398199,2.03666024,0.02650068,0.00485993,0.00004555,1.57723777,1.77984711,0.70881523
-5.95797899,2.09647779,0.02955405,0.00496199,0.00005111,1.62077302,1.82902715,0.72344579
-5.95197599,2.15280204,0.03280152,0.00504804,0.00005709,1.66167094,1.87387798,0.73732867
-5.94597299,2.20485798,0.03620852,0.00511659,0.00006344,1.69936082,1.91379563,0.75023602
-5.93996998,2.25192126,0.03973541,0.00516643,0.00007007,1.73330882,1.94825125,0.76194875
-5.93396698,2.29332357,0.04333759,0.00519669,0.00007690,1.76302194,1.97679561,0.77225748
-5.92796398,2.32845719,0.04696601,0.00520682,0.00008383,1.78805125,1.99906129,0.78096351
-5.92196098,2.35677868,0.05056789,0.00519661,0.00009076,1.80799462,2.01476275,0.78787994
-5.91595798,2.37781222,0.05408762,0.00516614,0.00009757,1.82249907,2.02369467,0.79283307
-5.90995498,2.39115269,0.05746804,0.00511580,0.00010416,1.83126301,2.02572887,0.79566406
-5.90395198,2.39646894,0.06065182,0.00504625,0.00011040,1.83403870,2.02081049,0.79623098
-5.89794897,2.39350739,0.06358294,0.00495839,0.00011619,1.83063494,2.00895366,0.79441131
-5.89194597,2.38209618,0.06620836,0.00485330,0.00012142,1.82092029,1.99023739,0.79010474
-5.88594297,2.36214989,0.06847959,0.00473226,0.00012598,1.80482671,1.96480195,0.78323637
-5.87993997,2.33367464,0.07035432,0.00459670,0.00012979,1.78235363,1.93284590,0.77376009
-5.87393697,2.29677355,0.07179783,0.00444812,0.00013277,1.75357230,1.89462420,0.76166207
-5.86793397,2.25165198,0.07278428,0.00428815,0.00013487,1.71863000,1.85044710,0.74696408
