energy_ev,total_up,In_p_up,In_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,1.31680055,0.09170481,0.00260688,0.66308143,0.00000000,0.55705498,0.37776525
-5.99399700,1.36335652,0.09980450,0.00274668,0.68140733,0.00000000,0.58872858,0.38105031
-5.98799400,1.41041361,0.10806115,0.00288138,0.70028797,0.00000000,0.62215222,0.38418608
-5.98199100,1.45697928,0.11635460,0.00300915,0.71923076,0.00000000,0.65664654,0.38701513
-5.97598799,1.50201754,0.12455467,0.00312810,0.73772444,0.00000000,0.69148401,0.38937678
-5.96998499,1.54447043,0.13252400,0.00323640,0.75524925,0.00000000,0.72590348,0.39111101
-5.96398199,1.58328201,0.14012126,0.00333225,0.77128817,0.00000000,0.75912689,0.39206268
-5.95797899,1.61742406,0.14720491,0.00341396,0.78533892,0.00000000,0.79037791,0.39208556
-5.95197599,1.64592278,0.15363711,0.00347996,0.79692630,0.00000000,0.81890179,0.39104637
-5.94597299,1.66788578,0.15928781,0.00352891,0.80561463,0.00000000,0.84398578,0.38882860
-5.93996998,1.68252810,0.16403882,0.00355965,0.81101981,0.00000000,0.86497926,0.38533601
-5.93396698,1.68919649,0.16778760,0.00357132,0.81282047,0.00000000,0.88131281,0.38049579
-5.92796398,1.68739059,0.17045069,0.00356336,0.81076782,0.00000000,0.89251531,0.37426111
-5.92196098,1.67678028,0.17196658,0.00353554,0.80469366,0.00000000,0.89822835,0.36661315
-5.91595798,1.65721814,0.17229784,0.00348796,0.79451629,0.00000000,0.89821708,0.35756233
-5.90995498,1.62874642,0.17143251,0.00342109,0.78024379,0.00000000,0.89237726,0.34714887
-5.90395198,1.59159803,0.16938455,0.00333578,0.76197468,0.00000000,0.88073779,0.33544238
-5.89794897,1.54619145,0.16619340,0.00323317,0.73989569,0.00000000,0.86345888,0.32254076
-5.89194597,1.49311956,0.16192272,0.00311475,0.71427680,0.00000000,0.84082572,0.30856817
-5.88594297,1.43313296,0.15665821,0.00298227,0.68546372,0.00000000,0.81323803,0.29367230
-5.87993997,1.36711838,0.15050483,0.00283771,0.65386806,0.00000000,0.78119597,0.27802102
-5.87393697,1.29607323,0.14358333,0.00268323,0.61995572,0.00000000,0.74528311,0.26179844
-5.86793397,1.22107736,0.13602648,0.00252112,0.58423394,0.00000000,0.70614711,0.24520073
-5.86193097,1.14326325,0.12797502,0.00235372,0.54723767,0.00000000,0.66447926,0.22843166
-5.85592796,1.06378612,0.11957352,0.00218337,0.50951578,0.00000000,0.62099349,0.21169828
-5.84992496,0.98379495,0.11096644,0.00201235,0.47161772,0.00000000,0.57640601,0.19520675
-5.84392196,0.90440582,0.10229446,0.00184283,0.43408125,0.00000000,0.53141621,0.17915852
-5.83791896,0.82667843,0.09369117,0.00167682,0.39742154,0.00000000,0.48668969,0.16374711
-5.83191596,0.75159655,0.08528035,0.00151615,0.36212222,0.00000000,0.44284383,0.14915543
-5.82591296,0.68005299,0.07717385,0.00136241,0.32862830,0.00000000,0.40043648,0.13555385
-5.81990995,0.61283918,0.06947005,0.00121696,0.29734145,0.00000000,0.35995777,0.12309885
-5.81390695,0.55063950,0.06225295,0.00108088,0.26861716,0.00000000,0.32182533,0.11193247
-5.80790395,0.49402982,0.05559190,0.00095504,0.24276408,0.00000000,0.28638255,0.10218219
-5.80190095,0.44347994,0.04954178,0.00084004,0.22004489,0.00000000,0.25389983,0.09396130
-5.79589795,0.39935909,0.04414369,0.00073626,0.20067857,0.00000000,0.22457822,0.08736961
-5.78989495,0.36194376,0.03942595,0.00064388,0.18484368,0.00000000,0.19855517,0.08249426
-5.78389195,0.33142693,0.03540531,0.00056289,0.17268204,0.00000000,0.17591175,0.07941043
-5.77788894,0.30792782,0.03208833,0.00049312,0.16430257,0.00000000,0.15668082,0.07818195
-5.77188594,0.29150145,0.02947279,0.00043430,0.15978481,0.00000000,0.14085563,0.07886145
-5.76588294,0.28214718,0.02754898,0.00038603,0.15918180,0.00000000,0.12839838,0.08149009
-5.75987994,0.27981575,0.02630098,0.00034788,0.16252201,0.00000000,0.11924827,0.08609678
-5.75387694,0.28441435,0.02570761,0.00031931,0.16981028,0.00000000,0.11332874,0.09269676
-5.74787394,0.29580969,0.02574332,0.00029981,0.18102758,0.00000000,0.11055357,0.10128967
-5.74187094,0.31382887,0.02637876,0.00028881,0.19612965,0.00000000,0.11083172,0.11185726
-5.73586793,0.33825840,0.02758119,0.00028576,0.21504472,0.00000000,0.11407080,0.12436059
-5.72986493,0.36884159,0.02931473,0.00029008,0.23767055,0.00000000,0.12017907,0.13873731
-5.72386193,0.40527494,0.03154042,0.00030123,0.26387090,0.00000000,0.12906626,0.15489886
-5.71785893,0.44720392,0.03421624,0.00031865,0.29347212,0.00000000,0.14064297,0.17272803
-5.71185593,0.49421892,0.03729713,0.00034179,0.32625983,0.00000000,0.15481918,0.19207713
-5.70585293,0.54585203,0.04073497,0.00037010,0.36197644,0.00000000,0.17150179,0.21276683
-5.69984992,0.60157502,0.04447870,0.00040301,0.40031961,0.00000000,0.19059157,0.23458610
-5.69384692,0.66079938,0.04847457,0.00043996,0.44094204,0.00000000,0.21197969,0.25729328
-5.68784392,0.72287853,0.05266650,0.00048036,0.48345285,0.00000000,0.23554410,0.28061841
-5.68184092,0.78711259,0.05699671,0.00052360,0.52742060,0.00000000,0.26114592,0.30426685
-5.67583792,0.85275591,0.06140644,0.00056906,0.57237815,0.00000000,0.28862624,0.32792427
-5.66983492,0.91902702,0.06583687,0.00061608,0.61782909,0.00000000,0.31780329,0.35126270
-5.66383192,0.98512104,0.07023022,0.00066401,0.66325578,0.00000000,0.34847043,0.37394765
