energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-4.43921961,2.89994912,0.64973226,0.00000000,0.64321899,2.22896214,0.01094273,0.07851514
-4.43321661,2.92767892,0.65638445,0.00000000,0.65069073,2.24707877,0.01117103,0.07891100
-4.42721361,2.95464707,0.66077443,0.00000000,0.65667368,2.26572034,0.01147476,0.07961817
-4.42121061,2.98151210,0.66301351,0.00000000,0.66126372,2.28546758,0.01185718,0.08063639
-4.41520760,3.00887127,0.66325261,0.00000000,0.66457130,2.30682743,0.01231888,0.08195775
-4.40920460,3.03723126,0.66167380,0.00000000,0.66671394,2.33021080,0.01285762,0.08356731
-4.40320160,3.06698313,0.65848125,0.00000000,0.66780902,2.35591415,0.01346833,0.08544401
-4.39719860,3.09838294,0.65389225,0.00000000,0.66796744,2.38410588,0.01414313,0.08756182
-4.39119560,3.13153945,0.64812861,0.00000000,0.66728854,2.41481849,0.01487150,0.08989120
-4.38519260,3.16640965,0.64140921,0.00000000,0.66585666,2.44794695,0.01564054,0.09240070
-4.37918959,3.20280293,0.63394387,0.00000000,0.66373943,2.48325377,0.01643532,0.09505878
-4.37318659,3.24039368,0.62592898,0.00000000,0.66098803,2.52038056,0.01723931,0.09783569
-4.36718359,3.27874205,0.61754501,0.00000000,0.65763935,2.55886575,0.01803488,0.10070541
-4.36118059,3.31732170,0.60895589,0.00000000,0.65371979,2.59816760,0.01880390,0.10364753
-4.35517759,3.35555331,0.60031019,0.00000000,0.64925050,2.63769149,0.01952826,0.10664890
-4.34917459,3.39284180,0.59174382,0.00000000,0.64425360,2.67682005,0.02019051,0.10970519
-4.34317159,3.42861535,0.58338384,0.00000000,0.63875881,2.71494458,0.02077441,0.11282192
-4.33716858,3.46236371,0.57535291,0.00000000,0.63281010,2.75149606,0.02126551,0.11601520
-4.33116558,3.49367367,0.56777400,0.00000000,0.62647161,2.78597420,0.02165156,0.11931184
-4.32516258,3.52225948,0.56077464,0.00000000,0.61983250,2.81797275,0.02192296,0.12274898
-4.31915958,3.54798615,0.55449036,0.00000000,0.61301006,2.84719988,0.02207304,0.12637306
-4.31315658,3.57088429,0.54906679,0.00000000,0.60615093,2.87349233,0.02209821,0.13023813
-4.30715358,3.59115520,0.54466019,0.00000000,0.59943002,2.89682267,0.02199804,0.13440365
