energy_ev,total_up,Ga_p_up,Ga_d_up,Ir_p_up,Ir_d_up,S_s_up,S_p_up
-6.00000000,1.67393665,0.08077685,0.00000000,0.56170368,1.55383510,0.00119226,0.01251158
-5.99399700,1.79041376,0.08604713,0.00000000,0.59791539,1.66307894,0.00127100,0.01360436
-5.98799400,1.90855525,0.09137761,0.00000000,0.63412941,1.77417389,0.00135323,0.01473665
-5.98199100,2.02785156,0.09674674,0.00000000,0.67015144,1.88667054,0.00143882,0.01590358
-5.97598799,2.14779697,0.10213210,0.00000000,0.70580381,2.00011912,0.00152754,0.01709948
-5.96998499,2.26789958,0.10751059,0.00000000,0.74093163,2.11407799,0.00161907,0.01831793
-5.96398199,2.38769104,0.11285854,0.00000000,0.77540843,2.22812196,0.00171297,0.01955172
-5.95797899,2.50673594,0.11815198,0.00000000,0.80914087,2.34185049,0.00180869,0.02079295
-5.95197599,2.62464082,0.12336697,0.00000000,0.84207247,2.45489549,0.00190560,0.02203314
-5.94597299,2.74106252,0.12848008,0.00000000,0.87418598,2.56692873,0.00200295,0.02326332
-5.93996998,2.85571579,0.13346896,0.00000000,0.90550435,2.67766870,0.00209990,0.02447427
-5.93396698,2.96838002,0.13831305,0.00000000,0.93609008,2.78688671,0.00219558,0.02565673
-5.92796398,3.07890486,0.14299450,0.00000000,0.96604301,2.89441226,0.00228906,0.02680162
-5.92196098,3.18721462,0.14749903,0.00000000,0.99549648,3.00013727,0.00237941,0.02790046
-5.91595798,3.29331098,0.15181695,0.00000000,1.02461196,3.10401903,0.00246571,0.02894557
-5.90995498,3.39727398,0.15594420,0.00000000,1.05357236,3.20608164,0.00254712,0.02993051
-5.90395198,3.49926066,0.15988324,0.00000000,1.08257405,3.30641549,0.00262286,0.03085037
-5.89794897,3.59950127,0.16364388,0.00000000,1.11181804,3.40517454,0.00269229,0.03170210
-5.89194597,3.69829244,0.16724386,0.00000000,1.14150043,3.50257104,0.00275491,0.03248475
-5.88594297,3.79598729,0.17070920,0.00000000,1.17180249,3.59886746,0.00281037,0.03319968
-5.87993997,3.89298203,0.17407407,0.00000000,1.20288077,3.69436531,0.00285851,0.03385069
-5.87393697,3.98969920,0.17738040,0.00000000,1.23485751,3.78939088,0.00289936,0.03444402
-5.86793397,4.08656750,0.18067692,0.00000000,1.26781170,3.88427798,0.00293314,0.03498823
-5.86193097,4.18399853,0.18401775,0.00000000,1.30177112,3.97934774,0.00296022,0.03549400
-5.85592796,4.28236111,0.18746059,0.00000000,1.33670576,4.07488618,0.00298115,0.03597379
-5.84992496,4.38195368,0.19106444,0.00000000,1.37252272,4.17111999,0.00299657,0.03644135
-5.84392196,4.48297603,0.19488691,0.00000000,1.40906302,4.26819151,0.00300724,0.03691120
-5.83791896,4.58550131,0.19898144,0.00000000,1.44610036,4.36613386,0.00301395,0.03739797
-5.83191596,4.68944981,0.20339420,0.00000000,1.48334207,4.46484749,0.00301750,0.03791573
-5.82591296,4.79456579,0.20816116,0.00000000,1.52043222,4.56407930,0.00301866,0.03847725
-5.81990995,4.90039884,0.21330520,0.00000000,1.55695699,4.66340574,0.00301810,0.03909336
-5.81390695,5.00629125,0.21883366,0.00000000,1.59245207,4.76222103,0.00301639,0.03977226
-5.80790395,5.11137243,0.22473630,0.00000000,1.62641209,4.85973168,0.00301394,0.04051898
-5.80190095,5.21456148,0.23098392,0.00000000,1.65830182,4.95495823,0.00301097,0.04133500
-5.79589795,5.31457870,0.23752768,0.00000000,1.68756868,5.04674483,0.00300753,0.04221791
-5.78989495,5.40996613,0.24429937,0.00000000,1.71365650,5.13377711,0.00300345,0.04316136
-5.78389195,5.49911737,0.25121241,0.00000000,1.73601986,5.21460811,0.00299839,0.04415511
-5.77788894,5.58031579,0.25816387,0.00000000,1.75413877,5.28769206,0.00299180,0.04518535
-5.77188594,5.65178050,0.26503722,0.00000000,1.76753304,5.35142509,0.00298299,0.04623511
-5.76588294,5.71171840,0.27170597,0.00000000,1.77577615,5.40419161,0.00297115,0.04728492
-5.75987994,5.75838071,0.27803782,0.00000000,1.77850791,5.44441487,0.00295539,0.04831358
-5.75387694,5.79012171,0.28389928,0.00000000,1.77544560,5.47060981,0.00293477,0.04929902
-5.74787394,5.80545748,0.28916060,0.00000000,1.76639327,5.48143605,0.00290836,0.05021922
-5.74187094,5.80312204,0.29370064,0.00000000,1.75124877,5.47574891,0.00287529,0.05105315
-5.73586793,5.78211844,0.29741153,0.00000000,1.73000834,5.45264606,0.00283478,0.05178173
-5.72986493,5.74176237,0.30020289,0.00000000,1.70276846,5.41150771,0.00278620,0.05238855
-5.72386193,5.68171623,0.30200536,0.00000000,1.66972508,5.35202839,0.00272909,0.05286067
-5.71785893,5.60201174,0.30277325,0.00000000,1.63116991,5.27423854,0.00266318,0.05318905
-5.71185593,5.50305985,0.30248621,0.00000000,1.58748421,5.17851476,0.00258842,0.05336891
-5.70585293,5.38564720,0.30114976,0.00000000,1.53912987,5.06557785,0.00250500,0.05339983
-5.69984992,5.25091884,0.29879467,0.00000000,1.48663841,4.93647851,0.00241332,0.05328561
-5.69384692,5.10034789,0.29547524,0.00000000,1.43059792,4.79257098,0.00231399,0.05303394
-5.68784392,4.93569318,0.29126655,0.00000000,1.37163861,4.63547560,0.00220782,0.05265588
-5.68184092,4.75894655,0.28626082,0.00000000,1.31041725,4.46703184,0.00209580,0.05216511
-5.67583792,4.57227217,0.28056305,0.00000000,1.24760114,4.28924361,0.00197903,0.05157713
-5.66983492,4.37794049,0.27428625,0.00000000,1.18385207,4.10421944,0.00185875,0.05090838
-5.66383192,4.17825975,0.26754645,0.00000000,1.11981089,3.91411002,0.00173621,0.05017523
-5.65782891,3.97550803,0.26045776,0.00000000,1.05608318,3.72104583,0.00161273,0.04939319
-5.65182591,3.77186898,0.25312779,0.00000000,0.99322648,3.52707768,0.00148959,0.04857600
-5.64582291,3.56937373,0.24565363,0.00000000,0.93173962,3.33412270,0.00136803,0.04773502
-5.63981991,3.36985164,0.23811861,0.00000000,0.87205429,3.14391784,0.00124918,0.04687870
-5.63381691,3.17489158,0.23058990,0.00000000,0.81452930,2.95798293,0.00113411,0.04601225
-5.62781391,2.98581508,0.22311726,0.00000000,0.75944753,2.77759431,0.00102371,0.04513754
-5.62181091,2.80366195,0.21573270,0.00000000,0.70701558,2.60376976,0.00091875,0.04425323
-5.61580790,2.62918837,0.20845122,0.00000000,0.65736605,2.43726489,0.00081986,0.04335505
-5.60980490,2.46287671,0.20127245,0.00000000,0.61056218,2.27858021,0.00072748,0.04243631
-5.60380190,2.30495576,0.19418307,0.00000000,0.56660454,2.12797801,0.00064192,0.04148851
-5.59779890,2.15542966,0.18715981,0.00000000,0.52543931,1.98550731,0.00056336,0.04050207
-5.59179590,2.01411344,0.18017286,0.00000000,0.48696777,1.85103522,0.00049181,0.03946712
-5.58579290,1.88067277,0.17318947,0.00000000,0.45105644,1.72428244,0.00042719,0.03837424
-5.57978989,1.75466562,0.16617741,0.00000000,0.41754733,1.60486078,0.00036933,0.03721526
-5.57378689,1.63558346,0.15910829,0.00000000,0.38626796,1.49231078,0.00031796,0.03598386
-5.56778389,1.52289005,0.15196038,0.00000000,0.35704063,1.38613727,0.00027276,0.03467614
-5.56178089,1.41605600,0.14472091,0.00000000,0.32969054,1.28584147,0.00023337,0.03329096
-5.55577789,1.31458775,0.13738770,0.00000000,0.30405266,1.19094825,0.00019942,0.03183021
-5.54977489,1.21805023,0.12997007,0.00000000,0.27997708,1.10102776,0.00017054,0.03029883
-5.54377189,1.12608258,0.12248915,0.00000000,0.25733268,1.01571094,0.00014636,0.02870472
-5.53776888,1.03840713,0.11497739,0.00000000,0.23600941,0.93469896,0.00012655,0.02705847
-5.53176588,0.95483204,0.10747766,0.00000000,0.21591893,0.85776681,0.00011083,0.02537297
-5.52576288,0.87524827,0.10004174,0.00000000,0.19699409,0.78476180,0.00009898,0.02366297
-5.51975988,0.79962190,0.09272858,0.00000000,0.17918735,0.71559773,0.00009082,0.02194450
-5.51375688,0.72798303,0.08560226,0.00000000,0.16246829,0.65024575,0.00008626,0.02023435
-5.50775388,0.66041233,0.07872996,0.00000000,0.14682068,0.58872308,0.00008529,0.01854943
-5.50175088,0.59702648,0.07217987,0.00000000,0.13223923,0.53108042,0.00008795,0.01690635
-5.49574787,0.53796348,0.06601931,0.00000000,0.11872626,0.47738929,0.00009440,0.01532084
-5.48974487,0.48336890,0.06031304,0.00000000,0.10628856,0.42772983,0.00010485,0.01380747
-5.48374187,0.43338352,0.05512183,0.00000000,0.09493459,0.38218004,0.00011959,0.01237927
-5.47773887,0.38813310,0.05050132,0.00000000,0.08467200,0.34080659,0.00013899,0.01104759
-5.47173587,0.34772038,0.04650117,0.00000000,0.07550580,0.30365776,0.00016348,0.00982198
-5.46573287,0.31221942,0.04316454,0.00000000,0.06743685,0.27075843,0.00019355,0.00871023
-5.45972986,0.28167220,0.04052768,0.00000000,0.06046103,0.24210715,0.00022971,0.00771840
-5.45372686,0.25608728,0.03861981,0.00000000,0.05456876,0.21767494,0.00027252,0.00685100
-5.44772386,0.23544001,0.03746314,0.00000000,0.04974485,0.19740584,0.00032255,0.00611120
-5.44172086,0.21967415,0.03707287,0.00000000,0.04596879,0.18121853,0.00038035,0.00550100
-5.43571786,0.20870435,0.03745736,0.00000000,0.04321508,0.16900890,0.00044646,0.00502156
-5.42971486,0.20241912,0.03861818,0.00000000,0.04145380,0.16065323,0.00052135,0.00467332
-5.42371186,0.20068412,0.04055025,0.00000000,0.04065121,0.15601156,0.00060545,0.00445629
-5.41770885,0.20334542,0.04324187,0.00000000,0.04077028,0.15493112,0.00069906,0.00437015
-5.41170585,0.21023264,0.04667476,0.00000000,0.04177127,0.15724971,0.00080239,0.00441438
-5.40570285,0.22116185,0.05082416,0.00000000,0.04361216,0.16279881,0.00091553,0.00458830
-5.39969985,0.23593839,0.05565889,0.00000000,0.04624910,0.17140648,0.00103838,0.00489108
-5.39369685,0.25435949,0.06114151,0.00000000,0.04963672,0.18290008,0.00117073,0.00532165
-5.38769385,0.27621695,0.06722865,0.00000000,0.05372842,0.19710883,0.00131218,0.00587860
-5.38169085,0.30130002,0.07387146,0.00000000,0.05847670,0.21386635,0.00146216,0.00656000
-5.37568784,0.32939845,0.08101623,0.00000000,0.06383347,0.23301321,0.00161996,0.00736320
-5.36968484,0.36030597,0.08860529,0.00000000,0.06975041,0.25439958,0.00178472,0.00828463
-5.36368184,0.39382416,0.09657809,0.00000000,0.07617938,0.27788804,0.00195545,0.00931962
-5.35767884,0.42976664,0.10487247,0.00000000,0.08307300,0.30335640,0.00213107,0.01046213
-5.35167584,0.46796356,0.11342618,0.00000000,0.09038521,0.33070064,0.00231042,0.01170468
-5.34567284,0.50826611,0.12217842,0.00000000,0.09807196,0.35983770,0.00249234,0.01303818
-5.33966983,0.55055091,0.13107156,0.00000000,0.10609199,0.39070794,0.00267567,0.01445193
-5.33366683,0.59472380,0.14005276,0.00000000,0.11440757,0.42327710,0.00285928,0.01593363
-5.32766383,0.64072289,0.14907555,0.00000000,0.12298526,0.45753756,0.00304218,0.01746953
-5.32166083,0.68852039,0.15810114,0.00000000,0.13179670,0.49350849,0.00322347,0.01904461
-5.31565783,0.73812292,0.16709960,0.00000000,0.14081919,0.53123481,0.00340246,0.02064290
-5.30965483,0.78957012,0.17605061,0.00000000,0.15003630,0.57078477,0.00357862,0.02224788
-5.30365183,0.84293129,0.18494384,0.00000000,0.15943824,0.61224590,0.00375167,0.02384287
-5.29764882,0.89830007,0.19377897,0.00000000,0.16902221,0.65571962,0.00392153,0.02541164
-5.29164582,0.95578729,0.20256531,0.00000000,0.17879251,0.70131416,0.00408836,0.02693886
-5.28564282,1.01551211,0.21132098,0.00000000,0.18876061,0.74913649,0.00425257,0.02841077
-5.27963982,1.07759196,0.22007190,0.00000000,0.19894511,0.79928319,0.00441474,0.02981570
-5.27363682,1.14213174,0.22885044,0.00000000,0.20937165,0.85183090,0.00457567,0.03114465
-5.26763382,1.20921291,0.23769406,0.00000000,0.22007282,0.90682683,0.00473629,0.03239178
-5.26163082,1.27888320,0.24664392,0.00000000,0.23108814,0.96427990,0.00489767,0.03355491
-5.25562781,1.35114766,0.25574362,0.00000000,0.24246399,1.02415309,0.00506094,0.03463579
-5.24962481,1.42596182,0.26503816,0.00000000,0.25425380,1.08635759,0.00522729,0.03564049
-5.24362181,1.50322747,0.27457338,0.00000000,0.26651815,1.15074942,0.00539792,0.03657942
-5.23761881,1.58279172,0.28439568,0.00000000,0.27932503,1.21712863,0.00557399,0.03746746
-5.23161581,1.66444951,0.29455229,0.00000000,0.29275007,1.28524171,0.00575663,0.03832381
-5.22561281,1.74794976,0.30509202,0.00000000,0.30687667,1.35478708,0.00594689,0.03917180
-5.21960980,1.83300492,0.31606634,0.00000000,0.32179598,1.42542360,0.00614573,0.04003849
-5.21360680,1.91930362,0.32753088,0.00000000,0.33760658,1.49678188,0.00635402,0.04095419
-5.20760380,2.00652564,0.33954702,0.00000000,0.35441367,1.56847781,0.00657257,0.04195187
-5.20160080,2.09435829,0.35218346,0.00000000,0.37232778,1.64012758,0.00680208,0.04306642
-5.19559780,2.18251329,0.36551760,0.00000000,0.39146272,1.71136351,0.00704318,0.04433380
-5.18959480,2.27074282,0.37963645,0.00000000,0.41193282,1.78184949,0.00729646,0.04579013
-5.18359180,2.35885358,0.39463683,0.00000000,0.43384928,1.85129535,0.00756243,0.04747069
-5.17758879,2.44671772,0.41062468,0.00000000,0.45731571,1.91946892,0.00784158,0.04940884
-5.17158579,2.53427951,0.42771332,0.00000000,0.48242290,1.98620510,0.00813434,0.05163493
-5.16558279,2.62155703,0.44602049,0.00000000,0.50924289,2.05141106,0.00844108,0.05417517
-5.15957979,2.70863832,0.46566413,0.00000000,0.53782256,2.11506713,0.00876210,0.05705055
-5.15357679,2.79567157,0.48675696,0.00000000,0.56817695,2.17722306,0.00909759,0.06027579
-5.14757379,2.88284989,0.50939993,0.00000000,0.60028261,2.23798965,0.00944757,0.06385833
-5.14157079,2.97039072,0.53367476,0.00000000,0.63407133,2.29752600,0.00981189,0.06779753
-5.13556778,3.05851125,0.55963580,0.00000000,0.66942457,2.35602303,0.01019012,0.07208393
-5.12956478,3.14740066,0.58730171,0.00000000,0.70616899,2.41368394,0.01058149,0.07669878
-5.12356178,3.23719093,0.61664723,0.00000000,0.74407337,2.47070280,0.01098486,0.08161372
-5.11755878,3.32792791,0.64759563,0.00000000,0.78284731,2.52724242,0.01139861,0.08679077
-5.11155578,3.41954421,0.68001227,0.00000000,0.82214196,2.58341273,0.01182059,0.09218259
-5.10555278,3.51183592,0.71369975,0.00000000,0.86155280,2.63925101,0.01224812,0.09773302
-5.09954977,3.60444466,0.74839520,0.00000000,0.90062488,2.69470533,0.01267788,0.10337794
-5.09354677,3.69684643,0.78376996,0.00000000,0.93886021,2.74962202,0.01310597,0.10904639
-5.08754377,3.78834828,0.81943197,0.00000000,0.97572734,2.80373839,0.01352790,0.11466203
-5.08154077,3.87809364,0.85493110,0.00000000,1.01067293,2.85668105,0.01393862,0.12014480
-5.07553777,3.96507634,0.88976738,0.00000000,1.04313489,2.90797026,0.01433262,0.12541280
-5.06953477,4.04816328,0.92340201,0.00000000,1.07255677,2.95703026,0.01470402,0.13038432
-5.06353177,4.12612479,0.95527084,0.00000000,1.09840292,3.00320518,0.01504671,0.13497998
-5.05752876,4.19767167,0.98480002,0.00000000,1.12017370,3.04577986,0.01535446,0.13912480
-5.05152576,4.26149715,1.01142297,0.00000000,1.13742049,3.08400453,0.01562114,0.14275037
-5.04552276,4.31632198,1.03459830,0.00000000,1.14975959,3.11712228,0.01584091,0.14579668
-5.03951976,4.36094037,1.05382773,0.00000000,1.15688462,3.14439770,0.01600835,0.14821387
-5.03351676,4.39426478,1.06867319,0.00000000,1.15857689,3.16514559,0.01611870,0.14996365
-5.02751376,4.41536717,1.07877249,0.00000000,1.15471331,3.17875799,0.01616801,0.15102035
-5.02151076,4.42351493,1.08385259,0.00000000,1.14527143,3.18472848,0.01615332,0.15137159
-5.01550775,4.41819974,1.08374000,0.00000000,1.13033142,3.18267240,0.01607273,0.15101855
-5.00950475,4.39915803,1.07836776,0.00000000,1.11007500,3.17234237,0.01592557,0.14997576
-5.00350175,4.36638231,1.06777863,0.00000000,1.08478118,3.15363821,0.01571238,0.14827047
-4.99749875,4.32012308,1.05212436,0.00000000,1.05481914,3.12661139,0.01543496,0.14594167
-4.99149575,4.26088154,1.03166114,0.00000000,1.02063848,3.09146371,0.01509636,0.14303872
-4.98549275,4.18939383,1.00674142,0.00000000,0.98275731,3.04854095,0.01470077,0.13961972
-4.97948974,4.10660788,0.97780266,0.00000000,0.94174864,2.99832187,0.01425341,0.13574963
-4.97348674,4.01365457,0.94535342,0.00000000,0.89822570,2.94140361,0.01376043,0.13149834
-4.96748374,3.91181457,0.90995765,0.00000000,0.85282680,2.87848431,0.01322870,0.12693865
-4.96148074,3.80248300,0.87221794,0.00000000,0.80620031,2.81034418,0.01266566,0.12214437
-4.95547774,3.68713341,0.83275847,0.00000000,0.75899037,2.73782579,0.01207909,0.11718845
-4.94947474,3.56728282,0.79220851,0.00000000,0.71182382,2.66181470,0.01147694,0.11214143
-4.94347174,3.44445912,0.75118709,0.00000000,0.66529888,2.58322094,0.01086713,0.10707011
-4.93746873,3.32017187,0.71028950,0.00000000,0.61997575,2.50296208,0.01025734,0.10203644
-4.93146573,3.19588715,0.67007604,0.00000000,0.57636943,2.42194805,0.00965490,0.09709689
-4.92546273,3.07300679,0.63106327,0.00000000,0.53494482,2.34106784,0.00906661,0.09230191
-4.91945973,2.95285180,0.59371788,0.00000000,0.49611400,2.26117802,0.00849862,0.08769587
-4.91345673,2.83664968,0.55845313,0.00000000,0.46023555,2.18309281,0.00795639,0.08331714
-4.90745373,2.72552510,0.52562762,0.00000000,0.42761558,2.10757537,0.00744455,0.07919842
-4.90145073,2.62049298,0.49554605,0.00000000,0.39851014,2.03532988,0.00696690,0.07536715
-4.89544772,2.52245345,0.46846153,0.00000000,0.37312861,1.96699417,0.00652640,0.07184610
-4.88944472,2.43218771,0.44457906,0.00000000,0.35163758,1.90313255,0.00612515,0.06865391
-4.88344172,2.35035435,0.42405941,0.00000000,0.33416481,1.84422871,0.00576443,0.06580558
-4.87743872,2.27748559,0.40702323,0.00000000,0.32080289,1.79067873,0.00544470,0.06331298
-4.87143572,2.21398321,0.39355470,0.00000000,0.31161216,1.74278424,0.00516567,0.06118514
-4.86543272,2.16011433,0.38370455,0.00000000,0.30662281,1.70074624,0.00492635,0.05942844
-4.85942971,2.11600700,0.37749209,0.00000000,0.30583567,1.66465965,0.00472510,0.05804670
-4.85342671,2.08164630,0.37490615,0.00000000,0.30922199,1.63450944,0.00455971,0.05704104
-4.84742371,2.05687123,0.37590491,0.00000000,0.31672189,1.61016848,0.00442747,0.05640968
-4.84142071,2.04137316,0.38041474,0.00000000,0.32824190,1.59139787,0.00432525,0.05614767
-4.83541771,2.03469640,0.38832819,0.00000000,0.34365157,1.57784985,0.00424956,0.05624643
-4.82941471,2.03624135,0.39950146,0.00000000,0.36277966,1.56907381,0.00419665,0.05669347
-4.82341171,2.04527083,0.41375166,0.00000000,0.38541013,1.56452528,0.00416259,0.05747193
-4.81740870,2.06091972,0.43085425,0.00000000,0.41127847,1.56357788,0.00414337,0.05856037
-4.81140570,2.08220810,0.45054101,0.00000000,0.44006869,1.56553807,0.00413498,0.05993255
-4.80540270,2.10805773,0.47249894,0.00000000,0.47141141,1.56966214,0.00413346,0.06155740
-4.79939970,2.13731173,0.49637044,0.00000000,0.50488354,1.57517495,0.00413506,0.06339915
-4.79339670,2.16875692,0.52175496,0.00000000,0.54000971,1.58128978,0.00413624,0.06541773
-4.78739370,2.20114828,0.54821238,0.00000000,0.57626586,1.58722862,0.00413380,0.06756923
-4.78139070,2.23323495,0.57526819,0.00000000,0.61308503,1.59224208,0.00412492,0.06980670
-4.77538769,2.26378705,0.60242043,0.00000000,0.64986539,1.59562840,0.00410722,0.07208106
-4.76938469,2.29162246,0.62914843,0.00000000,0.68598054,1.59675084,0.00407883,0.07434220
-4.76338169,2.31563315,0.65492290,0.00000000,0.72079172,1.59505307,0.00403839,0.07654024
-4.75737869,2.33481001,0.67921733,0.00000000,0.75366165,1.59007208,0.00398510,0.07862689
-4.75137569,2.34826592,0.70152023,0.00000000,0.78396962,1.58144849,0.00391872,0.08055678
-4.74537269,2.35525626,0.72134768,0.00000000,0.81112724,1.56893402,0.00383960,0.08228890
-4.73936968,2.35519646,0.73825596,0.00000000,0.83459425,1.55239619,0.00374862,0.08378793
-4.73336668,2.34767625,0.75185351,0.00000000,0.85389377,1.53182032,0.00364722,0.08502543
-4.72736368,2.33247016,0.76181193,0.00000000,0.86862640,1.50730888,0.00353733,0.08598093
-4.72136068,2.30954407,0.76787547,0.00000000,0.87848245,1.47907854,0.00342137,0.08664268
-4.71535768,2.27905756,0.76986869,0.00000000,0.88325187,1.44745490,0.00330217,0.08700828
-4.70935468,2.24136194,0.76770185,0.00000000,0.88283135,1.41286531,0.00318293,0.08708485
-4.70335168,2.19699397,0.76137392,0.00000000,0.87722828,1.37582981,0.00306718,0.08688898
-4.69734867,2.14666517,0.75097302,0.00000000,0.86656129,1.33695044,0.00295869,0.08644625
-4.69134567,2.09124696,0.73667422,0.00000000,0.85105752,1.29689903,0.00286142,0.08579044
-4.68534267,2.03175177,0.71873494,0.00000000,0.83104643,1.25640365,0.00277944,0.08496238
-4.67933967,1.96931055,0.69748791,0.00000000,0.80695061,1.21623391,0.00271684,0.08400857
-4.67333667,1.90514710,0.67333223,0.00000000,0.77927393,1.17718515,0.00267769,0.08297939
-4.66733367,1.84054977,0.64672271,0.00000000,0.74858742,1.14006189,0.00266589,0.08192731
-4.66133067,1.77684131,0.61815800,0.00000000,0.71551354,1.10566068,0.00268511,0.08090479
-4.65532766,1.71534754,0.58816792,0.00000000,0.68070941,1.07475271,0.00273871,0.07996230
-4.64932466,1.65736583,0.55730053,0.00000000,0.64484968,1.04806640,0.00282959,0.07914628
-4.64332166,1.60413417,0.52610935,0.00000000,0.60860966,1.02627063,0.00296012,0.07849723
-4.63731866,1.55680181,0.49514104,0.00000000,0.57264917,1.00995870,0.00313203,0.07804813
-4.63131566,1.51640224,0.46492415,0.00000000,0.53759783,0.99963372,0.00334628,0.07782302
-4.62531266,1.48382951,0.43595899,0.00000000,0.50404197,0.99569584,0.00360304,0.07783603
-4.61930965,1.45981827,0.40870889,0.00000000,0.47251364,0.99843164,0.00390151,0.07809079
-4.61330665,1.44492840,0.38359303,0.00000000,0.44348175,1.00800608,0.00423997,0.07858029
-4.60730365,1.43953438,0.36098081,0.00000000,0.41734559,1.02445754,0.00461563,0.07928720
-4.60130065,1.44381972,0.34118768,0.00000000,0.39443054,1.04769576,0.00502470,0.08018467
-4.59529765,1.45777647,0.32447241,0.00000000,0.37498591,1.07750325,0.00546237,0.08123746
-4.58929465,1.48120962,0.31103553,0.00000000,0.35918478,1.11353980,0.00592291,0.08240353
-4.58329165,1.51374617,0.30101889,0.00000000,0.34712546,1.15535031,0.00639971,0.08363584
-4.57728864,1.55484828,0.29450592,0.00000000,0.33883450,1.20237545,0.00688546,0.08488447
-4.57128564,1.60383020,0.29152276,0.00000000,0.33427074,1.25396513,0.00737234,0.08609870
-4.56528264,1.65987810,0.29203967,0.00000000,0.33333030,1.30939414,0.00785218,0.08722924
-4.55927964,1.72207234,0.29597301,0.00000000,0.33585228,1.36787977,0.00831679,0.08823033
-4.55327664,1.78941147,0.30318750,0.00000000,0.34162488,1.42860069,0.00875813,0.08906163
-4.54727364,1.86083735,0.31349878,0.00000000,0.35039185,1.49071685,0.00916871,0.08968990
-4.54127064,1.93526080,0.32667644,0.00000000,0.36185918,1.55338964,0.00954179,0.09009033
-4.53526763,2.01158719,0.34244741,0.00000000,0.37570193,1.61580204,0.00987171,0.09024749
-4.52926463,2.08874158,0.36050002,0.00000000,0.39157120,1.67717809,0.01015415,0.09015593
-4.52326163,2.16569299,0.38048874,0.00000000,0.40910122,1.73680143,0.01038633,0.08982023
-4.51725863,2.24147725,0.40203961,0.00000000,0.42791646,1.79403231,0.01056726,0.08925482
-4.51125563,2.31521815,0.42475671,0.00000000,0.44763892,1.84832279,0.01069780,0.08848330
-4.50525263,2.38614657,0.44822932,0.00000000,0.46789535,1.89922970,0.01078078,0.08753745
-4.49924962,2.45361692,0.47203999,0.00000000,0.48832440,1.94642500,0.01082097,0.08645603
-4.49324662,2.51712081,0.49577325,0.00000000,0.50858360,1.98970329,0.01082499,0.08528324
-4.48724362,2.57629717,0.51902479,0.00000000,0.52835597,2.02898604,0.01080120,0.08406716
-4.48124062,2.63093852,0.54141074,0.00000000,0.54735600,2.06432233,0.01075943,0.08285806
-4.47523762,2.68099298,0.56257679,0.00000000,0.56533487,2.09588592,0.01071071,0.08170664
-4.46923462,2.72656149,0.58220674,0.00000000,0.58208462,2.12396843,0.01066690,0.08066244
-4.46323162,2.76789013,0.60002996,0.00000000,0.59744106,2.14896862,0.01064031,0.07977220
-4.45722861,2.80535724,0.61582758,0.00000000,0.61128525,2.17137791,0.01064323,0.07907850
-4.45122561,2.83945555,0.62943685,0.00000000,0.62354330,2.19176222,0.01068754,0.07861849
-4.44522261,2.87076962,0.64075355,0.00000000,0.63418473,2.21074076,0.01078418,0.07842288
