energy_ev,total_up,Cr_p_up,Cr_d_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.63381691,5.61423683,4.10646774,1.31935860,1.99392477,0.62272942,0.02039891,0.45849770,0.06192246,3.83215801
-5.62781391,5.57820556,4.07940197,1.31314016,1.97021983,0.62028555,0.02013469,0.45951378,0.06409957,3.80857116
-5.62181091,5.52565982,4.03858733,1.30298821,1.93987631,0.61649696,0.01979964,0.45954366,0.06621345,3.77338409
-5.61580790,5.45797646,3.98505609,1.28911770,1.90364839,0.61154503,0.01940237,0.45868927,0.06824128,3.72746437
-5.60980490,5.37674399,3.92001592,1.27177854,1.86238417,0.60563010,0.01895246,0.45707083,0.07016205,3.67182412
-5.60380190,5.28371833,3.84481475,1.25124813,1.81700171,0.59896613,0.01846008,0.45482467,0.07195738,3.60759094
-5.59779890,5.18077925,3.76090400,1.22782412,1.76846550,0.59177564,0.01793572,0.45210128,0.07361224,3.53597908
-5.59179590,5.06988890,3.66980171,1.20181769,1.71776397,0.58428523,0.01738991,0.44906361,0.07511578,3.45826178
-5.58579290,4.95305335,3.57305666,1.17354750,1.66588889,0.57672151,0.01683292,0.44588554,0.07646210,3.37574548
-5.57978989,4.83228795,3.47221455,1.14333447,1.61381702,0.56930776,0.01627447,0.44275074,0.07765092,3.28974636
-5.57378689,4.70958699,3.36878733,1.11149745,1.56249426,0.56226109,0.01572358,0.43985144,0.07868805,3.20156956
-5.56778389,4.58689756,3.26422627,1.07834974,1.51282255,0.55579014,0.01518831,0.43738747,0.07958581,3.11249130
-5.56178089,4.46609783,3.15989957,1.04419660,1.46564931,0.55009338,0.01467567,0.43556506,0.08036309,3.02374376
-5.55577789,4.34897920,3.05707474,1.00933353,1.42175942,0.54535772,0.01419150,0.43459554,0.08104524,2.93650281
-5.54977489,4.23723206,2.95690600,0.97404545,1.38186937,0.54175756,0.01374040,0.43469372,0.08166367,2.85187818
-5.54377189,4.13243464,2.86042659,0.93860638,1.34662334,0.53945409,0.01332576,0.43607584,0.08225511,2.77090601
-5.53776888,4.03604437,2.76854581,0.90327987,1.31659077,0.53859481,0.01294975,0.43895709,0.08286070,2.69454335
-5.53176588,3.94939132,2.68205031,0.86831967,1.29226530,0.53931331,0.01261344,0.44354856,0.08352471,2.62366443
-5.52576288,3.87367318,2.60160900,0.83397077,1.27406453,0.54172911,0.01231685,0.45005377,0.08429316,2.55905840
-5.51975988,3.80995157,2.52778103,0.80047046,1.26233068,0.54594778,0.01205915,0.45866463,0.08521221,2.50142825
-5.51375688,3.75914919,2.46102577,0.76804937,1.25733168,0.55206116,0.01183876,0.46955712,0.08632641,2.45139082
-5.50775388,3.72204789,2.40171433,0.73693224,1.25926287,0.56014784,0.01165352,0.48288668,0.08767700,2.40947763
-5.50175088,3.69928743,2.35014150,0.70733836,1.26824912,0.57027384,0.01150092,0.49878355,0.08930020,2.37613648
-5.49574787,3.69136502,2.30653751,0.67948152,1.28434751,0.58249355,0.01137819,0.51734825,0.09122555,2.35173373
-5.48974487,3.69863582,2.27107898,0.65356939,1.30755056,0.59685094,0.01128256,0.53864739,0.09347452,2.33655710
-5.48374187,3.72131444,2.24389843,0.62980227,1.33779012,0.61338106,0.01121132,0.56271005,0.09605933,2.33081911
-5.47773887,3.75947768,2.22509200,0.60837127,1.37494201,0.63211168,0.01116201,0.58952502,0.09898204,2.33466086
-5.47173587,3.81306864,2.21472512,0.58945580,1.41883135,0.65306514,0.01113251,0.61903899,0.10223401,2.34815629
-5.46573287,3.88190222,2.21283605,0.57322064,1.46923866,0.67626026,0.01112108,0.65115582,0.10579575,2.37131662
-5.45972986,3.96567200,2.21943726,0.55981249,1.52590650,0.70171401,0.01112650,0.68573724,0.10963715,2.40409489
-5.45372686,4.06395833,2.23451486,0.54935641,1.58854644,0.72944304,0.01114796,0.72260463,0.11371811,2.44639031
-5.44772386,4.17623725,2.25802621,0.54195195,1.65684620,0.75946459,0.01118516,0.76154228,0.11798951,2.49805220
-5.44172086,4.30188987,2.28989598,0.53766948,1.73047630,0.79179673,0.01123818,0.80230159,0.12239456,2.55888303
-5.43571786,4.44021138,2.33001104,0.53654672,1.80909607,0.82645758,0.01130745,0.84460639,0.12687039,2.62864039
-5.42971486,4.59041919,2.37821432,0.53858561,1.89235825,0.86346340,0.01139364,0.88815886,0.13134990,2.70703726
-5.42371186,4.75165922,2.43429798,0.54374970,1.97991186,0.90282530,0.01149756,0.93264586,0.13576368,2.79374042
-5.41770885,4.92300966,2.49799611,0.55196226,2.07140286,0.94454455,0.01161999,0.97774525,0.14004206,2.88836662
-5.41170585,5.10348154,2.56897719,0.56310497,2.16647218,0.98860634,0.01176160,1.02313196,0.14411705,2.99047626
-5.40570285,5.29201565,2.64683645,0.57701746,2.26475105,1.03497223,0.01192276,1.06848326,0.14792420,3.09956478
-5.39969985,5.48747568,2.73108844,0.59349764,2.36585355,1.08357140,0.01210345,1.11348314,0.15140425,3.21505171
-5.39369685,5.68863766,2.82116002,0.61230274,2.46936664,1.13429106,0.01230310,1.15782540,0.15450450,3.33626808
-5.38769385,5.89417661,2.91638408,0.63315128,2.57483822,1.18696648,0.01252051,1.20121549,0.15717989,3.46244264
-5.38169085,6.10265124,3.01599435,0.65572565,2.68176387,1.24137126,0.01275378,1.24337098,0.15939365,3.59268816
-5.37568784,6.31248840,3.11912188,0.67967565,2.78957333,1.29720849,0.01300022,1.28402079,0.16111774,3.72598868
-5.36968484,6.52196909,3.22479355,0.70462257,2.89761792,1.35410357,0.01325637,1.32290350,0.16233273,3.86118938
-5.36368184,6.72921831,3.33193347,0.73016421,3.00516007,1.41159936,0.01351801,1.35976504,0.16302756,3.99699035
-5.35767884,6.93220092,3.43936762,0.75588051,3.11136640,1.46915450,0.01378020,1.39435616,0.16319886,4.13194576
-5.35167584,7.12872582,3.54583255,0.78133998,3.21530560,1.52614543,0.01403741,1.42643029,0.16285017,4.26446982
-5.34567284,7.31646034,3.64998852,0.80610683,3.31595219,1.58187264,0.01428360,1.45574216,0.16199095,4.39285059
-5.33966983,7.49295638,3.75043751,0.82974873,3.41219692,1.63557139,0.01451246,1.48204768,0.16063557,4.51527235
-5.33366683,7.65568908,3.84574614,0.85184525,3.50286431,1.68642695,0.01471753,1.50510552,0.15880229,4.62984684
-5.32766383,7.80210801,3.93447346,0.87199665,3.58673740,1.73359408,0.01489246,1.52468054,0.15651232,4.73465306
-5.32166083,7.92970018,4.01520312,0.88983307,3.66258897,1.77622038,0.01503122,1.54054918,0.15378905,4.82778479
-5.31565783,8.03606276,4.08657914,0.90502373,3.72921858,1.81347242,0.01512834,1.55250677,0.15065739,4.90740429
-5.30965483,8.11898311,4.14734410,0.91728593,3.78549363,1.84456395,0.01517914,1.56037645,0.14714339,4.97180030
-5.30365183,8.17652240,4.19637850,0.92639356,3.83039285,1.86878470,0.01517991,1.56401923,0.14327400,5.01944781
-5.29764882,8.20709888,4.23273950,0.93218468,3.86304993,1.88552850,0.01512813,1.56334463,0.13907709,5.04906681
-5.29164582,8.20956633,4.25569741,0.93456791,3.88279496,1.89431935,0.01502257,1.55832119,0.13458153,5.05967713
-5.28564282,8.18328323,4.26476804,0.93352716,3.88919141,1.89483394,0.01486343,1.54898602,0.12981746,5.05064639
-5.27963982,8.12816837,4.25973918,0.92912456,3.88206642,1.88691958,0.01465234,1.53545275,0.12481663,5.02172846
-5.27363682,8.04473925,4.24068968,0.92150108,3.86153255,1.87060620,0.01439242,1.51791699,0.11961266,4.97308999
-5.26763382,7.93413032,4.20800005,0.91087489,3.82799947,1.84611198,0.01408815,1.49665893,0.11424131,4.90532336
-5.26163082,7.79808925,4.16235335,0.89753721,3.78217473,1.81384195,0.01374532,1.47204243,0.10874066,4.81944499
-5.25562781,7.63895053,4.10472651,0.88184578,3.72505328,1.77437958,0.01337083,1.44451053,0.10315109,4.71687861
-5.24962481,7.45958682,4.03637165,0.86421601,3.65789621,1.72847170,0.01297250,1.41457731,0.09751510,4.59942413
-5.24362181,7.26333998,3.95878846,0.84511007,3.58219938,1.67700734,0.01255885,1.38281630,0.09187704,4.46921314
-5.23761881,7.05393455,3.87368839,0.82502434,3.49965386,1.62099143,0.01213883,1.34984594,0.08628248,4.32865323
-5.23161581,6.83537740,3.78295229,0.80447552,3.41209982,1.56151472,0.01172154,1.31631273,0.08077758,4.18036345
-5.22561281,6.61184818,3.68858318,0.78398604,3.32147634,1.49972116,0.01131596,1.28287268,0.07540824,4.02710376
-5.21960980,6.38758541,3.59265623,0.76406921,3.22976966,1.43677424,0.01093071,1.25017223,0.07021918,3.87170185
-5.21360680,6.16677313,3.49726794,0.74521473,3.13896217,1.37382387,0.01057377,1.21882925,0.06525294,3.71698017
-5.20760380,5.95343308,3.40448666,0.72787505,3.05098471,1.31197510,0.01025227,1.18941524,0.06054890,3.56568644
-5.20160080,5.75132667,3.31630620,0.71245304,2.96767404,1.25225992,0.00997231,1.16243942,0.05614237,3.42043017
-5.19559780,5.56387052,3.23460436,0.69929157,2.89073718,1.19561329,0.00973879,1.13833551,0.05206368,3.28362756
-5.18959480,5.39406830,3.16110758,0.68866508,2.82172388,1.14285395,0.00955532,1.11745169,0.04833754,3.15745641
-5.18359180,5.24446085,3.09736265,0.68077366,2.76200763,1.09467066,0.00942412,1.10004412,0.04498239,3.04382214
-5.17758879,5.11709528,3.04471614,0.67573957,2.71277534,1.05161403,0.00934604,1.08627421,0.04201009,2.94433541
-5.17158579,5.01351306,3.00430145,0.67360646,2.67502524,1.01409368,0.00932053,1.07620957,0.03942571,2.86030113
-5.16558279,4.93475589,2.97703336,0.67434097,2.64957200,0.98238065,0.00934569,1.06982846,0.03722753,2.79271814
-5.15957979,4.88138745,2.96360931,0.67783681,2.63705766,0.95661418,0.00941840,1.06702733,0.03540727,2.74228839
-5.15357679,4.85352863,2.96451648,0.68392095,2.63796678,0.93681240,0.00953438,1.06763099,0.03395044,2.70943389
-5.14757379,4.85090302,2.98004344,0.69236157,2.65264393,0.92288584,0.00968835,1.07140468,0.03283689,2.69431978
-5.14157079,4.87288948,3.01029502,0.70287755,2.68131177,0.91465306,0.00987419,1.07806751,0.03204150,2.69688124
-5.13556778,4.91857846,3.05520900,0.71514897,2.72408771,0.91185731,0.01008512,1.08730649,0.03153492,2.71685244
-5.12956478,4.98682858,3.11457310,0.72882824,2.78099774,0.91418338,0.01031386,1.09879041,0.03128447,2.75379539
-5.12356178,5.07632060,3.18804108,0.74355145,2.85198594,0.92127396,0.01055286,1.11218311,0.03125500,2.80712699
-5.11755878,5.18560610,3.27514663,0.75894950,2.93691876,0.93274452,0.01079446,1.12715531,0.03140986,2.87614287
-5.11155578,5.31314866,3.37531434,0.77465863,3.03558342,0.94819648,0.01103111,1.14339487,0.03171175,2.96003661
-5.10555278,5.45735615,3.48786698,0.79033004,3.14768052,0.96722797,0.01125554,1.16061476,0.03212369,3.05791394
-5.09954977,5.61660307,3.61202880,0.80563823,3.27281089,0.98944211,0.01146095,1.17855881,0.03260974,3.16880121
-5.09354677,5.78924296,3.74692508,0.82028795,3.41045783,1.01445256,0.01164114,1.19700500,0.03313586,3.29164849
-5.08754377,5.97361114,3.89157819,0.83401949,3.55996570,1.04188650,0.01179068,1.21576630,0.03367045,3.42532773
-5.08154077,6.16801894,4.04490094,0.84661235,3.72051660,1.07138515,0.01190501,1.23468929,0.03418499,3.56862677
-5.07553777,6.37074111,4.20568844,0.85788720,3.89110695,1.10260211,0.01198053,1.25365069,0.03465440,3.72024066
-5.06953477,6.57999842,4.37260959,0.86770624,4.07052601,1.13520010,0.01201467,1.27255232,0.03505740,3.87876149
-5.06353177,6.79393792,4.54419981,0.87597207,4.25733841,1.16884632,0.01200588,1.29131462,0.03537665,4.04266870
-5.05752876,7.01061343,4.71885643,0.88262533,4.44987290,1.20320727,0.01195366,1.30986955,0.03559883,4.21032134
-5.05152576,7.22796897,4.89483835,0.88764128,4.64621899,1.23794330,0.01185851,1.32815295,0.03571459,4.37995416
-5.04552276,7.44382756,5.07027129,0.89102554,4.84423315,1.27270375,0.01172189,1.34609722,0.03571835,4.54967905
-5.03951976,7.65588770,5.24315966,0.89280944,5.04155584,1.30712296,0.01154605,1.36362448,0.03560811,4.71749305
-5.03351676,7.86172931,5.41140594,0.89304500,5.23563977,1.34081774,0.01133402,1.38064078,0.03538502,4.88129396
-5.02751376,8.05883019,5.57283775,0.89180000,5.42378960,1.37338669,0.01108938,1.39703170,0.03505310,5.03890406
-5.02151076,8.24459386,5.72524255,0.88915325,5.60321253,1.40441152,0.01081620,1.41265948,0.03461869,5.18810185
-5.01550775,8.41638825,5.86640921,0.88519027,5.77107835,1.43346063,0.01051883,1.42736204,0.03409009,5.32666139
-5.00950475,8.57159462,5.99417529,0.87999947,5.92458731,1.46009486,0.01020179,1.44095375,0.03347704,5.45239815
-5.00350175,8.70766485,6.10647840,0.87366899,6.06104332,1.48387528,0.00986960,1.45322811,0.03279031,5.56321977
-4.99749875,8.82218495,6.20140954,0.86628415,6.17792955,1.50437276,0.00952671,1.46396205,0.03204125,5.65717977
-4.99149575,8.91294195,6.27726621,0.85792553,6.27298351,1.52117885,0.00917732,1.47292177,0.03124147,5.73253197
-4.98549275,8.97799093,6.33260263,0.84866768,6.34426801,1.53391754,0.00882533,1.47986969,0.03040247,5.78778295
-4.97948974,9.01571905,6.36627489,0.83857827,6.39023503,1.54225722,0.00847427,1.48457232,0.02953541,5.82174017
-4.97348674,9.02490293,6.37747841,0.82771781,6.40977923,1.54592232,0.00812727,1.48680853,0.02865088,5.83355309
-4.96748374,9.00475663,6.36577597,0.81613959,6.40227857,1.54470387,0.00778698,1.48637794,0.02775878,5.82274517
-4.96148074,8.95496729,6.33111450,0.80388997,6.36761990,1.53846852,0.00745564,1.48310890,0.02686817,5.78923484
-4.95547774,8.87571638,6.27382978,0.79100885,6.30620807,1.52716541,0.00713504,1.47686587,0.02598726,5.73334417
-4.94947474,8.76768526,6.19463846,0.77753027,6.21895798,1.51083041,0.00682657,1.46755570,0.02512339,5.65579445
-4.94347174,8.63204431,6.09461762,0.76348315,6.10726967,1.48958765,0.00653125,1.45513267,0.02428299,5.55768851
-4.93746873,8.47042593,5.97517274,0.74889209,5.97298737,1.46364792,0.00624981,1.43960203,0.02347165,5.44048055
-4.93146573,8.28488244,5.83799539,0.73377826,5.81834435,1.43330415,0.00598268,1.42102190,0.02269415,5.30593441
-4.92546273,8.07783065,5.68501258,0.71816035,5.64589584,1.39892398,0.00573009,1.39950352,0.02195445,5.15607226
-4.91945973,7.85198553,5.51832993,0.70205558,5.45844300,1.36093990,0.00549210,1.37520982,0.02125576,4.99311579
-4.91345673,7.61028589,5.34017131,0.68548085,5.25895104,1.31983723,0.00526864,1.34835244,0.02060055,4.81942246
-4.90745373,7.35581525,5.15281732,0.66845386,5.05046517,1.27614055,0.00505955,1.31918729,0.01999054,4.63741959
-4.90145073,7.09172130,4.95854534,0.65099430,4.83602758,1.23039918,0.00486460,1.28800887,0.01942676,4.44953904
-4.89544772,6.82113718,4.75957331,0.63312506,4.61859876,1.18317233,0.00468352,1.25514363,0.01890948,4.25815501
-4.88944472,6.54710765,4.55800948,0.61487336,4.40098612,1.13501460,0.00451603,1.22094256,0.01843828,4.06552750
-4.88344172,6.27252277,4.35580955,0.59627177,4.18578223,1.08646232,0.00436182,1.18577328,0.01801201,3.87375331
-4.87743872,6.00006137,4.15474252,0.57735910,3.97531453,1.03802140,0.00422058,1.15001192,0.01762885,3.68472614
-4.87143572,5.73214562,3.95636592,0.55818098,3.77160771,0.99015692,0.00409198,1.11403517,0.01728633,3.50010679
-4.86543272,5.47090783,3.76201051,0.53879020,3.57635930,0.94328504,0.00397570,1.07821241,0.01698137,3.32130395
-4.85942971,5.21816963,3.57277427,0.51924675,3.39092827,0.89776712,0.00387141,1.04289860,0.01671042,3.14946547
-4.85342671,4.97543322,3.38952500,0.49961740,3.21633602,0.85390632,0.00377878,1.00842761,0.01646952,2.98547946
-4.84742371,4.74388365,3.21291037,0.47997501,3.05327846,0.81194655,0.00369747,0.97510652,0.01625445,2.82998429
-4.84142071,4.52440096,3.04337438,0.46039747,2.90214756,0.77207350,0.00362712,0.94321078,0.01606087,2.68338612
-4.83541771,4.31758031,2.88117856,0.44096625,2.76306041,0.73441758,0.00356740,0.91298029,0.01588450,2.54588219
-4.82941471,4.12375820,2.72642652,0.42176485,2.63589379,0.69905839,0.00351795,0.88461651,0.01572125,2.41748837
-4.82341171,3.94304275,2.57909035,0.40287694,2.52032202,0.66603024,0.00347842,0.85828046,0.01556743,2.29806895
-4.81740870,3.77534607,2.43903752,0.38438448,2.41585600,0.63532847,0.00344845,0.83409167,0.01541985,2.18736705
-4.81140570,3.62041681,2.30605686,0.36636583,2.32188171,0.60691595,0.00342766,0.81212795,0.01527597,2.08503416
-4.80540270,3.47787136,2.17988283,0.34889394,2.23769641,0.58072958,0.00341568,0.79242589,0.01513398,1.99065738
-4.79939970,3.34722230,2.06021704,0.33203472,2.16254129,0.55668637,0.00341209,0.77498210,0.01499288,1.90378340
-4.79339670,3.22790328,1.94674667,0.31584570,2.09562971,0.53468885,0.00341645,0.75975499,0.01485242,1.82393853
-4.78739370,3.11928983,1.83915929,0.30037488,2.03617032,0.51462971,0.00342827,0.74666707,0.01471315,1.75064439
-4.78139070,3.02071580,1.73715409,0.28566005,1.98338507,0.49639556,0.00344696,0.73560785,0.01457628,1.68342918
-4.77538769,2.93148584,1.64044972,0.27172838,1.93652209,0.47986971,0.00347188,0.72643699,0.01444355,1.62183490
-4.76938469,2.85088439,1.54878882,0.25859638,1.89486409,0.46493424,0.00350225,0.71898803,0.01431712,1.56542092
-4.76338169,2.77818192,1.46193997,0.24627020,1.85773273,0.45147134,0.00353719,0.71307240,0.01419935,1.51376462
-4.75737869,2.71263938,1.37969727,0.23474629,1.82449008,0.43936419,0.00357569,0.70848388,0.01409260,1.46646001
-4.75137569,2.65351196,1.30187838,0.22401226,1.79453785,0.42849749,0.00361659,0.70500343,0.01399906,1.42311513
-4.74537269,2.60005296,1.22832141,0.21404795,1.76731555,0.41875801,0.00365859,0.70240429,0.01392053,1.38334917
-4.73936968,2.55151882,1.15888131,0.20482678,1.74229831,0.41003521,0.00370028,0.70045755,0.01385828,1.34679005
-4.73336668,2.50717586,1.09342611,0.19631708,1.71899530,0.40222216,0.00374012,0.69893777,0.01381294,1.31307317
-4.72736368,2.46630928,1.03183352,0.18848354,1.69694908,0.39521686,0.00377650,0.69762896,0.01378438,1.28184186
-4.72136068,2.42823444,0.97398808,0.18128866,1.67573661,0.38892409,0.00380776,0.69633037,0.01377171,1.25274969
-4.71535768,2.39231041,0.91977906,0.17469417,1.65497173,0.38325764,0.00383224,0.69486237,0.01377332,1.22546485
-4.70935468,2.35795521,0.86909913,0.16866234,1.63430930,0.37814303,0.00384829,0.69307179,0.01378695,1.19967629
-4.70335168,2.32466207,0.82184379,0.16315714,1.61345059,0.37352038,0.00385440,0.69083687,0.01380982,1.17510138
-4.69734867,2.29201575,0.77791143,0.15814527,1.59214943,0.36934745,0.00384917,0.68807142,0.01383882,1.15149445
-4.69134567,2.25970779,0.73720381,0.15359700,1.57021874,0.36560247,0.00383141,0.68472794,0.01387075,1.12865562
-4.68534267,2.22754961,0.69962676,0.14948670,1.54753644,0.36228655,0.00380019,0.68079964,0.01390251,1.10643914
-4.67933967,2.19548211,0.66509085,0.14579324,1.52405039,0.35942544,0.00375485,0.67632105,0.01393137,1.08476043
-4.67333667,2.16358096,0.63351182,0.14250003,1.49978148,0.35707034,0.00369503,0.67136716,0.01395519,1.06360121
-4.66733367,2.13205653,0.60481065,0.13959487,1.47482445,0.35529763,0.00362075,0.66605110,0.01397258,1.04301190
-4.66133067,2.10124788,0.57891296,0.13706948,1.44934604,0.35420718,0.00353233,0.66052017,0.01398313,1.02311099
-4.65532766,2.07161069,0.55574795,0.13491886,1.42358021,0.35391940,0.00343047,0.65495056,0.01398743,1.00408091
-4.64932466,2.04369903,0.53524671,0.13314042,1.39782048,0.35457074,0.00331617,0.64954075,0.01398714,0.98616044
-4.64332166,2.01814151,0.51734001,0.13173291,1.37240957,0.35630793,0.00319074,0.64450392,0.01398496,0.96963354
