energy_ev,total_up,Si_p_up,Si_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.17706071,0.65854322,0.00000000,1.25837915,0.00000000,0.88970567,0.78924504
-5.99399700,3.27728292,0.67906906,0.00000000,1.29792010,0.00000000,0.91595935,0.81590335
-5.98799400,3.36770183,0.69777684,0.00000000,1.33329749,0.00000000,0.94021707,0.84019974
-5.98199100,3.44650369,0.71438790,0.00000000,1.36368369,0.00000000,0.96202175,0.86177402
-5.97598799,3.51212176,0.72866666,0.00000000,1.38836051,0.00000000,0.98095666,0.88032598
-5.96998499,3.56329070,0.74042966,0.00000000,1.40674299,0.00000000,0.99666150,0.89562679
-5.96398199,3.59909087,0.74955268,0.00000000,1.41839877,0.00000000,1.00884685,0.90752774
-5.95797899,3.61898014,0.75597573,0.00000000,1.42306203,0.00000000,1.01730614,0.91596617
-5.95197599,3.62281159,0.75970541,0.00000000,1.42064135,0.00000000,1.02192444,0.92096795
-5.94597299,3.61083611,0.76081461,0.00000000,1.41122114,0.00000000,1.02268361,0.92264646
-5.93996998,3.58368952,0.75943937,0.00000000,1.39505636,0.00000000,1.01966343,0.92119800
-5.93396698,3.54236489,0.75577313,0.00000000,1.37256106,0.00000000,1.01303866,0.91689378
-5.92796398,3.48817111,0.75005853,0.00000000,1.34429096,0.00000000,1.00307206,0.91006890
-5.92196098,3.42267989,0.74257721,0.00000000,1.31092126,0.00000000,0.99010378,0.90110869
-5.91595798,3.34766361,0.73363804,0.00000000,1.27322040,0.00000000,0.97453759,0.89043321
-5.90995498,3.26502705,0.72356448,0.00000000,1.23202127,0.00000000,0.95682463,0.87848051
-5.90395198,3.17673625,0.71268155,0.00000000,1.18819114,0.00000000,0.93744560,0.86568937
-5.89794897,3.08474778,0.70130310,0.00000000,1.14260169,0.00000000,0.91689211,0.85248260
-5.89194597,2.99094158,0.68972010,0.00000000,1.09610036,0.00000000,0.89564828,0.83925127
-5.88594297,2.89706040,0.67819026,0.00000000,1.04948442,0.00000000,0.87417332,0.82634082
-5.87993997,2.80465796,0.66692962,0.00000000,1.00347853,0.00000000,0.85288594,0.81403952
-5.87393697,2.71505805,0.65610639,0.00000000,0.95871668,0.00000000,0.83215126,0.80256972
-5.86793397,2.62932554,0.64583715,0.00000000,0.91572908,0.00000000,0.81227071,0.79208216
-5.86193097,2.54824992,0.63618564,0.00000000,0.87493397,0.00000000,0.79347518,0.78265342
-5.85592796,2.47234137,0.62716389,0.00000000,0.83663466,0.00000000,0.77592169,0.77428662
-5.84992496,2.40183849,0.61873566,0.00000000,0.80102126,0.00000000,0.75969342,0.76691499
-5.84392196,2.33672664,0.61082183,0.00000000,0.76817670,0.00000000,0.74480297,0.76040818
-5.83791896,2.27676520,0.60330735,0.00000000,0.73808650,0.00000000,0.73119846,0.75458078
-5.83191596,2.22152184,0.59604941,0.00000000,0.71065130,0.00000000,0.71877202,0.74920267
-5.82591296,2.17041178,0.58888630,0.00000000,0.68570160,0.00000000,0.70737015,0.74401065
-5.81990995,2.12273993,0.58164658,0.00000000,0.66301368,0.00000000,0.69680532,0.73872085
-5.81390695,2.07774385,0.57415817,0.00000000,0.64232600,0.00000000,0.68686821,0.73304133
-5.80790395,2.03463578,0.56625678,0.00000000,0.62335537,0.00000000,0.67734010,0.72668450
-5.80190095,1.99264192,0.55779365,0.00000000,0.60581219,0.00000000,0.66800471,0.71937877
-5.79589795,1.95103787,0.54864205,0.00000000,0.58941430,0.00000000,0.65865916,0.71087922
-5.78989495,1.90917894,0.53870255,0.00000000,0.57389906,0.00000000,0.64912347,0.70097683
-5.78389195,1.86652481,0.52790677,0.00000000,0.55903341,0.00000000,0.63924855,0.68950615
-5.77788894,1.82265797,0.51621974,0.00000000,0.54462167,0.00000000,0.62892215,0.67635104
-5.77188594,1.77729598,0.50364063,0.00000000,0.53051119,0.00000000,0.61807289,0.66144872
-5.76588294,1.73029760,0.49020217,0.00000000,0.51659587,0.00000000,0.60667222,0.64479171
-5.75987994,1.68166308,0.47596869,0.00000000,0.50281764,0.00000000,0.59473444,0.62642802
-5.75387694,1.63152939,0.46103309,0.00000000,0.48916614,0.00000000,0.58231482,0.60645949
-5.74787394,1.58016086,0.44551276,0.00000000,0.47567688,0.00000000,0.56950621,0.58503856
-5.74187094,1.52793610,0.42954488,0.00000000,0.46242810,0.00000000,0.55643418,0.56236354
-5.73586793,1.47533213,0.41328121,0.00000000,0.44953660,0.00000000,0.54325132,0.53867276
-5.72986493,1.42290653,0.39688268,0.00000000,0.43715281,0.00000000,0.53013070,0.51423782
-5.72386193,1.37127843,0.38051403,0.00000000,0.42545541,0.00000000,0.51725924,0.48935613
-5.71785893,1.32110935,0.36433877,0.00000000,0.41464559,0.00000000,0.50483092,0.46434327
-5.71185593,1.27308435,0.34851461,0.00000000,0.40494124,0.00000000,0.49304065,0.43952522
-5.70585293,1.22789441,0.33318966,0.00000000,0.39657109,0.00000000,0.48207862,0.41523086
-5.69984992,1.18622028,0.31849953,0.00000000,0.38976912,0.00000000,0.47212574,0.39178498
-5.69384692,1.14871835,0.30456532,0.00000000,0.38476894,0.00000000,0.46335010,0.36950198
-5.68784392,1.11600860,0.29149274,0.00000000,0.38179857,0.00000000,0.45590469,0.34868036
-5.68184092,1.08866479,0.27937220,0.00000000,0.38107527,0.00000000,0.44992620,0.32959821
-5.67583792,1.06720665,0.26827978,0.00000000,0.38280065,0.00000000,0.44553509,0.31250958
-5.66983492,1.05209402,0.25827916,0.00000000,0.38715592,0.00000000,0.44283642,0.29764180
-5.66383192,1.04372250,0.24942400,0.00000000,0.39429724,0.00000000,0.44192152,0.28519367
-5.65782891,1.04242033,0.24176081,0.00000000,0.40435134,0.00000000,0.44287008,0.27533428
-5.65182591,1.04844602,0.23533191,0.00000000,0.41741117,0.00000000,0.44575227,0.26820243
-5.64582291,1.06198642,0.23017821,0.00000000,0.43353198,0.00000000,0.45063081,0.26390644
-5.63981991,1.08315484,0.22634162,0.00000000,0.45272758,0.00000000,0.45756235,0.26252405
-5.63381691,1.11198899,0.22386675,0.00000000,0.47496718,0.00000000,0.46659829,0.26410242
-5.62781391,1.14844860,0.22280169,0.00000000,0.50017282,0.00000000,0.47778440,0.26865795
-5.62181091,1.19241264,0.22319778,0.00000000,0.52821758,0.00000000,0.49115949,0.27617591
-5.61580790,1.24367617,0.22510822,0.00000000,0.55892485,0.00000000,0.50675280,0.28660973
-5.60980490,1.30194724,0.22858549,0.00000000,0.59206856,0.00000000,0.52458034,0.29988011
-5.60380190,1.36684377,0.23367776,0.00000000,0.62737487,0.00000000,0.54464020,0.31587381
-5.59779890,1.43789113,0.24042433,0.00000000,0.66452504,0.00000000,0.56690716,0.33444247
-5.59179590,1.51452064,0.24885029,0.00000000,0.70315972,0.00000000,0.59132685,0.35540141
-5.58579290,1.59606942,0.25896094,0.00000000,0.74288461,0.00000000,0.61780983,0.37852874
-5.57978989,1.68178222,0.27073601,0.00000000,0.78327721,0.00000000,0.64622612,0.40356505
-5.57378689,1.77081529,0.28412427,0.00000000,0.82389474,0.00000000,0.67640044,0.43021370
-5.56778389,1.86224288,0.29903889,0.00000000,0.86428273,0.00000000,0.70810880,0.45814221
-5.56178089,1.95506637,0.31535386,0.00000000,0.90398413,0.00000000,0.74107662,0.48698473
-5.55577789,2.04822630,0.33290186,0.00000000,0.94254864,0.00000000,0.77497892,0.51634580
-5.54977489,2.14061702,0.35147386,0.00000000,0.97954177,0.00000000,0.80944271,0.54580554
-5.54377189,2.23110405,0.37082066,0.00000000,1.01455349,0.00000000,0.84405172,0.57492615
-5.53776888,2.31854357,0.39065642,0.00000000,1.04720603,0.00000000,0.87835362,0.60325980
-5.53176588,2.40180387,0.41066420,0.00000000,1.07716063,0.00000000,0.91186945,0.63035763
-5.52576288,2.47978800,0.43050340,0.00000000,1.10412307,0.00000000,0.94410522,0.65577968
-5.51975988,2.55145706,0.44981882,0.00000000,1.12784784,0.00000000,0.97456508,0.67910536
-5.51375688,2.61585339,0.46825102,0.00000000,1.14814080,0.00000000,1.00276578,0.69994426
-5.50775388,2.67212298,0.48544751,0.00000000,1.16486059,0.00000000,1.02825177,0.71794665
-5.50175088,2.71953616,0.50107437,0.00000000,1.17791856,0.00000000,1.05061016,0.73281338
-5.49574787,2.75750584,0.51482761,0.00000000,1.18727762,0.00000000,1.06948505,0.74430466
-5.48974487,2.78560272,0.52644383,0.00000000,1.19295001,0.00000000,1.08459032,0.75224738
-5.48374187,2.80356648,0.53570961,0.00000000,1.19499422,0.00000000,1.09572034,0.75654048
-5.47773887,2.81131276,0.54246915,0.00000000,1.19351123,0.00000000,1.10275797,0.75715814
-5.47173587,2.80893519,0.54662974,0.00000000,1.18864032,0.00000000,1.10567935,0.75415062
-5.46573287,2.79670240,0.54816484,0.00000000,1.18055445,0.00000000,1.10455506,0.74764253
-5.45972986,2.77504988,0.54711444,0.00000000,1.16945548,0.00000000,1.09954764,0.73782862
-5.45372686,2.74456677,0.54358287,0.00000000,1.15556924,0.00000000,1.09090535,0.72496722
-5.44772386,2.70597792,0.53773395,0.00000000,1.13914052,0.00000000,1.07895232,0.70937155
-5.44172086,2.66012178,0.52978384,0.00000000,1.12042809,0.00000000,1.06407572,0.69139914
-5.43571786,2.60792483,0.51999184,0.00000000,1.09969967,0.00000000,1.04671019,0.67144000
-5.42971486,2.55037331,0.50864969,0.00000000,1.07722691,0.00000000,1.02732050,0.64990386
-5.42371186,2.48848348,0.49606973,0.00000000,1.05328049,0.00000000,1.00638309,0.62720698
-5.41770885,2.42327140,0.48257268,0.00000000,1.02812531,0.00000000,0.98436751,0.60375928
-5.41170585,2.35572337,0.46847545,0.00000000,1.00201579,0.00000000,0.96171855,0.57995210
-5.40570285,2.28676827,0.45407960,0.00000000,0.97519150,0.00000000,0.93884003,0.55614717
-5.39969985,2.21725299,0.43966100,0.00000000,0.94787321,0.00000000,0.91608096,0.53266721
-5.39369685,2.14792175,0.42546108,0.00000000,0.92025942,0.00000000,0.89372488,0.50978859
-5.38769385,2.07940035,0.41168010,0.00000000,0.89252364,0.00000000,0.87198275,0.48773607
-5.38169085,2.01218599,0.39847260,0.00000000,0.86481252,0.00000000,0.85098988,0.46668001
-5.37568784,1.94664296,0.38594520,0.00000000,0.83724502,0.00000000,0.83080688,0.44673598
-5.36968484,1.88300452,0.37415684,0.00000000,0.80991276,0.00000000,0.81142469,0.42796660
-5.36368184,1.82138073,0.36312117,0.00000000,0.78288152,0.00000000,0.79277329,0.41038565
-5.35767884,1.76177193,0.35281112,0.00000000,0.75619408,0.00000000,0.77473372,0.39396397
-5.35167584,1.70408724,0.34316517,0.00000000,0.72987431,0.00000000,0.75715275,0.37863697
-5.34567284,1.64816718,0.33409503,0.00000000,0.70393232,0.00000000,0.73985941,0.36431327
-5.33966983,1.59380931,0.32549433,0.00000000,0.67837063,0.00000000,0.72268272,0.35088409
-5.33366683,1.54079589,0.31724778,0.00000000,0.65319107,0.00000000,0.70546950,0.33823294
-5.32766383,1.48892205,0.30924047,0.00000000,0.62840205,0.00000000,0.68810171,0.32624520
-5.32166083,1.43802331,0.30136685,0.00000000,0.60402598,0.00000000,0.67051223,0.31481711
-5.31565783,1.38800113,0.29353882,0.00000000,0.58010640,0.00000000,0.65269861,0.30386390
-5.30965483,1.33884537,0.28569289,0.00000000,0.55671441,0.00000000,0.63473401,0.29332671
-5.30365183,1.29065241,0.27779583,0.00000000,0.53395410,0.00000000,0.61677492,0.28317795
-5.29764882,1.24363836,0.26984878,0.00000000,0.51196660,0.00000000,0.59906528,0.27342510
-5.29164582,1.19814646,0.26188960,0.00000000,0.49093249,0.00000000,0.58193694,0.26411271
-5.28564282,1.15464828,0.25399347,0.00000000,0.47107227,0.00000000,0.56580616,0.25532251
-5.27963982,1.11373870,0.24627168,0.00000000,0.45264476,0.00000000,0.55116653,0.24717186
-5.27363682,1.07612443,0.23886873,0.00000000,0.43594341,0.00000000,0.53857826,0.23981037
-5.26763382,1.04260668,0.23195794,0.00000000,0.42129039,0.00000000,0.52865423,0.23341504
-5.26163082,1.01405823,0.22573566,0.00000000,0.40902868,0.00000000,0.52204329,0.22818401
-5.25562781,0.99139575,0.22041438,0.00000000,0.39951225,0.00000000,0.51941101,0.22432916
-5.24962481,0.97554820,0.21621504,0.00000000,0.39309464,0.00000000,0.52141865,0.22206786
-5.24362181,0.96742230,0.21335873,0.00000000,0.39011623,0.00000000,0.52870072,0.22161413
-5.23761881,0.96786627,0.21205814,0.00000000,0.39089062,0.00000000,0.54184185,0.22316949
-5.23161581,0.97763303,0.21250909,0.00000000,0.39569056,0.00000000,0.56135347,0.22691395
-5.22561281,0.99734413,0.21488229,0.00000000,0.40473395,0.00000000,0.58765114,0.23299723
-5.21960980,1.02745575,0.21931579,0.00000000,0.41817047,0.00000000,0.62103303,0.24153080
-5.21360680,1.06822812,0.22590826,0.00000000,0.43606923,0.00000000,0.66166043,0.25258080
-5.20760380,1.11969949,0.23471334,0.00000000,0.45840826,0.00000000,0.70954091,0.26616230
-5.20160080,1.18166601,0.24573538,0.00000000,0.48506612,0.00000000,0.76451486,0.28223510
-5.19559780,1.25366840,0.25892652,0.00000000,0.51581619,0.00000000,0.82624612,0.30070126
-5.18959480,1.33498650,0.27418556,0.00000000,0.55032417,0.00000000,0.89421729,0.32140453
-5.18359180,1.42464203,0.29135838,0.00000000,0.58814893,0.00000000,0.96773024,0.34413186
-5.17758879,1.52141037,0.31024012,0.00000000,0.62874709,0.00000000,1.04591225,0.36861691
-5.17158579,1.62384094,0.33057911,0.00000000,0.67148131,0.00000000,1.12772792,0.39454559
-5.16558279,1.73028637,0.35208233,0.00000000,0.71563226,0.00000000,1.21199693,0.42156339
