energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-5.69384692,2.26064185,0.15945502,1.85842976,0.00398639,0.05868234,0.34906317,0.00000000
-5.68784392,2.31101172,0.16225763,1.90334701,0.00417773,0.05931726,0.35238222,0.00000000
-5.68184092,2.35503446,0.16463694,1.94307489,0.00435393,0.05977488,0.35463849,0.00000000
-5.67583792,2.39185639,0.16652144,1.97694964,0.00451215,0.06003091,0.35567926,0.00000000
-5.66983492,2.42072837,0.16784927,2.00438382,0.00464986,0.06006426,0.35537805,0.00000000
-5.66383192,2.44101956,0.16856929,2.02487615,0.00476487,0.05985783,0.35363799,0.00000000
-5.65782891,2.45222853,0.16864193,2.03801949,0.00485541,0.05939920,0.35039433,0.00000000
-5.65182591,2.45399151,0.16803971,2.04350702,0.00492012,0.05868106,0.34561601,0.00000000
-5.64582291,2.44608734,0.16674760,2.04113616,0.00495814,0.05770159,0.33930621,0.00000000
-5.63981991,2.42843939,0.16476301,2.03081069,0.00496903,0.05646453,0.33150182,0.00000000
-5.63381691,2.40111433,0.16209557,2.01254075,0.00495287,0.05497911,0.32227182,0.00000000
-5.62781391,2.36431810,0.15876655,1.98644122,0.00491016,0.05325979,0.31171477,0.00000000
-5.62181091,2.31838924,0.15480816,1.95272838,0.00484184,0.05132575,0.29995534,0.00000000
-5.61580790,2.26379012,0.15026251,1.91171527,0.00474922,0.04920032,0.28714016,0.00000000
-5.60980490,2.20109630,0.14518049,1.86380583,0.00463398,0.04691021,0.27343320,0.00000000
-5.60380190,2.13098450,0.13962049,1.80948808,0.00449808,0.04448471,0.25901081,0.00000000
-5.59779890,2.05421965,0.13364697,1.74932649,0.00434369,0.04195478,0.24405662,0.00000000
-5.59179590,1.97164118,0.12732907,1.68395367,0.00417321,0.03935218,0.22875662,0.00000000
-5.58579290,1.88414906,0.12073919,1.61406154,0.00398911,0.03670860,0.21329451,0.00000000
-5.57978989,1.79268974,0.11395152,1.54039198,0.00379395,0.03405487,0.19784747,0.00000000
-5.57378689,1.69824224,0.10704079,1.46372717,0.00359031,0.03142025,0.18258258,0.00000000
-5.56778389,1.60180462,0.10008098,1.38487958,0.00338072,0.02883179,0.16765390,0.00000000
-5.56178089,1.50438085,0.09314421,1.30468171,0.00316763,0.02631390,0.15320025,0.00000000
-5.55577789,1.40696833,0.08629980,1.22397573,0.00295339,0.02388795,0.13934375,0.00000000
-5.54977489,1.31054607,0.07961340,1.14360300,0.00274018,0.02157209,0.12618911,0.00000000
-5.54377189,1.21606368,0.07314638,1.06439380,0.00253004,0.01938111,0.11382350,0.00000000
-5.53776888,1.12443113,0.06695528,0.98715710,0.00232480,0.01732650,0.10231709,0.00000000
-5.53176588,1.03650949,0.06109148,0.91267084,0.00212610,0.01541656,0.09172403,0.00000000
-5.52576288,0.95310262,0.05560099,0.84167266,0.00193536,0.01365656,0.08208378,0.00000000
-5.51975988,0.87494974,0.05052439,0.77485123,0.00175380,0.01204905,0.07342273,0.00000000
-5.51375688,0.80271920,0.04589684,0.71283845,0.00158243,0.01059415,0.06575600,0.00000000
-5.50775388,0.73700307,0.04174827,0.65620239,0.00142206,0.00928991,0.05908915,0.00000000
-5.50175088,0.67831278,0.03810353,0.60544131,0.00127331,0.00813260,0.05342001,0.00000000
-5.49574787,0.62707574,0.03498268,0.56097851,0.00113661,0.00711713,0.04874025,0.00000000
-5.48974487,0.58363282,0.03240130,0.52315827,0.00101226,0.00623731,0.04503678,0.00000000
-5.48374187,0.54823663,0.03037072,0.49224279,0.00090041,0.00548621,0.04229301,0.00000000
-5.47773887,0.52105076,0.02889840,0.46841006,0.00080109,0.00485639,0.04048971,0.00000000
-5.47173587,0.50214967,0.02798811,0.45175286,0.00071424,0.00434018,0.03960575,0.00000000
-5.46573287,0.49151956,0.02764026,0.44227870,0.00063976,0.00392984,0.03961852,0.00000000
-5.45972986,0.48906010,0.02785201,0.43991090,0.00057748,0.00361777,0.04050416,0.00000000
-5.45372686,0.49458712,0.02861754,0.44449088,0.00052727,0.00339662,0.04223763,0.00000000
-5.44772386,0.50783659,0.02992813,0.45578165,0.00048898,0.00325941,0.04479270,0.00000000
-5.44172086,0.52846985,0.03177241,0.47347284,0.00046255,0.00319960,0.04814181,0.00000000
-5.43571786,0.55608041,0.03413640,0.49718723,0.00044798,0.00321114,0.05225597,0.00000000
-5.42971486,0.59020241,0.03700381,0.52648900,0.00044538,0.00328854,0.05710479,0.00000000
-5.42371186,0.63032091,0.04035619,0.56089370,0.00045500,0.00342687,0.06265646,0.00000000
-5.41770885,0.67588399,0.04417322,0.59988010,0.00047725,0.00362176,0.06887807,0.00000000
-5.41170585,0.72631664,0.04843305,0.64290365,0.00051268,0.00386946,0.07573590,0.00000000
-5.40570285,0.78103614,0.05311269,0.68941148,0.00056204,0.00416677,0.08319607,0.00000000
-5.39969985,0.83946870,0.05818842,0.73885854,0.00062626,0.00451104,0.09122517,0.00000000
-5.39369685,0.90106668,0.06363624,0.79072439,0.00070641,0.00490019,0.09979113,0.00000000
-5.38769385,0.96532582,0.06943237,0.84453008,0.00080374,0.00533260,0.10886408,0.00000000
-5.38169085,1.03180168,0.07555360,0.89985430,0.00091963,0.00580712,0.11841726,0.00000000
-5.37568784,1.10012428,0.08197770,0.95634798,0.00105554,0.00632297,0.12842776,0.00000000
-5.36968484,1.17001010,0.08868362,1.01374653,0.00121298,0.00687968,0.13887715,0.00000000
-5.36368184,1.24127052,0.09565156,1.07187878,0.00139342,0.00747694,0.14975181,0.00000000
-5.35767884,1.31381575,0.10286291,1.13067181,0.00159829,0.00811456,0.16104287,0.00000000
-5.35167584,1.38765378,0.11029992,1.19015119,0.00182881,0.00879229,0.17274589,0.00000000
-5.34567284,1.46288367,0.11794524,1.25043585,0.00208597,0.00950966,0.18485992,0.00000000
-5.33966983,1.53968317,0.12578116,1.31172771,0.00237042,0.01026591,0.19738622,0.00000000
-5.33366683,1.61829088,0.13378887,1.37429588,0.00268240,0.01105978,0.21032657,0.00000000
-5.32766383,1.69898329,0.14194738,1.43845605,0.00302161,0.01188938,0.22368118,0.00000000
-5.32166083,1.78204769,0.15023264,1.50454553,0.00338719,0.01275213,0.23744636,0.00000000
-5.31565783,1.86775222,0.15861652,1.57289529,0.00377762,0.01364463,0.25161206,0.00000000
-5.30965483,1.95631431,0.16706599,1.64380001,0.00419068,0.01456263,0.26615949,0.00000000
-5.30365183,2.04786944,0.17554253,1.71748775,0.00462345,0.01550104,0.28105879,0.00000000
-5.29764882,2.14244178,0.18400182,1.79409087,0.00507225,0.01645396,0.29626723,0.00000000
-5.29164582,2.23991866,0.19239379,1.87361988,0.00553274,0.01741478,0.31172780,0.00000000
-5.28564282,2.34003049,0.20066316,1.95594171,0.00599993,0.01837637,0.32736853,0.00000000
-5.27963982,2.44233752,0.20875033,2.04076395,0.00646832,0.01933124,0.34310254,0.00000000
-5.27363682,2.54622476,0.21659283,2.12762613,0.00693194,0.02027180,0.35882894,0.00000000
-5.26763382,2.65090554,0.22412709,2.21589895,0.00738458,0.02119064,0.37443458,0.00000000
-5.26163082,2.75543427,0.23129062,2.30479185,0.00781991,0.02208079,0.38979665,0.00000000
-5.25562781,2.85872794,0.23802439,2.39336893,0.00823172,0.02293600,0.40478594,0.00000000
-5.24962481,2.95959567,0.24427539,2.48057269,0.00861405,0.02375102,0.41927084,0.00000000
-5.24362181,3.05677523,0.24999909,2.56525480,0.00896145,0.02452182,0.43312158,0.00000000
-5.23761881,3.14897478,0.25516186,2.64621244,0.00926917,0.02524575,0.44621489,0.00000000
-5.23161581,3.23491790,0.25974294,2.72222875,0.00953333,0.02592162,0.45843849,0.00000000
-5.22561281,3.31338984,0.26373615,2.79211535,0.00975109,0.02654978,0.46969542,0.00000000
-5.21960980,3.38328262,0.26715085,2.85475507,0.00992079,0.02713201,0.47990789,0.00000000
-5.21360680,3.44363686,0.27001239,2.90914270,0.01004201,0.02767142,0.48902038,0.00000000
-5.20760380,3.49367819,0.27236178,2.95442195,0.01011565,0.02817220,0.49700194,0.00000000
-5.20160080,3.53284653,0.27425473,2.98991686,0.01014390,0.02863936,0.50384747,0.00000000
-5.19559780,3.56081677,0.27575988,3.01515608,0.01013020,0.02907838,0.50957788,0.00000000
-5.18959480,3.57750996,0.27695647,3.02988916,0.01007913,0.02949486,0.51423919,0.00000000
-5.18359180,3.58309449,0.27793145,3.03409403,0.00999625,0.02989410,0.51790046,0.00000000
-5.17758879,3.57797737,0.27877615,3.02797555,0.00988788,0.03028076,0.52065074,0.00000000
-5.17158579,3.56278616,0.27958272,3.01195540,0.00976094,0.03065852,0.52259516,0.00000000
-5.16558279,3.53834258,0.28044036,2.98665408,0.00962260,0.03102975,0.52385025,0.00000000
-5.15957979,3.50562929,0.28143179,2.95286584,0.00948005,0.03139534,0.52453883,0.00000000
-5.15357679,3.46575153,0.28262970,2.91152836,0.00934022,0.03175453,0.52478456,0.00000000
-5.14757379,3.41989564,0.28409383,2.86368836,0.00920949,0.03210486,0.52470654,0.00000000
-5.14157079,3.36928645,0.28586838,2.81046517,0.00909345,0.03244227,0.52441417,0.00000000
-5.13556778,3.31514569,0.28798020,2.75301393,0.00899667,0.03276118,0.52400243,0.00000000
-5.12956478,3.25865326,0.29043760,2.69249010,0.00892252,0.03305475,0.52354794,0.00000000
-5.12356178,3.20091315,0.29323007,2.63001691,0.00887306,0.03331519,0.52310591,0.00000000
-5.11755878,3.14292530,0.29632877,2.56665691,0.00884893,0.03353410,0.52270817,0.00000000
-5.11155578,3.08556455,0.29968779,2.50338884,0.00884938,0.03370289,0.52236234,0.00000000
-5.10555278,3.02956728,0.30324632,2.44109024,0.00887230,0.03381320,0.52205226,0.00000000
-5.09954977,2.97552592,0.30693140,2.38052643,0.00891433,0.03385732,0.52173962,0.00000000
-5.09354677,2.92389112,0.31066136,2.32234560,0.00897104,0.03382861,0.52136670,0.00000000
-5.08754377,2.87498108,0.31434973,2.26707980,0.00903712,0.03372185,0.52086024,0.00000000
-5.08154077,2.82899691,0.31790945,2.21515115,0.00910668,0.03353361,0.52013607,0.00000000
-5.07553777,2.78604303,0.32125732,2.16688247,0.00917349,0.03326246,0.51910443,0.00000000
-5.06953477,2.74615101,0.32431835,2.12251122,0.00923128,0.03290918,0.51767572,0.00000000
-5.06353177,2.70930536,0.32703004,2.08220565,0.00927406,0.03247689,0.51576636,0.00000000
-5.05752876,2.67546976,0.32934619,2.04608197,0.00929639,0.03197108,0.51330447,0.00000000
-5.05152576,2.64461200,0.33124025,2.01422138,0.00929366,0.03139954,0.51023525,0.00000000
-5.04552276,2.61672648,0.33270799,1.98668585,0.00926230,0.03077228,0.50652555,0.00000000
-5.03951976,2.59185276,0.33376930,1.96353179,0.00919994,0.03010132,0.50216770,0.00000000
-5.03351676,2.57008936,0.33446914,1.94482072,0.00910561,0.02940045,0.49718220,0.00000000
-5.02751376,2.55160200,0.33487746,1.93062645,0.00897973,0.02868492,0.49161926,0.00000000
-5.02151076,2.53662594,0.33508817,1.92103850,0.00882421,0.02797109,0.48555903,0.00000000
-5.01550775,2.52546224,0.33521704,1.91616144,0.00864233,0.02727606,0.47911065,0.00000000
-5.00950475,2.51846838,0.33539865,1.91611052,0.00843870,0.02661724,0.47241004,0.00000000
-5.00350175,2.51604350,0.33578254,1.92100373,0.00821911,0.02601194,0.46561654,0.00000000
-4.99749875,2.51860931,0.33652852,1.93095094,0.00799033,0.02547692,0.45890860,0.00000000
-4.99149575,2.52658760,0.33780148,1.94604081,0.00775992,0.02502799,0.45247878,0.00000000
-4.98549275,2.54037559,0.33976577,1.96632621,0.00753597,0.02467956,0.44652808,0.00000000
-4.97948974,2.56032039,0.34257944,1.99180923,0.00732691,0.02444432,0.44126003,0.00000000
-4.97348674,2.58669416,0.34638844,2.02242661,0.00714119,0.02433283,0.43687473,0.00000000
-4.96748374,2.61967103,0.35132127,2.05803667,0.00698712,0.02435329,0.43356304,0.00000000
-4.96148074,2.65930745,0.35748395,2.09840853,0.00687261,0.02451123,0.43150122,0.00000000
-4.95547774,2.70552679,0.36495587,2.14321463,0.00680495,0.02480940,0.43084620,0.00000000
-4.94947474,2.75810940,0.37378646,2.19202705,0.00679072,0.02524765,0.43173154,0.00000000
-4.94347174,2.81668855,0.38399302,2.24431816,0.00683554,0.02582290,0.43426446,0.00000000
-4.93746873,2.88075295,0.39555960,2.29946598,0.00694405,0.02652920,0.43852369,0.00000000
-4.93146573,2.94965551,0.40843723,2.35676403,0.00711980,0.02735791,0.44455842,0.00000000
-4.92546273,3.02262837,0.42254533,2.41543574,0.00736517,0.02829789,0.45238823,0.00000000
-4.91945973,3.09880335,0.43777428,2.47465263,0.00768140,0.02933582,0.46200385,0.00000000
-4.91345673,3.17723694,0.45398908,2.53355575,0.00806857,0.03045655,0.47336881,0.00000000
-4.90745373,3.25693868,0.47103388,2.59127933,0.00852563,0.03164353,0.48642162,0.00000000
-4.90145073,3.33690129,0.48873712,2.64697564,0.00905040,0.03287929,0.50107847,0.00000000
-4.89544772,3.41613137,0.50691717,2.69983976,0.00963971,0.03414588,0.51723615,0.00000000
-4.88944472,3.49367875,0.52538800,2.74913327,0.01028939,0.03542539,0.53477503,0.00000000
-4.88344172,3.56866328,0.54396477,2.79420542,0.01099438,0.03670043,0.55356194,0.00000000
-4.87743872,3.64029752,0.56246891,2.83451101,0.01174879,0.03795457,0.57345272,0.00000000
-4.87143572,3.70790443,0.58073259,2.86962396,0.01254603,0.03917275,0.59429439,0.00000000
-4.86543272,3.77092913,0.59860225,2.89924591,0.01337883,0.04034163,0.61592679,0.00000000
-4.85942971,3.82894437,0.61594115,2.92320966,0.01423941,0.04144984,0.63818375,0.00000000
-4.85342671,3.88164968,0.63263077,2.94147719,0.01511953,0.04248822,0.66089373,0.00000000
-4.84742371,3.92886457,0.64857110,2.95413262,0.01601060,0.04344991,0.68388002,0.00000000
-4.84142071,3.97051642,0.66367988,2.96137055,0.01690382,0.04433037,0.70696067,0.00000000
-4.83541771,4.00662405,0.67789086,2.96348043,0.01779026,0.04512737,0.72994824,0.00000000
-4.82941471,4.03727818,0.69115141,2.96082803,0.01866099,0.04584083,0.75264954,0.00000000
-4.82341171,4.06262015,0.70341945,2.95383481,0.01950720,0.04647264,0.77486566,0.00000000
-4.81740870,4.08282013,0.71466025,2.94295644,0.02032035,0.04702642,0.79639223,0.00000000
-4.81140570,4.09805625,0.72484309,2.92866138,0.02109223,0.04750718,0.81702029,0.00000000
-4.80540270,4.10849572,0.73393821,2.91141051,0.02181516,0.04792103,0.83653767,0.00000000
-4.79939970,4.11427885,0.74191420,2.89163863,0.02248204,0.04827478,0.85473109,0.00000000
-4.79339670,4.11550667,0.74873591,2.86973852,0.02308649,0.04857554,0.87138884,0.00000000
-4.78739370,4.11223257,0.75436323,2.84604789,0.02362292,0.04883040,0.88630405,0.00000000
-4.78139070,4.10445796,0.75875055,2.82083972,0.02408660,0.04904600,0.89927844,0.00000000
-4.77538769,4.09213186,0.76184707,2.79431578,0.02447373,0.04922816,0.91012632,0.00000000
-4.76938469,4.07515405,0.76359786,2.76660358,0.02478144,0.04938159,0.91867869,0.00000000
-4.76338169,4.05338133,0.76394555,2.73775633,0.02500781,0.04950959,0.92478733,0.00000000
-4.75737869,4.02663607,0.76283256,2.70775578,0.02515186,0.04961376,0.92832845,0.00000000
-4.75137569,3.99471674,0.76020371,2.67651757,0.02521348,0.04969390,0.92920600,0.00000000
-4.74537269,3.95740955,0.75600905,2.64389877,0.02519339,0.04974783,0.92735421,0.00000000
-4.73936968,3.91450084,0.75020667,2.60970733,0.02509307,0.04977140,0.92273948,0.00000000
-4.73336668,3.86578972,0.74276555,2.57371305,0.02491468,0.04975852,0.91536151,0.00000000
-4.72736368,3.81110067,0.73366813,2.53565990,0.02466097,0.04970133,0.90525351,0.00000000
-4.72136068,3.75029591,0.72291254,2.49527932,0.02433518,0.04959043,0.89248174,0.00000000
-4.71535768,3.68328731,0.71051457,2.45230431,0.02394101,0.04941519,0.87714440,0.00000000
-4.70935468,3.61004775,0.69650915,2.40648396,0.02348253,0.04916418,0.85936988,0.00000000
-4.70335168,3.53062184,0.68095138,2.35759824,0.02296412,0.04882562,0.83931461,0.00000000
-4.69734867,3.44513586,0.66391719,2.30547245,0.02239049,0.04838791,0.81716058,0.00000000
-4.69134567,3.35380651,0.64550343,2.24999110,0.02176662,0.04784020,0.79311263,0.00000000
-4.68534267,3.25694845,0.62582761,2.19111067,0.02109780,0.04717294,0.76739561,0.00000000
-4.67933967,3.15497995,0.60502712,2.12887066,0.02038966,0.04637839,0.74025150,0.00000000
-4.67333667,3.04842636,0.58325795,2.06340247,0.01964813,0.04545115,0.71193641,0.00000000
-4.66733367,2.93792092,0.56069305,1.99493554,0.01887955,0.04438855,0.68271761,0.00000000
-4.66133067,2.82420229,0.53752009,1.92380017,0.01809064,0.04319098,0.65287039,0.00000000
-4.65532766,2.70810853,0.51393885,1.85042682,0.01728851,0.04186207,0.62267491,0.00000000
-4.64932466,2.59056718,0.49015802,1.77534143,0.01648069,0.04040877,0.59241278,0.00000000
-4.64332166,2.47258134,0.46639172,1.69915678,0.01567504,0.03884129,0.56236355,0.00000000
-4.63731866,2.35521187,0.44285553,1.62255997,0.01487972,0.03717290,0.53280096,0.00000000
-4.63131566,2.23955593,0.41976228,1.54629635,0.01410310,0.03541960,0.50398903,0.00000000
-4.62531266,2.12672254,0.39731765,1.47115025,0.01335363,0.03359967,0.47617798,0.00000000
-4.61930965,2.01780595,0.37571568,1.39792346,0.01263966,0.03173317,0.44960021,0.00000000
-4.61330665,1.91385766,0.35513446,1.32741204,0.01196931,0.02984135,0.42446623,0.00000000
-4.60730365,1.81585839,0.33573198,1.26038261,0.01135025,0.02794603,0.40096095,0.00000000
-4.60130065,1.72469102,0.31764252,1.19754893,0.01078945,0.02606897,0.37924020,0.00000000
-4.59529765,1.64111582,0.30097353,1.13954996,0.01029306,0.02423127,0.35942785,0.00000000
-4.58929465,1.56574898,0.28580336,1.08693018,0.00986612,0.02245287,0.34161361,0.00000000
-4.58329165,1.49904551,0.27217972,1.04012319,0.00951239,0.02075204,0.32585161,0.00000000
-4.57728864,1.44128723,0.26011914,0.99943905,0.00923421,0.01914502,0.31215977,0.00000000
-4.57128564,1.39257642,0.24960738,0.96505609,0.00903236,0.01764581,0.30052026,0.00000000
-4.56528264,1.35283532,0.24060071,0.93701735,0.00890592,0.01626593,0.29088071,0.00000000
-4.55927964,1.32181161,0.23302819,0.91523175,0.00885231,0.01501444,0.28315640,0.00000000
-4.55327664,1.29908943,0.22679462,0.89947991,0.00886723,0.01389796,0.27723323,0.00000000
-4.54727364,1.28410548,0.22178415,0.88942420,0.00894474,0.01292085,0.27297127,0.00000000
-4.54127064,1.27616948,0.21786447,0.88462265,0.00907739,0.01208537,0.27020894,0.00000000
-4.53526763,1.27448804,0.21489112,0.88454593,0.00925641,0.01139200,0.26876746,0.00000000
-4.52926463,1.27819096,0.21271205,0.88859684,0.00947186,0.01083968,0.26845545,0.00000000
-4.52326163,1.28635889,0.21117207,0.89613134,0.00971295,0.01042614,0.26907360,0.00000000
-4.51725863,1.29805139,0.21011703,0.90648037,0.00996833,0.01014819,0.27041919,0.00000000
-4.51125563,1.31233420,0.20939764,0.91897173,0.01022637,0.01000194,0.27229028,0.00000000
-4.50525263,1.32830510,0.20887285,0.93295108,0.01047552,0.00998304,0.27448958,0.00000000
-4.49924962,1.34511734,0.20841260,0.94780156,0.01070466,0.01008681,0.27682790,0.00000000
-4.49324662,1.36200019,0.20789999,0.96296130,0.01090338,0.01030833,0.27912710,0.00000000
-4.48724362,1.37827605,0.20723285,0.97793844,0.01106231,0.01064249,0.28122258,0.00000000
-4.48124062,1.39337395,0.20632467,0.99232323,0.01117336,0.01108389,0.28296530,0.00000000
-4.47523762,1.40683913,0.20510506,1.00579701,0.01122999,0.01162682,0.28422338,0.00000000
-4.46923462,1.41833891,0.20351961,1.01813805,0.01122732,0.01226507,0.28488324,0.00000000
-4.46323162,1.42766482,0.20152950,1.02922410,0.01116229,0.01299179,0.28485050,0.00000000
-4.45722861,1.43473141,0.19911058,1.03903196,0.01103371,0.01379931,0.28405047,0.00000000
-4.45122561,1.43957183,0.19625244,1.04763418,0.01084224,0.01467899,0.28242835,0.00000000
-4.44522261,1.44233092,0.19295710,1.05519323,0.01059035,0.01562107,0.27994930,0.00000000
-4.43921961,1.44325584,0.18923780,1.06195347,0.01028217,0.01661458,0.27659808,0.00000000
-4.43321661,1.44268504,0.18511759,1.06823146,0.00992337,0.01764732,0.27237867,0.00000000
-4.42721361,1.44103579,0.18062807,1.07440471,0.00952096,0.01870589,0.26731347,0.00000000
-4.42121061,1.43879076,0.17580810,1.08089967,0.00908301,0.01977585,0.26144242,0.00000000
-4.41520760,1.43648399,0.17070262,1.08817905,0.00861849,0.02084189,0.25482180,0.00000000
-4.40920460,1.43468669,0.16536157,1.09672885,0.00813693,0.02188815,0.24752284,0.00000000
-4.40320160,1.43399292,0.15983883,1.10704561,0.00764826,0.02289861,0.23963014,0.00000000
-4.39719860,1.43500566,0.15419138,1.11962378,0.00716247,0.02385751,0.23123980,0.00000000
-4.39119560,1.43832315,0.14847841,1.13494371,0.00668951,0.02474985,0.22245745,0.00000000
-4.38519260,1.44452576,0.14276060,1.15346009,0.00623900,0.02556193,0.21339613,0.00000000
-4.37918959,1.45416349,0.13709940,1.17559124,0.00582009,0.02628181,0.20417398,0.00000000
-4.37318659,1.46774402,0.13155639,1.20170892,0.00544137,0.02689987,0.19491197,0.00000000
-4.36718359,1.48572142,0.12619265,1.23212905,0.00511070,0.02740920,0.18573152,0.00000000
-4.36118059,1.50848566,0.12106817,1.26710310,0.00483515,0.02780601,0.17675218,0.00000000
-4.35517759,1.53635267,0.11624122,1.30681036,0.00462096,0.02808983,0.16808942,0.00000000
-4.34917459,1.56955548,0.11176781,1.35135103,0.00447351,0.02826371,0.15985242,0.00000000
-4.34317159,1.60823614,0.10770098,1.40074038,0.00439726,0.02833419,0.15214215,0.00000000
-4.33716858,1.65243891,0.10409027,1.45490393,0.00439581,0.02831120,0.14504949,0.00000000
-4.33116558,1.70210477,0.10098100,1.51367406,0.00447181,0.02820778,0.13865368,0.00000000
-4.32516258,1.75706750,0.09841365,1.57678810,0.00462706,0.02803967,0.13302087,0.00000000
-4.31915958,1.81705175,0.09642323,1.64388813,0.00486244,0.02782482,0.12820302,0.00000000
-4.31315658,1.88167314,0.09503858,1.71452284,0.00517794,0.02758277,0.12423699,0.00000000
-4.30715358,1.95044080,0.09428185,1.78815148,0.00557265,0.02733400,0.12114395,0.00000000
