energy_ev,total_up,Mg_p_up,Mg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.77188594,2.23586250,1.73714352,0.00000000,0.01029344,0.04379243,0.01106664,1.74695734,0.85650672,0.25115417
-5.76588294,2.20947564,1.72100976,0.00000000,0.01013556,0.04217110,0.01102999,1.72723277,0.84926378,0.24753753
-5.75987994,2.17477136,1.69832540,0.00000000,0.00994988,0.04049860,0.01094156,1.70083108,0.83843297,0.24310447
-5.75387694,2.13206553,1.66927906,0.00000000,0.00974076,0.03877184,0.01080143,1.66800503,0.82415832,0.23786543
-5.74787394,2.08191831,1.63425896,0.00000000,0.00951349,0.03699173,0.01061113,1.62919708,0.80667328,0.23185911
-5.74187094,2.02512510,1.59384753,0.00000000,0.00927419,0.03516291,0.01037362,1.58503243,0.78629745,0.22515170
-5.73586793,1.96269934,1.54880920,0.00000000,0.00902970,0.03329351,0.01009324,1.53630583,0.76343018,0.21783516
-5.72986493,1.89584756,1.50007167,0.00000000,0.00878743,0.03139468,0.00977552,1.48396227,0.73854134,0.21002461
-5.72386193,1.82593744,1.44870128,0.00000000,0.00855518,0.02948010,0.00942708,1.42907227,0.71215924,0.20185485
-5.71785893,1.75445986,1.39587322,0.00000000,0.00834091,0.02756545,0.00905540,1.37280246,0.68485643,0.19347631
-5.71185593,1.68298630,1.34283761,0.00000000,0.00815250,0.02566785,0.00866858,1.31638254,0.65723352,0.18505039
-5.70585293,1.61312294,1.29088270,0.00000000,0.00799754,0.02380523,0.00827512,1.26106972,0.62990179,0.17674442
-5.69984992,1.54646324,1.24129639,0.00000000,0.00788306,0.02199578,0.00788369,1.20811186,0.60346513,0.16872656
-5.69384692,1.48454044,1.19532742,0.00000000,0.00781525,0.02025742,0.00750282,1.15871066,0.57850203,0.16116057
-5.68784392,1.42878168,1.15414761,0.00000000,0.00779925,0.01860727,0.00714075,1.11398604,0.55554825,0.15420084
-5.68184092,1.38046536,1.11881637,0.00000000,0.00783892,0.01706121,0.00680512,1.07494308,0.53508073,0.14798771
-5.67583792,1.34068292,1.09024861,0.00000000,0.00793665,0.01563355,0.00650286,1.04244237,0.51750343,0.14264333
-5.66983492,1.31030646,1.06918707,0.00000000,0.00809324,0.01433664,0.00623995,1.01717492,0.50313553,0.13826808
-5.66383192,1.28996297,1.05617998,0.00000000,0.00830773,0.01318070,0.00602133,0.99964223,0.49220233,0.13493775
-5.65782891,1.28001600,1.05156445,0.00000000,0.00857740,0.01217364,0.00585078,0.99014199,0.48482925,0.13270139
-5.65182591,1.28055512,1.05545622,0.00000000,0.00889778,0.01132091,0.00573086,0.98876003,0.48103893,0.13158012
-5.64582291,1.29139344,1.06774578,0.00000000,0.00926268,0.01062552,0.00566288,0.99536830,0.48075163,0.13156665
-5.63981991,1.31207298,1.08810100,0.00000000,0.00966435,0.01008796,0.00564690,1.00962901,0.48378874,0.13262562
-5.63381691,1.34187777,1.11597594,0.00000000,0.01009366,0.00970630,0.00568175,1.03100464,0.48987929,0.13469480
-5.62781391,1.37985383,1.15062543,0.00000000,0.01054030,0.00947625,0.00576510,1.05877338,0.49866916,0.13768689
-5.62181091,1.42483570,1.19112507,0.00000000,0.01099310,0.00939124,0.00589351,1.09204939,0.50973254,0.14149204
-5.61580790,1.47547825,1.23639576,0.00000000,0.01144036,0.00944260,0.00606260,1.12980728,0.52258539,0.14598085
-5.60980490,1.53029301,1.28523209,0.00000000,0.01187014,0.00961964,0.00626706,1.17090994,0.53670021,0.15100793
-5.60380190,1.58768783,1.33633376,0.00000000,0.01227067,0.00990988,0.00650087,1.21413893,0.55152183,0.15641568
-5.59779890,1.64600861,1.38833901,0.00000000,0.01263066,0.01029921,0.00675738,1.25822650,0.56648347,0.16203838
-5.59179590,1.70358205,1.43985923,0.00000000,0.01293969,0.01077214,0.00702952,1.30188826,0.58102272,0.16770640
-5.58579290,1.75875806,1.48951368,0.00000000,0.01318847,0.01131199,0.00730986,1.34385577,0.59459687,0.17325039
-5.57978989,1.80995076,1.53596353,0.00000000,0.01336917,0.01190121,0.00759086,1.38290790,0.60669715,0.17850539
-5.57378689,1.85567689,1.57794416,0.00000000,0.01347557,0.01252165,0.00786498,1.41790037,0.61686148,0.18331475
-5.56778389,1.89459073,1.61429496,0.00000000,0.01350330,0.01315490,0.00812483,1.44779252,0.62468534,0.18753373
-5.56178089,1.92551445,1.64398589,0.00000000,0.01344989,0.01378261,0.00836337,1.47167073,0.62983061,0.19103275
-5.55577789,1.94746334,1.66614010,0.00000000,0.01331480,0.01438688,0.00857400,1.48876794,0.63203211,0.19370013
-5.54977489,1.95966530,1.68005211,0.00000000,0.01309943,0.01495061,0.00875075,1.49847875,0.63110170,0.19544440
-5.54377189,1.96157407,1.68520110,0.00000000,0.01280696,0.01545791,0.00888839,1.50036990,0.62693010,0.19619595
-5.53776888,1.95287617,1.68125914,0.00000000,0.01244224,0.01589443,0.00898253,1.49418588,0.61948632,0.19590811
-5.53176588,1.93349154,1.66809410,0.00000000,0.01201156,0.01624773,0.00902973,1.47984974,0.60881492,0.19455770
-5.52576288,1.90356792,1.64576745,0.00000000,0.01152243,0.01650757,0.00902757,1.45745921,0.59503131,0.19214483
-5.51975988,1.86346956,1.61452709,0.00000000,0.01098329,0.01666618,0.00897471,1.42727839,0.57831538,0.18869222
-5.51375688,1.81376071,1.57479551,0.00000000,0.01040322,0.01671847,0.00887086,1.38972544,0.55890369,0.18424395
-5.50775388,1.75518456,1.52715387,0.00000000,0.00979168,0.01666217,0.00871684,1.34535681,0.53708062,0.17886368
-5.50175088,1.68863862,1.47232251,0.00000000,0.00915819,0.01649789,0.00851451,1.29484864,0.51316882,0.17263250
-5.49574787,1.61514730,1.41113868,0.00000000,0.00851211,0.01622915,0.00826669,1.23897593,0.48751931,0.16564644
-5.48974487,1.53583275,1.34453221,0.00000000,0.00786238,0.01586229,0.00797711,1.17859039,0.46050151,0.15801366
-5.48374187,1.45188502,1.27350000,0.00000000,0.00721735,0.01540639,0.00765026,1.11459756,0.43249364,0.14985159
-5.47773887,1.36453239,1.19908014,0.00000000,0.00658459,0.01487307,0.00729125,1.04793413,0.40387369,0.14128401
-5.47173587,1.27501303,1.12232654,0.00000000,0.00597078,0.01427632,0.00690572,0.97954604,0.37501116,0.13243811
-5.46573287,1.18454863,1.04428480,0.00000000,0.00538165,0.01363225,0.00649963,0.91036808,0.34625992,0.12344184
-5.45972986,1.09432091,0.96597006,0.00000000,0.00482193,0.01295892,0.00607909,0.84130562,0.31795219,0.11442140
-5.45372686,1.00545150,0.88834745,0.00000000,0.00429534,0.01227611,0.00565027,0.77321883,0.29039381,0.10549910
-5.44772386,0.91898576,0.81231559,0.00000000,0.00380466,0.01160513,0.00521920,0.70690988,0.26386083,0.09679156
-5.44172086,0.83588061,0.73869351,0.00000000,0.00335176,0.01096874,0.00479163,0.64311316,0.23859743,0.08840841
-5.43571786,0.75699670,0.66821114,0.00000000,0.00293769,0.01039106,0.00437295,0.58248881,0.21481505,0.08045133
-5.42971486,0.68309451,0.60150349,0.00000000,0.00256279,0.00989750,0.00396809,0.52561922,0.19269270,0.07301359
-5.42371186,0.61483441,0.53910825,0.00000000,0.00222681,0.00951484,0.00358143,0.47300860,0.17237834,0.06617999
-5.41770885,0.55277998,0.48146671,0.00000000,0.00192900,0.00927128,0.00321676,0.42508504,0.15399101,0.06002713
-5.41170585,0.49740421,0.42892754,0.00000000,0.00166826,0.00919649,0.00287729,0.38220482,0.13762371,0.05462406
-5.40570285,0.44909771,0.38175289,0.00000000,0.00144324,0.00932178,0.00256561,0.34465836,0.12334668,0.05003305
-5.39969985,0.40817838,0.34012644,0.00000000,0.00125242,0.00968011,0.00228373,0.31267723,0.11121094,0.04631059
-5.39369685,0.37490161,0.30416256,0.00000000,0.00109428,0.01030615,0.00203314,0.28644177,0.10125186,0.04350837
-5.38769385,0.34947029,0.27391616,0.00000000,0.00096730,0.01123620,0.00181483,0.26608859,0.09349249,0.04167420
-5.38169085,0.33204383,0.24939255,0.00000000,0.00087012,0.01250805,0.00162941,0.25171749,0.08794661,0.04085279
-5.37568784,0.32274568,0.23055682,0.00000000,0.00080151,0.01416064,0.00147712,0.24339726,0.08462119,0.04108626
-5.36968484,0.32166867,0.21734212,0.00000000,0.00076049,0.01623360,0.00135797,0.24116998,0.08351820,0.04241432
-5.36368184,0.32887779,0.20965670,0.00000000,0.00074631,0.01876660,0.00127180,0.24505363,0.08463565,0.04487409
-5.35767884,0.34441034,0.20738914,0.00000000,0.00075848,0.02179847,0.00121835,0.25504259,0.08796790,0.04849949
-5.35167584,0.36827314,0.21041188,0.00000000,0.00079677,0.02536621,0.00119736,0.27110626,0.09350503,0.05332025
-5.34567284,0.40043718,0.21858279,0.00000000,0.00086117,0.02950376,0.00120862,0.29318576,0.10123155,0.05936040
-5.33966983,0.44082994,0.23174494,0.00000000,0.00095190,0.03424066,0.00125209,0.32118896,0.11112430,0.06663662
-5.33366683,0.48932576,0.24972480,0.00000000,0.00106933,0.03960065,0.00132791,0.35498417,0.12314984,0.07515607
-5.32766383,0.54573509,0.27232896,0.00000000,0.00121393,0.04560019,0.00143651,0.39439300,0.13726134,0.08491428
-5.32166083,0.60979319,0.29933995,0.00000000,0.00138621,0.05224706,0.00157863,0.43918283,0.15339523,0.09589281
-5.31565783,0.68114920,0.33051136,0.00000000,0.00158664,0.05953900,0.00175539,0.48905959,0.17146781,0.10805714
-5.30965483,0.75935641,0.36556285,0.00000000,0.00181558,0.06746268,0.00196836,0.54366127,0.19137197,0.12135472
-5.30365183,0.84386449,0.40417538,0.00000000,0.00207315,0.07599278,0.00221953,0.60255294,0.21297431,0.13571347
-5.29764882,0.93401453,0.44598720,0.00000000,0.00235920,0.08509158,0.00251141,0.66522370,0.23611281,0.15104075
-5.29164582,1.02903761,0.49059096,0.00000000,0.00267316,0.09470884,0.00284700,0.73108602,0.26059531,0.16722301
-5.28564282,1.12805716,0.53753234,0.00000000,0.00301401,0.10478220,0.00322978,0.79947783,0.28619885,0.18412623
-5.27963982,1.23009569,0.58631033,0.00000000,0.00338016,0.11523808,0.00366372,0.86966770,0.31267015,0.20159711
-5.27363682,1.33408586,0.63637966,0.00000000,0.00376942,0.12599296,0.00415320,0.94086292,0.33972722,0.21946510
-5.26763382,1.43888580,0.68715517,0.00000000,0.00417894,0.13695522,0.00470293,1.01222067,0.36706209,0.23754528
-5.26163082,1.54329827,0.73801828,0.00000000,0.00460521,0.14802729,0.00531786,1.08286196,0.39434486,0.25564194
-5.25562781,1.64609318,0.78832554,0.00000000,0.00504401,0.15910814,0.00600301,1.15188782,0.42122873,0.27355278
-5.24962481,1.74603268,0.83741884,0.00000000,0.00549050,0.17009591,0.00676330,1.21839744,0.44735609,0.29107365
-5.24362181,1.84189789,0.88463720,0.00000000,0.00593924,0.18089068,0.00760332,1.28150754,0.47236550,0.30800351
-5.23761881,1.93251624,0.92932972,0.00000000,0.00638425,0.19139709,0.00852707,1.34037225,0.49589921,0.32414951
-5.23161581,2.01678850,0.97086919,0.00000000,0.00681920,0.20152685,0.00953772,1.39420287,0.51761113,0.33933196
-5.22561281,2.09371424,1.00866597,0.00000000,0.00723745,0.21120088,0.01063725,1.44228662,0.53717491,0.35338896
-5.21960980,2.16241486,1.04218163,0.00000000,0.00763229,0.22035102,0.01182623,1.48400384,0.55429192,0.36618044
-5.21360680,2.22215339,1.07094180,0.00000000,0.00799706,0.22892127,0.01310347,1.51884290,0.56869872,0.37759161
-5.20760380,2.27235022,1.09454784,0.00000000,0.00832535,0.23686853,0.01446580,1.54641226,0.58017390,0.38753544
-5.20160080,2.31259430,1.11268677,0.00000000,0.00861121,0.24416273,0.01590781,1.56644937,0.58854392,0.39595439
-5.19559780,2.34264964,1.12513914,0.00000000,0.00884930,0.25078654,0.01742176,1.57882595,0.59368780,0.40282106
-5.18959480,2.36245697,1.13178461,0.00000000,0.00903507,0.25673463,0.01899744,1.58354970,0.59554051,0.40813801
-5.18359180,2.37213072,1.13260480,0.00000000,0.00916493,0.26201258,0.02062222,1.58076237,0.59409477,0.41193678
-5.17758879,2.37195186,1.12768355,0.00000000,0.00923633,0.26663570,0.02228117,1.57073434,0.58940143,0.41427604
-5.17158579,2.36235690,1.11720436,0.00000000,0.00924788,0.27062769,0.02395729,1.55385598,0.58156825,0.41523937
-5.16558279,2.34392398,1.10144530,0.00000000,0.00919942,0.27401953,0.02563185,1.53062632,0.57075717,0.41493250
-5.15957979,2.31735657,1.08077130,0.00000000,0.00909198,0.27684845,0.02728485,1.50163934,0.55718015,0.41348040
-5.15357679,2.28346567,1.05562446,0.00000000,0.00892776,0.27915734,0.02889554,1.46756854,0.54109386,0.41102432
-5.14757379,2.24315114,1.02651234,0.00000000,0.00871011,0.28099454,0.03044308,1.42915027,0.52279318,0.40771893
-5.14157079,2.19738289,0.99399500,0.00000000,0.00844337,0.28241394,0.03190715,1.38716639,0.50260400,0.40372966
-5.13556778,2.14718237,0.95867093,0.00000000,0.00813276,0.28347560,0.03326863,1.34242688,0.48087539,0.39923038
-5.12956478,2.09360474,0.92116256,0.00000000,0.00778417,0.28424660,0.03451033,1.29575264,0.45797146,0.39440130
-5.12356178,2.03772199,0.88210167,0.00000000,0.00740406,0.28480210,0.03561752,1.24795914,0.43426317,0.38942729
-5.11755878,1.98060714,0.84211523,0.00000000,0.00699920,0.28522643,0.03657851,1.19984104,0.41012036,0.38449627
-5.11155578,1.92331931,0.80181196,0.00000000,0.00657648,0.28561401,0.03738503,1.15215809,0.38590413,0.37979785
-5.10555278,1.86688971,0.76177008,0.00000000,0.00614275,0.28606996,0.03803251,1.10562256,0.36195989,0.37552187
-5.09954977,1.81230829,0.72252638,0.00000000,0.00570462,0.28671017,0.03852022,1.06088810,0.33861114,0.37185681
-5.09354677,1.76051072,0.68456706,0.00000000,0.00526831,0.28766059,0.03885112,1.01854029,0.31615401,0.36898792
-5.08754377,1.71236572,0.64832015,0.00000000,0.00483949,0.28905583,0.03903171,0.97908876,0.29485291,0.36709490
-5.08154077,1.66866252,0.61414991,0.00000000,0.00442323,0.29103669,0.03907159,0.94296088,0.27493699,0.36634921
-5.07553777,1.63009844,0.58235307,0.00000000,0.00402386,0.29374690,0.03898291,0.91049709,0.25659760,0.36691072
-5.06953477,1.59726679,0.55315690,0.00000000,0.00364494,0.29732889,0.03877974,0.88194779,0.23998671,0.36892399
-5.06353177,1.57064526,0.52671908,0.00000000,0.00328926,0.30191882,0.03847731,0.85747185,0.22521616,0.37251412
-5.05752876,1.55058532,0.50312916,0.00000000,0.00295881,0.30764106,0.03809127,0.83713671,0.21235776,0.37778231
-5.05152576,1.53730302,0.48241169,0.00000000,0.00265485,0.31460233,0.03763690,0.82092018,0.20144405,0.38480142
-5.04552276,1.53087185,0.46453059,0.00000000,0.00237793,0.32288577,0.03712838,0.80871396,0.19246981,0.39361169
-5.03951976,1.53121818,0.44939478,0.00000000,0.00212797,0.33254537,0.03657822,0.80032887,0.18539409,0.40421685
-5.03351676,1.53812000,0.43686486,0.00000000,0.00190435,0.34360088,0.03599669,0.79550182,0.18014275,0.41658104
-5.02751376,1.55120927,0.42676050,0.00000000,0.00170595,0.35603376,0.03539150,0.79390446,0.17661155,0.43062668
-5.02151076,1.56997840,0.41886852,0.00000000,0.00153133,0.36978429,0.03476763,0.79515343,0.17466946,0.44623347
-5.01550775,1.59379101,0.41295131,0.00000000,0.00137871,0.38475011,0.03412729,0.79882193,0.17416253,0.46323887
-5.00950475,1.62189680,0.40875529,0.00000000,0.00124617,0.40078638,0.03347009,0.80445246,0.17491785,0.48144005
-5.00350175,1.65345049,0.40601940,0.00000000,0.00113164,0.41770767,0.03279334,0.81157025,0.17674788,0.50059732
-4.99749875,1.68753410,0.40448307,0.00000000,0.00103305,0.43529150,0.03209250,0.81969710,0.17945492,0.52043909
-4.99149575,1.72318193,0.40389367,0.00000000,0.00094835,0.45328349,0.03136174,0.82836502,0.18283565,0.54066814
-4.98549275,1.75940740,0.40401310,0.00000000,0.00087560,0.47140393,0.03059453,0.83712923,0.18668574,0.56096897
-4.97948974,1.79523051,0.40462328,0.00000000,0.00081300,0.48935552,0.02978425,0.84558006,0.19080439,0.58101609
-4.97348674,1.82970497,0.40553058,0.00000000,0.00075894,0.50683190,0.02892484,0.85335317,0.19499867,0.60048259
-4.96748374,1.86194372,0.40656879,0.00000000,0.00071203,0.52352666,0.02801137,0.86013776,0.19908765,0.61904903
-4.96148074,1.89114185,0.40760081,0.00000000,0.00067114,0.53914237,0.02704049,0.86568246,0.20290615,0.63641184
-4.95547774,1.91659595,0.40851901,0.00000000,0.00063539,0.55339930,0.02601084,0.86979860,0.20630796,0.65229121
-4.94947474,1.93771918,0.40924425,0.00000000,0.00060418,0.56604329,0.02492332,0.87236096,0.20916861,0.66643787
-4.94347174,1.95405149,0.40972386,0.00000000,0.00057718,0.57685269,0.02378116,0.87330595,0.21138737,0.67863864
-4.93746873,1.96526483,0.40992865,0.00000000,0.00055437,0.58564379,0.02259000,0.87262746,0.21288871,0.68872050
-4.93146573,1.97116339,0.40984931,0.00000000,0.00053598,0.59227483,0.02135767,0.87037089,0.21362291,0.69655296
-4.92546273,1.97167917,0.40949239,0.00000000,0.00052252,0.59664822,0.02009404,0.86662551,0.21356603,0.70204897
-4.91945973,1.96686347,0.40887625,0.00000000,0.00051481,0.59871122,0.01881063,0.86151604,0.21271917,0.70516410
-4.91345673,1.95687518,0.40802721,0.00000000,0.00051388,0.59845488,0.01752027,0.85519369,0.21110708,0.70589447
-4.90745373,1.94196653,0.40697618,0.00000000,0.00052104,0.59591167,0.01623663,0.84782752,0.20877628,0.70427340
-4.90145073,1.92246761,0.40575601,0.00000000,0.00053787,0.59115180,0.01497382,0.83959634,0.20579259,0.70036727
-4.89544772,1.89877041,0.40439965,0.00000000,0.00056613,0.58427868,0.01374591,0.83068189,0.20223849,0.69427069
-4.88944472,1.87131334,0.40293934,0.00000000,0.00060783,0.57542371,0.01256656,0.82126342,0.19821014,0.68610154
-4.88344172,1.84056709,0.40140661,0.00000000,0.00066515,0.56474078,0.01144863,0.81151390,0.19381433,0.67599601
-4.87743872,1.80702233,0.39983323,0.00000000,0.00074046,0.55240076,0.01040391,0.80159805,0.18916548,0.66410394
-4.87143572,1.77117967,0.39825283,0.00000000,0.00083624,0.53858627,0.00944286,0.79167186,0.18438266,0.65058476
-4.86543272,1.73354196,0.39670292,0.00000000,0.00095506,0.52348694,0.00857442,0.78188363,0.17958693,0.63560406
-4.85942971,1.69460889,0.39522726,0.00000000,0.00109952,0.50729522,0.00780593,0.77237597,0.17489875,0.61933098
-4.85342671,1.65487359,0.39387801,0.00000000,0.00127221,0.49020308,0.00714303,0.76328844,0.17043585,0.60193632
-4.84742371,1.61482065,0.39271759,0.00000000,0.00147562,0.47239929,0.00658972,0.75476038,0.16631123,0.58359132
-4.84142071,1.57492517,0.39181981,0.00000000,0.00171206,0.45406753,0.00614829,0.74693335,0.16263155,0.56446707
-4.83541771,1.53565195,0.39127023,0.00000000,0.00198359,0.43538504,0.00581947,0.73995280,0.15949569,0.54473426
-4.82941471,1.49745443,0.39116539,0.00000000,0.00229194,0.41652183,0.00560245,0.73396862,0.15699364,0.52456311
-4.82341171,1.46077268,0.39161094,0.00000000,0.00263838,0.39764016,0.00549497,0.72913421,0.15520546,0.50412331
-4.81740870,1.42603002,0.39271863,0.00000000,0.00302369,0.37889419,0.00549341,0.72560401,0.15420044,0.48358381
-4.81140570,1.39362813,0.39460228,0.00000000,0.00344800,0.36042971,0.00559288,0.72352942,0.15403642,0.46311218
-4.80540270,1.36394043,0.39737290,0.00000000,0.00391081,0.34238367,0.00578728,0.72305332,0.15475914,0.44287361
-4.79939970,1.33730401,0.40113312,0.00000000,0.00441086,0.32488359,0.00606939,0.72430346,0.15640169,0.42302931
-4.79339670,1.31401046,0.40597143,0.00000000,0.00494612,0.30804666,0.00643094,0.72738507,0.15898406,0.40373449
-4.78739370,1.29429599,0.41195640,0.00000000,0.00551379,0.29197856,0.00686268,0.73237327,0.16251282,0.38513586
-4.78139070,1.27833171,0.41913136,0.00000000,0.00611028,0.27677215,0.00735448,0.73930576,0.16698087,0.36736883
-4.77538769,1.26621460,0.42750984,0.00000000,0.00673126,0.26250591,0.00789544,0.74817644,0.17236738,0.35055458
-4.76938469,1.25796015,0.43707218,0.00000000,0.00737173,0.24924237,0.00847397,0.75893038,0.17863794,0.33479708
-4.76338169,1.25349716,0.44776352,0.00000000,0.00802610,0.23702671,0.00907797,0.77146087,0.18574488,0.32018042
-4.75737869,1.25266556,0.45949338,0.00000000,0.00868832,0.22588541,0.00969500,0.78560857,0.19362789,0.30676652
-4.75137569,1.25521758,0.47213697,0.00000000,0.00935198,0.21582548,0.01031242,0.80116336,0.20221490,0.29459343
-4.74537269,1.26082253,0.48553831,0.00000000,0.01001052,0.20683395,0.01091769,0.81786883,0.21142317,0.28367445
-4.73936968,1.26907549,0.49951491,0.00000000,0.01065732,0.19887808,0.01149852,0.83542934,0.22116078,0.27399799
-4.73336668,1.27950942,0.51386407,0.00000000,0.01128589,0.19190610,0.01204316,0.85351952,0.23132821,0.26552843
-4.72736368,1.29161065,0.52837036,0.00000000,0.01189003,0.18584862,0.01254064,0.87179586,0.24182030,0.25820782
-4.72136068,1.30483689,0.54281405,0.00000000,0.01246399,0.18062067,0.01298101,0.88990974,0.25252830,0.25195847
-4.71535768,1.31863723,0.55698008,0.00000000,0.01300255,0.17612428,0.01335556,0.90752159,0.26334207,0.24668623
-4.70935468,1.33247310,0.57066710,0.00000000,0.01350118,0.17225153,0.01365706,0.92431526,0.27415245,0.24228446
-4.70335168,1.34583929,0.58369632,0.00000000,0.01395608,0.16888792,0.01387986,0.94001210,0.28485359,0.23863830
-4.69734867,1.35828414,0.59591951,0.00000000,0.01436428,0.16591603,0.01402006,0.95438389,0.29534528,0.23562925
-4.69134567,1.36942772,0.60722593,0.00000000,0.01472363,0.16321909,0.01407557,0.96726420,0.30553525,0.23313979
-4.68534267,1.37897737,0.61754781,0.00000000,0.01503285,0.16068462,0.01404612,0.97855734,0.31534123,0.23105764
-4.67933967,1.38673965,0.62686403,0.00000000,0.01529144,0.15820765,0.01393323,0.98824456,0.32469296,0.22927983
-4.67333667,1.39262821,0.63520188,0.00000000,0.01549972,0.15569371,0.01374013,0.99638715,0.33353378,0.22771609
-4.66733367,1.39666707,0.64263659,0.00000000,0.01565871,0.15306125,0.01347159,1.00312607,0.34182197,0.22629150
-4.66133067,1.39898909,0.64928891,0.00000000,0.01577007,0.15024350,0.01313376,1.00867806,0.34953170,0.22494842
-4.65532766,1.39982961,0.65532033,0.00000000,0.01583603,0.14718975,0.01273394,1.01332837,0.35665341,0.22364745
-4.64932466,1.39951543,0.66092650,0.00000000,0.01585928,0.14386595,0.01228033,1.01742007,0.36319383,0.22236750
-4.64332166,1.39844952,0.66632877,0.00000000,0.01584289,0.14025467,0.01178176,1.02134046,0.36917520,0.22110497
