energy_ev,total_up,Li_s_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-3.12456228,1.35521094,0.05001278,0.00197562,0.09444873,0.43871700,0.95707579,0.28567552,0.00000000
-3.11855928,1.33054899,0.04559467,0.00201456,0.08894940,0.42326586,0.95511275,0.27578326,0.00000000
-3.11255628,1.31010727,0.04152048,0.00204491,0.08423821,0.41076783,0.95425924,0.26781348,0.00000000
-3.10655328,1.29297133,0.03778365,0.00206602,0.08021934,0.40073900,0.95397374,0.26144692,0.00000000
-3.10055028,1.27822748,0.03437161,0.00207746,0.07679255,0.39268866,0.95372568,0.25636493,0.00000000
-3.09454727,1.26498941,0.03126717,0.00207894,0.07385684,0.38613399,0.95301009,0.25225835,0.00000000
-3.08854427,1.25242237,0.02844985,0.00207039,0.07131380,0.38061345,0.95136072,0.24883543,0.00000000
-3.08254127,1.23976414,0.02589716,0.00205188,0.06907069,0.37569849,0.94836132,0.24582860,0.00000000
-3.07653827,1.22634260,0.02358566,0.00202369,0.06704306,0.37100346,0.94365493,0.24300014,0.00000000
-3.07053527,1.21158960,0.02149195,0.00198625,0.06515685,0.36619340,0.93695116,0.24014643,0.00000000
-3.06453227,1.19505103,0.01959336,0.00194011,0.06335002,0.36098977,0.92803135,0.23710107,0.00000000
-3.05852926,1.17639301,0.01786857,0.00188598,0.06157357,0.35517399,0.91675165,0.23373654,0.00000000
-3.05252626,1.15540437,0.01629799,0.00182464,0.05979201,0.34858881,0.90304405,0.22996462,0.00000000
-3.04652326,1.13199547,0.01486401,0.00175698,0.05798328,0.34113768,0.88691556,0.22573569,0.00000000
-3.04052026,1.10619362,0.01355109,0.00168391,0.05613819,0.33278223,0.86844546,0.22103673,0.00000000
-3.03451726,1.07813536,0.01234572,0.00160638,0.05425932,0.32353804,0.84778087,0.21588845,0.00000000
-3.02851426,1.04805593,0.01123641,0.00152536,0.05235968,0.31346891,0.82513076,0.21034143,0.00000000
-3.02251126,1.01627628,0.01021340,0.00144179,0.05046085,0.30268004,0.80075843,0.20447159,0.00000000
-3.01650825,0.98318797,0.00926857,0.00135659,0.04859109,0.29131024,0.77497282,0.19837503,0.00000000
-3.01050525,0.94923648,0.00839515,0.00127063,0.04678316,0.27952360,0.74811864,0.19216253,0.00000000
-3.00450225,0.91490339,0.00758751,0.00118473,0.04507218,0.26750080,0.72056559,0.18595375,0.00000000
-2.99849925,0.88068780,0.00684098,0.00109966,0.04349347,0.25543056,0.69269709,0.17987153,0.00000000
-2.99249625,0.84708776,0.00615159,0.00101609,0.04208048,0.24350128,0.66489847,0.17403615,0.00000000
-2.98649325,0.81458208,0.00551593,0.00093464,0.04086300,0.23189333,0.63754533,0.16856012,0.00000000
-2.98049025,0.78361307,0.00493102,0.00085586,0.03986552,0.22077210,0.61099204,0.16354331,0.00000000
-2.97448724,0.75457095,0.00439416,0.00078020,0.03910589,0.21028205,0.58556110,0.15906877,0.00000000
-2.96848424,0.72778025,0.00390284,0.00070806,0.03859436,0.20054191,0.56153346,0.15519934,0.00000000
-2.96248124,0.70348875,0.00345470,0.00063976,0.03833293,0.19164110,0.53914031,0.15197509,0.00000000
-2.95647824,0.68185941,0.00304744,0.00057554,0.03831510,0.18363756,0.51855658,0.14941175,0.00000000
-2.95047524,0.66296549,0.00267882,0.00051558,0.03852592,0.17655678,0.49989654,0.14750007,0.00000000
-2.94447224,0.64678919,0.00234663,0.00046001,0.03894248,0.17039221,0.48321150,0.14620625,0.00000000
-2.93846923,0.63322365,0.00204868,0.00040888,0.03953460,0.16510688,0.46848994,0.14547325,0.00000000
-2.93246623,0.62207847,0.00178281,0.00036221,0.04026591,0.16063612,0.45565987,0.14522315,0.00000000
-2.92646323,0.61308830,0.00154689,0.00031994,0.04109510,0.15689120,0.44459351,0.14536010,0.00000000
-2.92046023,0.60592429,0.00133883,0.00028199,0.04197737,0.15376378,0.43511390,0.14577418,0.00000000
-2.91445723,0.60020778,0.00115660,0.00024824,0.04286602,0.15113091,0.42700333,0.14634558,0.00000000
-2.90845423,0.59552569,0.00099826,0.00021851,0.04371403,0.14886036,0.42001305,0.14694924,0.00000000
-2.90245123,0.59144694,0.00086194,0.00019261,0.04447576,0.14681610,0.41387390,0.14745955,0.00000000
-2.89644822,0.58753914,0.00074592,0.00017033,0.04510841,0.14486362,0.40830741,0.14775505,0.00000000
-2.89044522,0.58338488,0.00064861,0.00015141,0.04557353,0.14287500,0.40303677,0.14772286,0.00000000
-2.88444222,0.57859696,0.00056857,0.00013560,0.04583824,0.14073344,0.39779738,0.14726266,0.00000000
-2.87843922,0.57283186,0.00050459,0.00012263,0.04587623,0.13833714,0.39234635,0.14629013,0.00000000
-2.87243622,0.56580105,0.00045566,0.00011222,0.04566856,0.13560238,0.38647081,0.14473960,0.00000000
-2.86643322,0.55727977,0.00042105,0.00010409,0.04520413,0.13246575,0.37999460,0.14256599,0.00000000
-2.86043022,0.54711296,0.00040033,0.00009797,0.04447989,0.12888542,0.37278326,0.13974582,0.00000000
-2.85442721,0.53521843,0.00039339,0.00009356,0.04350074,0.12484158,0.36474718,0.13627741,0.00000000
-2.84842421,0.52158715,0.00040054,0.00009062,0.04227920,0.12033588,0.35584305,0.13218021,0.00000000
-2.84242121,0.50628111,0.00042249,0.00008887,0.04083480,0.11539020,0.34607366,0.12749341,0.00000000
-2.83641821,0.48942888,0.00046043,0.00008808,0.03919328,0.11004467,0.33548627,0.12227385,0.00000000
-2.83041521,0.47121948,0.00051608,0.00008803,0.03738566,0.10435514,0.32416981,0.11659351,0.00000000
-2.82441221,0.45189487,0.00059170,0.00008850,0.03544719,0.09839031,0.31225125,0.11053646,0.00000000
-2.81840920,0.43174174,0.00069016,0.00008931,0.03341619,0.09222854,0.29989145,0.10419580,0.00000000
-2.81240620,0.41108298,0.00081495,0.00009031,0.03133295,0.08595468,0.28728074,0.09767037,0.00000000
-2.80640320,0.39026935,0.00097016,0.00009137,0.02923868,0.07965689,0.27463465,0.09106163,0.00000000
-2.80040020,0.36967176,0.00116053,0.00009240,0.02717446,0.07342375,0.26218982,0.08447076,0.00000000
-2.79439720,0.34967439,0.00139137,0.00009333,0.02518039,0.06734156,0.25020056,0.07799603,0.00000000
-2.78839420,0.33066895,0.00166854,0.00009414,0.02329482,0.06149219,0.23893585,0.07173068,0.00000000
-2.78239120,0.31305017,0.00199831,0.00009485,0.02155375,0.05595126,0.22867706,0.06576114,0.00000000
-2.77638819,0.29721237,0.00238728,0.00009552,0.01999037,0.05078686,0.21971630,0.06016582,0.00000000
-2.77038519,0.28354729,0.00284221,0.00009628,0.01863481,0.04605870,0.21235523,0.05501431,0.00000000
-2.76438219,0.27244270,0.00336980,0.00009728,0.01751388,0.04181779,0.20690425,0.05036708,0.00000000
-2.75837919,0.26428172,0.00397645,0.00009874,0.01665111,0.03810643,0.20368188,0.04627552,0.00000000
-2.75237619,0.25944249,0.00466800,0.00010097,0.01606672,0.03495860,0.20301409,0.04278236,0.00000000
-2.74637319,0.25829786,0.00544944,0.00010430,0.01577777,0.03240057,0.20523332,0.03992229,0.00000000
-2.74037019,0.26121479,0.00632455,0.00010919,0.01579824,0.03045181,0.21067692,0.03772277,0.00000000
-2.73436718,0.26855310,0.00729560,0.00011612,0.01613926,0.02912585,0.21968494,0.03620492,0.00000000
-2.72836418,0.28066338,0.00836305,0.00012571,0.01680920,0.02843130,0.23259686,0.03538447,0.00000000
-2.72236118,0.29788367,0.00952516,0.00013862,0.01781380,0.02837283,0.24974719,0.03527254,0.00000000
-2.71635818,0.32053493,0.01077784,0.00015563,0.01915627,0.02895200,0.27145989,0.03587646,0.00000000
-2.71035518,0.34891504,0.01211435,0.00017762,0.02083729,0.03016803,0.29804141,0.03720028,0.00000000
-2.70435218,0.38329142,0.01352520,0.00020553,0.02285503,0.03201832,0.32977257,0.03924524,0.00000000
-2.69834917,0.42389229,0.01499809,0.00024041,0.02520502,0.03449886,0.36689914,0.04200986,0.00000000
-2.69234617,0.47089671,0.01651798,0.00028338,0.02788010,0.03760437,0.40962146,0.04549002,0.00000000
-2.68634317,0.52442376,0.01806724,0.00033564,0.03087018,0.04132827,0.45808326,0.04967866,0.00000000
-2.68034017,0.58452103,0.01962591,0.00039843,0.03416213,0.04566243,0.51236015,0.05456537,0.00000000
-2.67433717,0.65115299,0.02117211,0.00047301,0.03773952,0.05059678,0.57244790,0.06013587,0.00000000
-2.66833417,0.72418960,0.02268252,0.00056067,0.04158244,0.05611870,0.63825136,0.06637128,0.00000000
-2.66233117,0.80339590,0.02413296,0.00066263,0.04566733,0.06221241,0.70957426,0.07324737,0.00000000
-2.65632816,0.88842293,0.02549907,0.00078008,0.04996678,0.06885819,0.78611059,0.08073379,0.00000000
-2.65032516,0.97880084,0.02675700,0.00091407,0.05444942,0.07603165,0.86743816,0.08879334,0.00000000
-2.64432216,1.07393468,0.02788412,0.00106551,0.05907989,0.08370300,0.95301487,0.09738131,0.00000000
-2.63831916,1.17310347,0.02885978,0.00123512,0.06381886,0.09183648,1.04217828,0.10644505,0.00000000
-2.63231616,1.27546318,0.02966594,0.00142339,0.06862314,0.10038989,1.13414898,0.11592370,0.00000000
-2.62631316,1.38005389,0.03028780,0.00163053,0.07344589,0.10931438,1.22803806,0.12574827,0.00000000
-2.62031016,1.48581161,0.03071429,0.00185643,0.07823701,0.11855452,1.32285897,0.13584198,0.00000000
-2.61430715,1.59158472,0.03093844,0.00210068,0.08294361,0.12804868,1.41754386,0.14612109,0.00000000
-2.60830415,1.69615509,0.03095764,0.00236253,0.08751062,0.13772983,1.51096415,0.15649603,0.00000000
-2.60230115,1.79826341,0.03077371,0.00264087,0.09188157,0.14752666,1.60195513,0.16687299,0.00000000
-2.59629815,1.89663849,0.03039281,0.00293430,0.09599950,0.15736509,1.68934394,0.17715594,0.00000000
-2.59029515,1.99002937,0.02982526,0.00324111,0.09980800,0.16717022,1.77198014,0.18724892,0.00000000
-2.58429215,2.07723954,0.02908510,0.00355936,0.10325235,0.17686847,1.84876789,0.19705870,0.00000000
-2.57828914,2.15716201,0.02818969,0.00388689,0.10628074,0.18639003,1.91869861,0.20649759,0.00000000
-2.57228614,2.22881369,0.02715907,0.00422144,0.10884559,0.19567142,1.98088273,0.21548635,0.00000000
-2.56628314,2.29136788,0.02601531,0.00456069,0.11090481,0.20465800,2.03457939,0.22395701,0.00000000
-2.56028014,2.34418320,0.02478181,0.00490233,0.11242305,0.21330643,2.07922243,0.23185556,0.00000000
-2.55427714,2.38682755,0.02348262,0.00524415,0.11337286,0.22158673,2.11444161,0.23914418,0.00000000
-2.54827414,2.41909591,0.02214170,0.00558411,0.11373571,0.22948399,2.14007789,0.24580301,0.00000000
-2.54227114,2.44102065,0.02078229,0.00592035,0.11350278,0.23699939,2.15619168,0.25183127,0.00000000
-2.53626813,2.45287372,0.01942633,0.00625130,0.11267554,0.24415062,2.16306355,0.25724756,0.00000000
-2.53026513,2.45516021,0.01809394,0.00657562,0.11126604,0.25097139,2.16118708,0.26208940,0.00000000
-2.52426213,2.44860314,0.01680303,0.00689226,0.10929686,0.25751017,2.15125369,0.26641174,0.00000000
-2.51825913,2.43411985,0.01556897,0.00720037,0.10680078,0.26382805,2.13413012,0.27028475,0.00000000
-2.51225613,2.41279078,0.01440441,0.00749932,0.10382006,0.26999578,2.11082910,0.27379061,0.00000000
-2.50625313,2.38582183,0.01331915,0.00778858,0.10040550,0.27609013,2.08247448,0.27701973,0.00000000
-2.50025013,2.35450167,0.01232015,0.00806768,0.09661509,0.28218970,2.05026209,0.28006632,0.00000000
-2.49424712,2.32015592,0.01141162,0.00833606,0.09251256,0.28837035,2.01541812,0.28302364,0.00000000
-2.48824412,2.28410006,0.01059516,0.00859305,0.08816565,0.29470049,1.97915660,0.28597910,0.00000000
-2.48224112,2.24759328,0.00986996,0.00883772,0.08364429,0.30123657,1.94263793,0.28900949,0.00000000
-2.47623812,2.21179502,0.00923311,0.00906886,0.07901880,0.30801882,1.90693017,0.29217658,0.00000000
-2.47023512,2.17772640,0.00867985,0.00928485,0.07435798,0.31506768,1.87297472,0.29552331,0.00000000
-2.46423212,2.14623793,0.00820393,0.00948372,0.06972747,0.32238104,1.84155784,0.29907079,0.00000000
-2.45822911,2.11798497,0.00779793,0.00966308,0.06518811,0.32993249,1.81328901,0.30281635,0.00000000
-2.45222611,2.09341193,0.00745361,0.00982020,0.06079463,0.33767066,1.78858712,0.30673266,0.00000000
-2.44622311,2.07274551,0.00716225,0.00995204,0.05659457,0.34551983,1.76767460,0.31076802,0.00000000
-2.44022011,2.05599732,0.00691493,0.01005537,0.05262746,0.35338165,1.75057975,0.31484785,0.00000000
-2.43421711,2.04297526,0.00670289,0.01012688,0.04892437,0.36113808,1.73714681,0.31887731,0.00000000
-2.42821411,2.03330309,0.00651775,0.01016336,0.04550770,0.36865526,1.72705302,0.32274491,0.00000000
-2.42221111,2.02644691,0.00635180,0.01016180,0.04239136,0.37578824,1.71983181,0.32632686,0.00000000
-2.41620810,2.02174727,0.00619821,0.01011959,0.03958113,0.38238633,1.71490079,0.32949220,0.00000000
-2.41020510,2.01845525,0.00605116,0.01003467,0.03707535,0.38829877,1.71159327,0.33210808,0.00000000
-2.40420210,2.01577089,0.00590607,0.00990566,0.03486580,0.39338058,1.70919187,0.33404535,0.00000000
-2.39819910,2.01288222,0.00575967,0.00973199,0.03293868,0.39749811,1.70696266,0.33518389,0.00000000
-2.39219610,2.00900331,0.00561006,0.00951395,0.03127577,0.40053436,1.70418865,0.33541759,0.00000000
-2.38619310,2.00340978,0.00545683,0.00925280,0.02985567,0.40239349,1.70020121,0.33465874,0.00000000
-2.38019010,1.99547064,0.00530101,0.00895073,0.02865498,0.40300467,1.69440840,0.33284168,0.00000000
-2.37418709,1.98467522,0.00514508,0.00861086,0.02764955,0.40232489,1.68631936,0.32992551,0.00000000
-2.36818409,1.97065458,0.00499297,0.00823716,0.02681560,0.40034081,1.67556393,0.32589589,0.00000000
-2.36218109,1.95319672,0.00484998,0.00783436,0.02613075,0.39706943,1.66190727,0.32076574,0.00000000
-2.35617809,1.93225552,0.00472270,0.00740784,0.02557499,0.39255781,1.64525896,0.31457505,0.00000000
-2.35017509,1.90795330,0.00461894,0.00696347,0.02513141,0.38688169,1.62567683,0.30738966,0.00000000
-2.34417209,1.88057717,0.00454763,0.00650747,0.02478686,0.38014318,1.60336533,0.29929923,0.00000000
-2.33816908,1.85056973,0.00451867,0.00604623,0.02453233,0.37246763,1.57866906,0.29041446,0.00000000
-2.33216608,1.81851457,0.00454283,0.00558618,0.02436325,0.36399986,1.55206155,0.28086376,0.00000000
-2.32616308,1.78511725,0.00463159,0.00513366,0.02427952,0.35489980,1.52413010,0.27078940,0.00000000
-2.32016008,1.75118264,0.00479700,0.00469479,0.02428546,0.34533778,1.49555700,0.26034349,0.00000000
-2.31415708,1.71758938,0.00505144,0.00427538,0.02438944,0.33548964,1.46709813,0.24968368,0.00000000
-2.30815408,1.68526233,0.00540749,0.00388085,0.02460350,0.32553186,1.43955928,0.23896908,0.00000000
-2.30215108,1.65514409,0.00587766,0.00351623,0.02494274,0.31563674,1.41377136,0.22835614,0.00000000
-2.29614807,1.62816622,0.00647413,0.00318611,0.02542459,0.30596792,1.39056490,0.21799500,0.00000000
-2.29014507,1.60522141,0.00720852,0.00289468,0.02606799,0.29667640,1.37074492,0.20802610,0.00000000
-2.28414207,1.58713712,0.00809157,0.00264575,0.02689250,0.28789702,1.35506678,0.19857732,0.00000000
-2.27813907,1.57465181,0.00913282,0.00244281,0.02791738,0.27974571,1.34421391,0.18976169,0.00000000
-2.27213607,1.56839425,0.01034029,0.00228908,0.02916065,0.27231744,1.33877794,0.18167566,0.00000000
-2.26613307,1.56886678,0.01172017,0.00218758,0.03063814,0.26568501,1.33924218,0.17439800,0.00000000
-2.26013007,1.57643285,0.01327647,0.00214114,0.03236267,0.25989869,1.34596864,0.16798928,0.00000000
-2.25412706,1.59130938,0.01501072,0.00215252,0.03434332,0.25498670,1.35918936,0.16249205,0.00000000
-2.24812406,1.61356401,0.01692175,0.00222434,0.03658479,0.25095647,1.37900209,0.15793142,0.00000000
-2.24212106,1.64311743,0.01900540,0.00235916,0.03908698,0.24779664,1.40537060,0.15431629,0.00000000
-2.23611806,1.67975043,0.02125440,0.00255938,0.04184470,0.24547970,1.43812939,0.15164090,0.00000000
-2.23011506,1.72311539,0.02365828,0.00282725,0.04484765,0.24396504,1.47699270,0.14988669,0.00000000
-2.22411206,1.77275170,0.02620336,0.00316471,0.04808056,0.24320238,1.52156728,0.14902450,0.00000000
-2.21810905,1.82810414,0.02887283,0.00357336,0.05152356,0.24313533,1.57136817,0.14901669,0.00000000
-2.21210605,1.88854354,0.03164696,0.00405426,0.05515270,0.24370482,1.62583698,0.14981937,0.00000000
-2.20610305,1.95338857,0.03450332,0.00460781,0.05894072,0.24485236,1.68436141,0.15138449,0.00000000
-2.20010005,2.02192754,0.03741717,0.00523360,0.06285784,0.24652278,1.74629532,0.15366161,0.00000000
-2.19409705,2.09343928,0.04036190,0.00593019,0.06687273,0.24866645,1.81097810,0.15659947,0.00000000
-2.18809405,2.16721190,0.04330949,0.00669505,0.07095346,0.25124073,1.87775258,0.16014706,0.00000000
-2.18209105,2.24255870,0.04623109,0.00752434,0.07506842,0.25421063,1.94598048,0.16425435,0.00000000
-2.17608804,2.31883032,0.04909758,0.00841285,0.07918724,0.25754866,2.01505469,0.16887249,0.00000000
-2.17008504,2.39542282,0.05188014,0.00935395,0.08328148,0.26123378,2.08440791,0.17395365,0.00000000
-2.16408204,2.47178139,0.05455085,0.01033952,0.08732525,0.26524972,2.15351743,0.17945041,0.00000000
-2.15807904,2.54739972,0.05708322,0.01136005,0.09129556,0.26958254,2.22190587,0.18531493,0.00000000
-2.15207604,2.62181549,0.05945270,0.01240467,0.09517248,0.27421791,2.28913833,0.19149779,0.00000000
-2.14607304,2.69460244,0.06163718,0.01346138,0.09893908,0.27913792,2.35481630,0.19794686,0.00000000
-2.14007004,2.76536013,0.06361732,0.01451720,0.10258109,0.28431812,2.41856923,0.20460607,0.00000000
-2.13406703,2.83370214,0.06537694,0.01555846,0.10608648,0.28972452,2.48004448,0.21141443,0.00000000
-2.12806403,2.89924419,0.06690328,0.01657112,0.10944475,0.29531127,2.53889680,0.21830530,0.00000000
-2.12206103,2.96159303,0.06818717,0.01754114,0.11264627,0.30101883,2.59477841,0.22520601,0.00000000
-2.11605803,3.02033758,0.06922319,0.01845479,0.11568140,0.30677305,2.64733064,0.23203798,0.00000000
-2.11005503,3.07504302,0.07000974,0.01929911,0.11853980,0.31248523,2.69617812,0.23871730,0.00000000
-2.10405203,3.12524893,0.07054903,0.02006223,0.12120975,0.31805310,2.74092624,0.24515595,0.00000000
-2.09804902,3.17047181,0.07084709,0.02073377,0.12367757,0.32336299,2.78116253,0.25126339,0.00000000
-2.09204602,3.21021233,0.07091363,0.02130512,0.12592734,0.32829284,2.81646198,0.25694872,0.00000000
-2.08604302,3.24396721,0.07076193,0.02176972,0.12794078,0.33271612,2.84639658,0.26212321,0.00000000
-2.08004002,3.27124519,0.07040864,0.02212326,0.12969741,0.33650642,2.87054847,0.26670303,0.00000000
-2.07403702,3.29158657,0.06987355,0.02236385,0.13117497,0.33954249,2.88852626,0.27061214,0.00000000
-2.06803402,3.30458508,0.06917932,0.02249204,0.13235004,0.34171344,2.89998361,0.27378519,0.00000000
-2.06203102,3.30991094,0.06835113,0.02251083,0.13319899,0.34292385,2.90463897,0.27617022,0.00000000
-2.05602801,3.30733385,0.06741629,0.02242556,0.13369892,0.34309854,2.90229546,0.27773100,0.00000000
-2.05002501,3.29674431,0.06640386,0.02224378,0.13382887,0.34218667,2.89285943,0.27844899,0.00000000
-2.04402201,3.27817208,0.06534412,0.02197502,0.13357098,0.34016497,2.87635669,0.27832468,0.00000000
-2.03801901,3.25180036,0.06426809,0.02163052,0.13291158,0.33703992,2.85294519,0.27737832,0.00000000
-2.03201601,3.21797475,0.06320698,0.02122293,0.13184226,0.33284870,2.82292325,0.27564989,0.00000000
-2.02601301,3.17720616,0.06219160,0.02076599,0.13036072,0.32765892,2.78673260,0.27319841,0.00000000
-2.02001001,3.13016708,0.06125177,0.02027417,0.12847136,0.32156697,2.74495575,0.27010057,0.00000000
-2.01400700,3.07768121,0.06041572,0.01976236,0.12618565,0.31469526,2.69830760,0.26644860,0.00000000
-2.00800400,3.02070653,0.05970949,0.01924550,0.12352217,0.30718824,2.64762135,0.26234769,0.00000000
-2.00200100,2.96031236,0.05915635,0.01873830,0.12050636,0.29920752,2.59382914,0.25791289,0.00000000
-1.99599800,2.89765121,0.05877625,0.01825495,0.11716994,0.29092631,2.53793821,0.25326564,0.00000000
-1.98999500,2.83392655,0.05858530,0.01780884,0.11355014,0.28252328,2.48100336,0.24853013,0.00000000
-1.98399200,2.77035778,0.05859533,0.01741235,0.10968859,0.27417635,2.42409694,0.24382951,0.00000000
-1.97798899,2.70814375,0.05881348,0.01707667,0.10563014,0.26605637,2.36827750,0.23928223,0.00000000
-1.97198599,2.64842632,0.05924192,0.01681157,0.10142152,0.25832130,2.31455834,0.23499848,0.00000000
-1.96598299,2.59225550,0.05987761,0.01662533,0.09710998,0.25111082,2.26387734,0.23107696,0.00000000
-1.95997999,2.54055743,0.06071218,0.01652457,0.09274190,0.24454180,2.21706907,0.22760204,0.00000000
-1.95397699,2.49410643,0.06173193,0.01651418,0.08836160,0.23870471,2.17484036,0.22464134,0.00000000
-1.94797399,2.45350226,0.06291796,0.01659719,0.08401015,0.23366104,2.13775016,0.22224392,0.00000000
-1.94197099,2.41915315,0.06424635,0.01677475,0.07972447,0.22944195,2.10619433,0.22043898,0.00000000
-1.93596798,2.39126538,0.06568859,0.01704605,0.07553661,0.22604803,2.08039586,0.21923519,0.00000000
-1.92996498,2.36983938,0.06721206,0.01740830,0.07147330,0.22345020,2.06040059,0.21862058,0.00000000
-1.92396198,2.35467248,0.06878061,0.01785669,0.06755564,0.22159172,2.04607859,0.21856311,0.00000000
-1.91795898,2.34536792,0.07035535,0.01838444,0.06379918,0.22039106,2.03713081,0.21901167,0.00000000
-1.91195598,2.34134966,0.07189547,0.01898283,0.06021409,0.21974560,2.03310050,0.21989775,0.00000000
-1.90595298,2.34188215,0.07335918,0.01964128,0.05680553,0.21953594,2.03338901,0.22113745,0.00000000
-1.89994997,2.34609432,0.07470470,0.02034747,0.05357425,0.21963061,2.03727510,0.22263393,0.00000000
-1.89394697,2.35300665,0.07589130,0.02108752,0.05051719,0.21989096,2.04393689,0.22428025,0.00000000
-1.88794397,2.36156053,0.07688030,0.02184619,0.04762822,0.22017613,2.05247590,0.22596236,0.00000000
-1.88194097,2.37064865,0.07763613,0.02260718,0.04489888,0.22034778,2.06194211,0.22756227,0.00000000
-1.87593797,2.37914558,0.07812722,0.02335343,0.04231907,0.22027446,2.07135930,0.22896137,0.00000000
-1.86993497,2.38593763,0.07832686,0.02406747,0.03987778,0.21983558,2.07975010,0.23004363,0.00000000
-1.86393197,2.38995119,0.07821392,0.02473183,0.03756365,0.21892467,2.08616003,0.23069875,0.00000000
-1.85792896,2.39017880,0.07777340,0.02532946,0.03536553,0.21745199,2.08967991,0.23082510,0.00000000
-1.85192596,2.38570262,0.07699682,0.02584413,0.03327290,0.21534649,2.08946646,0.23033243,0.00000000
-1.84592296,2.37571461,0.07588238,0.02626092,0.03127614,0.21255692,2.08476053,0.22914416,0.00000000
-1.83991996,2.35953349,0.07443501,0.02656656,0.02936679,0.20905226,2.07490291,0.22719937,0.00000000
-1.83391696,2.33661798,0.07266614,0.02674985,0.02753769,0.20482156,2.05934740,0.22445426,0.00000000
-1.82791396,2.30657658,0.07059335,0.02680197,0.02578294,0.19987309,2.03767123,0.22088320,0.00000000
-1.82191096,2.26917366,0.06823978,0.02671677,0.02409796,0.19423299,2.00958262,0.21647925,0.00000000
-1.81590795,2.22433219,0.06563354,0.02649091,0.02247935,0.18794361,1.97492566,0.21125417,0.00000000
-1.80990495,2.17213302,0.06280684,0.02612398,0.02092481,0.18106142,1.93368234,0.20523794,0.00000000
-1.80390195,2.11281123,0.05979518,0.02561854,0.01943296,0.17365483,1.88597201,0.19847791,0.00000000
-1.79789895,2.04674944,0.05663641,0.02498000,0.01800323,0.16580190,1.83204820,0.19103740,0.00000000
-1.79189595,1.97446860,0.05336985,0.02421648,0.01663569,0.15758798,1.77229301,0.18299406,0.00000000
-1.78589295,1.89661659,0.05003538,0.02333855,0.01533093,0.14910351,1.70720922,0.17443789,0.00000000
-1.77988994,1.81395472,0.04667261,0.02235890,0.01408990,0.14044197,1.63741033,0.16546909,0.00000000
-1.77388694,1.72734283,0.04332013,0.02129200,0.01291386,0.13169800,1.56360871,0.15619577,0.00000000
-1.76788394,1.63772319,0.04001485,0.02015363,0.01180430,0.12296575,1.48660238,0.14673162,0.00000000
-1.76188094,1.54610370,0.03679148,0.01896046,0.01076285,0.11433756,1.40726048,0.13719365,0.00000000
-1.75587794,1.45354083,0.03368208,0.01772957,0.00979129,0.10590287,1.32650809,0.12770004,0.00000000
-1.74987494,1.36112282,0.03071584,0.01647807,0.00889153,0.09774740,1.24531064,0.11836816,0.00000000
-1.74387194,1.26995339,0.02791885,0.01522259,0.00806561,0.08995265,1.16465842,0.10931292,0.00000000
-1.73786893,1.18113657,0.02531410,0.01397898,0.00731576,0.08259557,1.08555162,0.10064533,0.00000000
-1.73186593,1.09576291,0.02292156,0.01276193,0.00664437,0.07574853,1.00898628,0.09247138,0.00000000
-1.72586293,1.01489716,0.02075832,0.01158474,0.00605411,0.06947933,0.93594133,0.08489129,0.00000000
-1.71985993,0.93956792,0.01883883,0.01045909,0.00554792,0.06385150,0.86736729,0.07799900,0.00000000
-1.71385693,0.87075895,0.01717523,0.00939492,0.00512906,0.05892456,0.80417638,0.07188200,0.00000000
-1.70785393,0.80940228,0.01577765,0.00840036,0.00480116,0.05475434,0.74723439,0.06662126,0.00000000
-1.70185093,0.75637290,0.01465455,0.00748173,0.00456823,0.05139328,0.69735407,0.06229148,0.00000000
-1.69584792,0.71248463,0.01381312,0.00664357,0.00443469,0.04889068,0.65528990,0.05896128,0.00000000
-1.68984492,0.67848690,0.01325955,0.00588874,0.00440531,0.04729276,0.62173390,0.05669350,0.00000000
-1.68384192,0.65506182,0.01299932,0.00521857,0.00448520,0.04664257,0.59731224,0.05554533,0.00000000
-1.67783892,0.64282127,0.01303743,0.00463298,0.00467974,0.04697974,0.58258204,0.05556844,0.00000000
-1.67183592,0.64230325,0.01337858,0.00413071,0.00499446,0.04833989,0.57802814,0.05680873,0.00000000
-1.66583292,0.65396725,0.01402718,0.00370944,0.00543493,0.05075395,0.58405930,0.05930599,0.00000000
-1.65982991,0.67818815,0.01498738,0.00336603,0.00600654,0.05424703,0.60100343,0.06309313,0.00000000
-1.65382691,0.71524846,0.01626298,0.00309663,0.00671436,0.05883729,0.62910179,0.06819518,0.00000000
-1.64782391,0.76532878,0.01785718,0.00289691,0.00756284,0.06453446,0.66850178,0.07462801,0.00000000
-1.64182091,0.82849656,0.01977234,0.00276214,0.00855561,0.07133830,0.71924851,0.08239672,0.00000000
-1.63581791,0.90469345,0.02200961,0.00268732,0.00969519,0.07923703,0.78127522,0.09149393,0.00000000
-1.62981491,0.99372167,0.02456848,0.00266730,0.01098269,0.08820576,0.85439290,0.10189786,0.00000000
-1.62381191,1.09523011,0.02744632,0.00269685,0.01241758,0.09820502,0.93827971,0.11357045,0.00000000
-1.61780890,1.20870086,0.03063780,0.00277072,0.01399740,0.10917963,1.03247062,0.12645557,0.00000000
-1.61180590,1.33343723,0.03413442,0.00288366,0.01571759,0.12105777,1.13634830,0.14047745,0.00000000
