energy_ev,total_up,C_s_up,C_p_up,Mo_p_up,Mo_d_up,S_s_up,S_p_up
-5.46573287,2.33822457,0.00266350,0.71848582,0.80650192,1.14442272,0.03864822,0.44228326
-5.45972986,2.25475436,0.00254632,0.69692419,0.78074961,1.10914132,0.03706488,0.42188337
-5.45372686,2.18371605,0.00249264,0.67849926,0.76179397,1.07942585,0.03556674,0.40490968
-5.44772386,2.12524170,0.00249986,0.66333082,0.74973282,1.05547447,0.03414654,0.39127194
-5.44172086,2.07928067,0.00256506,0.65149005,0.74459812,1.03738866,0.03279583,0.38083421
-5.43571786,2.04562169,0.00268503,0.64300483,0.74636258,1.02518037,0.03150572,0.37342135
-5.42971486,2.02391704,0.00285625,0.63786548,0.75494624,1.01878074,0.03026748,0.36882615
-5.42371186,2.01370774,0.00307488,0.63603068,0.77022315,1.01805012,0.02907317,0.36681686
-5.41770885,2.01444882,0.00333677,0.63743326,0.79202765,1.02278881,0.02791605,0.36714500
-5.41170585,2.02553398,0.00363741,0.64198560,0.82016042,1.03274815,0.02679104,0.36955319
-5.40570285,2.04631852,0.00397194,0.64958442,0.85439399,1.04764143,0.02569489,0.37378293
-5.39969985,2.07614011,0.00433515,0.66011479,0.89447769,1.06715422,0.02462633,0.37958191
-5.39369685,2.11433664,0.00472150,0.67345321,0.94014205,1.09095383,0.02358611,0.38671080
-5.38769385,2.16026070,0.00512516,0.68946974,0.99110251,1.11869745,0.02257684,0.39494924
-5.38169085,2.21329045,0.00554010,0.70802922,1.04706255,1.15003883,0.02160280,0.40410075
-5.37568784,2.27283651,0.00596014,0.72899136,1.10771607,1.18463331,0.02066967,0.41399659
-5.36968484,2.33834509,0.00637910,0.75221023,1.17274926,1.22214099,0.01978418,0.42449824
-5.36368184,2.40929731,0.00679088,0.77753279,1.24184178,1.26222832,0.01895365,0.43549850
-5.35767884,2.48520513,0.00718964,0.80479706,1.31466739,1.30456795,0.01818566,0.44692118
-5.35167584,2.56560426,0.00756990,0.83382982,1.39089406,1.34883714,0.01748751,0.45871941
-5.34567284,2.65004471,0.00792672,0.86444424,1.47018358,1.39471508,0.01686589,0.47087258
-5.33966983,2.73807968,0.00825580,0.89643766,1.55219072,1.44187935,0.01632643,0.48338216
-5.33366683,2.82925350,0.00855360,0.92958961,1.63656210,1.49000195,0.01587339,0.49626652
-5.32766383,2.92308954,0.00881741,0.96366052,1.72293467,1.53874541,0.01550931,0.50955502
-5.32166083,3.01907885,0.00904544,0.99839110,1.81093409,1.58775926,0.01523489,0.52328163
-5.31565783,3.11667041,0.00923679,1.03350266,1.90017296,1.63667743,0.01504873,0.53747840
-5.30965483,3.21526363,0.00939150,1.06869848,1.99024909,1.68511674,0.01494738,0.55216913
-5.30365183,3.31420375,0.00951041,1.10366622,2.08074394,1.73267700,0.01492527,0.56736347
-5.29764882,3.41278069,0.00959516,1.13808138,2.17122143,1.77894270,0.01497490,0.58305182
-5.29164582,3.51023141,0.00964798,1.17161183,2.26122728,1.82348644,0.01508696,0.59920121
-5.28564282,3.60574625,0.00967166,1.20392316,2.35028900,1.86587423,0.01525064,0.61575247
-5.27963982,3.69847883,0.00966926,1.23468479,2.43791704,1.90567223,0.01545394,0.63261880
-5.27363682,3.78755953,0.00964407,1.26357652,2.52360698,1.94245502,0.01568401,0.64968576
-5.26763382,3.87211208,0.00959937,1.29029550,2.60684326,1.97581485,0.01592761,0.66681289
-5.26163082,3.95127260,0.00953829,1.31456310,2.68710451,2.00537166,0.01617154,0.68383666
-5.25562781,4.02421074,0.00946370,1.33613168,2.76387081,2.03078335,0.01640300,0.70057495
-5.24962481,4.09015184,0.00937812,1.35479091,2.83663269,2.05175595,0.01661008,0.71683255
-5.24362181,4.14839970,0.00928360,1.37037351,2.90490226,2.06805319,0.01678213,0.73240779
-5.23761881,4.19835889,0.00918176,1.38276015,2.96822598,2.07950521,0.01691005,0.74709971
-5.23161581,4.23955597,0.00907374,1.39188348,3.02619914,2.08601588,0.01698663,0.76071576
-5.22561281,4.27165880,0.00896028,1.39773103,3.07848140,2.08756856,0.01700670,0.77307951
-5.21960980,4.29449324,0.00884179,1.40034705,3.12481304,2.08423008,0.01696731,0.78403810
-5.21360680,4.30805648,0.00871848,1.39983315,3.16503106,2.07615259,0.01686774,0.79346918
-5.20760380,4.31252640,0.00859047,1.39634765,3.19908442,2.06357338,0.01670948,0.80128695
-5.20160080,4.30826650,0.00845796,1.39010367,3.22704745,2.04681245,0.01649611,0.80744705
-5.19559780,4.29582574,0.00832136,1.38136598,3.24913041,2.02626786,0.01623314,0.81195009
-5.18959480,4.27593310,0.00818149,1.37044647,3.26568642,2.00240896,0.01592773,0.81484365
-5.18359180,4.24948653,0.00803964,1.35769838,3.27721365,1.97576751,0.01558842,0.81622260
-5.17758879,4.21753629,0.00789777,1.34350927,3.28435225,1.94692680,0.01522481,0.81622762
-5.17158579,4.18126275,0.00775852,1.32829279,3.28787542,1.91650918,0.01484716,0.81504202
-5.16558279,4.14194899,0.00762529,1.31247940,3.28867443,1.88516189,0.01446608,0.81288696
-5.15957979,4.10094886,0.00750225,1.29650616,3.28773762,1.85354191,0.01409214,0.81001501
-5.15357679,4.05965118,0.00739428,1.28080584,3.28612391,1.82229991,0.01373558,0.80670253
-5.14757379,4.01944129,0.00730691,1.26579561,3.28493167,1.79206389,0.01340595,0.80324094
-5.14157079,3.98166121,0.00724618,1.25186571,3.28526393,1.76342296,0.01311192,0.79992739
-5.13556778,3.94756983,0.00721848,1.23936835,3.28819152,1.73691191,0.01286103,0.79705505
-5.12956478,3.91830484,0.00723033,1.22860748,3.29471579,1.71299702,0.01265955,0.79490350
-5.12356178,3.89484798,0.00728820,1.21982963,3.30573261,1.69206376,0.01251238,0.79372976
-5.11755878,3.87799539,0.00739821,1.21321643,3.32199955,1.67440701,0.01242306,0.79376015
-5.11155578,3.86833437,0.00756592,1.20887919,3.34410798,1.66022414,0.01239374,0.79518356
-5.10555278,3.86622800,0.00779605,1.20685568,3.37246152,1.64961150,0.01242529,0.79814635
-5.09954977,3.87180843,0.00809227,1.20710961,3.40726220,1.64256446,0.01251743,0.80274921
-5.09354677,3.88497955,0.00845693,1.20953277,3.44850513,1.63898130,0.01266886,0.80904611
-5.08754377,3.90542898,0.00889094,1.21394982,3.49598202,1.63867067,0.01287747,0.81704538
-5.08154077,3.93264911,0.00939356,1.22012570,3.54929367,1.64136264,0.01314055,0.82671293
-5.07553777,3.96596629,0.00996236,1.22777528,3.60787056,1.64672269,0.01345498,0.83797737
-5.06953477,4.00457681,0.01059316,1.23657492,3.67100093,1.65436831,0.01381745,0.85073677
-5.06353177,4.04758808,0.01128004,1.24617540,3.73786463,1.66388726,0.01422464,0.86486675
-5.05752876,4.09406292,0.01201545,1.25621578,3.80757123,1.67485688,0.01467338,0.88022929
-5.05152576,4.14306480,0.01279034,1.26633735,3.87920041,1.68686352,0.01516076,0.89668192
-5.04552276,4.19370184,0.01359437,1.27619732,3.95184263,1.69952110,0.01568425,0.91408663
-5.03951976,4.24516731,0.01441619,1.28548148,4.02463814,1.71248812,0.01624168,0.93231806
-5.03351676,4.29677473,0.01524367,1.29391536,4.09681238,1.72548222,0.01683126,0.95127042
-5.02751376,4.34798568,0.01606434,1.30127343,4.16770609,1.73829167,0.01745152,0.97086281
-5.02151076,4.39842925,0.01686566,1.30738596,4.23679897,1.75078326,0.01810119,0.99104253
-5.01550775,4.44791193,0.01763540,1.31214342,4.30372557,1.76290626,0.01877907,1.01178627
-5.00950475,4.49641778,0.01836203,1.31549810,4.36828306,1.77469225,0.01948387,1.03309898
-5.00350175,4.54409880,0.01903502,1.31746319,4.43043055,1.78625087,0.02021402,1.05501064
-4.99749875,4.59125610,0.01964515,1.31810921,4.49028008,1.79776167,0.02096745,1.07757094
-4.99149575,4.63831282,0.02018474,1.31755816,4.54808008,1.80946234,0.02174146,1.10084231
-4.98549275,4.68578024,0.02064789,1.31597572,4.60419193,1.82163401,0.02253248,1.12489152
-4.97948974,4.73421865,0.02103055,1.31356166,4.65906100,1.83458411,0.02333602,1.14978054
-4.97348674,4.78419486,0.02133062,1.31053914,4.71318357,1.84862746,0.02414649,1.17555693
-4.96748374,4.83623851,0.02154794,1.30714321,4.76707110,1.86406663,0.02495717,1.20224447
-4.96148074,4.89079906,0.02168419,1.30360899,4.82121375,1.88117215,0.02576025,1.22983442
-4.95547774,4.94820564,0.02174277,1.30016012,4.87604464,1.90016357,0.02654683,1.25827799
-4.94947474,5.00863147,0.02172861,1.29699772,4.93190668,1.92119215,0.02730705,1.28748033
-4.94347174,5.07206473,0.02164793,1.29429062,4.98902335,1.94432591,0.02803030,1.31729648
-4.93746873,5.13828715,0.02150794,1.29216690,5.04747490,1.96953785,0.02870534,1.34752937
-4.93146573,5.20686137,0.02131663,1.29070730,5.10718111,1.99669778,0.02932066,1.37793010
-4.92546273,5.27712783,0.02108237,1.28994068,5.16789122,2.02556821,0.02986469,1.40820059
-4.91945973,5.34821143,0.02081371,1.28984173,5.22918170,2.05580474,0.03032617,1.43799823
-4.91345673,5.41903775,0.02051902,1.29033096,5.29046189,2.08696082,0.03069443,1.46694267
-4.90745373,5.48835830,0.02020631,1.29127705,5.35098724,2.11849693,0.03095971,1.49462422
-4.90145073,5.55478378,0.01988297,1.29250135,5.40987949,2.14979384,0.03111349,1.52061371
-4.89544772,5.61682402,0.01955558,1.29378443,5.46615295,2.18016951,0.03114875,1.54447322
-4.88944472,5.67293293,0.01922979,1.29487427,5.51874546,2.20889893,0.03106020,1.56576742
-4.88344172,5.72155659,0.01891019,1.29549582,5.56655284,2.23523620,0.03084449,1.58407501
-4.87743872,5.76118260,0.01860032,1.29536145,5.60846491,2.25843785,0.03050033,1.59899984
-4.87143572,5.79038844,0.01830256,1.29418183,5.64340172,2.27778653,0.03002859,1.61018130
-4.86543272,5.80788709,0.01801825,1.29167678,5.67034831,2.29261408,0.02943229,1.61730376
-4.85942971,5.81256798,0.01774767,1.28758561,5.68838643,2.30232297,0.02871658,1.62010455
-4.85342671,5.80353187,0.01749018,1.28167651,5.69672214,2.30640535,0.02788861,1.61838054
-4.84742371,5.78011826,0.01724428,1.27375466,5.69470814,2.30445894,0.02695741,1.61199292
-4.84142071,5.74192465,0.01700781,1.26366874,5.68186025,2.29619917,0.02593362,1.60087036
-4.83541771,5.68881719,0.01677801,1.25131563,5.65786766,2.28146717,0.02482925,1.58501034
-4.82941471,5.62093266,0.01655172,1.23664319,5.62259696,2.26023356,0.02365745,1.56447889
-4.82341171,5.53867215,0.01632552,1.21965119,5.57609024,2.23259791,0.02243213,1.53940875
-4.81740870,5.44268726,0.01609588,1.20039032,5.51855788,2.19878413,0.02116766,1.50999625
-4.81140570,5.33385978,0.01585929,1.17895961,5.45036678,2.15913233,0.01987860,1.47649698
-4.80540270,5.21327599,0.01561238,1.15550237,5.37202511,2.11408744,0.01857930,1.43922057
-4.79939970,5.08219719,0.01535207,1.13020100,5.28416450,2.06418543,0.01728372,1.39852481
-4.79339670,4.94202768,0.01507565,1.10327092,5.18752089,2.01003780,0.01600509,1.35480928
-4.78739370,4.79428166,0.01478085,1.07495397,5.08291498,1.95231491,0.01475571,1.30850880
-4.78139070,4.64055039,0.01446590,1.04551165,4.97123326,1.89172910,0.01354677,1.26008681
-4.77538769,4.48247071,0.01412961,1.01521829,4.85341036,1.82901805,0.01238823,1.21002891
-4.76938469,4.32169592,0.01377135,0.98435465,4.73041345,1.76492897,0.01128866,1.15883662
-4.76338169,4.15986957,0.01339107,0.95320197,4.60322887,1.70020423,0.01025526,1.10702161
-4.75737869,3.99860281,0.01298928,0.92203667,4.47285139,1.63556851,0.00929376,1.05510023
-4.75137569,3.83945532,0.01256703,0.89112581,4.34027592,1.57171787,0.00840851,1.00358863
-4.74537269,3.68391995,0.01212588,0.86072338,4.20649156,1.50931076,0.00760251,0.95299819
-4.73936968,3.53341053,0.01166782,0.83106731,4.07247751,1.44896090,0.00687744,0.90383147
-4.73336668,3.38925286,0.01119525,0.80237730,3.93920041,1.39123194,0.00623384,0.85657836
-4.72736368,3.25267785,0.01071088,0.77485330,3.80761245,1.33663369,0.00567113,0.81171252
-4.72136068,3.12481652,0.01021772,0.74867459,3.67864963,1.28561965,0.00518780,0.76968794
-4.71535768,3.00669610,0.00971894,0.72399925,3.55322956,1.23858557,0.00478148,0.73093538
-4.70935468,2.89923642,0.00921788,0.70096409,3.43224813,1.19586870,0.00444909,0.69585878
-4.70335168,2.80324634,0.00871795,0.67968472,3.31657465,1.15774747,0.00418695,0.66483135
-4.69734867,2.71941936,0.00822257,0.66025577,3.20704505,1.12444142,0.00399088,0.63819136
-4.69134567,2.64832840,0.00773512,0.64275115,3.10445293,1.09611109,0.00385631,0.61623755
-4.68534267,2.59041938,0.00725890,0.62722424,3.00953850,1.07285777,0.00377836,0.59922412
-4.67933967,2.54600372,0.00679706,0.61370804,2.92297553,1.05472313,0.00375192,0.58735545
-4.67333667,2.51524979,0.00635258,0.60221515,2.84535666,1.04168859,0.00377176,0.58078054
-4.66733367,2.49817395,0.00592820,0.59273763,2.77717776,1.03367466,0.00383251,0.57958741
-4.66133067,2.49463145,0.00552640,0.58524684,2.71882172,1.03054028,0.00392880,0.58379767
-4.65532766,2.50430792,0.00514938,0.57969312,2.67054283,1.03208237,0.00405525,0.59336149
-4.64932466,2.52671234,0.00479899,0.57600559,2.63245228,1.03803588,0.00420653,0.60815331
-4.64332166,2.56117209,0.00447675,0.57409195,2.60450583,1.04807445,0.00437740,0.62796865
-4.63731866,2.60683106,0.00418381,0.57383849,2.58649452,1.06181205,0.00456274,0.65252222
-4.63131566,2.66265147,0.00392093,0.57511039,2.57803896,1.07880575,0.00475759,0.68144786
-4.62531266,2.72742010,0.00368850,0.57775230,2.57858810,1.09855984,0.00495716,0.71430037
-4.61930965,2.79975951,0.00348652,0.58158940,2.58742270,1.12053138,0.00515689,0.75055955
-4.61330665,2.87814435,0.00331464,0.58642897,2.60366387,1.14413739,0.00535248,0.78963655
-4.60730365,2.96092312,0.00317214,0.59206243,2.62628666,1.16876351,0.00553991,0.83088266
-4.60130065,3.04634492,0.00305798,0.59826804,2.65413854,1.19377416,0.00571547,0.87360022
-4.59529765,3.13259097,0.00297084,0.60481407,2.68596224,1.21852398,0.00587581,0.91705569
-4.58929465,3.21780998,0.00290912,0.61146256,2.72042241,1.24237033,0.00601797,0.96049450
-4.58329165,3.30015649,0.00287103,0.61797345,2.75613519,1.26468643,0.00613941,1.00315713
-4.57728864,3.37783094,0.00285462,0.62410916,2.79169976,1.28487483,0.00623803,1.04429606
-4.57128564,3.44912008,0.00285781,0.62963925,2.82573069,1.30238064,0.00631219,1.08319290
-4.56528264,3.51243624,0.00287846,0.63434524,2.85689006,1.31670415,0.00636074,1.11917507
-4.55927964,3.56635394,0.00291441,0.63802528,2.88391819,1.32741226,0.00638299,1.15163143
-4.55327664,3.60964236,0.00296351,0.64049843,2.90566174,1.33414821,0.00637879,1.18002616
-4.54727364,3.64129220,0.00302365,0.64160861,2.92109847,1.33663932,0.00634841,1.20391033
-4.54127064,3.66053607,0.00309283,0.64122775,2.92935757,1.33470222,0.00629261,1.22293077
-4.53526763,3.66686121,0.00316912,0.63925827,2.92973516,1.32824548,0.00621254,1.23683578
-4.52926463,3.66001430,0.00325071,0.63563457,2.92170439,1.31726929,0.00610977,1.24547752
-4.52326163,3.63999809,0.00333593,0.63032366,2.90492012,1.30186250,0.00598614,1.24881103
-4.51725863,3.60706014,0.00342322,0.62332476,2.87921816,1.28219685,0.00584378,1.24689002
-4.51125563,3.56167439,0.00351110,0.61466801,2.84460952,1.25851881,0.00568502,1.23985972
-4.50525263,3.50451652,0.00359826,0.60441236,2.80127009,1.23113947,0.00551231,1.22794713
-4.49924962,3.43643443,0.00368345,0.59264271,2.74952656,1.20042283,0.00532814,1.21144937
-4.49324662,3.35841536,0.00376553,0.57946657,2.68983933,1.16677318,0.00513500,1.19072059
-4.48724362,3.27155138,0.00384345,0.56501034,2.62278342,1.13062212,0.00493527,1.16615830
-4.48124062,3.17700482,0.00391628,0.54941547,2.54902825,1.09241584,0.00473123,1.13818960
-4.47523762,3.07597528,0.00398319,0.53283467,2.46931725,1.05260317,0.00452494,1.10725817
-4.46923462,2.96966966,0.00404349,0.51542833,2.38444799,1.01162504,0.00431823,1.07381232
-4.46323162,2.85927628,0.00409668,0.49736133,2.29525374,0.96990556,0.00411270,1.03829487
-4.45722861,2.74594389,0.00414243,0.47880038,2.20258670,0.92784517,0.00390968,1.00113483
-4.45122561,2.63076614,0.00418070,0.45991182,2.10730353,0.88581585,0.00371023,0.96274132
-4.44522261,2.51477137,0.00421172,0.44086013,2.01025315,0.84415850,0.00351516,0.92349961
-4.43921961,2.39891756,0.00423608,0.42180685,1.91226695,0.80318231,0.00332508,0.88376916
-4.43321661,2.28409191,0.00425476,0.40291012,1.81415114,0.76316584,0.00314036,0.84388341
-4.42721361,2.17111389,0.00426915,0.38432448,1.71668112,0.72435958,0.00296125,0.80415103
-4.42121061,2.06074117,0.00428110,0.36620106,1.62059739,0.68698944,0.00278789,0.76485812
-4.41520760,1.95367701,0.00429293,0.34868788,1.52660272,0.65126091,0.00262030,0.72627097
-4.40920460,1.85057817,0.00430737,0.33193019,1.43536019,0.61736334,0.00245851,0.68863892
-4.40320160,1.75206239,0.00432761,0.31607076,1.34749171,0.58547401,0.00230254,0.65219704
-4.39719860,1.65871465,0.00435716,0.30125002,1.26357679,0.55576174,0.00215242,0.61716804
-4.39119560,1.57109149,0.00439984,0.28760607,1.18415139,0.52838964,0.00200826,0.58376357
-4.38519260,1.48972328,0.00445964,0.27527439,1.10970671,0.50351703,0.00187023,0.55218435
-4.37918959,1.41511414,0.00454060,0.26438743,1.04068798,0.48130032,0.00173857,0.52261948
-4.37318659,1.34773981,0.00464669,0.25507400,0.97749331,0.46189299,0.00161359,0.49524477
-4.36718359,1.28804369,0.00478167,0.24745860,0.92047263,0.44544470,0.00149568,0.47022032
-4.36118059,1.23643169,0.00494889,0.24166064,0.86992716,0.43209971,0.00138528,0.44768760
-4.35517759,1.19326623,0.00515118,0.23779368,0.82610928,0.42199481,0.00128286,0.42776627
-4.34917459,1.15886027,0.00539069,0.23596486,0.78922315,0.41525689,0.00118889,0.41055101
-4.34317159,1.13347172,0.00566878,0.23627424,0.75942615,0.41200047,0.00110384,0.39610871
-4.33716858,1.11729872,0.00598588,0.23881439,0.73683109,0.41232518,0.00102815,0.38447619
-4.33116558,1.11047635,0.00634147,0.24367003,0.72150924,0.41631345,0.00096218,0.37565873
-4.32516258,1.11307465,0.00673399,0.25091776,0.71349402,0.42402845,0.00090623,0.36962953
-4.31915958,1.12509834,0.00716090,0.26062572,0.71278500,0.43551226,0.00086049,0.36633020
-4.31315658,1.14648791,0.00761874,0.27285319,0.71935219,0.45078436,0.00082505,0.36567233
-4.30715358,1.17712205,0.00810318,0.28765009,0.73314003,0.46984039,0.00079989,0.36754009
