energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-5.69384692,3.86120922,0.02246560,0.42913888,0.43096723,0.00000000,1.80118758,1.97712546,0.03053739,1.36890036
-5.68784392,3.88067475,0.02230706,0.42759229,0.42203244,0.00000000,1.78027315,1.99393670,0.03076935,1.38152590
-5.68184092,3.91587960,0.02219329,0.42731688,0.41407617,0.00000000,1.76837295,2.01929079,0.03114373,1.40007253
-5.67583792,3.96675167,0.02212352,0.42832023,0.40714777,0.00000000,1.76569586,2.05317330,0.03166565,1.42442826
-5.66983492,4.03296287,0.02209646,0.43058534,0.40128569,0.00000000,1.77230515,2.09541788,0.03233866,1.45439513
-5.66383192,4.11392979,0.02211026,0.43407233,0.39651746,0.00000000,1.78812020,2.14570490,0.03316443,1.48968932
-5.65782891,4.20882063,0.02216252,0.43872045,0.39285976,0.00000000,1.81292064,2.20356458,0.03414253,1.52994320
-5.65182591,4.31656873,0.02225029,0.44445052,0.39031843,0.00000000,1.84635306,2.26838497,0.03527010,1.57470965
-5.64582291,4.43589292,0.02237004,0.45116757,0.38888861,0.00000000,1.88793997,2.33942473,0.03654173,1.62346881
-5.63981991,4.56532450,0.02251776,0.45876368,0.38855485,0.00000000,1.93709101,2.41583072,0.03794929,1.67563721
-5.63381691,4.70324063,0.02268901,0.46712099,0.38929129,0.00000000,1.99311630,2.49666004,0.03948194,1.73057936
-5.62781391,4.84790354,0.02287898,0.47611473,0.39106192,0.00000000,2.05524182,2.58090606,0.04112615,1.78762157
-5.62181091,4.99750474,0.02308263,0.48561626,0.39382103,0.00000000,2.12262653,2.66752769,0.04286586,1.84606762
-5.61580790,5.15021315,0.02329481,0.49549624,0.39751381,0.00000000,2.19438125,2.75548106,0.04468276,1.90521611
-5.60980490,5.30422573,0.02351040,0.50562766,0.40207723,0.00000000,2.26958880,2.84375249,0.04655665,1.96437870
-5.60380190,5.45781913,0.02372450,0.51588889,0.40744114,0.00000000,2.34732506,2.93139157,0.04846591,2.02289892
-5.59779890,5.60940047,0.02393255,0.52616660,0.41352975,0.00000000,2.42668061,3.01754302,0.05038806,2.08017060
-5.59179590,5.75755533,0.02413057,0.53635857,0.42026340,0.00000000,2.50678215,3.10147602,0.05230036,2.13565538
-5.58579290,5.90109098,0.02431527,0.54637623,0.42756059,0.00000000,2.58681321,3.18260960,0.05418047,2.18889848
-5.57978989,6.03907276,0.02448423,0.55614694,0.43534024,0.00000000,2.66603323,3.26053279,0.05600718,2.23954191
-5.57378689,6.17085169,0.02463603,0.56561582,0.44352408,0.00000000,2.74379435,3.33501842,0.05776104,2.28733454
-5.56778389,6.29608158,0.02477039,0.57474711,0.45203903,0.00000000,2.81955502,3.40602957,0.05942499,2.33213829
-5.56178089,6.41472426,0.02488817,0.58352486,0.46081943,0.00000000,2.89288960,3.47371794,0.06098497,2.37392997
-5.55577789,6.52704188,0.02499147,0.59195291,0.46980902,0.00000000,2.96349350,3.53841371,0.06243035,2.41279849
-5.54977489,6.63357580,0.02508358,0.60005409,0.47896236,0.00000000,3.03118313,3.60060697,0.06375429,2.44893720
-5.54377189,6.73511219,0.02516886,0.60786855,0.48824570,0.00000000,3.09589052,3.66092099,0.06495396,2.48263143
-5.53776888,6.83263514,0.02525270,0.61545131,0.49763711,0.00000000,3.15765253,3.72007801,0.06603052,2.51424156
-5.53176588,6.92726855,0.02534123,0.62286888,0.50712580,0.00000000,3.21659494,3.77885895,0.06698911,2.54418209
-5.52576288,7.02020916,0.02544116,0.63019537,0.51671054,0.00000000,3.27291196,3.83805831,0.06783847,2.57289751
-5.51975988,7.11265321,0.02555946,0.63750788,0.52639736,0.00000000,3.32684206,3.89843635,0.06859055,2.60083593
-5.51375688,7.20571999,0.02570302,0.64488163,0.53619648,0.00000000,3.37864124,3.96067054,0.06925995,2.62842160
-5.50775388,7.30037604,0.02587838,0.65238501,0.54611869,0.00000000,3.42855514,4.02530867,0.06986323,2.65602757
-5.50175088,7.39736365,0.02609129,0.66007469,0.55617143,0.00000000,3.47679152,4.09272591,0.07041812,2.68394991
-5.49574787,7.49713770,0.02634647,0.66799130,0.56635480,0.00000000,3.52349467,4.16308828,0.07094278,2.71238483
-5.48974487,7.59981439,0.02664723,0.67615574,0.57665771,0.00000000,3.56872338,4.23632447,0.07145491,2.74140993
-5.48374187,7.70513523,0.02699523,0.68456651,0.58705471,0.00000000,3.61243395,4.31210805,0.07197104,2.77097084
-5.47773887,7.81244903,0.02739029,0.69319819,0.59750347,0.00000000,3.65446942,4.38985144,0.07250578,2.80087415
-5.47173587,7.92071367,0.02783026,0.70200132,0.60794347,0.00000000,3.69455601,4.46871257,0.07307123,2.83078729
-5.46573287,8.02851869,0.02831099,0.71090369,0.61829586,0.00000000,3.73230729,4.54761457,0.07367648,2.86024578
-5.45972986,8.13412861,0.02882638,0.71981297,0.62846481,0.00000000,3.76723627,4.62527823,0.07432733,2.88866771
-5.45372686,8.23554572,0.02936852,0.72862086,0.63834021,0.00000000,3.79877487,4.70026625,0.07502609,2.91537520
-5.44772386,8.33059009,0.02992798,0.73720823,0.64780186,0.00000000,3.82630028,4.77103766,0.07577164,2.93962194
-5.44172086,8.41699342,0.03049411,0.74545133,0.65672479,0.00000000,3.84916661,4.83601028,0.07655957,2.96062570
-5.43571786,8.49250261,0.03105543,0.75322857,0.66498558,0.00000000,3.86674046,4.89362839,0.07738251,2.97760440
-5.42971486,8.55498800,0.03160015,0.76042752,0.67246943,0.00000000,3.87843849,4.94243270,0.07823060,2.98981396
-5.42371186,8.60255110,0.03211658,0.76695192,0.67907732,0.00000000,3.88376482,4.98112906,0.07909204,2.99658614
-5.41770885,8.63362617,0.03259368,0.77272797,0.68473316,0.00000000,3.88234624,5.00865283,0.07995365,2.99736441
-5.41170585,8.64707036,0.03302153,0.77770993,0.68939022,0.00000000,3.87396310,5.02422526,0.08080157,2.99173606
-5.40570285,8.64223746,0.03339174,0.78188431,0.69303652,0.00000000,3.85857416,5.02739922,0.08162184,2.97945864
-5.39969985,8.61903102,0.03369785,0.78527262,0.69569887,0.00000000,3.83633370,5.01809157,0.08240096,2.96047946
-5.39369685,8.57793369,0.03393561,0.78793245,0.69744505,0.00000000,3.80759984,4.99660029,0.08312641,2.93494689
-5.38769385,8.52001082,0.03410315,0.78995663,0.69838410,0.00000000,3.77293354,4.96360521,0.08378703,2.90321279
-5.38169085,8.44688739,0.03420110,0.79147066,0.69866453,0.00000000,3.73308788,4.92015196,0.08437330,2.86582569
-5.37568784,8.36069921,0.03423252,0.79262834,0.69847036,0.00000000,3.68898840,4.86761957,0.08487745,2.82351508
-5.36968484,8.26402027,0.03420278,0.79360593,0.69801539,0.00000000,3.64170513,4.80767315,0.08529351,2.77716736
-5.36368184,8.15976955,0.03411932,0.79459507,0.69753561,0.00000000,3.59241786,4.74220349,0.08561721,2.72779460
-5.35767884,8.05110178,0.03399133,0.79579473,0.69728034,0.00000000,3.54237643,4.67325659,0.08584577,2.67649764
-5.35167584,7.94128723,0.03382940,0.79740276,0.69750248,0.00000000,3.49285799,4.60295616,0.08597768,2.62442526
-5.34567284,7.83358637,0.03364504,0.79960738,0.69844828,0.00000000,3.44512351,4.53342285,0.08601233,2.57273141
-5.33966983,7.73112553,0.03345028,0.80257901,0.70034730,0.00000000,3.40037568,4.46669384,0.08594973,2.52253261
-5.33366683,7.63677926,0.03325721,0.80646295,0.70340290,0.00000000,3.35972031,4.40464660,0.08579022,2.47486756
-5.32766383,7.55306502,0.03307757,0.81137323,0.70778396,0.00000000,3.32413313,4.34893019,0.08553420,2.43066072
-5.32166083,7.48205495,0.03292240,0.81738787,0.71361804,0.00000000,3.29443334,4.30090712,0.08518191,2.39069175
-5.31565783,7.42530847,0.03280170,0.82454591,0.72098656,0.00000000,3.27126513,4.26160831,0.08473340,2.35557193
-5.30965483,7.38382826,0.03272418,0.83284613,0.72992198,0.00000000,3.25508769,4.23170265,0.08418845,2.32572857
-5.30365183,7.35804120,0.03269712,0.84224767,0.74040730,0.00000000,3.24617374,4.21148241,0.08354668,2.30139786
-5.29764882,7.34780397,0.03272624,0.85267223,0.75237778,0.00000000,3.24461615,4.20086436,0.08280774,2.28262631
-5.29164582,7.35243242,0.03281565,0.86400792,0.76572477,0.00000000,3.25034184,4.19940615,0.08197150,2.26928016
-5.28564282,7.37075200,0.03296785,0.87611423,0.78030133,0.00000000,3.26313150,4.20633651,0.08103839,2.26106218
-5.27963982,7.40116615,0.03318384,0.88882802,0.79592946,0.00000000,3.28264371,4.22059738,0.08000966,2.25753462
-5.27363682,7.44173832,0.03346313,0.90196996,0.81240833,0.00000000,3.30844152,4.24089537,0.07888778,2.25814685
-5.26763382,7.49028319,0.03380390,0.91535118,0.82952317,0.00000000,3.34001980,4.26576002,0.07767662,2.26226625
-5.26163082,7.54446225,0.03420307,0.92877970,0.84705428,0.00000000,3.37683144,4.29360564,0.07638181,2.26921054
-5.25562781,7.60187907,0.03465642,0.94206624,0.86478573,0.00000000,3.41831093,4.32279415,0.07501080,2.27828005
-5.24962481,7.66016985,0.03515868,0.95502930,0.88251321,0.00000000,3.46389385,4.35169587,0.07357306,2.28878827
-5.24362181,7.71708558,0.03570362,0.96749906,0.90005081,0.00000000,3.51303144,4.37874605,0.07207996,2.30008950
-5.23761881,7.77056271,0.03628413,0.97932022,0.91723631,0.00000000,3.56519961,4.40249488,0.07054476,2.31160229
-5.23161581,7.81878004,0.03689224,0.99035359,0.93393483,0.00000000,3.61990229,4.42164971,0.06898236,2.32282813
-5.22561281,7.86020084,0.03751926,1.00047652,0.95004078,0.00000000,3.67666952,4.43510816,0.06740907,2.33336458
-5.21960980,7.89359945,0.03815580,1.00958233,0.96547811,0.00000000,3.73505083,4.44198180,0.06584223,2.34291305
-5.21360680,7.91807306,0.03879185,1.01757894,0.98019888,0.00000000,3.79460511,4.44161032,0.06429982,2.35128099
-5.20760380,7.93303978,0.03941692,1.02438687,0.99418057,0.00000000,3.85488812,4.43356663,0.06280006,2.35837911
-5.20160080,7.93822464,0.04002017,1.02993702,1.00742214,0.00000000,3.91543912,4.41765364,0.06136097,2.36421419
-5.19559780,7.93363578,0.04059055,1.03416836,1.01993931,0.00000000,3.97576810,4.39389386,0.05999993,2.36887820
-5.18959480,7.91953302,0.04111702,1.03702586,1.03175932,0.00000000,4.03534488,4.36251297,0.05873327,2.37253461
-5.18359180,7.89639137,0.04158875,1.03845888,1.04291558,0.00000000,4.09359136,4.32391863,0.05757593,2.37540290
-5.17758879,7.86486162,0.04199540,1.03842016,1.05344240,0.00000000,4.14987788,4.27867601,0.05654113,2.37774200
-5.17158579,7.82573012,0.04232736,1.03686554,1.06337021,0.00000000,4.20352427,4.22748102,0.05564011,2.37983361
-5.16558279,7.77987944,0.04257600,1.03375440,1.07272134,0.00000000,4.25380588,4.17113249,0.05488192,2.38196604
-5.15957979,7.72825128,0.04273395,1.02905084,1.08150670,0.00000000,4.29996454,4.11050421,0.05427324,2.38441930
-5.15357679,7.67181254,0.04279530,1.02272544,1.08972335,0.00000000,4.34122396,4.04651750,0.05381835,2.38745172
-5.14757379,7.61152523,0.04275580,1.01475754,1.09735298,0.00000000,4.37680892,3.98011497,0.05351902,2.39128854
-5.14157079,7.54832032,0.04261301,1.00513779,1.10436140,0.00000000,4.40596718,3.91223588,0.05337452,2.39611261
-5.13556778,7.48307574,0.04236637,0.99387077,1.11069893,0.00000000,4.42799296,3.84379338,0.05338170,2.40205734
-5.12956478,7.41659826,0.04201728,0.98097751,1.11630152,0.00000000,4.44225086,3.77565399,0.05353499,2.40920174
-5.12356178,7.34960901,0.04156900,0.96649771,1.12109268,0.00000000,4.44819882,3.70861925,0.05382660,2.41756757
-5.11755878,7.28273247,0.04102660,0.95049147,1.12498592,0.00000000,4.44540900,3.64341002,0.05424655,2.42711846
-5.11155578,7.21648861,0.04039681,0.93304047,1.12788764,0.00000000,4.43358567,3.58065334,0.05478296,2.43776085
-5.10555278,7.15128817,0.03968783,0.91424838,1.12970043,0.00000000,4.41257901,3.52087213,0.05542215,2.44934655
-5.09954977,7.08743097,0.03890908,0.89424069,1.13032658,0.00000000,4.38239459,3.46447794,0.05614893,2.46167683
-5.09354677,7.02510724,0.03807097,0.87316374,1.12967172,0.00000000,4.34319785,3.41176694,0.05694688,2.47450792
-5.08754377,6.96440227,0.03718462,0.85118321,1.12764859,0.00000000,4.29531385,3.36291924,0.05779864,2.48755777
-5.08154077,6.90530442,0.03626162,0.82848202,1.12418077,0.00000000,4.23922226,3.31800183,0.05868623,2.50051401
-5.07553777,6.84771650,0.03531376,0.80525785,1.11920639,0.00000000,4.17554805,3.27697502,0.05959150,2.51304300
-5.06953477,6.79147078,0.03435282,0.78172033,1.11268166,0.00000000,4.10504858,3.23970249,0.06049647,2.52479981
-5.06353177,6.73634726,0.03339037,0.75808814,1.10458424,0.00000000,4.02859762,3.20596467,0.06138383,2.53543902
-5.05752876,6.68209508,0.03243762,0.73458596,1.09491628,0.00000000,3.94716732,3.17547509,0.06223730,2.54462615
-5.05152576,6.62845639,0.03150532,0.71144162,1.08370708,0.00000000,3.86180861,3.14789934,0.06304218,2.55204949
-5.04552276,6.57519212,0.03060365,0.68888323,1.07101530,0.00000000,3.77363117,3.12287582,0.06378570,2.55743201
-5.03951976,6.52210845,0.02974223,0.66713657,1.05693043,0.00000000,3.68378331,3.10003761,0.06445748,2.56054300
-5.03351676,6.46908308,0.02893005,0.64642264,1.04157370,0.00000000,3.59343262,3.07903454,0.06504986,2.56120908
-5.02751376,6.41608982,0.02817557,0.62695537,1.02509794,0.00000000,3.50374762,3.05955439,0.06555820,2.55932421
-5.02151076,6.36322029,0.02748668,0.60893941,1.00768670,0.00000000,3.41588083,3.04134245,0.06598113,2.55485805
-5.01550775,6.31070136,0.02687081,0.59256809,0.98955219,0.00000000,3.33095337,3.02421823,0.06632064,2.54786255
-5.00950475,6.25890717,0.02633492,0.57802130,0.97093227,0.00000000,3.25004117,3.00808866,0.06658211,2.53847612
-5.00350175,6.20836460,0.02588560,0.56546340,0.95208637,0.00000000,3.17416262,2.99295697,0.06677424,2.52692513
-4.99749875,6.15975162,0.02552905,0.55504102,0.93329040,0.00000000,3.10426762,2.97892671,0.06690885,2.51352253
-4.99149575,6.11388786,0.02527111,0.54688073,0.91483079,0.00000000,3.04122768,2.96620073,0.06700057,2.49866339
-4.98549275,6.07171766,0.02511728,0.54108671,0.89699786,0.00000000,2.98582703,2.95507489,0.06706644,2.48281737
-4.97948974,6.03428569,0.02507262,0.53773823,0.88007861,0.00000000,2.93875442,2.94592692,0.06712540,2.46651818
-4.97348674,6.00270600,0.02514175,0.53688723,0.86434929,0.00000000,2.90059547,2.93920073,0.06719774,2.45035034
-4.96748374,5.97812568,0.02532874,0.53855594,0.85006799,0.00000000,2.87182557,2.93538698,0.06730447,2.43493359
-4.96148074,5.96168449,0.02563703,0.54273465,0.83746752,0.00000000,2.85280325,2.93500071,0.06746668,2.42090545
-4.95547774,5.95447207,0.02606931,0.54937991,0.82674889,0.00000000,2.84376416,2.93855719,0.06770484,2.40890242
-4.94947474,5.95748461,0.02662737,0.55841302,0.81807568,0.00000000,2.84481574,2.94654697,0.06803816,2.39954071
-4.94347174,5.97158289,0.02731201,0.56971925,0.81156949,0.00000000,2.85593293,2.95941135,0.06848401,2.39339691
-4.93746873,5.99745328,0.02812286,0.58314765,0.80730675,0.00000000,2.87695513,2.97751934,0.06905732,2.39098943
-4.93146573,6.03557350,0.02905832,0.59851164,0.80531692,0.00000000,2.90758464,3.00114714,0.06977005,2.39276139
-4.92546273,6.08618454,0.03011536,0.61559055,0.80558218,0.00000000,2.94738701,3.03046089,0.07063087,2.39906549
-4.91945973,6.14926972,0.03128948,0.63413193,0.80803869,0.00000000,2.99579348,3.06550354,0.07164472,2.41015140
-4.91345673,6.22454168,0.03257461,0.65385486,0.81257919,0.00000000,3.05210573,3.10618601,0.07281270,2.42615597
-4.90745373,6.31143779,0.03396302,0.67445399,0.81905693,0.00000000,3.11550307,3.15228307,0.07413181,2.44709677
-4.90145073,6.40912372,0.03544536,0.69560452,0.82729070,0.00000000,3.18505220,3.20343384,0.07559500,2.47286881
-4.89544772,6.51650514,0.03701058,0.71696768,0.83707060,0.00000000,3.25971931,3.25914666,0.07719119,2.50324470
-4.88944472,6.63224663,0.03864601,0.73819687,0.84816444,0.00000000,3.33838460,3.31880799,0.07890540,2.53787809
-4.88344172,6.75479707,0.04033743,0.75894410,0.86032443,0.00000000,3.41985882,3.38169467,0.08071896,2.57631014
-4.87743872,6.88242035,0.04206916,0.77886668,0.87329379,0.00000000,3.50290150,3.44698907,0.08260982,2.61797887
-4.87143572,7.01323030,0.04382425,0.79763382,0.88681305,0.00000000,3.58624064,3.51379627,0.08455289,2.66223091
-4.86543272,7.14522847,0.04558459,0.81493317,0.90062592,0.00000000,3.66859314,3.58116257,0.08652048,2.70833540
-4.85942971,7.27634370,0.04733122,0.83047685,0.91448433,0.00000000,3.74868579,3.64809474,0.08848276,2.75549956
-4.85342671,7.40447212,0.04904458,0.84400705,0.92815260,0.00000000,3.82527599,3.71357919,0.09040833,2.80288546
-4.84742371,7.52751671,0.05070474,0.85530082,0.94141070,0.00000000,3.89717199,3.77660069,0.09226478,2.84962758
-4.84142071,7.64342537,0.05229183,0.86417403,0.95405642,0.00000000,3.96325196,3.83616007,0.09401937,2.89485082
-4.83541771,7.75022663,0.05378628,0.87048440,0.96590660,0.00000000,4.02248156,3.89129057,0.09563964,2.93768835
-4.82941471,7.84606257,0.05516924,0.87413342,0.97679743,0.00000000,4.07392951,3.94107259,0.09709418,2.97729902
-4.82341171,7.92921816,0.05642292,0.87506721,0.98658389,0.00000000,4.11678094,3.98464674,0.09835327,3.01288393
-4.81740870,7.99814685,0.05753093,0.87327624,0.99513858,0.00000000,4.15034817,4.02122512,0.09938965,3.04370177
-4.81140570,8.05149200,0.05847857,0.86879399,1.00235001,0.00000000,4.17407867,4.05010080,0.10017913,3.06908264
-4.80540270,8.08810411,0.05925318,0.86169453,1.00812063,0.00000000,4.18756030,4.07065564,0.10070128,3.08843997
-4.79939970,8.10705371,0.05984432,0.85208921,1.01236464,0.00000000,4.19052355,4.08236658,0.10093996,3.10128037
-4.79339670,8.10764004,0.06024399,0.84012251,1.01500598,0.00000000,4.18284097,4.08481046,0.10088376,3.10721128
-4.78739370,8.08939556,0.06044677,0.82596722,1.01597641,0.00000000,4.16452394,4.07766761,0.10052641,3.10594603
-4.78139070,8.05208645,0.06044987,0.80981917,1.01521411,0.00000000,4.13571682,4.06072431,0.09986693,3.09730652
-4.77538769,7.99570952,0.06025311,0.79189164,1.01266265,0.00000000,4.09668894,4.03387415,0.09890971,3.08122337
-4.76938469,7.92048559,0.05985890,0.77240967,1.00827058,0.00000000,4.04782457,3.99711861,0.09766442,3.05773359
-4.76338169,7.82684984,0.05927210,0.75160446,1.00199164,0.00000000,3.98961127,3.95056665,0.09614575,3.02697597
-4.75737869,7.71543947,0.05849984,0.72970809,0.99378555,0.00000000,3.92262700,3.89443348,0.09437297,2.98918446
-4.75137569,7.58707898,0.05755130,0.70694860,0.98361940,0.00000000,3.84752634,3.82903848,0.09236939,2.94467956
-4.74537269,7.44276346,0.05643746,0.68354573,0.97146954,0.00000000,3.76502611,3.75480215,0.09016168,2.89385840
-4.73936968,7.28364035,0.05517086,0.65970728,0.95732381,0.00000000,3.67589089,3.67224209,0.08777906,2.83718350
-4.73336668,7.11098985,0.05376523,0.63562622,0.94118409,0.00000000,3.58091860,3.58196782,0.08525248,2.77517087
-4.72736368,6.92620442,0.05223532,0.61147863,0.92306883,0.00000000,3.48092647,3.48467441,0.08261371,2.70837761
-4.72136068,6.73076751,0.05059651,0.58742234,0.90301554,0.00000000,3.37673773,3.38113476,0.07989447,2.63738955
-4.71535768,6.52623188,0.04886462,0.56359633,0.88108298,0.00000000,3.26916907,3.27219048,0.07712558,2.56280907
-4.70935468,6.31419768,0.04705563,0.54012075,0.85735286,0.00000000,3.15901915,3.15874135,0.07433616,2.48524362
-4.70335168,6.09629041,0.04518548,0.51709752,0.83193098,0.00000000,3.04705822,3.04173329,0.07155298,2.40529503
-4.69734867,5.87413910,0.04326986,0.49461134,0.80494756,0.00000000,2.93401905,2.92214504,0.06879985,2.32354989
-4.69134567,5.64935477,0.04132403,0.47273100,0.77655674,0.00000000,2.82058912,2.80097363,0.06609724,2.24057115
-4.68534267,5.42350955,0.03936272,0.45151091,0.74693527,0.00000000,2.70740419,2.67921882,0.06346197,2.15689111
-4.67933967,5.19811662,0.03739996,0.43099270,0.71628025,0.00000000,2.59504339,2.55786697,0.06090709,2.07300567
-4.67333667,4.97461138,0.03544899,0.41120680,0.68480603,0.00000000,2.48402566,2.43787464,0.05844192,1.98937020
-4.66733367,4.75433415,0.03352217,0.39217393,0.65274043,0.00000000,2.37480774,2.32015234,0.05607220,1.90639668
-4.66133067,4.53851488,0.03163092,0.37390644,0.62032040,0.00000000,2.26778365,2.20554908,0.05380039,1.82445232
-4.65532766,4.32826030,0.02978568,0.35640956,0.58778718,0.00000000,2.16328567,2.09483808,0.05162606,1.74385950
-4.64932466,4.12454385,0.02799580,0.33968238,0.55538140,0.00000000,2.06158678,1.98870431,0.04954637,1.66489695
-4.64332166,3.92819899,0.02626960,0.32371878,0.52333814,0.00000000,1.96290450,1.88773429,0.04755662,1.58780211
