energy_ev,total_up,Ga_p_up,Ga_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-6.00000000,1.12006674,0.13713581,0.00000000,0.34072332,0.00000000,0.48010994,0.16281664
-5.99399700,1.07350866,0.13299736,0.00000000,0.32417482,0.00000000,0.45091151,0.15720768
-5.98799400,1.02704652,0.12890781,0.00000000,0.30763585,0.00000000,0.42236896,0.15148122
-5.98199100,0.98075935,0.12483729,0.00000000,0.29119045,0.00000000,0.39463241,0.14564257
-5.97598799,0.93471330,0.12075542,0.00000000,0.27491682,0.00000000,0.36783255,0.13969774
-5.96998499,0.88897132,0.11663414,0.00000000,0.25888830,0.00000000,0.34208339,0.13365447
-5.96398199,0.84360290,0.11245035,0.00000000,0.24317464,0.00000000,0.31748562,0.12752323
-5.95797899,0.79869324,0.10818825,0.00000000,0.22784346,0.00000000,0.29413054,0.12131812
-5.95197599,0.75435145,0.10384127,0.00000000,0.21296176,0.00000000,0.27210431,0.11505756
-5.94597299,0.71071738,0.09941357,0.00000000,0.19859748,0.00000000,0.25149238,0.10876480
-5.93996998,0.66796688,0.09492096,0.00000000,0.18482095,0.00000000,0.23238392,0.10246820
-5.93396698,0.62631529,0.09039145,0.00000000,0.17170621,0.00000000,0.21487611,0.09620122
-5.92796398,0.58601914,0.08586520,0.00000000,0.15933206,0.00000000,0.19907818,0.09000219
-5.92196098,0.54737621,0.08139406,0.00000000,0.14778297,0.00000000,0.18511502,0.08391388
-5.91595798,0.51072392,0.07704076,0.00000000,0.13714960,0.00000000,0.17313030,0.07798285
-5.90995498,0.47643637,0.07287773,0.00000000,0.12752904,0.00000000,0.16328888,0.07225866
-5.90395198,0.44492008,0.06898568,0.00000000,0.11902475,0.00000000,0.15577849,0.06679296
-5.89794897,0.41660879,0.06545196,0.00000000,0.11174607,0.00000000,0.15081041,0.06163860
-5.89194597,0.39195727,0.06236881,0.00000000,0.10580738,0.00000000,0.14861917,0.05684859
-5.88594297,0.37143433,0.05983148,0.00000000,0.10132688,0.00000000,0.14946090,0.05247518
-5.87993997,0.35551514,0.05793629,0.00000000,0.09842479,0.00000000,0.15361041,0.04856893
-5.87393697,0.34467278,0.05677864,0.00000000,0.09722128,0.00000000,0.16135669,0.04517787
-5.86793397,0.33936893,0.05645090,0.00000000,0.09783371,0.00000000,0.17299678,0.04234663
-5.86193097,0.34004380,0.05704037,0.00000000,0.10037347,0.00000000,0.18882795,0.04011575
-5.85592796,0.34710500,0.05862700,0.00000000,0.10494232,0.00000000,0.20913821,0.03852089
-5.84992496,0.36091551,0.06128121,0.00000000,0.11162818,0.00000000,0.23419504,0.03759216
-5.84392196,0.38178066,0.06506152,0.00000000,0.12050062,0.00000000,0.26423278,0.03735339
-5.83791896,0.40993425,0.07001217,0.00000000,0.13160596,0.00000000,0.29943871,0.03782145
-5.83191596,0.44552407,0.07616073,0.00000000,0.14496221,0.00000000,0.33993825,0.03900546
-5.82591296,0.48859711,0.08351575,0.00000000,0.16055411,0.00000000,0.38577996,0.04090608
-5.81990995,0.53908504,0.09206450,0.00000000,0.17832827,0.00000000,0.43692064,0.04351470
-5.81390695,0.59679049,0.10177100,0.00000000,0.19818893,0.00000000,0.49321151,0.04681273
-5.80790395,0.66137498,0.11257427,0.00000000,0.21999443,0.00000000,0.55438613,0.05077092
-5.80190095,0.73234927,0.12438717,0.00000000,0.24355468,0.00000000,0.62005077,0.05534873
-5.79589795,0.80906692,0.13709576,0.00000000,0.26863007,0.00000000,0.68967825,0.06049396
-5.78989495,0.89072207,0.15055941,0.00000000,0.29493184,0.00000000,0.76260574,0.06614254
-5.78389195,0.97635200,0.16461176,0.00000000,0.32212428,0.00000000,0.83803725,0.07221863
-5.77788894,1.06484530,0.17906256,0.00000000,0.34982872,0.00000000,0.91505132,0.07863510
-5.77188594,1.15495580,0.19370054,0.00000000,0.37762961,0.00000000,0.99261397,0.08529433
-5.76588294,1.24532268,0.20829720,0.00000000,0.40508236,0.00000000,1.06959708,0.09208949
-5.75987994,1.33449638,0.22261153,0.00000000,0.43172293,0.00000000,1.14480182,0.09890628
-5.75387694,1.42097000,0.23639561,0.00000000,0.45707892,0.00000000,1.21698660,0.10562502
-5.74787394,1.50321528,0.24940084,0.00000000,0.48068181,0.00000000,1.28489865,0.11212319
-5.74187094,1.57972210,0.26138463,0.00000000,0.50207976,0.00000000,1.34730829,0.11827823
-5.73586793,1.64904013,0.27211739,0.00000000,0.52085073,0.00000000,1.40304432,0.12397069
