energy_ev,total_up,Fe_p_up,Fe_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-5.90995498,9.19587063,0.63647753,0.38796993,0.00136456,3.30687901,0.08563137,1.78546485,3.40480586,2.22606449
-5.90395198,9.05475530,0.63222139,0.37949486,0.00134916,3.22679481,0.08619186,1.79547909,3.32266360,2.15836581
-5.89794897,8.90162036,0.62852342,0.37135571,0.00134182,3.13722714,0.08705384,1.80857124,3.23285428,2.08262215
-5.89194597,8.74001743,0.62556035,0.36375588,0.00134225,3.03992188,0.08824954,1.82487450,3.13722857,2.00022206
-5.88594297,8.57347073,0.62350374,0.35687949,0.00135004,2.93671842,0.08980256,1.84441114,3.03768651,1.91263568
-5.87993997,8.40536211,0.62251840,0.35088675,0.00136468,2.82948869,0.09172677,1.86709306,2.93611560,1.82136752
-5.87393697,8.23882636,0.62276103,0.34591024,0.00138555,2.72007745,0.09402553,1.89272687,2.83433159,1.72791006
-5.86793397,8.07666178,0.62437922,0.34205221,0.00141189,2.61024657,0.09669116,1.92102331,2.73402455,1.63370025
-5.86193097,7.92126015,0.62751079,0.33938314,0.00144287,2.50162559,0.09970498,1.95161069,2.63671253,1.54008063
-5.85592796,7.77455897,0.63228361,0.33794151,0.00147756,2.39567064,0.10303757,1.98405207,2.54370465,1.44826656
-5.84992496,7.63801737,0.63881576,0.33773482,0.00151498,2.29363305,0.10664964,2.01786517,2.45607487,1.35932055
-5.84392196,7.51261596,0.64721602,0.33874185,0.00155407,2.19653858,0.11049315,2.05254437,2.37464704,1.27413448
-5.83791896,7.39887904,0.65758465,0.34091595,0.00159378,2.10517739,0.11451285,2.08758365,2.29999127,1.19341970
-5.83191596,7.29691662,0.67001409,0.34418926,0.00163305,2.02010448,0.11864812,2.12249932,2.23243092,1.11770488
-5.82591296,7.20648220,0.68458963,0.34847750,0.00167088,1.94164954,0.12283499,2.15685129,2.17205907,1.04734108
-5.81990995,7.12704190,0.70138960,0.35368514,0.00170633,1.86993502,0.12700829,2.19026175,2.11876280,0.98251293
-5.81390695,7.05784940,0.72048493,0.35971057,0.00173856,1.80490044,0.13110381,2.22243016,2.07225326,0.92325488
-5.80790395,6.99802153,0.74193787,0.36645100,0.00176687,1.74633126,0.13506034,2.25314347,2.03209953,0.86947116
-5.80190095,6.94660928,0.76579958,0.37380680,0.00179068,1.69389009,0.13882151,2.28228109,1.99776383,0.82095811
-5.79589795,6.90265957,0.79210662,0.38168495,0.00180960,1.64714827,0.14233736,2.30981385,1.96863611,0.77742743
-5.78989495,6.86526419,0.82087619,0.39000144,0.00182341,1.60561618,0.14556549,2.33579724,1.94406614,0.73852918
-5.78389195,6.83359319,0.85210016,0.39868257,0.00183208,1.56877052,0.14847182,2.36035878,1.92339151,0.70387346
-5.77788894,6.80691154,0.88573833,0.40766492,0.00183572,1.53607755,0.15103089,2.38368047,1.90596042,0.67304983
-5.77188594,6.78457908,0.92171088,0.41689416,0.00183463,1.50701148,0.15322569,2.40597706,1.89114870,0.64564385
-5.76588294,6.76603498,0.95989078,0.42632281,0.00182922,1.48106769,0.15504711,2.42747146,1.87837084,0.62125045
-5.75987994,6.75076954,1.00009643,0.43590712,0.00182005,1.45777079,0.15649298,2.44836874,1.86708529,0.59948394
-5.75387694,6.73828665,1.04208522,0.44560328,0.00180775,1.43667807,0.15756686,2.46883035,1.85679487,0.57998479
-5.74787394,6.72806113,1.08554870,0.45536343,0.00179299,1.41737908,0.15827668,2.48895015,1.84704321,0.56242353
-5.74187094,6.71949566,1.13010970,0.46513165,0.00177649,1.39949232,0.15863324,2.50873398,1.83740857,0.54650210
-5.73586793,6.71188184,1.17532219,0.47484037,0.00175894,1.38266014,0.15864882,2.52808402,1.82749633,0.53195334
-5.72986493,6.70436953,1.22067418,0.48440749,0.00174100,1.36654308,0.15833586,2.54678928,1.81693166,0.51853916
-5.72386193,6.69594830,1.26559389,0.49373447,0.00172328,1.35081470,0.15770593,2.56452296,1.80535345,0.50604797
-5.71785893,6.68544354,1.30945947,0.50270568,0.00170632,1.33515794,0.15676900,2.58084725,1.79241067,0.49429192
-5.71185593,6.67152884,1.35161203,0.51118900,0.00169056,1.31926354,0.15553302,2.59522550,1.77776198,0.48310443
-5.70585293,6.65275519,1.39137170,0.51903800,0.00167637,1.30283136,0.15400393,2.60704136,1.76107879,0.47233840
-5.69984992,6.62759602,1.42805647,0.52609525,0.00166406,1.28557434,0.15218599,2.61562422,1.74205210,0.46186528
-5.69384692,6.59450611,1.46100287,0.53219707,0.00165385,1.26722545,0.15008248,2.62027960,1.72040264,0.45157515
-5.68784392,6.55199149,1.48958790,0.53717923,0.00164596,1.24754689,0.14769662,2.62032313,1.69589383,0.44137769
-5.68184092,6.49868639,1.51325132,0.54088334,0.00164057,1.22634113,0.14503277,2.61511641,1.66834657,0.43120411
-5.67583792,6.43343283,1.53151729,0.54316384,0.00163790,1.20346293,0.14209762,2.60410302,1.63765496,0.42100957
-5.66983492,6.35535847,1.54401440,0.54389490,0.00163822,1.17883147,0.13890153,2.58684270,1.60380154,0.41077598
-5.66383192,6.26394782,1.55049332,0.54297718,0.00164188,1.15244153,0.13545962,2.56304221,1.56687113,0.40051478
-5.65782891,6.15910267,1.55084108,0.54034390,0.00164937,1.12437300,0.13179285,2.53258117,1.52706192,0.39026937
-5.65182591,6.04118811,1.54509141,0.53596595,0.00166129,1.09479761,0.12792867,2.49553155,1.48469293,0.38011681
-5.64582291,5.91106094,1.53343057,0.52985587,0.00167841,1.06398250,0.12390147,2.45217001,1.44020700,0.37016866
-5.63981991,5.77007865,1.51619832,0.52207036,0.00170166,1.03228979,0.11975263,2.40298219,1.39416894,0.36057055
-5.63381691,5.62008777,1.49388382,0.51271123,0.00173215,1.00017226,0.11553016,2.34865887,1.34725835,0.35150040
-5.62781391,5.46339170,1.46711668,0.50192479,0.00177111,0.96816473,0.11128794,2.29008401,1.30025743,0.34316530
-5.62181091,5.30269892,1.43665315,0.48989959,0.00181991,0.93687157,0.10708468,2.22831511,1.25403390,0.33579691
-5.61580790,5.14105356,1.40335810,0.47686266,0.00187998,0.90695075,0.10298242,2.16455664,1.20951980,0.32964558
-5.60980490,4.98175101,1.36818322,0.46307444,0.00195281,0.87909481,0.09904492,2.10012758,1.16768687,0.32497332
-5.60380190,4.82824190,1.33214217,0.44882247,0.00203985,0.85400980,0.09533570,2.03642435,1.12951947,0.32204583
-5.59779890,4.68402831,1.29628355,0.43441419,0.00214248,0.83239280,0.09191610,1.97488044,1.09598631,0.32112395
-5.59179590,4.55255621,1.26166248,0.42016920,0.00226188,0.81490912,0.08884320,1.91692426,1.06801181,0.32245471
-5.58579290,4.43710833,1.22931178,0.40641101,0.00239904,0.80216997,0.08616790,1.86393686,1.04644850,0.32626246
-5.57978989,4.34070147,1.20021360,0.39345886,0.00255464,0.79471166,0.08393305,1.81721081,1.03205135,0.33274035
-5.57378689,4.26599207,1.17527239,0.38161973,0.00272897,0.79297692,0.08217189,1.77791177,1.02545503,0.34204239
-5.56778389,4.21519330,1.15529018,0.37118075,0.00292192,0.79729936,0.08090672,1.74704412,1.02715491,0.35427664
-5.56178089,4.19000656,1.14094468,0.36240241,0.00313290,0.80789138,0.08014794,1.72542153,1.03749233,0.36949950
-5.55577789,4.19156954,1.13277106,0.35551253,0.00336083,0.82483605,0.07989353,1.71364360,1.05664466,0.38771145
-5.54977489,4.22042223,1.13114781,0.35070125,0.00360409,0.84808325,0.08012886,1.71207911,1.08462035,0.40885444
-5.54377189,4.27649180,1.13628713,0.34811713,0.00386059,0.87744999,0.08082707,1.72085628,1.12125891,0.43281088
-5.53776888,4.35909617,1.14823003,0.34786428,0.00412773,0.91262501,0.08194972,1.73986030,1.16623564,0.45940433
-5.53176588,4.46696578,1.16684623,0.35000065,0.00440249,0.95317711,0.08344804,1.76873792,1.21907089,0.48840185
-5.52576288,4.59828201,1.19183883,0.35453733,0.00468145,0.99856710,0.08526436,1.80690880,1.27914314,0.51951789
-5.51975988,4.75073068,1.22275350,0.36143885,0.00496092,1.04816254,0.08733397,1.85358306,1.34570541,0.55241962
-5.51375688,4.92156790,1.25899178,0.37062440,0.00523698,1.10125491,0.08958726,1.90778427,1.41790422,0.58673338
-5.50775388,5.10769602,1.29982814,0.38196979,0.00550564,1.15707831,0.09195187,1.96837700,1.49480041,0.62205225
-5.50175088,5.30574643,1.34443005,0.39531012,0.00576289,1.21482906,0.09435513,2.03409780,1.57539096,0.65794427
-5.49574787,5.51216658,1.39188060,0.41044307,0.00600486,1.27368562,0.09672633,2.10358877,1.65863112,0.69396123
-5.48974487,5.72330807,1.44120276,0.42713270,0.00622789,1.33282783,0.09899901,2.17543233,1.74345619,0.72964769
-5.48374187,5.93551331,1.49138473,0.44511367,0.00642867,1.39145528,0.10111299,2.24818640,1.82880229,0.76455011
-5.47773887,6.14519819,1.54140550,0.46409584,0.00660427,1.44880395,0.10301623,2.32041880,1.91362563,0.79822571
-5.47173587,6.34892874,1.59025999,0.48376932,0.00675229,1.50416093,0.10466632,2.39074011,1.99692002,0.83025105
-5.46573287,6.54349010,1.63698308,0.50380971,0.00687086,1.55687685,0.10603164,2.45783410,2.07773219,0.86023009
-5.45972986,6.72594656,1.68067192,0.52388375,0.00695867,1.60637579,0.10709207,2.52048518,2.15517501,0.88780163
-5.45372686,6.89369191,1.72050602,0.54365515,0.00701506,1.65216286,0.10783938,2.57760234,2.22843842,0.91264596
-5.44772386,7.04448968,1.75576462,0.56279068,0.00703993,1.69382919,0.10827711,2.62823928,2.29679833,0.93449078
-5.44172086,7.17650323,1.78584108,0.58096640,0.00703378,1.73105474,0.10842014,2.67161039,2.35962363,0.95311620
-5.43571786,7.28831601,1.81025399,0.59787392,0.00699764,1.76360916,0.10829384,2.70710262,2.41638148,0.96835883
-5.42971486,7.37894235,1.82865480,0.61322664,0.00693305,1.79135076,0.10793295,2.73428311,2.46664135,0.98011494
-5.42371186,7.44782967,1.84083199,0.62676576,0.00684194,1.81422422,0.10738023,2.75290269,2.51007782,0.98834263
-5.41770885,7.49485249,1.84671174,0.63826589,0.00672664,1.83225721,0.10668480,2.76289534,2.54647275,0.99306298
-5.41170585,7.52029938,1.84635515,0.64754017,0.00658973,1.84555616,0.10590054,2.76437382,2.57571670,0.99436022
-5.40570285,7.52485325,1.83995223,0.65444456,0.00643399,1.85430174,0.10508422,2.75762153,2.59781010,0.99238079
-5.39969985,7.50956597,1.82781289,0.65888129,0.00626232,1.85874392,0.10429382,2.74308098,2.61286402,0.98733145
-5.39369685,7.47582773,1.81035511,0.66080108,0.00607770,1.85919716,0.10358674,2.72133904,2.62110073,0.97947635
-5.38769385,7.42533197,1.78809072,0.66020426,0.00588305,1.85603554,0.10301819,2.69310919,2.62285400,0.96913309
-5.38169085,7.36003626,1.76160909,0.65714044,0.00568122,1.84968814,0.10263969,2.65921122,2.61856894,0.95666787
-5.37568784,7.28211985,1.73155923,0.65170692,0.00547495,1.84063445,0.10249774,2.62054873,2.60880132,0.94248982
-5.36968484,7.19393836,1.69863068,0.64404562,0.00526676,1.82939987,0.10263260,2.57808479,2.59421606,0.92704463
-5.36368184,7.09797637,1.66353367,0.63433888,0.00505899,1.81655123,0.10307734,2.53281644,2.57558474,0.91080750
-5.35767884,6.99679855,1.62697915,0.62280394,0.00485374,1.80269207,0.10385708,2.48574852,2.55378163,0.89427566
-5.35167584,6.89300008,1.58965921,0.60968666,0.00465285,1.78845760,0.10498833,2.43786747,2.52977826,0.87796070
-5.34567284,6.78915738,1.55222826,0.59525443,0.00445791,1.77450913,0.10647866,2.39011593,2.50463583,0.86238056
-5.33966983,6.68777987,1.51528586,0.57978863,0.00427027,1.76152793,0.10832652,2.34336881,2.47949560,0.84805171
-5.33366683,6.59126396,1.47936129,0.56357702,0.00409103,1.75020808,0.11052123,2.29841154,2.45556664,0.83548138
-5.32766383,6.50185003,1.44490073,0.54690622,0.00392105,1.74124852,0.11304324,2.25592144,2.43411099,0.82516001
-5.32166083,6.42158348,1.41225717,0.53005467,0.00376100,1.73534396,0.11586456,2.21645260,2.41642594,0.81755407
-5.31565783,6.35228060,1.38168362,0.51328629,0.00361138,1.73317463,0.11894944,2.18042513,2.40382342,0.81309915
-5.30965483,6.29550001,1.35332972,0.49684500,0.00347253,1.73539499,0.12225522,2.14811900,2.39760645,0.81219346
-5.30365183,6.25252012,1.32724201,0.48095038,0.00334469,1.74262119,0.12573341,2.11967292,2.39904284,0.81519159
-5.29764882,6.22432290,1.30336771,0.46579455,0.00322800,1.75541763,0.12933099,2.09508820,2.40933629,0.82239855
-5.29164582,6.21158407,1.28156212,0.45154023,0.00312256,1.77428258,0.13299180,2.07423753,2.42959528,0.83406399
-5.28564282,6.21466954,1.26159914,0.43832012,0.00302844,1.79963324,0.13665818,2.05687839,2.46080030,0.85037658
-5.27963982,6.23363753,1.24318470,0.42623739,0.00294572,1.83179036,0.14027260,2.04267037,2.50377004,0.87145848
-5.27363682,6.26824606,1.22597244,0.41536725,0.00287452,1.87096303,0.14377943,2.03119580,2.55912746,0.89735998
-5.26763382,6.31796486,1.20958108,0.40575942,0.00281501,1.91723392,0.14712664,2.02198262,2.62726668,0.92805426
-5.26163082,6.38199107,1.19361273,0.39744121,0.00276739,1.97054560,0.15026743,2.01452861,2.70832200,0.96343255
-5.25562781,6.45926785,1.17767140,0.39042117,0.00273197,2.03068855,0.15316171,2.00832573,2.80214031,1.00329977
-5.24962481,6.54850533,1.16138081,0.38469276,0.00270911,2.09729154,0.15577739,2.00288340,2.90825842,1.04737100
-5.24362181,6.64820317,1.14440093,0.38023821,0.00269925,2.16981507,0.15809131,1.99774990,3.02588670,1.09526912
-5.23761881,6.75667448,1.12644228,0.37703201,0.00270286,2.24754871,0.16008989,1.99253053,3.15390081,1.14652402
-5.23161581,6.87207087,1.10727767,0.37504394,0.00272047,2.32961285,0.16176937,1.98690200,3.29084260,1.20057374
-5.22561281,6.99240862,1.08675058,0.37424161,0.00275262,2.41496572,0.16313563,1.98062238,3.43493174,1.25676808
-5.21960980,7.11559630,1.06478021,0.37459218,0.00279980,2.50241604,0.16420361,1.97353614,3.58408882,1.31437495
-5.21360680,7.23946403,1.04136268,0.37606340,0.00286249,2.59064164,0.16499634,1.96557428,3.73597062,1.37258978
-5.20760380,7.36179494,1.01656879,0.37862371,0.00294107,2.67821426,0.16554357,1.95674964,3.88801752,1.43054818
-5.20160080,7.48035917,0.99053825,0.38224177,0.00303578,2.76363026,0.16588012,1.94714794,4.03751264,1.48734194
-5.19559780,7.59295060,0.96347100,0.38688510,0.00314672,2.84534680,0.16604402,1.93691498,4.18165160,1.54203803
-5.18959480,7.69742649,0.93561596,0.39251833,0.00327378,2.92182271,0.16607452,1.92624111,4.31762110,1.59370052
-5.18359180,7.79174972,0.90725804,0.39910092,0.00341659,2.99156288,0.16601002,1.91534365,4.44268405,1.64141460
-5.17758879,7.87403310,0.87870402,0.40658472,0.00357456,3.05316476,0.16588613,1.90444864,4.55426825,1.68431213
-5.17158579,7.94258475,0.85026802,0.41491152,0.00374676,3.10536533,0.16573387,1.89377273,4.65005536,1.72159781
-5.16558279,7.99595334,0.82225745,0.42401068,0.00393199,3.14708658,0.16557817,1.88350644,4.72806644,1.75257484
-5.15957979,8.03297152,0.79495998,0.43379721,0.00412869,3.17747757,0.16543666,1.87379959,4.78674021,1.77666905
-5.15357679,8.05279576,0.76863226,0.44417033,0.00433501,3.19595117,0.16531895,1.86474976,4.82500059,1.79345038
-5.14757379,8.05494057,0.74349079,0.45501276,0.00454878,3.20221347,0.16522631,1.85639442,4.84230973,1.80265056
-5.14157079,8.03930522,0.71970528,0.46619072,0.00476753,3.19628440,0.16515179,1.84870688,4.83870397,1.80417624
-5.13556778,8.00619108,0.69739479,0.47755484,0.00498853,3.17850817,0.16508090,1.84159649,4.81481027,1.79811651
-5.12956478,7.95630813,0.67662662,0.48894191,0.00520885,3.14955271,0.16499256,1.83491272,4.77184179,1.78474455
-5.12356178,7.89076934,0.65741773,0.50017749,0.00542538,3.11039761,0.16486055,1.82845291,4.71157219,1.76451297
-5.11755878,7.81107246,0.63973869,0.51107925,0.00563490,3.06231088,0.16465515,1.82197311,4.63628910,1.73804292
-5.11155578,7.71906893,0.62351947,0.52146096,0.00583418,3.00681499,0.16434499,1.81520127,4.54872831,1.70610727
-5.10555278,7.61692053,0.60865688,0.53113700,0.00602002,2.94564348,0.16389903,1.80785199,4.45199109,1.66960843
-5.09954977,7.50704479,0.59502300,0.53992709,0.00618932,2.88068968,0.16328839,1.79964187,4.34944794,1.62955176
-5.09354677,7.39205071,0.58247404,0.54766120,0.00633919,2.81394958,0.16248819,1.79030463,4.24463240,1.58701539
-5.08754377,7.27466696,0.57085919,0.55418427,0.00646701,2.74746100,0.16147905,1.77960493,4.14112953,1.54311790
-5.08154077,7.15766501,0.56002891,0.55936062,0.00657049,2.68324149,0.16024828,1.76735031,4.04246315,1.49898492
-5.07553777,7.04377971,0.54984221,0.56307785,0.00664773,2.62322745,0.15879071,1.75340045,3.95198663,1.45571601
-5.06953477,6.93563037,0.54017270,0.56525006,0.00669728,2.56921656,0.15710906,1.73767326,3.87278117,1.41435314
-5.06353177,6.83564501,0.53091295,0.56582019,0.00671820,2.52281592,0.15521386,1.72014769,3.80756559,1.37585169
-5.05752876,6.74599058,0.52197730,0.56476149,0.00671002,2.48539742,0.15312293,1.70086289,3.75862043,1.34105510
-5.05152576,6.66851154,0.51330291,0.56207808,0.00667281,2.45806208,0.15086042,1.67991424,3.72772914,1.31067399
-5.04552276,6.60467899,0.50484925,0.55780449,0.00660713,2.44161412,0.14845551,1.65744629,3.71613766,1.28527008
-5.03951976,6.55555208,0.49659613,0.55200442,0.00651404,2.43654543,0.14594088,1.63364337,3.72453326,1.26524547
-5.03351676,6.52175310,0.48854065,0.54476865,0.00639502,2.44303068,0.14335093,1.60871853,3.75304250,1.25083735
-5.02751376,6.50345672,0.48069328,0.53621243,0.00625197,2.46093253,0.14072001,1.58290153,3.80124740,1.24211789
-5.02151076,6.50039410,0.47307351,0.52647235,0.00608712,2.48981646,0.13808061,1.55642681,3.86821822,1.23899925
-5.01550775,6.51187109,0.46570534,0.51570302,0.00590293,2.52897406,0.13546181,1.52952227,3.95256076,1.24124303
-5.00950475,6.53680026,0.45861304,0.50407371,0.00570211,2.57745356,0.13288790,1.50239964,4.05247543,1.24847378
-5.00350175,6.57374509,0.45181745,0.49176507,0.00548742,2.63409610,0.13037734,1.47524710,4.16582529,1.26019576
-4.99749875,6.62097493,0.44533308,0.47896628,0.00526172,2.69757608,0.12794221,1.44822469,4.29021005,1.27581225
-4.99149575,6.67652852,0.43916616,0.46587257,0.00502781,2.76644406,0.12558797,1.42146273,4.42304279,1.29464673
-4.98549275,6.73828392,0.43331376,0.45268332,0.00478841,2.83917052,0.12331375,1.39506356,4.56162674,1.31596503
-4.97948974,6.80403206,0.42776408,0.43960075,0.00454610,2.91418902,0.12111305,1.36910616,4.70322934,1.33899787
-4.97348674,6.87155151,0.42249768,0.42682922,0.00430327,2.98993728,0.11897478,1.34365363,4.84515124,1.36296296
-4.96748374,6.93868168,0.41748968,0.41457500,0.00406210,3.06489520,0.11688465,1.31876273,4.98478851,1.38708622
-4.96148074,7.00339177,0.41271267,0.40304649,0.00382452,3.13761868,0.11482676,1.29449490,5.11968653,1.41062142
-4.95547774,7.06384335,0.40814001,0.39245471,0.00359225,3.20676870,0.11278529,1.27092792,5.24758461,1.43286788
-4.94947474,7.11844420,0.40374945,0.38301376,0.00336672,3.27113504,0.11074622,1.24816729,5.36645108,1.45318590
-4.94347174,7.16589175,0.39952657,0.37494126,0.00314917,3.32965456,0.10869893,1.22635641,5.47450861,1.47100958
-4.93746873,7.20520488,0.39546789,0.36845832,0.00294060,3.38142406,0.10663757,1.20568479,5.57025044,1.48585698
-4.93146573,7.23574317,0.39158341,0.36378897,0.00274182,3.42570789,0.10456215,1.18639342,5.65244800,1.49733740
-4.92546273,7.25721334,0.38789831,0.36115885,0.00255347,3.46194078,0.10247926,1.16877687,5.72015130,1.50515604
-4.91945973,7.26966306,0.38445365,0.36079299,0.00237605,3.48972638,0.10040236,1.15318153,5.77268294,1.50911582
-4.91345673,7.27346300,0.38130618,0.36291254,0.00220994,3.50883233,0.09835164,1.14000003,5.80962736,1.50911686
-4.90745373,7.26927808,0.37852688,0.36773057,0.00205542,3.51918236,0.09635345,1.12966173,5.83081655,1.50515354
-4.90145073,7.25802979,0.37619861,0.37544681,0.00191270,3.52084634,0.09443933,1.12261963,5.83631353,1.49730973
-4.89544772,7.24085134,0.37441287,0.38624149,0.00178192,3.51402886,0.09264469,1.11933432,5.82639474,1.48575218
-4.88944472,7.21903784,0.37326570,0.40026853,0.00166318,3.49905716,0.09100730,1.12025549,5.80153246,1.47072264
-4.88344172,7.19399388,0.37285319,0.41764823,0.00155651,3.47636876,0.08956548,1.12580205,5.76237787,1.45252899
-4.87743872,7.16718058,0.37326661,0.43845979,0.00146193,3.44649945,0.08835640,1.13634173,5.70974538,1.43153560
-4.87143572,7.14006460,0.37458754,0.46273401,0.00137939,3.41007190,0.08741429,1.15217123,5.64459846,1.40815335
-4.86543272,7.11407078,0.37688329,0.49044653,0.00130882,3.36778492,0.08676889,1.17349789,5.56803692,1.38282961
-4.85942971,7.09054025,0.38020271,0.52151197,0.00125007,3.32040373,0.08644407,1.20042394,5.48128548,1.35603822
-4.85342671,7.07069525,0.38457281,0.55577932,0.00120296,3.26875077,0.08645688,1.23293409,5.38568301,1.32826995
-4.84742371,7.05561139,0.38999613,0.59302901,0.00116721,3.21369714,0.08681684,1.27088714,5.28267188,1.30002331
-4.84142071,7.04619789,0.39644923,0.63297175,0.00114251,3.15615413,0.08752577,1.31401220,5.17378665,1.27179592
-4.83541771,7.04318546,0.40388216,0.67524956,0.00112844,3.09706450,0.08857798,1.36190969,5.06064112,1.24407648
-4.82941471,7.04712146,0.41221904,0.71943898,0.00112452,3.03739312,0.08996083,1.41405719,4.94491303,1.21733724
-4.82341171,7.05837117,0.42135965,0.76505656,0.00113019,2.97811643,0.09165570,1.46981995,4.82832544,1.19202694
-4.81740870,7.07712405,0.43118194,0.81156650,0.00114480,2.92021034,0.09363925,1.52846556,4.71262434,1.16856425
-4.81140570,7.10340334,0.44154525,0.85839044,0.00116761,2.86463629,0.09588482,1.58918227,4.59955199,1.14733138
-4.80540270,7.13707750,0.45229420,0.90491891,0.00119784,2.81232519,0.09836397,1.65109999,4.49081572,1.12866802
-4.79939970,7.17787181,0.46326288,0.95052427,0.00123458,2.76415927,0.10104805,1.71331325,4.38805264,1.11286538
-4.79339670,7.22537884,0.47427920,0.99457470,0.00127691,2.72095196,0.10390958,1.77490487,4.29279059,1.10016043
-4.78739370,7.27906646,0.48516923,1.03644864,0.00132381,2.68342616,0.10692346,1.83496965,4.20640641,1.09073019
-4.78139070,7.33828275,0.49576128,1.07554931,0.00137422,2.65219158,0.11006794,1.89263675,4.13008289,1.08468639
-4.77538769,7.40225749,0.50588965,1.11131876,0.00142704,2.62772173,0.11332507,1.94709017,4.06476595,1.08207048
-4.76938469,7.47010022,0.51539782,1.14325081,0.00148112,2.61033188,0.11668090,1.99758644,4.01112423,1.08284919
-4.76338169,7.54079582,0.52414114,1.17090264,0.00153532,2.60015873,0.12012514,2.04346886,3.96951299,1.08691116
-4.75737869,7.61319846,0.53198901,1.19390435,0.00158845,2.59714342,0.12365045,2.08417816,3.93994487,1.09406456
-4.75137569,7.68602570,0.53882649,1.21196646,0.00163937,2.60101874,0.12725130,2.11925914,3.92206932,1.10403645
-4.74537269,7.75785434,0.54455546,1.22488484,0.00168694,2.61130203,0.13092261,2.14836357,3.91516306,1.11647389
-4.73936968,7.82712019,0.54909559,1.23254314,0.00173007,2.62729460,0.13465806,2.17124955,3.91813285,1.13094728
-4.73336668,7.89212357,0.55238497,1.23491267,0.00176774,2.64808862,0.13844835,2.18777768,3.92953195,1.14695611
-4.72736368,7.95104236,0.55438091,1.23204978,0.00179899,2.67258191,0.14227948,2.19790494,3.94759068,1.16393731
-4.72136068,8.00195410,0.55506066,1.22409107,0.00182298,2.69950085,0.14613118,2.20167670,3.97026095,1.18127618
-4.71535768,8.04286793,0.55442257,1.21124667,0.00183898,2.72743112,0.14997552,2.19921788,3.99527389,1.19831985
-4.70935468,8.07176692,0.55248746,1.19379195,0.00184642,2.75485564,0.15377606,2.19072390,4.02020893,1.21439298
-4.70335168,8.08666010,0.54930043,1.17205817,0.00184486,2.78019854,0.15748731,2.17645228,4.04257194,1.22881544
-4.69734867,8.08564343,0.54493306,1.14642249,0.00183404,2.80187384,0.16105490,2.15671548,4.05987969,1.24092129
-4.69134567,8.06696744,0.53948592,1.11729782,0.00181387,2.81833683,0.16441620,2.13187535,4.06974696,1.25007847
-4.68534267,8.02910944,0.53309131,1.08512287,0.00178443,2.82813632,0.16750159,2.10233977,4.06997293,1.25570854
-4.67933967,7.97084678,0.52591595,1.05035284,0.00174600,2.82996548,0.17023631,2.06856118,4.05862283,1.25730560
-4.67333667,7.89132795,0.51816363,1.01345107,0.00169901,2.82270902,0.17254272,2.03103719,4.03410136,1.25445357
-4.66733367,7.79013769,0.51007722,0.97488169,0.00164406,2.80548477,0.17434301,1.99031271,3.99521446,1.24684114
-4.66133067,7.66735230,0.50194009,0.93510367,0.00158191,2.77767754,0.17556213,1.94698312,3.94121664,1.23427362
-4.65532766,7.52358177,0.49407636,0.89456590,0.00151341,2.73896392,0.17613084,1.90169771,3.87184179,1.21668107
-4.64932466,7.35999545,0.48684992,0.85370363,0.00143956,2.68932670,0.17598868,1.85516259,3.78731598,1.19412237
-4.64332166,7.17832891,0.48066179,0.81293573,0.00136139,2.62905824,0.17508681,1.80814217,3.68835189,1.16678493
