energy_ev,total_up,In_p_up,In_d_up,Nb_p_up,Nb_d_up,Te_p_up,Te_d_up
-6.00000000,0.92983123,0.05515865,0.00261332,1.05480055,0.18967344,0.27143289,0.00000000
-5.99399700,0.98922305,0.06223003,0.00268097,1.12066172,0.20092672,0.30378933,0.00000000
-5.98799400,1.05520465,0.06978153,0.00276659,1.19341437,0.21371077,0.33855318,0.00000000
-5.98199100,1.12795129,0.07778127,0.00287221,1.27311541,0.22812509,0.37561321,0.00000000
-5.97598799,1.20749158,0.08618832,0.00299946,1.35963689,0.24424347,0.41481540,0.00000000
-5.96998499,1.29370039,0.09495342,0.00314948,1.45265948,0.26211111,0.45596543,0.00000000
-5.96398199,1.38629756,0.10401983,0.00332288,1.55167350,0.28174270,0.49883298,0.00000000
-5.95797899,1.48485240,0.11332469,0.00351970,1.65598756,0.30312124,0.54315762,0.00000000
-5.95197599,1.58879396,0.12280047,0.00373943,1.76474467,0.32619788,0.58865606,0.00000000
-5.94597299,1.69742625,0.13237674,0.00398099,1.87694505,0.35089250,0.63503046,0.00000000
-5.93996998,1.80994790,0.14198198,0.00424277,1.99147476,0.37709501,0.68197726,0.00000000
-5.93396698,1.92547502,0.15154546,0.00452268,2.10713877,0.40466728,0.72919615,0.00000000
-5.92796398,2.04306620,0.16099904,0.00481821,2.22269680,0.43344553,0.77639867,0.00000000
-5.92196098,2.16174830,0.17027879,0.00512649,2.33690048,0.46324305,0.82331586,0.00000000
-5.91595798,2.28054178,0.17932643,0.00544441,2.44852962,0.49385309,0.86970458,0.00000000
-5.90995498,2.39848428,0.18809038,0.00576868,2.55642622,0.52505190,0.91535206,0.00000000
-5.90395198,2.51465139,0.19652651,0.00609591,2.65952430,0.55660166,0.96007846,0.00000000
-5.89794897,2.62817364,0.20459840,0.00642273,2.75687437,0.58825340,1.00373732,0.00000000
-5.89194597,2.73824922,0.21227733,0.00674587,2.84766141,0.61974986,1.04621378,0.00000000
-5.88594297,2.84415206,0.21954181,0.00706220,2.93121583,0.65082816,1.08742095,0.00000000
-5.87993997,2.94523530,0.22637677,0.00736881,3.00701706,0.68122262,1.12729450,0.00000000
-5.87393697,3.04093050,0.23277261,0.00766306,3.07469023,0.71066747,1.16578618,0.00000000
-5.86793397,3.13074334,0.23872396,0.00794257,3.13399652,0.73889985,1.20285653,0.00000000
-5.86193097,3.21424661,0.24422847,0.00820529,3.18481835,0.76566303,1.23846764,0.00000000
-5.85592796,3.29107158,0.24928561,0.00844942,3.22714069,0.79071000,1.27257637,0.00000000
-5.84992496,3.36089901,0.25389562,0.00867345,3.26103021,0.81380745,1.30512879,0.00000000
-5.84392196,3.42345088,0.25805868,0.00887612,3.28661388,0.83474032,1.33605628,0.00000000
-5.83791896,3.47848390,0.26177443,0.00905637,3.30405866,0.85331668,1.36527364,0.00000000
-5.83191596,3.52578580,0.26504177,0.00921330,3.31355384,0.86937304,1.39267966,0.00000000
-5.82591296,3.56517480,0.26785907,0.00934616,3.31529709,0.88277987,1.41816002,0.00000000
-5.81990995,3.59650281,0.27022472,0.00945430,3.30948535,0.89344710,1.44159251,0.00000000
-5.81390695,3.61966203,0.27213799,0.00953715,3.29631073,0.90132942,1.46285437,0.00000000
-5.80790395,3.63459479,0.27360013,0.00959423,3.27596167,0.90643090,1.48183112,0.00000000
-5.80190095,3.64130561,0.27461561,0.00962510,3.24862881,0.90880883,1.49842642,0.00000000
-5.79589795,3.63987466,0.27519340,0.00962942,3.21451476,0.90857616,1.51257219,0.00000000
-5.78989495,3.63047120,0.27534822,0.00960698,3.17384672,0.90590243,1.52423821,0.00000000
-5.78389195,3.61336560,0.27510148,0.00955768,3.12689039,0.90101275,1.53344044,0.00000000
-5.77788894,3.58893866,0.27448205,0.00948162,3.07396381,0.89418467,1.54024730,0.00000000
-5.77188594,3.55768672,0.27352648,0.00937913,3.01544954,0.88574278,1.54478329,0.00000000
-5.76588294,3.52022163,0.27227888,0.00925078,2.95180370,0.87605100,1.54722927,0.00000000
-5.75987994,3.47726453,0.27079013,0.00909746,2.88356085,0.86550272,1.54781937,0.00000000
-5.75387694,3.42963320,0.26911663,0.00892038,2.81133372,0.85450893,1.54683413,0.00000000
-5.74787394,3.37822282,0.26731851,0.00872109,2.73580725,0.84348470,1.54459009,0.00000000
-5.74187094,3.32398063,0.26545737,0.00850146,2.65772712,0.83283456,1.54142622,0.00000000
-5.73586793,3.26787551,0.26359365,0.00826370,2.57788287,0.82293729,1.53768774,0.00000000
-5.72986493,3.21086355,0.26178375,0.00801029,2.49708665,0.81413081,1.53370809,0.00000000
-5.72386193,3.15385168,0.26007706,0.00774395,2.41614864,0.80669785,1.52979003,0.00000000
-5.71785893,3.09766095,0.25851309,0.00746757,2.33585052,0.80085320,1.52618702,0.00000000
-5.71185593,3.04299194,0.25711881,0.00718415,2.25691882,0.79673306,1.52308587,0.00000000
-5.70585293,2.99039407,0.25590647,0.00689673,2.17999961,0.79438742,1.52059193,0.00000000
-5.69984992,2.94024112,0.25487193,0.00660831,2.10563633,0.79377561,1.51871782,0.00000000
-5.69384692,2.89271457,0.25399377,0.00632175,2.03425216,0.79476579,1.51737650,0.00000000
-5.68784392,2.84779609,0.25323328,0.00603977,1.96613820,0.79713829,1.51637953,0.00000000
-5.68184092,2.80527014,0.25253521,0.00576486,1.90144820,0.80059298,1.51544080,0.00000000
-5.67583792,2.76473697,0.25182952,0.00549926,1.84020049,0.80476042,1.51418588,0.00000000
-5.66983492,2.72563559,0.25103401,0.00524492,1.78228694,0.80921647,1.51216678,0.00000000
-5.66383192,2.68727602,0.25005763,0.00500356,1.72748854,0.81349967,1.50888145,0.00000000
-5.65782891,2.64887912,0.24880457,0.00477663,1.67549689,0.81713081,1.50379736,0.00000000
-5.65182591,2.60962215,0.24717869,0.00456536,1.62594011,0.81963364,1.49637783,0.00000000
-5.64582291,2.56868763,0.24508832,0.00437081,1.57841194,0.82055592,1.48610985,0.00000000
-5.63981991,2.52531301,0.24245100,0.00419395,1.53250211,0.81948973,1.47253194,0.00000000
-5.63381691,2.47883826,0.23919805,0.00403565,1.48782634,0.81609007,1.45526058,0.00000000
-5.62781391,2.42874897,0.23527875,0.00389679,1.44405409,0.81009095,1.43401356,0.00000000
-5.62181091,2.37471245,0.23066386,0.00377827,1.40093257,0.80131803,1.40862923,0.00000000
-5.61580790,2.31660488,0.22534826,0.00368106,1.35830555,0.78969743,1.37908030,0.00000000
-5.60980490,2.25452799,0.21935278,0.00360622,1.31612587,0.77526003,1.34548153,0.00000000
-5.60380190,2.18881435,0.21272493,0.00355489,1.27446110,0.75814138,1.30809078,0.00000000
-5.59779890,2.12002105,0.20553857,0.00352827,1.23349187,0.73857698,1.26730340,0.00000000
-5.59179590,2.04891204,0.19789266,0.00352756,1.19350324,0.71689348,1.22364005,0.00000000
-5.58579290,1.97643017,0.18990892,0.00355393,1.15486944,0.69349602,1.17772888,0.00000000
-5.57978989,1.90366040,0.18172878,0.00360843,1.11803312,0.66885255,1.13028261,0.00000000
-5.57378689,1.83178619,0.17350960,0.00369188,1.08348004,0.64347588,1.08207201,0.00000000
-5.56778389,1.76204125,0.16542031,0.00380479,1.05171100,0.61790417,1.03389697,0.00000000
-5.56178089,1.69565914,0.15763685,0.00394727,1.02321218,0.59268106,0.98655655,0.00000000
-5.55577789,1.63382313,0.15033728,0.00411888,0.99842592,0.56833600,0.94081958,0.00000000
-5.54977489,1.57761872,0.14369701,0.00431860,0.97772315,0.54536591,0.89739708,0.00000000
-5.54377189,1.52799097,0.13788412,0.00454473,0.96137916,0.52421864,0.85691767,0.00000000
-5.53776888,1.48570821,0.13305492,0.00479484,0.94955386,0.50527899,0.81990714,0.00000000
-5.53176588,1.45133382,0.12934992,0.00506579,0.94227742,0.48885767,0.78677274,0.00000000
-5.52576288,1.42520668,0.12689013,0.00535366,0.93944205,0.47518341,0.75779278,0.00000000
-5.51975988,1.40743091,0.12577389,0.00565388,0.94080020,0.46439848,0.73311169,0.00000000
-5.51375688,1.39787473,0.12607419,0.00596127,0.94596914,0.45655729,0.71274048,0.00000000
-5.50775388,1.39617807,0.12783640,0.00627011,0.95444156,0.45162826,0.69656219,0.00000000
-5.50175088,1.40176807,0.13107655,0.00657436,0.96560165,0.44949822,0.68434188,0.00000000
-5.49574787,1.41388125,0.13578015,0.00686773,0.97874562,0.44997926,0.67574036,0.00000000
-5.48974487,1.43159116,0.14190148,0.00714391,0.99310573,0.45281751,0.67033081,0.00000000
-5.48374187,1.45384001,0.14936343,0.00739677,1.00787656,0.45770317,0.66761747,0.00000000
-5.47773887,1.47947275,0.15805789,0.00762046,1.02224224,0.46428168,0.66705545,0.00000000
-5.47173587,1.50727223,0.16784685,0.00780970,1.03540346,0.47216516,0.66807068,0.00000000
-5.46573287,1.53599414,0.17856401,0.00795986,1.04660305,0.48094411,0.67007943,0.00000000
-5.45972986,1.56440050,0.19001722,0.00806712,1.05514914,0.49019870,0.67250651,0.00000000
-5.45372686,1.59129085,0.20199152,0.00812863,1.06043489,0.49950954,0.67480164,0.00000000
-5.44772386,1.61553035,0.21425307,0.00814252,1.06195438,0.50846771,0.67645364,0.00000000
-5.44172086,1.63607422,0.22655361,0.00810798,1.05931400,0.51668381,0.67700215,0.00000000
-5.43571786,1.65198831,0.23863574,0.00802528,1.05223932,0.52379596,0.67604663,0.00000000
-5.42971486,1.66246560,0.25023870,0.00789570,1.04057742,0.52947673,0.67325283,0.00000000
-5.42371186,1.66683862,0.26110459,0.00772147,1.02429483,0.53343891,0.66835670,0.00000000
-5.41770885,1.66458792,0.27098487,0.00750573,1.00347176,0.53544020,0.66116586,0.00000000
-5.41170585,1.65534682,0.27964691,0.00725232,0.97829285,0.53528673,0.65155913,0.00000000
-5.40570285,1.63890269,0.28688035,0.00696570,0.94903536,0.53283549,0.63948408,0.00000000
-5.39969985,1.61519495,0.29250308,0.00665078,0.91605538,0.52799569,0.62495312,0.00000000
-5.39369685,1.58431017,0.29636648,0.00631278,0.87977276,0.52072901,0.60803841,0.00000000
-5.38769385,1.54647444,0.29835977,0.00595702,0.84065554,0.51104884,0.58886577,0.00000000
-5.38169085,1.50204340,0.29841328,0.00558885,0.79920440,0.49901847,0.56760791,0.00000000
-5.37568784,1.45149011,0.29650038,0.00521344,0.75593779,0.48474828,0.54447731,0.00000000
-5.36968484,1.39539098,0.29263809,0.00483573,0.71137805,0.46839199,0.51971879,0.00000000
-5.36368184,1.33441029,0.28688623,0.00446025,0.66603897,0.45014210,0.49360209,0.00000000
-5.35767884,1.26928336,0.27934514,0.00409114,0.62041502,0.43022451,0.46641453,0.00000000
-5.35167584,1.20079892,0.27015219,0.00373200,0.57497229,0.40889254,0.43845403,0.00000000
-5.34567284,1.12978106,0.25947709,0.00338593,0.53014135,0.38642057,0.41002238,0.00000000
-5.33966983,1.05707115,0.24751628,0.00305547,0.48631182,0.36309734,0.38141912,0.00000000
-5.33366683,0.98351033,0.23448666,0.00274264,0.44382882,0.33921925,0.35293605,0.00000000
-5.32766383,0.90992298,0.22061900,0.00244893,0.40299090,0.31508392,0.32485241,0.00000000
-5.32166083,0.83710175,0.20615116,0.00217535,0.36404959,0.29098403,0.29743091,0.00000000
-5.31565783,0.76579448,0.19132168,0.00192247,0.32721020,0.26720201,0.27091466,0.00000000
-5.30965483,0.69669367,0.17636373,0.00169049,0.29263386,0.24400536,0.24552512,0.00000000
-5.30365183,0.63042861,0.16149989,0.00147924,0.26044059,0.22164317,0.22146095,0.00000000
-5.29764882,0.56756056,0.14693778,0.00128832,0.23071327,0.20034364,0.19889808,0.00000000
-5.29164582,0.50858103,0.13286686,0.00111707,0.20350238,0.18031291,0.17799062,0.00000000
-5.28564282,0.45391327,0.11945628,0.00096469,0.17883135,0.16173503,0.15887294,0.00000000
-5.27963982,0.40391674,0.10685395,0.00083026,0.15670257,0.14477316,0.14166255,0.00000000
-5.27363682,0.35889439,0.09518681,0.00071279,0.13710367,0.12957183,0.12646381,0.00000000
-5.26763382,0.31910237,0.08456202,0.00061129,0.12001421,0.11626019,0.11337239,0.00000000
-5.26163082,0.28476175,0.07506925,0.00052479,0.10541260,0.10495591,0.10248004,0.00000000
-5.25562781,0.25607159,0.06678362,0.00045236,0.09328310,0.09576971,0.09387983,0.00000000
-5.24962481,0.23322284,0.05976928,0.00039317,0.08362274,0.08881005,0.08767130,0.00000000
-5.24362181,0.21641250,0.05408336,0.00034652,0.07644818,0.08418788,0.08396544,0.00000000
