energy_ev,total_up,C_s_up,C_p_up,Sc_p_up,Sc_d_up,Te_p_up,Te_d_up
-6.00000000,1.51172327,0.03156863,0.04100713,0.42826332,0.05432688,1.07582364,0.00000000
-5.99399700,1.53153345,0.03243329,0.04336625,0.44029306,0.05567783,1.08581052,0.00000000
-5.98799400,1.55698435,0.03335671,0.04570176,0.45352310,0.05711730,1.10017857,0.00000000
-5.98199100,1.58743638,0.03432296,0.04798193,0.46773167,0.05861883,1.11850532,0.00000000
-5.97598799,1.62218931,0.03531386,0.05017457,0.48266913,0.06015581,1.14032257,0.00000000
-5.96998499,1.66051914,0.03630957,0.05224779,0.49806676,0.06170293,1.16514305,0.00000000
-5.96398199,1.70171391,0.03728923,0.05417085,0.51364577,0.06323737,1.19248630,0.00000000
-5.95797899,1.74510695,0.03823163,0.05591487,0.52912637,0.06474003,1.22190265,0.00000000
-5.95197599,1.79010625,0.03911586,0.05745356,0.54423657,0.06619647,1.25299438,0.00000000
-5.94597299,1.83621873,0.03992195,0.05876382,0.55872030,0.06759770,1.28543306,0.00000000
-5.93996998,1.88306859,0.04063143,0.05982630,0.57234478,0.06894067,1.31897262,0.00000000
-5.93396698,1.93040893,0.04122783,0.06062578,0.58490684,0.07022854,1.35345739,0.00000000
-5.92796398,1.97812635,0.04169714,0.06115151,0.59623798,0.07147063,1.38882506,0.00000000
-5.92196098,2.02623838,0.04202816,0.06139734,0.60620812,0.07268207,1.42510435,0.00000000
-5.91595798,2.07488384,0.04221271,0.06136180,0.61472800,0.07388326,1.46240754,0.00000000
-5.90995498,2.12430673,0.04224581,0.06104805,0.62175003,0.07509898,1.50091827,0.00000000
-5.90395198,2.17483434,0.04212571,0.06046364,0.62726779,0.07635741,1.54087508,0.00000000
-5.89794897,2.22685047,0.04185385,0.05962030,0.63131417,0.07768894,1.58255154,0.00000000
-5.89194597,2.28076516,0.04143470,0.05853351,0.63395819,0.07912482,1.62623379,0.00000000
-5.88594297,2.33698228,0.04087550,0.05722207,0.63530077,0.08069586,1.67219665,0.00000000
-5.87993997,2.39586645,0.04018597,0.05570759,0.63546961,0.08243109,1.72067938,0.00000000
-5.87393697,2.45771124,0.03937792,0.05401392,0.63461334,0.08435647,1.77186247,0.00000000
-5.86793397,2.52270997,0.03846477,0.05216654,0.63289534,0.08649385,1.82584653,0.00000000
-5.86193097,2.59093100,0.03746114,0.05019201,0.63048736,0.08885994,1.88263465,0.00000000
-5.85592796,2.66229891,0.03638229,0.04811732,0.62756336,0.09146571,1.94211925,0.00000000
-5.84992496,2.73658274,0.03524368,0.04596935,0.62429376,0.09431595,2.00407427,0.00000000
-5.84392196,2.81339233,0.03406047,0.04377434,0.62084038,0.09740915,2.06815348,0.00000000
