energy_ev,total_up,N_s_up,N_p_up,Se_s_up,Se_p_up,Y_p_up,Y_d_up
-5.66383192,1.11467615,0.00396690,0.16776277,0.00654236,0.48060922,0.32913994,0.21056170
-5.65782891,1.02749305,0.00349974,0.15694207,0.00552686,0.44084576,0.30418493,0.19526010
-5.65182591,0.94574754,0.00308347,0.14661300,0.00463962,0.40374998,0.28060642,0.18080420
-5.64582291,0.86955709,0.00271741,0.13680741,0.00387199,0.36936921,0.25849219,0.16722449
-5.63981991,0.79903577,0.00240053,0.12756154,0.00321468,0.33774587,0.23792895,0.15455373
-5.63381691,0.73430837,0.00213155,0.11891764,0.00265812,0.30892375,0.21900489,0.14282918
-5.62781391,0.67552142,0.00190911,0.11092511,0.00219278,0.28295320,0.20181174,0.13209427
-5.62181091,0.62285097,0.00173192,0.10364095,0.00180950,0.25989506,0.18644620,0.12239959
-5.61580790,0.57650699,0.00159882,0.09712967,0.00149970,0.23982321,0.17301064,0.11380324
-5.60980490,0.53673452,0.00150887,0.09146261,0.00125558,0.22282585,0.16161321,0.10637064
-5.60380190,0.50381152,0.00146142,0.08671676,0.00107020,0.20900544,0.15236712,0.10017361
-5.59779890,0.47804386,0.00145610,0.08297310,0.00093763,0.19847731,0.14538923,0.09528904
-5.59179590,0.45975742,0.00149279,0.08031453,0.00085295,0.19136707,0.14079795,0.09179703
-5.58579290,0.44928770,0.00157164,0.07882344,0.00081225,0.18780686,0.13871037,0.08977856
-5.57978989,0.44696723,0.00169295,0.07857901,0.00081264,0.18793048,0.13923874,0.08931279
-5.57378689,0.45311091,0.00185713,0.07965425,0.00085215,0.19186755,0.14248639,0.09047405
-5.56778389,0.46799975,0.00206454,0.08211286,0.00092967,0.19973679,0.14854296,0.09332849
-5.56178089,0.49186334,0.00231542,0.08600606,0.00104488,0.21163856,0.15747930,0.09793056
-5.55577789,0.52486150,0.00260976,0.09136926,0.00119807,0.22764680,0.16934203,0.10431938
-5.54977489,0.56706557,0.00294713,0.09821896,0.00139011,0.24780079,0.18414783,0.11251503
-5.54377189,0.61844009,0.00332658,0.10654972,0.00162221,0.27209664,0.20187794,0.12251497
-5.53776888,0.67882553,0.00374652,0.11633146,0.00189585,0.30047927,0.22247288,0.13429067
-5.53176588,0.74792279,0.00420461,0.12750724,0.00221254,0.33283485,0.24582765,0.14778469
-5.52576288,0.82528055,0.00469764,0.13999155,0.00257376,0.36898438,0.27178794,0.16290825
-5.51975988,0.91028610,0.00522153,0.15366937,0.00298069,0.40867863,0.30014729,0.17953954
-5.51375688,1.00216068,0.00577127,0.16839613,0.00343412,0.45159498,0.33064585,0.19752307
-5.50775388,1.09996006,0.00634094,0.18399857,0.00393423,0.49733645,0.36297064,0.21666988
-5.50175088,1.20258094,0.00692372,0.20027670,0.00448047,0.54543320,0.39675773,0.23675917
-5.49574787,1.30877368,0.00751206,0.21700697,0.00507141,0.59534691,0.43159645,0.25754100
-5.48974487,1.41716136,0.00809773,0.23394639,0.00570461,0.64647788,0.46703556,0.27874047
-5.48374187,1.52626524,0.00867201,0.25083786,0.00637654,0.69817509,0.50259139,0.30006304
-5.47773887,1.63453594,0.00922590,0.26741633,0.00708248,0.74974894,0.53775783,0.32120109
-5.47173587,1.74038958,0.00975032,0.28341580,0.00781653,0.80048631,0.57201782,0.34184142
-5.46573287,1.84224779,0.01023636,0.29857679,0.00857161,0.84966767,0.60485603,0.36167356
-5.45972986,1.93858003,0.01067551,0.31265401,0.00933949,0.89658544,0.63577224,0.38039838
-5.45372686,2.02794667,0.01105992,0.32542398,0.01011092,0.94056308,0.66429497,0.39773695
-5.44772386,2.10904091,0.01138261,0.33669219,0.01087577,0.98097399,0.68999466,0.41343894
-5.44172086,2.18072770,0.01163770,0.34629946,0.01162323,1.01725957,0.71249605,0.42729042
-5.43571786,2.24207790,0.01182055,0.35412720,0.01234200,1.04894546,0.73148895,0.43912052
-5.42971486,2.29239587,0.01192794,0.36010127,0.01302062,1.07565533,0.74673711,0.44880672
-5.42371186,2.33123925,0.01195812,0.36419423,0.01364773,1.09712153,0.75808468,0.45627834
-5.41770885,2.35842969,0.01191087,0.36642575,0.01421236,1.11319198,0.76545995,0.46151821
-5.41170585,2.37405411,0.01178750,0.36686134,0.01470428,1.12383308,0.76887620,0.46456219
-5.40570285,2.37845603,0.01159076,0.36560908,0.01511431,1.12912838,0.76842958,0.46549671
-5.39969985,2.37221756,0.01132478,0.36281482,0.01543456,1.12927297,0.76429415,0.46445434
-5.39369685,2.35613260,0.01099487,0.35865584,0.01565874,1.12456400,0.75671431,0.46160749
-5.38769385,2.33117262,0.01060741,0.35333337,0.01578232,1.11538761,0.74599490,0.45716075
-5.38169085,2.29844653,0.01016957,0.34706422,0.01580272,1.10220290,0.73248949,0.45134201
-5.37568784,2.25915659,0.00968917,0.34007209,0.01571941,1.08552372,0.71658742,0.44439294
-5.36968484,2.21455226,0.00917437,0.33257873,0.01553393,1.06589909,0.69870009,0.43655915
-5.36368184,2.16588432,0.00863350,0.32479566,0.01524984,1.04389312,0.67924719,0.42808069
-5.35767884,2.11436119,0.00807485,0.31691652,0.01487263,1.02006537,0.65864337,0.41918308
-5.35167584,2.06110939,0.00750643,0.30911062,0.01440957,0.99495249,0.63728597,0.41006955
-5.34567284,2.00713977,0.00693582,0.30151792,0.01386948,0.96905190,0.61554430,0.40091459
-5.33966983,1.95332090,0.00637002,0.29424552,0.01326244,0.94280815,0.59375069,0.39185926
-5.33366683,1.90036036,0.00581535,0.28736586,0.01259952,0.91660245,0.57219375,0.38300827
-5.32766383,1.84879453,0.00527733,0.28091668,0.01189244,0.89074567,0.55111395,0.37442902
-5.32166083,1.79898672,0.00476066,0.27490251,0.01115327,0.86547496,0.53070143,0.36615241
-5.31565783,1.75113335,0.00426917,0.26929769,0.01039405,0.84095384,0.51109605,0.35817547
-5.30965483,1.70527723,0.00380586,0.26405063,0.00962655,0.81727556,0.49238954,0.35046542
-5.30365183,1.66132687,0.00337289,0.25908893,0.00886192,0.79446936,0.47462925,0.34296493
-5.29764882,1.61908034,0.00297164,0.25432529,0.00811051,0.77250897,0.45782342,0.33559827
-5.29164582,1.57825221,0.00260281,0.24966359,0.00738165,0.75132294,0.44194737,0.32827793
-5.28564282,1.53850190,0.00226642,0.24500500,0.00668350,0.73080594,0.42695030,0.32091136
-5.27963982,1.49946191,0.00196199,0.24025377,0.00602294,0.71083046,0.41276234,0.31340748
-5.27363682,1.46076453,0.00168854,0.23532242,0.00540559,0.69125827,0.39930135,0.30568263
-5.26763382,1.42206573,0.00144472,0.23013608,0.00483576,0.67195113,0.38647932,0.29766568
-5.26163082,1.38306539,0.00122891,0.22463598,0.00431651,0.65278014,0.37420807,0.28930215
-5.25562781,1.34352309,0.00103926,0.21878174,0.00384979,0.63363357,0.36240396,0.28055714
-5.24962481,1.30326929,0.00087378,0.21255269,0.00343651,0.61442284,0.35099172,0.27141713
-5.24362181,1.26221164,0.00073044,0.20594816,0.00307676,0.59508667,0.33990727,0.26189048
-5.23761881,1.22033702,0.00060717,0.19898673,0.00276992,0.57559330,0.32909953,0.25200697
-5.23161581,1.17770943,0.00050196,0.19170480,0.00251487,0.55594117,0.31853151,0.24181632
-5.22561281,1.13446479,0.00041286,0.18415440,0.00231021,0.53615806,0.30818055,0.23138590
-5.21960980,1.09080313,0.00033806,0.17640067,0.00215437,0.51629919,0.29803826,0.22079803
-5.21360680,1.04697929,0.00027588,0.16851891,0.00204584,0.49644453,0.28810989,0.21014675
-5.20760380,1.00329281,0.00022480,0.16059173,0.00198333,0.47669568,0.27841375,0.19953462
-5.20160080,0.96007784,0.00018351,0.15270617,0.00196584,0.45717265,0.26898050,0.18906952
-5.19559780,0.91769372,0.00015086,0.14495106,0.00199286,0.43801080,0.25985260,0.17886174
-5.18959480,0.87651683,0.00012596,0.13741474,0.00206437,0.41935819,0.25108395,0.16902140
-5.18359180,0.83693386,0.00010811,0.13018318,0.00218097,0.40137347,0.24273982,0.15965643
-5.17758879,0.79933685,0.00009685,0.12333853,0.00234385,0.38422440,0.23489695,0.15087099
-5.17158579,0.76412008,0.00009199,0.11695813,0.00255484,0.36808703,0.22764398,0.14276454
-5.16558279,0.73167846,0.00009359,0.11111403,0.00281632,0.35314547,0.22108204,0.13543140
-5.15957979,0.70240754,0.00010200,0.10587279,0.00313125,0.33959223,0.21532539,0.12896083
-5.15357679,0.67670463,0.00011789,0.10129574,0.00350302,0.32762896,0.21050224,0.12343755
-5.14757379,0.65497092,0.00014225,0.09743946,0.00393540,0.31746748,0.20675545,0.11894262
-5.14157079,0.63761418,0.00017642,0.09435656,0.00443246,0.30933102,0.20424322,0.11555464
-5.13556778,0.62505184,0.00022216,0.09209654,0.00499843,0.30345549,0.20313962,0.11335107
-5.12956478,0.61771418,0.00028162,0.09070679,0.00563761,0.30009071,0.20363499,0.11240981
-5.12356178,0.61604732,0.00035739,0.09023365,0.00635430,0.29950142,0.20593607,0.11281066
-5.11755878,0.62051606,0.00045251,0.09072347,0.00715266,0.30196815,0.21026595,0.11463691
-5.11155578,0.63160601,0.00057050,0.09222358,0.00803670,0.30778760,0.21686373,0.11797665
-5.10555278,0.64982510,0.00071536,0.09478319,0.00901018,0.31727270,0.22598384,0.12292403
-5.09954977,0.67570412,0.00089151,0.09845413,0.01007662,0.33075192,0.23789492,0.12958013
-5.09354677,0.70979592,0.00110381,0.10329141,0.01123924,0.34856797,0.25287819,0.13805353
-5.08754377,0.75267298,0.00135746,0.10935346,0.01250095,0.37107548,0.27122517,0.14846030
-5.08154077,0.80492294,0.00165795,0.11670208,0.01386440,0.39863753,0.29323449,0.16092349
-5.07553777,0.86714154,0.00201090,0.12540193,0.01533188,0.43162077,0.31920773,0.17557180
-5.06953477,0.93992250,0.00242199,0.13551961,0.01690538,0.47038892,0.34944405,0.19253752
-5.06353177,1.02384396,0.00289671,0.14712206,0.01858647,0.51529434,0.38423333,0.21195345
-5.05752876,1.11945094,0.00344018,0.16027448,0.02037623,0.56666760,0.42384786,0.23394882
-5.05152576,1.22723377,0.00405695,0.17503751,0.02227512,0.62480483,0.46853234,0.25864420
-5.04552276,1.34760228,0.00475072,0.19146381,0.02428275,0.68995302,0.51849235,0.28614536
-5.03951976,1.48085619,0.00552409,0.20959399,0.02639769,0.76229331,0.57388133,0.31653611
-5.03351676,1.62715220,0.00637828,0.22945209,0.02861707,0.84192269,0.63478639,0.34987043
-5.02751376,1.78646883,0.00731290,0.25104057,0.03093633,0.92883467,0.70121339,0.38616402
-5.02151076,1.95857021,0.00832567,0.27433521,0.03334874,1.02289962,0.77307194,0.42538551
-5.01550775,2.14297078,0.00941227,0.29927994,0.03584506,1.12384574,0.85016089,0.46744800
-5.00950475,2.33890270,0.01056614,0.32578210,0.03841314,1.23124181,0.93215535,0.51220109
-5.00350175,2.54528828,0.01177840,0.35370829,0.04103759,1.34448275,1.01859609,0.55942410
-4.99749875,2.76071986,0.01303788,0.38288119,0.04369949,1.46277951,1.10888225,0.60882099
-4.99149575,2.98344931,0.01433111,0.41307768,0.04637627,1.58515419,1.20226833,0.66001745
-4.98549275,3.21138924,0.01564256,0.44402856,0.04904169,1.71044176,1.29786630,0.71256061
-4.97948974,3.44212772,0.01695484,0.47542005,0.05166596,1.83729907,1.39465343,0.76592192
-4.97348674,3.67295760,0.01824907,0.50689737,0.05421615,1.96422187,1.49148631,0.81950322
-4.96748374,3.90092086,0.01950531,0.53807032,0.05665666,2.08956995,1.58712110,0.87264638
-4.96148074,4.12286780,0.02070307,0.56852096,0.05894997,2.21160022,1.68023981,0.92464618
-4.95547774,4.33552975,0.02182190,0.59781323,0.06105755,2.32850712,1.76948212,0.97476645
-4.94947474,4.53560339,0.02284196,0.62550410,0.06294092,2.43846908,1.85348160,1.02225886
-4.94347174,4.71984370,0.02374466,0.65115614,0.06456281,2.53969960,1.93090522,1.06638368
-4.93746873,4.88516211,0.02451328,0.67435077,0.06588837,2.63050083,2.00049449,1.10643199
-4.93146573,5.02872558,0.02513354,0.69470186,0.06688650,2.70931755,2.06110649,1.14174810
-4.92546273,5.14805236,0.02559411,0.71186889,0.06753094,2.77478909,2.11175286,1.17175147
-4.91945973,5.24109971,0.02588708,0.72556927,0.06780145,2.82579670,2.15163494,1.19595692
-4.91345673,5.30633950,0.02600822,0.73558898,0.06768467,2.86150407,2.18017319,1.21399223
-4.90745373,5.34281755,0.02595723,0.74179126,0.06717486,2.88138892,2.19702935,1.22561232
-4.90145073,5.35019373,0.02573783,0.74412265,0.06627434,2.88526401,2.20212014,1.23070909
-4.89544772,5.32876043,0.02535764,0.74261623,0.06499365,2.87328626,2.19562159,1.22931651
-4.88944472,5.27943822,0.02482804,0.73739174,0.06335142,2.84595343,2.17796370,1.22161060
-4.88344172,5.20374857,0.02416381,0.72865264,0.06137398,2.80408839,2.14981549,1.20790426
-4.87743872,5.10376469,0.02338275,0.71668005,0.05909459,2.74881154,2.11206116,1.18863712
-4.87143572,4.98204276,0.02250507,0.70182405,0.05655258,2.68150266,2.06576829,1.16436079
-4.86543272,4.84153651,0.02155286,0.68449249,0.05379212,2.60375388,2.01214978,1.13572032
-4.85942971,4.68549914,0.02054940,0.66513800,0.05086098,2.51731610,1.95252104,1.10343264
-4.85342671,4.51737708,0.01951847,0.64424357,0.04780914,2.42404104,1.88825477,1.06826286
-4.84742371,4.34070015,0.01848371,0.62230755,0.04468733,2.32582181,1.82073507,1.03099968
-4.84142071,4.15897304,0.01746793,0.59982843,0.04154565,2.22453440,1.75131312,0.99243082
-4.83541771,3.97557242,0.01649248,0.57729023,0.03843228,2.12198261,1.68126635,0.95331953
-4.82941471,3.79365375,0.01557674,0.55514894,0.03539225,2.01984859,1.61176257,0.91438315
-4.82341171,3.61607106,0.01473760,0.53382040,0.03246645,1.91965068,1.54383049,0.87627436
-4.81740870,3.44531213,0.01398911,0.51367016,0.02969073,1.82270996,1.47833751,0.83956588
-4.81140570,3.28345076,0.01334214,0.49500542,0.02709536,1.73012630,1.41597526,0.80473889
-4.80540270,3.13211661,0.01280422,0.47806928,0.02470453,1.64276408,1.35725297,0.77217535
-4.79939970,2.99248253,0.01237944,0.46303731,0.02253619,1.56124761,1.30249837,0.74215431
-4.79339670,2.86526844,0.01206846,0.45001629,0.02060199,1.48596532,1.25186542,0.71485192
-4.78739370,2.75075987,0.01186861,0.43904521,0.01890750,1.41708207,1.20534796,0.69034483
-4.78139070,2.64883940,0.01177407,0.43009803,0.01745250,1.35455798,1.16279816,0.66861658
-4.77538769,2.55902820,0.01177616,0.42308818,0.01623143,1.29817262,1.12394846,0.64956638
-4.76938469,2.48053543,0.01186369,0.41787438,0.01523395,1.24755287,1.08843576,0.63301969
-4.76338169,2.41231266,0.01202337,0.41426762,0.01444559,1.20220307,1.05582665,0.61874025
-4.75737869,2.35311107,0.01224023,0.41203892,0.01384839,1.16153591,1.02564247,0.60644265
-4.75137569,2.30153913,0.01249818,0.41092768,0.01342165,1.12490309,0.99738323,0.59580537
-4.74537269,2.25611898,0.01278044,0.41065039,0.01314263,1.09162435,0.97054969,0.58648353
-4.73936968,2.21533990,0.01307014,0.41090941,0.01298730,1.06101437,0.94466286,0.57812124
-4.73336668,2.17770774,0.01335079,0.41140177,0.01293095,1.03240670,0.91928067,0.57036316
-4.72736368,2.14178941,0.01360679,0.41182764,0.01294895,1.00517449,0.89401146,0.56286513
-4.72136068,2.10625193,0.01382388,0.41189849,0.01301724,0.97874768,0.86852441,0.55530365
-4.71535768,2.06989553,0.01398951,0.41134466,0.01311298,0.95262680,0.84255690,0.54738425
-4.70935468,2.03168084,0.01409325,0.40992228,0.01321495,0.92639319,0.81591895,0.53884856
-4.70335168,1.99075001,0.01412697,0.40741934,0.01330402,0.89971614,0.78849520,0.52948012
-4.69734867,1.94644177,0.01408508,0.40366080,0.01336345,0.87235689,0.76024445,0.51910886
-4.69134567,1.89830075,0.01396461,0.39851271,0.01337915,0.84416986,0.73119732,0.50761426
-4.68534267,1.84608093,0.01376518,0.39188503,0.01333984,0.81510141,0.70145213,0.49492720
-4.67933967,1.78974368,0.01348897,0.38373327,0.01323717,0.78518631,0.67116944,0.48103044
-4.67333667,1.72945047,0.01314051,0.37405884,0.01306565,0.75454218,0.64056529,0.46595775
-4.66733367,1.66555061,0.01272646,0.36290798,0.01282262,0.72336212,0.60990354,0.44979182
-4.66133067,1.59856431,0.01225528,0.35036950,0.01250810,0.69190578,0.57948740,0.43266084
-4.65532766,1.52916170,0.01173694,0.33657122,0.01212450,0.66048899,0.54965031,0.41473386
-4.64932466,1.45813813,0.01118244,0.32167537,0.01167639,0.62947234,0.52074628,0.39621524
-4.64332166,1.38638650,0.01060348,0.30587304,0.01117018,0.59924868,0.49313997,0.37733793
-4.63731866,1.31486748,0.01001200,0.28937785,0.01061372,0.57023007,0.46719649,0.35835626
-4.63131566,1.24457817,0.00941981,0.27241923,0.01001593,0.54283425,0.44327117,0.33953793
-4.62531266,1.17652035,0.00883820,0.25523530,0.00938645,0.51747097,0.42169943,0.32115587
-4.61930965,1.11166908,0.00827761,0.23806594,0.00873524,0.49452856,0.40278701,0.30347992
-4.61330665,1.05094259,0.00774732,0.22114594,0.00807224,0.47436096,0.38680060,0.28676875
-4.60730365,0.99517443,0.00725526,0.20469872,0.00740706,0.45727566,0.37395930,0.27126216
-4.60130065,0.94508855,0.00680779,0.18893078,0.00674870,0.44352282,0.36442693,0.25717410
-4.59529765,0.90127819,0.00640961,0.17402689,0.00610534,0.43328588,0.35830556,0.24468657
-4.58929465,0.86418909,0.00606371,0.16014635,0.00548416,0.42667402,0.35563037,0.23394457
-4.58329165,0.83410762,0.00577136,0.14742028,0.00489124,0.42371675,0.35636618,0.22505228
-4.57728864,0.81115400,0.00553218,0.13594998,0.00433148,0.42436073,0.36040565,0.21807065
-4.57128564,0.79528097,0.00534426,0.12580643,0.00380861,0.42846920,0.36756951,0.21301632
-4.56528264,0.78627779,0.00520431,0.11703077,0.00332520,0.43582393,0.37760871,0.20986204
-4.55927964,0.78377953,0.00510783,0.10963583,0.00288273,0.44612981,0.39020873,0.20853848
-4.55327664,0.78728122,0.00504935,0.10360843,0.00248170,0.45902205,0.40499590,0.20893746
-4.54727364,0.79615667,0.00502264,0.09891253,0.00212176,0.47407574,0.42154575,0.21091635
-4.54127064,0.80968104,0.00502099,0.09549291,0.00180180,0.49081769,0.43939319,0.21430372
-4.53526763,0.82705682,0.00503740,0.09327941,0.00152015,0.50874012,0.45804426,0.21890585
-4.52926463,0.84744209,0.00506490,0.09219139,0.00127467,0.52731581,0.47698924,0.22451405
-4.52326163,0.86998039,0.00509670,0.09214243,0.00106291,0.54601430,0.49571665,0.23091240
-4.51725863,0.89383109,0.00512644,0.09304506,0.00088224,0.56431852,0.51372778,0.23788588
-4.51125563,0.91819930,0.00514840,0.09481537,0.00072995,0.58174135,0.53055125,0.24522835
-4.50525263,0.94236430,0.00515759,0.09737728,0.00060336,0.59784140,0.54575707,0.25275030
-4.49924962,0.96570535,0.00514994,0.10066655,0.00049991,0.61223752,0.55896972,0.26028603
-4.49324662,0.98772420,0.00512236,0.10463415,0.00041718,0.62462141,0.56987977,0.26769992
-4.48724362,1.00806301,0.00507277,0.10924908,0.00035301,0.63476771,0.57825348,0.27489164
-4.48124062,1.02651741,0.00500015,0.11450041,0.00030549,0.64254135,0.58394013,0.28180007
-4.47523762,1.04304376,0.00490450,0.12039849,0.00027297,0.64790155,0.58687666,0.28840563
-4.46923462,1.05776039,0.00478680,0.12697537,0.00025413,0.65090245,0.58708941,0.29473111
-4.46323162,1.07094273,0.00464891,0.13428423,0.00024793,0.65169013,0.58469291,0.30084076
-4.45722861,1.08301226,0.00449345,0.14239797,0.00025363,0.65049623,0.57988573,0.30683771
-4.45122561,1.09451980,0.00432371,0.15140689,0.00027078,0.64762823,0.57294347,0.31285986
-4.44522261,1.10612360,0.00414347,0.16141566,0.00029920,0.64345685,0.56420932,0.31907426
-4.43921961,1.11856311,0.00395689,0.17253951,0.00033898,0.63840096,0.55408238,0.32567033
-4.43321661,1.13262949,0.00376832,0.18489997,0.00039043,0.63291070,0.54300433,0.33285209
-4.42721361,1.14913394,0.00358219,0.19862019,0.00045413,0.62744942,0.53144500,0.34082981
-4.42121061,1.16887529,0.00340287,0.21382012,0.00053085,0.62247517,0.51988740,0.34981136
-4.41520760,1.19260812,0.00323452,0.23061172,0.00062158,0.61842257,0.50881278,0.35999371
-4.40920460,1.22101271,0.00308106,0.24909440,0.00072750,0.61568578,0.49868641,0.37155487
-4.40320160,1.25466830,0.00294604,0.26935094,0.00085001,0.61460332,0.48994459,0.38464672
-4.39719860,1.29403057,0.00283258,0.29144403,0.00099065,0.61544527,0.48298329,0.39938895
-4.39119560,1.33941440,0.00274341,0.31541361,0.00115117,0.61840357,0.47814901,0.41586448
-4.38519260,1.39098265,0.00268078,0.34127507,0.00133348,0.62358563,0.47573189,0.43411634
-4.37918959,1.44874127,0.00264651,0.36901845,0.00153963,0.63101159,0.47596144,0.45414646
-4.37318659,1.51254092,0.00264202,0.39860858,0.00177180,0.64061535,0.47900475,0.47591595
-4.36718359,1.58208483,0.00266838,0.42998607,0.00203231,0.65224914,0.48496714,0.49934726
-4.36118059,1.65694243,0.00272632,0.46306922,0.00232350,0.66569151,0.49389505,0.52432763
-4.35517759,1.73656789,0.00281630,0.49775643,0.00264775,0.68065829,0.50578068,0.55071394
-4.34917459,1.82032252,0.00293858,0.53392916,0.00300738,0.69681594,0.52056814,0.57833849
-4.34317159,1.90749988,0.00309323,0.57145509,0.00340460,0.71379673,0.53816048,0.60701540
-4.33716858,1.99735216,0.00328018,0.61019126,0.00384135,0.73121496,0.55842717,0.63654731
-4.33116558,2.08911662,0.00349923,0.64998712,0.00431925,0.74868348,0.58121150,0.66673201
-4.32516258,2.18204072,0.00375007,0.69068704,0.00483947,0.76582985,0.60633749,0.69736866
-4.31915958,2.27540478,0.00403224,0.73213248,0.00540254,0.78231131,0.63361586,0.72826332
-4.31315658,2.36854140,0.00434512,0.77416341,0.00600829,0.79782815,0.66284884,0.75923363
-4.30715358,2.46085079,0.00468790,0.81661929,0.00665565,0.81213470,0.69383370,0.79011234
